Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-02-01 00:00:00,0,0,0,0,0,-13.56975
2023-02-01 01:00:00,0.05417455,0,0,0,0,-13.54783
2023-02-01 02:00:00,0,0,0,0,0,-13.71133
2023-02-01 03:00:00,0.01727834,0,0,0,0,-13.6535
2023-02-01 04:00:00,0.05190195,0,0,0,0,-13.49483
2023-02-01 05:00:00,0,0,0,0,0,-13.49683
2023-02-01 06:00:00,0.04359161,0,0,0,0,-13.42784
2023-02-01 07:00:00,70.02278,67.37001,68.75918,68.78584,65.5075,270.24
2023-02-01 08:00:00,352.1721,868.8608,986.7174,1079.313,1050.872,3955.529
2023-02-01 09:00:00,566.1832,1834.557,1847.162,1862.938,1787.696,7314.891
2023-02-01 10:00:00,484.0074,1501.714,1513.296,1509.189,1454.214,5998.448
2023-02-01 11:00:00,489.4173,1589.952,1604.431,1619.562,1565.411,6330.976
2023-02-01 12:00:00,535.178,1659.468,1663.34,1686.33,1614.005,6619.407
2023-02-01 13:00:00,580.4625,1837.233,1843.889,1851.867,1774.869,7246.478
2023-02-01 14:00:00,684.2059,2187.153,2198.686,2187.901,2120.088,8630.471
2023-02-01 15:00:00,503.5063,1505.216,1505.812,1508.85,1455.582,5963.476
2023-02-01 16:00:00,196.6068,275.4783,276.555,278.2242,267.545,1104.567
2023-02-01 17:00:00,2.944594,0.5125,0.6866667,0.695,0.345,5.6755
2023-02-01 18:00:00,0.00957815,0,0,0,0,-13.32417
2023-02-01 19:00:00,0,0,0,0,0,-13.4355
2023-02-01 20:00:00,0,0,0,0,0,-13.532
2023-02-01 21:00:00,0,0,0,0,0,-13.63842
2023-02-01 22:00:00,0,0,0,0,0,-13.52429
2023-02-01 23:00:00,0,0,0,0,0,-13.48813
2023-02-02 00:00:00,0.0577986,0,0,0,0,-13.44763
2023-02-02 01:00:00,0,0,0,0,0,-13.5335
2023-02-02 02:00:00,0,0,0,0,0,-13.6555
2023-02-02 03:00:00,0,0,0,0,0,-13.62367
2023-02-02 04:00:00,0.01783319,0,0,0,0,-13.47633
2023-02-02 05:00:00,0,0,0,0,0,-13.39734
2023-02-02 06:00:00,0.09220903,0,0,0,0,-13.50317
