Freemont Solar Center,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-02-01 00:00:00,0,,0,0,-9.599999
2023-02-01 01:00:00,0,,0,0,-9.599999
2023-02-01 02:00:00,0,,0,0,-9.599999
2023-02-01 03:00:00,0,,0,0,-9.599999
2023-02-01 04:00:00,0,,0,0,-9.599999
2023-02-01 05:00:00,0,,0,0,-9.599999
2023-02-01 06:00:00,0,,0,0,-9.599999
2023-02-01 07:00:00,1.161952,,0,0,-9.599999
2023-02-01 08:00:00,11.00933,,0,0,22.76024
2023-02-01 09:00:00,48.7799,,78.5677,78.76741,153.6652
2023-02-01 10:00:00,89.34551,,145.2858,144.8434,283.4306
2023-02-01 11:00:00,121.4452,,202.1996,200.8869,398.8443
2023-02-01 12:00:00,121.1296,,199.3127,199.9065,390.9631
2023-02-01 13:00:00,95.7346,,152.4693,159.3036,310.7864
2023-02-01 14:00:00,65.3002,,109.5923,107.4218,210.0775
2023-02-01 15:00:00,37.93742,,68.03027,67.88061,126.475
2023-02-01 16:00:00,14.41615,,18.97861,18.82082,44.58524
2023-02-01 17:00:00,2.193913,,0,0,-2.356578
2023-02-01 18:00:00,0,,0,0,-9.222666
2023-02-01 19:00:00,0,,0,0,-9.599999
2023-02-01 20:00:00,0,,0,0,-9.599999
2023-02-01 21:00:00,0,,0,0,-9.599999
2023-02-01 22:00:00,0,,0,0,-9.599999
2023-02-01 23:00:00,0,,0,0,-9.599999
2023-02-02 00:00:00,0,,0,0,-9.599999
2023-02-02 01:00:00,0,,0,0,-9.599999
2023-02-02 02:00:00,0,,0,0,-9.599999
2023-02-02 03:00:00,0,,0,0,-9.599999
2023-02-02 04:00:00,0,,0,0,-9.599999
2023-02-02 05:00:00,0,,0,0,-9.273333
2023-02-02 06:00:00,0,,0,0,-9.599999
2023-02-02 07:00:00,1.791855,,0,0,-9.396116
2023-02-02 08:00:00,17.84806,,21.1387,23.38888,52.85725
2023-02-02 09:00:00,39.4063,,66.93835,70.11331,135.2993
2023-02-02 10:00:00,62.49519,,111.1877,112.5993,216.6232
2023-02-02 11:00:00,157.8501,,262.7972,264.5443,511.6602
2023-02-02 12:00:00,144.7759,,237.285,238.3277,476.831
2023-02-02 13:00:00,86.76965,,153.3838,155.7275,301.0276
2023-02-02 14:00:00,79.20059,,138.4622,140.3758,270.6252
2023-02-02 15:00:00,63.89904,,110.0902,109.6472,212.7267
2023-02-02 16:00:00,26.98829,,46.98088,47.22158,89.56007
2023-02-02 17:00:00,3.878605,,2.109374,1.88494,1.753927
2023-02-02 18:00:00,0,,0,0,-9.438999
2023-02-02 19:00:00,0,,0,0,-9.43151
2023-02-02 20:00:00,0,,0,0,-9.599999
2023-02-02 21:00:00,0,,0,0,-9.599999
2023-02-02 22:00:00,0,,0,0,-9.599999
2023-02-02 23:00:00,0,,0,0,-9.599999
2023-02-03 00:00:00,0,,0,0,-9.599999
2023-02-03 01:00:00,0,,0,0,-9.599999
2023-02-03 02:00:00,0,,0,0,-9.599999
2023-02-03 03:00:00,0,,0,0,-9.599999
2023-02-03 04:00:00,0,,0,0,-9.485023
2023-02-03 05:00:00,0,,0,0,-9.584976
2023-02-03 06:00:00,0,,0,0,-9.551668
2023-02-03 07:00:00,7.845648,,8.099869,8.494966,10.79327
2023-02-03 08:00:00,109.1136,,169.0923,163.3084,323.0991
2023-02-03 09:00:00,221.7086,,350.1916,355.0294,710.9359
2023-02-03 10:00:00,508.6128,,933.6786,890.6506,1861.404
2023-02-03 11:00:00,928.4393,,1653.925,1654.47,3298.103
2023-02-03 12:00:00,968.2008,,1666.381,1666.313,3315.456
2023-02-03 13:00:00,934.2521,,1659.076,1663.976,3301.171
2023-02-03 14:00:00,813.3171,,1502.481,1523.059,3004.336
2023-02-03 15:00:00,620.3084,,1135.072,1179.304,2300.985
2023-02-03 16:00:00,364.5021,,552.7732,642.2385,1189.269
2023-02-03 17:00:00,85.05398,,62.70504,81.83347,147.5312
2023-02-03 18:00:00,0,,0,0,-9.268999
2023-02-03 19:00:00,0,,0,0,-9.599999
2023-02-03 20:00:00,0,,0,0,-9.599999
2023-02-03 21:00:00,0,,0,0,-9.599999
2023-02-03 22:00:00,0,,0,0,-9.599999
2023-02-03 23:00:00,0,,0,0,-9.599999
2023-02-04 00:00:00,0,,0,0,-9.599999
2023-02-04 01:00:00,0,,0,0,-9.599999
2023-02-04 02:00:00,0,,0,0,-9.599999
2023-02-04 03:00:00,0,,0,0,-9.599999
2023-02-04 04:00:00,0,,0,0,-9.599999
2023-02-04 05:00:00,0,,0,0,-9.599999
2023-02-04 06:00:00,0,,0,0,-9.599999
2023-02-04 07:00:00,47.39517,,31.3854,22.28462,54.68274
2023-02-04 08:00:00,333.0636,,463.2328,441.1229,904.6548
2023-02-04 09:00:00,591.1663,,1106.742,1068.443,2179.768
2023-02-04 10:00:00,776.7268,,1417.253,1436.483,2856.308
2023-02-04 11:00:00,905.8281,,1641.708,1643.529,3242.72
2023-02-04 12:00:00,956.4545,,1652.564,1659.935,3284.967
2023-02-04 13:00:00,927.3937,,1630.558,1637.765,3240.443
2023-02-04 14:00:00,805.0607,,1465.517,1485.131,2925.604
2023-02-04 15:00:00,585.053,,1055.406,1103.527,2140.272
2023-02-04 16:00:00,257.8447,,402.9634,444.8513,843.9613
2023-02-04 17:00:00,55.97564,,67.76275,73.45871,140.9459
2023-02-04 18:00:00,0,,0,0,-9.497965
2023-02-04 19:00:00,0,,0,0,-9.599999
2023-02-04 20:00:00,0,,0,0,-9.599999
2023-02-04 21:00:00,0,,0,0,-9.599999
2023-02-04 22:00:00,0,,0,0,-9.599999
2023-02-04 23:00:00,0,,0,0,-9.599999
2023-02-05 00:00:00,0,,0,0,-9.599999
2023-02-05 01:00:00,0,,0,0,-9.599999
2023-02-05 02:00:00,0,,0,0,-9.599999
2023-02-05 03:00:00,0,,0,0,-9.599999
2023-02-05 04:00:00,0,,0,0,-9.599999
2023-02-05 05:00:00,0,,0,0,-9.599999
2023-02-05 06:00:00,0,,0,0,-9.599999
2023-02-05 07:00:00,20.77082,,25.25924,25.24595,49.09591
2023-02-05 08:00:00,183.1765,,284.2173,279.8984,552.3726
2023-02-05 09:00:00,230.2546,,353.1588,355.9713,707.9307
2023-02-05 10:00:00,284.137,,434.4806,433.3385,871.9846
2023-02-05 11:00:00,403.1961,,640.9362,640.4567,1272.196
2023-02-05 12:00:00,536.3158,,917.5754,924.7967,1836.017
2023-02-05 13:00:00,848.3439,,1435.292,1445.771,2935.884
2023-02-05 14:00:00,783.458,,1393.189,1402.117,2781.542
2023-02-05 15:00:00,592.1789,,1053.869,1084.055,2122.179
2023-02-05 16:00:00,275.6555,,425.7582,456.194,877.4708
2023-02-05 17:00:00,77.38359,,64.66735,83.10352,150.0755
2023-02-05 18:00:00,0,,0,0,-9.544156
2023-02-05 19:00:00,0,,0,0,-9.599999
2023-02-05 20:00:00,0,,0,0,-9.599999
2023-02-05 21:00:00,0,,0,0,-9.599999
2023-02-05 22:00:00,0,,0,0,-9.599999
2023-02-05 23:00:00,0,,0,0,-9.599999
2023-02-06 00:00:00,0,,0,0,-9.599999
2023-02-06 01:00:00,0,,0,0,-9.599999
2023-02-06 02:00:00,0,,0,0,-9.599999
2023-02-06 03:00:00,0,,0,0,-9.599999
2023-02-06 04:00:00,0,,0,0,-9.599999
2023-02-06 05:00:00,0,,0,0,-9.599999
2023-02-06 06:00:00,0,,0,0,-9.599999
2023-02-06 07:00:00,49.72005,,39.92034,29.62711,69.68044
2023-02-06 08:00:00,324.3691,,477.5926,455.7823,934.0969
2023-02-06 09:00:00,581.712,,1056.52,1023.262,2081.871
2023-02-06 10:00:00,784.8118,,1391.891,1392.385,2778.712
2023-02-06 11:00:00,929.0502,,1614.303,1616.369,3214.979
2023-02-06 12:00:00,974.0779,,1666.282,1666.262,3308.415
2023-02-06 13:00:00,940.0428,,1637.938,1648.932,3259.908
2023-02-06 14:00:00,815.4286,,1439.607,1463.543,2877.077
2023-02-06 15:00:00,622.7017,,1098.86,1138.744,2218.058
2023-02-06 16:00:00,372.338,,571.1708,657.022,1220.643
2023-02-06 17:00:00,89.18709,,74.24146,98.60622,172.6562
2023-02-06 18:00:00,0,,0,0,-9.363399
2023-02-06 19:00:00,0,,0,0,-9.599999
2023-02-06 20:00:00,0,,0,0,-9.599999
2023-02-06 21:00:00,0,,0,0,-9.599999
2023-02-06 22:00:00,0,,0,0,-9.599999
2023-02-06 23:00:00,0,,0,0,-9.599999
