"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-02-01 00:00:00,0,0,0,0,-9.599999
2023-02-01 01:00:00,0,0,0,0,-9.599999
2023-02-01 02:00:00,0,0,0,0,-9.599999
2023-02-01 03:00:00,0,0,0,0,-9.599999
2023-02-01 04:00:00,0,0,0,0,-9.599999
2023-02-01 05:00:00,0,0,0,0,-9.599999
2023-02-01 06:00:00,0,0,0,0,-9.599999
2023-02-01 07:00:00,0.8646867,0,0,0,-9.599999
2023-02-01 08:00:00,11.46836,6.18929,6.50502,6.44311,31.59566
2023-02-01 09:00:00,43.68245,77.30196,80.46863,80.03896,235.4131
2023-02-01 10:00:00,77.83821,140.0014,143.7443,142.8113,417.8503
2023-02-01 11:00:00,149.5388,259.0573,265.1544,260.5295,782.3154
2023-02-01 12:00:00,111.6189,195.2162,202.2956,200.4117,594.6494
2023-02-01 13:00:00,87.58453,154.6046,160.8467,159.9155,470.6166
2023-02-01 14:00:00,60.87088,112.4405,115.1743,113.1703,335.1133
2023-02-01 15:00:00,38.01345,71.90456,74.59736,73.94736,213.6602
2023-02-01 16:00:00,18.15306,22.92808,23.72865,23.52159,91.66275
2023-02-01 17:00:00,2.010595,0,0,0,-2.027363
2023-02-01 18:00:00,0,0,0,0,-9.599999
2023-02-01 19:00:00,0,0,0,0,-9.599999
2023-02-01 20:00:00,0,0,0,0,-9.599999
2023-02-01 21:00:00,0,0,0,0,-9.599999
2023-02-01 22:00:00,0,0,0,0,-9.599999
2023-02-01 23:00:00,0,0,0,0,-9.599999
2023-02-02 00:00:00,0,0,0,0,-9.599999
2023-02-02 01:00:00,0,0,0,0,-9.599999
2023-02-02 02:00:00,0,0,0,0,-9.599999
2023-02-02 03:00:00,0,0,0,0,-9.599999
2023-02-02 04:00:00,0,0,0,0,-9.599999
2023-02-02 05:00:00,0,0,0,0,-9.599999
2023-02-02 06:00:00,0,0,0,0,-9.599999
2023-02-02 07:00:00,2.433813,0.001690708,0.00504036,0.01571076,-0.8411909
2023-02-02 08:00:00,19.578,28.43175,29.3167,29.39753,95.82746
2023-02-02 09:00:00,44.32104,80.39342,84.61184,85.57226,246.9809
2023-02-02 10:00:00,71.19972,129.87,132.6673,130.6296,387.7455
2023-02-02 11:00:00,185.5417,312.16,322.6685,320.2801,954.2066
2023-02-02 12:00:00,147.9203,255.7357,263.8136,262.3826,780.1638
2023-02-02 13:00:00,76.1444,138.9954,144.3858,143.9891,421.8149
2023-02-02 14:00:00,83.68243,145.8328,153.8163,156.2186,451.1032
2023-02-02 15:00:00,49.19847,90.72923,94.48849,93.5304,273.4786
2023-02-02 16:00:00,22.78148,42.13258,43.46846,43.30251,120.8229
2023-02-02 17:00:00,4.005296,1.60979,1.584215,1.464751,8.261594
2023-02-02 18:00:00,0,0,0,0,-9.599999
2023-02-02 19:00:00,0,0,0,0,-9.599999
2023-02-02 20:00:00,0,0,0,0,-9.599999
2023-02-02 21:00:00,0,0,0,0,-9.599999
2023-02-02 22:00:00,0,0,0,0,-9.599999
2023-02-02 23:00:00,0,0,0,0,-9.599999
2023-02-03 00:00:00,0,0,0,0,-9.599999
2023-02-03 01:00:00,0,0,0,0,-9.599999
2023-02-03 02:00:00,0,0,0,0,-9.599999
2023-02-03 03:00:00,0,0,0,0,-9.599999
2023-02-03 04:00:00,0,0,0,0,-9.599999
2023-02-03 05:00:00,0,0,0,0,-9.599999
2023-02-03 06:00:00,0,0,0,0,-9.599999
2023-02-03 07:00:00,6.237055,4.698255,4.888813,4.905637,21.36192
2023-02-03 08:00:00,100.4592,165.5314,172.2833,169.9143,503.0177
2023-02-03 09:00:00,221.5941,381.4552,397.728,390.7203,1180.858
2023-02-03 10:00:00,496.9537,968.8596,969.8217,1024.278,2863.614
2023-02-03 11:00:00,910.2059,1663.383,1666.118,1666.101,4984.708
2023-02-03 12:00:00,959.2763,1666.062,1666.136,1666.16,4975.044
2023-02-03 13:00:00,936.9143,1657.863,1665.285,1664.236,4957.649
2023-02-03 14:00:00,825.3386,1479.682,1522.87,1513.627,4489.647
2023-02-03 15:00:00,649.7998,1133.606,1193.922,1187.072,3499.837
2023-02-03 16:00:00,412.049,504.0252,646.563,670.4879,1817.325
2023-02-03 17:00:00,80.73353,61.94956,82.94544,87.83808,238.6182
2023-02-03 18:00:00,0,0,0,0,-9.700972
2023-02-03 19:00:00,0,0,0,0,-9.599999
2023-02-03 20:00:00,0,0,0,0,-9.599999
2023-02-03 21:00:00,0,0,0,0,-9.599999
2023-02-03 22:00:00,0,0,0,0,-9.599999
2023-02-03 23:00:00,0,0,0,0,-9.599999
