Jersey Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA 1850kW Inverter - 1, AC Real Power","SMA 1850kW Inverter - 2, AC Real Power","SMA 1850kW Inverter - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-02-01 00:00:00,0,0,0,0,-6.983661
2023-02-01 01:00:00,0,0,0,0,-6.979007
2023-02-01 02:00:00,0,0,0,0,-6.977886
2023-02-01 03:00:00,0,0,0,0,-6.956913
2023-02-01 04:00:00,0,0,0,0,-6.929735
2023-02-01 05:00:00,0,0,0,0,-6.892941
2023-02-01 06:00:00,0,0,0,0,-6.847231
2023-02-01 07:00:00,9.493784,12.5,12.5,12,29.52816
2023-02-01 08:00:00,55.76879,88.25,93,95.25,264.337
2023-02-01 09:00:00,50.75446,92,93.25,94.5,279.4018
2023-02-01 10:00:00,100.3595,183.25,183.75,183,536.0502
2023-02-01 11:00:00,153.5939,287.5,283.25,282,844.9639
2023-02-01 12:00:00,185.961,326.5,329.5,330.75,980.1564
2023-02-01 13:00:00,222.0889,382.25,385.25,385.75,1145.714
2023-02-01 14:00:00,140.7836,251.5,252,253.25,761.7253
2023-02-01 15:00:00,77.32143,136.5,136.25,135.75,414.1394
2023-02-01 16:00:00,42.89691,73.5,74,74,219.7372
2023-02-01 17:00:00,9.656371,11.5,12,11.75,30.80206
2023-02-01 18:00:00,0,0,0,0,-6.974939
2023-02-01 19:00:00,0,0,0,0,-6.97178
2023-02-01 20:00:00,0,0,0,0,-6.995171
2023-02-01 21:00:00,0,0,0,0,-7.023129
2023-02-01 22:00:00,0,0,0,0,-7.081685
2023-02-01 23:00:00,0,0,0,0,-7.082373
2023-02-02 00:00:00,0,0,0,0,-7.006344
2023-02-02 01:00:00,0,0,0,0,-6.999699
2023-02-02 02:00:00,0,0,0,0,-7.026829
2023-02-02 03:00:00,0,0,0,0,-6.971843
2023-02-02 04:00:00,0,0,0,0,-6.935219
2023-02-02 05:00:00,0,0,0,0,-7.027693
2023-02-02 06:00:00,0,0,0,0,-7.003341
2023-02-02 07:00:00,3.315703,4,3.75,3.75,4.811595
2023-02-02 08:00:00,16.68707,28,27.75,27.5,77.26891
2023-02-02 09:00:00,25.55924,47.75,48.25,47.75,139.5738
2023-02-02 10:00:00,63.97299,123.25,124.25,123.75,369.44
2023-02-02 11:00:00,90.41024,163.25,167.25,166.75,496.1338
2023-02-02 12:00:00,124.9027,225.75,228,231,689.7683
2023-02-02 13:00:00,82.68351,153.25,158,157.25,470.8979
2023-02-02 14:00:00,59.55606,116.25,116.75,116.25,346.0316
2023-02-02 15:00:00,56.81837,106.5,106.75,106.5,319.3045
2023-02-02 16:00:00,15.26306,23.75,24.75,24.5,69.50225
2023-02-02 17:00:00,1.969288,1.75,1.5,1.75,-1.310871
2023-02-02 18:00:00,0,0,0,0,-6.991809
2023-02-02 19:00:00,0,0,0,0,-6.982758
2023-02-02 20:00:00,0,0,0,0,-7.037622
2023-02-02 21:00:00,0,0,0,0,-7.047165
2023-02-02 22:00:00,0,0,0,0,-7.086788
2023-02-02 23:00:00,0,0,0,0,-7.093766
2023-02-03 00:00:00,0,0,0,0,-7.038844
2023-02-03 01:00:00,0,0,0,0,-7.068224
2023-02-03 02:00:00,0,0,0,0,-7.057908
2023-02-03 03:00:00,0,0,0,0,-6.985763
2023-02-03 04:00:00,0,0,0,0,-6.910341
2023-02-03 05:00:00,0,0,0,0,-6.950485
2023-02-03 06:00:00,0,0,0,0,-6.944186
2023-02-03 07:00:00,2.866455,4.75,4.5,5,7.831862
2023-02-03 08:00:00,21.88972,40.25,41,40.25,116.1944
2023-02-03 09:00:00,59.33627,116,116.25,116,344.8952
2023-02-03 10:00:00,119.4072,226.5,226.75,227.5,678.1601
2023-02-03 11:00:00,299.7171,555.5,573,577.75,1663.802
2023-02-03 12:00:00,650.7258,1037.75,1032.75,1044.25,3241.189
2023-02-03 13:00:00,772.0178,1428.5,1434.5,1434.75,4356.355
2023-02-03 14:00:00,767.6532,1539,1541.5,1559,4640.55
2023-02-03 15:00:00,572.682,1126.5,1156.75,1157,3451.881
2023-02-03 16:00:00,320.2675,579.75,628.5,576.25,1801.223
2023-02-03 17:00:00,55.77647,61,67.75,52.5,181.3443
2023-02-03 18:00:00,0,0,0,0,-6.989531
2023-02-03 19:00:00,0,0,0,0,-7.079021
2023-02-03 20:00:00,0,0,0,0,-7.1354
2023-02-03 21:00:00,0,0,0,0,-7.080668
2023-02-03 22:00:00,0,0,0,0,-7.055
2023-02-03 23:00:00,0,0,0,0,-7.096652
2023-02-04 00:00:00,0,0,0,0,-7.097349
2023-02-04 01:00:00,0,0,0,0,-7.094501
2023-02-04 02:00:00,0,0,0,0,-7.051003
2023-02-04 03:00:00,0,0,0,0,-7.050656
2023-02-04 04:00:00,0,0,0,0,-7.106716
2023-02-04 05:00:00,0,0,0,0,-7.106311
2023-02-04 06:00:00,0,0,0,0,-7.164984
2023-02-04 07:00:00,63.50455,40.5,63,0,143.8618
2023-02-04 08:00:00,324.9578,656.5,654.5,0,1882.606
2023-02-04 09:00:00,578.1005,1233.5,1219,309.25,3676.958
2023-02-04 10:00:00,770.1976,1593,1589.25,1596.25,4766.655
2023-02-04 11:00:00,893.3403,1666,1666,1665.75,4986.642
2023-02-04 12:00:00,936.4072,1666,1666.5,1666,4986.757
2023-02-04 13:00:00,896.8926,1666,1666.25,1666,4986.712
2023-02-04 14:00:00,755.3978,1506.25,1503.75,1500,4504.16
2023-02-04 15:00:00,582.9304,1128,1147,1150,3490.198
2023-02-04 16:00:00,299.9501,548.25,592,547.75,1698.906
2023-02-04 17:00:00,48.85675,62,68.25,59.25,190.1492
2023-02-04 18:00:00,0,0,0,0,-7.052215
2023-02-04 19:00:00,0,0,0,0,-7.020615
2023-02-04 20:00:00,0,0,0,0,-7.033037
2023-02-04 21:00:00,0,0,0,0,-7.080953
2023-02-04 22:00:00,0,0,0,0,-7.149703
2023-02-04 23:00:00,0,0,0,0,-7.148836
2023-02-05 00:00:00,0,0,0,0,-7.130167
2023-02-05 01:00:00,0,0,0,0,-7.116841
2023-02-05 02:00:00,0,0,0,0,-7.110668
2023-02-05 03:00:00,0,0,0,0,-7.100443
