Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-02-01 00:00:00,-0.1797729,0,0,0,0,-13.67066
2023-02-01 01:00:00,-0.1539395,0,0,0,0,-13.687
2023-02-01 02:00:00,-0.2780671,0,0,0,0,-13.60867
2023-02-01 03:00:00,-0.1582201,0,0,0,0,-13.61217
2023-02-01 04:00:00,-0.2114775,0,0,0,0,-13.57583
2023-02-01 05:00:00,-0.1947316,0,0,0,0,-13.6395
2023-02-01 06:00:00,-0.2216684,0,0,0,0,-13.68983
2023-02-01 07:00:00,64.83785,68.87501,69.495,70.99334,68.55501,279.4843
2023-02-01 08:00:00,418.9716,720.2318,721.6068,738.805,727.5967,2915.637
2023-02-01 09:00:00,643.8375,1366.087,1356.148,1390.111,1364.498,5511.645
2023-02-01 10:00:00,507.6205,1091.933,1082.088,1107.76,1055.565,4344.076
2023-02-01 11:00:00,588.338,1326.672,1316.52,1343.018,1326.28,5311.143
2023-02-01 12:00:00,582.636,1351.507,1346.643,1376.067,1367.145,5428.479
2023-02-01 13:00:00,605.1439,1391.04,1384.22,1417.39,1403.27,5569.487
2023-02-01 14:00:00,593.5378,1317.197,1306.468,1335.746,1310.67,5250.481
2023-02-01 15:00:00,410.6812,754.7117,755.4067,772.1301,775.1967,3030.21
2023-02-01 16:00:00,171.0034,257.8083,257.63,263.6083,257.4367,1018.358
2023-02-01 17:00:00,8.483656,7.568333,7.553332,7.973332,8.398333,36.85967
2023-02-01 18:00:00,-0.1683695,0,0,0,0,-13.358
2023-02-01 19:00:00,-0.1823715,0,0,0,0,-13.42033
2023-02-01 20:00:00,-0.3208756,0,0,0,0,-13.4355
2023-02-01 21:00:00,-0.2996756,0,0,0,0,-13.61267
2023-02-01 22:00:00,-0.1741559,0,0,0,0,-13.61716
2023-02-01 23:00:00,-0.2554407,0,0,0,0,-13.68983
2023-02-02 00:00:00,-0.1236189,0,0,0,0,-13.52867
2023-02-02 01:00:00,-0.1257734,0,0,0,0,-13.561
2023-02-02 02:00:00,-0.1008967,0,0,0,0,-13.65833
2023-02-02 03:00:00,-0.1140755,0,0,0,0,-13.64517
2023-02-02 04:00:00,-0.1424253,0,0,0,0,-13.60316
2023-02-02 05:00:00,-0.2075396,0,0,0,0,-13.64017
2023-02-02 06:00:00,-0.106396,0,0,0,0,-13.64417
2023-02-02 07:00:00,74.67036,76.05332,78.93501,86.09202,81.58501,335.9188
