Timestamp,POA Sensor,Weather station ambient temperature,Max wind speed - NO Data VAISALA_1,Production meter L-N voltage,Production meter active power,"INVERTER 1, AC Active Power (Total)","INVERTER 2, AC Active Power (Total)","INVERTER 3, AC Active Power (Total)","INVERTER 4, AC Active Power (Total)","INVERTER 5, AC Active Power (Total)"
10/1/2023 4:45:00 PM,641.415,71.04771,,7.464977,4601.76,961.6,919.8,922.067,924.733,881.567
10/1/2023 5:00:00 PM,586.613,71.33387,,7.46292,3893.28,815.533,771.3,769.767,773.7,760.867
10/1/2023 5:15:00 PM,526.0105,71.02505,,7.46541,3140.77,662.033,619.3,624.267,618.867,605.2
10/1/2023 5:30:00 PM,461.293,70.35519,,7.461336,2319.3,497.133,468.2,468.533,464.3,408
10/1/2023 5:45:00 PM,388.854,69.64558,,7.450644,1638.12,347.3,328.833,323.667,326.967,295
10/1/2023 6:00:00 PM,308.0965,67.8106,,7.446463,1000.11,208.833,197.867,193.6,198.433,186.567
10/1/2023 6:15:00 PM,217.5524,65.74726,,7.44306,490.797,99.6333,97.6,99.3,96.0667,90.8667
10/1/2023 6:30:00 PM,80.09675,64.02214,,7.44006,162.618,31.8,33.5667,33.5667,31.5667,31.4
10/1/2023 6:45:00 PM,7.309645,62.31303,,7.44237,16.6982,5.33333,4.7,5.2,5.13333,5.46667
10/1/2023 7:00:00 PM,0.598455,61.00149,,7.440077,-14.9478,0,0,0,0,0
10/1/2023 7:15:00 PM,-0.3988038,58.85267,,7.46311,-15.1078,0,0,0,0,0
10/1/2023 7:30:00 PM,-0.3540725,56.63037,,7.469354,-15.1527,0,0,0,0,0
10/1/2023 7:45:00 PM,-0.2927575,54.63324,,7.471693,-15.1706,0,0,0,0,0
10/1/2023 8:00:00 PM,-0.4517652,54.13109,,7.444303,-15.032,0,0,0,0,0
10/1/2023 8:15:00 PM,-0.1767455,53.50248,,7.452253,-15.079,0,0,0,0,0
10/1/2023 8:30:00 PM,-0.2735595,51.65649,,7.44398,-15.0412,0,0,0,0,0
10/1/2023 8:45:00 PM,-0.4003185,49.44897,,7.42436,-14.8982,0,0,0,0,0
10/1/2023 9:00:00 PM,-0.178919,48.99018,,7.4336,-14.9545,0,0,0,0,0
10/1/2023 9:15:00 PM,0.0322173,49.86671,,7.444737,-15.0129,0,0,0,0,0
10/1/2023 9:30:00 PM,-0.1068345,48.80142,,7.459124,-15.0931,0,0,0,0,0
10/1/2023 9:45:00 PM,-0.2257435,48.72063,,7.464273,-15.1309,0,0,0,0,0
10/1/2023 10:00:00 PM,-0.2712165,47.21801,,7.45842,-15.1058,0,0,0,0,0
10/1/2023 10:15:00 PM,-0.331662,46.27063,,7.469653,-15.1636,0,0,0,0,0
10/1/2023 10:30:00 PM,-0.2922918,46.20892,,7.460823,-15.0898,0,0,0,0,0
10/1/2023 10:45:00 PM,-0.1769009,47.44477,,7.42028,-14.8773,0,0,0,0,0
10/1/2023 11:00:00 PM,-0.3521188,46.17362,,7.405374,-14.8048,0,0,0,0,0
10/1/2023 11:15:00 PM,-0.3698415,45.0013,,7.39682,-14.7507,0,0,0,0,0
10/1/2023 11:30:00 PM,-0.513625,44.6588,,7.40223,-14.769,0,0,0,0,0
10/1/2023 11:45:00 PM,-0.4423865,44.79059,,7.40668,-14.8159,0,0,0,0,0
10/2/2023 12:00:00 AM,-0.249482,44.26527,,7.414164,-14.8498,0,0,0,0,0
10/2/2023 12:15:00 AM,-0.325673,44.15576,,7.415497,-14.8519,0,0,0,0,0
10/2/2023 12:30:00 AM,-0.502975,44.10988,,7.415203,-14.8415,0,0,0,0,0
10/2/2023 12:45:00 AM,-0.4244448,43.86203,,7.418277,-14.8651,0,0,0,0,0
10/2/2023 1:00:00 AM,-0.72073,44.06093,,7.421387,-14.8719,0,0,0,0,0
10/2/2023 1:15:00 AM,-0.3393175,42.72614,,7.415493,-14.8569,0,0,0,0,0
10/2/2023 1:30:00 AM,-0.51655,41.945,,7.410507,-14.8334,0,0,0,0,0
10/2/2023 1:45:00 AM,-0.3351375,41.51424,,7.40845,-14.8131,0,0,0,0,0
10/2/2023 2:00:00 AM,-0.601165,41.904,,7.41479,-14.8533,0,0,0,0,0
10/2/2023 2:15:00 AM,-0.3460065,41.47505,,7.417217,-14.862,0,0,0,0,0
10/2/2023 2:30:00 AM,-0.4874725,39.89817,,7.418363,-14.8715,0,0,0,0,0
10/2/2023 2:45:00 AM,-0.3974875,39.70966,,7.41611,-14.8625,0,0,0,0,0
10/2/2023 3:00:00 AM,-0.1929926,39.95529,,7.40792,-14.8222,0,0,0,0,0
10/2/2023 3:15:00 AM,-0.1893995,41.03856,,7.40153,-14.7811,0,0,0,0,0
10/2/2023 3:30:00 AM,-0.52662,40.69232,,7.399473,-14.776,0,0,0,0,0
10/2/2023 3:45:00 AM,-0.632655,40.26278,,7.406947,-14.8208,0,0,0,0,0
10/2/2023 4:00:00 AM,-0.71307,39.88932,,7.433213,-14.9706,0,0,0,0,0
10/2/2023 4:15:00 AM,-0.57226,40.1965,,7.423606,-14.9254,0,0,0,0,0
10/2/2023 4:30:00 AM,-0.4777165,39.31151,,7.41642,-14.8738,0,0,0,0,0
10/2/2023 4:45:00 AM,-0.258973,39.49021,,7.41312,-14.8705,0,0,0,0,0
10/2/2023 5:00:00 AM,-0.3866255,38.59517,,7.404597,-14.8448,0,0,0,0,0
10/2/2023 5:15:00 AM,-0.5055429,37.96927,,7.405093,-14.8509,0,0,0,0,0
10/2/2023 5:30:00 AM,-0.2170248,37.64999,,7.403403,-14.8142,0,0,0,0,0
10/2/2023 5:45:00 AM,-0.3333045,38.02892,,7.428703,-14.9533,0,0,0,0,0
10/2/2023 6:00:00 AM,-0.45178,37.46318,,7.414667,-14.8923,0,0,0,0,0
10/2/2023 6:15:00 AM,-0.4798895,36.71331,,7.400237,-14.8417,0,0,0,0,0
10/2/2023 6:30:00 AM,-0.252405,36.41203,,7.398403,-14.825,0,0,0,0,0
10/2/2023 6:45:00 AM,0.2023052,37.61689,,7.436283,-15.4514,0,-0.133333,-0.0666667,-0.0666667,-0.0666667
10/2/2023 7:00:00 AM,3.84272,36.29092,,7.43452,20.5808,0,9.2,8.86667,9.5,9.63333
10/2/2023 7:15:00 AM,17.1177,36.23509,,7.41942,176.41,0,49.4,48.5333,50.1,49.9333
10/2/2023 7:30:00 AM,34.8505,37.71077,,7.405987,441.181,0,129.3,127.467,106.7,101.733
10/2/2023 7:45:00 AM,46.9804,39.85821,,7.396593,682.602,0,177.567,179.233,179.933,163.333
10/2/2023 8:00:00 AM,66.36825,42.32121,,7.425317,1132.19,0,291.667,291.1,303.633,269.433
10/2/2023 8:15:00 AM,82.54155,43.76145,,7.453626,1217.76,0,312.367,312.5,323.433,291.367
10/2/2023 8:30:00 AM,95.19955,45.06197,,7.437624,1067.53,0,271.6,268.867,272.9,259.067
10/2/2023 8:45:00 AM,103.6811,43.13802,,7.45124,1585.74,123.836,362,374.03,389.048,339.107
10/2/2023 9:00:00 AM,227.067,45.0981,,7.449577,4112.55,801.83,825.433,848.737,879.252,803.059
10/2/2023 9:15:00 AM,244.3065,50.08271,,7.436793,3999.97,801.467,787.267,805.067,838.167,780.633
10/2/2023 9:30:00 AM,235.575,50.14783,,7.44671,3702.05,775.333,751.833,752.6,748.067,705.767
10/2/2023 9:45:00 AM,243.3295,51.04454,,7.448673,3590.07,736.7,718.267,759.1,762,689.467
10/2/2023 10:00:00 AM,272.6865,51.84147,,7.453777,4328.18,942.3,880.733,876.567,886.8,862.367
10/2/2023 10:15:00 AM,270.9142,52.55251,,7.4412,4524.08,1003.5,892.1,912,911.3,863.7
10/2/2023 10:30:00 AM,401.4424,54.18039,,7.442503,7240.52,1542.27,1463.07,1468.53,1460.97,1401.27
10/2/2023 10:45:00 AM,420.9861,56.98227,,7.45217,7460.9,1582.93,1488.97,1498.13,1495.87,1468.83
10/2/2023 11:00:00 AM,391.5224,57.40387,,7.45283,6970.92,1476.63,1398.57,1403.33,1403.27,1367.9
10/2/2023 11:15:00 AM,400.5315,58.88757,,7.454293,7098.72,1468.8,1403.97,1419.87,1444.37,1420.83
10/2/2023 11:30:00 AM,435.303,59.02691,,7.435354,7302.5,1559.8,1473.3,1459.73,1452.93,1444.73
10/2/2023 11:45:00 AM,464.664,60.52732,,7.449057,7397.96,1565.67,1484.13,1477.67,1483.1,1472.37
10/2/2023 12:00:00 PM,489.7305,61.99641,,7.452414,7354.71,1545.3,1470.27,1464,1476.87,1473.33
10/2/2023 12:15:00 PM,509.1975,63.63972,,7.443383,7331.58,1541.57,1467.03,1459.6,1472.57,1471.33
10/2/2023 12:30:00 PM,542.0685,63.96237,,7.453927,7421.2,1556.93,1487.63,1483.57,1487.97,1486.57
10/2/2023 12:45:00 PM,571.4155,66.17093,,7.450277,7372.97,1546,1477.03,1472.87,1479.73,1479.53
10/2/2023 1:00:00 PM,620.793,65.6944,,7.428086,7555.88,1575.87,1508.7,1512.77,1517.5,1527.07
10/2/2023 1:15:00 PM,642.1895,66.78903,,7.45895,7556.81,1581.5,1513.9,1515.17,1512.77,1522.03
10/2/2023 1:30:00 PM,525.5065,67.16284,,7.491113,5949.75,1237.7,1186.2,1174.87,1185.4,1203.7
10/2/2023 1:45:00 PM,171.811,65.94229,,7.47116,2216.05,458.7,442.533,437.833,445.033,446.067
10/2/2023 2:00:00 PM,147.174,65.40129,,7.465177,1941.28,402.833,388.8,383.3,389.567,390.333
10/2/2023 2:15:00 PM,133.338,64.87149,,7.462027,1688.45,355.5,339.733,333.433,335.667,339
10/2/2023 2:30:00 PM,154.6825,65.32896,,7.44544,1999.66,415.2,401.867,394.6,401.6,402.667
10/2/2023 2:45:00 PM,132.573,66.21198,,7.43435,1688.45,347.867,339.4,331.6,341.267,341.767
10/2/2023 3:00:00 PM,152.8455,66.90328,,7.418153,1931.21,396.733,388.467,378.867,391.1,391.633
10/2/2023 3:15:00 PM,130.1615,67.39465,,7.420007,1612.02,329.3,323.567,314.333,327.633,328.367
10/2/2023 3:30:00 PM,113.594,67.31938,,7.442013,1402.31,288.767,283.667,274.433,284.6,284.333
10/2/2023 3:45:00 PM,122.8705,67.45467,,7.44559,1533.23,313.267,311.533,304.767,315.9,301.8
10/2/2023 4:00:00 PM,164.3815,67.70621,,7.434664,2010.77,425.067,410.433,403.9,407.1,384.333
10/2/2023 4:15:00 PM,170.402,67.85309,,7.439394,2004.32,422.1,406.9,402.1,405.967,381.2
10/2/2023 4:30:00 PM,174.5095,68.01376,,7.446567,1997.65,421.333,404.9,399.8,403.4,380.633
10/2/2023 4:45:00 PM,159.691,67.83311,,7.44531,1768.86,375.533,359.167,355.467,356.933,338.133
10/2/2023 5:00:00 PM,231.6825,68.41763,,7.472567,2423.02,503.5,485.4,487,492.733,472.667
10/2/2023 5:15:00 PM,142.8645,68.3073,,7.460083,1530.47,319.033,305.867,305.567,311.933,295.8
10/2/2023 5:30:00 PM,58.7421,67.67683,,7.46108,673.074,141.6,136.3,136,139.3,128.433
10/2/2023 5:45:00 PM,37.92475,66.45443,,7.46037,450.482,95.8667,92.5333,92.7,94.3333,85.6667
10/2/2023 6:00:00 PM,34.46355,66.42464,,7.42973,399.579,85.1667,82.1667,82.2667,83.5667,76
10/2/2023 6:15:00 PM,16.65885,65.21221,,7.402317,166.555,36.7,35.2667,35.7,36.1667,32.6333
10/2/2023 6:30:00 PM,6.63598,63.4431,,7.4059,48.0685,12.0667,11.3667,12,12,10.8667
10/2/2023 6:45:00 PM,0.913676,62.97676,,7.402503,-14.0936,0.0666667,0.0666667,0.233333,0.0666667,0.0666667
10/2/2023 7:00:00 PM,-0.0611664,61.91641,,7.402896,-14.8126,0,0,0,0,0
10/2/2023 7:15:00 PM,-0.6349685,61.84362,,7.402917,-14.8098,0,0,0,0,0
10/2/2023 7:30:00 PM,-0.273173,60.50552,,7.409593,-14.8598,0,0,0,0,0
10/2/2023 7:45:00 PM,-0.514565,58.3509,,7.429967,-14.972,0,0,0,0,0
10/2/2023 8:00:00 PM,-0.241079,57.454,,7.448113,-15.08,0,0,0,0,0
10/2/2023 8:15:00 PM,-0.000506105,56.66961,,7.4578,-15.1404,0,0,0,0,0
10/2/2023 8:30:00 PM,-0.01204935,56.14232,,7.467597,-15.1942,0,0,0,0,0
10/2/2023 8:45:00 PM,-0.054769,56.04901,,7.438447,-15.0016,0,0,0,0,0
10/2/2023 9:00:00 PM,-0.0130153,56.4437,,7.45186,-15.0826,0,0,0,0,0
10/2/2023 9:15:00 PM,-0.01269058,55.96731,,7.445333,-15.0463,0,0,0,0,0
10/2/2023 9:30:00 PM,-0.002276501,80.75224,,7.42789,-14.9497,0,0,0,0,0
10/2/2023 9:45:00 PM,-0.0131119,91.4,,7.41851,-14.8954,0,0,0,0,0
10/2/2023 10:00:00 PM,-0.003714446,91.4,,7.43036,-14.9524,0,0,0,0,0
10/2/2023 10:15:00 PM,-0.02018755,91.4,,7.44153,-15.0124,0,0,0,0,0
10/2/2023 10:30:00 PM,-0.002534615,91.4,,7.453823,-15.0808,0,0,0,0,0
10/2/2023 10:45:00 PM,-0.01410205,91.4,,7.44872,-15.0514,0,0,0,0,0
10/2/2023 11:00:00 PM,-0.0067124,91.4,,7.459073,-15.1436,0,0,0,0,0
10/2/2023 11:15:00 PM,-0.0171931,91.4,,7.458497,-15.1349,0,0,0,0,0
10/2/2023 11:30:00 PM,-0.0156234,91.4,,7.462057,-15.1178,0,0,0,0,0
10/2/2023 11:45:00 PM,-0.0234477,91.4,,7.455697,-15.1078,0,0,0,0,0
10/3/2023 12:00:00 AM,-0.007292,91.4,,7.422747,-14.9128,0,0,0,0,0
10/3/2023 12:15:00 AM,-0.0135224,91.4,,7.443667,-15.0328,0,0,0,0,0
10/3/2023 12:30:00 AM,-0.0341216,91.4,,7.453303,-15.0762,0,0,0,0,0
10/3/2023 12:45:00 AM,-0.02377715,91.4,,7.455356,-15.0711,0,0,0,0,0
10/3/2023 1:00:00 AM,-0.0313203,91.4,,7.46135,-15.0919,0,0,0,0,0
10/3/2023 1:15:00 AM,-0.0491664,91.4,,7.457664,-15.1197,0,0,0,0,0
10/3/2023 1:30:00 AM,-0.03660895,91.4,,7.46909,-15.16,0,0,0,0,0
10/3/2023 1:45:00 AM,-0.0571355,91.4,,7.46799,-15.1534,0,0,0,0,0
10/3/2023 2:00:00 AM,-0.03743,91.4,,7.469037,-15.1461,0,0,0,0,0
10/3/2023 2:15:00 AM,-0.01376395,91.4,,7.46242,-15.1293,0,0,0,0,0
10/3/2023 2:30:00 AM,-0.0065675,91.4,,7.456807,-15.1105,0,0,0,0,0
10/3/2023 2:45:00 AM,-0.01617885,91.4,,7.461117,-15.0968,0,0,0,0,0
10/3/2023 3:00:00 AM,-0.0315135,91.4,,7.46192,-15.1174,0,0,0,0,0
10/3/2023 3:15:00 AM,-0.00772665,91.4,,7.456183,-15.0629,0,0,0,0,0
10/3/2023 3:30:00 AM,-0.0064709,91.4,,7.457213,-15.0854,0,0,0,0,0
10/3/2023 3:45:00 AM,-0.0177727,91.4,,7.45544,-15.0668,0,0,0,0,0
10/3/2023 4:00:00 AM,-0.0105521,91.4,,7.451773,-15.061,0,0,0,0,0
10/3/2023 4:15:00 AM,-0.02598335,91.4,,7.439747,-15.0021,0,0,0,0,0
10/3/2023 4:30:00 AM,-0.0126048,91.4,,7.431396,-14.9581,0,0,0,0,0
10/3/2023 4:45:00 AM,-0.003621325,91.4,,7.421146,-14.8745,0,0,0,0,0
10/3/2023 5:00:00 AM,-0.02095495,91.4,,7.410894,-14.844,0,0,0,0,0
10/3/2023 5:15:00 AM,-0.0114698,73.17028,,7.40687,-14.8092,0,0,0,0,0
10/3/2023 5:30:00 AM,-0.01219425,54.88513,,7.40307,-14.8056,0,0,0,0,0
10/3/2023 5:45:00 AM,-0.085269,54.63511,,7.430007,-14.9508,0,0,0,0,0
10/3/2023 6:00:00 AM,-0.0516055,54.54676,,7.426973,-14.936,0,0,0,0,0
10/3/2023 6:15:00 AM,-0.0071471,54.53802,,7.398743,-14.7835,0,0,0,0,0
10/3/2023 6:30:00 AM,-0.01175955,54.49014,,7.430533,-14.9618,0,0,0,0,0
10/3/2023 6:45:00 AM,0.00309753,54.49512,,7.42385,-14.9259,0,0,0,0,0
10/3/2023 7:00:00 AM,1.048803,54.57362,,7.424813,-14.7417,0,0,0.0666667,0,0.0666667
10/3/2023 7:15:00 AM,4.469825,54.57429,,7.4019,17.2236,5.06667,6.66667,7.03333,5.6,6.9
10/3/2023 7:30:00 AM,9.888555,54.77066,,7.38212,75.9259,15.3333,18.6,17.4667,16.8,19.1
10/3/2023 7:45:00 AM,14.0254,55.0695,,7.41815,125.617,27.4667,30.3333,27.9333,28.2333,26.5333
10/3/2023 8:00:00 AM,29.84865,55.34801,,7.428007,332.33,67.8333,75.1667,73.1667,73.7333,66.6667
10/3/2023 8:15:00 AM,51.28805,55.85783,,7.4265,635.506,122.2,133.433,135.833,138.833,125.233
10/3/2023 8:30:00 AM,77.4859,56.5518,,7.42901,982.493,236.233,208.6,182.3,183.967,189.867
10/3/2023 8:45:00 AM,77.897,57.19552,,7.407717,895.036,205.167,190.767,180.733,161.333,164.7
10/3/2023 9:00:00 AM,43.82115,57.20103,,7.414237,512.76,89,89.8,100.767,120.967,111.133
10/3/2023 9:15:00 AM,53.9718,56.75414,,7.409733,678.715,135.367,130.933,134,157.533,153.167
10/3/2023 9:30:00 AM,81.87355,57.29367,,7.405374,956.39,210.733,197.9,190.4,189.267,178.233
10/3/2023 9:45:00 AM,104.2171,58.0021,,7.415613,1275.14,262.567,264.333,265.5,266.3,253
10/3/2023 10:00:00 AM,130.169,58.68345,,7.429856,1618.32,337.4,331.6,322.6,332.567,311.367
10/3/2023 10:15:00 AM,157.9535,59.49068,,7.41614,1922.42,390.933,391.733,385.067,383.667,378.067
10/3/2023 10:30:00 AM,129.619,60.04263,,7.41628,1497.06,328.967,308.4,282.2,287.9,310.2
10/3/2023 10:45:00 AM,158.3055,60.05822,,7.413823,1818.12,395.733,379.033,353.233,349.5,360.667
10/3/2023 11:00:00 AM,180.0705,60.64988,,7.43716,2226.86,466.533,456.867,442.4,448.167,453.467
10/3/2023 11:15:00 AM,219.2455,62.15441,,7.442493,2745.84,574.1,556.2,542.467,554.033,560.767
10/3/2023 11:30:00 AM,248.333,62.49092,,7.435327,3088.83,646.167,625.7,613.5,620.867,620.767
10/3/2023 11:45:00 AM,315.574,62.76704,,7.416907,4059.85,874.9,825.733,805.3,801.1,813.267
10/3/2023 12:00:00 PM,319.3155,64.27708,,7.420793,4139,855.967,823.1,814.433,833.033,841.333
10/3/2023 12:15:00 PM,302.462,64.62884,,7.450067,3944.11,806.633,775.833,771.733,796.433,804.533
10/3/2023 12:30:00 PM,314.618,64.93995,,7.448497,3862.88,826.6,777.8,751.4,748.933,773.233
10/3/2023 12:45:00 PM,492.8765,66.14832,,7.47978,6441.67,1292.4,1330.8,1428.53,1377.77,1260.77
10/3/2023 1:00:00 PM,594.922,68.28795,,7.476137,7216.86,1616.37,1502.17,1349.9,1368.93,1393.47
10/3/2023 1:15:00 PM,605.2805,69.27444,,7.479467,6433.09,1458.07,1149.33,1061.2,1204.27,1544.8
10/3/2023 1:30:00 PM,308.064,67.80183,,7.473414,3722.19,968.667,714.133,714.267,751,829.233
10/3/2023 1:45:00 PM,470.9755,69.83051,,7.456577,4374.46,890.567,871.5,642.333,673.233,1072.4
10/3/2023 2:00:00 PM,185.0445,67.93748,,7.451303,1993.96,442.433,448.1,404.3,375.767,396.333
10/3/2023 2:15:00 PM,688.9685,69.54267,,7.472443,7823.5,1743.5,1681.93,1725.57,1586.07,1408.33
10/3/2023 2:30:00 PM,833.253,72.30889,,7.473157,8276.64,1715.33,1665.17,1681.43,1653.03,1660.87
10/3/2023 2:45:00 PM,665.864,70.77283,,7.45733,5711.31,1131.63,969.533,852.1,1180.6,1474.5
10/3/2023 3:00:00 PM,251.3335,69.72226,,7.46285,2562.49,544.2,517.5,498.2,492.733,502.967
