Fort Rock Solar I Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Vaisala WXT530 Multi-Weather Sensor,Production meter L-N voltage,Production meter active power,"SunGrow SG2500HV Inverter - 05, Total AC Power","SunGrow SG2500HV Inverter - 06, Total AC Power","SunGrow SG2500HV Inverter - 07, Total AC Power","SunGrow SG2500HV Inverter - 08, Total AC Power"
10/1/2023 12:00:00 AM,0.004026397,24.10068,30.83358,1.716564,20.41826,-38.53896,0,0,0,0
10/1/2023 12:15:00 AM,0,23.19122,30.56779,1.213586,20.42768,-38.60953,0,0,0,0
10/1/2023 12:30:00 AM,0,22.4151,30.24746,1.206665,20.44259,-38.7309,0,0,0,0
10/1/2023 12:45:00 AM,0,22.34845,29.90245,1.489384,20.44321,-38.63245,0,0,0,0
10/1/2023 1:00:00 AM,0,22.10929,29.66438,1.442799,20.44424,-38.71863,0,0,0,0
10/1/2023 1:15:00 AM,0,22.30363,29.18837,1.614226,20.45291,-38.74343,0,0,0,0
10/1/2023 1:30:00 AM,0.0001650601,23.17737,29.47887,1.968307,20.45287,-38.55947,0,0,0,0
10/1/2023 1:45:00 AM,0,24.07548,29.76259,1.804779,20.46775,-38.68342,0,0,0,0
10/1/2023 2:00:00 AM,0,24.34909,29.8229,1.729877,20.46491,-38.65863,0,0,0,0
10/1/2023 2:15:00 AM,0,24.13401,30.04024,1.382975,20.45577,-38.66139,0,0,0,0
10/1/2023 2:30:00 AM,0,24.43726,30.28769,2.004277,20.45932,-38.71528,0,0,0,0
10/1/2023 2:45:00 AM,0,24.54846,30.34838,1.4722,20.48164,-38.80887,0,0,0,0
10/1/2023 3:00:00 AM,0,24.13193,30.51701,1.27039,20.48251,-38.8336,0,0,0,0
10/1/2023 3:15:00 AM,0,24.21169,30.93408,1.627888,20.48067,-38.77999,0,0,0,0
10/1/2023 3:30:00 AM,0.0003558978,25.04789,31.09881,1.778307,20.48047,-38.87789,0,0,0,0
10/1/2023 3:45:00 AM,0.01779511,25.4654,31.17476,1.85976,20.47257,-38.76915,0,0,0,0
10/1/2023 4:00:00 AM,0,25.61834,31.25847,1.813349,20.46157,-38.65139,0,0,0,0
10/1/2023 4:15:00 AM,0,26.12159,31.52248,2.349259,20.44635,-38.51905,0,0,0,0
10/1/2023 4:30:00 AM,0,27.51104,32.08588,2.593701,20.43602,-38.64216,0,0,0,0
10/1/2023 4:45:00 AM,0,27.33576,32.18662,2.238179,20.4037,-38.75531,0,0,0,0
10/1/2023 5:00:00 AM,0,26.20837,32.00024,2.031033,20.39245,-38.74497,0,0,0,0
10/1/2023 5:15:00 AM,0.01232562,24.87525,31.29292,1.754267,20.38318,-38.64835,0,0,0,0
10/1/2023 5:30:00 AM,0.2092003,24.75909,30.67916,2.406151,20.37186,-38.63088,0,0,0,0
10/1/2023 5:45:00 AM,0.003772943,25.37893,30.90565,2.526722,20.32888,-38.57698,0,0,0,0
10/1/2023 6:00:00 AM,0,26.13475,31.42084,2.615403,20.31321,-38.66166,0,0,0,0
10/1/2023 6:15:00 AM,0,26.21233,31.82886,2.036578,20.3112,-38.57044,0,0,0,0
10/1/2023 6:30:00 AM,0.4115202,25.18843,31.77235,1.509486,20.2836,-38.59866,0,0,0,0
10/1/2023 6:45:00 AM,4.061441,24.77603,31.77173,1.655653,20.28715,-0.7049254,1.635,8.147333,1.424,1.903333
10/1/2023 7:00:00 AM,22.05984,26.39551,31.74228,2.113148,20.21928,148.6147,38.23933,54.59967,34.849,38.271
10/1/2023 7:15:00 AM,57.56247,28.65218,32.15908,1.908359,20.17036,549.7646,141.9887,178.2392,149.5012,160.1052
10/1/2023 7:30:00 AM,216.293,32.16678,33.37921,1.982728,20.1793,2533.093,586.6917,674.3771,594.3109,639.7335
10/1/2023 7:45:00 AM,334.1008,37.11169,35.08244,1.611171,20.11902,4550.45,1073.306,1213.741,1109.36,1175.325
10/1/2023 8:00:00 AM,467.1083,45.98028,37.62888,1.656484,19.94817,6283.582,1523.285,1564.281,1574.016,1660.182
10/1/2023 8:15:00 AM,603.0513,54.97446,39.96522,1.932757,19.73897,7592.529,1992.911,1583.755,2052.91,2142.383
10/1/2023 8:30:00 AM,707.3323,63.84241,42.24075,2.490335,19.66777,8391.087,2332.421,1578.148,2404.767,2462.795
10/1/2023 8:45:00 AM,811.8903,72.916,44.10968,2.608367,19.764,8745.62,2417.152,1576.469,2466.072,2462.05
10/1/2023 9:00:00 AM,447.6376,70.4626,46.25132,3.544488,19.96466,6207.368,2158.695,1424.417,1579.59,1253.404
10/1/2023 9:15:00 AM,802.1776,74.28269,47.86481,4.589968,19.90858,8407.689,2489.08,1593.387,2251.122,2200.415
10/1/2023 9:30:00 AM,886.3414,78.51146,49.32803,5.897573,19.74195,8933.723,2489.496,1580.869,2493.5,2481.472
10/1/2023 9:45:00 AM,816.6755,74.48241,49.91349,6.214833,19.73764,8953.04,2496.987,1581.348,2493.924,2465.74
10/1/2023 10:00:00 AM,851.617,74.55771,50.57256,5.769598,19.7625,8955.856,2495.623,1582.639,2494.454,2466.784
10/1/2023 10:15:00 AM,845.0254,74.50846,51.19875,6.032184,19.74404,8771.612,2422.299,1563.869,2423.188,2417.511
10/1/2023 10:30:00 AM,827.7707,76.68459,52.0179,5.113851,19.72749,8952.193,2496.844,1578.629,2494.221,2495.249
10/1/2023 10:45:00 AM,802.7689,75.8198,52.94671,5.895546,19.75226,8097.799,1873.183,1545.344,2410.945,2413.315
10/1/2023 11:00:00 AM,614.1587,72.61314,53.57076,7.607643,19.76703,7742.217,2450.267,1518.644,1896.759,2182.101
10/1/2023 11:15:00 AM,790.3699,73.41564,53.98233,6.946548,19.73523,8953.698,2496.673,1579.181,2495.421,2495.281
10/1/2023 11:30:00 AM,773.7058,75.57222,54.75317,6.133093,19.74491,8952.291,2497.651,1579.414,2493.665,2494.268
10/1/2023 11:45:00 AM,760.6762,75.76002,55.25346,5.907483,19.76434,8953.435,2496.325,1579.853,2495.108,2495.477
10/1/2023 12:00:00 PM,751.6678,75.95854,55.95195,5.901301,19.8058,8955.173,2496.938,1583.359,2494.358,2493.928
10/1/2023 12:15:00 PM,744.1428,75.96462,56.42567,6.5096,19.82149,8956.441,2496.198,1584.634,2494.483,2494.72
10/1/2023 12:30:00 PM,742.1581,74.53717,56.53836,7.183288,19.79964,8957.034,2496.469,1582.433,2493.77,2495.382
10/1/2023 12:45:00 PM,739.5265,74.85619,56.75426,7.052722,19.84753,8957.246,2496.683,1586.831,2494.904,2396.461
10/1/2023 1:00:00 PM,742.2922,76.33782,56.93742,5.573943,19.87316,8959.249,2495.855,1589.2,2494.236,2494.05
10/1/2023 1:15:00 PM,750.679,76.19121,57.08073,6.618372,19.90685,8959.662,2495.994,1591.506,2494.673,2492.872
10/1/2023 1:30:00 PM,757.1418,78.60927,57.52987,5.952711,19.91247,8961.312,2496.282,1590.866,2494.354,2493.86
10/1/2023 1:45:00 PM,766.0035,80.78907,57.94854,5.134664,19.89889,8960.43,2496.958,1588.683,2493.141,2492.747
10/1/2023 2:00:00 PM,778.2711,81.41524,58.50021,5.488131,19.90732,8958.604,2496.29,1589.23,2494.546,2493.935
10/1/2023 2:15:00 PM,791.827,82.10072,58.70312,4.184161,19.93533,8958.745,2496.312,1591.771,2494.041,2494.311
10/1/2023 2:30:00 PM,804.0574,83.23181,58.89565,5.246616,19.94714,8962.284,2496.066,1593.01,2495.414,2493.597
10/1/2023 2:45:00 PM,820.1876,83.06473,58.95038,6.144114,19.91727,8958.666,2493.627,1590.485,2494.158,2492.683
10/1/2023 3:00:00 PM,837.9015,83.24573,58.98219,5.559655,19.8972,8896.079,2435.984,1588.827,2485.255,2377.974
10/1/2023 3:15:00 PM,872.6685,83.73936,58.81316,5.189177,19.99061,8106.174,1768.776,1476.269,2398.552,2252.156
10/1/2023 3:30:00 PM,316.6408,81.26685,58.83504,4.300869,20.06996,5899.921,1551.761,1338.319,1406.432,2134.66
10/1/2023 3:45:00 PM,728.9105,78.97247,58.40148,4.048368,20.04368,8285.116,2279.699,1600.393,2212.228,2277.27
10/1/2023 4:00:00 PM,849.2578,87.38789,58.49778,4.520638,19.98171,8899.671,2496.712,1595.203,2493.856,2493.649
10/1/2023 4:15:00 PM,802.0312,85.31971,58.41127,4.369339,19.95353,8921.38,2495.553,1592.522,2473.292,2493.707
10/1/2023 4:30:00 PM,737.7074,81.12238,58.07338,4.107598,20.14884,6310.741,2309.252,1144.775,1619.437,2341.025
10/1/2023 4:45:00 PM,669.4301,78.04417,57.57373,4.769665,20.03177,8432.208,2265.55,1598.516,2344.646,2435.585
10/1/2023 5:00:00 PM,530.894,72.26648,57.11731,4.954632,20.16848,7366.797,1863.763,1606.166,1952.715,2024.111
10/1/2023 5:15:00 PM,407.9412,66.02936,56.55474,4.216333,20.32595,5863.842,1415.866,1488.659,1481.425,1543.218
10/1/2023 5:30:00 PM,290.2481,60.31991,55.91146,3.711987,20.46086,4049.775,967.324,1040.073,1021.173,1057.5
10/1/2023 5:45:00 PM,173.1753,54.49773,55.09095,3.681299,20.50938,2283.95,551.6925,579.4464,586.1512,601.086
10/1/2023 6:00:00 PM,82.65442,50.00329,54.23003,3.611545,20.27953,882.3794,209.7548,224.366,228.7615,232.6803
10/1/2023 6:15:00 PM,21.98347,45.39557,52.70855,3.055202,20.213,168.5845,40.08216,49.319,43.21,42.47233
10/1/2023 6:30:00 PM,4.240859,42.11175,50.98535,2.65028,20.2111,-10.90609,1.464167,7.328833,1.777667,1.772
10/1/2023 6:45:00 PM,0.63493,39.02555,48.83376,2.174376,20.18955,-51.20879,0,0,0,0
10/1/2023 7:00:00 PM,0,36.1119,47.26984,1.014142,20.16562,-39.28057,0,0,0,0
10/1/2023 7:15:00 PM,0,33.82154,45.60741,1.248624,20.19219,-37.69694,0,0,0,0
10/1/2023 7:30:00 PM,0.02166667,32.31515,43.71196,1.254329,20.18304,-37.76982,0,0,0,0
10/1/2023 7:45:00 PM,0.3389303,32.8217,42.81123,2.155789,20.19658,-37.60441,0,0,0,0
10/1/2023 8:00:00 PM,0.1115816,34.16731,41.98848,2.132387,20.20607,-37.4792,0,0,0,0
10/1/2023 8:15:00 PM,0,34.63859,41.04929,2.000909,20.21243,-37.46352,0,0,0,0
10/1/2023 8:30:00 PM,0,36.01627,40.81318,1.338078,20.22423,-37.41715,0,0,0,0
10/1/2023 8:45:00 PM,0,36.16747,40.62118,1.370785,20.24438,-37.32513,0,0,0,0
10/1/2023 9:00:00 PM,0,35.63036,40.7588,1.34948,20.26509,-37.4006,0,0,0,0
10/1/2023 9:15:00 PM,0,34.5181,40.91344,1.454329,20.28508,-37.41532,0,0,0,0
10/1/2023 9:30:00 PM,0.09690583,33.52754,40.51416,1.679524,20.30232,-37.69129,0,0,0,0
10/1/2023 9:45:00 PM,0.08274257,32.40378,39.87828,1.672535,20.24019,-37.60486,0,0,0,0
10/1/2023 10:00:00 PM,0.006443617,31.45185,39.08754,1.450612,20.21498,-37.46179,0,0,0,0
10/1/2023 10:15:00 PM,0,29.56202,37.86328,0.5398981,20.22615,-37.58432,0,0,0,0
10/1/2023 10:30:00 PM,0.01541759,27.82684,37.03207,0.6114272,20.23057,-37.75168,0,0,0,0
10/1/2023 10:45:00 PM,0.1232493,27.23386,36.19931,1.216802,20.25413,-37.82932,0,0,0,0
10/1/2023 11:00:00 PM,0.09508115,27.63066,35.22169,1.401451,20.25952,-37.74823,0,0,0,0
10/1/2023 11:15:00 PM,0.03375197,27.43498,34.55904,1.545326,20.26804,-37.80199,0,0,0,0
10/1/2023 11:30:00 PM,0.009978224,26.99125,34.37844,1.295621,20.27508,-37.971,0,0,0,0
10/1/2023 11:45:00 PM,0,26.78869,34.11962,1.009456,20.27808,-38.0685,0,0,0,0
10/2/2023 12:00:00 AM,0,25.26814,33.87315,0.8668095,20.26177,-38.12476,0,0,0,0
10/2/2023 12:15:00 AM,0,25.09542,33.62838,1.086796,20.25713,-38.09589,0,0,0,0
10/2/2023 12:30:00 AM,0.4188976,26.05373,33.3647,1.582507,20.25695,-38.05549,0,0,0,0
10/2/2023 12:45:00 AM,0.0665543,26.73001,32.91674,1.30494,20.25338,-38.106,0,0,0,0
10/2/2023 1:00:00 AM,0,25.44907,32.54173,0.9016136,20.24916,-38.06119,0,0,0,0
10/2/2023 1:15:00 AM,0,23.94064,32.40916,0.5182649,20.24153,-38.05837,0,0,0,0
10/2/2023 1:30:00 AM,0,23.11782,32.31259,0.6039987,20.23475,-38.03019,0,0,0,0
10/2/2023 1:45:00 AM,0.003973317,23.29872,32.03143,0.7554501,20.23618,-38.19997,0,0,0,0
10/2/2023 2:00:00 AM,0,23.9962,31.42699,1.096998,20.24173,-38.04094,0,0,0,0
10/2/2023 2:15:00 AM,0,23.55983,30.88155,0.7332838,20.24744,-38.15727,0,0,0,0
10/2/2023 2:30:00 AM,0,22.86255,31.03576,0.5512629,20.2504,-38.00718,0,0,0,0
10/2/2023 2:45:00 AM,0.003333333,22.4551,31.05,0.4904416,20.23342,-38.07173,0,0,0,0
10/2/2023 3:00:00 AM,0.003731437,22.02311,30.63699,0.6041896,20.22209,-38.07354,0,0,0,0
10/2/2023 3:15:00 AM,0,20.93395,30.47243,0.4277827,20.21777,-38.17325,0,0,0,0
10/2/2023 3:30:00 AM,0,20.55742,30.25923,0.3482701,20.21385,-38.21511,0,0,0,0
10/2/2023 3:45:00 AM,0.05956962,20.67864,30.02121,0.2730031,20.19673,-38.10214,0,0,0,0
10/2/2023 4:00:00 AM,0.09670343,21.18809,29.56198,0.5489562,20.17407,-38.05029,0,0,0,0
10/2/2023 4:15:00 AM,0.0746528,20.37873,29.31379,0.8255222,20.14796,-37.99365,0,0,0,0
10/2/2023 4:30:00 AM,0.07107706,20.09999,28.13748,0.84718,20.11637,-37.9592,0,0,0,0
10/2/2023 4:45:00 AM,0.02832989,19.43864,27.19199,0.912586,20.05466,-37.96173,0,0,0,0
10/2/2023 5:00:00 AM,0.04624173,20.08989,26.9509,1.260592,20.02974,-38.06434,0,0,0,0
10/2/2023 5:15:00 AM,0.1143349,21.07753,27.23159,1.55463,20.00567,-38.02747,0,0,0,0
10/2/2023 5:30:00 AM,0.03162151,21.31194,26.92646,0.9284171,19.97676,-37.8337,0,0,0,0
10/2/2023 5:45:00 AM,0,20.17674,26.78222,0.6355884,19.95405,-37.58465,0,0,0,0
10/2/2023 6:00:00 AM,0,21.60299,26.36309,0.5306698,19.93875,-37.19077,0,0,0,0
