Timestamp,PVMet 200 (POA Sensor),Max wind speed - PVMet 200,Production meter L-N voltage,Production meter active power,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power"
10/1/2023 12:45:00 PM,516.3903,5.950334,0.08011533,471.6919,272.6911,275.1932,290.1688,262.1965
10/1/2023 1:00:00 PM,786.0663,4.097289,0.0802323,706.5568,470.2151,430.5361,455.42,398.396
10/1/2023 1:15:00 PM,844.6723,6.713161,0.08017603,681.8769,358.3372,338.1324,329.9299,295.708
10/1/2023 1:30:00 PM,648.7729,2.622094,0.08001319,536.1777,262.0877,244.8438,231.1298,213.5815
10/1/2023 1:45:00 PM,661.3311,5.195987,0.07998866,581.2416,341.4964,315.0609,267.2969,250.3473
10/1/2023 2:00:00 PM,885.9703,4.496045,0.08007733,787.6704,415.4893,389.6838,375.657,336.2477
10/1/2023 2:15:00 PM,742.2745,2.602302,0.07984129,584.3327,259.843,258.1349,257.826,230.8014
10/1/2023 2:30:00 PM,882.6472,3.34791,0.08036283,782.0025,437.9684,409.0522,419.4728,374.1914
10/1/2023 2:45:00 PM,732.413,2.619592,0.08009654,647.1811,423.2397,396.0133,390.0434,350.5188
10/1/2023 3:00:00 PM,394.455,3.35414,0.07965797,315.1483,196.1002,190.934,191.1362,161.446
10/1/2023 3:15:00 PM,499.6464,3.719501,0.08007404,473.1331,278.6422,262.3142,297.4871,273.5139
10/1/2023 3:30:00 PM,331.4558,3.351622,0.07983567,282.9517,254.3253,227.0661,243.5812,214.3481
10/1/2023 3:45:00 PM,655.9193,4.10467,0.08012911,595.4466,347.0856,321.2384,336.7618,294.5293
10/1/2023 4:00:00 PM,582.3423,3.359087,0.08006427,499.4175,319.12,309.696,304.9666,274.9429
10/1/2023 4:15:00 PM,413.2564,2.2369,0.07990068,356.5229,194.097,184.2944,165.0342,138.3321
10/1/2023 4:30:00 PM,468.8812,4.451456,0.08004152,439.53,196.9602,193.7412,199.2056,177.6216
10/1/2023 4:45:00 PM,313.0957,4.477503,0.08986851,350.9572,185.1837,183.451,180.3787,155.8913
10/1/2023 5:00:00 PM,394.0451,4.4738,0.08988441,406.271,207.108,196.8349,202.0057,172.7194
10/1/2023 5:15:00 PM,272.508,5.595945,0.08977009,312.398,180.0738,177.3266,175.8757,155.3814
10/1/2023 5:30:00 PM,176.1347,2.991232,0.08962997,191.9251,99.40049,97.71865,102.2845,87.58986
10/1/2023 5:45:00 PM,146.5985,2.236933,0.08963279,137.4665,66.52213,64.41798,60.77457,50.21492
10/1/2023 6:00:00 PM,140.2889,2.2369,0.08957739,112.7153,57.55539,56.77379,56.58514,49.06158
10/1/2023 6:15:00 PM,91.29941,2.2369,0.09548601,85.40149,32.02798,31.48355,31.25471,27.20982
10/1/2023 6:30:00 PM,50.79551,0.3777876,0.08945786,30.06418,15.27741,14.77093,14.41142,11.98198
10/1/2023 6:45:00 PM,17.04475,0,0.07968954,2.507264,3.15458,3.004967,2.734465,2.023586
10/1/2023 7:00:00 PM,1.852171,0,0.07898237,-1.508319,0.1858903,0.1763057,0.1566755,0.1109555
10/1/2023 7:15:00 PM,2.000089,0,0.08920417,-1.159962,0.003464523,0.00327965,0.002882483,0.001998271
10/1/2023 7:30:00 PM,0,0,0.08927232,-1.168338,0,0,0,0
10/1/2023 7:45:00 PM,0,0,0.0894146,-1.17,0,0,0,0
10/1/2023 8:00:00 PM,0,0,0.08935813,-1.171564,0,0,0,0
10/1/2023 8:15:00 PM,0,0,0.07945016,-1.536678,0,0,0,0
10/1/2023 8:30:00 PM,0,0,0.0795947,-1.553322,0,0,0,0
10/1/2023 8:45:00 PM,0,0,0.07951822,-1.563333,0,0,0,0
10/1/2023 9:00:00 PM,0,0,0.07954287,-1.565,0,0,0,0
10/1/2023 9:15:00 PM,0,0,0.07957684,-1.563333,0,0,0,0
10/1/2023 9:30:00 PM,0,0,0.07963631,-1.566667,0,0,0,0
10/1/2023 9:45:00 PM,0,0,0.07963943,-1.57,0,0,0,0
10/1/2023 10:00:00 PM,0,0,0.07967182,-1.57,0,0,0,0
10/1/2023 10:15:00 PM,0,0,0.07968536,-1.576667,0,0,0,0
10/1/2023 10:30:00 PM,0,0,0.07923245,-1.563333,0,0,0,0
10/1/2023 10:45:00 PM,0,0,0.07909299,-1.55,0,0,0,0
10/1/2023 11:00:00 PM,0,0,0.07911682,-1.216111,0,0,0,0
10/1/2023 11:15:00 PM,0,0,0.07931876,-1.551667,0,0,0,0
10/1/2023 11:30:00 PM,0,0,0.07928182,-1.225556,0,0,0,0
10/1/2023 11:45:00 PM,0,0,0.07927333,-1.535,0,0,0,0
10/2/2023 12:00:00 AM,0,0,0.07935233,-1.531667,0,0,0,0
10/2/2023 12:15:00 AM,0,0,0.07951286,-1.5383,0,0,0,0
10/2/2023 12:30:00 AM,0,0,0.07944821,-1.54,0,0,0,0
10/2/2023 12:45:00 AM,0,0,0.08939845,-1.85,0,0,0,0
10/2/2023 1:00:00 AM,0.8415928,0,0.08958893,-1.866722,0,0,0,0
10/2/2023 1:15:00 AM,7.382798E-05,0,0.08954044,-1.883178,0,0,0,0
10/2/2023 1:30:00 AM,0,0,0.0894512,-1.918295,0,0,0,0
10/2/2023 1:45:00 AM,0,0,0.08933394,-1.901733,0,0,0,0
10/2/2023 2:00:00 AM,1.666667,0,0.08888577,-1.881801,0,0,0,0
10/2/2023 2:15:00 AM,0,0,0.08905743,-1.888162,0,0,0,0
10/2/2023 2:30:00 AM,0,0,0.08902717,-1.861755,0,0,0,0
10/2/2023 2:45:00 AM,0,0,0.08910195,-1.883333,0,0,0,0
10/2/2023 3:00:00 AM,0.8443704,0,0.0890948,-1.885022,0,0,0,0
10/2/2023 3:15:00 AM,7.407407E-05,0,0.08901338,1.740333,0,0,0,0
10/2/2023 3:30:00 AM,0,0,0.07917982,-1.635,0,0,0,0
10/2/2023 3:45:00 AM,0,0,0.07931308,-1.608333,0,0,0,0
10/2/2023 4:00:00 AM,0,0,0.07918592,-1.6103,0,0,0,0
10/2/2023 4:15:00 AM,0,0,0.07910835,-1.605,0,0,0,0
10/2/2023 4:30:00 AM,1.655574,0,0.07913773,-1.623333,0,0,0,0
10/2/2023 4:45:00 AM,0.8416482,0,0.07905642,-1.146106,0,0,0,0
10/2/2023 5:00:00 AM,0,0,0.07875526,-0.6416667,0,0,0,0
10/2/2023 5:15:00 AM,0,0.7381853,0.07874088,-0.6983278,0,0,0,0
10/2/2023 5:30:00 AM,0,0.3777792,0.07892694,-0.6800166,0,0,0,0
10/2/2023 5:45:00 AM,0,0,0.07877266,-0.6716611,0,0,0,0
10/2/2023 6:00:00 AM,1.355291,0,0.07888163,-1.008915,0,0,0,0
10/2/2023 6:15:00 AM,0.8363022,0,0.0792116,-0.8472074,0,0,0,0
10/2/2023 6:30:00 AM,7.382798E-05,0,0.07917426,-0.6749889,0,0,0,0
10/2/2023 6:45:00 AM,0,0,0.08919706,-0.7905555,0,0,0,0
10/2/2023 7:00:00 AM,2.310103,1.110994,0.08926523,2.031735,0.04458455,0,0.01091899,0.01182852
10/2/2023 7:15:00 AM,10.15545,1.115973,0.07958239,1.518742,1.639875,1.670268,1.46963,1.073578
10/2/2023 7:30:00 AM,17.47671,1.12217,0.07968957,11.83303,10.09119,9.455748,5.319714,4.049305
10/2/2023 7:45:00 AM,31.12068,0.7456333,0.0896766,74.432,39.85093,35.87003,16.45776,18.35018
10/2/2023 8:00:00 AM,96.82978,0,0.08965955,145.1448,69.933,64.92426,43.19144,44.81883
10/2/2023 8:15:00 AM,238.8815,0.7357656,0.08975459,224.7109,100.8928,93.34979,77.36225,74.17142
10/2/2023 8:30:00 AM,283.1652,0.3789562,0.0897389,301.1625,131.6946,122.3882,114.3431,102.6259
10/2/2023 8:45:00 AM,335.0964,2.21584,0.09012521,387.0625,164.811,154.2119,154.341,135.4813
10/2/2023 9:00:00 AM,394.2998,2.614621,0.0902695,472.7061,200.664,187.5781,196.5121,170.2307
10/2/2023 9:15:00 AM,444.6761,2.224481,0.0801951,400.8857,234.0866,218.0844,230.6436,202.8591
10/2/2023 9:30:00 AM,496.5341,3.726916,0.08000188,452.5717,264.063,246.2823,261.0898,229.2027
10/2/2023 9:45:00 AM,539.5831,4.827992,0.08000569,500.8612,294.0079,272.992,290.5552,255.489
10/2/2023 10:00:00 AM,592.5401,4.471314,0.08028406,544.7154,321.3385,296.6328,316.81,279.1701
10/2/2023 10:15:00 AM,641.2433,5.593484,0.08003621,584.9215,345.0599,320.3102,339.8155,300.0768
10/2/2023 10:30:00 AM,684.1952,2.994952,0.07997518,619.4074,367.7762,340.0424,360.8221,319.3433
10/2/2023 10:45:00 AM,723.4231,2.2369,0.08003222,648.9646,386.2242,356.4885,377.9143,334.5342
10/2/2023 11:00:00 AM,749.9368,4.098498,0.08014172,673.0909,402.4417,370.8968,393.1322,348.6276
10/2/2023 11:15:00 AM,786.4166,4.4738,0.0800371,700.7139,418.3288,385.9017,409.1449,363.2882
10/2/2023 11:30:00 AM,814.4922,3.735615,0.08002709,693.0947,432.7782,398.9286,422.3523,373.0122
10/2/2023 11:45:00 AM,830.1613,4.135393,0.08042834,737.8211,443.7726,408.912,432.7658,384.1072
10/2/2023 12:00:00 PM,843.2805,4.093922,0.08058791,748.8343,452.2558,415.9862,440.7206,391.553
10/2/2023 12:15:00 PM,865.1522,5.21201,0.08046362,760.065,457.2633,419.966,445.2226,396.0852
10/2/2023 12:30:00 PM,870.1017,5.253787,0.09033468,901.579,461.0337,423.7492,448.8172,399.9892
10/2/2023 12:45:00 PM,871.5299,4.467988,0.09025151,904.7756,464.6838,427.3112,451.1172,401.5082
10/2/2023 1:00:00 PM,866.2319,4.089939,0.08010615,761.6121,461.4812,424.1093,448.0928,399.2625
10/2/2023 1:15:00 PM,869.1915,5.955001,0.08012669,760.5578,460.5392,423.4191,446.3907,398.163
10/2/2023 1:30:00 PM,850.7316,4.483734,0.09010019,896.1243,461.4912,425.5549,447.3218,399.1929
10/2/2023 1:45:00 PM,841.1661,2.604746,0.09009151,878.2969,452.4348,416.6839,438.4337,390.4382
10/2/2023 2:00:00 PM,826.6727,1.856627,0.09009142,859.9639,442.2739,407.4258,428.7704,383.1239
10/2/2023 2:15:00 PM,809.0134,2.982533,0.09001479,843.6707,434.896,400.4838,421.2628,375.7671
10/2/2023 2:30:00 PM,774.9376,4.097255,0.09008434,816.9662,422.6819,390.4704,409.9029,364.4197
10/2/2023 2:45:00 PM,745.3901,5.241769,0.0797728,674.1644,409.6902,378.5106,397.1619,353.8878
10/2/2023 3:00:00 PM,709.7305,2.608507,0.07978883,643.7675,391.7976,362.7096,379.1979,337.3906
10/2/2023 3:15:00 PM,671.4039,4.098498,0.07984831,612.3526,374.2743,346.6474,362.3701,322.072
10/2/2023 3:30:00 PM,634.9678,2.993644,0.07982901,583.5193,356.7788,331.3459,345.9974,306.8736
10/2/2023 3:45:00 PM,592.8789,2.620844,0.07985706,543.6231,332.7018,308.7724,322.3236,285.752
10/2/2023 4:00:00 PM,548.6614,1.8667,0.07974313,503.4542,308.6725,288.1372,297.8658,263.7897
10/2/2023 4:15:00 PM,501.4978,4.446592,0.07964439,460.8601,283.788,265.019,273.2145,241.3009
10/2/2023 4:30:00 PM,446.1144,4.488547,0.07959724,408.436,251.7481,237.458,244.223,214.9534
10/2/2023 4:45:00 PM,384.9347,4.09854,0.07965,353.8783,218.2173,205.4453,211.4495,185.2478
10/2/2023 5:00:00 PM,336.6308,2.989948,0.07949043,299.6895,185.5051,176.2685,179.6952,157.5222
10/2/2023 5:15:00 PM,275.0153,2.975143,0.07943699,245.4297,152.1191,144.8913,147.6763,129.3703
10/2/2023 5:30:00 PM,223.4391,3.351622,0.07949004,189.4526,118.7503,112.9931,115.4988,100.6558
10/2/2023 5:45:00 PM,176.274,3.746675,0.07946659,135.6091,84.97746,82.69408,83.05707,71.94244
10/2/2023 6:00:00 PM,132.3753,2.240719,0.0795528,86.35875,56.01005,54.25217,54.4011,47.12743
10/2/2023 6:15:00 PM,85.76097,1.125881,0.07941096,46.45898,29.48712,28.95263,28.45064,24.63334
10/2/2023 6:30:00 PM,46.14539,3.313926E-05,0.07935437,16.56008,12.76976,12.26741,11.5731,9.39246
10/2/2023 6:45:00 PM,13.89913,0,0.08935835,1.840441,2.140512,2.098936,1.754577,1.425875
10/2/2023 7:00:00 PM,0.8472815,0,0.08932682,-1.15,0.09483156,0.0943764,0.0732194,0.06006202
10/2/2023 7:15:00 PM,0,0,0.08924798,-1.151705,0.00138376,0.001386502,0.001041562,0.0008595406
10/2/2023 7:30:00 PM,0,0,0.08938585,-1.150001,0,0,0,0
10/2/2023 7:45:00 PM,0,0,0.08944987,-1.179923,0,0,0,0
10/2/2023 8:00:00 PM,0,0,0.08867578,-1.163333,0,0,0,0
10/2/2023 8:15:00 PM,0,0,0.09472356,-1.47023,0,0,0,0
10/2/2023 8:30:00 PM,0,0,0.0889277,-1.834956,0,0,0,0
10/2/2023 8:45:00 PM,2.294549,0,0.08923069,-1.835,0,0,0,0
10/2/2023 9:00:00 PM,1.178229,0,0.08912195,-1.836667,0,0,0,0
10/2/2023 9:15:00 PM,0,0,0.08920948,-1.835067,0,0,0,0
10/2/2023 9:30:00 PM,1.644518,0,0.08944772,-1.854961,0,0,0,0
10/2/2023 9:45:00 PM,2.839393,0,0.08958495,-1.865273,0,0,0,0
10/2/2023 10:00:00 PM,2.996733,0,0.07946223,-1.563333,0,0,0,0
10/2/2023 10:15:00 PM,1.009911,0,0.07958324,-1.566667,0,0,0,0
10/2/2023 10:30:00 PM,0,0,0.07976242,-1.565,0,0,0,0
10/2/2023 10:45:00 PM,0,0,0.07972716,-1.57,0,0,0,0
10/2/2023 11:00:00 PM,0,0,0.07976369,-1.558328,0,0,0,0
10/2/2023 11:15:00 PM,0,0,0.07939014,-1.55,0,0,0,0
10/2/2023 11:30:00 PM,1.996667,0,0.07915652,-1.218307,0,0,0,0
10/2/2023 11:45:00 PM,0,0,0.07896375,-1.367248,0,0,0,0
10/3/2023 12:00:00 AM,0,0,0.07896041,-1.043904,0,0,0,0
10/3/2023 12:15:00 AM,0,0,0.07913143,-1.561652,0,0,0,0
10/3/2023 12:30:00 AM,0,0,0.07901517,-1.05,0,0,0,0
10/3/2023 12:45:00 AM,0,0,0.07910351,-0.8644444,0,0,0,0
10/3/2023 1:00:00 AM,0,0,0.07921441,-0.7149851,0,0,0,0
10/3/2023 1:15:00 AM,0,0,0.07897256,-0.8622371,0,0,0,0
10/3/2023 1:30:00 AM,0,0,0.07888065,-0.53,0,0,0,0
10/3/2023 1:45:00 AM,0,0,0.07913443,-1.376556,0,0,0,0
10/3/2023 2:00:00 AM,0,0,0.07919144,-1.523389,0,0,0,0
10/3/2023 2:15:00 AM,1.016578,0,0.07901872,-1.008348,0,0,0,0
10/3/2023 2:30:00 AM,8.888889E-05,0,0.07913741,-1.016652,0,0,0,0
10/3/2023 2:45:00 AM,0,0,0.08910677,-0.1283111,0,0,0,0
10/3/2023 3:00:00 AM,0,0,0.0892474,-0.4638889,0,0,0,0
10/3/2023 3:15:00 AM,0,0,0.08910451,-0.8089037,0,0,0,0
10/3/2023 3:30:00 AM,0,0,0.08907667,-0.3554077,0,0,0,0
10/3/2023 3:45:00 AM,0,0,0.08915791,-0.1816,0,0,0,0
10/3/2023 4:00:00 AM,0,0,0.08912563,3.622958,0,0,0,0
10/3/2023 4:15:00 AM,0,0,0.0791063,-0.5549611,0,0,0,0
10/3/2023 4:30:00 AM,0,0,0.07909293,-0.5416667,0,0,0,0
10/3/2023 4:45:00 AM,0,0,0.07915779,-0.5699611,0,0,0,0
10/3/2023 5:00:00 AM,0,0,0.07892079,-0.5932944,0,0,0,0
10/3/2023 5:15:00 AM,0,0,0.07895819,-0.6249225,0,0,0,0
10/3/2023 5:30:00 AM,0,0,0.07903989,-0.5651661,0,0,0,0
10/3/2023 5:45:00 AM,0,0,0.08893494,-0.9414837,0,0,0,0
10/3/2023 6:00:00 AM,0,0,0.08886803,-0.9284049,0,0,0,0
10/3/2023 6:15:00 AM,0,0,0.08892095,-0.9532345,0,0,0,0
10/3/2023 6:30:00 AM,0,0,0.08890972,-0.9567161,0,0,0,0
10/3/2023 6:45:00 AM,0,0,0.08887586,4.019834,0,0,0,0
10/3/2023 7:00:00 AM,1.966866,0,0.0789503,-0.6416704,0.02930279,0,0.0125542,0.01420714
10/3/2023 7:15:00 AM,10.28879,0,0.0791555,0.7057475,1.272799,1.080401,1.126107,0.8794014
10/3/2023 7:30:00 AM,26.12729,0,0.07932513,14.27039,9.671308,9.025441,6.574259,5.247719
10/3/2023 7:45:00 AM,33.14542,0,0.07937853,40.82417,33.13004,30.32835,16.73056,17.54772
10/3/2023 8:00:00 AM,91.52264,1.110994,0.07936187,84.58711,61.13591,56.63535,39.84583,40.54866
10/3/2023 8:15:00 AM,216.3874,0.7518386,0.0796451,139.7906,90.94939,84.66405,70.22574,67.48573
10/3/2023 8:30:00 AM,269.5756,1.491267,0.07965814,193.8367,121.0214,111.4457,104.9839,94.96868
10/3/2023 8:45:00 AM,319.7017,2.236908,0.0802258,254.346,153.588,142.4631,142.0752,125.218
10/3/2023 9:00:00 AM,378.21,1.498715,0.08038476,316.8743,187.114,174.0837,181.1528,156.7791
10/3/2023 9:15:00 AM,430.5455,2.229444,0.08036794,376.9825,220.3624,205.6586,215.8416,189.3965
10/3/2023 9:30:00 AM,482.5724,4.105929,0.08048546,429.7451,251.3853,233.0955,247.5015,217.4451
10/3/2023 9:45:00 AM,526.9742,3.360346,0.08052746,478.8728,281.2719,261.6293,276.0038,243.1554
10/3/2023 10:00:00 AM,575.58,2.977579,0.08058391,522.7062,309.6176,285.4239,302.0732,266.4385
10/3/2023 10:15:00 AM,620.9412,2.989948,0.08046275,562.3128,332.368,308.2869,325.7872,287.6276
10/3/2023 10:30:00 AM,658.246,4.840436,0.09030075,831.5539,355.8013,328.5473,348.209,308.0609
10/3/2023 10:45:00 AM,699.2411,5.960104,0.09024931,874.911,375.1213,346.8291,366.9888,325.9983
10/3/2023 11:00:00 AM,727.9622,4.478755,0.09032688,911.7328,391.3146,361.2858,382.679,340.2701
10/3/2023 11:15:00 AM,754.8947,5.209533,0.09018896,950.9068,409.5548,378.0733,400.1144,355.6338
10/3/2023 11:30:00 AM,785.4015,6.721843,0.09012004,978.1226,423.2122,389.9685,413.3112,367.3898
10/3/2023 11:45:00 AM,808.2561,6.719203,0.09010537,999.3762,433.233,398.107,422.5172,375.7048
10/3/2023 12:00:00 PM,824.4438,6.349206,0.09016332,1023.482,443.4565,408.3857,431.6472,383.6175
10/3/2023 12:15:00 PM,838.6277,5.587346,0.09016212,1029.754,447.26,411.8153,435.2249,387.1691
10/3/2023 12:30:00 PM,844.5704,4.492374,0.08994461,1030.306,447.3592,412.128,436.4439,389.0149
10/3/2023 12:45:00 PM,843.0752,4.099799,0.09019125,1038.292,450.1005,414.3395,438.3382,390.7594
10/3/2023 1:00:00 PM,842.0038,2.614663,0.09642428,1159.535,453.3454,416.7191,440.4714,391.9254
10/3/2023 1:15:00 PM,845.5598,5.577404,0.09058534,879.225,452.1985,415.3801,438.6426,389.8531
10/3/2023 1:30:00 PM,830.0813,4.102193,0.09063377,868.8187,446.9164,411.7068,434.7415,386.4071
10/3/2023 1:45:00 PM,814.705,4.47998,0.09058237,860.6373,441.1321,406.2191,428.0096,380.8542
10/3/2023 2:00:00 PM,799.8799,4.454016,0.09059046,839.0667,431.7158,397.804,418.9574,374.0518
10/3/2023 2:15:00 PM,780.256,3.735557,0.09056776,825.0989,422.7721,389.7234,410.8551,366.3596
10/3/2023 2:30:00 PM,757.3713,4.466344,0.09048301,809.2536,417.4743,384.8331,404.4397,360.2279
10/3/2023 2:45:00 PM,726.4238,3.745499,0.08040466,656.335,398.8383,368.4944,386.5427,344.8022
10/3/2023 3:00:00 PM,693.2075,4.471347,0.08022639,630.1809,382.6177,354.3009,371.6504,331.3622
10/3/2023 3:15:00 PM,656.0129,5.209558,0.09020415,707.3663,365.4111,338.1552,353.6324,313.877
10/3/2023 3:30:00 PM,625.0353,2.999898,0.09027263,672.3969,348.1373,321.3971,336.209,297.5585
10/3/2023 3:45:00 PM,572.6338,3.728133,0.09015108,626.5701,324.706,302.0819,313.7222,277.1163
10/3/2023 4:00:00 PM,524.9534,4.466385,0.09032755,575.9424,298.8467,278.856,288.1851,254.5602
10/3/2023 4:15:00 PM,475.5772,3.735615,0.08000806,439.3532,270.6533,251.9322,260.3562,229.8147
10/3/2023 4:30:00 PM,426.2838,3.356585,0.07984951,390.4804,241.2332,226.0408,232.7717,204.9958
10/3/2023 4:45:00 PM,369.4366,2.982542,0.07979146,338.4621,209.1614,196.4506,201.6439,176.9501
10/3/2023 5:00:00 PM,322.9235,3.725673,0.07978839,284.2781,173.9921,165.395,169.3425,148.3357
10/3/2023 5:15:00 PM,269.5855,2.612211,0.07970666,227.401,138.2712,135.5945,135.935,119.2469
10/3/2023 5:30:00 PM,217.2639,2.975085,0.07957329,176.6919,110.3581,106.682,106.1577,92.88011
10/3/2023 5:45:00 PM,163.1189,2.613436,0.07951719,121.3265,76.42355,75.2494,73.17374,63.77226
10/3/2023 6:00:00 PM,112.2078,3.357827,0.07973313,76.36442,48.58453,47.5095,47.11313,40.86936
10/3/2023 6:15:00 PM,70.18696,1.851869,0.0897093,57.10421,26.05555,25.56266,25.31405,22.033
10/3/2023 6:30:00 PM,34.88472,0.7566044,0.08980313,18.56807,10.54063,10.06057,9.8893,7.996709
10/3/2023 6:45:00 PM,9.72433,8.312523E-06,0.08972477,2.590331,2.306062,2.054733,1.750269,1.128552
10/3/2023 7:00:00 PM,2.000104,0,0.07971877,-1.52,0.804911,0.6857319,0.516918,0.2571022
10/3/2023 7:15:00 PM,0,0,0.08923923,-1.156578,0,0,0,0
10/3/2023 7:30:00 PM,0,0,0.08870583,-1.160032,0,0,0,0
10/3/2023 7:45:00 PM,0,0,0.08900011,-1.166701,0,0,0,0
10/3/2023 8:00:00 PM,0,0,0.08948308,-1.175088,0,0,0,0
10/3/2023 8:15:00 PM,0,0,0.08948637,-1.178334,0,0,0,0
10/3/2023 8:30:00 PM,0,0,0.08944398,-1.198333,0,0,0,0
10/3/2023 8:45:00 PM,0,0,0.08945681,-1.189663,0,0,0,0
10/3/2023 9:00:00 PM,0,0,0.07954908,-1.555,0,0,0,0
