Timestamp,POA Sensor,Production meter L-N voltage,Production meter active power,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power"
10/2/2023 4:00:00 PM,614.0099,13.70607,524.2371,0,528.3497
10/2/2023 4:15:00 PM,556.5009,13.70579,475.7343,0,480.1306
10/2/2023 4:30:00 PM,492.834,13.70466,422.6064,0,427.7004
10/2/2023 4:45:00 PM,431.1692,13.65526,366.1254,0,371.2392
10/2/2023 5:00:00 PM,371.2309,13.65196,309.2538,0,314.7084
10/2/2023 5:15:00 PM,308.287,13.63761,248.8445,0,254.7227
10/2/2023 5:30:00 PM,244.8638,13.64396,189.4186,0,196.0881
10/2/2023 5:45:00 PM,184.6118,13.641,132.708,0,139.4681
10/2/2023 6:00:00 PM,126.4011,13.65543,80.22794,0,87.57434
10/2/2023 6:15:00 PM,81.85802,13.65946,38.52983,0,46.11686
10/2/2023 6:30:00 PM,38.78546,13.66378,9.361568,0,16.88352
10/2/2023 6:45:00 PM,8.629816,13.573,-4.029867,0,3.321547
10/2/2023 7:00:00 PM,1.361567,13.56612,-7.515738,0,0
10/2/2023 7:15:00 PM,0.02933987,13.60366,-6.659734,0,0
10/2/2023 7:30:00 PM,0,13.61076,-5.101206,0,0
10/2/2023 7:45:00 PM,0,13.63351,-5.124591,0,0
10/2/2023 8:00:00 PM,0,13.66185,-5.125724,0,0
10/2/2023 8:15:00 PM,0,13.67069,-5.177088,0,0
10/2/2023 8:30:00 PM,0,13.63955,-5.162414,0,0
10/2/2023 8:45:00 PM,0,13.674,-5.201938,0,0
10/2/2023 9:00:00 PM,0,13.70389,-5.258355,0,0
10/2/2023 9:15:00 PM,0,13.70287,-5.261345,0,0
10/2/2023 9:30:00 PM,0,13.68024,-5.225722,0,0
10/2/2023 9:45:00 PM,0,13.64276,-5.176368,0,0
10/2/2023 10:00:00 PM,0,13.62341,-5.155071,0,0
10/2/2023 10:15:00 PM,0,13.63083,-5.155811,0,0
10/2/2023 10:30:00 PM,0,13.6375,-5.167274,0,0
10/2/2023 10:45:00 PM,0,13.62989,-5.149706,0,0
10/2/2023 11:00:00 PM,0,13.6485,-5.179529,0,0
10/2/2023 11:15:00 PM,0,13.65684,-5.191754,0,0
10/2/2023 11:30:00 PM,0,13.67035,-5.212144,0,0
10/2/2023 11:45:00 PM,0,13.65785,-5.189173,0,0
10/3/2023 12:00:00 AM,0,13.66036,-5.190705,0,0
10/3/2023 12:15:00 AM,0,13.65639,-5.176625,0,0
10/3/2023 12:30:00 AM,0,13.54283,-5.031173,0,0
10/3/2023 12:45:00 AM,0,13.5511,-5.035374,0,0
10/3/2023 1:00:00 AM,0,13.54351,-5.013631,0,0
10/3/2023 1:15:00 AM,0,13.53265,-5.001862,0,0
10/3/2023 1:30:00 AM,0,13.52006,-4.992709,0,0
10/3/2023 1:45:00 AM,0,13.53289,-5.010168,0,0
10/3/2023 2:00:00 AM,0,13.52979,-5.004612,0,0
10/3/2023 2:15:00 AM,0,13.52228,-4.98901,0,0
10/3/2023 2:30:00 AM,0,13.54054,-5.021687,0,0
10/3/2023 2:45:00 AM,0,13.54524,-5.028817,0,0
10/3/2023 3:00:00 AM,0,13.55259,-5.039974,0,0
10/3/2023 3:15:00 AM,0,13.55243,-5.028661,0,0
10/3/2023 3:30:00 AM,0,13.54659,-5.021044,0,0
10/3/2023 3:45:00 AM,0,13.54986,-5.020296,0,0
10/3/2023 4:00:00 AM,0,13.5513,-5.015234,0,0
10/3/2023 4:15:00 AM,0,13.55148,-5.01062,0,0
10/3/2023 4:30:00 AM,0,13.5531,-4.998657,0,0
10/3/2023 4:45:00 AM,0,13.54668,-4.994196,0,0
10/3/2023 5:00:00 AM,0,13.52248,-4.962469,0,0
10/3/2023 5:15:00 AM,0,13.50476,-4.931613,0,0
10/3/2023 5:30:00 AM,0,13.53433,-4.971457,0,0
10/3/2023 5:45:00 AM,0,13.52771,-4.957443,0,0
10/3/2023 6:00:00 AM,0.01310131,13.50819,-4.923717,0,0
10/3/2023 6:15:00 AM,0.01884314,13.49223,-4.898033,0,0
10/3/2023 6:30:00 AM,0,13.56719,-5.430572,0,0
10/3/2023 6:45:00 AM,0.001760976,13.61248,-7.520587,0,0
10/3/2023 7:00:00 AM,0.4490429,13.5767,-6.924943,0,0.5387805
10/3/2023 7:15:00 AM,9.886127,13.57425,4.959288,0,12.21674
10/3/2023 7:30:00 AM,41.39744,13.5648,29.89183,0,36.64275
10/3/2023 7:45:00 AM,82.72407,13.59472,70.4136,0,76.91329
10/3/2023 8:00:00 AM,137.594,13.61625,120.087,0,126.2691
10/3/2023 8:15:00 AM,186.76,13.58851,173.6338,0,179.2068
10/3/2023 8:30:00 AM,243.587,13.5532,228.311,0,233.3472
10/3/2023 8:45:00 AM,300.6684,13.52763,285.0047,0,289.541
10/3/2023 9:00:00 AM,362.9421,13.5318,345.6311,0,349.8526
10/3/2023 9:15:00 AM,427.0074,13.53643,400.4397,0,404.5191
10/3/2023 9:30:00 AM,486.0096,13.57602,451.9202,0,455.2015
10/3/2023 9:45:00 AM,542.0988,13.58226,499.6595,0,502.818
10/3/2023 10:00:00 AM,599.5964,13.59595,545.6099,0,548.6875
10/3/2023 10:15:00 AM,657.6732,13.54458,590.9348,0,593.3538
10/3/2023 10:30:00 AM,700.2371,13.53239,624.7958,,627.2651
10/3/2023 10:45:00 AM,738.0267,13.64196,658.6558,,661.0881
10/3/2023 11:00:00 AM,764.9364,13.66563,683.749,,686.1281
10/3/2023 11:15:00 AM,800.8304,13.6575,712.9985,,715.6046
10/3/2023 11:30:00 AM,840.0252,13.64905,733.8477,,738.5513
10/3/2023 11:45:00 AM,861.0771,13.64156,611.0003,,615.715
10/3/2023 12:00:00 PM,909.9525,13.65094,780.9404,,783.5564
10/3/2023 12:15:00 PM,965.7096,13.63362,808.4505,,819.1401
10/3/2023 12:30:00 PM,917.373,13.60596,692.5072,,692.1404
10/3/2023 12:45:00 PM,761.4635,13.58668,550.0804,,704.4727
10/3/2023 1:00:00 PM,650.6713,13.5879,478.2735,,484.4971
10/3/2023 1:15:00 PM,975.4376,13.60688,830.2722,,825.6318
10/3/2023 1:30:00 PM,938.4756,13.63801,803.8702,,802.0984
10/3/2023 1:45:00 PM,796.2474,13.64374,604.9376,,573.4716
10/3/2023 2:00:00 PM,825.2999,13.64145,703.0498,,686.8759
10/3/2023 2:15:00 PM,617.064,13.62517,592.0403,,611.2036
10/3/2023 2:30:00 PM,639.9103,13.63569,554.4448,,596.8982
10/3/2023 2:45:00 PM,774.297,13.65127,588.6846,,591.6296
10/3/2023 3:00:00 PM,514.8848,13.66187,531.3994,,506.8199
10/3/2023 3:15:00 PM,627.7719,13.66613,503.5322,,516.0076
10/3/2023 3:30:00 PM,442.0855,13.67027,281.7776,,289.144
10/3/2023 3:45:00 PM,262.3746,13.66906,302.2982,,295.7845
10/3/2023 4:00:00 PM,474.5997,13.67791,346.9146,,350.4108
10/3/2023 4:15:00 PM,434.013,13.62726,359.5423,,371.506
10/3/2023 4:30:00 PM,449.5658,13.64051,362.634,,373.8713
10/3/2023 4:45:00 PM,359.5018,13.63546,281.932,,290.6469
10/3/2023 5:00:00 PM,380.2055,13.66651,313.0898,,318.6868
10/3/2023 5:15:00 PM,298.8385,13.59826,242.14,,247.5131
10/3/2023 5:30:00 PM,227.5168,13.60217,173.9452,,180.4549
10/3/2023 5:45:00 PM,165.4419,13.59992,117.3675,,123.9552
10/3/2023 6:00:00 PM,114.3769,13.64446,71.46709,,78.46113
10/3/2023 6:15:00 PM,72.54994,13.6476,32.77284,,40.20211
10/3/2023 6:30:00 PM,32.43603,13.65848,6.999181,,14.89679
10/3/2023 6:45:00 PM,6.554345,13.62775,-4.646433,,1.903158
10/3/2023 7:00:00 PM,1.87679,13.62239,-7.408148,,-0.0352439
10/3/2023 7:15:00 PM,0.06510111,13.62468,-6.327734,,0
10/3/2023 7:30:00 PM,0,13.61895,-4.921426,,0
10/3/2023 7:45:00 PM,0,13.63467,-4.941634,,0
10/3/2023 8:00:00 PM,0,13.69364,-5.015739,,0
10/3/2023 8:15:00 PM,0,13.70887,-5.032667,,0
10/3/2023 8:30:00 PM,0,13.72421,-5.051742,,0
10/3/2023 8:45:00 PM,0,13.73203,-5.074703,,0
10/3/2023 9:00:00 PM,0,13.60361,-4.891645,,0
10/3/2023 9:15:00 PM,0,13.60131,-4.877068,,0
10/3/2023 9:30:00 PM,0,13.65066,-4.935553,,0
10/3/2023 9:45:00 PM,0,13.67261,-4.967254,,0
10/3/2023 10:00:00 PM,0,13.69144,-4.99339,,0
10/3/2023 10:15:00 PM,0,13.70165,-5.013286,,0
10/3/2023 10:30:00 PM,0,13.70596,-5.013992,,0
10/3/2023 10:45:00 PM,0,13.68493,-4.987232,,0
10/3/2023 11:00:00 PM,0,13.67039,-4.970485,,0
10/3/2023 11:15:00 PM,0,13.6413,-4.937543,,0
10/3/2023 11:30:00 PM,0,13.63444,-4.918417,,0
10/3/2023 11:45:00 PM,0,13.63473,-4.920552,,0
10/4/2023 12:00:00 AM,0,13.66176,-4.957705,,0
10/4/2023 12:15:00 AM,0,13.65809,-4.952499,,0
10/4/2023 12:30:00 AM,0,13.66423,-4.958574,,0
10/4/2023 12:45:00 AM,0,13.66995,-4.965974,,0
10/4/2023 1:00:00 AM,0,13.66218,-4.963802,,0
10/4/2023 1:15:00 AM,0,13.54246,-4.817634,,0
10/4/2023 1:30:00 AM,0,13.55277,-4.839095,,0
10/4/2023 1:45:00 AM,0,13.56747,-4.856029,,0
10/4/2023 2:00:00 AM,0,13.56837,-4.854372,,0
10/4/2023 2:15:00 AM,0,13.51221,-4.789673,,0
10/4/2023 2:30:00 AM,0,13.51598,-4.786754,,0
10/4/2023 2:45:00 AM,0,13.51662,-4.794385,,0
10/4/2023 3:00:00 AM,0,13.51321,-4.79267,,0
10/4/2023 3:15:00 AM,0,13.51438,-4.790269,,0
10/4/2023 3:30:00 AM,0,13.50724,-4.786124,,0
10/4/2023 3:45:00 AM,0,13.49875,-4.774745,,0
10/4/2023 4:00:00 AM,0,13.54022,-4.826937,,0
10/4/2023 4:15:00 AM,0,13.5776,-4.86249,,0
10/4/2023 4:30:00 AM,0,13.5841,-4.868439,,0
10/4/2023 4:45:00 AM,0,13.56002,-4.841175,,0
10/4/2023 5:00:00 AM,0,13.54781,-4.833042,,0
10/4/2023 5:15:00 AM,0,13.51623,-4.799465,,0
10/4/2023 5:30:00 AM,0,13.49716,-4.777586,,0
10/4/2023 5:45:00 AM,0,13.49562,-4.776297,,0
10/4/2023 6:00:00 AM,0,13.51766,-4.80713,,0
10/4/2023 6:15:00 AM,0,13.49638,-4.781108,,0
10/4/2023 6:30:00 AM,0,13.50216,-5.060878,,0
10/4/2023 6:45:00 AM,0,13.48412,-7.18856,,0
10/4/2023 7:00:00 AM,0.4197034,13.4782,-6.475407,,0.7526239
10/4/2023 7:15:00 AM,9.533492,13.52404,4.856312,,12.06503
10/4/2023 7:30:00 AM,43.68078,13.56029,32.76283,,39.11157
10/4/2023 7:45:00 AM,97.50159,13.54699,78.46148,,84.05497
10/4/2023 8:00:00 AM,146.9013,13.5435,133.1592,,140.1904
10/4/2023 8:15:00 AM,200.6865,13.56272,191.6052,,198.3725
10/4/2023 8:30:00 AM,261.1159,13.69148,251.6754,,256.1828
10/4/2023 8:45:00 AM,324.3052,13.68732,313.729,,318.1577
10/4/2023 9:00:00 AM,387.4305,13.65665,373.5397,,377.5325
10/4/2023 9:15:00 AM,450.5196,13.62756,427.8332,,431.689
10/4/2023 9:30:00 AM,506.3217,13.61568,479.1913,,482.4056
10/4/2023 9:45:00 AM,567.3039,13.59519,529.0311,,532.0634
10/4/2023 10:00:00 AM,624.6072,13.59166,576.2466,,578.9061
10/4/2023 10:15:00 AM,680.6589,13.62772,619.6964,,622.252
10/4/2023 10:30:00 AM,737.9689,13.59549,652.9608,,656.1133
10/4/2023 10:45:00 AM,776.707,13.59535,686.3304,,689.3878
10/4/2023 11:00:00 AM,798.847,13.5968,721.0745,,722.9547
10/4/2023 11:15:00 AM,833.4738,13.57928,714.7048,,710.8237
10/4/2023 11:30:00 AM,854.0333,13.57446,686.2345,,677.1182
10/4/2023 11:45:00 AM,724.084,13.56238,661.4926,,647.6631
10/4/2023 12:00:00 PM,931.2095,13.56605,795.0776,,797.0714
10/4/2023 12:15:00 PM,948.7542,13.59056,794.1885,,796.6008
10/4/2023 12:30:00 PM,964.0342,13.71975,797.0359,,800.749
10/4/2023 12:45:00 PM,966.3652,13.7191,807.9444,,810.5162
10/4/2023 1:00:00 PM,956.9474,13.69323,809.5075,,811.7786
10/4/2023 1:15:00 PM,948.6436,13.69596,804.5341,,807.3127
10/4/2023 1:30:00 PM,939.2531,13.6831,791.5771,,794.321
10/4/2023 1:45:00 PM,932.4511,13.68037,781.6501,,784.7479
10/4/2023 2:00:00 PM,916.3439,13.68735,766.2576,,769.3577
10/4/2023 2:15:00 PM,896.6642,13.68651,746.6155,,749.5748
10/4/2023 2:30:00 PM,873.6224,13.66944,729.4766,,731.9346
10/4/2023 2:45:00 PM,840.7563,13.62852,698.8441,,701.7659
10/4/2023 3:00:00 PM,792.8116,13.67567,983.4793,180.4711,669.605
10/4/2023 3:15:00 PM,765.856,13.6661,1257.207,619.001,645.1101
10/4/2023 3:30:00 PM,713.4711,13.66334,1171.545,572.5853,604.9839
10/4/2023 3:45:00 PM,673.7872,13.67513,1050.185,526.8773,535.3878
10/4/2023 4:00:00 PM,661.2314,13.72182,1088.87,536.8597,558.7491
10/4/2023 4:15:00 PM,603.5348,13.67219,872.6499,441.5479,452.5218
10/4/2023 4:30:00 PM,510.0554,13.66466,845.4229,418.205,434.1667
10/4/2023 4:45:00 PM,475.3097,13.66023,787.9597,390.4225,404.9429
10/4/2023 5:00:00 PM,371.4495,13.61562,562.6909,273.9243,306.1308
10/4/2023 5:15:00 PM,282.979,13.60702,471.5171,243.8696,231.816
10/4/2023 5:30:00 PM,249.9026,13.61706,377.2376,190.196,195.5043
10/4/2023 5:45:00 PM,175.382,13.61466,246.5512,125.7814,129.8295
10/4/2023 6:00:00 PM,121.0977,13.61532,153.0049,80.08963,82.64412
10/4/2023 6:15:00 PM,77.02464,13.61111,69.13799,39.39755,40.437
10/4/2023 6:30:00 PM,33.03067,13.63494,15.46206,12.92805,13.13038
10/4/2023 6:45:00 PM,6.514547,13.61112,-6.169906,1.818644,1.944096
10/4/2023 7:00:00 PM,0.224152,13.59177,-9.784444,0,0
10/4/2023 7:15:00 PM,0.0005234205,13.62782,-6.890285,0,0
10/4/2023 7:30:00 PM,0,13.66002,-5.186285,0,0
10/4/2023 7:45:00 PM,0,13.68516,-5.22543,0,0
10/4/2023 8:00:00 PM,0,13.70611,-5.255599,0,0
10/4/2023 8:15:00 PM,0,13.71323,-5.26609,0,0
10/4/2023 8:30:00 PM,0,13.70622,-5.255423,0,0
10/4/2023 8:45:00 PM,0,13.71267,-5.265132,0,0
10/4/2023 9:00:00 PM,0,13.71958,-5.283305,0,0
10/4/2023 9:15:00 PM,0,13.72457,-5.286438,0,0
10/4/2023 9:30:00 PM,0,13.67083,-5.200603,0,0
10/4/2023 9:45:00 PM,0,13.61889,-5.115172,0,0
10/4/2023 10:00:00 PM,0,13.61934,-5.122833,0,0
10/4/2023 10:15:00 PM,0,13.60288,-5.113667,0,0
10/4/2023 10:30:00 PM,0,13.59833,-5.107411,0,0
10/4/2023 10:45:00 PM,0,13.65826,-5.178814,0,0
10/4/2023 11:00:00 PM,0,13.69761,-5.239829,0,0
10/4/2023 11:15:00 PM,0,13.71186,-5.257228,0,0
10/4/2023 11:30:00 PM,0,13.72386,-5.270718,0,0
10/4/2023 11:45:00 PM,0,13.69973,-5.235236,0,0
10/5/2023 12:00:00 AM,0,13.6802,-5.219898,0,0
10/5/2023 12:15:00 AM,0,13.50966,-5.007672,0,0
10/5/2023 12:30:00 AM,0,13.5312,-5.027655,0,0
10/5/2023 12:45:00 AM,0,13.54887,-5.045124,0,0
10/5/2023 1:00:00 AM,0,13.56911,-5.073572,0,0
10/5/2023 1:15:00 AM,0,13.58447,-5.088073,0,0
10/5/2023 1:30:00 AM,0,13.58711,-5.092743,0,0
10/5/2023 1:45:00 AM,0,13.58997,-5.095718,0,0
