Adams Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station (Ambient Temp),Production meter L-N voltage,Production meter active power,"CPS SCH 125 | INV-01, AC Power Output","CPS SCH 125 | INV-02, AC Power Output","CPS SCH 125 | INV-03, AC Power Output","CPS SCH 125 | INV-04, AC Power Output","CPS SCH 125 | INV-05, AC Power Output","CPS SCH 125 | INV-06, AC Power Output","CPS SCH 125 | INV-07, AC Power Output","CPS SCH 125 | INV-08, AC Power Output","CPS SCH 125 | INV-09, AC Power Output","CPS SCH 125 | INV-10, AC Power Output","CPS SCH 125 | INV-11, AC Power Output","CPS SCH 125 | INV-12, AC Power Output","CPS SCH 125 | INV-13, AC Power Output","CPS SCH 125 | INV-14, AC Power Output","CPS SCH 125 | INV-15, AC Power Output","CPS SCH 125 | INV-16, AC Power Output"
10/1/2023 10:30:00 AM,817.798,113.2545,77.9589,3,7.417777,1811.73,,,,,,,110.55,125.458,125.167,125.225,125.225,124.967,124.975,122.25,120.075,113.042
10/1/2023 10:45:00 AM,823.691,115.379,79.2671,2,7.43889,1819.1,,,,,,,111.5,125.5,125.4,125.2,125.267,125.05,125.217,123.642,121.683,116.233
10/1/2023 11:00:00 AM,732.162,116.7565,80.3354,3,7.421943,1697.74,,,,,,,101.742,124.933,125.25,118.192,125.267,121.85,123.733,122.567,120.667,119.558
10/1/2023 11:15:00 AM,836.068,117.9465,80.7582,2,7.44639,1828.31,,,,,,,112.342,125.5,125.433,125.058,125.067,125.1,125.2,125.367,124.892,121.675
10/1/2023 11:30:00 AM,695.269,119.4665,81.7322,2,7.423333,1509.81,,,,,,,109.433,114.217,118.517,111.292,107.808,103.917,109.992,106.1,108.883,113.633
10/1/2023 11:45:00 AM,751.208,111.6825,81.3323,2,7.430553,1517.67,,,,,,,82.2,102.3,102.275,95.6,86.1583,87.4667,97.2583,94.0667,105.925,96.2667
10/1/2023 12:00:00 PM,670.193,111.3,81.1867,2,7.439167,1410.33,,,,,,,86.5083,81.7083,78.0583,85.9167,87.2583,107.858,104.45,103.883,102.808,88.3083
10/1/2023 12:15:00 PM,347.115,101.117,80.7782,2,7.437223,910.698,,,,,,,37.45,57.925,42.9333,41.3667,60.0667,62.7667,44.6333,60.5583,46.2583,47.675
10/1/2023 12:30:00 PM,744.089,109.824,82.1036,2,7.444164,1387.68,,,,,,,91.2083,83.7333,95.7167,98.3667,109.683,102.775,98.7333,116.858,92.125,105.517
10/1/2023 12:45:00 PM,773.621,115.706,83.0605,2,7.451943,1425.92,,,,,,,109.017,107.108,117.775,111.783,105.3,103.408,94.9083,107.533,98.0083,106.242
10/1/2023 1:00:00 PM,322.145,107.2395,82.4378,2,7.440277,820.213,,,,,,,55.0667,51.9917,52.1833,54.7167,49.325,54.8583,41.7917,43.7,40.0667,52.825
10/1/2023 1:15:00 PM,419.473,97.74795,82.1322,3,7.426667,596.055,,,,,,,45.1833,57,56.7583,54.7333,47.5,59.8583,58.125,59.9583,54.55,62.75
10/1/2023 1:30:00 PM,537.467,101.891,82.9234,3,7.47861,1104.12,,,,,,,84.625,69.6667,72.9083,98.975,99.1167,85.1917,85.625,106.183,94.8333,67.8667
10/1/2023 1:45:00 PM,884.483,112.3895,84.7087,3,7.508057,1784.97,,,,,,,120.317,125.517,125.408,124.1,116.2,124,123.867,113.742,121.517,120.583
10/1/2023 2:00:00 PM,901.605,123.646,86.4454,3,7.548053,1709.35,,,,,,,121.458,124.5,125.292,116.742,123.15,124.425,124.4,122.25,119.525,123.717
10/1/2023 2:15:00 PM,659.23,118.251,86.3625,3,7.532777,1357.81,,,,,,,91.4083,93.8667,94.5167,90.1583,98.2833,87.5917,89.2333,89.5833,94.375,95.6
10/1/2023 2:30:00 PM,509.572,117.2075,86.7025,1,7.514723,1092.22,,,,,,,73.3167,67.775,77.975,76.8333,68.225,77.9083,71.8,69.15,75.8667,59.3333
10/1/2023 2:45:00 PM,687.559,108.0155,86.4454,2,7.500003,1379.58,,,,,,,95.6583,89.3167,97.4417,100.792,87.5917,113.675,108.492,84.8083,97.225,100.508
10/1/2023 3:00:00 PM,573.42,115.0195,87.0624,2,7.4975,1076.22,,,,,,,69.0167,83.075,83,81.05,66.3333,71.3917,65.1167,70.5833,63.9167,70.7667
10/1/2023 3:15:00 PM,721.289,107.881,86.4825,2,7.506113,1453.4,,,,,,,87.5083,93.0667,96.2833,96.2583,96.3167,100.608,97.4167,96.2417,100.808,95.325
10/1/2023 3:30:00 PM,822.747,121.895,87.865,2,7.508887,1612.14,,,,,,,100.3,94.5667,110.85,112.2,104.533,120.15,119.342,117.375,118.283,111.158
10/1/2023 3:45:00 PM,194.731,110.9845,86.7482,1,7.472223,466.151,,,,,,,26.0917,28.8667,32.9417,34.7167,32.7167,42.35,44.3917,30.7833,35.7833,29.1083
10/1/2023 4:00:00 PM,700.406,99.27225,86.2283,0,7.49472,1209.57,,,,,,,91.25,83.6333,97.6167,80.1667,80.2917,79.0833,78.8,80.2833,78.6667,83.2667
10/1/2023 4:15:00 PM,870.609,120.8055,87.845,2,7.500557,1679.49,,,,,,,113.583,120.267,116.258,116.817,117.442,123.933,120.658,117.667,120.45,119.775
10/1/2023 4:30:00 PM,380.374,112.7535,87.5994,1,7.470277,793.448,,,,,,,41.4167,52.25,45.05,61.0417,51.6083,63.9,65.675,42.25,59.8167,54.1167
10/1/2023 4:45:00 PM,321.353,98.929,86.2711,1,7.460557,704.472,,,,,,,36.8083,28.8333,48.0917,43.85,45.425,31.3417,44.1917,35.6417,37.2167,30.35
10/1/2023 5:00:00 PM,597.847,104.4335,85.6999,1,7.48389,1196.46,,,,,,,77.9917,82.8833,96.7667,92.5,96.85,98.3583,112.733,101.775,99.4083,70.5333
10/1/2023 5:15:00 PM,666.979,112.886,86.1455,1,7.493057,1405.5,,,,,,,86.3083,98.975,98.5917,85.6,103.217,100.125,93.0917,100.358,84.4333,76.9083
10/1/2023 5:30:00 PM,585.888,110.549,85.2314,2,7.485277,1187.19,,,,,,,79.375,91.5083,68.6583,45.3917,81.4167,86.05,84.7,80.8583,78.7583,67.5583
10/1/2023 5:45:00 PM,445.851,102.8315,84.4173,1,7.48139,830.697,,,,,,,61.1417,67.7333,29.05,14.3667,43.65,61.9833,59.05,60.9083,59.325,51.0167
10/1/2023 6:00:00 PM,327.497,97.40695,84.1259,1,7.45639,543.832,,,,,,,45.4917,33.0167,8.675,7.725,13.1167,32.8,38.9083,44.2167,43.5833,37.5333
10/1/2023 6:15:00 PM,208.885,90.95245,83.3462,0,7.469443,273.685,,,,,,,15.35,7.26667,5.11667,5.25833,6.16667,7.79167,12.8417,21.9417,23.9833,23.5583
10/1/2023 6:30:00 PM,52.0675,82.39685,81.8865,0,7.41,113.664,,,,,,,3.53333,3.85833,3.45833,3.55,3.96667,4.16667,4.325,4.55,6.175,9.60833
10/1/2023 6:45:00 PM,4.73,73.47965,79.2871,0,7.426667,33.4567,,,,,,,2.025,2.30833,2.03333,2.05,2.3,2.3,2.29167,2.15,2.475,2.45833
10/1/2023 7:00:00 PM,-3.7625,67.357,77.1991,0,7.371943,5.81,,,,,,,0.608333,0.708333,0.583333,0.683333,0.708333,0.658333,0.691667,0.491667,0.741667,0.683333
10/1/2023 7:15:00 PM,-6.79083,63.3035,74.9082,0,7.360277,-3.26583,,,,,,,0,0,0,0.0333333,0,0,0,0,0,0
10/1/2023 7:30:00 PM,-6.16833,60.72405,72.5945,0,7.35861,-3.2725,,,,,,,,,,,,,,,,
10/1/2023 7:45:00 PM,-5.24083,59.321,70.8835,0,7.370833,-3.29083,,,,,,,,,,,,,,,,
10/1/2023 8:00:00 PM,-4.38583,58.46955,69.2153,0,7.4025,-3.7675,,,,,,,,,,,,,,,,
10/1/2023 8:15:00 PM,-3.60333,57.8012,67.8956,0,7.390557,-3.35417,,,,,,,,,,,,,,,,
10/1/2023 8:30:00 PM,-2.80417,57.30225,66.6874,0,7.395003,-3.51917,,,,,,,,,,,,,,,,
10/1/2023 8:45:00 PM,-2.25667,56.8033,65.6419,0,7.401113,-3.8075,,,,,,,,,,,,,,,,
10/1/2023 9:00:00 PM,-1.97083,56.21045,64.7792,0,7.417777,-3.46917,,,,,,,,,,,,,,,,
10/1/2023 9:15:00 PM,-1.26667,55.85805,64.0594,0,7.436113,-3.67333,,,,,,,,,,,,,,,,
10/1/2023 9:30:00 PM,-1.21667,55.51695,63.2739,0,7.448887,-3.86,,,,,,,,,,,,,,,,
10/1/2023 9:45:00 PM,-1.20583,55.3293,62.7112,0,7.464443,-3.6025,,,,,,,,,,,,,,,,
10/1/2023 10:00:00 PM,-0.0125,55.8557,62.3998,0,7.480833,-3.75583,,,,,,,,,,,,,,,,
10/1/2023 10:15:00 PM,-1.06083,55.6543,62.0342,0,7.491947,-3.93417,,,,,,,,,,,,,,,,
10/1/2023 10:30:00 PM,-1.14167,54.9196,61.6143,0,7.481943,-3.83417,,,,,,,,,,,,,,,,
10/1/2023 10:45:00 PM,-1.17667,54.68155,61.2401,0,7.490553,-3.6325,,,,,,,,,,,,,,,,
10/1/2023 11:00:00 PM,-1.40167,54.2787,60.9345,0,7.493057,-3.94083,,,,,,,,,,,,,,,,
10/1/2023 11:15:00 PM,-1.1475,54.04525,60.5888,0,7.49722,-3.94333,,,,,,,,,,,,,,,,
10/1/2023 11:30:00 PM,-1.14,53.5692,60.2004,0,7.500833,-3.58833,,,,,,,,,,,,,,,,
10/1/2023 11:45:00 PM,-1.01583,53.1183,59.8205,0,7.497223,-3.8525,,,,,,,,,,,,,,,,
10/2/2023 12:00:00 AM,-0.995,52.77955,59.5291,0,7.503333,-3.955,,,,,,,,,,,,,,,,
10/2/2023 12:15:00 AM,-0.930833,52.3607,59.1635,0,7.502223,-3.905,,,,,,,,,,,,,,,,
10/2/2023 12:30:00 AM,-0.939167,51.96015,58.815,0,7.509167,-3.6775,,,,,,,,,,,,,,,,
10/2/2023 12:45:00 AM,-0.735,51.91665,58.5636,0,7.51528,-3.96333,,,,,,,,,,,,,,,,
10/2/2023 1:00:00 AM,-0.699167,51.6878,58.2751,0,7.512503,-3.96583,,,,,,,,,,,,,,,,
10/2/2023 1:15:00 AM,-0.834167,51.38335,58.0095,0,7.504723,-3.83,,,,,,,,,,,,,,,,
10/2/2023 1:30:00 AM,-0.458333,51.22085,57.7695,0,7.50528,-3.75,,,,,,,,,,,,,,,,
10/2/2023 1:45:00 AM,-0.389167,50.97365,57.521,0,7.505557,-3.955,,,,,,,,,,,,,,,,
10/2/2023 2:00:00 AM,-0.599167,50.97595,57.3096,0,7.50861,-3.96667,,,,,,,,,,,,,,,,
10/2/2023 2:15:00 AM,-0.47,50.64405,57.0811,0,7.443613,-3.83667,,,,,,,,,,,,,,,,
10/2/2023 2:30:00 AM,-0.58,50.4381,56.8812,0,7.41472,-3.56167,,,,,,,,,,,,,,,,
10/2/2023 2:45:00 AM,-0.496667,50.23665,56.6726,0,7.416113,-3.83917,,,,,,,,,,,,,,,,
10/2/2023 3:00:00 AM,-0.495,50.01235,56.4527,0,7.424443,-3.85167,,,,,,,,,,,,,,,,
10/2/2023 3:15:00 AM,-0.555833,49.8819,56.2871,0,7.43111,-3.85667,,,,,,,,,,,,,,,,
10/2/2023 3:30:00 AM,-0.851667,49.74,56.1328,0,7.433057,-3.8225,,,,,,,,,,,,,,,,
10/2/2023 3:45:00 AM,-0.7125,49.39435,55.8214,0,7.430833,-3.58167,,,,,,,,,,,,,,,,
10/2/2023 4:00:00 AM,-0.3175,49.1174,55.6643,0,7.42611,-3.85917,,,,,,,,,,,,,,,,
10/2/2023 4:15:00 AM,-0.759167,49.13115,55.5301,0,7.428613,-3.86333,,,,,,,,,,,,,,,,
10/2/2023 4:30:00 AM,-0.861667,48.8336,55.293,0,7.42889,-3.8625,,,,,,,,,,,,,,,,
10/2/2023 4:45:00 AM,-0.6275,48.60015,55.1159,0,7.431113,-3.81167,,,,,,,,,,,,,,,,
10/2/2023 5:00:00 AM,-0.658333,48.4903,55.0131,0,7.4275,-3.59333,,,,,,,,,,,,,,,,
10/2/2023 5:15:00 AM,-0.853333,48.2866,54.7874,0,7.42,-3.84917,,,,,,,,,,,,,,,,
10/2/2023 5:30:00 AM,-0.3875,48.0829,54.5246,0,7.415553,-3.84667,,,,,,,,,,,,,,,,
10/2/2023 5:45:00 AM,-0.431667,47.92035,54.4275,0,7.410833,-3.83917,,,,,,,,,,,,,,,,
10/2/2023 6:00:00 AM,-0.724167,47.72355,54.2276,0,7.41528,-3.85417,,,,,,,,,,,,,,,,
10/2/2023 6:15:00 AM,-0.375833,47.5885,54.0447,0,7.420553,-3.65417,,,,,,,,,,,,,,,,
10/2/2023 6:30:00 AM,-0.524167,47.54045,53.9248,0,7.415833,-3.73417,,,,,,,,,,,,,,,,
10/2/2023 6:45:00 AM,-0.306667,47.4283,53.7934,0,7.408336,-3.83667,,,,,,,,,,,,,,,,
10/2/2023 7:00:00 AM,0.356667,47.33445,53.6934,0,7.398057,-3.80083,,,,,,,0,0,0,0,0,0,0,0,0,0
10/2/2023 7:15:00 AM,4.7925,47.41455,53.6162,0,7.4075,2.8,,,,,,,0,0.625,0.133333,0.566667,0.608333,0.591667,0.575,0,0.608333,0.00833333
10/2/2023 7:30:00 AM,13.84,47.7533,53.7105,0,7.408887,26.8933,,,,,,,1.76667,2.20833,2.16667,2.13333,2.15,2.13333,2.09167,1.70833,2.06667,1.84167
10/2/2023 7:45:00 AM,23.1658,48.591,53.9933,0,7.401943,69.6725,,,,,,,5.49167,6.45,7.53333,5.95833,3.89167,3.81667,3.65,3.34167,3.54167,3.29167
10/2/2023 8:00:00 AM,72.0225,50.76995,54.6903,0,7.433333,206.644,,,,,,,17.4833,20.1167,21.45,22.9833,13.1833,13.3833,9.16667,10.9767,5.225,4.6
10/2/2023 8:15:00 AM,270.631,60.30745,56.2528,0,7.470557,449.796,,,,,,,34.2333,36.975,39.1917,41.7833,37.7667,38.375,28.8917,,14.625,7.29167
10/2/2023 8:30:00 AM,373.103,69.4101,59.0692,0,7.468613,784.642,,,,,,,51.7833,56.8333,57.775,60.8,59.9,61.6333,57.9167,53.2083,36.3667,17.275
10/2/2023 8:45:00 AM,480.963,76.80755,61.2887,0,7.473887,1091.97,88.225,78.4583,69.9833,83.1833,90.2417,,69.325,76.925,76.0917,80.5833,79.5667,81,81.3,74.4667,60.0167,43.575
10/2/2023 9:00:00 AM,589.401,87.04085,63.5481,0,7.481667,1379.13,99.0167,87.6083,83.3917,94.7667,100.808,,85,96.5,94.625,99.3333,98.125,99.575,99.5,92.75,79.6083,70.2917
10/2/2023 9:15:00 AM,718.604,95.5919,66.4845,0,7.470833,1652.74,116.883,108.675,101.942,115.592,118.442,,101.325,115.975,113.7,117.825,116.333,116.933,116.708,109.242,102.308,89.8
10/2/2023 9:30:00 AM,792.11,102.7375,69.7266,1,7.462223,1781.43,125.042,124.433,110.775,124.917,125.392,,109.925,125.35,125.333,125.258,125.3,125.033,125.217,118.625,115.275,100.2
10/2/2023 9:45:00 AM,812.061,108.08,72.326,2,7.462223,1792.53,125.1,125.3,113.7,125.033,125.4,,110.742,125.5,125.4,125.283,125.3,125.125,125.2,120.008,117.083,104.275
10/2/2023 10:00:00 AM,820.622,114.2895,74.654,2,7.45722,1801.54,125.1,125.3,115.842,125.017,125.417,,111.3,125.5,125.4,125.258,125.283,125.108,125.2,121.292,118.767,107.942
10/2/2023 10:15:00 AM,828.157,115.5865,76.2707,2,7.475277,1811.19,125.083,125.283,118.567,125.075,125.4,,111.933,125.5,125.417,125.233,125.3,125.1,125.2,122.825,120.392,111.467
10/2/2023 10:30:00 AM,823.128,115.532,77.7961,2,7.480277,1814.34,125.1,125.3,119.608,125.008,125.4,,110.183,125.475,125.367,125.2,125.267,125.083,125.217,123.242,120.892,113.575
10/2/2023 10:45:00 AM,816.562,115.294,78.9415,2,7.474443,1810.85,125.1,125.283,119.183,125.017,125.4,,109.758,125.442,125.4,125.217,125.3,125.067,125.125,121.842,120.1,114.642
10/2/2023 11:00:00 AM,830.638,117.0815,80.4126,2,7.476667,1825.32,125.1,125.3,122.583,125.033,125.383,,111.775,125.458,125.383,125.217,125.283,125.1,125.217,124.65,123.133,119.125
10/2/2023 11:15:00 AM,826.968,118.885,81.658,2,7.499443,1828.82,125.05,125.258,122.892,125.033,125.392,,111.042,125.425,125.425,125.208,125.283,122.242,122.975,124.433,119.55,119.367
10/2/2023 11:30:00 AM,763.703,114.406,82.0207,3,7.4775,1621.26,104.117,108.067,118.442,107.383,120.975,,105.55,108.108,104.592,117.083,118.567,97.775,103.6,99.0833,100.358,101.983
10/2/2023 11:45:00 AM,707.01,115.615,82.3721,4,7.466943,1744.33,120.492,114.333,104.95,108.15,109.392,,98.9167,119.875,119.6,123.75,123.475,115.683,112.758,119.367,124.967,124.067
10/2/2023 12:00:00 PM,786.872,114.3875,82.3807,5,7.453057,1811.66,124.1,115.808,118.775,119.308,117.417,,110.375,117.908,108.192,122.608,124.308,124.383,125.208,120.858,118.875,106.058
10/2/2023 12:15:00 PM,797.372,114.765,82.4921,4,7.470833,1700.88,114.592,114.483,117.567,119.375,117.575,,100.583,122.408,121.392,123.267,124.958,116.558,117.467,118.017,109.5,113.142
10/2/2023 12:30:00 PM,799.304,113.674,82.4035,5,7.478053,1629.13,113.992,108.092,113.65,107.008,108.158,,106.483,108.275,121.092,110.1,117.017,108.617,108.675,103.358,117.15,108.55
10/2/2023 12:45:00 PM,675.023,109.698,82.1921,5,7.458333,1322.76,100.908,79.65,84.65,86.4167,92.5833,,87.3417,85.9083,98.525,87.3667,84.55,81.8333,89.3417,87.4083,95.825,92.4
10/2/2023 1:00:00 PM,604.474,104.752,82.3892,3,7.440553,1296.55,103.717,90.3917,94.55,89.525,99.025,,90.45,100.008,104.158,88.925,85.275,64.075,77.6167,92.0083,77.3167,75.0667
10/2/2023 1:15:00 PM,837.658,112.298,83.8946,2,7.44222,1838.08,125.1,125.183,125.425,125.033,125.45,,112.158,125.475,125.483,125.292,125.258,125.1,125.217,125.35,125.4,125.175
10/2/2023 1:30:00 PM,865.378,117.249,84.3316,3,7.476667,1821.39,124.483,124.258,122.283,118.45,118.417,,115.367,120.9,122.892,122.317,123.208,125.108,125.242,122.458,125.375,125.025
10/2/2023 1:45:00 PM,768.162,113.605,83.7403,4,7.51722,1624.69,106.792,119.492,116.35,111.825,111.825,,107.467,96.4333,112.292,101.433,118.692,101.592,102.625,99.5333,109.142,102.275
10/2/2023 2:00:00 PM,777.972,109.853,84.6744,3,7.567777,1650.6,114.975,118.45,122.125,123.458,124.808,,105.883,117.908,114.592,103.808,108.308,108.717,105.942,97.3667,111.2,107.008
10/2/2023 2:15:00 PM,737.706,115.6485,85.3428,3,7.561387,1746.33,109.483,105.375,123.192,108.983,110.833,,103.75,109.675,106.233,102.742,109.217,109.883,124.608,110.542,116.642,116.142
10/2/2023 2:30:00 PM,841.047,113.525,85.857,3,7.548887,1809.46,125.083,120.908,124.55,118.917,120.517,,112.883,117.117,116.2,117.108,109.483,119.917,119.217,119.567,102.908,115.258
10/2/2023 2:45:00 PM,756.102,117.5005,85.8227,4,7.528336,1709.46,123.283,107.925,117.167,115.525,117.583,,105.725,114.283,109.433,118.4,123.375,117.717,117.5,121.308,125.1,121.15
10/2/2023 3:00:00 PM,587.164,113.1605,85.3171,3,7.520557,1465.47,100.733,88.0583,110.667,105.667,114.667,,87.6167,93.4917,96.875,91.1917,107.658,80.2167,91.6583,77.9833,93.5417,105.333
10/2/2023 3:15:00 PM,864.761,116.1065,86.2711,3,7.517223,1830.53,125.1,125.3,125.225,125.092,125.442,,115.375,125.308,124.933,124.683,122.867,124.475,122.725,124.775,122.608,119.758
10/2/2023 3:30:00 PM,856.64,119.698,86.8653,2,7.50639,1832.11,125.092,125.3,123.633,125.092,125.408,,114.1,125.517,125.417,125.275,125.3,125.125,125.233,125.425,124.992,118.45
10/2/2023 3:45:00 PM,862.954,121.737,87.1424,2,7.501113,1828.73,125.092,125.3,122.383,125.108,125.417,,114.833,125.517,125.458,125.283,125.3,125.117,125.242,125.408,124.658,116.15
10/2/2023 4:00:00 PM,811.748,124.2575,87.7536,2,7.499447,1791,124.567,125.258,117.117,116.45,119.708,,114.75,117.4,125.308,114.783,124.183,124.842,123.95,122.275,124.042,110.275
10/2/2023 4:15:00 PM,794.393,123.472,87.6594,2,7.493053,1704.47,112.642,113.467,116.867,121.367,122.858,,111.958,124.358,125.175,124.308,119.017,120.667,123.092,119.775,119.867,108.158
10/2/2023 4:30:00 PM,764.206,119.8375,87.3995,3,7.498057,1784.44,105.092,110.892,110.683,121.583,118.217,,99.0083,123.192,124.933,115.142,124.983,118.158,124.233,108.242,116.125,102.483
