Timestamp,POA Sensor,Weather station ambient temperature,Max wind speed - Weather Station (StandardPOA CMP-3),Production meter L-N voltage,Production meter active power,"SMA Kodiak SC-1850 - A1, AC Real Power","SMA Kodiak SC-1850 - B1, AC Real Power","SMA Kodiak SC-1850 - C1, AC Real Power"
10/1/2023 12:00:00 AM,0,59.31673,0,20.56721,-7.353945,0,0,0
10/1/2023 12:15:00 AM,0,58.31501,0,20.5704,-7.362137,0,0,0
10/1/2023 12:30:00 AM,0,57.43151,0,20.59229,-7.387127,0,0,0
10/1/2023 12:45:00 AM,0,57.04743,0,20.6069,-7.397736,0,0,0
10/1/2023 1:00:00 AM,0,56.91558,0,20.58874,-7.361617,0,0,0
10/1/2023 1:15:00 AM,0,57.18665,0,20.58691,-7.371387,0,0,0
10/1/2023 1:30:00 AM,0,57.77999,0,20.60784,-7.394528,0,0,0
10/1/2023 1:45:00 AM,0,59.42125,1,20.62958,-7.41421,0,0,0
10/1/2023 2:00:00 AM,0,59.94278,1,20.61722,-7.402252,0,0,0
10/1/2023 2:15:00 AM,0,59.71478,0,20.63143,-7.408122,0,0,0
10/1/2023 2:30:00 AM,0,59.60122,0,20.63474,-7.40221,0,0,0
10/1/2023 2:45:00 AM,0,59.42524,0,20.56887,-7.357017,0,0,0
10/1/2023 3:00:00 AM,0,59.47945,1,20.52542,-7.314484,0,0,0
10/1/2023 3:15:00 AM,0,59.49632,0,20.55758,-7.342762,0,0,0
10/1/2023 3:30:00 AM,0,59.30825,0,20.55855,-7.352532,0,0,0
10/1/2023 3:45:00 AM,0,59.03009,0,20.54522,-7.342708,0,0,0
10/1/2023 4:00:00 AM,0,58.18007,0,20.55238,-7.341988,0,0,0
10/1/2023 4:15:00 AM,0,57.10601,0,20.56445,-7.357305,0,0,0
10/1/2023 4:30:00 AM,0,56.81894,0,20.56402,-7.357126,0,0,0
10/1/2023 4:45:00 AM,0,56.81212,0,20.57576,-7.350406,0,0,0
10/1/2023 5:00:00 AM,0,56.94115,0,20.58104,-7.361664,0,0,0
10/1/2023 5:15:00 AM,0,57.44994,0,20.58828,-7.377084,0,0,0
10/1/2023 5:30:00 AM,0,57.12139,0,20.57826,-7.371931,0,0,0
10/1/2023 5:45:00 AM,0,56.64974,0,20.56655,-7.357544,0,0,0
10/1/2023 6:00:00 AM,0,55.97976,0,20.51372,-7.308259,0,0,0
10/1/2023 6:15:00 AM,0,55.20528,0,20.50052,-7.299867,0,0,0
10/1/2023 6:30:00 AM,0,54.94444,0,20.47777,-7.295162,0,0,0
10/1/2023 6:45:00 AM,0.03403315,55.43627,0,20.48708,-7.296,0,0,0
10/1/2023 7:00:00 AM,4.136384,55.50639,0,20.47781,0.4340509,3,3,2
10/1/2023 7:15:00 AM,29.16267,55.71006,0,20.45749,98.34019,35,40,34
10/1/2023 7:30:00 AM,73.02945,57.73354,0,20.48338,290.6665,99,109,96
10/1/2023 7:45:00 AM,131.6351,59.56269,0,20.50303,571.5107,193,207,186
10/1/2023 8:00:00 AM,191.2807,60.32147,1,20.51453,904.4666,304,325,291
10/1/2023 8:15:00 AM,249.767,61.18684,2,20.51247,1258.187,422,451,403
10/1/2023 8:30:00 AM,309.0997,61.96528,3,20.52806,1619.43,543,585,517
10/1/2023 8:45:00 AM,369.6133,63.01051,1,20.52491,1995.444,667,720,637
10/1/2023 9:00:00 AM,428.1423,64.29537,2,20.50681,2351.635,786,844,751
10/1/2023 9:15:00 AM,484.8009,65.74507,1,20.48879,2675.05,892,960,855
10/1/2023 9:30:00 AM,540.858,67.28622,2,20.47496,2977.621,995,1068,951
10/1/2023 9:45:00 AM,595.5218,68.43581,4,20.45271,3280.371,1098,1178,1044
10/1/2023 10:00:00 AM,647.2585,69.56236,4,20.44207,3552.513,1188,1278,1131
10/1/2023 10:15:00 AM,697.562,70.73228,4,20.41825,3801.982,1271,1368,1215
10/1/2023 10:30:00 AM,739.3539,71.97479,4,20.40684,4006.56,1338,1439,1285
10/1/2023 10:45:00 AM,784.2468,73.02811,5,20.39947,4225.364,1407,1522,1357
10/1/2023 11:00:00 AM,832.8616,73.68327,5,20.37713,4318.106,1341,1546,1383
10/1/2023 11:15:00 AM,882.9426,74.68392,4,20.34621,4258.231,1438,1644,1470
10/1/2023 11:30:00 AM,576.6974,75.25655,4,20.35509,3280.837,1013,1012,1021
10/1/2023 11:45:00 AM,812.4631,75.52326,5,20.3782,3521.214,1442,1372,1298
10/1/2023 12:00:00 PM,928.847,76.02248,4,20.34209,4645.57,1619,1622,1561
10/1/2023 12:15:00 PM,967.8704,76.74592,4,20.39673,4848.408,1666,1666,1611
10/1/2023 12:30:00 PM,926.3044,77.93152,4,20.36369,4097.5,1609,1594,1315
10/1/2023 12:45:00 PM,894.4032,78.70245,4,20.37132,3855.41,1422,1424,1132
10/1/2023 1:00:00 PM,810.4208,78.77486,4,20.35117,3537.247,1238,1313,1301
10/1/2023 1:15:00 PM,851.1048,78.44026,4,20.36462,3497.305,1305,1348,995
10/1/2023 1:30:00 PM,977.0192,79.22579,5,20.34168,4836.08,1617,1541,1595
10/1/2023 1:45:00 PM,739.4479,79.45538,4,20.34327,3623.605,1244,1335,1123
10/1/2023 2:00:00 PM,923.6445,79.15275,5,20.34619,4036.492,1301,1623,1401
10/1/2023 2:15:00 PM,902.502,79.61743,5,20.39006,4670.025,1582,1638,1453
10/1/2023 2:30:00 PM,779.7831,79.79085,4,20.37279,3992.541,1354,1343,1230
10/1/2023 2:45:00 PM,687.1069,80.18549,4,20.43496,4270.407,1275,1333,1373
10/1/2023 3:00:00 PM,759.4996,80.02374,4,20.38472,3942.956,1323,1418,1262
10/1/2023 3:15:00 PM,512.4387,80.00938,4,20.3689,3124.028,1042,1215,1047
10/1/2023 3:30:00 PM,567.2856,79.75252,4,20.3802,2757.663,1001,1045,792
10/1/2023 3:45:00 PM,530.877,80.03948,3,20.41419,3212.495,896,1079,1061
10/1/2023 4:00:00 PM,463.1404,79.70031,3,20.39995,2228.18,803,846,757
10/1/2023 4:15:00 PM,491.0023,78.9136,3,20.41604,2587.266,875,943,834
10/1/2023 4:30:00 PM,420.8231,78.98237,3,20.41937,2203.864,734,789,699
10/1/2023 4:45:00 PM,367.354,78.79855,3,20.44487,1912.866,639,688,607
10/1/2023 5:00:00 PM,286.0873,78.27936,3,20.4199,1466.658,490,526,462
10/1/2023 5:15:00 PM,224.3623,77.58257,1,20.39948,1126.889,378,405,356
10/1/2023 5:30:00 PM,176.5681,76.85127,1,20.38509,874.2509,295,316,272
10/1/2023 5:45:00 PM,123.4209,76.04953,1,20.35913,597.0551,202,217,182
10/1/2023 6:00:00 PM,80.79668,75.05938,0,20.35077,386.5642,132,142,114
10/1/2023 6:15:00 PM,41.75391,73.56065,0,20.3172,210.5283,73,77,63
10/1/2023 6:30:00 PM,12.18828,71.26612,0,20.29749,81.45712,28,30,26
10/1/2023 6:45:00 PM,0.3364478,68.43141,0,20.29866,9.300376,5,5,4
10/1/2023 7:00:00 PM,0,65.58249,0,20.30059,-7.076896,0,0,0
10/1/2023 7:15:00 PM,0,63.53019,0,20.28415,-7.135923,0,0,0
10/1/2023 7:30:00 PM,0,62.10479,0,20.31676,-7.120598,0,0,0
10/1/2023 7:45:00 PM,0,61.15884,0,20.3596,-7.110529,0,0,0
10/1/2023 8:00:00 PM,0,60.4015,0,20.35903,-7.153483,0,0,0
10/1/2023 8:15:00 PM,0,59.73677,0,20.36079,-7.170497,0,0,0
10/1/2023 8:30:00 PM,0,59.13567,0,20.3745,-7.195975,0,0,0
10/1/2023 8:45:00 PM,0,58.62494,0,20.36085,-7.181858,0,0,0
10/1/2023 9:00:00 PM,0,58.34237,0,20.34,-7.152719,0,0,0
10/1/2023 9:15:00 PM,0,58.13342,0,20.35154,-7.169828,0,0,0
10/1/2023 9:30:00 PM,0,57.85612,0,20.3703,-7.169033,0,0,0
10/1/2023 9:45:00 PM,0,57.40203,0,20.40149,-7.195736,0,0,0
10/1/2023 10:00:00 PM,0,57.44657,0,20.41831,-7.228234,0,0,0
10/1/2023 10:15:00 PM,0,57.2069,0,20.42948,-7.233165,0,0,0
10/1/2023 10:30:00 PM,0,57.02445,0,20.43573,-7.238816,0,0,0
10/1/2023 10:45:00 PM,0,56.75705,0,20.44651,-7.235692,0,0,0
10/1/2023 11:00:00 PM,0,56.42411,0,20.4849,-7.268675,0,0,0
10/1/2023 11:15:00 PM,0,56.31285,0,20.51147,-7.293778,0,0,0
10/1/2023 11:30:00 PM,0,56.18433,0,20.52481,-7.29974,0,0,0
10/1/2023 11:45:00 PM,0,55.8149,0,20.53022,-7.320042,0,0,0
10/2/2023 12:00:00 AM,0,55.51012,0,20.5348,-7.316919,0,0,0
10/2/2023 12:15:00 AM,0,55.45771,0,20.53631,-7.312984,0,0,0
10/2/2023 12:30:00 AM,0,55.4069,0,20.56037,-7.335719,0,0,0
10/2/2023 12:45:00 AM,0,55.41457,0,20.59514,-7.366828,0,0,0
10/2/2023 1:00:00 AM,0,55.25282,0,20.59464,-7.360651,0,0,0
10/2/2023 1:15:00 AM,0,55.07249,0,20.56757,-7.34372,0,0,0
10/2/2023 1:30:00 AM,0,54.91714,0,20.58965,-7.365149,0,0,0
10/2/2023 1:45:00 AM,0,54.84664,0,20.61465,-7.398501,0,0,0
10/2/2023 2:00:00 AM,0,54.90561,0,20.61419,-7.387735,0,0,0
10/2/2023 2:15:00 AM,0,54.68409,0,20.61455,-7.392645,0,0,0
10/2/2023 2:30:00 AM,0,54.41318,0,20.57581,-7.35245,0,0,0
10/2/2023 2:45:00 AM,0,54.4288,0,20.55476,-7.331697,0,0,0
10/2/2023 3:00:00 AM,0,53.99662,0,20.55798,-7.337412,0,0,0
10/2/2023 3:15:00 AM,0,53.72388,0,20.56606,-7.351851,0,0,0
10/2/2023 3:30:00 AM,0,53.59717,0,20.56719,-7.353644,0,0,0
10/2/2023 3:45:00 AM,0,53.60865,0,20.55752,-7.34726,0,0,0
10/2/2023 4:00:00 AM,0,53.75151,0,20.54638,-7.341143,0,0,0
10/2/2023 4:15:00 AM,0,54.70079,0,20.54005,-7.321191,0,0,0
10/2/2023 4:30:00 AM,0,54.95963,0,20.53553,-7.316257,0,0,0
10/2/2023 4:45:00 AM,0,56.98793,1,20.52106,-7.309999,0,0,0
10/2/2023 5:00:00 AM,0,57.81124,1,20.48358,-7.260261,0,0,0
10/2/2023 5:15:00 AM,0,57.8544,0,20.45854,-7.25303,0,0,0
10/2/2023 5:30:00 AM,0,57.91301,1,20.43433,-7.237572,0,0,0
10/2/2023 5:45:00 AM,0,58.00497,2,20.41151,-7.211697,0,0,0
10/2/2023 6:00:00 AM,0,57.97215,1,20.36108,-7.165154,0,0,0
10/2/2023 6:15:00 AM,0,57.7798,1,20.30374,-7.129401,0,0,0
10/2/2023 6:30:00 AM,0,57.58561,1,20.23567,-7.067366,0,0,0
10/2/2023 6:45:00 AM,0,56.93134,0,20.21631,-7.067051,0,0,0
10/2/2023 7:00:00 AM,3.60955,56.46355,0,20.24755,1.870976,4,3,2
10/2/2023 7:15:00 AM,25.82048,56.83768,0,20.23892,97.70437,35,37,31
10/2/2023 7:30:00 AM,73.42095,58.29055,0,20.30142,279.1406,95,102,92
10/2/2023 7:45:00 AM,133.8474,59.80308,1,20.39255,545.7704,184,197,177
10/2/2023 8:00:00 AM,184.0939,60.05369,2,20.4301,870.6489,293,313,281
10/2/2023 8:15:00 AM,239.6431,60.86067,2,20.45045,1224.622,411,439,393
10/2/2023 8:30:00 AM,302.5601,61.87243,2,20.47492,1586.502,531,569,507
10/2/2023 8:45:00 AM,363.7249,63.24885,2,20.46811,1960.895,655,703,626
10/2/2023 9:00:00 AM,424.094,64.72911,2,20.45617,2317.436,774,831,740
10/2/2023 9:15:00 AM,481.4833,66.1628,3,20.42604,2643.753,884,948,844
10/2/2023 9:30:00 AM,536.1573,67.53722,2,20.40805,2952.855,986,1060,942
10/2/2023 9:45:00 AM,592.6565,68.96814,3,20.38967,3244.851,1083,1164,1036
10/2/2023 10:00:00 AM,646.5237,70.37289,2,20.37315,3522.343,1177,1262,1126
10/2/2023 10:15:00 AM,695.8603,71.36659,3,20.34612,3768.787,1260,1353,1205
10/2/2023 10:30:00 AM,738.673,72.1899,3,20.33777,3977.304,1328,1432,1274
10/2/2023 10:45:00 AM,779.3816,72.924,3,20.31632,4156.144,1384,1496,1334
10/2/2023 11:00:00 AM,814.0069,74.00157,2,20.29966,4306.985,1434,1551,1380
10/2/2023 11:15:00 AM,847.358,75.00795,2,20.29252,4438.345,1480,1598,1421
10/2/2023 11:30:00 AM,876.8922,76.12427,2,20.27368,4572.986,1524,1649,1465
10/2/2023 11:45:00 AM,901.6636,76.93726,2,20.26957,4643.005,1551,1666,1490
10/2/2023 12:00:00 PM,920.7177,77.72791,3,20.28,4687.839,1576,1667,1512
10/2/2023 12:15:00 PM,933.9787,78.48203,4,20.29471,4722.581,1594,1666,1531
10/2/2023 12:30:00 PM,940.3464,78.96302,3,20.29334,4759.121,1613,1666,1551
10/2/2023 12:45:00 PM,942.701,79.51712,3,20.28028,4761.759,1611,1666,1553
10/2/2023 1:00:00 PM,941.1263,79.71597,4,20.2627,4763.609,1616,1666,1548
10/2/2023 1:15:00 PM,933.9704,79.99268,3,20.2542,4747.938,1605,1667,1543
10/2/2023 1:30:00 PM,921.5649,80.43871,4,20.24732,4717.604,1588,1666,1529
10/2/2023 1:45:00 PM,909.0187,80.769,4,20.25731,4688.14,1574,1665,1513
10/2/2023 2:00:00 PM,887.3269,80.60195,4,20.25689,4606.834,1542,1656,1473
10/2/2023 2:15:00 PM,865.8273,80.73116,3,20.25726,4496.538,1502,1619,1435
10/2/2023 2:30:00 PM,837.8846,81.16112,3,20.25273,4374.176,1458,1570,1399
10/2/2023 2:45:00 PM,807.651,81.16031,3,20.25125,4239.792,1412,1522,1354
10/2/2023 3:00:00 PM,769.3497,81.36946,4,20.24765,4046.01,1347,1455,1292
10/2/2023 3:15:00 PM,729.8224,81.42419,4,20.2542,3852.076,1282,1385,1230
10/2/2023 3:30:00 PM,682.3547,81.40071,3,20.26,3605.378,1198,1298,1151
10/2/2023 3:45:00 PM,636.526,81.32133,4,20.26296,3375.979,1125,1214,1077
10/2/2023 4:00:00 PM,586.787,81.21736,3,20.28558,3107.391,1035,1114,991
10/2/2023 4:15:00 PM,528.4356,81.04227,4,20.31191,2792.145,931,999,889
10/2/2023 4:30:00 PM,471.5089,80.73399,4,20.358,2486.931,831,891,788
10/2/2023 4:45:00 PM,409.0008,80.49583,3,20.37239,2164.957,720,773,687
10/2/2023 5:00:00 PM,348.7208,80.23862,3,20.38648,1822.392,607,650,576
10/2/2023 5:15:00 PM,289.9597,79.73673,4,20.37943,1462.746,489,522,464
10/2/2023 5:30:00 PM,226.4339,79.15803,3,20.38284,1090.187,369,393,335
10/2/2023 5:45:00 PM,164.6614,78.48592,2,20.36091,709.4062,257,274,204
10/2/2023 6:00:00 PM,108.7509,77.53492,2,20.29134,423.6471,157,167,101
10/2/2023 6:15:00 PM,56.96854,76.35732,1,20.23761,192.4435,78,72,44
10/2/2023 6:30:00 PM,13.96697,74.74922,1,20.21548,63.74209,24,24,19
10/2/2023 6:45:00 PM,0.3849183,72.67819,1,20.20127,7.609949,4,5,4
10/2/2023 7:00:00 PM,0,69.61572,0,20.09751,-6.897436,0,0,0
10/2/2023 7:15:00 PM,0,66.45027,0,20.11655,-6.947873,0,0,0
10/2/2023 7:30:00 PM,0,64.5701,0,20.144,-6.983562,0,0,0
10/2/2023 7:45:00 PM,0,63.30299,0,20.19633,-7.022489,0,0,0
10/2/2023 8:00:00 PM,0,62.36906,0,20.23561,-7.069061,0,0,0
10/2/2023 8:15:00 PM,0,61.64096,0,20.25674,-7.067821,0,0,0
10/2/2023 8:30:00 PM,0,61.12532,0,20.30744,-7.10305,0,0,0
10/2/2023 8:45:00 PM,0,60.59792,0,20.34088,-7.144704,0,0,0
10/2/2023 9:00:00 PM,0,60.28526,0,20.35329,-7.16884,0,0,0
10/2/2023 9:15:00 PM,0,59.87986,0,20.31808,-7.131769,0,0,0
10/2/2023 9:30:00 PM,0,59.54493,0,20.32183,-7.131,0,0,0
10/2/2023 9:45:00 PM,0,59.26196,0,20.33867,-7.151117,0,0,0
10/2/2023 10:00:00 PM,0,58.8735,0,20.33035,-7.145095,0,0,0
10/2/2023 10:15:00 PM,0,58.35274,0,20.33033,-7.135162,0,0,0
10/2/2023 10:30:00 PM,0,58.16913,0,20.35492,-7.157392,0,0,0
10/2/2023 10:45:00 PM,0,58.02526,0,20.38634,-7.18386,0,0,0
10/2/2023 11:00:00 PM,0,57.88947,0,20.45901,-7.231676,0,0,0
10/2/2023 11:15:00 PM,0,57.58932,0,20.48504,-7.26251,0,0,0
10/2/2023 11:30:00 PM,0,57.36708,0,20.51004,-7.29676,0,0,0
10/2/2023 11:45:00 PM,0,57.11832,0,20.4867,-7.27804,0,0,0
10/3/2023 12:00:00 AM,0,56.9644,0,20.49232,-7.286351,0,0,0
10/3/2023 12:15:00 AM,0,56.5727,0,20.55408,-7.347517,0,0,0
10/3/2023 12:30:00 AM,0,56.46964,0,20.61489,-7.372692,0,0,0
10/3/2023 12:45:00 AM,0,56.43473,0,20.61445,-7.387143,0,0,0
10/3/2023 1:00:00 AM,0,56.22515,0,20.56693,-7.359267,0,0,0
10/3/2023 1:15:00 AM,0,55.95167,0,20.53127,-7.315634,0,0,0
10/3/2023 1:30:00 AM,0,55.87223,0,20.50124,-7.276382,0,0,0
10/3/2023 1:45:00 AM,0,55.81593,0,20.48111,-7.277146,0,0,0
10/3/2023 2:00:00 AM,0,55.68836,0,20.47144,-7.260388,0,0,0
10/3/2023 2:15:00 AM,0,55.57815,0,20.47652,-7.256875,0,0,0
10/3/2023 2:30:00 AM,0,55.5914,0,20.49408,-7.28585,0,0,0
10/3/2023 2:45:00 AM,0,55.35183,0,20.53114,-7.314739,0,0,0
10/3/2023 3:00:00 AM,0,54.98336,0,20.53488,-7.314759,0,0,0
10/3/2023 3:15:00 AM,0,55.10123,0,20.54791,-7.330613,0,0,0
10/3/2023 3:30:00 AM,0,56.3601,1,20.54228,-7.332694,0,0,0
10/3/2023 3:45:00 AM,0,56.20084,0,20.53941,-7.31235,0,0,0
10/3/2023 4:00:00 AM,0,55.46767,0,20.53246,-7.308624,0,0,0
10/3/2023 4:15:00 AM,0,55.10345,0,20.52549,-7.311823,0,0,0
10/3/2023 4:30:00 AM,0,54.74122,0,20.54283,-7.333655,0,0,0
10/3/2023 4:45:00 AM,0,54.36741,0,20.52957,-7.326026,0,0,0
10/3/2023 5:00:00 AM,0,54.09098,0,20.49472,-7.290419,0,0,0
10/3/2023 5:15:00 AM,0,53.99892,0,20.50103,-7.285585,0,0,0
10/3/2023 5:30:00 AM,0,54.10924,0,20.48661,-7.275981,0,0,0
10/3/2023 5:45:00 AM,0,54.72943,0,20.49093,-7.281892,0,0,0
10/3/2023 6:00:00 AM,0,55.09154,0,20.41069,-7.208219,0,0,0
10/3/2023 6:15:00 AM,0,55.0105,0,20.37057,-7.197068,0,0,0
10/3/2023 6:30:00 AM,0,54.98149,0,20.35394,-7.174098,0,0,0
10/3/2023 6:45:00 AM,0.002306094,55.63915,0,20.37542,-7.196178,0,0,0
10/3/2023 7:00:00 AM,3.828981,55.69239,0,20.32545,-0.7163141,3,2,2
10/3/2023 7:15:00 AM,21.20894,56.30274,0,20.36494,86.57933,31,33,29
10/3/2023 7:30:00 AM,58.68855,57.63496,0,20.42138,251.1701,86,92,82
10/3/2023 7:45:00 AM,109.6362,59.24647,0,20.48679,480.7974,162,174,155
10/3/2023 8:00:00 AM,159.5943,60.24203,0,20.50999,761.9163,256,274,245
10/3/2023 8:15:00 AM,216.9055,61.06153,0,20.53003,1090.896,371,396,353
10/3/2023 8:30:00 AM,277.4346,62.35802,1,20.54639,1437.896,487,519,463
10/3/2023 8:45:00 AM,339.2566,63.55726,0,20.52879,1835.733,606,649,578
10/3/2023 9:00:00 AM,397.0522,64.8835,1,20.51133,2155.186,721,772,688
10/3/2023 9:15:00 AM,453.2756,66.48091,1,20.50462,2470.518,826,885,788
10/3/2023 9:30:00 AM,506.3171,68.06424,1,20.48732,2754.93,921,988,879
10/3/2023 9:45:00 AM,558.603,69.54308,1,20.47394,3024.844,1011,1085,966
10/3/2023 10:00:00 AM,609.6028,70.97575,2,20.46027,3293.434,1099,1182,1054
10/3/2023 10:15:00 AM,660.3467,72.23241,2,20.42767,3526.369,1181,1268,1125
10/3/2023 10:30:00 AM,708.0756,73.29047,2,20.38272,3747.484,1254,1346,1197
10/3/2023 10:45:00 AM,749.9905,74.19267,2,20.37175,3954.606,1322,1421,1263
10/3/2023 11:00:00 AM,786.6536,74.98127,2,20.36805,4122.424,1376,1483,1321
10/3/2023 11:15:00 AM,818.7228,75.64496,3,20.37026,4288.875,1428,1546,1377
10/3/2023 11:30:00 AM,846.9423,76.08826,3,20.35366,4415.812,1471,1591,1416
10/3/2023 11:45:00 AM,874.0742,76.50969,2,20.34507,4517.748,1506,1626,1447
10/3/2023 12:00:00 PM,894.4147,77.2412,1,20.32056,4604.84,1533,1659,1478
10/3/2023 12:15:00 PM,908.7149,77.88569,3,20.2987,4663.036,1561,1665,1502
10/3/2023 12:30:00 PM,923.2236,78.47123,2,20.33156,4690.286,1572,1666,1516
10/3/2023 12:45:00 PM,933.9025,78.9457,3,20.29069,4705.219,1585,1666,1519
10/3/2023 1:00:00 PM,942.7095,79.4565,3,20.34573,4718.999,1601,1666,1527
10/3/2023 1:15:00 PM,964.4931,79.83963,2,20.36539,4791.517,1628,1667,1565
10/3/2023 1:30:00 PM,931.6285,79.94398,2,20.3099,4069.658,1244,1377,1376
10/3/2023 1:45:00 PM,582.4245,79.98112,2,20.32443,2537.604,937,826,657
10/3/2023 2:00:00 PM,975.915,80.49705,2,20.32803,4432.431,1652,1593,1350
10/3/2023 2:15:00 PM,714.1008,81.25111,2,20.33059,3998.741,1251,1411,1371
10/3/2023 2:30:00 PM,709.4246,80.56044,2,20.3373,3687.552,1144,1297,1249
10/3/2023 2:45:00 PM,335.376,79.49361,3,20.30675,1715.429,552,580,534
10/3/2023 3:00:00 PM,717.657,79.46928,2,20.35425,3458.181,1282,1253,1073
10/3/2023 3:15:00 PM,752.7167,80.42648,3,20.37411,3895.011,1293,1411,1254
10/3/2023 3:30:00 PM,663.3598,80.87833,2,20.36372,3594.352,1167,1260,1159
10/3/2023 3:45:00 PM,398.231,79.53323,3,20.37229,1729.171,735,573,510
10/3/2023 4:00:00 PM,591.0876,79.81176,2,20.36956,2882.012,1024,1079,944
10/3/2023 4:15:00 PM,539.8027,80.08916,3,20.38886,2848.958,950,1020,905
10/3/2023 4:30:00 PM,434.7169,80.05221,2,20.44947,2407.135,771,825,790
10/3/2023 4:45:00 PM,330.7493,79.63165,2,20.4471,1896.028,685,703,613
10/3/2023 5:00:00 PM,347.4808,79.34904,4,20.46914,1794.908,597,640,568
10/3/2023 5:15:00 PM,278.7269,78.98393,3,20.4357,1408.618,470,501,443
10/3/2023 5:30:00 PM,219.8187,78.71444,1,20.42326,1075.809,364,388,328
10/3/2023 5:45:00 PM,157.2047,78.10905,1,20.40839,711.2296,248,267,200
10/3/2023 6:00:00 PM,97.68839,77.12014,1,20.31178,388.7195,143,153,96
10/3/2023 6:15:00 PM,48.36586,75.83432,0,20.18279,174.901,69,64,44
10/3/2023 6:30:00 PM,8.071025,73.1143,0,20.12906,57.75843,21,22,18
10/3/2023 6:45:00 PM,0,69.8158,0,20.13447,3.413286,3,3,2
10/3/2023 7:00:00 PM,0,67.26788,0,20.13101,-6.954054,0,0,0
10/3/2023 7:15:00 PM,0,65.5177,0,20.17604,-7.027894,0,0,0
10/3/2023 7:30:00 PM,0,64.05907,0,20.22762,-7.059715,0,0,0
10/3/2023 7:45:00 PM,0,63.03532,0,20.23205,-7.059174,0,0,0
10/3/2023 8:00:00 PM,0,62.13627,0,20.29563,-7.123164,0,0,0
10/3/2023 8:15:00 PM,0,61.50714,0,20.29872,-7.129129,0,0,0
10/3/2023 8:30:00 PM,0,61.05835,0,20.34475,-7.160681,0,0,0
10/3/2023 8:45:00 PM,0,60.47687,0,20.34972,-7.173452,0,0,0
10/3/2023 9:00:00 PM,0,60.02502,0,20.40056,-7.216953,0,0,0
10/3/2023 9:15:00 PM,0,59.66471,0,20.3441,-7.161762,0,0,0
10/3/2023 9:30:00 PM,0,59.38549,0,20.38492,-7.184085,0,0,0
10/3/2023 9:45:00 PM,0,59.18385,0,20.40991,-7.196269,0,0,0
10/3/2023 10:00:00 PM,0,58.94693,0,20.43391,-7.220523,0,0,0
10/3/2023 10:15:00 PM,0,58.60605,0,20.43415,-7.235101,0,0,0
10/3/2023 10:30:00 PM,0,58.52573,0,20.47376,-7.256306,0,0,0
10/3/2023 10:45:00 PM,0,58.14109,0,20.48917,-7.278957,0,0,0
10/3/2023 11:00:00 PM,0,57.74834,0,20.51908,-7.322824,0,0,0
10/3/2023 11:15:00 PM,0,57.42786,0,20.49032,-7.279507,0,0,0
10/3/2023 11:30:00 PM,0,57.21623,0,20.51257,-7.304837,0,0,0
10/3/2023 11:45:00 PM,0,56.9374,0,20.51114,-7.321864,0,0,0
10/4/2023 12:00:00 AM,0,56.69336,0,20.53599,-7.325106,0,0,0
10/4/2023 12:15:00 AM,0,56.51461,0,20.5469,-7.36185,0,0,0
10/4/2023 12:30:00 AM,0,56.17136,0,20.58246,-7.382864,0,0,0
10/4/2023 12:45:00 AM,0,55.81332,0,20.56316,-7.352237,0,0,0
10/4/2023 1:00:00 AM,0,55.38533,0,20.54062,-7.336746,0,0,0
10/4/2023 1:15:00 AM,0,55.12234,0,20.56277,-7.351843,0,0,0
10/4/2023 1:30:00 AM,0,55.07307,0,20.55257,-7.344389,0,0,0
10/4/2023 1:45:00 AM,0,55.01908,0,20.52895,-7.337166,0,0,0
10/4/2023 2:00:00 AM,0,54.56407,0,20.55967,-7.352396,0,0,0
10/4/2023 2:15:00 AM,0,54.20931,0,20.54882,-7.338731,0,0,0
10/4/2023 2:30:00 AM,0,53.92478,0,20.53674,-7.338571,0,0,0
10/4/2023 2:45:00 AM,0,54.40271,0,20.5649,-7.371376,0,0,0
10/4/2023 3:00:00 AM,0,54.45007,0,20.56089,-7.353856,0,0,0
10/4/2023 3:15:00 AM,0,54.12372,0,20.57443,-7.357268,0,0,0
10/4/2023 3:30:00 AM,0,53.69085,0,20.56529,-7.348264,0,0,0
10/4/2023 3:45:00 AM,0,53.23629,0,20.60141,-7.390574,0,0,0
10/4/2023 4:00:00 AM,0,52.69292,0,20.5986,-7.390178,0,0,0
10/4/2023 4:15:00 AM,0,52.24794,0,20.61684,-7.384105,0,0,0
10/4/2023 4:30:00 AM,0,51.89339,0,20.63188,-7.427049,0,0,0
10/4/2023 4:45:00 AM,0,51.82431,0,20.63178,-7.424124,0,0,0
10/4/2023 5:00:00 AM,0,51.80632,0,20.59773,-7.398947,0,0,0
10/4/2023 5:15:00 AM,0,51.75538,0,20.52023,-7.337547,0,0,0
10/4/2023 5:30:00 AM,0,51.56718,0,20.42992,-7.247501,0,0,0
10/4/2023 5:45:00 AM,0,51.38148,0,20.41005,-7.238616,0,0,0
10/4/2023 6:00:00 AM,0,50.95403,0,20.31415,-7.154296,0,0,0
10/4/2023 6:15:00 AM,0,50.72152,0,20.31446,-7.158616,0,0,0
10/4/2023 6:30:00 AM,0,50.55537,0,20.31131,-7.164551,0,0,0
10/4/2023 6:45:00 AM,0,50.59617,0,20.2887,-7.234224,0,0,0
10/4/2023 7:00:00 AM,3.637479,50.9383,0,20.25114,-4.161268,2,1,1
10/4/2023 7:15:00 AM,23.59133,51.55038,0,20.23849,82.4353,30,32,28
