Lafayette Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station 1 (Standard w/ K&Z POA),Production meter L-N voltage,Production meter L-L voltage,Production meter active power,"Schneider XC 665kW Inverter - 1A, Line kW","Schneider XC 665kW Inverter - 1B, Line kW","Schneider XC 665kW Inverter - 1C, Line kW"
,W/m²,°F,°F,mph,V,V,kW,kW,kW,kW
10/1/2023 12:00:00 AM,0,57.83112,64.70274,0,7540,13060.33,-3.812176,0,0,0
10/1/2023 12:15:00 AM,0,57.19648,63.89929,0,7547,13070.67,-3.817882,0,0,0
10/1/2023 12:30:00 AM,0,57.00964,63.3857,0,7553.667,13085,-3.832269,0,0,0
10/1/2023 12:45:00 AM,0,56.78294,62.95776,0,7566.667,13104,-3.853723,0,0,0
10/1/2023 1:00:00 AM,0,56.68264,62.75316,0,7574.667,13119.67,-3.866721,0,0,0
10/1/2023 1:15:00 AM,0,56.31353,62.44957,0,7584.333,13136.33,-3.881811,0,0,0
10/1/2023 1:30:00 AM,0,56.10435,62.18596,0,7583.667,13135,-3.879146,0,0,0
10/1/2023 1:45:00 AM,0,55.84615,61.93708,0,7570,13110.33,-3.858074,0,0,0
10/1/2023 2:00:00 AM,0,55.97031,61.79697,0,7564.667,13103.33,-3.852283,0,0,0
10/1/2023 2:15:00 AM,0,57.64632,62.00413,0,7570,13110.67,-3.860575,0,0,0
10/1/2023 2:30:00 AM,0,60.01072,62.65834,0,7573.667,13118.67,-3.868828,0,0,0
10/1/2023 2:45:00 AM,0,61.12646,63.4299,0,7581,13128.33,-3.880433,0,0,0
10/1/2023 3:00:00 AM,0,61.5461,64.05868,0,7583.333,13133.67,-3.886946,0,0,0
10/1/2023 3:15:00 AM,0,61.22269,64.37085,0,7586.333,13138.67,-3.89,0,0,0
10/1/2023 3:30:00 AM,0,58.85328,64.12649,0,7587,13140,-3.890756,0,0,0
10/1/2023 3:45:00 AM,0,57.31818,63.46975,0,7587,13140,-3.892949,0,0,0
10/1/2023 4:00:00 AM,0,57.2254,62.90275,0,7590,13145.33,-3.89662,0,0,0
10/1/2023 4:15:00 AM,0,56.99643,62.67277,0,7593.667,13151,-3.9,0,0,0
10/1/2023 4:30:00 AM,0,55.96844,62.22826,0,7593.667,13152,-3.900676,0,0,0
10/1/2023 4:45:00 AM,0.1338572,56.62222,61.85621,0,7592.667,13151,-3.900676,0,0,0
10/1/2023 5:00:00 AM,5.208894E-05,57.17205,61.94462,0,7592.333,13149,-3.9,0,0,0
10/1/2023 5:15:00 AM,0,56.11737,61.72887,0,7593,13151.67,-3.901352,0,0,0
10/1/2023 5:30:00 AM,0,55.62756,61.39848,0,7590.667,13148,-3.89747,0,0,0
10/1/2023 5:45:00 AM,0,55.56656,61.15632,0,7591.667,13149,-3.90056,0,0,0
10/1/2023 6:00:00 AM,0,55.15133,60.89109,0,7588.667,13141.67,-3.893461,0,0,0
10/1/2023 6:15:00 AM,0,54.09911,60.46765,0,7585,13138.33,-3.889324,0,0,0
10/1/2023 6:30:00 AM,0,53.46884,59.90931,0,7582.667,13131.67,-3.8815,0,0,0
10/1/2023 6:45:00 AM,0,53.09252,59.54332,0,7582.333,13131,-3.88413,0,0,0
10/1/2023 7:00:00 AM,0.0002540502,53.16841,59.21861,0,7585,13137.33,-5.003881,-0.3728167,-0.3872047,-0.3600948
10/1/2023 7:15:00 AM,3.994356,53.4201,59.4243,0,7593.333,13148.67,-3.668916,-0.2667835,0.1094663,0.1781943
10/1/2023 7:30:00 AM,14.51063,53.68634,59.02341,0,7594,13153.33,7.622746,3.158965,3.903964,4.168727
10/1/2023 7:45:00 AM,56.44202,54.63575,59.56199,0,7592.667,13149,24.77513,8.848642,9.740968,9.565401
10/1/2023 8:00:00 AM,113.5622,57.46267,60.01442,0,7584.667,13136.33,69.58949,22.07767,27.01937,23.67835
10/1/2023 8:15:00 AM,183.8373,61.62451,61.30529,0,7579,13126.33,139.3589,42.19381,52.10337,47.90629
10/1/2023 8:30:00 AM,241.0191,65.92671,62.83673,0,7572.667,13115.33,220.3695,66.20776,80.70898,75.72047
10/1/2023 8:45:00 AM,282.3061,70.52315,64.39354,0,7564.333,13100.67,310.0057,91.34028,111.4544,108.9526
10/1/2023 9:00:00 AM,331.0544,76.58302,66.12564,0,7553.333,13082.67,402.083,116.1777,144.0793,143.0297
10/1/2023 9:15:00 AM,386.7604,81.27167,68.17017,0,7543,13066.67,497.0279,146.0659,176.0051,175.7177
10/1/2023 9:30:00 AM,455.1663,86.1861,69.75259,0,7538.667,13054.67,594.9279,174.4055,209.6712,211.7343
10/1/2023 9:45:00 AM,517.0562,92.48234,71.91183,1,7536,13053,677.1489,198.6426,238.5086,240.9037
10/1/2023 10:00:00 AM,566.6493,98.80135,73.7831,1,7530.667,13042.33,749.625,222.0586,262.5624,265.6252
10/1/2023 10:15:00 AM,609.5132,102.7844,75.38052,1,7529.333,13040.67,787.8553,231.7184,281.5445,282.5645
10/1/2023 10:30:00 AM,657.0916,105.9716,77.20734,2,7524,13031,875.6542,270.3127,301.8006,317.9694
10/1/2023 10:45:00 AM,767.9603,110.1583,78.61039,2,7518.333,13021.33,1013.688,304.2713,351.4117,357.1916
10/1/2023 11:00:00 AM,767.775,113.1757,79.95024,3,7511.333,13010.33,1036.825,313.8145,355.7075,361.8178
10/1/2023 11:15:00 AM,693.8644,116.3849,81.63088,1,7496.667,12985,906.8422,267.558,323.5398,335.3593
10/1/2023 11:30:00 AM,502.7229,104.3025,81.617,2,7484.333,12962,572.8735,182.0785,203.9804,206.5869
10/1/2023 11:45:00 AM,754.8367,109.6919,81.82423,2,7478,12951.67,953.4968,298.9255,336.2648,331.169
10/1/2023 12:00:00 PM,514.6285,108.9174,82.06779,2,7464,12929,607.5737,191.5678,234.6756,231.8447
10/1/2023 12:15:00 PM,501.0166,97.33192,80.96154,2,7461,12922.67,715.6352,210.8027,233.2851,248.8072
10/1/2023 12:30:00 PM,513.9837,101.1035,80.86111,2,7455.333,12912.67,733.4318,220.0448,238.9105,246.4868
10/1/2023 12:45:00 PM,421.0226,98.23252,80.54459,2,7480,12955.67,580.7875,188.6642,176.7096,194.2847
10/1/2023 1:00:00 PM,594.9269,105.9269,81.50223,1,7491,12974.33,764.9604,251.3447,269.6359,268.6095
10/1/2023 1:15:00 PM,546.2808,103.4271,82.26795,3,7490.333,12972.67,725.1681,204.9944,241.9208,257.5696
10/1/2023 1:30:00 PM,921.6503,110.3375,82.96655,3,7503.667,12994.33,1148.508,362.1225,414.9241,427.5006
10/1/2023 1:45:00 PM,941.4653,120.0286,84.51952,3,7496.667,12982.67,1222.039,367.3132,426.3678,433.4256
10/1/2023 2:00:00 PM,734.5043,123.2553,86.14194,4,7483.333,12962,916.7049,272.0463,317.4641,322.3528
10/1/2023 2:15:00 PM,465.6174,100.9212,84.24287,4,7473,12942,585.6135,188.505,201.8402,218.9107
10/1/2023 2:30:00 PM,919.8859,113.5605,84.7232,5,7480,12954.67,1234.243,382.8842,418.4938,427.2901
10/1/2023 2:45:00 PM,634.3342,120.8618,86.43023,4,7469.667,12937.67,800.8689,239.5943,278.109,284.1378
10/1/2023 3:00:00 PM,807.5402,107.9441,85.42583,3,7474,12944.33,1099.289,333.5724,373.4076,387.1917
10/1/2023 3:15:00 PM,709.0529,118.7467,86.30816,3,7472,12941.33,889.679,255.2275,311.5372,321.0078
10/1/2023 3:30:00 PM,713.7328,110.9418,86.2039,3,7477.333,12950.33,963.1932,287.4298,332.1524,346.0714
10/1/2023 3:45:00 PM,434.2503,112.3165,86.51762,3,7472.333,12941,600.1856,167.4438,186.846,211.7348
10/1/2023 4:00:00 PM,454.8464,96.37879,84.3471,2,7469,12935.67,579.5416,171.977,197.4653,207.8985
10/1/2023 4:15:00 PM,650.562,105.8647,84.68582,3,7469,12935.33,839.8521,242.4581,291.0537,306.8224
10/1/2023 4:30:00 PM,552.2357,106.384,85.04086,4,7464.667,12928.33,701.7257,199.5694,244.4747,258.3354
10/1/2023 4:45:00 PM,487.7719,104.2063,84.97385,3,7453.667,12908.33,612.0961,172.4916,214.3668,226.0977
10/1/2023 5:00:00 PM,427.4577,102.3148,84.97075,3,7452,12904.67,525.4171,145.5866,185.6204,195.0409
10/1/2023 5:15:00 PM,366.8847,98.03586,84.48914,3,7444.333,12892.33,434.5774,118.4403,154.6976,162.7321
10/1/2023 5:30:00 PM,306.0024,94.6943,83.71319,2,7439,12884.33,342.7628,93.69382,123.2917,127.3128
10/1/2023 5:45:00 PM,246.5545,91.05485,83.16687,2,7443,12890.67,252.5919,69.49933,93.13369,91.90215
10/1/2023 6:00:00 PM,186.3883,87.90524,81.9649,1,7449.333,12901.67,163.8479,47.33084,64.65422,54.40672
10/1/2023 6:15:00 PM,62.84517,81.64753,81.12101,1,7452,12907,86.34482,28.02666,37.03175,24.33846
10/1/2023 6:30:00 PM,18.08982,73.9782,78.90062,0,7450,12902.33,31.11935,12.73008,14.05975,7.74123
10/1/2023 6:45:00 PM,10.2015,69.61653,77.0317,0,7459.667,12919.33,7.537727,3.462262,3.867642,3.72979
10/1/2023 7:00:00 PM,2.092235,67.20255,74.86907,0,7459.333,12920,-3.043812,-0.07252997,0.2918073,0.3576836
10/1/2023 7:15:00 PM,0,64.64442,73.03846,0,7451.667,12905,-9.25334,-1.986815,-1.858942,-1.798326
10/1/2023 7:30:00 PM,0,62.13021,70.82992,0,7439,12882.33,-8.523271,-1.5795,-1.539578,-1.891119
10/1/2023 7:45:00 PM,0,60.3317,68.89325,0,7445.667,12895,-3.676573,0,0,0
10/1/2023 8:00:00 PM,0,59.1157,67.34808,0,7465.667,12928,-3.710218,0,0,0
10/1/2023 8:15:00 PM,0,58.29579,66.24475,0,7481.333,12956.33,-3.73117,0,0,0
10/1/2023 8:30:00 PM,0,57.52134,65.2038,0,7494.667,12980.33,-3.746459,0,0,0
10/1/2023 8:45:00 PM,0,56.91392,64.35528,0,7504.333,12996.33,-3.761962,0,0,0
10/1/2023 9:00:00 PM,0,56.41428,63.66249,0,7516.667,13019,-3.784569,0,0,0
10/1/2023 9:15:00 PM,0,55.99232,63.0802,0,7529.667,13042,-3.804649,0,0,0
10/1/2023 9:30:00 PM,0,55.57975,62.56502,0,7550.667,13077,-3.83386,0,0,0
10/1/2023 9:45:00 PM,0,55.30579,62.12542,0,7549.333,13073,-3.826235,0,0,0
10/1/2023 10:00:00 PM,0,55.0907,61.78706,0,7544.333,13065.33,-3.821797,0,0,0
10/1/2023 10:15:00 PM,0,54.74092,61.4397,0,7551.333,13075.67,-3.829553,0,0,0
10/1/2023 10:30:00 PM,0,54.39674,61.10995,0,7550.333,13076.33,-3.826333,0,0,0
10/1/2023 10:45:00 PM,0,54.23731,60.79313,0,7549.333,13074,-3.823507,0,0,0
10/1/2023 11:00:00 PM,0,54.13674,60.62361,0,7542.667,13064,-3.817506,0,0,0
10/1/2023 11:15:00 PM,0,54.11192,60.47835,0,7552.667,13080.67,-3.830455,0,0,0
10/1/2023 11:30:00 PM,0,53.83284,60.31501,0,7561.667,13098,-3.841837,0,0,0
10/1/2023 11:45:00 PM,0,53.51369,60.07719,0,7573.667,13117,-3.862484,0,0,0
10/2/2023 12:00:00 AM,0,53.17409,59.81097,0,7582.667,13134.33,-3.877894,0,0,0
10/2/2023 12:15:00 AM,0,53.12772,59.57936,0,7569,13109.67,-3.854593,0,0,0
10/2/2023 12:30:00 AM,0,52.83007,59.32672,0,7567.333,13106.67,-3.853149,0,0,0
10/2/2023 12:45:00 AM,0,52.29536,59.05119,0,7574.333,13118.33,-3.863908,0,0,0
10/2/2023 1:00:00 AM,0,51.74923,58.64208,0,7585.667,13137,-3.882733,0,0,0
10/2/2023 1:15:00 AM,0,51.80405,58.40736,0,7593.667,13150.67,-3.894463,0,0,0
10/2/2023 1:30:00 AM,0,52.00394,58.20959,0,7599.333,13160.33,-3.903512,0,0,0
10/2/2023 1:45:00 AM,0,51.59838,58.03608,0,7606.333,13174.33,-3.91864,0,0,0
10/2/2023 2:00:00 AM,0,51.47999,57.76418,0,7598,13161.33,-3.906507,0,0,0
10/2/2023 2:15:00 AM,0,51.04004,57.51337,0,7583.667,13134.33,-3.882362,0,0,0
10/2/2023 2:30:00 AM,0,51.10653,57.41,0,7571,13113,-3.862028,0,0,0
10/2/2023 2:45:00 AM,0,50.87436,57.24511,0,7570,13110.33,-3.86,0,0,0
10/2/2023 3:00:00 AM,0,50.56445,57.01541,0,7574,13116.67,-3.86817,0,0,0
10/2/2023 3:15:00 AM,0,50.21542,56.70285,0,7574.667,13121.33,-3.870676,0,0,0
10/2/2023 3:30:00 AM,0,50.25785,56.52968,0,7579,13124.67,-3.873399,0,0,0
10/2/2023 3:45:00 AM,0,49.80522,56.39075,0,7578.333,13124.33,-3.873143,0,0,0
10/2/2023 4:00:00 AM,0,49.48521,56.11481,0,7574.333,13119,-3.871352,0,0,0
10/2/2023 4:15:00 AM,0.5306653,49.94892,56.01685,0,7572,13114,-3.867296,0,0,0
10/2/2023 4:30:00 AM,0,49.6185,55.93362,0,7567,13107,-3.861398,0,0,0
10/2/2023 4:45:00 AM,0,49.2068,55.7151,0,7563,13096.67,-3.850513,0,0,0
10/2/2023 5:00:00 AM,0,48.73978,55.45485,0,7550.333,13074,-3.830117,0,0,0
10/2/2023 5:15:00 AM,0,48.36322,55.14949,0,7536.667,13053.33,-3.812494,0,0,0
10/2/2023 5:30:00 AM,0,48.39064,54.98161,0,7532,13044.67,-3.805944,0,0,0
10/2/2023 5:45:00 AM,0,48.2895,54.80332,0,7536,13052.33,-3.81338,0,0,0
10/2/2023 6:00:00 AM,0,48.38771,54.80165,0,7522.667,13030,-3.798207,0,0,0
10/2/2023 6:15:00 AM,0,48.34375,54.79493,0,7516.333,13015.67,-3.783055,0,0,0
10/2/2023 6:30:00 AM,0,48.17545,54.64022,0,7515.667,13018,-3.781856,0,0,0
10/2/2023 6:45:00 AM,0,48.06879,54.53266,0,7516.667,13017.33,-3.782067,0,0,0
10/2/2023 7:00:00 AM,0.3425669,47.53625,54.37271,0,7505.333,12999.67,-4.926517,-0.3352403,-0.3543024,-0.3585367
10/2/2023 7:15:00 AM,4.718364,47.50096,54.07228,0,7522.333,13028,-3.999191,-0.3712051,-0.05764966,0.02417452
10/2/2023 7:30:00 AM,16.47223,47.79961,53.96474,0,7532.667,13045.67,8.510564,3.337294,4.224693,4.455429
10/2/2023 7:45:00 AM,51.9596,49.48248,54.38484,0,7528,13039.33,26.3414,8.897283,10.24679,10.48676
10/2/2023 8:00:00 AM,98.34985,52.6452,55.55181,0,7524.333,13031.67,66.72736,21.10748,25.70677,23.055
10/2/2023 8:15:00 AM,142.179,56.23579,56.40319,0,7529,13040.33,133.5554,40.1598,49.83303,46.48728
10/2/2023 8:30:00 AM,211.7318,61.42148,58.45808,0,7529,13038.33,211.5225,63.49741,77.44536,73.2296
10/2/2023 8:45:00 AM,286.4144,65.2869,60.10794,0,7521.333,13027,296.1848,87.29517,106.4848,104.0259
10/2/2023 9:00:00 AM,349.1838,71.65624,61.98711,0,7513.333,13012,389.4015,113.0429,140.1119,137.7145
10/2/2023 9:15:00 AM,405.3064,77.14389,63.82832,0,7506.333,13001.33,489.3125,143.8573,173.6013,172.8751
10/2/2023 9:30:00 AM,460.1231,81.97391,65.95123,0,7499.333,12988,588.6999,173.0559,207.6726,208.7621
10/2/2023 9:45:00 AM,522.0071,85.45579,67.99791,0,7498,12987.67,685.351,200.8734,241.7387,243.6914
10/2/2023 10:00:00 AM,574.3427,92.45405,70.14084,0,7499.333,12989.67,758.3414,224.6261,265.6583,268.4156
10/2/2023 10:15:00 AM,623.7339,99.02469,73.2198,1,7493.667,12979.67,825.8509,246.4042,288.1121,291.6682
10/2/2023 10:30:00 AM,670.589,103.871,75.1914,1,7494.667,12981,891.0785,267.7412,309.6503,313.9422
10/2/2023 10:45:00 AM,716.465,109.2,77.47322,3,7492,12977,953.954,287.2562,330.7177,335.8733
10/2/2023 11:00:00 AM,757.1353,111.3389,78.96925,2,7490,12971.33,1005.836,303.806,348.1536,353.9199
10/2/2023 11:15:00 AM,795.3162,114.5549,80.72561,3,7500.667,12991.33,1054.009,319.082,364.4431,370.5736
10/2/2023 11:30:00 AM,839.0177,115.5309,81.78555,3,7495.667,12982,1105.804,333.7102,382.282,388.4635
10/2/2023 11:45:00 AM,836.6011,118.7549,82.70126,4,7489,12968,1100.221,349.6758,379.0358,385.2738
10/2/2023 12:00:00 PM,909.5597,119.4815,83.63956,3,7489,12970,1196.622,360.8172,413.204,421.1863
10/2/2023 12:15:00 PM,918.8759,121.1422,84.53181,3,7481.333,12958.33,1195.085,350.4788,404.1455,411.5707
10/2/2023 12:30:00 PM,933.8082,119.7249,84.39481,3,7475.667,12948,1217.013,368.482,422.1677,433.4772
10/2/2023 12:45:00 PM,814.6951,115.956,84.42614,4,7464.667,12929.33,1071.973,328.7178,369.7404,365.468
10/2/2023 1:00:00 PM,868.9902,121.4099,84.81963,2,7457.667,12916.33,1147.9,352.0626,403.575,403.5189
10/2/2023 1:15:00 PM,975.6077,127.707,86.16231,2,7459.667,12918.67,1262.666,374.1041,438.5205,448.1008
10/2/2023 1:30:00 PM,889.2711,122.4844,86.53753,3,7449,12903,1188.247,350.5979,419.757,429.9182
10/2/2023 1:45:00 PM,946.679,128.1382,87.47162,1,7457.667,12914.67,1216.605,373.3668,417.436,430.285
10/2/2023 2:00:00 PM,789.6003,122.7348,87.76942,3,7450,12903.33,1044.576,307.2336,364.5548,374.5931
10/2/2023 2:15:00 PM,838.0673,117.8207,86.31326,3,7444.667,12894.33,1136.879,356.6601,386.3462,399.4281
10/2/2023 2:30:00 PM,877.9547,118.1739,87.02314,2,7454.667,12911.33,1155.244,347.9264,396.4268,407.4144
10/2/2023 2:45:00 PM,837.2339,122.0971,87.43311,3,7472,12941.67,1095.345,330.6667,375.3706,389.5477
10/2/2023 3:00:00 PM,804.548,119.0215,87.3228,3,7469.333,12936.67,1021.363,284.242,346.017,369.3911
10/2/2023 3:15:00 PM,705.8056,113.098,86.96466,3,7492,12975.33,904.687,279.7457,313.0923,327.1341
10/2/2023 3:30:00 PM,729.5103,115.2141,87.15492,3,7483.333,12962.33,952.2469,283.3608,326.0667,342.7419
10/2/2023 3:45:00 PM,689.8569,115.8242,87.50883,3,7475.667,12947,892.4409,263.2232,306.2554,323.3813
10/2/2023 4:00:00 PM,635.761,114.507,87.6515,2,7471,12939.33,817.7578,238.1808,281.8401,298.2104
10/2/2023 4:15:00 PM,583.7047,109.4841,86.72464,3,7468.667,12934.33,746.7671,214.3719,258.9737,274.0815
10/2/2023 4:30:00 PM,528.9451,105.8049,86.18228,3,7469,12936.33,671.5549,190.585,233.8467,247.4162
10/2/2023 4:45:00 PM,473.3425,103.5147,85.66737,2,7466.667,12931.33,593.6912,166.726,207.6783,219.8479
10/2/2023 5:00:00 PM,411.0357,102.2483,85.77551,2,7474,12943.67,504.7636,139.7829,178.0395,187.6016
10/2/2023 5:15:00 PM,356.2437,98.30754,85.12022,3,7460.333,12921,420.6145,115.546,149.5841,156.8374
10/2/2023 5:30:00 PM,292.9485,95.01614,84.37467,1,7465.667,12928.33,327.2006,90.49433,117.7259,120.7989
10/2/2023 5:45:00 PM,233.5719,91.27737,83.86298,1,7476,12949,239.256,66.54167,89.10964,85.92226
10/2/2023 6:00:00 PM,173.1398,87.92905,82.60689,0,7493,12978.67,154.0384,45.17122,60.69408,50.51477
10/2/2023 6:15:00 PM,49.29464,81.75495,81.76376,0,7497.667,12986,80.56049,26.6254,34.23692,22.91216
10/2/2023 6:30:00 PM,18.56257,74.0017,79.66891,0,7486.333,12965.33,29.73545,12.16071,12.87183,8.133738
10/2/2023 6:45:00 PM,9.123178,69.44908,77.26967,0,7492,12976.33,7.262262,3.222092,3.782459,3.819198
10/2/2023 7:00:00 PM,1.1339,65.8427,74.46783,0,7481.667,12958,-3.655745,-0.254931,0.01787468,0.1600954
10/2/2023 7:15:00 PM,0,62.68419,71.96435,0,7469,12936.33,-9.643123,-2.087696,-2.023219,-1.898411
10/2/2023 7:30:00 PM,0,60.78188,69.67352,0,7465.667,12932,-8.551497,-1.448385,-1.576964,-1.987858
10/2/2023 7:45:00 PM,0,59.43602,68.06209,0,7482.333,12959,-3.730961,0,0,0
10/2/2023 8:00:00 PM,0,58.66908,66.70831,0,7496.667,12982.67,-3.754595,0,0,0
10/2/2023 8:15:00 PM,0,58.34365,65.82819,0,7503.333,12995.33,-3.761357,0,0,0
10/2/2023 8:30:00 PM,0,57.74182,65.05948,0,7513,13012,-3.772142,0,0,0
10/2/2023 8:45:00 PM,0,57.20628,64.41091,0,7508,13003.33,-3.763005,0,0,0
10/2/2023 9:00:00 PM,0,56.78218,63.75172,0,7497.667,12985.67,-3.75,0,0,0
10/2/2023 9:15:00 PM,0,56.54494,63.24637,0,7510,13006,-3.767927,0,0,0
10/2/2023 9:30:00 PM,0,56.41238,62.97973,0,7518.333,13021,-3.778182,0,0,0
10/2/2023 9:45:00 PM,0,56.07132,62.62613,0,7531.667,13043.67,-3.798539,0,0,0
10/2/2023 10:00:00 PM,0,55.65649,62.27143,0,7530,13042,-3.798898,0,0,0
10/2/2023 10:15:00 PM,0,55.05738,61.83001,0,7539.667,13057.67,-3.812121,0,0,0
10/2/2023 10:30:00 PM,0,54.87089,61.46586,0,7539.667,13058,-3.813193,0,0,0
10/2/2023 10:45:00 PM,0,54.52374,61.21025,0,7552,13080,-3.833542,0,0,0
10/2/2023 11:00:00 PM,0,54.47369,60.97329,0,7569,13110,-3.862607,0,0,0
10/2/2023 11:15:00 PM,0,54.0377,60.6346,0,7580.667,13129.67,-3.880033,0,0,0
10/2/2023 11:30:00 PM,0,53.8149,60.34662,0,7565.667,13102.33,-3.852605,0,0,0
10/2/2023 11:45:00 PM,0,53.94064,60.08293,0,7567.333,13105,-3.85291,0,0,0
10/3/2023 12:00:00 AM,0,53.55814,59.90857,0,7569,13108.67,-3.857626,0,0,0
10/3/2023 12:15:00 AM,0,53.41394,59.71706,0,7583.667,13135,-3.879157,0,0,0
10/3/2023 12:30:00 AM,0,53.10744,59.52294,0,7593,13148,-3.891352,0,0,0
10/3/2023 12:45:00 AM,0,53.09578,59.33084,0,7596,13156,-3.899542,0,0,0
10/3/2023 1:00:00 AM,0,52.88232,59.1533,0,7604.333,13169.67,-3.913596,0,0,0
10/3/2023 1:15:00 AM,0,52.55725,58.90112,0,7601.667,13165,-3.907974,0,0,0
10/3/2023 1:30:00 AM,0,52.3324,58.61868,0,7587.333,13141.33,-3.884966,0,0,0
10/3/2023 1:45:00 AM,0,52.452,58.4748,0,7589.667,13145.33,-3.892325,0,0,0
10/3/2023 2:00:00 AM,0,52.1439,58.29906,0,7583,13134.67,-3.880995,0,0,0
10/3/2023 2:15:00 AM,0,52.02905,58.11657,0,7578.333,13124,-3.869964,0,0,0
10/3/2023 2:30:00 AM,0,52.08316,58.05202,0,7566,13104,-3.850676,0,0,0
10/3/2023 2:45:00 AM,0,51.68371,57.87632,0,7566.333,13106,-3.85574,0,0,0
10/3/2023 3:00:00 AM,0,51.34454,57.6449,0,7563.333,13099.33,-3.851061,0,0,0
10/3/2023 3:15:00 AM,0,51.19512,57.41441,0,7559,13094,-3.844921,0,0,0
10/3/2023 3:30:00 AM,0,51.17402,57.38926,0,7558.333,13089.67,-3.842028,0,0,0
10/3/2023 3:45:00 AM,0,51.16463,57.35358,0,7561.667,13094.67,-3.847129,0,0,0
10/3/2023 4:00:00 AM,0,51.13561,57.20643,0,7557,13088.67,-3.843177,0,0,0
10/3/2023 4:15:00 AM,0,51.03,57.06768,0,7559.667,13091,-3.844602,0,0,0
10/3/2023 4:30:00 AM,0,50.9715,57.01935,0,7555.667,13085,-3.8404,0,0,0
10/3/2023 4:45:00 AM,0,50.49327,56.84938,0,7557.333,13089,-3.8427,0,0,0
10/3/2023 5:00:00 AM,0,50.30804,56.68857,0,7554.667,13085.67,-3.841636,0,0,0
10/3/2023 5:15:00 AM,0,50.67646,56.65451,0,7552.667,13080.33,-3.836084,0,0,0
10/3/2023 5:30:00 AM,0,50.76915,56.64268,0,7540.333,13059.33,-3.816838,0,0,0
10/3/2023 5:45:00 AM,0,50.7917,56.61414,0,7540.333,13058,-3.819557,0,0,0
10/3/2023 6:00:00 AM,0,50.29023,56.47981,0,7525,13031.67,-3.796936,0,0,0
10/3/2023 6:15:00 AM,0,50.34901,56.36112,0,7506.333,13001,-3.769399,0,0,0
10/3/2023 6:30:00 AM,0,50.39298,56.32234,0,7496.667,12983,-3.748689,0,0,0
10/3/2023 6:45:00 AM,0,49.99966,56.21003,0,7499,12986,-3.752268,0,0,0
10/3/2023 7:00:00 AM,0,50.27607,56.19345,0,7489.333,12971.33,-4.553337,-0.3478242,-0.3624078,-0.2214938
10/3/2023 7:15:00 AM,3.168888,50.20211,56.05801,0,7504.667,12997,-4.356296,-0.5195085,-0.1901532,-0.07884484
10/3/2023 7:30:00 AM,13.94449,50.86346,56.17065,0,7512.667,13011.33,6.960315,2.883994,3.682675,3.902215
10/3/2023 7:45:00 AM,54.39969,51.86876,56.57605,0,7509.333,13005.33,22.77411,8.00169,9.000888,9.172982
10/3/2023 8:00:00 AM,103.2579,54.52893,57.06508,0,7507.333,13001.67,65.29265,20.81768,25.51121,22.53108
10/3/2023 8:15:00 AM,157.996,58.58093,58.68746,0,7507.333,13001,130.9756,39.02123,49.4944,45.33765
10/3/2023 8:30:00 AM,223.7549,63.32265,59.92543,0,7505,12999,210.9303,63.40961,77.28997,72.465
10/3/2023 8:45:00 AM,279.3843,67.6437,62.23345,0,7503.333,12995.33,296.9348,88.07203,106.6297,103.9445
10/3/2023 9:00:00 AM,331.9088,73.75842,63.61596,0,7501,12990,384.0685,112.0265,138.484,134.9459
10/3/2023 9:15:00 AM,394.2932,77.83492,65.69531,0,7491.333,12974.33,478.321,140.5382,170.0613,168.6097
10/3/2023 9:30:00 AM,445.9768,82.21828,67.67431,0,7493,12978.33,576.6624,169.2674,203.5067,204.7147
10/3/2023 9:45:00 AM,503.782,86.51009,70.00905,0,7509,13005,663.0814,194.4465,233.7444,235.666
10/3/2023 10:00:00 AM,556.9521,94.59722,72.29628,1,7505.667,12998.67,734.1593,217.4667,257.1751,260.0362
10/3/2023 10:15:00 AM,605.1777,100.8007,74.47964,1,7495.667,12983,801.8125,239.4963,279.665,283.1264
10/3/2023 10:30:00 AM,652.077,104.1348,76.36758,1,7490.333,12972.67,867.3914,260.8945,301.5332,305.3666
10/3/2023 10:45:00 AM,693.7752,108.4953,77.80505,1,7485.667,12966,922.4249,278.2696,319.7793,324.3698
10/3/2023 11:00:00 AM,732.6505,112.1077,79.36677,1,7487.333,12967.67,971.8422,294.0693,336.5583,341.3294
10/3/2023 11:15:00 AM,759.185,111.6864,80.18055,2,7480,12956.33,1011.53,299.9273,350.3653,359.3984
10/3/2023 11:30:00 AM,766.1948,114.8676,80.8289,1,7472,12941.33,1017.593,319.3522,351.9479,342.7208
10/3/2023 11:45:00 AM,868.4252,117.6609,82.26844,2,7467,12933,1137.868,342.851,393.4337,401.8588
10/3/2023 12:00:00 PM,896.0466,118.1077,82.9559,2,7465.667,12929,1173.342,354.5466,405.2422,413.738
10/3/2023 12:15:00 PM,892.8809,118.8502,83.24014,1,7461.667,12923.33,1173.117,354.7785,404.9703,413.6211
10/3/2023 12:30:00 PM,916.9998,123.638,84.70083,2,7468,12936.33,1193.124,362.0352,411.8861,419.5049
10/3/2023 12:45:00 PM,903.0475,122.6871,85.57717,3,7473,12943,1186.657,359.7574,409.6171,417.4949
