Timestamp,Inverter active power,"Inverter A, AC Power","Inverter B, AC Power","Inverter C, AC Power","Inverter D, AC Power","Inverter E, AC Power"
10/23/2023 4:30:00 PM,1192.42,230.02,234,241.94,245.96,240.5
10/23/2023 4:45:00 PM,1031.16,203.02,201.5,207.02,212.56,207.06
10/23/2023 5:00:00 PM,852.42,170.94,170.48,170.96,175.04,165
10/23/2023 5:15:00 PM,648.28,131.36,133.94,136.89,130.44,115.65
10/23/2023 5:30:00 PM,416.455,82.715,90.22,96.97,80.22,66.33
10/23/2023 5:45:00 PM,183.5555,34.7865,41.385,46.505,34.665,26.214
10/23/2023 6:00:00 PM,49.83,9.437,10.484,12.364,10.0455,7.4995
10/23/2023 6:15:00 PM,13.1695,2.4055,2.859,2.859,2.6405,2.4055
10/23/2023 6:30:00 PM,0,0,0,0,0,0
10/23/2023 6:45:00 PM,0,0,0,0,0,0
10/23/2023 7:00:00 PM,0,0,0,0,0,0
10/23/2023 7:15:00 PM,0,0,0,0,0,0
10/23/2023 7:30:00 PM,0,0,0,0,0,0
10/23/2023 7:45:00 PM,0,0,0,0,0,0
10/23/2023 8:00:00 PM,0,0,0,0,0,0
10/23/2023 8:15:00 PM,0,0,0,0,0,0
10/23/2023 8:30:00 PM,0,0,0,0,0,0
10/23/2023 8:45:00 PM,0,0,0,0,0,0
10/23/2023 9:00:00 PM,0,0,0,0,0,0
10/23/2023 9:15:00 PM,0,0,0,0,0,0
10/23/2023 9:30:00 PM,0,0,0,0,0,0
10/23/2023 9:45:00 PM,0,0,0,0,0,0
10/23/2023 10:00:00 PM,0,0,0,0,0,0
10/23/2023 10:15:00 PM,0,0,0,0,0,0
10/23/2023 10:30:00 PM,-0.05,0,0,0,-0.05,0
10/23/2023 10:45:00 PM,-0.05,0,0,0,-0.05,0
10/23/2023 11:00:00 PM,0,0,0,0,0,0
10/23/2023 11:15:00 PM,0,0,0,0,0,0
10/23/2023 11:30:00 PM,0,0,0,0,0,0
10/23/2023 11:45:00 PM,0,0,0,0,0,0
10/24/2023 12:00:00 AM,0,0,0,0,0,0
10/24/2023 12:15:00 AM,0,0,0,0,0,0
10/24/2023 12:30:00 AM,0,0,0,0,0,0
10/24/2023 12:45:00 AM,0,0,0,0,0,0
10/24/2023 1:00:00 AM,0,0,0,0,0,0
10/24/2023 1:15:00 AM,0,0,0,0,0,0
10/24/2023 1:30:00 AM,0,0,0,0,0,0
10/24/2023 1:45:00 AM,0,0,0,0,0,0
10/24/2023 2:00:00 AM,0,0,0,0,0,0
10/24/2023 2:15:00 AM,0,0,0,0,0,0
10/24/2023 2:30:00 AM,0,0,0,0,0,0
10/24/2023 2:45:00 AM,0,0,0,0,0,0
10/24/2023 3:00:00 AM,0,0,0,0,0,0
10/24/2023 3:15:00 AM,0,0,0,0,0,0
10/24/2023 3:30:00 AM,0,0,0,0,0,0
10/24/2023 3:45:00 AM,0,0,0,0,0,0
10/24/2023 4:00:00 AM,-0.05,0,0,0,-0.05,0
10/24/2023 4:15:00 AM,-0.05,0,0,0,-0.05,0
10/24/2023 4:30:00 AM,0,0,0,0,0,0
10/24/2023 4:45:00 AM,-0.05,0,0,-0.05,0,0
10/24/2023 5:00:00 AM,-0.1,0,-0.05,-0.05,0,0
10/24/2023 5:15:00 AM,-0.1,0,-0.05,0,-0.05,0
10/24/2023 5:30:00 AM,-0.05,0,0,0,-0.05,0
10/24/2023 5:45:00 AM,0,0,0,0,0,0
10/24/2023 6:00:00 AM,0,0,0,0,0,0
10/24/2023 6:15:00 AM,0,0,0,0,0,0
10/24/2023 6:30:00 AM,0,0,0,0,0,0
10/24/2023 6:45:00 AM,0,0,0,0,0,0
10/24/2023 7:00:00 AM,0,0,0,0,0,0
10/24/2023 7:15:00 AM,1.395,-0.05,0.8475,0.5975,0,0
10/24/2023 7:30:00 AM,12.4765,2.638,3.599,3.3945,2.845,0
10/24/2023 7:45:00 AM,42.209,11.6905,8.3765,7.172,14.97,0
10/24/2023 8:00:00 AM,154.7175,43.2825,35.26,25.76,50.415,0
10/24/2023 8:15:00 AM,350.92,93.05,87.155,69.905,100.81,0
10/24/2023 8:30:00 AM,544.29,138.79,134,126,145.5,0
10/24/2023 8:45:00 AM,708.56,177.04,171.02,175.5,185,0
10/24/2023 9:00:00 AM,873.2821,229.0821,208.58,214.02,221.6,0
10/24/2023 9:15:00 AM,993.2055,244.5855,246,248,254.62,0
10/24/2023 9:30:00 AM,1111.08,273.04,276,278.08,283.96,0
10/24/2023 9:45:00 AM,1370.28,298.8,300.92,303.96,308.76,157.84
10/24/2023 10:00:00 AM,1634.32,322.8,324.88,327.96,331.8,326.88
10/24/2023 10:15:00 AM,1738.56,342.12,346.12,349.16,353.12,348.04
10/24/2023 10:30:00 AM,1828.44,359.08,364.16,367.04,370.24,367.92
10/24/2023 10:45:00 AM,1907.92,375.92,379.04,383.92,385.12,383.92
10/24/2023 11:00:00 AM,1985.6,389.92,393.84,400.84,402,399
10/24/2023 11:15:00 AM,2051.88,402,406.84,413.92,416.08,413.04
10/24/2023 11:30:00 AM,2095.72,411.12,416.16,421.12,425.24,422.08
10/24/2023 11:45:00 AM,2135.96,418,425.04,429,434,429.92
10/24/2023 12:00:00 PM,2160.76,423,429.88,434.96,437.92,435
10/24/2023 12:15:00 PM,2182.92,426.92,433.92,440,441.92,440.16
10/24/2023 12:30:00 PM,2196.36,429.76,437.88,441.92,443.8,443
10/24/2023 12:45:00 PM,2189.76,428,436,438.96,443.88,442.92
10/24/2023 1:00:00 PM,2186.92,426,435,441.12,443.84,440.96
10/24/2023 1:15:00 PM,2164.24,422.04,431,438.2,437.92,435.08
10/24/2023 1:30:00 PM,2129.44,417.16,423.04,429.12,431,429.12
10/24/2023 1:45:00 PM,2101.36,412.12,418.04,423.12,424.96,423.12
10/24/2023 2:00:00 PM,2074.64,404.96,412.92,417,421.8,417.96
10/24/2023 2:15:00 PM,2036.68,396.92,405,408.96,414.84,410.96
10/24/2023 2:30:00 PM,1977,386.16,392.28,396.16,403.2,399.2
10/24/2023 2:45:00 PM,1908.8,373.16,378.24,383.08,390.16,384.16
10/24/2023 3:00:00 PM,1833.32,359,364.16,368,373.08,369.08
10/24/2023 3:15:00 PM,1746.6,342.84,346.92,349.96,354.92,351.96
10/24/2023 3:30:00 PM,1658,324.8,328.72,333.84,337.68,332.96
10/24/2023 3:45:00 PM,1537.12,302,306.96,311.04,311.96,305.16
10/24/2023 4:00:00 PM,1400.56,274.08,283.04,285.2,281.12,277.12
10/24/2023 4:15:00 PM,1278.4,246.44,256.94,260.06,258.96,256
10/24/2023 4:30:00 PM,1139.22,219.92,225.44,229.94,234.44,229.48
10/24/2023 4:45:00 PM,978.88,192.46,192.46,195.48,202,196.48
10/24/2023 5:00:00 PM,802.86,160.96,160.96,160.5,164.98,155.46
10/24/2023 5:15:00 PM,601.12,121.99,124.96,125.99,120.21,107.97
10/24/2023 5:30:00 PM,365.635,71.76,78.125,87.24,69.125,59.385
10/24/2023 5:45:00 PM,152.023,28.06,32.2475,41.3475,27.934,22.434
10/24/2023 6:00:00 PM,43.8535,8.575,8.7315,10.7265,8.9495,6.871
10/24/2023 6:15:00 PM,12.1855,2.265,2.609,2.609,2.3905,2.312
10/24/2023 6:30:00 PM,-0.05,-0.05,0,0,0,0
10/24/2023 6:45:00 PM,-0.05,-0.05,0,0,0,0
10/24/2023 7:00:00 PM,0,0,0,0,0,0
10/24/2023 7:15:00 PM,0,0,0,0,0,0
10/24/2023 7:30:00 PM,0,0,0,0,0,0
10/24/2023 7:45:00 PM,-0.05,-0.05,0,0,0,0
10/24/2023 8:00:00 PM,-0.05,-0.05,0,0,0,0
10/24/2023 8:15:00 PM,0,0,0,0,0,0
10/24/2023 8:30:00 PM,0,0,0,0,0,0
10/24/2023 8:45:00 PM,0,0,0,0,0,0
10/24/2023 9:00:00 PM,0,0,0,0,0,0
10/24/2023 9:15:00 PM,0,0,0,0,0,0
10/24/2023 9:30:00 PM,0,0,0,0,0,0
10/24/2023 9:45:00 PM,0,0,0,0,0,0
10/24/2023 10:00:00 PM,0,0,0,0,0,0
10/24/2023 10:15:00 PM,0,0,0,0,0,0
10/24/2023 10:30:00 PM,0,0,0,0,0,0
10/24/2023 10:45:00 PM,0,0,0,0,0,0
10/24/2023 11:00:00 PM,0,0,0,0,0,0
10/24/2023 11:15:00 PM,0,0,0,0,0,0
10/24/2023 11:30:00 PM,0,0,0,0,0,0
10/24/2023 11:45:00 PM,0,0,0,0,0,0
10/25/2023 12:00:00 AM,0,0,0,0,0,0
10/25/2023 12:15:00 AM,0,0,0,0,0,0
10/25/2023 12:30:00 AM,0,0,0,0,0,0
10/25/2023 12:45:00 AM,0,0,0,0,0,0
10/25/2023 1:00:00 AM,0,0,0,0,0,0
10/25/2023 1:15:00 AM,0,0,0,0,0,0
10/25/2023 1:30:00 AM,0,0,0,0,0,0
10/25/2023 1:45:00 AM,0,0,0,0,0,0
10/25/2023 2:00:00 AM,0,0,0,0,0,0
10/25/2023 2:15:00 AM,0,0,0,0,0,0
10/25/2023 2:30:00 AM,0,0,0,0,0,0
10/25/2023 2:45:00 AM,0,0,0,0,0,0
10/25/2023 3:00:00 AM,0,0,0,0,0,0
10/25/2023 3:15:00 AM,0,0,0,0,0,0
10/25/2023 3:30:00 AM,0,0,0,0,0,0
10/25/2023 3:45:00 AM,0,0,0,0,0,0
10/25/2023 4:00:00 AM,0,0,0,0,0,0
10/25/2023 4:15:00 AM,0,0,0,0,0,0
10/25/2023 4:30:00 AM,-0.05,-0.05,0,0,0,0
10/25/2023 4:45:00 AM,-0.05,-0.05,0,0,0,0
10/25/2023 5:00:00 AM,0,0,0,0,0,0
10/25/2023 5:15:00 AM,0,0,0,0,0,0
10/25/2023 5:30:00 AM,0,0,0,0,0,0
10/25/2023 5:45:00 AM,0,0,0,0,0,0
10/25/2023 6:00:00 AM,0,0,0,0,0,0
10/25/2023 6:15:00 AM,0,0,0,0,0,0
10/25/2023 6:30:00 AM,0,0,0,0,0,0
10/25/2023 6:45:00 AM,0,0,0,0,0,0
10/25/2023 7:00:00 AM,0,0,0,0,0,0
10/25/2023 7:15:00 AM,0,0,0,0,0,0
10/25/2023 7:30:00 AM,10.876,2.688,2.688,2.702,2.798,0
10/25/2023 7:45:00 AM,35.047,9.128,7.6265,7.237,11.0555,0
10/25/2023 8:00:00 AM,125.656,34.055,29.1835,22.54,39.8775,0
10/25/2023 8:15:00 AM,298.605,78.395,74.045,60.015,86.15,0
10/25/2023 8:30:00 AM,483.82,123.3,120.36,111.09,129.07,0
10/25/2023 8:45:00 AM,646.34,162.54,157.08,158.62,168.1,0
10/25/2023 9:00:00 AM,787.66,195.02,191.54,197.04,204.06,0
10/25/2023 9:15:00 AM,925.86,226.98,228.48,232.46,237.94,0
10/25/2023 9:30:00 AM,1043,256.06,258.46,262,266.48,0
10/25/2023 9:45:00 AM,1286.04,279.08,282.04,286.96,290.96,147
10/25/2023 10:00:00 AM,1539.32,301.88,305.92,310.84,313.8,306.88
10/25/2023 10:15:00 AM,1640.6,321.92,326.96,330.92,331.88,328.92
10/25/2023 10:30:00 AM,1728.96,339.96,344.08,347.92,349.96,347.04
10/25/2023 10:45:00 AM,1805,356,358.04,361.92,366.04,363
10/25/2023 11:00:00 AM,1870.44,368.08,372.16,375.04,378.16,377
10/25/2023 11:15:00 AM,1933.8,379.92,385.12,387.96,390.92,389.88
10/25/2023 11:30:00 AM,1980.76,389.92,394,397.92,399.96,398.96
10/25/2023 11:45:00 AM,2017.48,397.04,401,405.12,406.2,408.12
10/25/2023 12:00:00 PM,1842.08,403.92,407,411.04,205.08,415.04
10/25/2023 12:15:00 PM,1849.08,404.88,409.08,412.04,207,416.08
10/25/2023 12:30:00 PM,2065.16,405,411.08,414.04,417,418.04
10/25/2023 12:45:00 PM,2076.84,407.96,412,416.84,420,420.04
10/25/2023 1:00:00 PM,2072.8,406.88,411.92,415.96,419,419.04
10/25/2023 1:15:00 PM,2060.84,403.88,409.96,413.96,416.08,416.96
10/25/2023 1:30:00 PM,2034.08,398.04,403.04,407.84,412.16,413
10/25/2023 1:45:00 PM,2010.88,394,398.96,402.88,407.12,407.92
10/25/2023 2:00:00 PM,1979.24,388.96,394.08,397.96,397.2,401.04
10/25/2023 2:15:00 PM,1739.16,379.92,385.12,387.88,195.16,391.08
10/25/2023 2:30:00 PM,1692.6,371.84,376.96,378.84,184.04,380.92
10/25/2023 2:45:00 PM,1823.04,359,364.04,367.96,365,367.04
10/25/2023 3:00:00 PM,1744.08,342.08,346.08,351.92,353.92,350.08
10/25/2023 3:15:00 PM,1662.8,326,329,335.88,337.92,334
10/25/2023 3:30:00 PM,1572.64,308.92,310.92,315.96,320.92,315.92
10/25/2023 3:45:00 PM,1452.2,286.04,290.08,293.08,294,289
10/25/2023 4:00:00 PM,1319.48,258.58,266.16,268.6,263.54,262.6
10/25/2023 4:15:00 PM,1199.4,231.98,240.46,243,241.98,241.98
10/25/2023 4:30:00 PM,1062.94,204.5,209.98,214.5,218.48,215.48
10/25/2023 4:45:00 PM,903.52,177,177.02,180.52,186.96,182.02
10/25/2023 5:00:00 PM,733.47,146.96,146.94,146.44,150.9,142.23
10/25/2023 5:15:00 PM,537.89,108.46,112.91,112.41,107.41,96.7
10/25/2023 5:30:00 PM,305.8625,59.48,65.72,72.215,58.23,50.2175
10/25/2023 5:45:00 PM,118.289,21.6925,24.844,31.4,22.261,18.0915
10/25/2023 6:00:00 PM,38.7055,7.8335,7.844,9.1075,7.562,6.3585
10/25/2023 6:15:00 PM,10.919,2.141,2.25,2.4525,2.061,2.0145
10/25/2023 6:30:00 PM,0,0,0,0,0,0
10/25/2023 6:45:00 PM,0,0,0,0,0,0
10/25/2023 7:00:00 PM,0,0,0,0,0,0
10/25/2023 7:15:00 PM,0,0,0,0,0,0
10/25/2023 7:30:00 PM,0,0,0,0,0,0
10/25/2023 7:45:00 PM,0,0,0,0,0,0
10/25/2023 8:00:00 PM,0,0,0,0,0,0
10/25/2023 8:15:00 PM,0,0,0,0,0,0
10/25/2023 8:30:00 PM,0,0,0,0,0,0
10/25/2023 8:45:00 PM,0,0,0,0,0,0
10/25/2023 9:00:00 PM,0,0,0,0,0,0
10/25/2023 9:15:00 PM,0,0,0,0,0,0
10/25/2023 9:30:00 PM,0,0,0,0,0,0
10/25/2023 9:45:00 PM,0,0,0,0,0,0
10/25/2023 10:00:00 PM,0,0,0,0,0,0
10/25/2023 10:15:00 PM,0,0,0,0,0,0
10/25/2023 10:30:00 PM,0,0,0,0,0,0
10/25/2023 10:45:00 PM,0,0,0,0,0,0
10/25/2023 11:00:00 PM,0,0,0,0,0,0
10/25/2023 11:15:00 PM,0,0,0,0,0,0
10/25/2023 11:30:00 PM,0,0,0,0,0,0
10/25/2023 11:45:00 PM,0,0,0,0,0,0
10/26/2023 12:00:00 AM,0,0,0,0,0,0
10/26/2023 12:15:00 AM,0,0,0,0,0,0
10/26/2023 12:30:00 AM,0,0,0,0,0,0
10/26/2023 12:45:00 AM,0,0,0,0,0,0
10/26/2023 1:00:00 AM,0,0,0,0,0,0
10/26/2023 1:15:00 AM,0,0,0,0,0,0
10/26/2023 1:30:00 AM,0,0,0,0,0,0
10/26/2023 1:45:00 AM,0,0,0,0,0,0
10/26/2023 2:00:00 AM,0,0,0,0,0,0
10/26/2023 2:15:00 AM,0,0,0,0,0,0
10/26/2023 2:30:00 AM,0,0,0,0,0,0
10/26/2023 2:45:00 AM,0,0,0,0,0,0
10/26/2023 3:00:00 AM,0,0,0,0,0,0
10/26/2023 3:15:00 AM,-0.05,0,0,0,-0.05,0
10/26/2023 3:30:00 AM,-0.05,0,0,0,-0.05,0
10/26/2023 3:45:00 AM,0,0,0,0,0,0
10/26/2023 4:00:00 AM,0,0,0,0,0,0
10/26/2023 4:15:00 AM,0,0,0,0,0,0
10/26/2023 4:30:00 AM,0,0,0,0,0,0
10/26/2023 4:45:00 AM,0,0,0,0,0,0
10/26/2023 5:00:00 AM,0,0,0,0,0,0
10/26/2023 5:15:00 AM,0,0,0,0,0,0
10/26/2023 5:30:00 AM,0,0,0,0,0,0
10/26/2023 5:45:00 AM,0,0,0,0,0,0
10/26/2023 6:00:00 AM,0,0,0,0,0,0
10/26/2023 6:15:00 AM,-0.05,-0.05,0,0,0,0
10/26/2023 6:30:00 AM,-0.05,-0.05,0,0,0,0
10/26/2023 6:45:00 AM,0,0,0,0,0,0
10/26/2023 7:00:00 AM,0,0,0,0,0,0
10/26/2023 7:15:00 AM,0,0,0,0,0,0
10/26/2023 7:30:00 AM,13.71841,2.7975,2.5945,2.75,5.576412,0
10/26/2023 7:45:00 AM,32.74378,8.08,7.3455,7.191,10.12728,0
10/26/2023 8:00:00 AM,111.5645,29.6525,25.376,19.441,37.095,0
10/26/2023 8:15:00 AM,282.065,72.86,69.155,56.02,84.03,0
10/26/2023 8:30:00 AM,466.52,117.05,115.59,107.56,126.32,0
10/26/2023 8:45:00 AM,625.26,155.06,149.58,155.56,165.06,0
10/26/2023 9:00:00 AM,779.74,192.06,187.56,196.56,203.56,0
10/26/2023 9:15:00 AM,886.28,218.58,222.58,220.56,224.56,0
10/26/2023 9:30:00 AM,1099.323,251.1,280.11,282.0178,286.0955,0
10/26/2023 9:45:00 AM,967.5688,271.12,279.1211,274.0888,143.2389,0
10/26/2023 10:00:00 AM,1211.6,292.92,299.96,295.96,162.88,159.88
10/26/2023 10:15:00 AM,1657.16,328.84,327.84,333.88,335.8,330.8
10/26/2023 10:30:00 AM,1713.88,341,335.96,346,346.96,343.96
10/26/2023 10:45:00 AM,1585.8,303.12,339,288.56,311.08,344.04
10/26/2023 11:00:00 AM,1559.6,295.04,342,280.52,308,334.04
10/26/2023 11:15:00 AM,1570.08,306.96,311.12,317.96,328.92,305.12
10/26/2023 11:30:00 AM,1747.56,342.96,340.96,354.84,360.84,347.96
10/26/2023 11:45:00 AM,1807.52,393.96,399.88,403.92,202.88,406.88
10/26/2023 12:00:00 PM,1804.92,392,399,403.96,203.92,406.04
10/26/2023 12:15:00 PM,1819.8,395.96,402,407.92,203.92,410
10/26/2023 12:30:00 PM,1617.84,396.96,402,407.96,0,410.92
10/26/2023 12:45:00 PM,1619.96,398.04,403.04,409.92,0,408.96
10/26/2023 1:00:00 PM,1612.36,398.12,405.12,399.04,0,410.08
10/26/2023 1:15:00 PM,1607.28,397.04,404.04,395.12,0,411.08
10/26/2023 1:30:00 PM,1815.56,396.92,402.92,405.92,200.88,408.92
10/26/2023 1:45:00 PM,1791,390.04,397.08,400.96,200.88,402.04
10/26/2023 2:00:00 PM,1729.96,378,384,390.04,185.88,392.04
10/26/2023 2:15:00 PM,1702.96,372.08,376.96,382.04,185.88,386
10/26/2023 2:30:00 PM,1449.32,354.12,346.12,365.04,0,384.04
10/26/2023 2:45:00 PM,1566.68,341.96,332.92,350.96,170.92,369.92
10/26/2023 3:00:00 PM,1472.56,320.88,327.88,324.96,170.92,327.92
10/26/2023 3:15:00 PM,1302.72,286.8,292.08,291.88,139,292.96
10/26/2023 3:30:00 PM,1422.16,282.92,275.16,289.96,283.96,290.16
10/26/2023 3:45:00 PM,1398.56,277.04,274.16,286.12,280.04,281.2
10/26/2023 4:00:00 PM,1272.22,254.52,252.06,259.56,256.58,249.5
10/26/2023 4:15:00 PM,1181.72,226.48,229.96,243.44,245.96,235.88
10/26/2023 4:30:00 PM,981.2,194.46,199.44,191.96,194.96,200.38
10/26/2023 4:45:00 PM,687.76,155.5,141.73,124.78,128.03,137.72
10/26/2023 5:00:00 PM,614.53,129.08,122.81,121.3,125.05,116.29
10/26/2023 5:15:00 PM,427.395,83.545,85.92,90.01,89.135,78.785
10/26/2023 5:30:00 PM,157.0275,30.26,31.6375,34.435,32.0575,28.6375
10/26/2023 5:45:00 PM,78.9795,15.5375,15.6335,16.8235,16.32,14.665
10/26/2023 6:00:00 PM,41.465,8.4705,8.268,8.6285,8.3775,7.7205
10/26/2023 6:15:00 PM,13.268,2.688,2.892,2.75,2.5,2.438
10/26/2023 6:30:00 PM,0,0,0,0,0,0
10/26/2023 6:45:00 PM,0,0,0,0,0,0
10/26/2023 7:00:00 PM,0,0,0,0,0,0
10/26/2023 7:15:00 PM,0,0,0,0,0,0
10/26/2023 7:30:00 PM,0,0,0,0,0,0
10/26/2023 7:45:00 PM,0,0,0,0,0,0
10/26/2023 8:00:00 PM,0,0,0,0,0,0
10/26/2023 8:15:00 PM,0,0,0,0,0,0
10/26/2023 8:30:00 PM,0,0,0,0,0,0
10/26/2023 8:45:00 PM,0,0,0,0,0,0
10/26/2023 9:00:00 PM,0,0,0,0,0,0
10/26/2023 9:15:00 PM,0,0,0,0,0,0
10/26/2023 9:30:00 PM,0,0,0,0,0,0
10/26/2023 9:45:00 PM,0,0,0,0,0,0
10/26/2023 10:00:00 PM,0,0,0,0,0,0
10/26/2023 10:15:00 PM,0,0,0,0,0,0
10/26/2023 10:30:00 PM,0,0,0,0,0,0
10/26/2023 10:45:00 PM,0,0,0,0,0,0
10/26/2023 11:00:00 PM,0,0,0,0,0,0
10/26/2023 11:15:00 PM,0,0,0,0,0,0
10/26/2023 11:30:00 PM,0,0,0,0,0,0
10/26/2023 11:45:00 PM,0,0,0,0,0,0
10/27/2023 12:00:00 AM,0,0,0,0,0,0
10/27/2023 12:15:00 AM,0,0,0,0,0,0
10/27/2023 12:30:00 AM,0,0,0,0,0,0
10/27/2023 12:45:00 AM,0,0,0,0,0,0
10/27/2023 1:00:00 AM,0,0,0,0,0,0
10/27/2023 1:15:00 AM,0,0,0,0,0,0
10/27/2023 1:30:00 AM,0,0,0,0,0,0
10/27/2023 1:45:00 AM,0,0,0,0,0,0
10/27/2023 2:00:00 AM,0,0,0,0,0,0
10/27/2023 2:15:00 AM,0,0,0,0,0,0
10/27/2023 2:30:00 AM,0,0,0,0,0,0
10/27/2023 2:45:00 AM,0,0,0,0,0,0
10/27/2023 3:00:00 AM,0,0,0,0,0,0
10/27/2023 3:15:00 AM,0,0,0,0,0,0
10/27/2023 3:30:00 AM,0,0,0,0,0,0
10/27/2023 3:45:00 AM,0,0,0,0,0,0
10/27/2023 4:00:00 AM,0,0,0,0,0,0
10/27/2023 4:15:00 AM,0,0,0,0,0,0
10/27/2023 4:30:00 AM,0,0,0,0,0,0
10/27/2023 4:45:00 AM,0,0,0,0,0,0
10/27/2023 5:00:00 AM,0,0,0,0,0,0
10/27/2023 5:15:00 AM,0,0,0,0,0,0
10/27/2023 5:30:00 AM,0,0,0,0,0,0
10/27/2023 5:45:00 AM,0,0,0,0,0,0
10/27/2023 6:00:00 AM,0,0,0,0,0,0
10/27/2023 6:15:00 AM,0,0,0,0,0,0
10/27/2023 6:30:00 AM,0,0,0,0,0,0
10/27/2023 6:45:00 AM,0,0,0,0,0,0
10/27/2023 7:00:00 AM,0,0,0,0,0,0
10/27/2023 7:15:00 AM,0,0,0,0,0,0
10/27/2023 7:30:00 AM,11.3915,3,2.7975,2.844,2.75,0
10/27/2023 7:45:00 AM,34.931,9.095,7.675,7.785,10.376,0
10/27/2023 8:00:00 AM,103.4395,28.105,22.3825,18.821,34.131,0
10/27/2023 8:15:00 AM,266.75,70.03,63.785,54.15,78.785,0
10/27/2023 8:30:00 AM,468.11,118.6,115.84,108.33,125.34,0
10/27/2023 8:45:00 AM,639.44,160.1,156.6,157.62,165.12,0
10/27/2023 9:00:00 AM,753.36,195.58,176.08,196.1,185.6,0
10/27/2023 9:15:00 AM,883.58,226.06,209.98,229,218.54,0
10/27/2023 9:30:00 AM,1033.84,254.08,257.06,259.58,263.12,0
10/27/2023 9:45:00 AM,1136.68,280.12,283.2,286.16,287.2,0
10/27/2023 10:00:00 AM,1389.2,303,307.16,311,311.12,156.92
10/27/2023 10:15:00 AM,1452.92,310.04,289,290.96,284.02,278.9
10/27/2023 10:30:00 AM,1546.4,328.2,306.04,308,303.06,301.1
10/27/2023 10:45:00 AM,1803.48,357.12,358.08,360.08,364.04,364.16
10/27/2023 11:00:00 AM,1864.88,368,370.88,375.04,375.92,375.04
10/27/2023 11:15:00 AM,1931.12,378.12,385.04,390.96,390,387
10/27/2023 11:30:00 AM,1978.28,388.12,394.16,398,399.08,398.92
10/27/2023 11:45:00 AM,2016.28,396.08,402.12,407.04,406.12,404.92
10/27/2023 12:00:00 PM,2093.92,411.96,418,424,420,419.96
10/27/2023 12:15:00 PM,2134.88,419.96,426.92,431.04,427.96,429
10/27/2023 12:30:00 PM,2097.8,412.96,420,421.96,421,421.88
10/27/2023 12:45:00 PM,2093.68,411.92,418,420.92,420,422.84
10/27/2023 1:00:00 PM,2145.68,420.92,431.96,435.88,426.96,429.96
10/27/2023 1:15:00 PM,1883.12,363.88,342.96,432.88,404.92,338.48
10/27/2023 1:30:00 PM,1846.64,359.96,332.04,422,398.08,334.56
10/27/2023 1:45:00 PM,2083.48,411,416.12,419,415.2,422.16
10/27/2023 2:00:00 PM,2060.68,405.12,410.08,415.12,414.2,416.16
10/27/2023 2:15:00 PM,1613.8,346.92,318.94,301,338.96,307.98
10/27/2023 2:30:00 PM,1591.92,341.88,317.02,296,335,302.02
10/27/2023 2:45:00 PM,1890.84,374.12,381.12,395.2,362.2,378.2
10/27/2023 3:00:00 PM,1142.83,232.34,283.1,226.65,193.36,207.38
10/27/2023 3:15:00 PM,1171.07,236.22,284.98,216.45,219.2,214.22
10/27/2023 3:30:00 PM,1715.48,337.88,339.84,342.96,346.92,347.88
10/27/2023 3:45:00 PM,1434.78,292.88,308.92,269.04,286,277.94
10/27/2023 4:00:00 PM,1285.78,262.92,281.96,240.96,253.96,245.98
10/27/2023 4:15:00 PM,1257.66,243.92,251.96,255.94,251.92,253.92
10/27/2023 4:30:00 PM,671.0325,129.08,133.3075,136.855,135.77,136.02
10/27/2023 4:45:00 PM,458.3325,86.14,87.8475,96.895,96.85,90.6
10/27/2023 5:00:00 PM,682.93,133.27,136.55,139.02,146.06,128.03
10/27/2023 5:15:00 PM,529.91,106.97,112.73,107.99,109.99,92.23
10/27/2023 5:30:00 PM,268.4845,52.5025,57.1875,57.931,53.435,47.4285
10/27/2023 5:45:00 PM,53.6195,10.378,11.22,10.7865,11.1075,10.1275
10/27/2023 6:00:00 PM,26.9915,5.3525,5.4555,5.6965,5.345,5.142
10/27/2023 6:15:00 PM,8.7165,1.757,1.703,1.851,1.7025,1.703
10/27/2023 6:30:00 PM,0,0,0,0,0,0
10/27/2023 6:45:00 PM,0,0,0,0,0,0
10/27/2023 7:00:00 PM,0,0,0,0,0,0
10/27/2023 7:15:00 PM,0,0,0,0,0,0
10/27/2023 7:30:00 PM,0,0,0,0,0,0
10/27/2023 7:45:00 PM,0,0,0,0,0,0
10/27/2023 8:00:00 PM,0,0,0,0,0,0
10/27/2023 8:15:00 PM,0,0,0,0,0,0
10/27/2023 8:30:00 PM,0,0,0,0,0,0
10/27/2023 8:45:00 PM,0,0,0,0,0,
10/27/2023 9:00:00 PM,0,0,0,0,0,0
10/27/2023 9:15:00 PM,0,0,,0,0,
10/27/2023 9:30:00 PM,0,0,0,0,0,
10/27/2023 9:45:00 PM,0,0,0,0,0,0
10/27/2023 10:00:00 PM,0,0,0,0,0,0
10/27/2023 10:15:00 PM,0,0,0,0,0,0
10/27/2023 10:30:00 PM,0,0,0,0,0,0
10/27/2023 10:45:00 PM,0,0,0,0,0,0
10/27/2023 11:00:00 PM,0,0,0,0,0,0
10/27/2023 11:15:00 PM,0,0,0,0,0,0
10/27/2023 11:30:00 PM,0,0,0,0,0,0
10/27/2023 11:45:00 PM,0,0,0,0,0,0
10/28/2023 12:00:00 AM,0,0,0,0,0,0
10/28/2023 12:15:00 AM,0,0,0,0,0,0
10/28/2023 12:30:00 AM,0,0,0,0,0,0
