Starvation Solar I Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Vaisala WXT530 Multi-Weather Sensor,Production meter L-N voltage,Production meter active power,"SunGrow SG2500HV Inverter - 05, Total AC Power","SunGrow SG2500HV Inverter - 06, Total AC Power","SunGrow SG2500HV Inverter - 07, Total AC Power","SunGrow SG2500HV Inverter - 08, Total AC Power"
10/1/2023 12:00:00 AM,0.2732274,32.13354,41.68426,1.594463,20.36438,-54.40337,0,0,0,0
10/1/2023 12:15:00 AM,0.02784218,32.07229,41.04173,1.173627,20.37022,-54.74359,0,0,0,0
10/1/2023 12:30:00 AM,0,32.45536,41.69281,1.064326,20.374,-55.026,0,0,0,0
10/1/2023 12:45:00 AM,0.03566682,32.21113,41.09584,0.9446749,20.37136,-54.96772,0,0,0,0
10/1/2023 1:00:00 AM,0.2205267,31.86919,39.88206,1.505492,20.3793,-54.9464,0,0,0,0
10/1/2023 1:15:00 AM,0.08069764,31.90015,40.24031,1.448598,20.37264,-54.887,0,0,0,0
10/1/2023 1:30:00 AM,2.232808E-05,32.32068,40.69553,1.311021,20.37491,-55.07825,0,0,0,0
10/1/2023 1:45:00 AM,0.0626492,32.33563,40.55125,1.315457,20.37694,-55.29417,0,0,0,0
10/1/2023 2:00:00 AM,0.01333333,32.61737,40.97252,1.033434,20.38015,-55.25254,0,0,0,0
10/1/2023 2:15:00 AM,0.02820847,32.71147,41.07974,1.340028,20.37308,-55.21749,0,0,0,0
10/1/2023 2:30:00 AM,0,32.38089,40.93481,1.043579,20.37954,-55.42509,0,0,0,0
10/1/2023 2:45:00 AM,0,32.26818,40.60287,1.217766,20.38903,-55.68357,0,0,0,0
10/1/2023 3:00:00 AM,0.02569055,32.92736,40.53949,2.163785,20.38674,-56.58342,0,0,0,0
10/1/2023 3:15:00 AM,0,33.52492,40.95176,2.046036,20.39434,-57.50951,0,0,0,0
10/1/2023 3:30:00 AM,0,33.69278,41.23737,1.869068,20.38938,-57.61085,0,0,0,0
10/1/2023 3:45:00 AM,0,33.89223,41.52106,2.443411,20.39136,-58.01183,0,0,0,0
10/1/2023 4:00:00 AM,0.002069355,34.06563,41.82922,3.876219,20.38872,-58.11142,0,0,0,0
10/1/2023 4:15:00 AM,0.002069355,34.27362,42.21274,3.524523,20.37288,-58.00217,0,0,0,0
10/1/2023 4:30:00 AM,0,34.32374,42.49543,4.400921,20.36927,-57.84231,0,0,0,0
10/1/2023 4:45:00 AM,0,34.41202,42.87074,3.006074,20.34928,-57.58168,0,0,0,0
10/1/2023 5:00:00 AM,0,34.46353,42.97998,3.15876,20.40061,-60.8095,0,0,0,0
10/1/2023 5:15:00 AM,0,34.58223,43.09129,2.961805,20.40826,-61.77175,0,0,0,0
10/1/2023 5:30:00 AM,0.0001090555,34.84455,43.4197,3.717067,20.40211,-61.86786,0,0,0,0
10/1/2023 5:45:00 AM,0,34.83555,43.60657,3.666404,20.41062,-61.31321,0,0,0,0
10/1/2023 6:00:00 AM,0,34.5235,43.59906,2.624448,20.40789,-60.77933,0,0,0,0
10/1/2023 6:15:00 AM,0.05583333,34.30124,43.41321,3.116229,20.41323,-59.12291,0,0,0,0
10/1/2023 6:30:00 AM,1.553921,34.6573,43.4497,3.8111,20.42127,-39.77639,0.2686667,0.3266667,0.1625833,0
10/1/2023 6:45:00 AM,8.582582,34.81787,43.66192,3.773911,20.42518,59.04842,16.47842,16.92008,17.20025,17.63708
10/1/2023 7:00:00 AM,24.1269,34.70031,43.63158,3.485799,20.42735,263.2235,67.33308,65.71108,71.50467,71.34175
10/1/2023 7:15:00 AM,32.03638,35.00378,43.80518,5.263557,20.4285,355.8037,91.25433,87.24125,95.32242,94.74667
10/1/2023 7:30:00 AM,27.33069,35.49131,44.17855,5.624549,20.43297,288.3045,74.43092,75.77075,77.33742,74.98917
10/1/2023 7:45:00 AM,23.90599,35.73095,44.64044,4.773475,20.40182,259.8728,65.87725,67.5105,69.164,68.62009
10/1/2023 8:00:00 AM,44.35386,36.16158,45.12455,4.260723,20.37055,562.361,140.3158,141.4972,150.9959,148.6647
10/1/2023 8:15:00 AM,80.1338,36.38786,44.48935,3.863985,20.36823,1211.393,300.6278,295.8979,303.6879,311.8858
10/1/2023 8:30:00 AM,89.99671,36.72525,44.93716,4.124957,20.36081,1303.431,323.8708,321.3702,333.1193,335.153
10/1/2023 8:45:00 AM,88.44627,37.3808,46.61409,4.500388,20.33371,1199.822,289.2986,344.9256,298.1087,289.542
10/1/2023 9:00:00 AM,107.5127,37.66997,47.1895,4.334939,20.36769,1558.256,373.4135,444.5772,392.4616,384.9045
10/1/2023 9:15:00 AM,135.4725,38.38223,47.91506,4.379435,20.38253,1936.649,460.1892,526.5346,467.9228,483.445
10/1/2023 9:30:00 AM,210.0082,39.43147,48.82318,3.831929,20.37998,3180.351,738.8335,846.053,735.1912,760.0093
10/1/2023 9:45:00 AM,278.3341,40.77797,49.79836,3.897891,20.37455,3541.532,1018.752,874.8177,994.1171,914.9873
10/1/2023 10:00:00 AM,292.5599,40.65777,50.35408,4.023155,20.3727,4225.191,1108.238,1012.073,1103.046,1099.819
10/1/2023 10:15:00 AM,512.8424,42.8131,51.53254,4.200542,20.33816,6799.885,1725.047,1490.129,1719.57,1812.401
10/1/2023 10:30:00 AM,368.4265,43.81436,52.92384,3.587956,20.35123,5076.117,1267.546,1164.06,1284.566,1338.271
