Mariposa Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station (Standard w/ CMP-6),Production meter L-N voltage,Production meter active power,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P"
10/1/2023 7:30:00 AM,40.50144,53.99454,58.12123,0,7.299609,129.3824,34.19428,48.92947,45.9848
10/1/2023 7:45:00 AM,79.8527,56.86161,59.1685,0,7.299209,357.3333,106.9754,129.7354,125.9417
10/1/2023 8:00:00 AM,139.1105,60.97459,60.92469,0,7.297014,670.8,206.8374,234.8356,231.6677
10/1/2023 8:15:00 AM,206.5675,65.78479,63.22337,0,7.296104,1029.737,325.5851,354.6192,350.3547
10/1/2023 8:30:00 AM,271.4079,69.67646,65.09563,0,7.298013,1376.167,441.29,470.2837,463.6725
10/1/2023 8:45:00 AM,338.7935,74.66808,67.25162,0,7.295692,1746.793,564.3508,595.0253,585.9958
10/1/2023 9:00:00 AM,404.1807,78.41545,69.08862,0,7.290118,2119.532,684.6112,721.6552,711.1104
10/1/2023 9:15:00 AM,470.7019,81.23267,70.79672,0,7.287635,2453.371,791.6558,834.9126,826.4088
10/1/2023 9:30:00 AM,532.2477,87.25665,72.15113,2,7.285794,2742.305,887.1533,931.757,924.6409
10/1/2023 9:45:00 AM,595.528,92.93947,74.03709,2,7.300446,3042.917,986.317,1032.939,1027.759
10/1/2023 10:00:00 AM,649.559,96.83146,75.82076,2,7.311061,3286.821,1068.374,1115.261,1110.31
10/1/2023 10:15:00 AM,703.6506,102.3604,77.63306,0,7.326635,3509.071,1142.078,1191.266,1185.081
10/1/2023 10:30:00 AM,767.9037,104.4653,78.70766,2,7.378901,3788.185,1231.118,1285.638,1283.582
10/1/2023 10:45:00 AM,818.5618,108.5491,79.99876,3,7.374339,3835.016,1225.059,1285.296,1350.132
10/1/2023 11:00:00 AM,944.6916,108.7652,81.09056,3,7.366171,3809.346,1253.329,1238.332,1453.607
10/1/2023 11:15:00 AM,733.9483,107.0202,81.05391,3,7.378545,3782.528,1202.859,1289.643,1294.931
10/1/2023 11:30:00 AM,995.1566,108.9367,81.04456,2,7.404569,4747.107,1563.202,1610.398,1607.366
10/1/2023 11:45:00 AM,1037.448,115.8205,82.68017,3,7.39439,4698.907,1539.978,1605.129,1533.469
10/1/2023 12:00:00 PM,1110.598,119.8031,84.0126,4,7.391504,4913.144,1593.134,1666.359,1666.233
10/1/2023 12:15:00 PM,1083.818,122.031,84.76945,4,7.405574,4860.393,1594.631,1654.618,1652.364
10/1/2023 12:30:00 PM,1119.795,122.6098,85.13625,5,7.410236,4910.002,1608.758,1665.079,1664.191
10/1/2023 12:45:00 PM,1106.379,121.4372,85.30217,4,7.419976,4830.031,1584.444,1634.922,1632.26
10/1/2023 1:00:00 PM,597.7606,110.2997,84.9054,2,7.36949,3183.337,1094.916,1108.014,949.8637
10/1/2023 1:15:00 PM,545.0151,103.5522,83.22646,3,7.352226,2934.438,975.7404,1000.982,919.6766
10/1/2023 1:30:00 PM,288.1,97.95475,82.1845,2,7.331027,2307.337,827.9331,823.8647,712.5971
10/1/2023 1:45:00 PM,858.9095,104.7561,82.89607,3,7.370644,4111.569,1425.106,1392.471,1370.881
10/1/2023 2:00:00 PM,874.8784,112.7604,84.38248,4,7.354655,3578.714,1159.561,1188.38,1261.814
10/1/2023 2:15:00 PM,915.7805,111.3248,84.52395,2,7.378272,4086.545,1356.053,1316.408,1449.822
10/1/2023 2:30:00 PM,698.7949,109.6927,84.5493,2,7.342158,3074.91,997.8588,1007.973,1077.818
10/1/2023 2:45:00 PM,514.1281,104.2072,84.00575,4,7.319985,2470.349,815.2176,850.9055,810.3763
10/1/2023 3:00:00 PM,908.1486,106.0013,84.03551,3,7.365437,4372.742,1456.168,1511.462,1465.564
10/1/2023 3:15:00 PM,519.0657,105.1466,84.42422,3,7.317752,2278.226,727.791,800.2166,768.9058
10/1/2023 3:30:00 PM,779.2525,105.8769,84.83765,3,7.366547,3738.133,1280.275,1257.946,1267.302
10/1/2023 3:45:00 PM,781.5851,108.1423,85.47311,3,7.376342,3585.12,1162.446,1223.445,1225.531
10/1/2023 4:00:00 PM,680.8984,106.4592,85.10978,3,7.364969,3078.313,1013.038,1047.514,1066.745
10/1/2023 4:15:00 PM,417.2128,96.28771,83.46683,2,7.336919,1896.826,622.2706,634.4982,668.2109
10/1/2023 4:30:00 PM,599.4788,97.57545,83.2264,2,7.362406,2668.833,801.4568,924.5739,926.8289
10/1/2023 4:45:00 PM,558.4793,98.90549,83.23982,3,7.347856,2351.773,713.354,790.2965,844.1809
10/1/2023 5:00:00 PM,484.0522,98.05451,83.15431,2,7.346626,2127.301,681.6064,725.7287,732.6977
10/1/2023 5:15:00 PM,361.9828,94.04632,82.82343,3,7.324436,1482.109,455.243,489.8342,525.3562
10/1/2023 5:30:00 PM,354.8007,89.93121,81.90571,2,7.326457,1491.72,476.1097,514.5563,506.0804
10/1/2023 5:45:00 PM,280.9771,87.26618,81.18073,3,7.324068,1071.703,336.5208,372.1394,371.5392
10/1/2023 6:00:00 PM,212.3092,83.63636,80.58437,2,7.312408,747.4806,234.3639,261.2032,259.3226
10/1/2023 6:15:00 PM,139.0945,79.30326,79.40927,1,7.293174,399.987,125.2415,141.0149,141.1783
10/1/2023 6:30:00 PM,75.57444,74.13371,77.64786,0,7.291058,161.8051,52.2502,59.14671,58.5395
10/1/2023 6:45:00 PM,18.73825,69.20479,75.83234,0,7.293664,48.6952,4.466071,4.903947,4.10973
10/1/2023 7:00:00 PM,0.767002,64.47095,73.65524,0,7.313181,-3.375605,0,0,0
10/1/2023 7:15:00 PM,0,61.19054,71.13059,0,7.275387,-9.599999,0,0,0
10/1/2023 7:30:00 PM,0,59.07705,68.56152,0,7.273847,-9.599999,0,0,0
10/1/2023 7:45:00 PM,0,57.91508,66.30956,0,7.270073,-9.599999,0,0,0
10/1/2023 8:00:00 PM,0,57.11428,64.75019,0,7.260937,-9.599999,0,0,0
10/1/2023 8:15:00 PM,0,56.41628,63.38635,0,7.264185,-9.599999,0,0,0
10/1/2023 8:30:00 PM,0,56.23936,62.58322,0,7.272494,-9.599999,0,0,0
10/1/2023 8:45:00 PM,0,55.75653,61.95674,0,7.280371,-9.599999,0,0,0
10/1/2023 9:00:00 PM,0,55.33839,61.31572,0,7.294645,-9.599999,0,0,0
10/1/2023 9:15:00 PM,0,55.4028,60.81961,0,7.308992,-9.599999,0,0,0
10/1/2023 9:30:00 PM,0,55.4625,60.68511,0,7.31368,-9.599999,0,0,0
10/1/2023 9:45:00 PM,0,55.26538,60.8999,0,7.316406,-9.599999,0,0,0
10/1/2023 10:00:00 PM,0,54.46679,60.36969,0,7.326235,-9.599999,0,0,0
10/1/2023 10:15:00 PM,0,53.96502,59.76442,0,7.31964,-9.599999,0,0,0
10/1/2023 10:30:00 PM,0,53.69135,59.41669,0,7.321258,-9.599999,0,0,0
10/1/2023 10:45:00 PM,0,53.51214,59.1982,0,7.282398,-9.599999,0,0,0
10/1/2023 11:00:00 PM,0,53.2497,58.82758,0,7.25741,-9.599999,0,0,0
10/1/2023 11:15:00 PM,0,52.98228,58.51173,0,7.271181,-9.599999,0,0,0
10/1/2023 11:30:00 PM,0,52.71339,58.2823,0,7.282201,-9.599999,0,0,0
10/1/2023 11:45:00 PM,0,52.58132,57.92702,0,7.294639,-9.599999,0,0,0
10/2/2023 12:00:00 AM,0,52.58354,57.87011,0,7.304813,-9.599999,0,0,0
10/2/2023 12:15:00 AM,0,52.35795,57.74709,0,7.306569,-9.599999,0,0,0
10/2/2023 12:30:00 AM,0,52.98599,57.98113,0,7.302489,-9.599999,0,0,0
10/2/2023 12:45:00 AM,0,52.66859,57.92463,0,7.299119,-9.599999,0,0,0
10/2/2023 1:00:00 AM,0,51.78328,57.53924,0,7.306595,-9.599999,0,0,0
10/2/2023 1:15:00 AM,0,51.74574,57.15907,0,7.304485,-9.599999,0,0,0
10/2/2023 1:30:00 AM,0,51.90705,56.97263,0,7.311643,-9.599999,0,0,0
10/2/2023 1:45:00 AM,0,51.94616,57.14278,0,7.300806,-9.599999,0,0,0
10/2/2023 2:00:00 AM,0,51.75673,56.94319,0,7.284117,-9.599999,0,0,0
10/2/2023 2:15:00 AM,0,51.47628,56.77588,0,7.280555,-9.599999,0,0,0
10/2/2023 2:30:00 AM,0,51.28862,56.51698,0,7.281645,-9.599999,0,0,0
10/2/2023 2:45:00 AM,0,51.3325,56.45324,0,7.28344,-9.599999,0,0,0
10/2/2023 3:00:00 AM,0,51.23457,56.46006,0,7.283381,-9.599999,0,0,0
10/2/2023 3:15:00 AM,0,51.4653,56.46923,0,7.28563,-9.599999,0,0,0
10/2/2023 3:30:00 AM,0,51.71783,56.8333,0,7.287134,-9.599999,0,0,0
10/2/2023 3:45:00 AM,0,51.66929,56.68684,0,7.279124,-9.599999,0,0,0
10/2/2023 4:00:00 AM,0,51.56361,56.76355,0,7.272562,-9.599999,0,0,0
10/2/2023 4:15:00 AM,0,51.23447,56.57466,0,7.273397,-9.599999,0,0,0
10/2/2023 4:30:00 AM,0,51.32688,56.63586,0,7.268417,-9.599999,0,0,0
10/2/2023 4:45:00 AM,0,51.80342,57.0813,0,7.262138,-9.599999,0,0,0
10/2/2023 5:00:00 AM,0,52.38002,57.60292,0,7.25003,-9.599999,0,0,0
10/2/2023 5:15:00 AM,0,52.24474,57.98725,0,7.236862,-9.599999,0,0,0
10/2/2023 5:30:00 AM,0,51.38277,57.54978,0,7.237312,-9.599999,0,0,0
10/2/2023 5:45:00 AM,0,51.60125,57.48857,0,7.243196,-9.599999,0,0,0
10/2/2023 6:00:00 AM,0,51.73889,57.49821,0,7.225945,-9.599999,0,0,0
10/2/2023 6:15:00 AM,0,51.73572,57.3412,0,7.235125,-9.599999,0,0,0
10/2/2023 6:30:00 AM,0,51.37667,57.13729,0,7.246447,-9.599999,0,0,0
10/2/2023 6:45:00 AM,0,51.02745,56.72815,0,7.252016,-9.599999,0,0,0
10/2/2023 7:00:00 AM,0.002848143,50.84591,56.42152,0,7.243221,-9.599999,0,0,0
10/2/2023 7:15:00 AM,5.163117,50.72897,56.22366,0,7.249798,-3.919257,0,0,0
10/2/2023 7:30:00 AM,29.50613,51.61528,56.33425,0,7.245048,100.488,26.68887,32.32932,31.10736
10/2/2023 7:45:00 AM,74.27784,54.06097,56.99099,0,7.240121,326.1777,98.51665,117.9433,115.4539
10/2/2023 8:00:00 AM,131.7849,58.22535,58.6815,0,7.236324,638.6807,196.7726,223.5911,221.1758
10/2/2023 8:15:00 AM,202.3551,62.86869,60.99646,0,7.261295,987.6901,312.2648,339.6085,335.9294
10/2/2023 8:30:00 AM,271.5433,65.61188,62.8039,0,7.316251,1368.006,437.8311,467.3317,460.916
10/2/2023 8:45:00 AM,342.3509,69.43221,64.58596,1,7.315193,1763.891,567.8394,600.5734,591.8489
10/2/2023 9:00:00 AM,406.6166,73.66695,66.40714,0,7.3087,2120.788,682.9455,722.0221,712.3655
10/2/2023 9:15:00 AM,471.5772,80.90571,68.39789,1,7.309508,2456.181,791.9858,835.1723,826.8375
10/2/2023 9:30:00 AM,533.186,88.94613,70.7654,1,7.301414,2746.852,889.0797,932.5728,925.4634
10/2/2023 9:45:00 AM,591.6038,94.43006,72.87012,1,7.30249,3010.381,976.6301,1021.857,1015.176
10/2/2023 10:00:00 AM,648.1428,98.30077,74.94209,1,7.313654,3264.484,1061.303,1107.807,1102.116
10/2/2023 10:15:00 AM,702.4374,101.0298,76.80583,2,7.316333,3501.196,1138.867,1187.435,1183.923
10/2/2023 10:30:00 AM,751.8521,103.7859,78.38567,2,7.328881,3718.473,1210.805,1260.783,1258.723
10/2/2023 10:45:00 AM,796.5683,107.6662,79.86064,1,7.376743,3900.459,1271.56,1323.291,1320.385
10/2/2023 11:00:00 AM,837.5844,112.4627,81.55885,2,7.389698,4030.335,1316.106,1366.222,1365.031
10/2/2023 11:15:00 AM,882.9913,113.024,82.31184,2,7.410669,4238.382,1384.868,1436.73,1433.028
10/2/2023 11:30:00 AM,917.1158,113.2525,82.68048,4,7.39679,4349.379,1424.096,1475.184,1473.919
10/2/2023 11:45:00 AM,949.7194,112.8179,82.68283,5,7.402963,4476.289,1463.299,1520.629,1519.961
10/2/2023 12:00:00 PM,981.3665,110.752,82.40778,4,7.405682,4598.765,1502.966,1561.473,1564.157
10/2/2023 12:15:00 PM,999.173,113.2459,82.94125,4,7.404324,4641.706,1524.279,1579.099,1576.757
10/2/2023 12:30:00 PM,1005.009,114.5517,83.38888,3,7.417355,4668.005,1531.607,1587.922,1587.228
10/2/2023 12:45:00 PM,1018.938,116.9674,84.65273,5,7.408472,4673.3,1530.28,1587.563,1591.648
10/2/2023 1:00:00 PM,1013.738,117.5746,85.14125,4,7.398686,4632.308,1518.223,1573.566,1577.451
10/2/2023 1:15:00 PM,1017.048,116.7293,85.12529,4,7.394255,4638.867,1520.229,1576.755,1580.402
10/2/2023 1:30:00 PM,1005.15,116.8105,85.96956,4,7.378055,4577.414,1497.537,1556.03,1561.546
10/2/2023 1:45:00 PM,992.1444,117.392,85.96159,4,7.374292,4513.455,1477.488,1531.535,1539.172
10/2/2023 2:00:00 PM,973.2194,117.6896,86.45502,4,7.372334,4433.129,1455.435,1505.133,1508.69
10/2/2023 2:15:00 PM,952.3195,116.2878,86.62189,3,7.363883,4344.996,1424.962,1477.94,1478.756
10/2/2023 2:30:00 PM,923.4412,117.351,87.2204,3,7.354207,4213.326,1381.637,1433.375,1433.517
10/2/2023 2:45:00 PM,892.6886,117.285,87.61714,3,7.340586,4071.881,1336.148,1386.068,1385.273
10/2/2023 3:00:00 PM,857.6341,112.936,86.43875,3,7.328923,3932.927,1284.403,1337.818,1341.825
10/2/2023 3:15:00 PM,820.0529,113.7165,86.84821,3,7.319561,3744.457,1223.815,1273.772,1276.498
10/2/2023 3:30:00 PM,779.4822,112.2188,86.94004,3,7.30915,3558.424,1161.067,1211.073,1214.879
10/2/2023 3:45:00 PM,731.3513,109.4342,86.41996,3,7.298043,3328.78,1085.144,1133.257,1137.319
10/2/2023 4:00:00 PM,681.6606,107.2572,86.26939,2,7.295274,3103.034,1008.982,1056.721,1059.48
10/2/2023 4:15:00 PM,623.922,103.3802,85.58488,2,7.286545,2832.858,919.6828,966.85,969.0421
10/2/2023 4:30:00 PM,561.3475,102.7442,85.52778,1,7.277355,2531.753,817.955,864.8108,867.587
10/2/2023 4:45:00 PM,497.1262,99.64408,84.82691,2,7.277432,2214.643,713.1024,756.1469,760.1298
10/2/2023 5:00:00 PM,434.9194,96.22288,84.39751,2,7.279452,1897.655,608.6292,649.2425,651.687
10/2/2023 5:15:00 PM,371.7192,93.41087,83.85683,1,7.289417,1569.825,500.4564,538.6922,540.7349
10/2/2023 5:30:00 PM,310.1297,89.56325,82.85162,2,7.287947,1235.202,389.6657,425.7445,428.1254
10/2/2023 5:45:00 PM,244.1448,85.9053,82.01068,1,7.299021,896.3437,279.2703,311.7332,312.6089
10/2/2023 6:00:00 PM,177.8144,82.4273,81.29771,0,7.305329,584.1927,181.5564,205.4903,205.5565
10/2/2023 6:15:00 PM,115.9477,78.35442,80.40924,0,7.294038,324.2866,101.3113,115.1692,115.7745
10/2/2023 6:30:00 PM,62.15668,73.4901,78.99464,0,7.289355,141.5458,46.28188,52.13322,52.49065
10/2/2023 6:45:00 PM,12.44764,68.35214,76.22118,0,7.290523,46.17014,3.859525,4.171457,7.073473
10/2/2023 7:00:00 PM,0.9860972,63.93431,73.35226,0,7.287039,-1.404221,0,0,0
10/2/2023 7:15:00 PM,0,60.96852,70.53556,0,7.282841,-9.599999,0,0,0
10/2/2023 7:30:00 PM,0,59.29969,68.14706,0,7.269075,-9.599999,0,0,0
10/2/2023 7:45:00 PM,0,58.52233,66.19544,0,7.256855,-9.599999,0,0,0
10/2/2023 8:00:00 PM,0,57.78279,64.96441,0,7.260561,-9.599999,0,0,0
10/2/2023 8:15:00 PM,0,57.69079,64.21951,0,7.245697,-9.599999,0,0,0
10/2/2023 8:30:00 PM,0,56.89203,63.41117,0,7.259189,-9.599999,0,0,0
10/2/2023 8:45:00 PM,0,56.4451,62.60914,0,7.273533,-9.599999,0,0,0
10/2/2023 9:00:00 PM,0,56.10947,62.26061,0,7.280458,-9.599999,0,0,0
10/2/2023 9:15:00 PM,0,55.72051,61.51893,0,7.286515,-9.599999,0,0,0
10/2/2023 9:30:00 PM,0,55.63556,61.07143,0,7.294088,-9.599999,0,0,0
10/2/2023 9:45:00 PM,0,55.22506,60.71823,0,7.291512,-9.599999,0,0,0
10/2/2023 10:00:00 PM,0,55.08692,60.36729,0,7.28322,-9.599999,0,0,0
10/2/2023 10:15:00 PM,0,54.94796,60.13989,0,7.300633,-9.599999,0,0,0
10/2/2023 10:30:00 PM,0,54.81502,59.87054,0,7.308521,-9.599999,0,0,0
10/2/2023 10:45:00 PM,0,54.87716,59.8151,0,7.309417,-9.599999,0,0,0
10/2/2023 11:00:00 PM,0,54.64546,59.77865,0,7.311028,-9.599999,0,0,0
10/2/2023 11:15:00 PM,0,54.67022,59.72383,0,7.308705,-9.599999,0,0,0
10/2/2023 11:30:00 PM,0,54.17856,59.52036,0,7.261779,-9.599999,0,0,0
10/2/2023 11:45:00 PM,0,53.35918,59.1031,0,7.24488,-9.599999,0,0,0
10/3/2023 12:00:00 AM,0,53.20169,58.66331,0,7.257257,-9.599999,0,0,0
10/3/2023 12:15:00 AM,0,53.81446,58.72658,0,7.26992,-9.599999,0,0,0
10/3/2023 12:30:00 AM,0,53.65885,58.62229,0,7.277787,-9.599999,0,0,0
10/3/2023 12:45:00 AM,0,53.55023,58.56159,0,7.281833,-9.599999,0,0,0
10/3/2023 1:00:00 AM,0,53.44808,58.52066,0,7.293711,-9.599999,0,0,0
10/3/2023 1:15:00 AM,0,53.44722,58.47043,0,7.300832,-9.599999,0,0,0
10/3/2023 1:30:00 AM,0,53.5264,58.47356,0,7.303335,-9.599999,0,0,0
10/3/2023 1:45:00 AM,0,53.33355,58.41839,0,7.305547,-9.599999,0,0,0
10/3/2023 2:00:00 AM,0,53.04403,58.31769,0,7.297904,-9.599999,0,0,0
10/3/2023 2:15:00 AM,0,52.82491,58.18733,0,7.297636,-9.599999,0,0,0
10/3/2023 2:30:00 AM,0,53.2038,58.18497,0,7.299417,-9.599999,0,0,0
10/3/2023 2:45:00 AM,0,52.80609,58.00451,0,7.300229,-9.599999,0,0,0
10/3/2023 3:00:00 AM,0,52.4366,57.61511,0,7.300985,-9.599999,0,0,0
10/3/2023 3:15:00 AM,0,52.35193,57.43097,0,7.273284,-9.599999,0,0,0
10/3/2023 3:30:00 AM,0,52.37296,57.23453,0,7.26606,-9.599999,0,0,0
10/3/2023 3:45:00 AM,0,52.31878,57.18551,0,7.2684,-9.599999,0,0,0
10/3/2023 4:00:00 AM,0,52.2504,57.30713,0,7.263312,-9.599999,0,0,0
10/3/2023 4:15:00 AM,0,51.73885,57.05524,0,7.256847,-9.599999,0,0,0
10/3/2023 4:30:00 AM,0,51.79451,56.87275,0,7.255557,-9.599999,0,0,0
10/3/2023 4:45:00 AM,0,51.59186,56.72974,0,7.264876,-9.599999,0,0,0
10/3/2023 5:00:00 AM,0,51.54531,56.56965,0,7.276405,-9.599999,0,0,0
10/3/2023 5:15:00 AM,0,51.58589,56.44957,0,7.263094,-9.599999,0,0,0
10/3/2023 5:30:00 AM,0,51.67027,56.50801,0,7.24716,-9.599999,0,0,0
10/3/2023 5:45:00 AM,0,51.94635,56.57778,0,7.242388,-9.599999,0,0,0
10/3/2023 6:00:00 AM,0,52.55237,57.17628,0,7.228803,-9.599999,0,0,0
10/3/2023 6:15:00 AM,0,52.92387,57.62326,0,7.235266,-9.599999,0,0,0
10/3/2023 6:30:00 AM,0,52.89266,57.88312,0,7.233591,-9.599999,0,0,0
10/3/2023 6:45:00 AM,0,52.59784,58.02553,0,7.22877,-9.599999,0,0,0
10/3/2023 7:00:00 AM,0.01204579,52.32676,57.80367,0,7.244594,-9.599999,0,0,0
10/3/2023 7:15:00 AM,5.088753,52.2632,57.44674,0,7.256683,-8.699099,0,0,0
10/3/2023 7:30:00 AM,34.1618,53.12111,57.32238,0,7.259446,103.3577,28.64567,36.26451,34.62255
10/3/2023 7:45:00 AM,71.00147,55.64597,58.1833,0,7.255221,327.4488,98.22718,118.6115,115.5546
10/3/2023 8:00:00 AM,131.4349,59.52156,59.7696,0,7.253266,627.1443,193.7171,219.5078,217.0797
10/3/2023 8:15:00 AM,209.0959,64.19794,61.865,0,7.264919,965.5574,305.5081,331.4756,328.0424
10/3/2023 8:30:00 AM,260.8691,68.44276,64.23086,0,7.290963,1309.776,420.4069,447.0631,441.2238
10/3/2023 8:45:00 AM,320.688,72.06228,65.86443,0,7.298563,1662.502,536.9728,565.8839,557.0674
10/3/2023 9:00:00 AM,387.6199,76.37843,67.55713,0,7.303785,2015.323,650.5596,685.3664,676.6215
10/3/2023 9:15:00 AM,451.74,79.39719,69.00751,1,7.295267,2349.415,758.2225,798.0864,790.1003
10/3/2023 9:30:00 AM,512.179,88.37222,71.04532,0,7.310584,2643.067,856.0258,896.9768,890.1254
10/3/2023 9:45:00 AM,570.7086,92.07687,73.11397,0,7.353854,2911.797,944.4879,987.1036,982.1358
10/3/2023 10:00:00 AM,627.072,97.98251,74.99719,0,7.360328,3156.348,1026.005,1069.675,1066.172
10/3/2023 10:15:00 AM,680.3589,102.6584,76.91563,0,7.358409,3377.763,1099.437,1144.835,1140.962
10/3/2023 10:30:00 AM,729.7509,107.5934,78.97262,1,7.37382,3574.646,1164.884,1211.088,1206.828
10/3/2023 10:45:00 AM,773.8784,111.0629,80.16775,1,7.382829,3755.369,1225.914,1271.272,1268.074
10/3/2023 11:00:00 AM,817.2027,114.8203,82.10932,1,7.38364,3904.988,1276.42,1323.265,1319.951
10/3/2023 11:15:00 AM,856.2452,117.2359,83.59759,1,7.402237,4053.432,1326.449,1373.288,1370.707
10/3/2023 11:30:00 AM,896.084,115.1663,83.95734,2,7.402562,4199.283,1374.633,1426.918,1424.342
10/3/2023 11:45:00 AM,927.778,117.033,84.22987,2,7.394695,4318.458,1413.62,1468.092,1464.096
10/3/2023 12:00:00 PM,924.5287,116.1368,84.94244,3,7.386994,4096.163,1314.23,1399.539,1420.43
10/3/2023 12:15:00 PM,924.5908,116.0675,84.58978,1,7.38046,3935.873,1237.622,1330.895,1376.257
10/3/2023 12:30:00 PM,973.936,117.8962,85.50072,1,7.384225,4371.423,1441.856,1487.898,1479.073
10/3/2023 12:45:00 PM,881.5391,117.1397,85.66217,3,7.367749,4096.125,1360.506,1369.031,1404.047
10/3/2023 1:00:00 PM,818.0569,119.631,86.42589,2,7.384933,3994.745,1367.074,1306.319,1313.417
10/3/2023 1:15:00 PM,988.234,117.5511,85.95612,2,7.388029,4510.206,1513.331,1539.232,1501.088
10/3/2023 1:30:00 PM,967.0814,122.3497,86.80804,3,7.381041,4435.667,1471.261,1527.884,1477.145
10/3/2023 1:45:00 PM,990.8813,120.3874,87.02153,2,7.370193,4477.415,1465.724,1523.164,1528.072
10/3/2023 2:00:00 PM,939.8384,118.6071,87.11285,2,7.362213,4262.393,1464.108,1455.437,1365.525
10/3/2023 2:15:00 PM,695.9384,110.8166,86.01468,3,7.327491,3201.13,1096.909,1014.297,1103.852
10/3/2023 2:30:00 PM,933.6119,115.8492,86.83189,1,7.353698,4238.812,1384.415,1446.26,1445.602
10/3/2023 2:45:00 PM,915.7966,115.4781,86.8475,2,7.329617,3623.778,1086.343,1214.64,1326.478
10/3/2023 3:00:00 PM,736.1157,111.6736,86.36156,2,7.316533,3203.991,1015.326,1087.959,1139.407
10/3/2023 3:15:00 PM,824.1104,112.4313,86.23675,2,7.335009,3747.166,1227.996,1282.046,1271.955
10/3/2023 3:30:00 PM,771.4015,116.8315,87.54741,0,7.332841,3478.353,1135.248,1185.307,1185.443
10/3/2023 3:45:00 PM,728.477,113.6134,87.98192,1,7.32189,3295.503,1073.041,1123.179,1122.045
10/3/2023 4:00:00 PM,681.9214,108.5988,86.62504,2,7.319703,3078.875,996.2548,1049.956,1054.649
10/3/2023 4:15:00 PM,423.6439,104.1243,85.64593,2,7.294118,2293.357,747.3128,765.5236,780.9364
10/3/2023 4:30:00 PM,467.819,99.30246,85.40769,0,7.322896,2295.954,768.7199,768.9568,774.8229
10/3/2023 4:45:00 PM,500.5861,101.1845,85.91498,1,7.336962,2234.192,718.343,764.5048,766.3939
