Soluga IV Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station 1 (Standard w/o POA),Production meter L-N voltage,Production meter active power,"Schneider XC 680kW Inverter - 1, Active Power","Schneider XC 680kW Inverter - 2, Active Power","Schneider XC 680kW Inverter - 3, Active Power","Schneider XC 680kW Inverter - 4, Active Power","Schneider XC 680kW Inverter - 5, Active Power"
10/1/2023 10:30:00 AM,705.9225,104.0347,76.57477,4,0.013683,2597.513,508.2567,523.7567,520.1,526.6,530.75
10/1/2023 10:45:00 AM,750.6846,106.7949,77.44999,3,0.01366633,2718.477,530.0467,546.3,543.58,553.0833,560.1733
10/1/2023 11:00:00 AM,762.2563,109.335,77.77215,5,0.01368644,2731.718,535.3766,553.4533,550.1266,559.6367,549.9933
10/1/2023 11:15:00 AM,783.687,107.7589,77.93657,5,0.01368644,2718.983,545.0333,554.6967,552.0634,552.9133,534.6234
10/1/2023 11:30:00 AM,791.9467,117.3383,79.90069,4,0.01367833,2719.751,530.6,540.8167,549.7267,558.8766,558.92
10/1/2023 11:45:00 AM,693.4078,109.3727,79.17583,4,0.01369333,2146.668,423.4867,427.08,435.43,450.37,424.3467
10/1/2023 12:00:00 PM,945.1088,115.5399,80.35829,4,0.01370111,3276.755,668.7067,671.45,667.71,663.4533,631.33
10/1/2023 12:15:00 PM,1034.356,125.61,82.27421,4,0.013682,3385.184,680.5167,683.5,683.1667,682.4533,682.5833
10/1/2023 12:30:00 PM,1031.897,127.8569,83.17966,4,0.01369,3271.308,648.22,657.7967,661.8267,665.15,663.4733
10/1/2023 12:45:00 PM,554.3701,114.5991,82.42938,4,0.01369,1664.101,324.1133,334.5467,340.5333,343.3033,331.6
10/1/2023 1:00:00 PM,907.616,111.9794,81.64985,4,0.01368478,2961.878,577.47,597.0367,589.8134,589.9434,628.4867
10/1/2023 1:15:00 PM,582.3239,113.9634,81.80163,4,0.01367367,1830.857,371.7,374.12,375.78,381.17,341.0633
10/1/2023 1:30:00 PM,819.0905,114.4393,82.17977,3,0.01367211,2630.518,535.7933,536.4167,535.2167,536.2833,505.3867
10/1/2023 1:45:00 PM,640.8474,117.5682,82.42964,4,0.01366634,1955.376,381.8767,389.0267,397.2167,399.7433,400.17
10/1/2023 2:00:00 PM,835.1489,113.24,82.21755,4,0.01367067,2665.642,531.8333,536.8766,532.8,527.9767,554.08
10/1/2023 2:15:00 PM,924.1663,122.4568,83.35916,4,0.01372722,2942.491,581.45,594.8567,597.8433,601.1767,588.3533
10/1/2023 2:30:00 PM,368.3944,106.6456,83.30669,4,0.01381433,1316.26,255.1533,263.9633,256.8167,262.8633,282.9733
10/1/2023 2:45:00 PM,812.0406,108.6423,82.07359,4,0.01377544,2924.167,589.93,597.41,591.5566,589.79,575.4333
10/1/2023 3:00:00 PM,860.0522,119.9687,83.15765,4,0.01381355,3000.591,585.3066,605.3066,602.0034,610.48,613.9067
10/1/2023 3:15:00 PM,522.8549,116.7141,83.24866,3,0.01381667,1708.703,312.35,330.55,340.8433,349.36,385.47
10/1/2023 3:30:00 PM,378.4255,95.44084,81.2526,3,0.01377967,1495.95,299.61,309.2,302.6633,302.6767,291.0233
10/1/2023 3:45:00 PM,701.017,108.8643,82.05364,3,0.01377389,2421.918,459.5667,482.9033,484.9733,495.8833,508.6767
10/1/2023 4:00:00 PM,320.9916,101.9923,82.20811,3,0.01374511,1141.013,229.0167,234.1767,227.91,234.44,221.28
10/1/2023 4:15:00 PM,510.2004,99.57018,81.5508,3,0.01377022,1810.512,347.48,368.3933,355.0667,370.8167,374.89
10/1/2023 4:30:00 PM,511.3954,104.0222,81.91678,3,0.01376267,1760.246,330.9267,362.3,338.1,363.8167,370.51
10/1/2023 4:45:00 PM,324.1152,101.7135,82.05396,3,0.013734,1139.046,203.12,230.24,220.95,245.81,244.3967
10/1/2023 5:00:00 PM,263.7238,93.0405,81.39777,2,0.01373178,905.773,165.8967,189.5633,176.84,196.2567,183.1667
10/1/2023 5:15:00 PM,139.7947,89.83898,80.89117,2,0.01370056,385.3357,66.92,79.02333,74.99667,83.5,88.18333
10/1/2023 5:30:00 PM,187.9531,83.16119,79.5301,1,0.01362422,641.25,112.6167,143.2767,124.4267,141.68,125.45
10/1/2023 5:45:00 PM,191.0962,87.00517,79.16874,1,0.01361722,519.5063,83.28333,119.05,100.95,120.78,101.7967
10/1/2023 6:00:00 PM,137.3305,85.52871,77.98362,0,0.01359878,327.441,47.89333,78.57333,65.28,81.70333,61.06667
10/1/2023 6:15:00 PM,70.6224,79.94155,76.57982,0,0.01361422,159.126,23.59333,39.08333,33.32333,43.39333,27.41333
10/1/2023 6:30:00 PM,25.10988,72.26131,75.28672,0,0.01361589,58.23533,10.8,14.28333,13.04,16.94,11.22667
10/1/2023 6:45:00 PM,10.00611,66.66325,73.46908,0,0.01365811,5.176333,2.506667,2.786667,2.666667,2.903333,2.74
10/1/2023 7:00:00 PM,2.636798,63.5236,71.71468,0,0.01367778,-18.069,-1.91,-2.013333,-1.92,-1.893333,-1.74
10/1/2023 7:15:00 PM,0.07382444,61.58649,70.14414,0,0.01366833,-23.58767,-3,-3.123333,-3.026667,-3.03,-2.846667
10/1/2023 7:30:00 PM,-0.368698,60.251,68.78538,0,0.01367178,-17.36767,-1.473333,-2.1,-1.61,-1.436667,-1.77
10/1/2023 7:45:00 PM,-0.3855703,59.36899,67.64724,0,0.01370478,-9.372666,0,0,0,0,0
10/1/2023 8:00:00 PM,-0.412764,58.76108,66.83105,0,0.01372356,-9.401667,0,0,0,0,0
10/1/2023 8:15:00 PM,-0.3645727,58.19127,66.07733,0,0.013711,-9.374333,0,0,0,0,0
10/1/2023 8:30:00 PM,-0.3880253,57.76049,65.56989,0,0.01374,-9.423667,0,0,0,0,0
10/1/2023 8:45:00 PM,-0.3266108,57.4381,65.06178,0,0.013748,-9.443,0,0,0,0,0
10/1/2023 9:00:00 PM,-0.4162765,56.9753,64.54245,0,0.01376422,-9.467667,0,0,0,0,0
10/1/2023 9:15:00 PM,-0.39338,56.60907,64.2001,0,0.01376878,-9.475333,0,0,0,0,0
10/1/2023 9:30:00 PM,-0.370703,56.28101,63.86142,0,0.013727,-9.394,0,0,0,0,0
10/1/2023 9:45:00 PM,-0.3867057,56.2994,63.50397,0,0.01374778,-9.437,0,0,0,0,0
10/1/2023 10:00:00 PM,-0.4241367,55.89004,63.21309,0,0.01376156,-9.473333,0,0,0,0,0
10/1/2023 10:15:00 PM,-0.4281997,55.70135,62.9037,0,0.01375322,-9.452333,0,0,0,0,0
10/1/2023 10:30:00 PM,-0.4035917,55.40958,62.65125,0,0.01364366,-9.253333,0,0,0,0,0
10/1/2023 10:45:00 PM,-0.4389187,55.1769,62.41573,0,0.01362033,-9.217,0,0,0,0,0
10/1/2023 11:00:00 PM,-0.4038313,54.80424,62.20809,0,0.013639,-9.248667,0,0,0,0,0
10/1/2023 11:15:00 PM,-0.39363,54.53793,61.9071,0,0.01366222,-9.285666,0,0,0,0,0
10/1/2023 11:30:00 PM,-0.3730203,54.32012,61.68871,0,0.01366811,-9.298,0,0,0,0,0
10/1/2023 11:45:00 PM,-0.4087147,54.04727,61.48785,0,0.013677,-9.317,0,0,0,0,0
10/2/2023 12:00:00 AM,-0.3846647,53.74436,61.25452,0,0.013686,-9.339,0,0,0,0,0
10/2/2023 12:15:00 AM,-0.3976013,53.54291,61.04683,0,0.01370811,-9.377334,0,0,0,0,0
10/2/2023 12:30:00 AM,-0.4024763,53.36739,60.76068,0,0.01371789,-9.395667,0,0,0,0,0
10/2/2023 12:45:00 AM,-0.3961693,52.98128,60.56457,0,0.01371767,-9.395333,0,0,0,0,0
10/2/2023 1:00:00 AM,-0.3900753,52.85617,60.31981,0,0.01371867,-9.394,0,0,0,0,0
10/2/2023 1:15:00 AM,-0.4268283,52.58894,60.11345,0,0.01373833,-9.419666,0,0,0,0,0
10/2/2023 1:30:00 AM,-0.4243097,52.32745,59.91758,0,0.01375722,-9.466666,0,0,0,0,0
10/2/2023 1:45:00 AM,-0.349688,52.16372,59.67911,0,0.013752,-9.446667,0,0,0,0,0
10/2/2023 2:00:00 AM,-0.4471937,51.97713,59.52027,0,0.01374611,-9.454,0,0,0,0,0
10/2/2023 2:15:00 AM,-0.4593987,51.63202,59.33948,0,0.01376078,-9.482667,0,0,0,0,0
10/2/2023 2:30:00 AM,-0.3851913,51.59546,59.16493,0,0.01377133,-9.495667,0,0,0,0,0
10/2/2023 2:45:00 AM,-0.409552,51.83847,59.14616,0,0.01376989,-9.490334,0,0,0,0,0
10/2/2023 3:00:00 AM,-0.44791,51.86772,59.18002,0,0.013775,-9.506667,0,0,0,0,0
10/2/2023 3:15:00 AM,-0.4710163,51.83205,59.15281,0,0.013776,-9.509,0,0,0,0,0
10/2/2023 3:30:00 AM,-0.4435927,51.52403,59.13359,0,0.01377744,-9.511333,0,0,0,0,0
10/2/2023 3:45:00 AM,-0.4213887,51.76604,59.1391,0,0.01377967,-9.511666,0,0,0,0,0
10/2/2023 4:00:00 AM,-0.4790587,52.15292,59.41279,0,0.013769,-9.490334,0,0,0,0,0
10/2/2023 4:15:00 AM,-0.4558067,52.48492,59.52027,0,0.01375866,-9.473666,0,0,0,0,0
10/2/2023 4:30:00 AM,-0.4319395,52.1335,59.39431,0,0.01375689,-9.470667,0,0,0,0,0
10/2/2023 4:45:00 AM,-0.4521082,51.65221,59.1093,0,0.01373744,-9.43,0,0,0,0,0
10/2/2023 5:00:00 AM,-0.4278173,51.2355,58.77457,0,0.01369478,-9.350333,0,0,0,0,0
10/2/2023 5:15:00 AM,-0.407013,50.78034,58.53629,0,0.013669,-9.291333,0,0,0,0,0
10/2/2023 5:30:00 AM,-0.356292,50.54949,58.3279,0,0.01365111,-9.234333,0,0,0,0,0
10/2/2023 5:45:00 AM,-0.401695,50.34377,58.13392,0,0.01364456,-9.223333,0,0,0,0,0
10/2/2023 6:00:00 AM,-0.4129787,50.22074,57.93652,0,0.01362867,-9.200666,0,0,0,0,0
10/2/2023 6:15:00 AM,-0.393061,49.97384,57.70552,0,0.01361234,-9.176666,0,0,0,0,0
10/2/2023 6:30:00 AM,-0.3767567,49.90422,57.52131,0,0.01362956,-9.195,0,0,0,0,0
10/2/2023 6:45:00 AM,-0.2784592,49.98105,57.54446,0,0.01364033,-9.338667,-0.006666667,-0.006666667,0,0,-0.05
10/2/2023 7:00:00 AM,1.024314,49.79198,57.29955,0,0.01362255,-7.771,0.09666666,0.1,0.18,0.2066667,0.1433333
10/2/2023 7:15:00 AM,8.794564,49.92179,57.24952,0,0.01363178,24.451,6.186666,6.543334,7.056667,6.623333,6.243333
10/2/2023 7:30:00 AM,52.93814,52.34552,57.94308,0,0.01367589,92.53867,18.29333,22.30667,24.85333,19.47667,15.53
10/2/2023 7:45:00 AM,103.2525,57.54187,60.72449,0,0.01371678,243.6643,46.63,56.24333,59.27667,46.27667,42.83333
10/2/2023 8:00:00 AM,160.5523,63.69781,64.80367,0,0.01372056,471.5427,89.46,102.3067,105.9467,91.80334,88.72334
10/2/2023 8:15:00 AM,216.328,69.02475,70.6937,0,0.01374967,739.08,139.2333,154.7867,159.13,146.96,144.8533
10/2/2023 8:30:00 AM,274.6779,72.83101,75.40099,1,0.01376278,997.49,189.33,206.07,207.33,200.6533,199.6367
10/2/2023 8:45:00 AM,337.1103,77.35901,77.92,1,0.013763,1274.155,242.79,260.4433,257.82,257.8733,260.5733
10/2/2023 9:00:00 AM,401.6886,82.25819,84.18218,2,0.013769,1539.383,297.3833,312.3133,308.4433,311.5833,314.9933
10/2/2023 9:15:00 AM,467.4166,87.45,83.05665,1,0.01373922,1780.354,344.8567,359.8033,356.23,361.34,363.8633
