Briarwood Monthly
Start date:,9/1/2023 12:00:00 AM
End date:,9/30/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station (Standard),Production meter L-N voltage,Production meter active power,"SunGrow SG125HV Inverter - 1, Line kW","SunGrow SG125HV Inverter - 2, Line kW","SunGrow SG125HV Inverter - 3, Line kW","SunGrow SG125HV Inverter - 4, Line kW","SunGrow SG125HV Inverter - 5, Line kW","SunGrow SG125HV Inverter - 6, Line kW","SunGrow SG125HV Inverter - 7, Line kW","SunGrow SG125HV Inverter - 8, Line kW","SunGrow SG125HV Inverter - 9, Line kW","SunGrow SG125HV Inverter - 10, Line kW","SunGrow SG125HV Inverter - 11, Line kW","SunGrow SG125HV Inverter - 12, Line kW","SunGrow SG125HV Inverter - 13, Line kW","SunGrow SG125HV Inverter - 14, Line kW","SunGrow SG125HV Inverter - 15, Line kW","SunGrow SG125HV Inverter - 16, Line kW"
9/5/2023 5:30:00 PM,161.1133,30.7643,91.53556,2,7.550242,325.4481,19.65792,17.17851,22.57094,19.74842,22.19419,19.59334,17.98574,11.37344,21.1908,22.49153,22.70615,22.99895,22.82223,23.98938,22.17267,22.68569
9/5/2023 5:45:00 PM,119.5832,27.78666,90.08726,2,7.551837,241.9106,14.65476,12.94314,16.95025,14.85944,16.68817,14.70352,13.55989,8.425583,15.89358,16.80137,16.83829,17.15521,17.01563,17.82537,16.59168,16.65654
9/5/2023 6:00:00 PM,103.3876,25.89149,88.60548,2,7.576656,213.3779,13.07142,11.47826,14.9705,13.15143,14.74585,13.02715,12.06755,7.536906,14.19277,14.89616,14.95829,15.24135,15.1175,15.76916,14.68263,14.42822
9/5/2023 6:15:00 PM,83.1489,24.72538,87.56739,1,7.589743,172.2575,10.6577,9.297873,12.18331,10.68244,11.9962,10.6088,9.890676,6.133811,11.59277,12.08964,12.17812,12.40696,12.26714,12.79391,11.91877,11.6041
9/5/2023 6:30:00 PM,70.23082,23.77225,86.44351,2,7.567898,142.0485,8.851556,7.71377,10.09714,8.872257,9.95593,8.828032,8.249536,5.095218,9.676455,10.05258,10.10397,10.32211,10.18504,10.62749,9.933522,9.627521
9/5/2023 6:45:00 PM,51.55853,22.72733,85.50248,2,7.508185,100.2451,6.380588,5.543881,7.303883,6.407289,7.164701,6.32971,5.917197,3.617103,6.84112,7.273089,7.291745,7.461807,7.34687,7.632671,7.103386,6.805155
9/5/2023 7:00:00 PM,34.54216,21.6947,84.76666,1,7.528802,65.11027,4.250041,3.654151,4.888018,4.29574,4.786046,4.252293,4.036273,2.428266,4.685854,4.86607,4.89374,4.995923,4.892659,5.095555,4.838929,4.643484
9/5/2023 7:15:00 PM,21.03269,20.74397,83.80134,2,7.541278,34.78902,2.456087,2.078152,2.823284,2.482292,2.777363,2.47237,2.374329,1.355515,2.673694,2.813005,2.806942,2.912276,2.817006,2.896823,2.798146,2.680158
9/5/2023 7:30:00 PM,8.827519,19.89983,82.88439,2,7.538203,8.543356,0.9050264,0.7412212,1.040272,0.9464874,1.059482,0.9275497,0.9562411,0.3640428,0.9872376,1.040155,1.057106,1.098399,1.039138,1.068619,1.096898,1.010817
9/5/2023 7:45:00 PM,2.259598,19.14861,81.94355,0,7.553746,-2.181674,0.1354386,0.05139096,0.1453311,0.1473321,0.2241178,0.1438622,0.2281294,0,0.1368481,0.1542133,0.159074,0.2241206,0.1611673,0.1554451,0.2503028,0.1533628
9/5/2023 8:00:00 PM,0.1053186,18.31114,80.82352,0,7.573833,-2.769456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 8:15:00 PM,-0.02060933,17.40875,79.30895,0,7.587109,-2.79388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 8:30:00 PM,0.0652187,16.8134,78.1203,0,7.568108,-2.775233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 8:45:00 PM,-0.01181108,16.61781,77.67604,0,7.574236,-2.781568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:00:00 PM,0.1707389,16.38627,76.8298,0,7.574559,-2.784272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:15:00 PM,0.02601933,16.04168,76.07936,0,7.542338,-2.754191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:30:00 PM,0.05625825,15.77942,75.35584,0,7.560625,-2.775038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:45:00 PM,0.07157777,15.61019,74.80862,0,7.575379,-2.786175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:00:00 PM,-0.1650101,15.48901,74.40378,0,7.576696,-2.79005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:15:00 PM,-0.3774418,15.31662,74.18021,0,7.588266,-2.801965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:30:00 PM,-0.1825174,15.18322,73.76946,0,7.559983,-2.774236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:45:00 PM,-0.1016933,14.91545,73.40378,0,7.55428,-2.770161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:00:00 PM,-0.3214234,14.67035,73.04934,0,7.545126,-2.763787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:15:00 PM,0.03362918,14.30912,72.53884,0,7.576524,-2.79139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:30:00 PM,-0.1928015,14.02528,72.13359,0,7.585295,-2.801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:45:00 PM,-0.07312363,13.77415,71.69424,0,7.590463,-2.808316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:00:00 AM,0.09536081,13.64764,71.21477,0,7.572693,-2.793475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:15:00 AM,-0.01266908,13.77659,70.88499,0,7.580114,-2.800807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:30:00 AM,-0.2424658,13.62621,70.72501,0,7.593209,-2.813932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:45:00 AM,-0.06748666,13.65681,70.5163,0,7.585671,-2.806683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:00:00 AM,0.1277544,13.70586,70.43855,0,7.567696,-2.791204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:15:00 AM,-0.1402797,13.58737,70.32632,0,7.57672,-2.799901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:30:00 AM,-0.09178323,13.30488,70.05731,0,7.587495,-2.810652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:45:00 AM,-0.1578328,13.06777,69.73257,0,7.583537,-2.807247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:00:00 AM,-0.1680145,13.04576,69.58179,0,7.590257,-2.814269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:15:00 AM,-0.1433052,12.90491,69.28561,0,7.598299,-2.823141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:30:00 AM,-0.1501165,12.79331,69.06215,0,7.599791,-2.823577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:45:00 AM,-0.1658564,12.7894,68.88206,0,7.564769,-2.790134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:00:00 AM,0.006663493,12.55206,68.60012,0,7.562936,-2.78966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:15:00 AM,0.02579829,12.484,68.39734,0,7.569012,-2.795878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:30:00 AM,-0.2002005,12.39595,68.25129,0,7.570591,-2.797945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:45:00 AM,-0.1960432,12.36028,68.124,0,7.573366,-2.800414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:00:00 AM,-0.1717553,12.29428,67.97562,0,7.571995,-2.801309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:15:00 AM,0.2329379,12.17893,67.83161,0,7.572206,-2.801998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:30:00 AM,-0.06612965,12.28634,67.81572,0,7.57506,-2.804585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:45:00 AM,-0.1067934,12.11324,67.63229,0,7.573974,-2.802636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:00:00 AM,-0.2527838,12.01412,67.55439,0,7.573839,-2.802759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:15:00 AM,-0.2425192,12.00562,67.43996,0,7.571297,-2.800737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:30:00 AM,-0.1120872,11.90166,67.29095,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:45:00 AM,0.106682,11.89709,67.14417,0,7.556457,-2.788916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:00:00 AM,0.05698653,11.74014,66.92485,0,7.541239,-2.775399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:15:00 AM,-0.124232,11.68631,66.87752,0,7.542678,-2.777058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:30:00 AM,-0.2317407,11.89938,66.91139,0,7.559145,-2.792936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:45:00 AM,0.5740773,11.70955,66.81831,0,7.558591,-2.767752,0,0,0,0,0.0002222222,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 7:00:00 AM,5.279737,11.98221,66.86665,0,7.539376,-1.853399,0,0,0,0,0.5501239,0.4850126,0,0,0,0,0,0,0,0,0,0
9/6/2023 7:15:00 AM,16.51127,12.33468,67.11393,0,7.516571,1.002717,0,0,0,0,2.058245,1.826222,0,0,0,0,0,0,0,0,0,0
9/6/2023 7:30:00 AM,35.16811,13.12339,67.73238,0,7.519715,5.972559,0,0,0,0,4.673496,4.141229,0,0,0,0,0,0,0,0,0,0
9/6/2023 7:45:00 AM,57.34865,14.11603,68.69292,0,7.517845,11.81082,0,0,0,0,7.924329,7.03105,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:00:00 AM,215.1811,16.68719,70.0741,0,7.523495,57.76001,0,0,0,0,31.38871,29.04038,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:15:00 AM,392.3048,22.21208,72.48189,0,7.51289,138.5202,0,30.49582,0,0,57.94345,53.16392,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:30:00 AM,525.1711,26.86299,75.36208,1,7.541392,710.8477,48.01728,64.21072,47.94296,7.410348,79.15765,71.31065,7.143471,12.03326,50.49192,60.36842,56.59698,60.25946,8.043206,62.76162,55.34936,37.5469
9/6/2023 8:45:00 AM,492.1303,27.46459,76.97958,0,7.564988,1013.814,66.60616,59.6145,76.04156,63.408,74.69714,67.01347,59.68176,39.17064,73.7861,69.70464,70.06104,70.895,67.45152,75.06181,68.87962,58.38762
9/6/2023 9:00:00 AM,720.175,32.95735,78.35062,1,7.54642,1523.249,94.71555,83.64892,106.1874,93.17624,104.0957,93.16772,87.4443,56.95161,106.0828,103.6533,103.5656,104.1385,103.4299,108.2749,101.6172,83.39594
9/6/2023 9:15:00 AM,811.0817,40.8285,80.34369,1,7.547935,1651.493,101.5997,88.58965,113.0303,99.43931,110.4542,99.0037,93.30769,60.74049,111.693,114.9812,114.7775,115.0524,113.8161,119.1574,111.7739,90.47182
9/6/2023 9:30:00 AM,834.0209,43.52345,82.42448,2,7.543705,1687.125,103.4507,90.38107,115.4479,101.5728,112.9621,101.1306,95.19217,61.89767,113.6204,117.1744,117.1789,117.5154,116.3168,121.6916,114.281,92.28717
9/6/2023 9:45:00 AM,852.3434,45.2523,84.24635,1,7.535716,1713.622,104.6884,91.48309,117.1647,103.055,114.8133,102.8507,96.52332,62.63758,115.0222,118.7693,119.0626,119.4477,118.3281,123.7963,116.4282,93.58151
9/6/2023 10:00:00 AM,866.2095,46.66305,85.77231,1,7.545436,1732.362,105.5747,92.36844,118.2846,104.0454,116.0347,103.8836,97.50178,63.15934,115.9933,119.8825,120.4818,120.8912,119.7816,125.4163,117.7506,94.59023
9/6/2023 10:15:00 AM,877.3271,48.04065,87.3696,0,7.531942,1737.403,106.1707,92.9337,118.8082,104.3349,116.4111,104.1962,97.83868,63.23211,116.4427,120.1949,120.7038,121.1371,120.1846,125.7365,117.9875,94.75583
9/6/2023 10:30:00 AM,882.3749,48.11305,88.77594,1,7.540033,1746.599,106.8148,93.43249,119.4459,104.9765,117.2639,104.9404,98.53765,63.59158,117.0677,120.7518,121.2619,121.7434,120.707,125.8293,118.3624,95.81749
9/6/2023 10:45:00 AM,888.0087,47.84805,89.42978,1,7.535581,1752.236,106.9513,93.63631,119.9094,105.3813,117.6358,105.1475,98.65866,63.58597,117.0969,121.4398,121.9549,122.6431,121.4064,125.9769,118.9964,96.63297
9/6/2023 11:00:00 AM,888.0462,49.39455,90.67484,1,7.545019,1748.05,106.408,93.23963,119.2188,104.8156,117.0114,104.7105,98.27958,63.39654,117.1346,120.7381,121.3502,121.9416,120.7149,125.9798,118.3224,97.25679
9/6/2023 11:15:00 AM,891.3158,49.22535,91.68586,0,7.567042,1751.772,106.9233,93.70356,119.8784,105.1433,117.3314,104.8387,98.30219,63.15982,116.7615,121.2645,121.9621,122.4712,121.3464,125.965,118.9548,98.94147
9/6/2023 11:30:00 AM,894.2913,48.4248,91.98111,1,7.564442,1754.654,107.3259,93.92797,120.156,105.3212,117.2527,104.5097,98.03777,62.89993,116.2254,121.4933,122.1937,122.761,121.541,125.966,119.0805,100.6661
9/6/2023 11:45:00 AM,893.6246,49.73545,93.04558,1,7.55997,1743.222,106.2113,93.30726,119.3512,104.8005,116.7187,103.8348,97.22975,62.40251,115.5801,119.9266,121.0996,121.602,120.4363,125.7659,118.0251,101.3869
9/6/2023 12:00:00 PM,898.9224,49.9223,93.85703,2,7.558525,1752.744,106.1505,93.15629,119.0196,104.6719,117.2637,104.5273,97.99213,62.99256,116.2508,120.6854,121.4431,122.2302,121.335,125.9582,119.0353,104.2564
9/6/2023 12:15:00 PM,894.4236,50.7676,94.73662,1,7.528917,1739.155,105.2119,92.29234,118.0883,103.8567,116.0662,103.5927,97.33952,62.67854,115.2753,119.3897,120.4406,121.0871,119.9365,125.4634,117.8214,105.0498
9/6/2023 12:30:00 PM,896.3893,51.45565,95.40715,1,7.535925,1727.914,104.8471,91.87128,117.5582,103.5297,115.5529,103.0034,96.40599,61.92277,114.3148,118.5992,119.5001,119.8971,118.6215,124.4624,116.5561,105.9496
9/6/2023 12:45:00 PM,892.1027,51.49735,96.12244,2,7.538681,1726.896,104.6481,91.69674,117.3627,103.4429,115.5507,102.9373,96.39152,61.85163,113.7405,118.3065,119.2468,119.6142,118.6427,124.3474,116.3676,107.3079
9/6/2023 1:00:00 PM,887.4825,51.7298,97.02021,3,7.57413,1711.884,104.113,91.01633,116.5875,102.7901,114.3674,102.0323,95.61483,61.15841,112.7396,117.2914,118.0598,118.1538,117.1042,122.927,114.7746,107.5534
9/6/2023 1:15:00 PM,890.1345,52.5347,97.84893,2,7.560123,1706.452,103.5645,90.9109,116.1399,102.4138,114.0764,101.595,95.28746,60.96951,112.5317,116.7577,117.5545,117.6412,116.611,122.3725,114.1005,108.4024
9/6/2023 1:30:00 PM,886.9148,52.4435,98.33641,2,7.54621,1703.693,103.1014,91.04177,116.6964,103.0982,114.778,101.9279,95.28751,54.73624,112.6441,116.5283,117.6419,118.0474,116.8815,122.4987,114.3985,109.3818
9/6/2023 1:45:00 PM,889.4801,52.8732,98.86553,3,7.53675,1683.716,103.1873,91.01738,116.8217,103.3559,114.919,102.1144,95.43494,30.24835,113.7652,116.733,117.7824,118.2441,117.059,122.5262,114.3659,110.5483
9/6/2023 2:00:00 PM,893.6536,53.04225,98.76505,3,7.551467,1721.878,103.1649,90.64602,116.1607,102.2853,113.5409,100.9349,94.58772,78.15141,112.5899,116.5015,117.5015,117.6586,116.2403,121.8837,114.0608,110.9175
9/6/2023 2:15:00 PM,920.2855,53.4139,99.46375,2,7.5445,1767.586,106.0078,93.13657,119.0779,104.781,116.5875,103.6501,97.45885,81.43093,115.8313,119.1785,119.9713,120.3215,119.2814,122.9658,114.5232,114.6023
9/6/2023 2:30:00 PM,781.4736,50.23295,99.10931,2,7.530368,1563.597,91.42162,83.03276,107.1691,91.46222,101.5207,91.78134,86.41172,71.82964,99.52845,101.2975,101.4129,103.6384,107.9097,114.3696,111.171,106.8421
9/6/2023 2:45:00 PM,634.1271,50.75835,99.04895,2,7.521604,1306.83,74.91947,66.49816,84.69559,75.06963,88.0023,83.32126,78.48476,65.80863,92.14628,87.64989,83.90141,83.27466,83.14957,86.46249,86.10629,90.22379
9/6/2023 3:00:00 PM,910.7686,51.26245,99.36655,3,7.523301,1778.25,106.36,93.33539,119.349,105.0319,117.1111,104.2191,97.38401,81.28056,115.4491,120.2972,121.1803,121.4873,120.3907,125.5848,117.8326,117.2291
9/6/2023 3:15:00 PM,896.3575,53.09215,99.7873,2,7.552036,1733.794,103.7619,90.77172,116.2976,102.2987,113.9641,101.3877,95.07948,79.0238,112.2619,116.8602,117.8163,118.2777,117.2936,123.2969,115.2469,115.1881
9/6/2023 3:30:00 PM,910.0696,52.4965,100.205,3,7.576373,1754.858,105.7355,92.57978,118.1752,103.5393,114.9196,102.436,96.16203,79.8858,113.4677,118.249,119.3716,119.9402,118.8123,124.4662,116.0958,116.0258
9/6/2023 3:45:00 PM,904.4294,54.338,100.8989,2,7.581505,1730.534,103.6648,90.89683,116.078,102.2349,113.6442,101.1979,94.75434,78.57229,112.0798,117.0836,117.6847,118.0856,117.0925,122.6496,114.8018,114.8416
9/6/2023 4:00:00 PM,915.6194,53.63215,100.5361,2,7.583715,1739.531,104.4284,91.20075,116.8276,102.7329,114.2038,101.3684,94.88882,78.20449,112.1406,117.7282,118.7705,119.2925,118.3315,123.734,115.1011,115.6561
9/6/2023 4:15:00 PM,921.0385,53.48165,100.8426,3,7.593458,1747.562,104.9458,91.59377,117.1298,102.9289,114.4408,101.7089,95.37011,78.62035,112.1711,118.5942,119.4617,119.8753,118.9737,124.5881,115.8947,116.4483
9/6/2023 4:30:00 PM,697.8373,52.14735,100.8141,2,7.584711,1283.04,79.96181,69.16703,87.44715,76.23665,83.8499,73.63017,67.9734,55.50547,78.38078,91.46902,90.62554,90.04778,88.12708,90.94434,83.38227,82.51485
9/6/2023 4:45:00 PM,642.1948,44.0549,98.6319,2,7.583001,1457.911,76.53627,66.98315,85.00451,75.39833,83.91577,74.60888,69.19737,58.23983,82.47506,85.31917,85.57616,85.70374,85.37166,86.60457,84.15857,84.01442
9/6/2023 5:00:00 PM,907.3892,49.88915,98.7697,3,7.575903,1751.672,105.7051,92.25544,118.032,103.7521,115.4027,102.0434,94.52209,79.20814,112.3909,119.3989,119.7124,119.9447,118.9701,123.8279,116.0572,115.6025
9/6/2023 5:15:00 PM,841.8302,51.67395,98.99718,2,7.576526,1592.497,97.23779,84.52419,107.6565,94.27316,104.8797,92.0394,85.54576,70.81322,99.53408,109.54,109.8811,110.0308,109.403,113.2532,106.9239,106.2189
9/6/2023 5:30:00 PM,269.7588,42.7323,97.14568,2,7.558416,508.5224,30.94529,27.56943,35.43114,31.33242,34.96957,30.5069,27.69043,22.74516,32.53793,34.15401,34.20811,34.23803,34.26854,36.1515,33.57852,33.79237
9/6/2023 5:45:00 PM,207.9913,33.6394,94.54988,2,7.56623,436.601,24.42415,22.62919,29.43566,26.53775,29.88987,26.65821,24.409,19.50965,27.63204,27.69567,28.59483,29.53359,30.18365,32.13098,31.22392,30.98563
9/6/2023 6:00:00 PM,139.3772,29.27053,92.07483,1,7.570647,272.7567,15.7468,13.87375,18.10415,15.95945,17.93717,15.97461,15.0085,12.02013,16.65355,18.76141,19.26713,19.77849,19.85942,20.91983,19.79448,19.34848
9/6/2023 6:15:00 PM,89.77298,25.7429,89.86083,1,7.58023,154.2182,9.480135,8.30081,10.85536,9.517086,10.57361,9.209698,8.42379,6.662758,9.158892,10.76506,10.98142,11.15613,11.00693,11.53502,10.13112,10.28444
9/6/2023 6:30:00 PM,166.3084,24.11116,87.67326,0,7.593342,279.7401,17.36142,17.33182,21.97339,20.00092,21.71644,17.75546,11.66179,8.802647,11.3432,19.59374,19.66735,21.14811,21.94237,22.67386,14.87156,15.77491
9/6/2023 6:45:00 PM,238.5676,25.7203,86.3633,0,7.590247,330.1409,22.33017,23.27702,29.2121,26.81951,26.70252,18.06488,10.20713,7.762443,8.191176,25.55029,24.81485,28.13362,29.99479,26.93575,14.26368,13.20339
9/6/2023 7:00:00 PM,126.9329,24.29813,85.5406,0,7.589747,118.1327,10.52365,10.13787,11.63214,8.546696,7.962928,5.312262,4.332283,3.212487,4.34729,11.33253,10.667,9.736402,8.564978,7.527069,5.012855,5.201782
9/6/2023 7:15:00 PM,37.11097,20.84735,83.2792,0,7.542573,37.92302,3.271821,2.719218,3.180156,2.645133,2.775178,2.467026,2.312243,1.788355,2.46582,3.251444,3.086681,3.04653,2.898474,3.0338,2.717438,2.859142
9/6/2023 7:30:00 PM,9.556089,17.26042,80.90305,0,7.543547,8.126539,0.8652653,0.7127827,1.008508,0.9237751,0.9924378,0.9102073,0.9158464,0.6114294,0.8980786,0.9960315,0.9957836,1.066492,0.9834912,1.066833,1.043014,1.033525
9/6/2023 7:45:00 PM,3.237605,15.19961,78.38113,0,7.557996,-2.267536,0.07232822,0.0567878,0.154407,0.1417432,0.1455179,0.1434979,0.2062764,0.03897206,0.1228325,0.1544682,0.1506327,0.1985696,0.1428603,0.1515015,0.2470947,0.1492988
9/6/2023 8:00:00 PM,0.8715599,14.22424,75.9501,0,7.540893,-2.733246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:15:00 PM,0.1919373,13.68159,74.42042,0,7.554807,-2.756278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:30:00 PM,-0.1133766,13.43734,73.37283,0,7.583889,-2.782097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:45:00 PM,-0.002077287,13.28137,72.47526,0,7.554395,-2.757877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:00:00 PM,0.0426223,13.07118,71.75164,0,7.5645,-2.769287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:15:00 PM,-0.03343731,12.85981,71.03687,0,7.567468,-2.773224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:30:00 PM,-0.09880606,12.63995,70.40461,0,7.593991,-2.798821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:45:00 PM,-0.1255786,12.52144,69.83849,0,7.57338,-2.780914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:00:00 PM,0.2189341,12.24954,69.28293,0,7.581586,-2.790735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:15:00 PM,-0.04123334,12.04547,68.75642,0,7.604217,-2.813378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:30:00 PM,-0.1412583,11.98759,68.45326,0,7.581358,-2.791259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:45:00 PM,0.09828404,11.80682,68.01886,0,7.577996,-2.790017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:00:00 PM,-0.04302672,11.72361,67.76409,0,7.568792,-2.783799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:15:00 PM,-0.1158892,11.88383,67.67699,0,7.57684,-2.791448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:30:00 PM,-0.3076634,11.9769,67.68188,0,7.592668,-2.807491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:45:00 PM,-0.118908,12.09584,67.6563,0,7.588894,-2.804226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:00:00 AM,-0.1720744,12.4188,67.75195,0,7.564862,-2.783141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:15:00 AM,-0.3377887,12.61059,67.93152,0,7.574002,-2.79277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:30:00 AM,-0.3466669,12.8238,68.12704,0,7.580455,-2.798148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:45:00 AM,0.02801054,12.95266,68.314,0,7.58648,-2.804462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:00:00 AM,-0.2187336,13.01127,68.49741,0,7.597403,-2.815548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:15:00 AM,-0.1615698,13.14654,68.70304,0,7.594304,-2.812821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:30:00 AM,-0.1290807,13.05443,68.82298,0,7.569162,-2.789824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:45:00 AM,-0.2108322,12.81692,68.80194,0,7.575427,-2.796515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:00:00 AM,-0.204868,12.95395,68.73089,0,7.580647,-2.802496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:15:00 AM,-0.08468471,13.15889,68.78526,0,7.581773,-2.803908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:30:00 AM,-0.1631934,13.3426,68.93935,0,7.584536,-2.806632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:45:00 AM,-0.03069123,13.44808,69.12087,0,7.593255,-2.815959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:00:00 AM,-0.2360454,13.5305,69.30479,0,7.592454,-2.816155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:15:00 AM,-0.2028468,13.62602,69.48717,0,7.596595,-2.818673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:30:00 AM,-0.02942969,13.78732,69.65662,0,7.598724,-2.82132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:45:00 AM,-0.2581594,13.91191,69.83516,0,7.599769,-2.823555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 4:00:00 AM,-0.09358832,14.00123,70.05374,0,7.59653,-2.822272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 4:15:00 AM,-0.2882063,14.09382,70.1975,0,7.59253,-2.818354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
