Brightwood Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Max wind speed - Luft WS601,Production meter AC voltage,Production meter L-L voltage,Production meter active power,"Sungrow SG3600 Inverter - 1, Total AC Power","Sungrow SG3600U Inverter - 2, Total AC Power","Sungrow SG3600U Inverter - 3, Total AC Power"
10/1/2023 9:45:00 PM,-1.33367,44.972,2.08667,7.41076,12.8343,-19.1613,0,0,0
10/1/2023 10:00:00 PM,-1.489,44.93,2.59667,7.41935,12.84913,-19.2225,0,0,0
10/1/2023 10:15:00 PM,-1.30033,44.116,2.97667,7.43062,12.86857,-19.6023,0,0,0
10/1/2023 10:30:00 PM,-1.58833,44.18,3.07,7.42009,12.85073,-19.1619,0,0,0
10/1/2023 10:45:00 PM,-1.36167,45.29,6.03333,7.42005,12.8508,-19.2821,0,0,0
10/1/2023 11:00:00 PM,-1.32767,44.978,4.8,7.4135,12.83947,-18.9701,0,0,0
10/1/2023 11:15:00 PM,-1.31233,44.96,4.74667,7.41292,12.8384,-19.1457,0,0,0
10/1/2023 11:30:00 PM,-1.282,44.926,4.50667,7.41095,12.835,-18.938,0,0,0
10/1/2023 11:45:00 PM,-1.22733,44.62,4.11333,7.41323,12.8389,-19.0186,0,0,0
10/2/2023 12:00:00 AM,-1.26067,44.078,3.56,7.42463,12.85873,-19.1868,0,0,0
10/2/2023 12:15:00 AM,-1.50367,44.222,4.37,7.42809,12.8648,-19.186,0,0,0
10/2/2023 12:30:00 AM,-1.303,43.794,4.66333,7.42733,12.86347,-19.4015,0,0,0
10/2/2023 12:45:00 AM,-1.50467,42.61,2.93,7.42654,12.8621,-19.4174,0,0,0
10/2/2023 1:00:00 AM,-1.48633,43.424,5.16333,7.42746,12.8637,-19.1603,0,0,0
10/2/2023 1:15:00 AM,-1.47867,42.752,4.17,7.42716,12.86317,-19.2579,0,0,0
10/2/2023 1:30:00 AM,-1.40867,43.358,5.80667,7.43214,12.8718,-19.43,0,0,0
10/2/2023 1:45:00 AM,-1.42367,42.934,5.29667,7.43275,12.8729,-19.3007,0,0,0
10/2/2023 2:00:00 AM,-1.59233,43.122,6.01667,7.4313,12.87037,-19.1741,0,0,0
10/2/2023 2:15:00 AM,-1.23767,43.5,6.28,7.43225,12.872,-19.1948,0,0,0
10/2/2023 2:30:00 AM,-0.975667,43.87,5.32,7.4342,12.87537,-19.2353,0,0,0
10/2/2023 2:45:00 AM,-1.095,42.612,5.83333,7.43478,12.87647,-19.2074,0,0,0
10/2/2023 3:00:00 AM,-1.39667,40.786,2.17333,7.42939,12.8671,-19.2598,0,0,0
10/2/2023 3:15:00 AM,-1.65467,42,5.73667,7.42396,12.85767,-19.2514,0,0,0
10/2/2023 3:30:00 AM,-1.41267,41.876,4.82,7.4203,12.85133,-19.1892,0,0,0
10/2/2023 3:45:00 AM,-1.492,42.36,5.28333,7.41895,12.84897,-19.4104,0,0,0
10/2/2023 4:00:00 AM,-0.995,43.126,5.21333,7.41261,12.83807,-19.343,0,0,0
10/2/2023 4:15:00 AM,-0.637667,44.072,5.44333,7.40462,12.82407,-19.254,0,0,0
10/2/2023 4:30:00 AM,-0.677,43.966,5.90333,7.41462,12.84133,-19.043,0,0,0
10/2/2023 4:45:00 AM,-0.866,43.584,4.12,7.41169,12.83637,-19.012,0,0,0
10/2/2023 5:00:00 AM,-0.653667,44.172,4.25333,7.40455,12.8239,-19.1324,0,0,0
10/2/2023 5:15:00 AM,-0.56,44.426,2.96333,7.39215,12.80233,-18.9063,0,0,0
10/2/2023 5:30:00 AM,-0.547667,44.82,5.21333,7.38346,12.7875,-18.7964,0,0,0
10/2/2023 5:45:00 AM,-0.5,44.984,4.79,7.37058,12.76507,-18.7279,0,0,0
10/2/2023 6:00:00 AM,-0.696667,44.814,5.15333,7.36598,12.75717,-18.6203,0,0,0
10/2/2023 6:15:00 AM,-0.559667,45.01,5.14667,7.38471,12.78947,-18.8763,0,0,0
10/2/2023 6:30:00 AM,-0.515667,44.944,4.66,7.38898,12.7968,-18.9648,0,0,0
10/2/2023 6:45:00 AM,-0.127,45.242,3.24,7.38253,12.78557,-18.6574,0,0,0
10/2/2023 7:00:00 AM,1.94667,45.038,2.25,7.38024,12.78157,-1.83569,5.55863,5.6573,5.21043
10/2/2023 7:15:00 AM,5.236,45.804,3.10667,7.3984,12.81283,36.973,18.716,19.1297,18.4334
10/2/2023 7:30:00 AM,11.551,46.102,2.88667,7.38375,12.78727,117.846,46.0874,45.65,44.0848
10/2/2023 7:45:00 AM,24.9507,46.792,2.03,7.36712,12.75843,300.892,107.933,108.072,103.09
10/2/2023 8:00:00 AM,37.8037,47.866,2.50333,7.37103,12.7655,487.298,171.641,170.188,166.46
10/2/2023 8:15:00 AM,47.892,48.624,3.76667,7.36613,12.7569,642.529,218.872,221.711,222.22
10/2/2023 8:30:00 AM,58.764,48.86,3.99667,7.37301,12.76873,784.815,272.891,277.122,268.378
10/2/2023 8:45:00 AM,85.1983,50.786,3.64667,7.37451,12.7712,1174.11,395.856,400.02,397.449
10/2/2023 9:00:00 AM,74.7693,52.154,1.82333,7.37567,12.7733,1044.21,340.356,350.863,374.497
10/2/2023 9:15:00 AM,74.1587,52.194,3.04,7.37644,12.77467,1018.18,351.323,344.847,347.192
10/2/2023 9:30:00 AM,78.549,53.216,5.06333,7.38222,12.78467,1145.39,393.791,385.573,384.562
10/2/2023 9:45:00 AM,91.3097,55.554,5.63333,7.39032,12.79867,1401.79,475.075,466.308,470.972
10/2/2023 10:00:00 AM,112.016,57.158,5.35667,7.3988,12.81333,1659.21,577.004,554.598,544.723
10/2/2023 10:15:00 AM,124.822,58.814,5.18333,7.41701,12.8451,1869.7,631.782,623.434,633.182
10/2/2023 10:30:00 AM,107.296,58.326,5.58,7.40552,12.8253,1574.72,540.736,528.124,522.984
10/2/2023 10:45:00 AM,96.909,57.274,4.98333,7.4034,12.82157,1421.78,498.011,476.824,463.767
10/2/2023 11:00:00 AM,208.954,61.546,4.77,7.40005,12.81587,3021.16,1035.47,1012.46,983.94
10/2/2023 11:15:00 AM,154.38,63.176,4.53333,7.37011,12.76377,2214.66,749.093,744.38,735.942
10/2/2023 11:30:00 AM,107.902,60.71,5.00333,7.36971,12.76317,1551.68,520.902,521.022,524.737
10/2/2023 11:45:00 AM,75.543,59.334,4.07,7.39117,12.80027,1055.29,354.696,357.14,365.811
10/2/2023 12:00:00 PM,80.964,58.154,4.81667,7.40162,12.81843,1148.59,398.121,389.087,382.455
10/2/2023 12:15:00 PM,100.63,60.262,2.82333,7.40228,12.8194,1443.4,502.488,486.779,470.137
10/2/2023 12:30:00 PM,91.6017,60.618,1.85667,7.40186,12.8188,1292.02,430.931,438.158,441.333
10/2/2023 12:45:00 PM,91.721,60.706,1.86,7.40398,12.82247,1298.82,439.955,439.139,439.752
10/2/2023 1:00:00 PM,78.553,59.564,1.74333,7.40179,12.8186,1097.24,369.528,375.725,369.139
10/2/2023 1:15:00 PM,84.6743,57.422,1.95667,7.40996,12.8327,1189.05,411.375,404.735,397.866
10/2/2023 1:30:00 PM,103.18,56.998,1.98,7.41956,12.84927,1486.7,520.35,503.513,479.36
10/2/2023 1:45:00 PM,145.333,58.476,2.80333,7.41864,12.84793,2090.59,695.524,699.22,718.578
10/2/2023 2:00:00 PM,115.81,58.97,2.42333,7.40154,12.8185,1645.57,546.247,553.671,568.726
10/2/2023 2:15:00 PM,95.0667,58.084,2.56,7.39706,12.81073,1366.68,443.465,457.985,479.736
10/2/2023 2:30:00 PM,100.237,58.624,2.23667,7.40306,12.8212,1451.49,485.309,485.304,491.877
10/2/2023 2:45:00 PM,103.191,59.762,2.40667,7.40727,12.82847,1501.24,505.557,504.125,509.393
10/2/2023 3:00:00 PM,98.1377,58.99,2.19,7.40006,12.81587,1423.89,486.023,487.247,474.576
10/2/2023 3:15:00 PM,58.397,59.294,1.15333,7.3853,12.7904,855.584,286.815,290.147,293.012
10/2/2023 3:30:00 PM,54.0103,58.694,1.05,7.39251,12.8031,794.08,278.209,271.425,270.527
10/2/2023 3:45:00 PM,46.4617,57.194,2.14667,7.38967,12.79813,686.45,237.482,233.618,227.111
10/2/2023 4:00:00 PM,48.7387,56.422,2.34667,7.38625,12.792,689.145,237.394,234.346,238.278
10/2/2023 4:15:00 PM,47.4203,56.294,2.29333,7.38684,12.79297,648.37,225.966,224.571,217.65
10/2/2023 4:30:00 PM,33.551,56.3,1.28667,7.3864,12.79183,432.458,150.572,152.502,147.904
10/2/2023 4:45:00 PM,24.154,55.172,1,7.37476,12.77163,295.168,104.371,107.451,100.646
10/2/2023 5:00:00 PM,27.944,55.598,0.29,7.37806,12.77743,347.088,126.438,126.237,115.045
10/2/2023 5:15:00 PM,15.4157,55.006,0.576667,7.37455,12.7713,173.457,67.4477,65.0242,62.4585
10/2/2023 5:30:00 PM,12.8283,54.566,1.35,7.37167,12.7665,129.151,50.9299,53.4177,48.3086
10/2/2023 5:45:00 PM,8.92833,54.246,2.22,7.36778,12.75963,77.247,34.1456,34.6209,31.4707
10/2/2023 6:00:00 PM,4.502,53.926,3.18333,7.38209,12.78423,21.9985,14.3834,14.3853,14.153
10/2/2023 6:15:00 PM,2.56833,53.638,3.23,7.38202,12.7843,-2.89424,6.81493,7.21937,6.53403
10/2/2023 6:30:00 PM,1.81467,53.62,4,7.38107,12.7827,-6.14881,5.17747,5.35257,5.32923
10/2/2023 6:45:00 PM,0.165333,53.396,3.13,7.37473,12.7718,-21.6966,0,0,0
10/2/2023 7:00:00 PM,-0.337667,53.348,3.03,7.38011,12.78103,-18.7433,0,0,0
10/2/2023 7:15:00 PM,-0.392333,53.344,3.05667,7.38656,12.79247,-19.0405,0,0,0
10/2/2023 7:30:00 PM,-0.382667,53.352,3.36,7.39633,12.80937,-19.0637,0,0,0
10/2/2023 7:45:00 PM,-0.378667,53.376,3.48667,7.3903,12.79883,-18.9007,0,0,0
10/2/2023 8:00:00 PM,-0.416667,53.448,3.84,7.37898,12.77937,-18.6727,0,0,0
10/2/2023 8:15:00 PM,-0.419333,53.562,3.50333,7.38061,12.78207,-18.8279,0,0,0
10/2/2023 8:30:00 PM,-0.399,53.62,3.74667,7.38878,12.79637,-18.8899,0,0,0
10/2/2023 8:45:00 PM,-0.400333,53.714,4.99333,7.39841,12.81293,-18.9749,0,0,0
10/2/2023 9:00:00 PM,-0.405667,53.724,3.98667,7.40761,12.82873,-19.332,0,0,0
10/2/2023 9:15:00 PM,-0.405333,53.728,2.48333,7.40421,12.82287,-19.3067,0,0,0
10/2/2023 9:30:00 PM,-0.439667,53.706,1.04,7.38274,12.7858,-18.8264,0,0,0
10/2/2023 9:45:00 PM,-0.421,53.718,0.3,7.3451,12.7207,-18.5239,0,0,0
10/2/2023 10:00:00 PM,-0.428,53.7,1.00333,7.34406,12.71893,-18.622,0,0,0
10/2/2023 10:15:00 PM,-0.417333,53.722,1.16667,7.35667,12.74073,-18.5362,0,0,0
10/2/2023 10:30:00 PM,-0.445,53.802,0.346667,7.36662,12.75803,-18.5357,0,0,0
10/2/2023 10:45:00 PM,-1.82833,55.18,3.40667,7.37643,12.7751,-18.6218,0,0,0
10/2/2023 11:00:00 PM,-0.624,56.71,6.57333,7.37819,12.77813,-18.6886,0,0,0
10/2/2023 11:15:00 PM,-0.39,56.768,6.02,7.38218,12.78507,-18.7509,0,0,0
10/2/2023 11:30:00 PM,-0.461333,56.784,5.9,7.38663,12.79287,-18.7239,0,0,0
10/2/2023 11:45:00 PM,-0.475667,56.812,6.01,7.39409,12.80577,-18.8453,0,0,0
10/3/2023 12:00:00 AM,-0.460333,56.734,6.23667,7.37869,12.77917,-18.679,0,0,0
10/3/2023 12:15:00 AM,-0.473333,56.68,6.19,7.37464,12.7721,-18.6894,0,0,0
10/3/2023 12:30:00 AM,-0.506667,56.702,6.26,7.38088,12.7829,-18.9182,0,0,0
10/3/2023 12:45:00 AM,-0.511,56.716,6.45,7.38828,12.79587,-18.7527,0,0,0
10/3/2023 1:00:00 AM,-0.582333,56.79,8.33,7.39555,12.80843,-18.8626,0,0,0
10/3/2023 1:15:00 AM,-0.420667,56.688,7.54667,7.40085,12.81767,-18.8701,0,0,0
10/3/2023 1:30:00 AM,-0.466333,56.566,5.36667,7.39543,12.80837,-18.9479,0,0,0
10/3/2023 1:45:00 AM,-0.452667,56.51,5.22667,7.39337,12.8047,-18.7883,0,0,0
10/3/2023 2:00:00 AM,-0.496667,56.454,4.56667,7.39081,12.8003,-18.8594,0,0,0
10/3/2023 2:15:00 AM,-0.489667,56.394,3.89333,7.38626,12.79237,-18.7891,0,0,0
10/3/2023 2:30:00 AM,-0.559333,56.344,3.92,7.38389,12.78827,-18.7326,0,0,0
10/3/2023 2:45:00 AM,-0.585667,56.38,4.34333,7.38564,12.7913,-18.7402,0,0,0
10/3/2023 3:00:00 AM,-0.536667,56.314,3.88333,7.38509,12.7903,-18.9117,0,0,0
10/3/2023 3:15:00 AM,-0.507667,56.27,4.83,7.37932,12.78037,-18.7611,0,0,0
10/3/2023 3:30:00 AM,-0.496333,56.2,4.75667,7.37893,12.77973,-18.8057,0,0,0
10/3/2023 3:45:00 AM,-0.501333,56.174,5.25333,7.37476,12.77253,-18.8299,0,0,0
10/3/2023 4:00:00 AM,-0.497,56.122,4.64333,7.36903,12.76257,-18.8477,0,0,0
10/3/2023 4:15:00 AM,-0.486,56.08,4.66,7.36429,12.7544,-18.6285,0,0,0
10/3/2023 4:30:00 AM,-0.508333,56.046,4.34,7.37909,12.78007,-18.837,0,0,0
10/3/2023 4:45:00 AM,-0.499667,55.93,3.61333,7.37268,12.7689,-18.7423,0,0,0
10/3/2023 5:00:00 AM,-0.482,55.884,3.45333,7.36094,12.74853,-18.6479,0,0,0
10/3/2023 5:15:00 AM,-0.456333,55.862,3.66333,7.35296,12.73457,-18.4864,0,0,0
10/3/2023 5:30:00 AM,-0.452,55.774,3.30667,7.34008,12.71227,-18.4573,0,0,0
10/3/2023 5:45:00 AM,-0.468333,55.704,3.22,7.32452,12.68543,-18.2892,0,0,0
10/3/2023 6:00:00 AM,-0.509667,55.58,2.06667,7.31759,12.67343,-18.2499,0,0,0
10/3/2023 6:15:00 AM,-0.525333,55.588,2.50333,7.33054,12.6958,-18.3112,0,0,0
10/3/2023 6:30:00 AM,-0.484667,55.69,3.00667,7.332,12.69827,-18.3265,0,0,0
10/3/2023 6:45:00 AM,-0.184667,55.63,3.10333,7.33393,12.7016,-18.0472,0,0,0
10/3/2023 7:00:00 AM,1.127,55.546,2.77,7.33673,12.70633,-14.0215,0,2.15747,1.71137
10/3/2023 7:15:00 AM,5.537,56,4.01667,7.35176,12.73233,17.8587,1.42357,20.2322,16.9504
10/3/2023 7:30:00 AM,17.6353,56.05,3.80667,7.35048,12.73007,188.603,76.5924,72.5398,60.3519
10/3/2023 7:45:00 AM,37.096,56.826,3.72667,7.35334,12.7351,451.087,163.161,162.89,144.268
10/3/2023 8:00:00 AM,41.6327,57.488,4.02333,7.36367,12.75293,522.762,170.548,186.29,185.142
10/3/2023 8:15:00 AM,33.765,56.994,3.53333,7.36909,12.7622,403.224,143.803,148.389,130.333
10/3/2023 8:30:00 AM,51.408,57.774,3.36,7.37312,12.76927,629.2,225.562,225.003,197.099
10/3/2023 8:45:00 AM,58.73,57.964,4.46667,7.35918,12.7451,720.263,242.849,257.034,239.29
10/3/2023 9:00:00 AM,42.192,57.946,3.59,7.35755,12.74233,534.573,193.001,184.5,176.788
10/3/2023 9:15:00 AM,60.461,58.578,3.15667,7.36128,12.7488,830.088,294.69,280.835,268.212
10/3/2023 9:30:00 AM,74.0823,58.69,3.18,7.36818,12.76067,1038.08,387.039,358.538,312.253
10/3/2023 9:45:00 AM,127.196,61.556,3.03,7.38514,12.7901,1798.6,637.405,615.321,561.851
10/3/2023 10:00:00 AM,136.833,63.25,4.30333,7.38226,12.78517,1904.65,690.139,668.127,557.648
10/3/2023 10:15:00 AM,114.772,62.006,4.89667,7.37177,12.76697,1588.44,567.952,559.346,478.389
10/3/2023 10:30:00 AM,129.015,61.146,4.4,7.38182,12.7844,1958.77,638.591,634.287,705.03
10/3/2023 10:45:00 AM,197.217,62.65,3.75667,7.3944,12.8063,2830.49,955.888,945.723,965.39
10/3/2023 11:00:00 AM,196.721,64.016,4.83,7.40018,12.81617,2867.34,896.25,935.787,1057.33
10/3/2023 11:15:00 AM,333.422,65.658,4.78667,7.36613,12.7573,4594.43,1531.53,1556.55,1543.2
10/3/2023 11:30:00 AM,367.059,71.248,5.58333,7.32202,12.68083,5025.09,1577.21,1664.35,1828.05
10/3/2023 11:45:00 AM,229.637,67.148,5.25667,7.35586,12.7395,3350.32,1053.54,1035.15,1300.74
10/3/2023 12:00:00 PM,259.464,68.344,5.53667,7.35087,12.7311,3510.38,1154.91,1127.41,1226.03
10/3/2023 12:15:00 PM,229.408,64.612,5.67333,7.33969,12.71137,3167.93,1072.75,1039.42,1105.22
10/3/2023 12:30:00 PM,226.381,67.49,5.94667,7.33559,12.7042,2960.36,1031.95,1026.48,934.21
10/3/2023 12:45:00 PM,111.907,63.478,6.39,7.31845,12.67473,1656.1,510.052,518.93,639.936
10/3/2023 1:00:00 PM,217.245,63.426,6.88333,7.35098,12.73103,3159.82,966.373,1001.7,1204.33
10/3/2023 1:15:00 PM,120.604,62.694,5.98333,7.33535,12.70403,1765.49,610.395,578.316,605.302
10/3/2023 1:30:00 PM,114.012,61.812,5.18333,7.34951,12.72863,1635.91,537.646,532.224,569.56
10/3/2023 1:45:00 PM,130.268,62.392,4.2,7.35734,12.74207,1758.42,588.282,601.421,602.316
10/3/2023 2:00:00 PM,139.26,62.77,3.62,7.36117,12.74877,1778.19,722.683,644.323,428.282
