S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-09-01 00:00:00,,0,0,0,0,,,0,0,,0,-7.896979
2023-09-01 01:00:00,,0,0,0,0,,,0,0,,0,-7.943213
2023-09-01 02:00:00,,0,0,0,0,,,0,0,,0,-7.915394
2023-09-01 03:00:00,,0,0,0,0,,,0,0,,0,-7.891426
2023-09-01 04:00:00,,0,0,0,0,,,0,0,,0,-7.90615
2023-09-01 05:00:00,,0,0,0,0,,,0,0,,0,-7.809159
2023-09-01 06:00:00,,0,0,0,0,,,0,0,,0,-7.821657
2023-09-01 07:00:00,,19.2359,19.41863,13.38743,19.39454,,,17.45986,14.95924,,14.25187,132.7519
2023-09-01 08:00:00,,110.7487,111.2062,117.8614,136.3502,,,117.5105,96.5826,,93.96061,885.6079
2023-09-01 09:00:00,,220.9694,223.6086,255.1443,266.11,,,227.095,187.5099,,181.383,1753.518
2023-09-01 10:00:00,,308.359,314.0501,355.6418,367.0044,,,312.9322,259.1787,,251.8455,2152.291
2023-09-01 11:00:00,,366.1436,374.79,423.0091,433.8155,,,371.3044,308.7395,,300.8034,2451.873
2023-09-01 12:00:00,,25.56815,26.4342,457.7616,468.0445,,,401.7949,335.6295,,327.7689,1908.458
2023-09-01 13:00:00,,0,0,464.3696,474.4585,,,406.3304,339.8044,,332.9792,2068.129
2023-09-01 14:00:00,,0,0,439.7143,449.8287,,,386.1539,322.518,,315.9406,2239.243
2023-09-01 15:00:00,,239.0145,242.7105,387.5216,396.9741,,,340.3918,283.6747,,278.3134,2424.279
2023-09-01 16:00:00,,266.7913,270.9838,303.6523,314.1772,,,269.4652,222.2789,,217.6544,2087.334
2023-09-01 17:00:00,,168.7144,169.6759,190.6192,199.0375,,,170.8648,139.3356,,137.0325,1314.639
2023-09-01 18:00:00,,59.47372,59.53337,66.681,70.12078,,,60.4301,48.05558,,48.90675,460.8497
2023-09-01 19:00:00,,3.788633,4.35271,4.912489,5.26467,,,1.481174,0.479309,,0.7267967,11.48044
2023-09-01 20:00:00,,0,0,0,0,,,0,0,,0,-8.633512
2023-09-01 21:00:00,,0,0,0,0,,,0,0,,0,-7.896112
2023-09-01 22:00:00,,0,0,0,0,,,0,0,,0,-7.889345
2023-09-01 23:00:00,,0,0,0,0,,,0,0,,0,-7.897367
2023-09-02 00:00:00,,0,0,0,0,,,0,0,,0,-7.85344
2023-09-02 01:00:00,,0,0,0,0,,,0,0,,0,-7.852953
2023-09-02 02:00:00,,0,0,0,0,,,0,0,,0,-7.867889
2023-09-02 03:00:00,,0,0,0,0,,,0,0,,0,-7.879131
2023-09-02 04:00:00,,0,0,0,0,,,0,0,,0,-7.887275
2023-09-02 05:00:00,,0,0,0,0,,,0,0,,0,-7.865602
2023-09-02 06:00:00,,0,0,0,0,,,0,0,,0,-7.859456
2023-09-02 07:00:00,,23.48362,23.57826,20.26021,25.66531,,,21.94114,18.13173,,18.56344,162.1971
2023-09-02 08:00:00,,108.7534,108.1746,116.3168,132.661,,,111.9826,91.9246,,89.44582,849.1846
2023-09-02 09:00:00,,192.6626,196.3401,221.1641,235.0639,,,195.1803,162.0336,,150.5581,1519.386
2023-09-02 10:00:00,,269.1818,297.0447,314.3103,337.624,,,293.9218,242.1092,,238.6409,2160.636
2023-09-02 11:00:00,,300.8909,322.374,357.3692,376.4983,,,337.5338,284.3198,,251.1396,2415.263
2023-09-02 12:00:00,,320.3121,319.2993,348.5965,350.1211,,,315.2507,259.3375,,225.4278,2251.212
2023-09-02 13:00:00,,415.6005,432.0987,473.6106,478.7549,,,425.9768,358.5858,,338.7149,3179.562
2023-09-02 14:00:00,,372.5692,383.3431,432.2349,440.1906,,,376.3767,312.7151,,307.3141,2848.985
2023-09-02 15:00:00,,327.5612,335.5209,379.1204,387.2595,,,331.0652,274.5612,,261.6983,2555.53
2023-09-02 16:00:00,,259.3227,263.8184,298.2233,307.1476,,,262.2075,215.2843,,203.059,2022.638
2023-09-02 17:00:00,,163.7091,164.635,185.6281,192.7548,,,164.8144,133.6669,,126.6687,1271.968
2023-09-02 18:00:00,,57.2379,57.19466,64.19151,67.33051,,,56.9481,46.00982,,43.95909,439.4601
2023-09-02 19:00:00,,2.210157,2.71164,4.138958,3.874262,,,1.756897,2.177327,,1.186972,10.05809
2023-09-02 20:00:00,,0,0,0,0,,,0,0,,0,-8.829421
