Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-03-01 00:00:00,-0.213317,0,0,0,0,-14.51991
2023-03-01 01:00:00,-0.1324953,0,0,0,0,-14.5325
2023-03-01 02:00:00,-0.1536949,0,0,0,0,-14.53483
2023-03-01 03:00:00,-0.1567245,0,0,0,0,-14.66667
2023-03-01 04:00:00,-0.165107,0,0,0,0,-14.58517
2023-03-01 05:00:00,-0.08015198,0,0,0,0,-14.61823
2023-03-01 06:00:00,4.852822,0,0,0,0,2.034834
2023-03-01 07:00:00,514.8322,471.4733,515.4167,545.1067,568.7117,2120.437
2023-03-01 08:00:00,1005.47,2250.477,2282.747,2307.164,2309.077,9158.314
2023-03-01 09:00:00,1072.948,2435.185,2468.927,2457.473,2431.275,9825.025
2023-03-01 10:00:00,767.2911,1875.156,1858.083,1792.75,1726.26,7218.513
2023-03-01 11:00:00,899.7062,2505.205,2506.312,2513.386,2509.042,9974.495
2023-03-01 12:00:00,780.1633,2372.479,2376.058,2410.302,2386.902,9463.633
2023-03-01 13:00:00,835.1299,2429.055,2431.255,2468.51,2441.643,9683.412
2023-03-01 14:00:00,946.9297,2459.783,2452.918,2490.62,2474.796,9766.923
2023-03-01 15:00:00,973.4368,2293.62,2293.685,2326.227,2336.35,9187.052
2023-03-01 16:00:00,623.9227,1071.73,1070.932,1087.14,1073.405,4298.848
2023-03-01 17:00:00,84.38174,113.9933,112.3517,113.7867,113.7317,456.8027
2023-03-01 18:00:00,0.1999021,0,0,0,0,-14.87733
2023-03-01 19:00:00,-0.1998042,0,0,0,0,-14.4775
2023-03-01 20:00:00,-0.126772,0,0,0,0,-14.6605
2023-03-01 21:00:00,-0.2213647,0,0,0,0,-14.437
2023-03-01 22:00:00,-0.1452821,0,0,0,0,-14.63233
2023-03-01 23:00:00,-0.1651581,0,0,0,0,-14.59417
2023-03-02 00:00:00,-0.1958661,0,0,0,0,-14.76
2023-03-02 01:00:00,-0.1510481,0,0,0,0,-14.59133
2023-03-02 02:00:00,-0.1680302,0,0,0,0,-14.54467
2023-03-02 03:00:00,-0.1456879,0,0,0,0,-14.4955
2023-03-02 04:00:00,-0.1634273,0,0,0,0,-14.6955
