NC Solar I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - 1A, Total AC Active Power","SMA Inverter - 2A, Total AC Active Power","SMA Inverter - 1B, Total AC Active Power","SMA Inverter - 2B, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-03-01 00:00:00,0,0,0,0,0,0.4404343
2023-03-01 01:00:00,0,0,0,0,0,0.3677732
2023-03-01 02:00:00,0,0,0,0,0,0.3640872
2023-03-01 03:00:00,0,0,0,0,0,0.3087102
2023-03-01 04:00:00,0,0,0,0,0,0.2976267
2023-03-01 05:00:00,0,0,0,0,0,0.3320231
2023-03-01 06:00:00,2.071132,3.549712,3.399972,3.809243,0.937093,1.345469
2023-03-01 07:00:00,87.0146,64.22276,64.77859,62.64264,48.11732,71.00494
2023-03-01 08:00:00,292.8998,174.5459,109.6214,169.0844,142.1202,224.1782
2023-03-01 09:00:00,469.037,252.7926,82.30072,246.4286,205.6334,366.0699
2023-03-01 10:00:00,613.3954,304.1089,69.70332,297.8258,244.4581,455.0558
2023-03-01 11:00:00,668.4105,312.0085,58.26233,307.1776,249.6042,466.9118
2023-03-01 12:00:00,711.1143,309.0758,47.33014,305.8849,246.0824,485.2946
2023-03-01 13:00:00,682.8343,288.4842,38.86807,286.2081,231.4967,156.0594
2023-03-01 14:00:00,567.7023,209.2305,28.02074,207.9697,170.7913,395.7984
2023-03-01 15:00:00,373.9203,156.5931,19.35271,155.8284,129.1889,214.4628
2023-03-01 16:00:00,216.3329,65.78693,25.39092,65.63976,54.41435,64.12833
2023-03-01 17:00:00,41.72092,6.459554,8.091065,6.124964,4.752333,26.03125
2023-03-01 18:00:00,0.4011782,0.0001553717,0.0005419765,0.0002876912,0.0001469405,-0.2988706
2023-03-01 19:00:00,0,0,0,0,0,-0.07069965
2023-03-01 20:00:00,0,0,0,0,0,-0.04968032
2023-03-01 21:00:00,0,0,0,0,0,0.2946336
2023-03-01 22:00:00,0,0,0,0,0,0.4035637
2023-03-01 23:00:00,0,0,0,0,0,0.3493871
2023-03-02 00:00:00,0,0,0,0,0,0.09785625
2023-03-02 01:00:00,0,0,0,0,0,0.01511901
2023-03-02 02:00:00,0,0,0,0,0,0.03662565
2023-03-02 03:00:00,0.01169445,0,0,0,0,0.049837
2023-03-02 04:00:00,0.01240278,0,0,0,0,0.08904447
2023-03-02 05:00:00,0,0,0,0,0,0.007768092
2023-03-02 06:00:00,0.1480411,0.009672077,0.0006012428,0.1422544,0.001563141,0.06084418
2023-03-02 07:00:00,17.14175,7.55571,9.220802,8.112541,5.117561,3.741193
2023-03-02 08:00:00,29.02781,11.70857,13.10412,12.12729,6.920408,10.45579
2023-03-02 09:00:00,90.75769,42.7173,46.50281,35.54822,33.83815,41.28328
2023-03-02 10:00:00,48.77623,13.21071,14.98514,13.62864,9.425323,14.1955
2023-03-02 11:00:00,152.2673,71.64244,79.90494,59.82153,58.92194,59.98136
2023-03-02 12:00:00,121.4434,43.24353,47.36663,36.95707,33.9838,81.84579
2023-03-02 13:00:00,177.2299,84.8783,82.00352,82.70805,69.25336,46.65924
2023-03-02 14:00:00,122.3037,40.1666,44.98644,39.44873,32.2784,83.97618
2023-03-02 15:00:00,69.61986,25.24606,28.31128,24.92144,19.80297,34.77403
2023-03-02 16:00:00,36.01862,7.130132,9.447547,7.295666,5.112339,15.82217
2023-03-02 17:00:00,10.46957,0.04339107,0.431475,0.420448,0.02980992,0.4537841
2023-03-02 18:00:00,0.4507014,0,3.204817e-06,2.101557e-05,0,0.1047102
2023-03-02 19:00:00,0,0,0,0,0,0.3501512
2023-03-02 20:00:00,0,0,0,0,0,0.4463603
2023-03-02 21:00:00,0,0,0,0,0,0.4039319
2023-03-02 22:00:00,0,0,0,0,0,0.5731837
2023-03-02 23:00:00,0,0,0,0,0,0.5431782
2023-03-03 00:00:00,0,0,0,0,0,0.5719811
2023-03-03 01:00:00,0,0,0,0,0,0.5655128
2023-03-03 02:00:00,0,0,0,0,0,0.5635107
2023-03-03 03:00:00,0,0,0,0,0,0.489276
2023-03-03 04:00:00,0,0,0,0,0,0.4598589
2023-03-03 05:00:00,0,0,0,0,0,0.3924819
2023-03-03 06:00:00,0.3064879,0.1137575,0.1746855,0.1534429,0,0.3003992
2023-03-03 07:00:00,29.25056,15.80197,18.34651,15.94434,0,2.68705
2023-03-03 08:00:00,101.7292,63.02294,69.31554,61.29303,0,12.92435
2023-03-03 09:00:00,132.3451,59.86574,64.87421,44.62035,0,49.40233
2023-03-03 10:00:00,266.6469,160.2655,73.23971,135.7731,0,136.2216
2023-03-03 11:00:00,680.0853,301.7652,61.66969,295.781,0,244.9807
2023-03-03 12:00:00,530.5233,240.92,49.87658,235.0511,0,210.9651
2023-03-03 13:00:00,625.2455,268.9021,46.39989,212.8152,17.49387,167.0013
2023-03-03 14:00:00,380.3876,125.1274,56.10167,121.0314,103.4589,148.7928
2023-03-03 15:00:00,302.2824,145.6016,43.89079,123.6585,122.3978,152.3575
2023-03-03 16:00:00,189.1882,55.42883,46.85614,55.36002,47.10326,118.9212
2023-03-03 17:00:00,84.45744,15.44022,19.2511,15.99243,13.62078,14.75391
2023-03-03 18:00:00,2.330245,0.006925478,0.01684986,0.008251525,0.009583204,-0.0452049
2023-03-03 19:00:00,0.02354861,0,0,0,0,-0.04455669
2023-03-03 20:00:00,0.001395834,0,0,0,0,-0.001288003
2023-03-03 21:00:00,0,0,0,0,0,-0.04716019
2023-03-03 22:00:00,0.02265972,0,0,0,0,-0.01750407
2023-03-03 23:00:00,0.002826388,0,0,0,0,0.06817385
2023-03-04 00:00:00,0.01326389,0,0,0,0,-0.03034338
2023-03-04 01:00:00,0.009319445,0,0,0,0,-0.01149967
2023-03-04 02:00:00,0.003715277,0,0,0,0,-0.01675714
2023-03-04 03:00:00,0.01240972,0,0,0,0,-0.03544972
2023-03-04 04:00:00,0,0,0,0,0,-0.005656867
2023-03-04 05:00:00,0,0,0,0,0,0.01469267
2023-03-04 06:00:00,2.107535,4.241976,3.450099,4.431927,0.8841084,0.1286248
2023-03-04 07:00:00,121.2507,84.53004,81.05603,82.47025,59.37638,94.44971
2023-03-04 08:00:00,337.3313,198.7925,106.9281,138.4957,164.0546,155.8786
2023-03-04 09:00:00,539.5554,291.414,99.10067,287.4334,244.4398,418.0103
2023-03-04 10:00:00,698.7537,350.972,85.20406,348.4372,291.5787,524.6559
2023-03-04 11:00:00,804.3766,379.7121,62.4946,336.3008,312.2088,574.4617
2023-03-04 12:00:00,842.7156,381.7086,52.33455,378.2138,313.0617,882.0902
2023-03-04 13:00:00,806.7039,363.0073,52.09636,361.8985,300.0791,563.3185
2023-03-04 14:00:00,704.9543,311.6904,65.71854,272.6793,261.41,225.5419
2023-03-04 15:00:00,538.5847,224.3947,51.12974,226.5278,193.3828,371.7262
2023-03-04 16:00:00,335.7397,111.2816,51.46368,114.9453,103.5475,192.1067
2023-03-04 17:00:00,121.4552,16.28965,26.19635,17.78144,18.82148,32.32363
2023-03-04 18:00:00,3.116103,0.0206348,0.059296,0.02176886,0.004325958,0.03938933
2023-03-04 19:00:00,0,0,0,0,0,0.1684947
2023-03-04 20:00:00,0,0,0,0,0,0.3710111
2023-03-04 21:00:00,0,0,0,0,0,0.3862968
2023-03-04 22:00:00,0.008972225,0,0,0,0,0.3611018
2023-03-04 23:00:00,0.004298611,0,0,0,0,0.4665177
2023-03-05 00:00:00,0,0,0,0,0,0.4152572
2023-03-05 01:00:00,0,0,0,0,0,0.424788
2023-03-05 02:00:00,0,0,0,0,0,0.4254779
2023-03-05 03:00:00,0,0,0,0,0,0.363183
2023-03-05 04:00:00,0,0,0,0,0,0.4239965
2023-03-05 05:00:00,0,0,0,0,0,0.4445151
2023-03-05 06:00:00,2.252811,5.302475,4.410051,5.346132,0,2.818125
2023-03-05 07:00:00,130.7764,88.5024,86.63428,85.08131,0,0.1608013
2023-03-05 08:00:00,343.1089,204.8513,119.461,198.5503,0,221.8831
2023-03-05 09:00:00,548.5622,300.3307,88.7609,293.2642,0,310.3412
2023-03-05 10:00:00,711.9394,359.5561,74.80421,352.8606,0,342.5428
2023-03-05 11:00:00,812.8486,381.4391,64.52569,376.1286,0,736.8864
2023-03-05 12:00:00,845.2848,380.421,56.01952,373.8315,0,754.3058
2023-03-05 13:00:00,809.3707,359.7305,49.7207,354.7851,0,356.36
2023-03-05 14:00:00,701.5204,304.981,37.61703,301.7111,0,317.8067
2023-03-05 15:00:00,537.2698,219.7657,34.71592,220.7297,0,199.7158
2023-03-05 16:00:00,332.0223,109.6874,32.85437,112.8143,0,118.7791
2023-03-05 17:00:00,121.231,16.62447,19.03536,18.01851,0,31.69683
2023-03-05 18:00:00,3.719956,0.01070102,0.05992652,0.0268523,0,-0.02209039
2023-03-05 19:00:00,0,0,0,0,0,0.2501515
2023-03-05 20:00:00,0,0,0,0,0,0.4005114
2023-03-05 21:00:00,0,0,0,0,0,0.3154354
2023-03-05 22:00:00,0,0,0,0,0,0.4068654
2023-03-05 23:00:00,0,0,0,0,0,0.3190638
2023-03-06 00:00:00,0,0,0,0,0,0.3479719
2023-03-06 01:00:00,0,0,0,0,0,0.580548
