Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-03-01 00:00:00,-0.1213944,0,0,0,0,-14.20734
2023-03-01 01:00:00,-0.0564801,0,0,0,0,-14.21183
2023-03-01 02:00:00,-0.03208878,0,0,0,0,-14.17217
2023-03-01 03:00:00,-0.1441146,0,0,0,0,-14.16433
2023-03-01 04:00:00,-0.1282645,0,0,0,0,-14.07967
2023-03-01 05:00:00,-0.2022898,0,0,0,0,-14.20876
2023-03-01 06:00:00,6.542095,0,0,0,0,7.652335
2023-03-01 07:00:00,499.8671,718.3566,750.145,810.5118,777.1,3111.335
2023-03-01 08:00:00,921.9971,2491.043,2496.26,2502.807,2505.108,9985.712
2023-03-01 09:00:00,990.8698,2508.259,2509.832,2509.978,2508.148,9983.66
2023-03-01 10:00:00,885.9811,2518.123,2519.852,2520.063,2512.973,9998.247
2023-03-01 11:00:00,750.5704,2327.45,2386.53,2424.142,2451.558,9551.223
2023-03-01 12:00:00,784.4783,2407.644,2445.713,2470.913,2492.262,9696.535
2023-03-01 13:00:00,811.6208,2494.874,2508.313,2520.753,2527.983,9933.949
2023-03-01 14:00:00,843.9066,2506.491,2513.108,2518.423,2514.565,9917.876
2023-03-01 15:00:00,803.9863,2434.228,2443.031,2452.665,2447.102,9644.324
2023-03-01 16:00:00,457.2081,1278.582,1279.898,1308.41,1324.57,5115.657
2023-03-01 17:00:00,78.04933,148.9217,151.435,156.685,155.9067,610.939
2023-03-01 18:00:00,0.09052179,0,0,0,0,-14.29133
2023-03-01 19:00:00,-0.2037929,0,0,0,0,-13.95517
2023-03-01 20:00:00,-0.2559214,0,0,0,0,-14.02767
2023-03-01 21:00:00,-0.0923122,0,0,0,0,-14.07617
2023-03-01 22:00:00,-0.1381979,0,0,0,0,-14.06367
2023-03-01 23:00:00,-0.1570911,0,0,0,0,-13.923
2023-03-02 00:00:00,-0.1626319,0,0,0,0,-13.99133
2023-03-02 01:00:00,-0.0642261,0,0,0,0,-14.033
2023-03-02 02:00:00,-0.2176245,0,0,0,0,-14.06388
2023-03-02 03:00:00,-0.2569554,0,0,0,0,-14.021
2023-03-02 04:00:00,-0.2235587,0,0,0,0,-13.99403
2023-03-02 05:00:00,-0.2179789,0,0,0,0,-14.14367
2023-03-02 06:00:00,2.904449,2.248333,2.215,2.856668,3.32,8.937835
2023-03-02 07:00:00,252.3766,370.445,371.3133,379.5133,379.8217,1500.734
