Cotten Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-03-01 00:00:00,0,0,0,0,0,0,0,-8.700616
2023-03-01 01:00:00,0,0,0,0,0,0,0,-8.726583
2023-03-01 02:00:00,0,0,0,0,0,0,0,-8.749713
2023-03-01 03:00:00,0,0,0,0,0,0,0,-8.771371
2023-03-01 04:00:00,0,0,0,0,0,0,0,-8.712927
2023-03-01 05:00:00,0,0,0,0,0,0,0,-8.587947
2023-03-01 06:00:00,1.673179,0.419428,0.275926,0.2028525,0.4192933,0,0.2699718,-6.99645
2023-03-01 07:00:00,53.64185,46.62923,43.8517,45.0423,44.56731,42.88679,45.00951,267.0269
2023-03-01 08:00:00,163.8904,147.3387,141.074,141.8518,143.4683,144.056,149.992,852.0193
2023-03-01 09:00:00,434.3202,,,16.58665,,165.1138,175.0927,44.3765
2023-03-01 10:00:00,722.5474,,,,,,,0
2023-03-01 11:00:00,660.5119,622.2499,470.3718,521.8842,623.1035,448.7533,,2476.939
2023-03-01 12:00:00,823.2856,756.6674,740.8911,742.9427,754.9066,775.5462,,4541.991
2023-03-01 13:00:00,826.7828,742.3771,730.3151,733.1361,744.5403,736.1921,,4430.059
2023-03-01 14:00:00,467.9,425.5803,419.6924,418.5866,424.9042,432.3685,,2575.03
2023-03-01 15:00:00,261.8144,233.7652,229.5856,231.9657,235.1801,235.9807,,1376.479
2023-03-01 16:00:00,141.4875,131.3093,128.9623,129.039,130.9689,124.9835,,781.0307
2023-03-01 17:00:00,24.20047,24.52449,23.46413,23.88116,23.94302,23.14367,,138.0066
2023-03-01 18:00:00,0.1155733,0.2345635,0,0,0.1522588,0.1502222,,-7.926114
2023-03-01 19:00:00,0,0,0,0,0,0,,-8.881021
2023-03-01 20:00:00,0,0,0,0,0,0,,-8.8679
2023-03-01 21:00:00,0,0,0,0,0,0,,-8.872682
2023-03-01 22:00:00,0,0,0,0,0,0,,-8.770218
2023-03-01 23:00:00,0,0,0,0,0,0,,-8.678653
2023-03-02 00:00:00,0,0,0,0,0,0,,-8.75878
2023-03-02 01:00:00,0.01161655,0,0,0,0,0,,-8.757137
2023-03-02 02:00:00,3.476239e-05,0,0,0,0,0,,-8.792119
2023-03-02 03:00:00,0.01051076,0,0,0,0,0,,-8.857359
2023-03-02 04:00:00,0,0,0,0,0,0,,-8.804702
2023-03-02 05:00:00,0,0,0,0,0,0,,-8.641512
2023-03-02 06:00:00,0.1332604,0,0,0,0,0,,-8.65239
2023-03-02 07:00:00,7.571626,3.46828,3.285575,3.367595,3.334188,3.113612,,11.88196
2023-03-02 08:00:00,70.95827,63.19415,61.15952,62.3057,62.79621,64.68515,,376.163
2023-03-02 09:00:00,162.8997,154.0157,139.0318,144.4883,135.1407,136.889,,852.1522
2023-03-02 10:00:00,141.1787,132.313,128.088,128.0321,128.3196,132.8723,,793.3384
2023-03-02 11:00:00,269.9431,260.8369,253.904,243.8546,246.0562,255.718,306.7672,1587.652
2023-03-02 12:00:00,521.5639,461.811,436.4655,467.0278,465.0024,472.3827,447.4759,2712.618
2023-03-02 13:00:00,153.6235,150.2984,146.8067,147.4433,148.368,154.8316,153.1221,903.5796
2023-03-02 14:00:00,90.14779,89.02673,86.46471,87.53374,87.5443,90.97398,89.56178,531.4345
2023-03-02 15:00:00,47.50944,49.71788,48.42394,49.0987,49.14987,51.03859,50.2034,294.5104
2023-03-02 16:00:00,23.83055,24.98802,24.37693,24.52051,24.45937,25.71971,25.17035,144.4629
2023-03-02 17:00:00,6.003074,5.692379,4.046824,5.330257,5.315364,5.752744,5.657784,24.43254
2023-03-02 18:00:00,0,0,0,0,0,0,0,-8.695748
2023-03-02 19:00:00,0,0,0,0,0,0,0,-8.735759
2023-03-02 20:00:00,0,0,0,0,0,0,0,-8.748857
2023-03-02 21:00:00,0,0,0,0,0,0,0,-8.804187
2023-03-02 22:00:00,0,0,0,0,0,0,0,-8.816908
2023-03-02 23:00:00,0,0,0,0,0,0,0,-8.610287
2023-03-03 00:00:00,0,0,0,0,0,0,0,-8.653203
2023-03-03 01:00:00,0,0,0,0,0,0,0,-8.686007
2023-03-03 02:00:00,0,0,0,0,0,0,0,-8.731267
2023-03-03 03:00:00,0,0,0,0,0,0,0,-8.676817
2023-03-03 04:00:00,0,0,0,0,0,0,0,-8.589346
2023-03-03 05:00:00,0,0,0,0,0,0,0,-8.684761
2023-03-03 06:00:00,0.5364799,0,0,0,0,0,0,-8.732403
2023-03-03 07:00:00,24.72154,19.16731,18.35486,18.72092,18.68657,17.22773,18.79445,104.7812
2023-03-03 08:00:00,125.8101,113.3682,114.7774,112.1639,116.3522,120.0863,122.3799,703.9787
2023-03-03 09:00:00,253.236,229.2534,225.0117,225.0379,229.6118,242.8639,238.3396,1402.48
2023-03-03 10:00:00,271.106,238.8988,230.3183,233.4442,232.5111,240.7652,235.4427,1426.05
2023-03-03 11:00:00,124.0284,117.6817,114.4124,116.8951,116.3252,120.9716,119.083,703.6183
2023-03-03 12:00:00,294.3318,271.0635,266.523,265.6149,271.5397,290.8627,283.0391,1662.551
2023-03-03 13:00:00,790.3713,732.4794,710.3505,713.5593,730.1485,757.7571,745.0625,4371.015
2023-03-03 14:00:00,693.0336,601.9341,595.2417,606.3564,614.3696,618.4159,615.835,3652.58
2023-03-03 15:00:00,235.4252,210.0843,205.3048,207.6284,211.0898,217.0584,217.5862,1271.34
2023-03-03 16:00:00,263.9774,229.4573,233.6573,239.1004,251.108,252.7006,253.245,1461.494
2023-03-03 17:00:00,112.8676,81.17138,78.94681,83.56396,84.1559,85.9755,85.49274,496.9112
2023-03-03 18:00:00,0.2677966,0.3710115,0.05202867,0.2206905,0.223519,0.3707432,0.3599075,-6.997774
2023-03-03 19:00:00,0,0,0,0,0,0,0,-8.790259
2023-03-03 20:00:00,0,0,0,0,0,0,0,-8.768273
2023-03-03 21:00:00,0,0,0,0,0,0,0,-8.796354
2023-03-03 22:00:00,0.4208029,0,0,0,0,0,0,-8.864187
2023-03-03 23:00:00,0.8515811,0,0,0,0,0,0,-8.896231
2023-03-04 00:00:00,0,0,0,0,0,0,0,-8.540362
2023-03-04 01:00:00,0,0,0,0,0,0,0,-8.577155
2023-03-04 02:00:00,0,0,0,0,0,0,0,-8.677958
2023-03-04 03:00:00,0,0,0,0,0,0,0,-8.800274
2023-03-04 04:00:00,0,0,0,0,0,0,0,-8.81531
2023-03-04 05:00:00,0,0,0,0,0,0,0,-8.840576
2023-03-04 06:00:00,1.141922,0.9992555,0.8314998,0.6503435,0.9444633,0.03034722,0.7337485,-4.456519
2023-03-04 07:00:00,114.7187,85.07571,67.39135,107.0701,97.00935,94.01383,71.81375,523.8442
2023-03-04 08:00:00,376.2907,403.8961,356.7377,382.978,364.666,377.0658,348.5254,2256.668
2023-03-04 09:00:00,628.121,661.6808,631.6018,630.5037,617.079,655.6574,647.7633,3858.428
2023-03-04 10:00:00,841.1558,819.895,806.5568,806.6818,801.025,822.6081,820.8788,4856.812
2023-03-04 11:00:00,981.329,832.7303,832.9344,832.8562,833.1026,833.0812,832.9199,4971.044
2023-03-04 12:00:00,1039.196,832.9097,832.8629,832.9894,832.9071,832.8991,832.8223,4969.258
2023-03-04 13:00:00,1015.926,832.8827,832.9774,833.0453,833.0036,832.9348,832.9573,4969.266
2023-03-04 14:00:00,911.179,816.7267,812.592,817.1609,822.58,828.94,828.1009,4898.749
2023-03-04 15:00:00,727.8094,663.3611,662.3464,667.2707,679.551,691.7346,690.7999,4045.969
2023-03-04 16:00:00,482.1523,417.1711,422.3903,427.9312,440.0958,441.033,442.9691,2595.644
2023-03-04 17:00:00,184.1723,134.2451,116.4904,140.1103,128.6014,131.5789,130.53,781.9451
2023-03-04 18:00:00,1.959638,2.432125,1.248516,2.033298,1.706887,1.647865,1.498935,1.931684
2023-03-04 19:00:00,0,0,0,0,0,0,0,-8.719356
2023-03-04 20:00:00,0,0,0,0,0,0,0,-8.769216
2023-03-04 21:00:00,0,0,0,0,0,0,0,-8.830699
2023-03-04 22:00:00,0,0,0,0,0,0,0,-8.877801
2023-03-04 23:00:00,0,0,0,0,0,0,0,-8.820655
2023-03-05 00:00:00,0,0,0,0,0,0,0,-8.79277
2023-03-05 01:00:00,0,0,0,0,0,0,0,-8.793682
2023-03-05 02:00:00,0,0,0,0,0,0,0,-8.817721
2023-03-05 03:00:00,0,0,0,0,0,0,0,-8.819673
2023-03-05 04:00:00,0,0,0,0,0,0,0,-8.78251
2023-03-05 05:00:00,0,0,0,0,0,0,0,-8.734361
2023-03-05 06:00:00,1.673327,2.305554,1.622736,0,1.891834,0,1.690721,-1.20583
2023-03-05 07:00:00,115.0366,86.8765,53.44531,116.4376,107.695,104.2394,75.49834,545.9547
2023-03-05 08:00:00,368.3982,419.2068,371.0705,399.2034,382.9149,391.9621,363.2331,2351.292
2023-03-05 09:00:00,625.3084,659.6771,631.0856,631.4827,621.4796,642.6376,649.5603,3855.047
2023-03-05 10:00:00,829.0961,812.1507,794.0399,796.1442,793.8223,819.3882,815.069,4814.505
2023-03-05 11:00:00,965.8021,832.9251,832.9384,832.8676,832.9148,832.933,832.9376,4973.78
2023-03-05 12:00:00,1027.499,833.0151,832.9404,832.9402,832.9267,832.929,832.9654,4971.703
2023-03-05 13:00:00,1004.291,832.9293,832.9457,832.8077,832.9881,832.8315,832.9343,4969.955
2023-03-05 14:00:00,897.2507,803.3015,795.7518,803.4605,811.0259,808.8287,817.6201,4814.156
2023-03-05 15:00:00,713.9646,642.3312,638.336,647.3954,661.3965,664.9418,668.5233,3912.509
2023-03-05 16:00:00,466.1956,403.3704,407.2751,413.8754,426.555,413.5066,426.9761,2496.39
2023-03-05 17:00:00,177.5717,131.5567,115.9306,136.8571,127.4745,130.0115,129.6061,772.1087
2023-03-05 18:00:00,2.237871,2.789794,1.660918,2.133699,1.936351,1.91902,1.853785,4.086901
2023-03-05 19:00:00,0,0,0,0,0,0,0,-8.70746
2023-03-05 20:00:00,0,0,0,0,0,0,0,-8.687085
2023-03-05 21:00:00,0,0,0,0,0,0,0,-8.736876
2023-03-05 22:00:00,0,0,0,0,0,0,0,-8.76871
2023-03-05 23:00:00,0,0,0,0,0,0,0,-8.784486
2023-03-06 00:00:00,0,0,0,0,0,0,0,-8.794267
2023-03-06 01:00:00,0,0,0,0,0,0,0,-8.700362
2023-03-06 02:00:00,0,0,0,0,0,0,0,-8.689846
2023-03-06 03:00:00,0,0,0,0,0,0,0,-8.670168
2023-03-06 04:00:00,0,0,0,0,0,0,0,-8.679579
2023-03-06 05:00:00,0,0,0,0,0,0,0,-8.614716
2023-03-06 06:00:00,3.069774,0,0,0,0,0.02201835,0.01848114,-8.0756
2023-03-06 07:00:00,116.5573,93.09954,74.82503,112.6523,103.3613,102.157,80.50141,569.4772
2023-03-06 08:00:00,360.2556,406.4943,362.1145,385.5252,369.5266,378.7292,355.2817,2285.03
2023-03-06 09:00:00,608.8591,641.5964,613.4283,612.3882,528.3772,645.7604,629.4393,3697.312
2023-03-06 10:00:00,814.1353,799.3296,775.2614,759.441,732.1803,806.8063,802.6161,4662.592
2023-03-06 11:00:00,947.2906,832.9271,832.91,777.3276,832.9517,830.8124,833.0355,4921.276
2023-03-06 12:00:00,973.1772,833.4274,829.3947,529.2703,523.6815,827.6979,832.8382,4351.252
