"Sonne Two, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-03-01 00:00:00,0,0,0,0,-4.492364
2023-03-01 01:00:00,0,0,0,0,-4.512021
2023-03-01 02:00:00,0,0,0,0,-4.508077
2023-03-01 03:00:00,0,0,0,0,-4.486191
2023-03-01 04:00:00,0,0,0,0,-4.51613
2023-03-01 05:00:00,0,0,0,0,-4.574723
2023-03-01 06:00:00,0.1852049,1,1,0.75,-1.123905
2023-03-01 07:00:00,101.1643,165.25,180.75,139.75,483.8058
2023-03-01 08:00:00,149.3176,277.75,281.25,262.25,818.8374
2023-03-01 09:00:00,261.5223,495,499,473,1462.792
2023-03-01 10:00:00,487.4731,922.25,919.5,889.25,2713.788
2023-03-01 11:00:00,826.6469,1565.25,1580.75,1549.5,4656.949
2023-03-01 12:00:00,902.9058,1623.5,1627.75,1611,4819.707
2023-03-01 13:00:00,811.6326,1521,1528.75,1496.25,4501.886
2023-03-01 14:00:00,712.0774,1351.25,1336,1306.75,3953.927
2023-03-01 15:00:00,215.6288,423.25,426.75,413.5,1258.151
2023-03-01 16:00:00,85.71627,171.75,172.5,165,506.9784
2023-03-01 17:00:00,68.77482,130.25,129,126.25,382.8429
2023-03-01 18:00:00,2.783417,6.5,5.75,5.75,14.76855
2023-03-01 19:00:00,0,0,0,0,-4.530333
2023-03-01 20:00:00,0,0,0,0,-4.555793
2023-03-01 21:00:00,0,0,0,0,-4.546395
2023-03-01 22:00:00,0.001211097,0,0,0,-4.449131
2023-03-01 23:00:00,0.00778562,0,0,0,-4.432869
2023-03-02 00:00:00,0,0,0,0,-4.512402
2023-03-02 01:00:00,0,0,0,0,-4.625813
2023-03-02 02:00:00,0,0,0,0,-4.675665
2023-03-02 03:00:00,0,0,0,0,-4.674056
2023-03-02 04:00:00,0,0,0,0,-4.661396
2023-03-02 05:00:00,0,0,0,0,-4.675219
2023-03-02 06:00:00,0.06526422,0,0,0,-4.625465
2023-03-02 07:00:00,16.26448,29.25,29.75,28,85.2559
2023-03-02 08:00:00,58.13848,114.25,115.25,109.5,337.3046
2023-03-02 09:00:00,149.2233,291.5,291,276.5,856.584
2023-03-02 10:00:00,152.787,298.75,299.25,274.75,869.6193
2023-03-02 11:00:00,99.7216,208,207.75,198.25,611.7328
2023-03-02 12:00:00,157.5516,320,322.75,312.75,952.272
2023-03-02 13:00:00,153.088,314.75,315.75,304.75,932.2744
2023-03-02 14:00:00,92.64393,195.25,196.25,190.5,580.0992
2023-03-02 15:00:00,56.77135,125.25,125.75,121.25,370.1612
2023-03-02 16:00:00,35.01666,77,77.5,75.25,227.9219
2023-03-02 17:00:00,8.667945,18.25,18.25,17.25,51.80477
2023-03-02 18:00:00,0.1299906,0.5,0.5,0.5,-2.812064
2023-03-02 19:00:00,0,0,0,0,-4.437441
2023-03-02 20:00:00,0,0,0,0,-4.367358
2023-03-02 21:00:00,0,0,0,0,-4.483386
2023-03-02 22:00:00,0,0,0,0,-4.494252
2023-03-02 23:00:00,0,0,0,0,-4.598157
2023-03-03 00:00:00,0,0,0,0,-4.63298
2023-03-03 01:00:00,0,0,0,0,-4.666749
2023-03-03 02:00:00,0,0,0,0,-4.649914
2023-03-03 03:00:00,0,0,0,0,-4.657738
2023-03-03 04:00:00,0,0,0,0,-4.674789
2023-03-03 05:00:00,0,0,0,0,-4.667118
2023-03-03 06:00:00,0.0001947117,0,0,0,-4.601777
2023-03-03 07:00:00,6.276563,11.5,11.5,10.75,31.03057
2023-03-03 08:00:00,18.39881,35.25,35.75,34.25,103.7116
2023-03-03 09:00:00,28.23462,55.5,56.25,54.25,164.4263
2023-03-03 10:00:00,58.72855,122.25,125,122.5,367.6898
2023-03-03 11:00:00,140.8681,280,279.5,270.5,827.0409
2023-03-03 12:00:00,618.1111,1064.75,1087.75,1065.25,3174.534
2023-03-03 13:00:00,140.5098,285.25,288.25,279.5,850.3101
2023-03-03 14:00:00,148.2384,290.25,296.5,288.5,871.9354
2023-03-03 15:00:00,38.31131,76.75,78,75,227.7465
2023-03-03 16:00:00,22.79373,44.25,45,43.25,130.8965
2023-03-03 17:00:00,5.652059,6.25,6.5,6.25,16.3505
2023-03-03 18:00:00,4.697497,0,0,0,-4.662282
2023-03-03 19:00:00,0.9506999,0,0,0,-4.663362
2023-03-03 20:00:00,0,0,0,0,-4.674106
2023-03-03 21:00:00,0,0,0,0,-4.627862
2023-03-03 22:00:00,0,0,0,0,-4.50307
2023-03-03 23:00:00,0,0,0,0,-4.557029
2023-03-04 00:00:00,0,0,0,0,-4.567772
2023-03-04 01:00:00,0,0,0,0,-4.687236
2023-03-04 02:00:00,0,0,0,0,-4.696875
2023-03-04 03:00:00,0,0,0,0,-4.683613
2023-03-04 04:00:00,0,0,0,0,-4.648684
2023-03-04 05:00:00,0,0,0,0,-4.645973
2023-03-04 06:00:00,0.8543094,2.25,2.25,2,2.662583
2023-03-04 07:00:00,140.1201,208.5,247,163.25,615.1574
2023-03-04 08:00:00,418.4419,803,861,758.5,2411.496
2023-03-04 09:00:00,676.344,1350,1400.5,1306,4025.212
2023-03-04 10:00:00,868.962,1652.5,1661,1632.75,4895.877
2023-03-04 11:00:00,990.5599,1666,1665.5,1666,4945.566
2023-03-04 12:00:00,1041.823,1666,1665.75,1666.5,4945.23
2023-03-04 13:00:00,1007.359,1666.25,1666.25,1666,4945.342
2023-03-04 14:00:00,889.9454,1660,1659.75,1657.25,4924.826
2023-03-04 15:00:00,700.3207,1403,1392.25,1400.75,4158.96
2023-03-04 16:00:00,457.8102,929.75,907,936.5,2757.146
2023-03-04 17:00:00,187.4242,347.25,317.5,344,1005.439
2023-03-04 18:00:00,6.62993,13.25,10.5,11.75,32.73157
2023-03-04 19:00:00,0,0,0,0,-4.488388
2023-03-04 20:00:00,0,0,0,0,-4.559967
2023-03-04 21:00:00,0,0,0,0,-4.485336
2023-03-04 22:00:00,0,0,0,0,-4.480615
2023-03-04 23:00:00,0,0,0,0,-4.434949
2023-03-05 00:00:00,0,0,0,0,-4.466504
2023-03-05 01:00:00,0,0,0,0,-4.486904
2023-03-05 02:00:00,0,0,0,0,-4.494648
2023-03-05 03:00:00,0,0,0,0,-4.561079
2023-03-05 04:00:00,0,0,0,0,-4.563292
2023-03-05 05:00:00,0,0,0,0,-4.517037
2023-03-05 06:00:00,1.076216,3.25,3,2.5,5.176322
2023-03-05 07:00:00,142.9153,225,267.25,181.5,671.5297
2023-03-05 08:00:00,419.5415,813.25,871.75,773.5,2449.037
2023-03-05 09:00:00,667.3426,1326.75,1371.5,1281,3950.784
2023-03-05 10:00:00,860.8968,1640.75,1652,1612.75,4857.955
2023-03-05 11:00:00,983.1793,1665.75,1666.25,1666,4946.81
2023-03-05 12:00:00,1031.461,1666,1665.75,1666,4945.519
2023-03-05 13:00:00,995.4905,1666,1666,1666,4944.463
2023-03-05 14:00:00,880.3428,1651,1650.25,1644.25,4891.738
2023-03-05 15:00:00,692.866,1384.25,1373,1378,4099.267
2023-03-05 16:00:00,443.5391,911.75,888,914,2698.67
