Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-03-01 00:00:00,0,0,0,0,0,,0,-8.358151
2023-03-01 01:00:00,0,0,0,0,0,,0,-8.36969
2023-03-01 02:00:00,0,0,0,0,0,,0,-8.404582
2023-03-01 03:00:00,0,0,0,0,0,,0,-8.411053
2023-03-01 04:00:00,0,0,0,0,0,,0,-8.331511
2023-03-01 05:00:00,0,0,0,0,0,,0,-8.200597
2023-03-01 06:00:00,0.6362116,0,0.187488,0,0,,0,-7.924264
2023-03-01 07:00:00,100.2612,76.96403,70.62814,71.38757,70.49387,,72.91888,433.657
2023-03-01 08:00:00,370.1478,344.6075,321.0733,339.7277,316.1426,,332.1365,1991.762
2023-03-01 09:00:00,540.4093,519.6318,512.4045,506.0256,474.4576,,523.2728,3044.802
2023-03-01 10:00:00,635.6583,606.4756,604.6735,560.9739,567.2939,,623.5638,3535.985
2023-03-01 11:00:00,736.4912,698.6364,700.5319,642.2867,648.1058,,719.441,4066.852
2023-03-01 12:00:00,706.8941,644.4834,654.1281,607.5535,616.2781,,673.3439,3801.209
2023-03-01 13:00:00,718.9036,625.2124,618.8594,588.0435,594.7881,,645.9795,3724.865
2023-03-01 14:00:00,522.4371,479.4053,490.8879,417.8311,422.5208,,489.1612,2849.52
2023-03-01 15:00:00,287.3015,267.9967,273.5316,253.9707,256.5506,,277.7252,1580.473
2023-03-01 16:00:00,148.7081,139.3717,140.105,133.9499,136.1602,,149.6934,829.1763
2023-03-01 17:00:00,23.44319,24.31694,24.52732,22.55457,22.78083,,25.65935,136.58
2023-03-01 18:00:00,0.229812,0,0.0016125,0,0,,0.1081019,-7.967598
2023-03-01 19:00:00,0,0,0,0,0,,0,-8.088287
2023-03-01 20:00:00,0,0,0,0,0,,0,-8.186584
2023-03-01 21:00:00,0,0,0,0,0,,0,-8.26759
2023-03-01 22:00:00,0,0,0,0,0,,0,-8.319602
2023-03-01 23:00:00,0,0,0,0,0,,0,-8.344064
2023-03-02 00:00:00,0,0,0,0,0,,0,-8.270699
2023-03-02 01:00:00,0,0,0,0,0,,0,-8.146317
2023-03-02 02:00:00,0.01380886,0,0,0,0,,0,-8.202577
2023-03-02 03:00:00,0.002546512,0,0,0,0,,0,-8.186054
2023-03-02 04:00:00,0,0,0,0,0,,0,-8.144337
2023-03-02 05:00:00,0,0,0,0,0,,0,-8.145135
2023-03-02 06:00:00,0,0,0,0,0,,0,-8.093286
2023-03-02 07:00:00,3.564064,0,0,0,0,,0,-8.074895
2023-03-02 08:00:00,3.488164,0,0,0,0.0853579,,0.05755128,-8.004197
2023-03-02 09:00:00,37.21236,35.52322,35.82381,28.78114,33.75977,,37.64477,195.7578
2023-03-02 10:00:00,140.9227,133.9009,134.32,133.4441,125.4249,,140.4606,803.3692
2023-03-02 11:00:00,127.6668,123.5645,124.3297,114.838,113.867,,130.0257,740.9853
2023-03-02 12:00:00,258.8297,248.4792,249.9489,239.4314,224.7957,,254.3373,1487.86
2023-03-02 13:00:00,284.2404,269.2263,269.3894,275.4199,249.8392,,276.622,1602.566
2023-03-02 14:00:00,138.0571,136.1287,136.9441,135.8824,127.0465,,141.5568,813.0428
2023-03-02 15:00:00,95.99706,95.91072,96.34612,96.35911,90.33562,,100.2317,565.2882
2023-03-02 16:00:00,27.27526,29.03296,29.20145,29.36753,27.33524,,30.47504,164.6954
2023-03-02 17:00:00,8.979576,9.400177,9.425012,9.378338,8.689342,,10.01849,47.85993
2023-03-02 18:00:00,0,0,0,0,0,,0,-8.139523
2023-03-02 19:00:00,0,0,0,0,0,,0,-8.108588
2023-03-02 20:00:00,0,0,0,0,0,,0,-8.207661
2023-03-02 21:00:00,0,0,0,0,0,,0,-8.26852
2023-03-02 22:00:00,0,0,0,0,0,,0,-8.302645
2023-03-02 23:00:00,0,0,0,0,0,,0,-8.334815
2023-03-03 00:00:00,0,0,0,0,0,,0,-8.335783
2023-03-03 01:00:00,0,0,0,0,0,,0,-8.339244
2023-03-03 02:00:00,0,0,0,0,0,,0,-8.284324
2023-03-03 03:00:00,0,0,0,0,0,,0,-8.213406
2023-03-03 04:00:00,0,0,0,0,0,,0,-8.212357
2023-03-03 05:00:00,0,0,0,0,0,,0,-8.182099
2023-03-03 06:00:00,0.2050249,0,0,0,0,,0,-8.133122
2023-03-03 07:00:00,20.8777,15.59949,15.6517,12.27285,14.78384,,16.46,80.09393
2023-03-03 08:00:00,74.23637,67.89506,67.77934,67.73647,63.07706,,68.63686,396.8493
