"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-03-01 00:00:00,0,0,0,0,-9.599999
2023-03-01 01:00:00,0,0,0,0,-9.599999
2023-03-01 02:00:00,0,0,0,0,-9.599999
2023-03-01 03:00:00,0,0,0,0,-9.599999
2023-03-01 04:00:00,0,0,0,0,-9.599999
2023-03-01 05:00:00,0,0,0,0,-9.599999
2023-03-01 06:00:00,0.4357001,0,0,0,-9.599999
2023-03-01 07:00:00,63.45414,104.9626,110.2402,109.3898,323.4996
2023-03-01 08:00:00,193.2661,344.0901,355.8664,352.9121,1063.881
2023-03-01 09:00:00,298.0174,512.0525,533.8117,535.7752,1584.531
2023-03-01 10:00:00,683.6225,1249.717,1270.245,1258.638,3779.275
2023-03-01 11:00:00,756.1947,1323.328,1353.591,1367.035,4094.971
2023-03-01 12:00:00,760.1533,1304.343,1351.326,1348.727,4010.084
2023-03-01 13:00:00,642.6282,1058.328,1104.532,1111.121,3287.983
2023-03-01 14:00:00,802.3105,1358.452,1389.464,1366.034,4090.073
2023-03-01 15:00:00,379.4569,606.8965,621.9147,637.5367,1842.869
2023-03-01 16:00:00,66.13628,119.1641,123.5416,122.6094,357.5251
2023-03-01 17:00:00,54.13234,81.77986,84.29012,83.47375,247.6937
2023-03-01 18:00:00,1.643466,0,0,0,1.228317
2023-03-01 19:00:00,0,0,0,0,-9.599999
2023-03-01 20:00:00,0,0,0,0,-9.599999
2023-03-01 21:00:00,0,0,0,0,-9.599999
2023-03-01 22:00:00,0,0,0,0,-9.599999
2023-03-01 23:00:00,0,0,0,0,-9.599999
2023-03-02 00:00:00,0,0,0,0,-9.599999
2023-03-02 01:00:00,0,0,0,0,-9.599999
2023-03-02 02:00:00,0,0,0,0,-9.599999
2023-03-02 03:00:00,0,0,0,0,-9.599999
2023-03-02 04:00:00,0,0,0,0,-9.599999
2023-03-02 05:00:00,0,0,0,0,-9.599999
2023-03-02 06:00:00,0,0,0,0,-9.599999
2023-03-02 07:00:00,1.878693,0,0,0,-9.599999
2023-03-02 08:00:00,58.40519,97.53075,100.9169,100.4447,292.9001
2023-03-02 09:00:00,137.6588,237.5578,245.5786,243.478,723.7901
2023-03-02 10:00:00,199.3902,338.2098,347.1936,344.1905,1025.546
2023-03-02 11:00:00,206.3259,366.5579,384.6672,390.2043,1135.28
2023-03-02 12:00:00,145.9408,256.6247,265.3042,266.1624,782.6063
2023-03-02 13:00:00,91.02168,165.3303,170.308,168.7165,498.6902
2023-03-02 14:00:00,93.57084,176.1846,182.1044,181.6664,534.0827
2023-03-02 15:00:00,55.3517,108.8679,112.3234,112.0023,326.339
2023-03-02 16:00:00,26.40381,49.05071,50.4463,50.21048,147.3741
2023-03-02 17:00:00,9.601881,0,0,0,44.05867
2023-03-02 18:00:00,0.2950045,0,0,0,-8.524983
2023-03-02 19:00:00,0,0,0,0,-9.599999
2023-03-02 20:00:00,0,0,0,0,-9.599999
2023-03-02 21:00:00,0,0,0,0,-9.599999
2023-03-02 22:00:00,0,0,0,0,-9.599999
2023-03-02 23:00:00,0,0,0,0,-9.599999
2023-03-03 00:00:00,0,0,0,0,-9.599999
2023-03-03 01:00:00,0,0,0,0,-9.599999
2023-03-03 02:00:00,0,0,0,0,-9.599999
2023-03-03 03:00:00,0,0,0,0,-9.599999
2023-03-03 04:00:00,0,0,0,0,-9.599999
2023-03-03 05:00:00,0,0,0,0,-9.599999
2023-03-03 06:00:00,0.1441393,0,0,0,-9.599999
2023-03-03 07:00:00,22.90397,34.65844,35.80003,35.7496,102.9164
2023-03-03 08:00:00,25.90623,43.74651,44.74134,44.93861,131.9426
2023-03-03 09:00:00,42.70181,77.88911,80.64556,80.94822,232.7508
2023-03-03 10:00:00,164.7119,283.0056,292.5047,291.1512,863.2047
2023-03-03 11:00:00,269.4771,444.767,459.6028,446.3153,1359.972
2023-03-03 12:00:00,483.2244,805.5931,823.0139,814.0592,2450.318
2023-03-03 13:00:00,210.7816,354.9665,369.9293,369.118,1090.028
2023-03-03 14:00:00,402.1783,659.2728,675.9119,677.2825,2020.699
2023-03-03 15:00:00,199.424,307.9447,334.9738,345.6162,996.6619
2023-03-03 16:00:00,140.5739,208.0934,222.1518,222.4408,649.3263
2023-03-03 17:00:00,9.361983,12.35169,12.56328,12.13538,33.19841
2023-03-03 18:00:00,0,0,0,0,-9.599999
2023-03-03 19:00:00,0,0,0,0,-9.599999
2023-03-03 20:00:00,0.2970752,0,0,0,-9.599999
2023-03-03 21:00:00,0,0,0,0,-9.599999
2023-03-03 22:00:00,0,0,0,0,-9.599999
2023-03-03 23:00:00,0,0,0,0,-9.599999
