Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P"
,W/m²,kW,kW,kW,kW
2022-09-01 00:00:00,-0.3589444,0,0,0,0
2022-09-01 01:00:00,-0.3256853,0,0,0,0
2022-09-01 02:00:00,-0.2831902,0,0,0,0
2022-09-01 03:00:00,-0.3499129,0,0,0,0
2022-09-01 04:00:00,-0.3360066,0,0,0,0
2022-09-01 05:00:00,-0.2841386,0,0,0,0
2022-09-01 06:00:00,10.22319,10.735,10.24167,8.676667,11.79167
2022-09-01 07:00:00,382.0931,681.1534,686.0267,689.08,728.25
2022-09-01 08:00:00,825.4063,1648.007,1649.72,1646.3,1746.112
2022-09-01 09:00:00,955.482,1848.906,1850.067,1846.726,1957.917
2022-09-01 10:00:00,966.6385,1823.46,1824.738,1820.22,1925.677
2022-09-01 11:00:00,948.4468,1755.772,1759.962,1757.822,1862.026
2022-09-01 12:00:00,928.1635,1711.97,1713.063,1710.751,1815.742
2022-09-01 13:00:00,922.9726,1720.685,1721.525,1718.597,1819.583
2022-09-01 14:00:00,936.4711,1750.74,1751.438,1749.285,1850.101
2022-09-01 15:00:00,953.7162,1788.374,1788.307,1785.302,1888.385
2022-09-01 16:00:00,941.738,1785.9,1786.495,1781.885,1889.86
2022-09-01 17:00:00,856.4375,1649.492,1650.905,1644.152,1746.653
2022-09-01 18:00:00,495.8966,814.1533,823.2049,820.36,872.0001
2022-09-01 19:00:00,37.25357,40.84834,41.62666,42.92501,45.75333
2022-09-01 20:00:00,-0.4511853,0,0,0,0
2022-09-01 21:00:00,-0.4338073,0,0,0,0
2022-09-01 22:00:00,-0.3819515,0,0,0,0
2022-09-01 23:00:00,-0.2787733,0,0,0,0
2022-09-02 00:00:00,-0.4051453,0,0,0,0
2022-09-02 01:00:00,-0.4233947,0,0,0,0
2022-09-02 02:00:00,-0.3223841,0,0,0,0
2022-09-02 03:00:00,-0.3623456,0,0,0,0
2022-09-02 04:00:00,-0.3959459,0,0,0,0
2022-09-02 05:00:00,-0.3594966,0,0,0,0
2022-09-02 06:00:00,8.021799,5.853333,5.816668,5.358333,6.776668
2022-09-02 07:00:00,344.3363,589.4783,593.7684,593.0867,627.1833
2022-09-02 08:00:00,768.701,1546.302,1548.197,1543.038,1640.214
2022-09-02 09:00:00,901.4581,1768.942,1769.328,1763.9,1873.014
2022-09-02 10:00:00,921.4193,1753.212,1755.023,1749.45,1856.967
2022-09-02 11:00:00,904.3536,1695.675,1695.864,1691.288,1794.757
2022-09-02 12:00:00,885.4382,1686.333,1686.665,1682.207,1784.837
2022-09-02 13:00:00,890.8149,1700.489,1701.741,1696.658,1799.077
2022-09-02 14:00:00,916.5884,1769.606,1769.48,1766.317,1872.415
2022-09-02 15:00:00,943.4091,1827.885,1827.822,1826.776,1940.317
2022-09-02 16:00:00,940.6404,1858.672,1856.027,1852.878,1971.277
2022-09-02 17:00:00,871.3822,1759.844,1756.667,1752.34,1866.155
2022-09-02 18:00:00,499.6126,831.8967,839.7599,837.72,893.8285
2022-09-02 19:00:00,30.36746,30.93833,31.84332,32.91167,34.84668
2022-09-02 20:00:00,-0.4848407,0,0,0,0
2022-09-02 21:00:00,-0.4757803,0,0,0,0
2022-09-02 22:00:00,-0.2439913,0,0,0,0
2022-09-02 23:00:00,-0.4818815,0,0,0,0
2022-09-03 00:00:00,-0.1471705,0,0,0,0
2022-09-03 01:00:00,-0.2704245,0,0,0,0
2022-09-03 02:00:00,-0.3714128,0,0,0,0
2022-09-03 03:00:00,-0.3033615,0,0,0,0
2022-09-03 04:00:00,-0.3685311,0,0,0,0
2022-09-03 05:00:00,-0.3440369,0,0,0,0
2022-09-03 06:00:00,5.161688,2.968333,2.985,2.971668,4.56
2022-09-03 07:00:00,268.5692,412.3716,414.8867,415.0633,438.5133
2022-09-03 08:00:00,675.8589,1306.453,1308.982,1305.59,1393.872
2022-09-03 09:00:00,858.7795,1666.808,1668.038,1665.922,1763.162
2022-09-03 10:00:00,910.7031,1770.93,1772.99,1769.835,1871.095
2022-09-03 11:00:00,895.605,1713.617,1716.795,1711.658,1820.693
2022-09-03 12:00:00,745.2152,1432.127,1435.493,1420.323,1503.647
2022-09-03 13:00:00,774.1907,1483.392,1487.535,1485.422,1562.627
2022-09-03 14:00:00,816.377,1562.652,1577.153,1572.528,1674.182
2022-09-03 15:00:00,904.269,1737.121,1739.6,1736.215,1842.51
2022-09-03 16:00:00,874.522,1716.665,1714.69,1713.328,1811.992
2022-09-03 17:00:00,705.3878,1375.792,1376.104,1374.124,1462.973
2022-09-03 18:00:00,298.7671,473.4833,478.0016,477.1717,508.685
2022-09-03 19:00:00,15.98092,5.921668,5.828332,5.855,8.503332
2022-09-03 20:00:00,-0.2916777,0,0,0,0
2022-09-03 21:00:00,-0.3062082,0,0,0,0
2022-09-03 22:00:00,-0.4258839,0,0,0,0
2022-09-03 23:00:00,-0.3899097,0,0,0,0
2022-09-04 00:00:00,-0.1904176,0,0,0,0
2022-09-04 01:00:00,-0.4290527,0,0,0,0
2022-09-04 02:00:00,-0.3337513,0,0,0,0
2022-09-04 03:00:00,-0.3559893,0,0,0,0
2022-09-04 04:00:00,-0.2784413,0,0,0,0
2022-09-04 05:00:00,-0.2111953,0,0,0,0
2022-09-04 06:00:00,5.90761,5.441668,5.263332,4.765,6.651668
2022-09-04 07:00:00,329.7351,563.0517,566.1334,567.9984,598.0717
2022-09-04 08:00:00,751.0054,1497.562,1499.202,1496.225,1587.908
2022-09-04 09:00:00,899.0288,1753.31,1753.249,1750.327,1857.575
2022-09-04 10:00:00,926.4039,1772.67,1772.898,1768.14,1873.845
2022-09-04 11:00:00,912.6396,1707.445,1709.535,1705.815,1809.282
2022-09-04 12:00:00,898.3981,1668.015,1667.268,1662.795,1759.803
2022-09-04 13:00:00,896.4882,1673.298,1674.837,1671.702,1768.225
2022-09-04 14:00:00,901.5276,1693.98,1695.578,1695.7,1793.126
2022-09-04 15:00:00,900.4647,1730.992,1731.063,1731.661,1831.649
2022-09-04 16:00:00,826.8737,1590.493,1589.07,1589.665,1684.315
2022-09-04 17:00:00,650.6663,1228.43,1229.15,1228.08,1302.865
2022-09-04 18:00:00,298.3192,458.2067,462.7584,462.1383,491.39
2022-09-04 19:00:00,17.91915,9.08,8.575,8.43,9.743333
2022-09-04 20:00:00,-0.3453811,0,0,0,0
2022-09-04 21:00:00,-0.3115174,0,0,0,0
2022-09-04 22:00:00,-0.4012404,0,0,0,0
2022-09-04 23:00:00,-0.4645605,0,0,0,0
2022-09-05 00:00:00,-0.3059475,0,0,0,0
2022-09-05 01:00:00,-0.3831027,0,0,0,0
2022-09-05 02:00:00,-0.3521121,0,0,0,0
2022-09-05 03:00:00,-0.3382956,0,0,0,0
2022-09-05 04:00:00,-0.3327362,0,0,0,0
2022-09-05 05:00:00,-0.2809184,0,0,0,0
2022-09-05 06:00:00,4.739449,3.631668,3.321667,2.908333,4.393332
2022-09-05 07:00:00,325.0913,515.6617,519.625,518.0983,550.1217
2022-09-05 08:00:00,740.2529,1482.635,1483.84,1468.923,1566.322
2022-09-05 09:00:00,894.02,1780.298,1778.162,1757.9,1881.05
2022-09-05 10:00:00,908.9335,1757.56,1757.463,1749.881,1854.506
2022-09-05 11:00:00,886.5493,1674.585,1668.428,1662.578,1762.443
2022-09-05 12:00:00,866.3332,1601.501,1604.403,1601.818,1701.05
2022-09-05 13:00:00,864.5377,1601.618,1607.742,1605.433,1699.73
2022-09-05 14:00:00,880.5831,1638.024,1640.27,1639.46,1734.413
2022-09-05 15:00:00,887.0744,1665.533,1668.885,1669.895,1763.487
2022-09-05 16:00:00,866.0428,1646.447,1646.528,1646.744,1744.62
2022-09-05 17:00:00,728.2614,1392.438,1390.749,1387.932,1473.989
2022-09-05 18:00:00,339.6513,526.8967,531.6917,530.4266,563.2034
2022-09-05 19:00:00,17.34075,11.51,11.57167,11.67667,13.485
2022-09-05 20:00:00,-0.4295426,0,0,0,0
2022-09-05 21:00:00,-0.4291956,0,0,0,0
2022-09-05 22:00:00,-0.410396,0,0,0,0
2022-09-05 23:00:00,-0.3380564,0,0,0,0
2022-09-06 00:00:00,-0.3656684,0,0,0,0
2022-09-06 01:00:00,-0.3129397,0,0,0,0
2022-09-06 02:00:00,-0.407021,0,0,0,0
2022-09-06 03:00:00,-0.3776181,0,0,0,0
2022-09-06 04:00:00,-0.3388377,0,0,0,0
2022-09-06 05:00:00,-0.3532154,0,0,0,0
2022-09-06 06:00:00,3.921422,3.061667,3.225,2.92,4.108333
2022-09-06 07:00:00,301.1836,464.3617,466.755,469.8583,493.045
2022-09-06 08:00:00,708.2422,1397.702,1398.155,1395.726,1479.612
2022-09-06 09:00:00,863.0262,1676.902,1675.282,1671.47,1772.275
2022-09-06 10:00:00,881.9594,1667.523,1665.987,1662.202,1756.437
2022-09-06 11:00:00,869.0997,1616.74,1617.38,1614.465,1708.525
2022-09-06 12:00:00,847.6594,1539.628,1538.267,1531.827,1632.415
2022-09-06 13:00:00,861.926,1542.178,1543.497,1552.32,1651.558
2022-09-06 14:00:00,420.5351,735.2383,715.3217,697.2401,733.105
2022-09-06 15:00:00,828.4094,1589.129,1605.298,1569.646,1611.297
2022-09-06 16:00:00,490.9579,940.2466,941.2299,956.44,1044.723
2022-09-06 17:00:00,304.1331,679.2017,635.8249,625.7916,592.1984
2022-09-06 18:00:00,275.502,448.5617,444.965,439.8283,458.9616
2022-09-06 19:00:00,13.05227,4.896667,5.05,5.076667,6.338333
2022-09-06 20:00:00,-0.4031358,0,0,0,0
2022-09-06 21:00:00,-0.4953632,0,0,0,0
2022-09-06 22:00:00,-0.3446183,0,0,0,0
2022-09-06 23:00:00,-0.4624886,0,0,0,0
2022-09-07 00:00:00,-0.3722438,0,0,0,0
2022-09-07 01:00:00,-0.3308305,0,0,0,0
2022-09-07 02:00:00,-0.3293368,0,0,0,0
2022-09-07 03:00:00,-0.3502125,0,0,0,0
2022-09-07 04:00:00,-0.3688157,0,0,0,0
2022-09-07 05:00:00,-0.2591962,0,0,0,0
2022-09-07 06:00:00,2.589914,0,0,0,0
2022-09-07 07:00:00,327.8,465.2567,466.0567,470.425,496.7083
2022-09-07 08:00:00,343.5035,590.1149,593.3384,599.2949,656.69
2022-09-07 09:00:00,547.4395,1046.352,1040.332,1044.943,1117.358
2022-09-07 10:00:00,827.3355,1568.455,1548.452,1553.227,1663.348
2022-09-07 11:00:00,762.666,1330.41,1333.877,1330.988,1396.345
2022-09-07 12:00:00,163.0603,346.7001,340.9117,338.555,352.9983
2022-09-07 13:00:00,200.744,443.1083,453.16,448.85,471.97
