Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P"
,W/m²,kW,kW,kW,kW
2022-09-01 00:00:00,-0.2655275,0,0,0,0
2022-09-01 01:00:00,-0.1814944,0,0,0,0
2022-09-01 02:00:00,-0.2406786,0,0,0,0
2022-09-01 03:00:00,-0.1123815,0,0,0,0
2022-09-01 04:00:00,-0.2464564,0,0,0,0
2022-09-01 05:00:00,-0.2353765,0,0,0,0
2022-09-01 06:00:00,7.479712,7.423333,9.611668,10.225,11.02167
2022-09-01 07:00:00,469.6737,975.7482,1022.198,1031.533,992.4768
2022-09-01 08:00:00,1013.524,2292.247,2323.48,2338.545,2244.892
2022-09-01 09:00:00,1159.403,2528.97,2542.597,2552.462,2457.205
2022-09-01 10:00:00,1084.073,2484.698,2495.395,2502.58,2415.592
2022-09-01 11:00:00,991.5171,2396.27,2409.233,2414.475,2336.98
2022-09-01 12:00:00,942.0201,2332.373,2355.615,2356.577,2279.21
2022-09-01 13:00:00,945.8458,2331.913,2348.318,2344.717,2263.263
2022-09-01 14:00:00,989.6285,2331.658,2356.668,2356.198,2277.817
2022-09-01 15:00:00,1079.069,2338.29,2367.431,2339.515,2285.03
2022-09-01 16:00:00,1169,2343.145,2372.8,2371.068,2283.905
2022-09-01 17:00:00,1074.627,2231.04,2242.745,2247.4,2174.785
2022-09-01 18:00:00,626.6504,1231.728,1222.545,1238.967,1189.988
2022-09-01 19:00:00,35.22614,60.75166,57.96333,59.55667,56.44501
2022-09-01 20:00:00,-0.1764375,0,0,0,0
2022-09-01 21:00:00,-0.2381598,0,0,0,0
2022-09-01 22:00:00,-0.1699126,0,0,0,0
2022-09-01 23:00:00,-0.2051398,0,0,0,0
2022-09-02 00:00:00,-0.09510267,0,0,0,0
2022-09-02 01:00:00,-0.2388903,0,0,0,0
2022-09-02 02:00:00,-0.263081,0,0,0,0
2022-09-02 03:00:00,-0.2379111,0,0,0,0
2022-09-02 04:00:00,-0.1488013,0,0,0,0
2022-09-02 05:00:00,-0.2809531,0,0,0,0
2022-09-02 06:00:00,6.394783,5.835,6.64,7.065,7.223332
2022-09-02 07:00:00,436.4903,854.425,883.8816,897.0083,866.6133
2022-09-02 08:00:00,978.1508,2158.01,2165.739,2184.253,2109.285
2022-09-02 09:00:00,1113.54,2393.347,2393.388,2407.953,2319.87
2022-09-02 10:00:00,1026.657,2339.387,2348.461,2358.231,2275.452
2022-09-02 11:00:00,947.2062,2306.281,2316.038,2322.5,2244.255
2022-09-02 12:00:00,898.8323,2295.852,2311.258,2316.335,2237.27
2022-09-02 13:00:00,901.4592,2309.747,2324.299,2331.174,2249.235
2022-09-02 14:00:00,946.2087,2367.76,2383.885,2385.265,2301.872
2022-09-02 15:00:00,1030.104,2417.663,2428.127,2440.768,2352.79
2022-09-02 16:00:00,1126.955,2462.596,2469.723,2478.21,2397.715
2022-09-02 17:00:00,1060.673,2345.783,2347.822,2370.33,2284.78
2022-09-02 18:00:00,607.0652,1224.009,1213.218,1235.902,1189.917
2022-09-02 19:00:00,30.21646,52.32666,47.80833,49.29334,47.58666
2022-09-02 20:00:00,-0.3082596,0,0,0,0
2022-09-02 21:00:00,-0.320929,0,0,0,0
2022-09-02 22:00:00,-0.3367003,0,0,0,0
2022-09-02 23:00:00,-0.2289117,0,0,0,0
2022-09-03 00:00:00,-0.1457467,0,0,0,0
2022-09-03 01:00:00,-0.2147048,0,0,0,0
2022-09-03 02:00:00,-0.1579412,0,0,0,0
2022-09-03 03:00:00,-0.2809988,0,0,0,0
2022-09-03 04:00:00,-0.3696887,0,0,0,0
2022-09-03 05:00:00,-0.02890196,0,0,0,0
2022-09-03 06:00:00,4.703499,6.49,6.765,6.781668,6.745
2022-09-03 07:00:00,384.4865,625.2951,643.1133,649.2116,625.8884
2022-09-03 08:00:00,898.8071,1765.127,1770.287,1787.063,1726.212
2022-09-03 09:00:00,1068.601,2273.015,2271.76,2288.79,2211.682
2022-09-03 10:00:00,1019.447,2368.235,2369.608,2381.955,2298.225
2022-09-03 11:00:00,948.0633,2341.558,2350.57,2357.69,2273.615
2022-09-03 12:00:00,861.0603,2201.002,2212.435,2212.03,2123.092
2022-09-03 13:00:00,861.1082,2195.06,2194.748,2191.2,2105.493
2022-09-03 14:00:00,935.96,2285.096,2282.818,2285.188,2199.355
2022-09-03 15:00:00,1016.832,2338.687,2350.17,2366.095,2282.803
2022-09-03 16:00:00,1104.309,2312.032,2316.958,2328.83,2246.347
2022-09-03 17:00:00,988.758,2006.305,2005.475,2024.43,1954.418
2022-09-03 18:00:00,510.2303,860.3798,851.1934,864.6401,831.9083
2022-09-03 19:00:00,20.13523,15.84667,15.45333,15.20667,14.06667
2022-09-03 20:00:00,-0.2849552,0,0,0,0
2022-09-03 21:00:00,-0.2290912,0,0,0,0
2022-09-03 22:00:00,-0.2571232,0,0,0,0
2022-09-03 23:00:00,-0.183618,0,0,0,0
2022-09-04 00:00:00,-0.1684709,0,0,0,0
2022-09-04 01:00:00,-0.2631306,0,0,0,0
2022-09-04 02:00:00,-0.2393509,0,0,0,0
2022-09-04 03:00:00,-0.2040662,0,0,0,0
2022-09-04 04:00:00,-0.2030134,0,0,0,0
2022-09-04 05:00:00,-0.0799639,0,0,0,0
2022-09-04 06:00:00,4.531247,5.68,5.795,5.905,5.37
2022-09-04 07:00:00,406.5931,767.8717,800.8317,806.1768,779.2867
2022-09-04 08:00:00,957.3868,2065.058,2097.758,2104.155,2030.572
2022-09-04 09:00:00,1108.005,2365.94,2388.023,2391.888,2312.023
2022-09-04 10:00:00,1038.558,2383.44,2409.315,2408.215,2330.15
2022-09-04 11:00:00,954.7556,2328.285,2348.383,2344.343,2273.384
2022-09-04 12:00:00,907.1554,2263.106,2287.592,2277.922,2208.675
