Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P"
,W/m²,kW,kW,kW,kW
2022-09-14 09:00:00,742.5629,2078.86,2150.382,2199.671,2151.775
2022-09-14 10:00:00,873.8541,2358.634,2400.633,2423.39,2391.887
2022-09-14 11:00:00,691.6779,1853.731,1921.81,1970.26,1944.708
2022-09-14 12:00:00,833.4572,2218.793,2299.132,2354.803,2337.852
2022-09-14 13:00:00,707.8157,1927.997,2007.117,2062.95,2032.683
2022-09-14 14:00:00,619.2916,1673.094,1735.774,1793.031,1777.16
2022-09-14 15:00:00,717.5622,1897.786,1956.927,2008.769,1973.558
2022-09-14 16:00:00,458.4305,1207.932,1243.555,1279.18,1258.988
2022-09-14 17:00:00,333.2657,877.5651,905.0466,938.1767,924.6083
2022-09-14 18:00:00,115.0702,207.6567,215.445,226.975,223.105
2022-09-14 19:00:00,2.952761,1.588333,2.575,3.74,3.521667
2022-09-14 20:00:00,-0.2450054,0,0,0,0
2022-09-14 21:00:00,-0.3957387,0,0,0,0
2022-09-14 22:00:00,-0.3436037,0,0,0,0
2022-09-14 23:00:00,-0.3077149,0,0,0,0
2022-09-15 00:00:00,-0.2939056,0,0,0,0
2022-09-15 01:00:00,-0.2654416,0,0,0,0
2022-09-15 02:00:00,-0.282487,0,0,0,0
2022-09-15 03:00:00,-0.2769529,0,0,0,0
2022-09-15 04:00:00,-0.276989,0,0,0,0
2022-09-15 05:00:00,-0.2731115,0,0,0,0
2022-09-15 06:00:00,1.532837,0,0,0,0
2022-09-15 07:00:00,279.9816,569.4216,601.3167,622.6116,624.1749
2022-09-15 08:00:00,654.22,1900.896,1965.738,2008.578,1986.653
2022-09-15 09:00:00,817.7926,2308.465,2383.26,2439.914,2402.983
2022-09-15 10:00:00,848.1408,2331.858,2410.198,2461.85,2420.83
2022-09-15 11:00:00,862.5646,2313.335,2403.195,2454.388,2414.507
2022-09-15 12:00:00,847.782,2276.99,2369.134,2425.123,2391.865
2022-09-15 13:00:00,839.6849,2267.698,2362.23,2420.376,2386.1
2022-09-15 14:00:00,868.1895,2344.213,2440.187,2499.816,2459.053
2022-09-15 15:00:00,879.8243,2393.183,2492.85,2566.792,2528.312
2022-09-15 16:00:00,868.5628,2409.587,2511.15,2587.662,2545.998
2022-09-15 17:00:00,735.6163,2179.283,2269.24,2344.413,2300.907
2022-09-15 18:00:00,254.5052,734.6635,766.82,786.1067,762.1932
2022-09-15 19:00:00,2.102455,0,0,0,0
2022-09-15 20:00:00,-0.1873065,0,0,0,0
2022-09-15 21:00:00,-0.3142818,0,0,0,0
2022-09-15 22:00:00,-0.4204983,0,0,0,0
2022-09-15 23:00:00,-0.3537337,0,0,0,0
2022-09-16 00:00:00,-0.2644027,0,0,0,0
2022-09-16 01:00:00,-0.2702121,0,0,0,0
2022-09-16 02:00:00,-0.2486342,0,0,0,0
2022-09-16 03:00:00,-0.242408,0,0,0,0
2022-09-16 04:00:00,-0.3021716,0,0,0,0
2022-09-16 05:00:00,-0.2546465,0,0,0,0
2022-09-16 06:00:00,1.96115,0,0,0,0
2022-09-16 07:00:00,310.0334,644.0984,685.37,705.6001,692.3449
2022-09-16 08:00:00,678.7075,1934.153,2003.63,2053.202,2013.807
2022-09-16 09:00:00,864.449,2431.085,2481.15,2497.943,2485.64
2022-09-16 10:00:00,880.8015,2410.908,2489.893,2541.838,2503.017
2022-09-16 11:00:00,863.7861,2320.477,2407.408,2459.747,2406.792
2022-09-16 12:00:00,836.469,2232.26,2318.79,2376.375,2328.056
2022-09-16 13:00:00,814.583,2209.507,2306.22,2368.398,2313.705
2022-09-16 14:00:00,828.0374,2248.77,2348.235,2418.023,2367.235
2022-09-16 15:00:00,898.5303,2409.97,2489.197,2529.479,2500.565
2022-09-16 16:00:00,758.9182,2126.858,2212.372,2277.088,2234.998
2022-09-16 17:00:00,709.9603,2054.073,2139.825,2215.773,2167.018
2022-09-16 18:00:00,249.7495,725.1567,757.07,772.2065,742.1016
2022-09-16 19:00:00,1.904375,0,0,0,0
2022-09-16 20:00:00,-0.2538219,0,0,0,0
2022-09-16 21:00:00,-0.4263897,0,0,0,0
2022-09-16 22:00:00,-0.2322221,0,0,0,0
2022-09-16 23:00:00,-0.2532287,0,0,0,0
2022-09-17 00:00:00,-0.2673108,0,0,0,0
2022-09-17 01:00:00,-0.2131086,0,0,0,0
2022-09-17 02:00:00,-0.2863086,0,0,0,0
2022-09-17 03:00:00,-0.2686265,0,0,0,0
2022-09-17 04:00:00,-0.2594087,0,0,0,0
2022-09-17 05:00:00,-0.334495,0,0,0,0
