Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Total Power","Schneider SmartGen CS1800 Inverter - 1.2, Total Power","Schneider SmartGen CS1800 Inverter - 2.1, Total Power"
,W/m²,kW,kW,kW
2022-09-01 00:00:00,0,-0.004306929,-0.003305465,-0.002041123
2022-09-01 01:00:00,0,-0.002418828,-0.0001982614,0.002371009
2022-09-01 02:00:00,0,0.005787821,0.003785145,-0.008414104
2022-09-01 03:00:00,0,-0.01328931,-0.01001933,0.01038236
2022-09-01 04:00:00,0,-0.006846838,-0.01287123,-0.0113903
2022-09-01 05:00:00,0,-0.01092652,-0.007250424,-0.01641142
2022-09-01 06:00:00,1.947711,0.001280375,0.001546469,0.009498187
2022-09-01 07:00:00,92.47983,106.4225,125.0421,112.182
2022-09-01 08:00:00,316.1412,500.7308,581.3574,532.7758
2022-09-01 09:00:00,546.6845,915.0159,1053.402,976.2993
2022-09-01 10:00:00,748.5444,1231.829,1418.076,1319.458
2022-09-01 11:00:00,925.73,1481.148,1635.392,1576.824
2022-09-01 12:00:00,983.0166,1532.277,1658.787,1618.461
2022-09-01 13:00:00,1034.889,1549.685,1644.844,1626.764
2022-09-01 14:00:00,942.6258,1437.812,1603.601,1532.785
2022-09-01 15:00:00,841.7525,1305.235,1506.15,1396.433
2022-09-01 16:00:00,667.6281,1066.722,1225.946,1143.302
2022-09-01 17:00:00,385.7526,616.4056,712.1876,659.5002
2022-09-01 18:00:00,151.3692,220.2868,249.9925,234.4985
2022-09-01 19:00:00,10.49006,20.97284,24.51041,22.19364
2022-09-01 20:00:00,0,0.01149638,0.002035947,-0.001638198
2022-09-01 21:00:00,0,-0.004097099,0.008058201,0.008062255
2022-09-01 22:00:00,0,-0.01607243,0.007753775,-0.008476548
2022-09-01 23:00:00,0,0.004776542,-0.009574448,-0.01184006
2022-09-02 00:00:00,0,-0.002832769,0.007589073,-0.0193232
2022-09-02 01:00:00,0,-0.0175805,-0.01102743,-0.008388934
2022-09-02 02:00:00,0,-0.007958409,0.004746595,0.0006880033
2022-09-02 03:00:00,0,-0.01280608,-0.002873849,0.005970841
2022-09-02 04:00:00,0,-0.02442797,0.01035556,0.005805099
2022-09-02 05:00:00,0,-0.01082834,-0.00355832,-0.005111458
2022-09-02 06:00:00,1.831774,-0.001269334,-0.0008927675,0.003583619
2022-09-02 07:00:00,78.88347,99.98439,118.6606,106.5974
2022-09-02 08:00:00,303.7526,467.8784,542.6637,497.2752
2022-09-02 09:00:00,537.3088,884.4141,1020.53,945.4868
2022-09-02 10:00:00,750.6657,1211.248,1400.561,1291.294
2022-09-02 11:00:00,894.2421,1394.461,1605.756,1514.387
2022-09-02 12:00:00,618.672,907.8663,883.5556,854.5126
2022-09-02 13:00:00,562.1447,792.1097,896.6807,966.08
2022-09-02 14:00:00,799.0552,1160.091,1282.749,1239.676
2022-09-02 15:00:00,681.0018,1038.095,1241.388,1118.507
2022-09-02 16:00:00,215.9581,331.7338,382.4479,400.3933
2022-09-02 17:00:00,324.9406,511.3459,584.8766,541.2889
2022-09-02 18:00:00,150.9718,228.5961,260.0481,241.6461
2022-09-02 19:00:00,7.187237,11.52814,14.2526,12.22102
2022-09-02 20:00:00,0,0.0002885053,-0.001679638,0.009258417
2022-09-02 21:00:00,0,-0.007406334,-0.007288652,0.008986032
2022-09-02 22:00:00,0,-0.002137459,-0.01483934,-0.004296289
2022-09-02 23:00:00,0,0.00419234,-0.01166954,-0.00239206
2022-09-03 00:00:00,0,-0.01666321,-0.001049345,0.000363168
2022-09-03 01:00:00,0,-0.01364841,0.001741764,-0.0089949
2022-09-03 02:00:00,0,-0.0070084,-0.002507565,-0.000758979
2022-09-03 03:00:00,0,-0.01573152,-2.894075e-05,0.007353187
2022-09-03 04:00:00,0,0.00810096,-0.01824251,-0.005561856
2022-09-03 05:00:00,0,0.002652835,-0.001998275,0.006812137
2022-09-03 06:00:00,1.886226,-0.007721245,-0.01080901,0.01560178
2022-09-03 07:00:00,70.07501,86.27384,105.6371,92.17519
2022-09-03 08:00:00,285.2401,453.6432,522.5493,482.8033
2022-09-03 09:00:00,523.5213,857.219,984.3683,917.338
2022-09-03 10:00:00,715.3334,1165.303,1406.414,1326.008
2022-09-03 11:00:00,758.3989,1218.419,1175.139,1190.281
2022-09-03 12:00:00,747.1816,1123.499,1061.064,1130.15
2022-09-03 13:00:00,863.86,1249.261,1383.452,1314.902
2022-09-03 14:00:00,1053.285,1551.485,1630.792,1600.795
2022-09-03 15:00:00,694.5031,1087.364,1235.812,1155.883
2022-09-03 16:00:00,544.8711,860.5638,985.5907,904.2191
2022-09-03 17:00:00,324.5164,508.9612,588.0306,543.7831
2022-09-03 18:00:00,56.03607,79.95715,95.87258,86.18558
2022-09-03 19:00:00,9.179148,17.73885,21.30977,18.72201
2022-09-03 20:00:00,0,-0.004637532,0.01514017,-0.01267715
2022-09-03 21:00:00,0,-0.008350726,0.0109351,0.005270344
2022-09-03 22:00:00,0,0.003524248,0.001159009,-0.006848683
2022-09-03 23:00:00,0,-0.00167628,0.000838024,0.006440413
2022-09-04 00:00:00,0,-0.001070757,-0.01120804,-0.002184941
2022-09-04 01:00:00,0,-0.0110868,0.0002395375,0.004162022
2022-09-04 02:00:00,0,-0.0004671664,-0.005469372,-0.004112869
2022-09-04 03:00:00,0,0.001346321,-0.003209813,-0.005456329
2022-09-04 04:00:00,0,-0.00802782,0.005618339,-0.002936701
2022-09-04 05:00:00,0,-0.01859965,0.008765879,-0.000131724
2022-09-04 06:00:00,1.3548,-0.01467749,-0.0005954794,0.001002956
2022-09-04 07:00:00,77.47221,94.38906,110.8866,98.18217
2022-09-04 08:00:00,293.3547,468.4967,542.7502,497.9729
2022-09-04 09:00:00,536.4025,874.7751,1007.724,932.2892
2022-09-04 10:00:00,564.5967,917.0339,1070.021,1013.224
2022-09-04 11:00:00,890.5132,1321.522,1447.686,1380.417
2022-09-04 12:00:00,997.6807,1498.121,1579.837,1554.978
2022-09-04 13:00:00,540.3005,786.905,1056.477,863.3424
2022-09-04 14:00:00,495.4507,766.6563,871.5421,794.5474
2022-09-04 15:00:00,919.759,1408.258,1566.322,1516.9
2022-09-04 16:00:00,643.2875,1004.272,1142.604,1079.348
2022-09-04 17:00:00,329.9343,520.6662,588.5803,577.104
2022-09-04 18:00:00,138.7907,192.1829,213.1391,202.7845
2022-09-04 19:00:00,7.039931,11.83322,13.86271,12.52329
2022-09-04 20:00:00,0,-0.009809686,-0.004689489,0.005904273
2022-09-04 21:00:00,0,0.0008836503,0.0005465132,0.01025941
2022-09-04 22:00:00,0,-0.009220815,-0.0165262,0.001090186
