Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Day/Night
2023-09-01 00:00:00,-0.2072935,91.4,-999.0,7.413183,-14.8591,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 00:15:00,-0.18498,91.4,-999.0,7.418437,-14.9038,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 00:30:00,-0.151089,91.4,-999.0,7.427604,-15.0396,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 00:45:00,-0.1456415,91.4,-999.0,7.427467,-14.8415,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:00:00,-0.1687035,91.4,-999.0,7.42701,-14.8715,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:15:00,-0.1677135,91.4,-999.0,7.431943,-14.8813,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:30:00,-0.15902,91.4,-999.0,7.431626,-14.9069,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:45:00,-0.1889165,91.4,-999.0,7.43876,-14.9548,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:00:00,-0.2153595,91.4,-999.0,7.435637,-15.0515,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:15:00,-0.1771315,91.4,-999.0,7.440727,-14.991,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:30:00,-0.200387,91.4,-999.0,7.431217,-14.9003,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:45:00,-0.1249215,91.4,-999.0,7.41822,-14.8428,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:00:00,-0.053658,91.4,-999.0,7.4238,-14.9158,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:15:00,-0.128254,91.4,-999.0,7.423937,-14.901,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:30:00,-0.131466,91.4,-999.0,7.426043,-15.0199,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:45:00,-0.04153535,91.4,-999.0,7.42262,-14.9053,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 04:00:00,-0.188192,91.4,-999.0,7.417267,-14.9486,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 04:15:00,-0.1782665,91.4,-999.0,7.417113,-14.891,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 04:30:00,-0.1432805,91.4,-999.0,7.41469,-14.8915,0.0,0.0,0.0,0.0,0.0,Night
