Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Day/Night
2023-10-01 00:00:00,0.0,59.03482,0,13.79533,-8.950758,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:15:00,0.0,59.05172,0,13.80667,-8.975331,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:30:00,0.0,59.06192,0,13.81633,-9.007056,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:45:00,0.0,58.83129,0,13.82467,-9.009641,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:00:00,0.0,58.5598,0,13.68033,-8.699716,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:15:00,0.0,58.57949,0,13.64767,-8.624451,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:30:00,0.0,58.2499,0,13.665,-8.657123,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:45:00,0.0,57.96893,0,13.67033,-8.664381,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:00:00,0.0,57.94505,0,13.668,-8.655305,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:15:00,0.0,57.87674,0,13.68467,-8.686726,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:30:00,0.0,57.6491,0,13.69133,-8.694209,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:45:00,0.0,57.43661,0,13.69533,-8.706746,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:00:00,0.0,57.26831,0,13.705,-8.724374,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:15:00,0.0,57.14043,0,13.718,-8.750965,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.0,57.17257,0,13.72367,-8.760747,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.0,56.69273,0,13.724,-8.759259,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.0,56.69061,0,13.73133,-8.769673,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,0.0,56.35524,0,13.759,-8.850297,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,0.0,56.22628,0,13.733,-8.808373,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,0.0,55.7827,0,13.733,-8.817504,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,0.0,55.83407,0,13.73333,-8.82067,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,0.0,56.4441,0,13.729,-8.812413,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,0.0,56.36114,0,13.728,-8.806273,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,0.0,56.07454,0,13.731,-8.806956,0.0,0.0,0.0,0.0,0.0,0.0,Night
