Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Inverter_5,Day/Night
2023-10-01 00:00:00,0.0,-999.0,-999.0,13.67954,-13.47213,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:15:00,0.0,-999.0,-999.0,13.69745,-13.50719,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:30:00,0.0,-999.0,-999.0,13.70908,-13.51998,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:45:00,0.0,-999.0,-999.0,13.71889,-13.53061,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:00:00,0.0,-999.0,-999.0,13.69291,-13.48789,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:15:00,0.0,-999.0,-999.0,13.64881,-13.41517,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:30:00,0.0,-999.0,-999.0,13.66957,-13.446,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:45:00,0.0,-999.0,-999.0,13.68214,-13.46298,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:00:00,0.0,-999.0,-999.0,13.67647,-13.44756,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:15:00,0.0,-999.0,-999.0,13.68932,-13.48851,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:30:00,0.0,-999.0,-999.0,13.69016,-13.48212,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:45:00,0.0,-999.0,-999.0,13.69911,-13.49479,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:00:00,0.0,-999.0,-999.0,13.70025,-13.50338,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:15:00,0.0,-999.0,-999.0,13.71295,-13.51062,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.0,-999.0,-999.0,13.71524,-13.51677,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.0,-999.0,-999.0,13.71023,-13.50508,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.0,-999.0,-999.0,13.71424,-13.52653,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,0.0,-999.0,-999.0,13.70856,-13.52738,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,0.0,-999.0,-999.0,13.70866,-13.52715,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,0.0,-999.0,-999.0,13.69186,-13.48032,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,0.0,-999.0,-999.0,13.69089,-13.47676,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,0.0,-999.0,-999.0,13.68832,-13.48364,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,0.0,-999.0,-999.0,13.6857,-13.47082,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,0.0,-999.0,-999.0,13.68687,-13.47158,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,0.0,-999.0,-999.0,13.67002,-13.45371,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,0.0,-999.0,-999.0,13.66004,-13.43913,0.0,0.0,0.0,0.0,0.0,Night
