Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Day/Night
2023-10-01 00:00:00,0.0,60.9551,0,7.444845,-9.599999,0.0,0.0,0.0,Night
2023-10-01 00:15:00,0.0,60.73041,0,7.451417,-9.599999,0.0,0.0,0.0,Night
2023-10-01 00:30:00,0.0,60.45815,0,7.459926,-9.599999,0.0,0.0,0.0,Night
2023-10-01 00:45:00,0.0,60.24641,0,7.473447,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:00:00,0.0,60.12476,0,7.484475,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:15:00,0.0,60.07641,0,7.492641,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:30:00,0.0,60.19175,0,7.5018,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:45:00,0.0,60.35334,0,7.486415,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:00:00,0.0,60.27121,0,7.460148,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:15:00,0.0,60.14666,0,7.465014,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:30:00,0.0,59.8213,0,7.471813,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:45:00,0.0,60.07645,0,7.474404,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:00:00,0.0,60.46838,0,7.476572,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:15:00,0.0,61.08784,0,7.480032,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.0,61.79327,0,7.482445,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.0,62.44983,0,7.482613,-9.599999,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.0,62.8517,0,7.48578,-9.599999,0.0,0.0,0.0,Night
2023-10-01 04:15:00,0.0,63.16746,0,7.488258,-9.599999,0.0,0.0,0.0,Night
2023-10-01 04:30:00,0.0,63.28725,0,7.487103,-9.599999,0.0,0.0,0.0,Night
2023-10-01 04:45:00,0.0,63.02178,1,7.483745,-9.599999,0.0,0.0,0.0,Night
2023-10-01 05:00:00,0.0,62.61089,0,7.480842,-9.599999,0.0,0.0,0.0,Night
2023-10-01 05:15:00,0.0,61.56108,0,7.478951,-9.599999,0.0,0.0,0.0,Night
2023-10-01 05:30:00,0.0,60.39259,0,7.479292,-9.599999,0.0,0.0,0.0,Night
2023-10-01 05:45:00,0.0,59.54693,0,7.480737,-9.599999,0.0,0.0,0.0,Night
2023-10-01 06:00:00,0.0,59.01953,0,7.475581,-9.599999,0.0,0.0,0.0,Night
2023-10-01 06:15:00,0.0,58.64741,0,7.471732,-9.599999,0.0,0.0,0.0,Night
2023-10-01 06:30:00,0.0,58.59372,0,7.468761,-9.599999,0.0,0.0,0.0,Night
2023-10-01 06:45:00,0.0,58.76371,0,7.465887,-9.599999,0.0,0.0,0.0,Night
2023-10-01 07:00:00,0.0,58.68908,0,7.470951,-9.599999,0.0,0.0,0.0,Night
2023-10-01 07:15:00,4.092468,58.22554,0,7.477746,-8.819477,0.0,0.0,0.0,Day
2023-10-01 07:30:00,34.62169,57.90533,0,7.481536,72.33878,23.04411,24.96677,16.42523,Day
2023-10-01 07:45:00,98.35325,58.57917,0,7.480062,250.1388,85.13359,91.89967,79.82654,Day
2023-10-01 08:00:00,161.777,60.46136,0,7.479163,538.2285,180.2983,191.7534,163.3439,Day
2023-10-01 08:15:00,225.0791,62.52429,0,7.478702,869.2958,296.4489,305.0848,265.7266,Day
2023-10-01 08:30:00,295.6878,64.6244,1,7.47795,1234.085,426.2359,421.7829,380.1623,Day
2023-10-01 08:45:00,365.321,66.70559,1,7.482544,1593.794,555.025,537.1411,497.0476,Day
2023-10-01 09:00:00,435.9571,68.83614,1,7.485466,1967.296,686.0554,656.0919,617.9052,Day
2023-10-01 09:15:00,501.3825,70.70367,2,7.497411,2310.827,806.6862,770.3494,728.6034,Day
2023-10-01 09:30:00,561.8761,72.84528,2,7.519826,2630.659,912.7861,875.5356,847.3979,Day
2023-10-01 09:45:00,621.4765,74.88708,2,7.57765,2932.048,1011.617,976.4702,955.3801,Day
2023-10-01 10:00:00,680.2883,76.88864,2,7.594908,3223.24,1104.773,1069.361,1056.09,Day
2023-10-01 10:15:00,732.9858,78.109,2,7.593588,3474.784,1187.163,1152.753,1142.857,Day
2023-10-01 10:30:00,790.2343,78.78493,3,7.593611,3736.731,1276.115,1240.805,1231.698,Day
2023-10-01 10:45:00,690.0549,79.34388,3,7.600226,3498.327,1164.188,1118.775,1209.076,Day
2023-10-01 11:00:00,773.7655,81.01093,3,7.615188,3774.544,1285.331,1258.045,1265.7,Day
2023-10-01 11:15:00,937.3726,81.74766,3,7.621072,4346.106,1479.278,1447.498,1442.4,Day
2023-10-01 11:30:00,975.1025,82.26064,3,7.619027,4493.958,1533.336,1498.816,1489.245,Day
2023-10-01 11:45:00,1029.305,83.27106,3,7.613935,4700.224,1603.142,1568.299,1558.684,Day
2023-10-01 12:00:00,907.0185,84.41866,5,7.594352,4328.928,1490.953,1479.841,1414.663,Day
2023-10-01 12:15:00,797.2329,84.56575,4,7.600774,4063.11,1371.863,1399.834,1338.49,Day
2023-10-01 12:30:00,1040.497,84.80583,4,7.64085,4782.59,1627.094,1599.144,1595.794,Day
2023-10-01 12:45:00,1046.884,84.66154,3,7.655728,4727.204,1551.939,1567.331,1639.757,Day
2023-10-01 13:00:00,1059.586,85.83912,3,7.658075,4877.14,1654.82,1635.086,1634.742,Day
2023-10-01 13:15:00,1049.159,87.34084,3,7.666952,4831.332,1633.956,1614.635,1620.275,Day
2023-10-01 13:30:00,1049.569,87.6964,4,7.704008,4794.136,1636.314,1607.674,1601.399,Day
2023-10-01 13:45:00,1016.806,87.50371,3,7.764046,4684.513,1591.292,1568.284,1570.323,Day
2023-10-01 14:00:00,1009.374,86.88515,4,7.759989,4700.06,1586.657,1560.196,1579.721,Day
2023-10-01 14:15:00,981.8326,86.88712,4,7.728487,4579.366,1551.308,1531.304,1537.688,Day
2023-10-01 14:30:00,968.1846,87.04184,4,7.767985,4552.723,1536.205,1522.463,1534.371,Day
2023-10-01 14:45:00,940.552,87.70137,4,7.762019,4449.236,1503.313,1489.037,1498.676,Day
2023-10-01 15:00:00,879.5605,87.67815,3,7.738899,4207.889,1420.564,1407.016,1419.912,Day
2023-10-01 15:15:00,838.6318,86.87323,3,7.720273,3767.313,1324.436,1254.708,1230.129,Day
2023-10-01 15:30:00,777.6536,86.94853,2,7.72378,3807.339,1286.896,1270.043,1286.21,Day
2023-10-01 15:45:00,718.4286,86.51266,3,7.743213,3541.096,1197.934,1176.399,1198.386,Day
2023-10-01 16:00:00,664.4294,87.15299,1,7.74028,3291.513,1110.879,1088.845,1121.315,Day
2023-10-01 16:15:00,606.3172,86.75699,2,7.73111,3028.549,1022.061,996.6447,1036.827,Day
2023-10-01 16:30:00,541.3309,85.96053,2,7.716836,2733.529,924.8685,895.1115,936.4038,Day
2023-10-01 16:45:00,452.4049,85.11211,3,7.696618,2286.804,763.1033,739.0442,794.1145,Day
2023-10-01 17:00:00,347.6203,83.81751,2,7.673762,1481.28,608.4889,450.1718,446.3739,Day
2023-10-01 17:15:00,283.7831,82.85232,2,7.670464,1431.92,507.0311,478.2607,479.1857,Day
2023-10-01 17:30:00,109.4981,81.30553,1,7.635766,553.6032,160.8536,183.8831,227.696,Day
2023-10-01 17:45:00,65.9219,79.80135,0,7.641172,357.8528,102.6054,112.7182,148.4847,Day
2023-10-01 18:00:00,70.47916,78.31071,1,7.642636,356.3615,96.33474,119.9162,144.2023,Day
2023-10-01 18:15:00,74.50979,76.91799,0,7.605421,274.3234,92.87347,80.60349,101.9431,Day
2023-10-01 18:30:00,49.73751,76.32561,0,7.588229,160.9471,59.51427,48.5009,59.87122,Day
2023-10-01 18:45:00,12.18538,74.36102,0,7.595012,48.09505,10.93339,4.46675,3.057651,Day
2023-10-01 19:00:00,0.07613646,71.44959,0,7.605648,-3.799058,0.0,0.0,0.0,Night
2023-10-01 19:15:00,0.0,68.97842,0,7.587756,-9.599999,0.0,0.0,0.0,Night
2023-10-01 19:30:00,0.0,67.00587,0,7.576213,-9.599999,0.0,0.0,0.0,Night
2023-10-01 19:45:00,0.0,65.376,0,7.581793,-9.599999,0.0,0.0,0.0,Night
2023-10-01 20:00:00,0.0,64.18108,0,7.514632,-9.599999,0.0,0.0,0.0,Night
2023-10-01 20:15:00,0.0,63.29714,0,7.427576,-9.599999,0.0,0.0,0.0,Night
2023-10-01 20:30:00,0.0,62.75922,0,7.431984,-9.599999,0.0,0.0,0.0,Night
2023-10-01 20:45:00,0.0,62.2546,0,7.429447,-9.599999,0.0,0.0,0.0,Night
2023-10-01 21:00:00,0.0,61.67163,0,7.421817,-9.599999,0.0,0.0,0.0,Night
2023-10-01 21:15:00,0.0,61.23713,0,7.432692,-9.599999,0.0,0.0,0.0,Night
2023-10-01 21:30:00,0.0,61.00728,0,7.45544,-9.599999,0.0,0.0,0.0,Night
2023-10-01 21:45:00,0.0,60.59698,0,7.472222,-9.599999,0.0,0.0,0.0,Night
2023-10-01 22:00:00,0.0,60.35282,0,7.483276,-9.599999,0.0,0.0,0.0,Night
2023-10-01 22:15:00,0.0,60.0275,0,7.479897,-9.599999,0.0,0.0,0.0,Night
2023-10-01 22:30:00,0.0,59.75857,0,7.491522,-9.599999,0.0,0.0,0.0,Night
2023-10-01 22:45:00,0.0,59.41765,0,7.452674,-9.599999,0.0,0.0,0.0,Night
2023-10-01 23:00:00,0.0,59.17086,0,7.420141,-9.599999,0.0,0.0,0.0,Night
2023-10-01 23:15:00,0.0,58.88042,0,7.432333,-9.599999,0.0,0.0,0.0,Night
2023-10-01 23:30:00,0.0,58.63832,0,7.441667,-9.599999,0.0,0.0,0.0,Night
2023-10-01 23:45:00,0.0,58.51659,0,7.457902,-9.599999,0.0,0.0,0.0,Night
2023-10-02 00:00:00,0.0,58.30434,0,7.468796,-9.599999,0.0,0.0,0.0,Night
2023-10-02 00:15:00,0.0,58.18568,0,7.477883,-9.599999,0.0,0.0,0.0,Night
2023-10-02 00:30:00,0.0,57.94856,0,7.478469,-9.599999,0.0,0.0,0.0,Night
2023-10-02 00:45:00,0.0,57.59236,0,7.4748,-9.599999,0.0,0.0,0.0,Night
2023-10-02 01:00:00,0.0,57.63977,0,7.488664,-9.599999,0.0,0.0,0.0,Night
2023-10-02 01:15:00,0.0,57.27072,0,7.500429,-9.599999,0.0,0.0,0.0,Night
2023-10-02 01:30:00,0.0,57.11175,0,7.505574,-9.599999,0.0,0.0,0.0,Night
2023-10-02 01:45:00,0.0,57.29053,0,7.486065,-9.599999,0.0,0.0,0.0,Night
2023-10-02 02:00:00,0.0,57.44725,0,7.46436,-9.599999,0.0,0.0,0.0,Night
2023-10-02 02:15:00,0.0,57.20415,0,7.459634,-9.599999,0.0,0.0,0.0,Night
2023-10-02 02:30:00,0.0,56.89453,0,7.460673,-9.599999,0.0,0.0,0.0,Night
2023-10-02 02:45:00,0.0,56.64061,0,7.462636,-9.599999,0.0,0.0,0.0,Night
2023-10-02 03:00:00,0.0,56.41758,0,7.466563,-9.599999,0.0,0.0,0.0,Night
2023-10-02 03:15:00,0.0,56.17901,0,7.468208,-9.599999,0.0,0.0,0.0,Night
2023-10-02 03:30:00,0.0,56.09549,0,7.467373,-9.599999,0.0,0.0,0.0,Night
2023-10-02 03:45:00,0.0,55.87694,0,7.465931,-9.599999,0.0,0.0,0.0,Night
2023-10-02 04:00:00,0.0,55.89613,0,7.462208,-9.599999,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.0,55.6607,0,7.45918,-9.599999,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.0,55.52789,0,7.457072,-9.599999,0.0,0.0,0.0,Night
