Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Day/Night
2023-10-02 04:45:00,0.0,55.20076,0,7.400909,-9.599999,0.0,0.0,0.0,Night
2023-10-02 05:00:00,0.0,55.02903,0,7.354493,-9.599999,0.0,0.0,0.0,Night
2023-10-02 05:15:00,0.0,54.8975,0,7.361667,-9.599999,0.0,0.0,0.0,Night
2023-10-02 05:30:00,0.0,54.89671,0,7.359431,-9.599999,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.0,54.72376,0,7.357902,-9.599999,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.0,54.95301,0,7.394036,-9.599999,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.0,55.24361,0,7.415377,-9.599999,0.0,0.0,0.0,Night
2023-10-02 06:30:00,0.0,55.60031,0,7.416263,-9.599999,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.0,55.46702,0,7.421609,-9.599999,0.0,0.0,0.0,Night
2023-10-02 07:00:00,0.01446202,55.1745,0,7.33926,-8.889333,0.0,0.0,0.0,Night
2023-10-02 07:15:00,4.163881,55.03263,0,7.331579,-9.599999,0.0,0.0,0.0,Day
2023-10-02 07:30:00,28.62975,54.99098,0,7.328261,66.90438,18.99913,19.80009,17.74061,Day
2023-10-02 07:45:00,91.43327,55.91391,0,7.33415,233.163,79.41238,83.75293,74.69064,Day
2023-10-02 08:00:00,154.6607,57.44621,0,7.337698,497.5891,168.3371,176.8306,155.0538,Day
2023-10-02 08:15:00,229.5904,60.03203,0,7.385575,867.2373,294.4182,302.2466,265.7306,Day
2023-10-02 08:30:00,294.4042,62.32674,0,7.420894,1219.678,421.814,417.4837,375.7832,Day
2023-10-02 08:45:00,361.2294,64.69231,0,7.419399,1576.289,552.9615,534.9996,494.8222,Day
2023-10-02 09:00:00,429.3624,67.33601,0,7.403551,1935.979,680.6291,650.4702,610.514,Day
2023-10-02 09:15:00,497.5527,69.49969,1,7.401159,2285.264,798.5816,761.5237,723.5259,Day
2023-10-02 09:30:00,561.002,71.8812,1,7.409909,2614.875,904.7111,865.5395,840.9766,Day
2023-10-02 09:45:00,621.2792,74.33796,1,7.457042,2920.887,1003.187,967.7032,951.9437,Day
2023-10-02 10:00:00,678.6239,76.59135,2,7.46075,3198.788,1095.079,1059.288,1047.527,Day
2023-10-02 10:15:00,731.5004,78.23351,3,7.463381,3441.544,1178.486,1141.713,1129.34,Day
2023-10-02 10:30:00,779.6405,79.3363,3,7.458439,3671.751,1253.861,1219.011,1209.815,Day
2023-10-02 10:45:00,823.4438,80.06475,3,7.469808,3872.312,1318.76,1288.281,1279.797,Day
2023-10-02 11:00:00,865.5931,80.75945,3,7.483671,4071.951,1386.891,1354.582,1345.558,Day
2023-10-02 11:15:00,903.4783,81.43282,2,7.525419,4231.743,1441.24,1409.839,1399.937,Day
2023-10-02 11:30:00,936.2637,82.61559,3,7.533494,4351.377,1484.318,1452.81,1441.619,Day
2023-10-02 11:45:00,963.3741,82.95635,3,7.529796,4480.722,1527.702,1497.456,1488.061,Day
2023-10-02 12:00:00,985.9777,83.14096,3,7.524418,4590.087,1559.432,1533.878,1527.396,Day
2023-10-02 12:15:00,998.9897,85.20213,2,7.530535,4628.942,1575.812,1546.262,1541.288,Day
2023-10-02 12:30:00,1011.054,84.88549,4,7.533428,4692.954,1593.823,1570.145,1566.544,Day
2023-10-02 12:45:00,1014.725,85.93371,3,7.52277,4674.587,1587.001,1564.363,1562.235,Day
2023-10-02 13:00:00,1014.486,86.35374,2,7.500646,4673.161,1587.672,1563.828,1562.943,Day
2023-10-02 13:15:00,1011.274,87.3354,3,7.551159,4663.551,1582.676,1560.605,1560.517,Day
2023-10-02 13:30:00,1002.788,86.73514,4,7.613291,4666.52,1582.582,1562.802,1564.936,Day
2023-10-02 13:45:00,988.3145,87.42706,4,7.679131,4607.389,1561.771,1540.847,1544.153,Day
2023-10-02 14:00:00,966.5811,87.76407,3,7.674334,4511.016,1533.807,1510.771,1508.6,Day
2023-10-02 14:15:00,940.8135,88.07774,3,7.653217,4431.539,1502.243,1482.628,1487.124,Day
2023-10-02 14:30:00,913.5396,88.76697,3,7.643235,4313.518,1458.29,1441.823,1452.689,Day
2023-10-02 14:45:00,879.7292,88.1719,3,7.62741,4207.382,1422.338,1406.692,1418.389,Day
2023-10-02 15:00:00,840.4664,87.40955,4,7.602482,4053.078,1369.01,1355.266,1368.354,Day
2023-10-02 15:15:00,796.6575,88.54765,2,7.584698,3851.23,1300.843,1285.344,1297.441,Day
2023-10-02 15:30:00,749.8569,87.76389,3,7.57545,3684.919,1241.471,1228.825,1244.925,Day
2023-10-02 15:45:00,698.597,87.42154,3,7.562243,3460.085,1167.266,1150.635,1173.238,Day
2023-10-02 16:00:00,644.306,87.20664,2,7.549827,3214.161,1086.454,1064.23,1094.328,Day
2023-10-02 16:15:00,587.6193,87.39681,3,7.537365,2947.155,990.4945,965.8062,1007.99,Day
2023-10-02 16:30:00,527.9168,86.66589,2,7.542892,2652.606,893.0463,867.3734,907.7819,Day
2023-10-02 16:45:00,463.3605,86.07922,2,7.547444,2326.916,789.7268,757.9182,799.1643,Day
2023-10-02 17:00:00,398.6728,86.0254,2,7.633225,1994.204,679.1575,645.998,686.0249,Day
2023-10-02 17:15:00,336.7241,85.51775,1,7.64372,1663.625,567.672,534.7128,575.3325,Day
2023-10-02 17:30:00,270.6523,84.48122,2,7.647882,1296.552,444.226,411.6403,452.7922,Day
2023-10-02 17:45:00,207.8248,83.77051,1,7.643375,954.9427,327.4873,299.1597,337.5259,Day
2023-10-02 18:00:00,147.2057,82.75336,1,7.627594,624.8517,216.2256,193.6036,223.7026,Day
2023-10-02 18:15:00,91.21362,81.61073,0,7.618038,349.2377,122.538,106.5156,129.5832,Day
2023-10-02 18:30:00,43.98618,79.75617,0,7.5568,149.2498,54.97477,46.39056,56.71673,Day
2023-10-02 18:45:00,9.444919,76.97016,0,7.573027,44.70522,6.976148,5.942258,6.828924,Day
2023-10-02 19:00:00,0.03217816,73.63019,0,7.591492,-4.594255,0.0,0.0,0.0,Night
2023-10-02 19:15:00,0.0,70.77536,0,7.56124,-9.599999,0.0,0.0,0.0,Night
2023-10-02 19:30:00,0.0,68.37652,0,7.558275,-9.599999,0.0,0.0,0.0,Night
2023-10-02 19:45:00,0.0,66.49141,0,7.570122,-9.599999,0.0,0.0,0.0,Night
2023-10-02 20:00:00,0.0,65.23676,0,7.589042,-9.599999,0.0,0.0,0.0,Night
2023-10-02 20:15:00,0.0,64.135,0,7.59427,-9.599999,0.0,0.0,0.0,Night
2023-10-02 20:30:00,0.0,63.40835,0,7.556515,-9.599999,0.0,0.0,0.0,Night
2023-10-02 20:45:00,0.0,62.89416,0,7.45295,-9.599999,0.0,0.0,0.0,Night
2023-10-02 21:00:00,0.0,62.40268,0,7.417794,-9.599999,0.0,0.0,0.0,Night
2023-10-02 21:15:00,0.0,62.09761,0,7.417787,-9.599999,0.0,0.0,0.0,Night
2023-10-02 21:30:00,0.0,61.6077,0,7.428784,-9.599999,0.0,0.0,0.0,Night
2023-10-02 21:45:00,0.0,61.34256,0,7.436508,-9.599999,0.0,0.0,0.0,Night
2023-10-02 22:00:00,0.0,61.21928,0,7.420543,-9.599999,0.0,0.0,0.0,Night
2023-10-02 22:15:00,0.0,60.91339,0,7.436919,-9.599999,0.0,0.0,0.0,Night
2023-10-02 22:30:00,0.0,60.62183,0,7.448167,-9.599999,0.0,0.0,0.0,Night
2023-10-02 22:45:00,0.0,60.34756,0,7.468664,-9.599999,0.0,0.0,0.0,Night
2023-10-02 23:00:00,0.0,60.18073,0,7.496136,-9.599999,0.0,0.0,0.0,Night
2023-10-02 23:15:00,0.0,60.04459,0,7.483784,-9.599999,0.0,0.0,0.0,Night
2023-10-02 23:30:00,0.0,60.02337,0,7.429048,-9.599999,0.0,0.0,0.0,Night
2023-10-02 23:45:00,0.0,59.91365,0,7.423599,-9.599999,0.0,0.0,0.0,Night
2023-10-03 00:00:00,0.0,59.61626,0,7.43801,-9.599999,0.0,0.0,0.0,Night
2023-10-03 00:15:00,0.0,59.33076,0,7.451074,-9.599999,0.0,0.0,0.0,Night
2023-10-03 00:30:00,0.0,58.99873,0,7.459274,-9.599999,0.0,0.0,0.0,Night
2023-10-03 00:45:00,0.0,58.60392,0,7.46813,-9.599999,0.0,0.0,0.0,Night
2023-10-03 01:00:00,0.0,58.18818,0,7.482699,-9.599999,0.0,0.0,0.0,Night
2023-10-03 01:15:00,0.0,57.95821,0,7.488375,-9.599999,0.0,0.0,0.0,Night
2023-10-03 01:30:00,0.0,58.1717,0,7.491345,-9.599999,0.0,0.0,0.0,Night
2023-10-03 01:45:00,0.0,58.15842,0,7.491895,-9.599999,0.0,0.0,0.0,Night
2023-10-03 02:00:00,0.0,58.05523,0,7.464877,-9.599999,0.0,0.0,0.0,Night
2023-10-03 02:15:00,0.0,57.81213,0,7.467637,-9.599999,0.0,0.0,0.0,Night
2023-10-03 02:30:00,0.0,57.35656,0,7.467271,-9.599999,0.0,0.0,0.0,Night
2023-10-03 02:45:00,0.0,57.2838,0,7.468261,-9.599999,0.0,0.0,0.0,Night
2023-10-03 03:00:00,0.0,57.40356,0,7.469105,-9.599999,0.0,0.0,0.0,Night
2023-10-03 03:15:00,0.0,57.46035,0,7.43592,-9.599999,0.0,0.0,0.0,Night
2023-10-03 03:30:00,0.0,57.53407,0,7.429814,-9.599999,0.0,0.0,0.0,Night
2023-10-03 03:45:00,0.0,57.32408,0,7.431873,-9.599999,0.0,0.0,0.0,Night
2023-10-03 04:00:00,0.0,57.19932,0,7.427819,-9.599999,0.0,0.0,0.0,Night
2023-10-03 04:15:00,0.0,57.19486,0,7.420791,-9.599999,0.0,0.0,0.0,Night
2023-10-03 04:30:00,0.0,57.06839,0,7.395915,-9.599999,0.0,0.0,0.0,Night
2023-10-03 04:45:00,0.0,57.03662,0,7.381964,-9.599999,0.0,0.0,0.0,Night
2023-10-03 05:00:00,0.0,56.93927,0,7.39019,-9.599999,0.0,0.0,0.0,Night
2023-10-03 05:15:00,0.0,56.94857,0,7.436935,-9.599999,0.0,0.0,0.0,Night
2023-10-03 05:30:00,0.0,56.73554,0,7.454368,-9.599999,0.0,0.0,0.0,Night
2023-10-03 05:45:00,0.0,56.70921,0,7.436048,-9.599999,0.0,0.0,0.0,Night
2023-10-03 06:00:00,0.0,57.753,0,7.413389,-9.599999,0.0,0.0,0.0,Night
2023-10-03 06:15:00,0.0,58.85072,0,7.401185,-9.599999,0.0,0.0,0.0,Night
2023-10-03 06:30:00,0.0,58.39735,0,7.387712,-9.599999,0.0,0.0,0.0,Night
2023-10-03 06:45:00,0.0,58.06195,0,7.361699,-9.599999,0.0,0.0,0.0,Night
2023-10-03 07:00:00,0.0,57.84792,0,7.359768,-9.142095,0.0,0.0,0.0,Night
2023-10-03 07:15:00,3.231932,57.81836,0,7.32616,-9.561904,0.0,0.0,0.0,Day
2023-10-03 07:30:00,31.30274,57.83728,0,7.307241,60.28959,14.77075,15.57656,15.54195,Day
2023-10-03 07:45:00,93.92374,58.52909,0,7.323187,228.6483,78.59818,83.23713,72.65247,Day
2023-10-03 08:00:00,149.9957,59.95686,0,7.325796,502.431,169.7973,177.9337,152.4681,Day
2023-10-03 08:15:00,214.6352,61.74679,1,7.328312,822.8692,280.766,288.2004,251.3867,Day
2023-10-03 08:30:00,280.0391,63.9074,0,7.379,1155.936,399.5814,400.0398,360.1299,Day
2023-10-03 08:45:00,346.8293,66.1269,0,7.387046,1504.567,527.2479,510.0789,473.1954,Day
2023-10-03 09:00:00,413.3903,68.49073,0,7.389956,1861.675,649.2555,626.6281,588.3279,Day
2023-10-03 09:15:00,477.8904,70.38035,2,7.371846,2198.391,769.3182,736.0779,698.0217,Day
2023-10-03 09:30:00,540.7665,72.46394,2,7.395551,2517.696,872.0617,835.5722,809.327,Day
2023-10-03 09:45:00,598.7123,74.31395,2,7.464482,2816.75,967.1172,932.7208,918.3146,Day
2023-10-03 10:00:00,653.3868,75.95821,2,7.465307,3077.181,1054.03,1020.378,1007.46,Day
2023-10-03 10:15:00,704.7913,77.66925,1,7.465604,3318.667,1136.478,1101.434,1084.494,Day
2023-10-03 10:30:00,751.0257,80.41486,1,7.448371,3525.436,1206.314,1170.634,1155.61,Day
2023-10-03 10:45:00,794.2455,82.86478,1,7.446822,3697.072,1266.097,1230.631,1216.744,Day
2023-10-03 11:00:00,835.4468,82.91405,1,7.456497,3873.405,1324.351,1290.281,1279.673,Day
2023-10-03 11:15:00,868.9335,83.92042,1,7.480769,4027.837,1372.162,1341.192,1333.672,Day
2023-10-03 11:30:00,901.7067,85.71906,1,7.502711,4160.098,1417.938,1386.613,1378.575,Day
2023-10-03 11:45:00,930.5027,86.69001,1,7.523532,4276.18,1459.387,1425.067,1416.939,Day
2023-10-03 12:00:00,958.5096,86.65088,3,7.52829,4371.109,1492.432,1457.164,1451.092,Day
2023-10-03 12:15:00,971.0436,87.85626,2,7.543076,4403.242,1501.614,1469.23,1465.197,Day
2023-10-03 12:30:00,989.0604,87.4711,3,7.592284,4488.0,1533.215,1498.681,1491.789,Day
2023-10-03 12:45:00,995.0662,86.37073,3,7.591563,4567.769,1551.082,1526.424,1524.384,Day
2023-10-03 13:00:00,1002.799,86.38712,3,7.629034,4536.742,1546.825,1505.217,1524.45,Day
2023-10-03 13:15:00,1003.174,86.81348,3,7.598056,4491.02,1537.534,1504.064,1489.103,Day
2023-10-03 13:30:00,990.198,86.72199,2,7.638598,4534.756,1537.263,1518.181,1520.74,Day
2023-10-03 13:45:00,982.5587,88.257,1,7.686188,4504.726,1526.278,1506.604,1515.121,Day
2023-10-03 14:00:00,979.1784,89.83036,2,7.667479,4505.976,1509.114,1501.438,1520.047,Day
2023-10-03 14:15:00,719.5408,88.95508,2,7.627943,3707.475,1246.335,1242.0,1216.05,Day
2023-10-03 14:30:00,896.467,88.53143,2,7.633805,4191.629,1434.936,1417.758,1393.181,Day
2023-10-03 14:45:00,868.9532,89.72654,1,7.588947,4087.611,1362.156,1305.672,1361.382,Day
2023-10-03 15:00:00,822.8328,89.75737,2,7.582069,3918.713,1324.834,1309.518,1320.96,Day
2023-10-03 15:15:00,784.5073,89.64153,2,7.567193,3759.331,1269.363,1255.685,1268.841,Day
2023-10-03 15:30:00,739.1796,89.09872,2,7.568747,3572.167,1207.117,1191.364,1206.23,Day
2023-10-03 15:45:00,688.3977,88.93732,2,7.552253,3360.698,1134.704,1117.04,1138.384,Day
2023-10-03 16:00:00,637.7459,88.60352,1,7.545676,3104.482,1054.037,1030.507,1059.771,Day
2023-10-03 16:15:00,546.0642,87.02319,2,7.535055,2433.964,787.0897,831.4474,791.6258,Day
2023-10-03 16:30:00,513.7278,86.89129,1,7.630596,2572.359,868.3146,844.8323,880.7104,Day
2023-10-03 16:45:00,445.9991,87.24301,1,7.66631,2226.071,757.3504,726.8144,762.2943,Day
2023-10-03 17:00:00,380.1906,86.71197,2,7.662689,1883.499,640.4195,610.2639,647.1089,Day
2023-10-03 17:15:00,317.5086,86.29218,1,7.659857,1554.28,529.8402,500.6931,537.2253,Day
2023-10-03 17:30:00,255.75,85.15298,1,7.65099,1215.108,415.8479,387.6514,423.6989,Day
2023-10-03 17:45:00,193.5229,84.02051,1,7.655372,885.4321,303.8521,279.6537,312.2321,Day
2023-10-03 18:00:00,133.4285,82.93703,0,7.63612,573.0352,197.7982,179.6645,204.7296,Day
2023-10-03 18:15:00,79.32401,81.21912,0,7.634982,312.3496,110.1467,97.43992,115.3577,Day
2023-10-03 18:30:00,36.22105,79.16477,0,7.634825,140.6002,52.42435,42.78646,52.60572,Day
2023-10-03 18:45:00,7.068045,76.69484,0,7.635195,43.0628,6.785767,0.9633214,5.103407,Day
