Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMEIC 2.7MW Inverter 1.1.1, Active Power P",Day/Night
2023-10-01 00:00:00,0.0,38.68953,0.511278,7.368577,-2.37363,0.0,Night
2023-10-01 00:15:00,0.0,38.35572,0.652939,7.377687,-2.37801,0.0,Night
2023-10-01 00:30:00,0.0,38.52171,0.535945,7.382543,-2.38589,0.0,Night
2023-10-01 00:45:00,0.0,37.96513,0.580445,7.38778,-2.38114,0.0,Night
2023-10-01 01:00:00,0.0,37.76061,0.672056,7.388953,-2.38813,0.0,Night
2023-10-01 01:15:00,0.0,37.64325,0.429445,7.39542,-2.39443,0.0,Night
2023-10-01 01:30:00,0.0,36.93899,0.4105,7.398513,-2.39618,0.0,Night
2023-10-01 01:45:00,0.0,36.48584,0.532055,7.398183,-2.39808,0.0,Night
2023-10-01 02:00:00,0.0,36.47851,0.391389,7.401277,-2.39808,0.0,Night
2023-10-01 02:15:00,0.0,36.18472,0.746611,7.403923,-2.40399,0.0,Night
2023-10-01 02:30:00,0.0,36.20602,0.437889,7.403896,-2.40154,0.0,Night
2023-10-01 02:45:00,0.0,35.78298,0.319444,7.40402,-2.40369,0.0,Night
2023-10-01 03:00:00,0.0,35.28093,0.509889,7.40653,-2.39816,0.0,Night
2023-10-01 03:15:00,0.0,35.20517,0.587667,7.403763,-2.39804,0.0,Night
2023-10-01 03:30:00,0.0,35.13574,0.498333,7.402963,-2.39124,0.0,Night
2023-10-01 03:45:00,0.0,34.718,0.482222,7.404237,-2.39416,0.0,Night
2023-10-01 04:00:00,0.0,34.33114,0.4405,7.399293,-2.39245,0.0,Night
2023-10-01 04:15:00,0.0,34.37974,0.596778,7.396896,-2.38931,0.0,Night
2023-10-01 04:30:00,0.0,34.21268,0.367945,7.393283,-2.38566,0.0,Night
2023-10-01 04:45:00,0.0,33.87917,0.439389,7.38807,-2.37379,0.0,Night
2023-10-01 05:00:00,0.0,33.7748,0.496667,7.377573,-2.37449,0.0,Night
2023-10-01 05:15:00,0.0,33.78462,0.5655,7.374073,-2.38119,0.0,Night
2023-10-01 05:30:00,0.0,33.78881,0.563667,7.411037,-2.39352,0.0,Night
2023-10-01 05:45:00,0.0,33.68053,0.6345,7.420187,-2.4,0.0,Night
2023-10-01 06:00:00,0.0,33.55045,0.475111,7.409,-2.3876,0.0,Night
2023-10-01 06:15:00,0.0,33.34867,0.546611,7.40978,-2.39086,0.0,Night
2023-10-01 06:30:00,0.0,33.21699,0.565222,7.39996,-2.38311,0.0,Night
2023-10-01 06:45:00,3.744135e-06,33.03843,0.476056,7.395053,-2.41872,-0.133333,Night
2023-10-01 07:00:00,2.43979,33.27358,0.67042,7.429757,2.82846,4.63333,Day
2023-10-01 07:15:00,10.6753,33.20482,0.548611,7.432903,23.0481,24.2667,Day
2023-10-01 07:30:00,20.9777,33.28096,0.308055,7.430703,55.8438,57.0,Day
2023-10-01 07:45:00,40.6402,33.78975,0.52,7.431124,128.835,129.867,Day
2023-10-01 08:00:00,117.531,35.17293,0.520278,7.450263,250.58,251.633,Day
2023-10-01 08:15:00,199.7695,36.90846,0.4115,7.457227,401.442,402.633,Day
2023-10-01 08:30:00,255.079,39.11633,0.348111,7.464813,566.845,568.2,Day
2023-10-01 08:45:00,301.762,41.40456,0.515611,7.46909,720.231,721.8,Day
2023-10-01 09:00:00,364.298,43.88884,0.440056,7.487387,873.055,875.3,Day
2023-10-01 09:15:00,414.3735,45.88257,0.469167,7.49101,1020.16,1023.2,Day
2023-10-01 09:30:00,425.921,48.3405,0.395555,7.49394,1164.74,1168.57,Day
2023-10-01 09:45:00,456.561,54.82531,0.547,7.497597,1300.39,1305.2,Day
2023-10-01 10:00:00,554.505,61.03573,0.602167,7.509317,1428.98,1435.43,Day
2023-10-01 10:15:00,556.7875,62.69363,0.726,7.492433,1535.64,1543.4,Day
2023-10-01 10:30:00,632.7415,65.40359,0.698111,7.49065,1630.35,1639.23,Day
2023-10-01 10:45:00,650.359,67.28407,0.608278,7.49209,1712.99,1723.3,Day
2023-10-01 11:00:00,664.325,71.59853,0.825106,7.497743,1783.61,1795.1,Day
2023-10-01 11:15:00,693.5705,68.81223,1.13139,7.500253,1851.05,1863.97,Day
2023-10-01 11:30:00,715.0335,68.8935,1.09522,7.502356,1904.57,1918.63,Day
2023-10-01 11:45:00,733.8175,70.979,1.36939,7.509197,1948.97,1964.27,Day
2023-10-01 12:00:00,747.0465,71.45575,1.23544,7.520993,1986.97,2002.83,Day
2023-10-01 12:15:00,756.511,73.11376,1.30656,7.52253,2012.74,2029.1,Day
2023-10-01 12:30:00,765.7175,74.29517,1.32417,7.526894,2033.39,2050.93,Day
2023-10-01 12:45:00,767.784,72.39422,1.43972,7.526193,2038.45,2056.0,Day
2023-10-01 13:00:00,763.982,74.47149,1.35821,7.515957,2033.46,2050.93,Day
2023-10-01 13:15:00,759.714,74.66047,1.36382,7.477914,2022.3,2039.9,Day
2023-10-01 13:30:00,753.1665,74.48296,1.92928,7.475133,2011.8,2030.33,Day
2023-10-01 13:45:00,727.369,73.34209,1.87956,7.47395,1946.9,1963.4,Day
2023-10-01 14:00:00,682.488,74.43658,1.67639,7.470007,1850.5,1864.57,Day
2023-10-01 14:15:00,695.8155,75.62329,1.56094,7.472153,1901.96,1917.03,Day
2023-10-01 14:30:00,675.046,76.40192,1.45922,7.47003,1853.57,1867.17,Day
