Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P",Day/Night
2023-10-01 00:00:00,0.0,61.33805,0,7.27518,-9.599999,0.0,0.0,0.0,Night
2023-10-01 00:15:00,0.0,60.95448,0,7.280186,-9.599999,0.0,0.0,0.0,Night
2023-10-01 00:30:00,0.0,60.32713,0,7.29016,-9.599999,0.0,0.0,0.0,Night
2023-10-01 00:45:00,0.0,59.93197,0,7.299389,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:00:00,0.0,59.67573,0,7.302301,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:15:00,0.0,59.67221,0,7.302082,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:30:00,0.0,60.11113,0,7.302399,-9.599999,0.0,0.0,0.0,Night
2023-10-01 01:45:00,0.0,60.42662,0,7.298104,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:00:00,0.0,60.29956,0,7.281715,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:15:00,0.0,60.0634,0,7.287935,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:30:00,0.0,59.80176,0,7.291915,-9.599999,0.0,0.0,0.0,Night
2023-10-01 02:45:00,0.0,59.48856,0,7.29709,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:00:00,0.0,59.51612,0,7.301181,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:15:00,0.0,59.68744,0,7.301635,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.0,60.29816,0,7.302069,-9.599999,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.0,60.95764,0,7.301999,-9.599999,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.0,61.67142,0,7.293307,-9.599999,0.0,0.0,0.0,Night
