Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Power,Meter Voltage,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Day/Night
2023-08-01 10:00:00,960.5,74.46333,2.473333,9414.995,12.29389,2394.893,2347.71,2365.747,2418.947,Day
2023-08-01 10:15:00,963.5,75.25333,2.72,9423.778,12.35456,2398.873,2347.283,2368.13,2424.1,Day
2023-08-01 10:30:00,968.0,76.68667,3.043333,9415.438,12.36167,2398.627,2346.08,2364.907,2422.457,Day
2023-08-01 10:45:00,967.5,77.37666,3.17,9393.359,12.35389,2388.54,2337.38,2362.65,2426.763,Day
2023-08-01 11:00:00,967.0,78.83,3.87,9362.386,12.328,2386.74,2331.497,2357.623,2414.913,Day
2023-08-01 11:15:00,963.5,79.35667,2.616667,9284.614,12.31089,2369.0,2314.847,2335.81,2395.03,Day
2023-08-01 11:30:00,960.5,80.19334,2.486667,9237.26,12.30278,2361.737,2303.807,2324.37,2381.067,Day
2023-08-01 11:45:00,959.0,81.97,2.65,9199.355,12.34844,2346.207,2293.313,2318.527,2376.283,Day
2023-08-01 12:00:00,958.0,82.72334,3.18,9203.894,12.30767,2343.877,2309.63,2322.923,2367.87,Day
2023-08-01 12:15:00,954.0,83.34666,3.216667,9169.923,12.33422,2346.567,2292.68,2306.1,2367.727,Day
2023-08-01 12:30:00,952.0,84.62666,2.5,9127.387,12.34122,2330.863,2282.597,2300.58,2358.227,Day
2023-08-01 12:45:00,954.5,85.2,4.206666,9154.647,12.30389,2337.57,2289.957,2311.13,2366.063,Day
2023-08-01 13:00:00,955.5,86.52,3.466667,9119.609,12.31378,2328.43,2284.57,2301.817,2354.083,Day
2023-08-01 13:15:00,957.0,86.74667,4.066667,9105.493,12.31322,2323.557,2281.127,2297.697,2357.163,Day
2023-08-01 13:30:00,958.0,88.13333,3.763333,9081.635,12.40322,2313.847,2282.493,2285.447,2348.22,Day
2023-08-01 13:45:00,965.0,89.57,4.143333,9085.374,12.37278,2313.573,2278.987,2291.837,2351.83,Day
2023-08-01 14:00:00,964.0,89.89333,4.463333,9105.536,12.372,2320.517,2286.043,2296.217,2355.673,Day
2023-08-01 14:15:00,972.5,91.44,4.7,9131.155,12.34256,2326.513,2292.327,2303.197,2364.587,Day
2023-08-01 14:30:00,981.0,93.08334,4.25,9187.045,12.30922,2339.18,2308.223,2316.23,2382.143,Day
2023-08-01 14:45:00,987.0,93.6,4.396667,9247.553,12.28978,2355.313,2327.137,2334.617,2391.447,Day
2023-08-01 15:00:00,981.0,94.59666,4.173333,9199.461,12.31444,2347.277,2310.687,2319.933,2382.19,Day
2023-08-01 15:15:00,978.5,94.52666,4.193333,9170.431,12.287,2333.063,2297.937,2316.577,2384.177,Day
2023-08-01 15:30:00,974.0,95.90667,3.643333,9156.505,12.32967,2323.563,2297.27,2313.297,2382.11,Day
2023-08-01 15:45:00,972.5,95.18333,3.36,9117.496,12.29566,2314.143,2285.77,2302.95,2374.86,Day
2023-08-01 16:00:00,984.5,95.50667,3.823333,9193.705,12.27944,2339.623,2304.097,2320.22,2388.767,Day
2023-08-01 16:15:00,989.0,95.2,5.9,9277.619,12.27889,2371.4,2324.097,2340.94,2399.877,Day
2023-08-01 16:30:00,978.0,95.44666,3.13,9131.687,12.33778,2334.903,2287.6,2302.123,2359.827,Day
2023-08-01 16:45:00,967.0,96.32667,3.503333,9064.647,12.33844,2319.667,2268.123,2286.06,2343.353,Day
2023-08-01 17:00:00,927.5,95.92,5.253334,8779.921,12.34956,2258.257,2196.673,2214.427,2263.57,Day
2023-08-01 17:15:00,882.5,94.43667,5.676667,8534.824,12.33478,2189.01,2132.953,2156.927,2200.297,Day
2023-08-01 17:30:00,836.0,93.14667,6.683333,8186.571,12.32733,2098.933,2041.673,2068.89,2115.807,Day
2023-08-01 17:45:00,773.0,92.23333,7.863333,7646.612,12.32478,1954.343,1895.517,1931.467,1988.13,Day
2023-08-01 18:00:00,715.5,91.68667,7.156667,7055.641,12.33978,1818.277,1736.157,1782.313,1832.88,Day
2023-08-01 18:15:00,677.5,91.66,6.7,6579.429,12.33556,1680.44,1588.47,1676.4,1739.137,Day
2023-08-01 18:30:00,602.0,90.75667,6.373333,5477.714,12.33778,1420.467,1302.22,1389.58,1453.467,Day
2023-08-01 18:45:00,505.0,90.19666,5.416667,4281.47,12.31167,1151.39,994.3467,1063.477,1109.773,Day
2023-08-01 19:00:00,403.5,88.65334,6.073333,3015.85,12.29445,850.7767,680.2167,733.9434,767.6733,Day
2023-08-01 19:15:00,284.5,87.21333,6.926667,1914.969,12.29166,570.1,430.8833,472.7867,496.3167,Day
2023-08-01 19:30:00,176.0,86.36,6.503334,1143.108,12.305,349.43,250.0133,287.18,291.01,Day
2023-08-01 19:45:00,107.5,85.46667,6.1,591.9247,12.31711,184.8467,136.7,157.2767,154.78,Day
2023-08-01 20:00:00,25.5,84.31333,5.983333,210.435,12.33067,60.63334,60.80667,66.16333,57.79,Day
2023-08-01 20:15:00,6.5,83.17,5.593333,42.862,12.33222,0.0,0.0,1.103333,0.0,Day
2023-08-01 20:30:00,-0.5,82.15667,4.306667,-21.128,12.30978,0.0,0.0,0.0,0.0,Day
2023-08-01 20:45:00,-2.0,81.48333,4.703333,-19.80667,12.32522,0.0,0.0,0.0,0.0,Day
2023-08-01 21:00:00,-2.0,80.72334,3.263333,-19.78467,12.32055,0.0,0.0,0.0,0.0,Day
2023-08-01 21:15:00,-2.0,80.15667,2.603333,-19.68833,12.30311,0.0,0.0,0.0,0.0,Day
2023-08-01 21:30:00,-2.0,79.65334,1.926667,-19.74367,12.31467,0.0,0.0,0.0,0.0,Day
2023-08-01 21:45:00,-2.5,79.23666,1.883333,-19.74233,12.31844,0.0,0.0,0.0,0.0,Day
2023-08-01 22:00:00,-2.0,78.09,1.726667,-19.60267,12.29189,0.0,0.0,0.0,0.0,Day
2023-08-01 22:15:00,-2.0,76.79667,1.75,-19.76933,12.324,0.0,0.0,0.0,0.0,Day
2023-08-01 22:30:00,-2.5,74.81333,1.643333,-19.76467,12.32333,0.0,0.0,0.0,0.0,Day
2023-08-01 22:45:00,-2.5,74.58,1.066667,-19.86167,12.34122,0.0,0.0,0.0,0.0,Day
2023-08-01 23:00:00,-2.0,73.72334,0.7,-19.66767,12.30433,0.0,0.0,0.0,0.0,Day
2023-08-01 23:15:00,-2.0,71.31,1.166667,-19.93233,12.35256,0.0,0.0,0.0,0.0,Day
2023-08-01 23:30:00,-2.0,69.86667,1.093333,-19.81367,12.32933,0.0,0.0,0.0,0.0,Day
2023-08-01 23:45:00,-1.5,68.25667,1.81,-19.69167,12.304,0.0,0.0,0.0,0.0,Night
2023-08-02 00:00:00,-1.5,66.31667,1.533333,-19.86833,12.33778,0.0,0.0,0.0,0.0,Night
2023-08-02 00:15:00,-1.5,66.25,0.22,-19.96133,12.35611,0.0,0.0,0.0,0.0,Night
2023-08-02 00:30:00,-1.5,66.85667,0.0,-19.75567,12.32356,0.0,0.0,0.0,0.0,Night
2023-08-02 00:45:00,-1.0,66.92,0.9533333,-19.85033,12.34411,0.0,0.0,0.0,0.0,Night
2023-08-02 01:00:00,-1.0,65.82333,1.106667,-20.01633,12.369,0.0,0.0,0.0,0.0,Night
2023-08-02 01:15:00,-1.0,65.41,0.51,-19.95367,12.35944,0.0,0.0,0.0,0.0,Night
2023-08-02 01:30:00,-1.0,65.12666,1.48,-19.91,12.35411,0.0,0.0,0.0,0.0,Night
2023-08-02 01:45:00,-1.0,64.96667,2.26,-19.89433,12.34844,0.0,0.0,0.0,0.0,Night
2023-08-02 02:00:00,-0.5,63.31333,1.896667,-19.924,12.35078,0.0,0.0,0.0,0.0,Night
2023-08-02 02:15:00,-0.5,62.81333,3.053333,-19.99467,12.35911,0.0,0.0,0.0,0.0,Night
2023-08-02 02:30:00,-1.0,61.55667,1.376667,-19.91733,12.34544,0.0,0.0,0.0,0.0,Night
2023-08-02 02:45:00,-1.5,59.38334,2.18,-19.709,12.31156,0.0,0.0,0.0,0.0,Night
2023-08-02 03:00:00,-1.0,59.04,1.693333,-19.738,12.31689,0.0,0.0,0.0,0.0,Night
2023-08-02 03:15:00,-1.0,58.84,0.8766667,-19.73133,12.31433,0.0,0.0,0.0,0.0,Night
2023-08-02 03:30:00,-0.5,59.26333,1.24,-19.762,12.32144,0.0,0.0,0.0,0.0,Night
2023-08-02 03:45:00,-0.5,57.42,2.003333,-19.81333,12.329,0.0,0.0,0.0,0.0,Night
2023-08-02 04:00:00,-0.5,58.48,3.563333,-19.73133,12.31389,0.0,0.0,0.0,0.0,Night
2023-08-02 04:15:00,0.0,60.71,3.94,-19.69167,12.30778,0.0,0.0,0.0,0.0,Night
2023-08-02 04:30:00,-0.5,60.31667,4.62,-19.71633,12.31122,0.0,0.0,0.0,0.0,Night
2023-08-02 04:45:00,-1.0,58.61,3.66,-19.651,12.29822,0.0,0.0,0.0,0.0,Night
2023-08-02 05:00:00,-1.0,58.28333,3.966667,-19.54333,12.27422,0.0,0.0,0.0,0.0,Night
2023-08-02 05:15:00,-1.0,57.93,0.84,-19.46933,12.26233,0.0,0.0,0.0,0.0,Night
2023-08-02 05:30:00,-0.5,57.55,3.42,-19.38133,12.24367,0.0,0.0,0.0,0.0,Night
2023-08-02 05:45:00,1.5,59.05667,3.43,-19.58267,12.24267,0.0,0.0,0.0,0.0,Night
2023-08-02 06:00:00,5.0,57.44333,2.15,4.624667,12.24389,0.0,0.0,0.0,0.0,Night
2023-08-02 06:15:00,15.0,55.93,1.523333,106.1413,12.26444,14.74333,13.20333,18.29333,19.92333,Night
2023-08-02 06:30:00,58.0,55.95667,1.586667,449.515,12.24044,100.8767,107.29,132.3933,129.7867,Night
2023-08-02 06:45:00,157.5,57.58,2.293333,1274.281,12.24344,308.2967,286.0033,348.7633,342.51,Night
2023-08-02 07:00:00,264.5,58.68,3.096667,2347.684,12.34645,569.88,530.3,631.3066,624.3467,Night
2023-08-02 07:15:00,385.5,59.44667,3.07,3515.294,12.36911,856.11,800.1367,937.3834,929.1633,Night
2023-08-02 07:30:00,510.5,61.18,2.446667,4691.276,12.31144,1150.96,1083.057,1255.557,1235.833,Night
2023-08-02 07:45:00,645.0,63.02667,2.196667,5896.144,12.30489,1450.47,1364.56,1564.44,1551.15,Night
2023-08-02 08:00:00,757.0,64.95,1.843333,7227.528,12.38111,1796.393,1706.283,1875.55,1900.673,Night
2023-08-02 08:15:00,810.0,66.9,1.806667,8162.119,12.37467,2049.803,2006.983,2054.163,2120.58,Night
2023-08-02 08:30:00,846.5,68.47334,1.663333,8521.846,12.37945,2155.713,2116.05,2133.253,2192.747,Night
2023-08-02 08:45:00,880.0,70.50333,1.406667,8772.979,12.36922,2223.563,2178.61,2198.103,2256.657,Night
2023-08-02 09:00:00,905.5,72.07333,1.56,8952.571,12.36122,2273.493,2224.42,2242.507,2301.303,Night
2023-08-02 09:15:00,925.0,73.36333,1.673333,9094.237,12.34189,2311.243,2259.7,2281.14,2336.99,Day
2023-08-02 09:30:00,937.5,75.14667,1.886667,9207.95,12.32133,2335.08,2289.47,2313.467,2370.273,Day
2023-08-02 09:45:00,948.0,74.66,2.783333,9304.579,12.30889,2360.47,2313.683,2340.203,2397.183,Day
2023-08-02 10:00:00,959.0,74.97,2.843333,9397.776,12.31833,2393.783,2335.483,2362.01,2418.613,Day
2023-08-02 10:15:00,964.0,76.38667,2.533333,9406.769,12.34545,2395.55,2345.827,2365.327,2415.567,Day
2023-08-02 10:30:00,965.0,78.04,2.773333,9382.201,12.31689,2391.953,2335.54,2359.277,2415.22,Day
2023-08-02 10:45:00,965.0,78.1,2.34,9336.66,12.32611,2373.9,2328.837,2354.263,2401.373,Day
2023-08-02 11:00:00,958.5,79.80666,2.473333,9280.13,12.309,2369.12,2318.013,2336.39,2383.53,Day
2023-08-02 11:15:00,954.0,80.55334,3.8,9231.301,12.33467,2368.31,2301.577,2314.997,2375.033,Day
2023-08-02 11:30:00,950.5,80.64667,3.206667,9195.851,12.322,2353.143,2286.66,2310.783,2377.503,Day
2023-08-02 11:45:00,949.5,82.29667,3.29,9195.671,12.30322,2360.31,2294.94,2312.577,2364.87,Day
2023-08-02 12:00:00,948.5,82.87666,3.306667,9131.072,12.27156,2344.57,2280.12,2291.833,2351.76,Day
2023-08-02 12:15:00,946.5,83.69666,4.03,9083.045,12.31234,2322.157,2267.39,2286.71,2345.71,Day
2023-08-02 12:30:00,944.5,84.76,3.233333,9056.248,12.30467,2314.94,2263.927,2281.583,2337.817,Day
2023-08-02 12:45:00,942.5,85.87666,4.006667,9054.011,12.31389,2314.693,2267.693,2280.217,2336.697,Day
2023-08-02 13:00:00,942.0,86.24,4.39,9034.532,12.27933,2311.533,2259.213,2275.28,2336.007,Day
2023-08-02 13:15:00,946.0,87.10667,5.37,9055.434,12.29778,2311.87,2263.027,2282.397,2347.61,Day
2023-08-02 13:30:00,948.5,87.55334,5.116667,9065.994,12.37822,2312.253,2265.887,2289.753,2348.4,Day
2023-08-02 13:45:00,950.0,88.45667,5.176667,9049.033,12.38789,2312.183,2267.533,2280.607,2338.72,Day
2023-08-02 14:00:00,954.0,89.82333,5.886667,9103.78,12.346,2327.55,2284.627,2294.373,2352.487,Day
2023-08-02 14:15:00,958.0,90.31,5.576667,9109.86,12.31011,2335.923,2286.0,2293.363,2353.117,Day
2023-08-02 14:30:00,964.0,90.79667,5.64,9134.182,12.37789,2342.023,2289.957,2299.633,2360.7,Day
2023-08-02 14:45:00,966.5,91.45667,5.293334,9147.105,12.33611,2336.617,2293.143,2308.713,2367.783,Day
2023-08-02 15:00:00,969.0,91.86667,5.136667,9149.49,12.33756,2346.533,2295.083,2304.243,2361.303,Day
2023-08-02 15:15:00,970.5,92.19334,5.516667,9142.502,12.29856,2345.683,2291.473,2302.747,2360.733,Day
2023-08-02 15:30:00,968.5,92.08667,5.81,9144.57,12.27978,2341.467,2289.657,2303.957,2367.74,Day
2023-08-02 15:45:00,968.5,91.85333,5.906667,9195.017,12.31122,2359.757,2305.68,2311.417,2375.22,Day
2023-08-02 16:00:00,968.0,91.31,7.266667,9305.321,12.30489,2390.613,2336.403,2340.403,2398.14,Day
2023-08-02 16:15:00,963.5,90.96333,7.583333,9287.338,12.29133,2386.087,2324.26,2337.04,2398.567,Day
2023-08-02 16:30:00,950.5,91.74333,6.166667,9098.152,12.31978,2335.563,2270.203,2291.61,2352.707,Day
2023-08-02 16:45:00,941.5,91.22667,6.673333,9060.328,12.325,2328.343,2262.07,2282.24,2338.573,Day
2023-08-02 17:00:00,929.0,90.86667,7.853333,9018.349,12.31533,2327.663,2253.803,2269.63,2318.68,Day
2023-08-02 17:15:00,914.0,90.37334,7.07,8923.701,12.32578,2315.673,2228.087,2238.063,2290.7,Day
2023-08-02 17:30:00,890.5,90.04333,7.136667,8722.897,12.33211,2253.65,2165.387,2194.413,2253.547,Day
2023-08-02 17:45:00,863.0,89.43,6.89,8505.483,12.337,2196.38,2105.873,2143.513,2199.44,Day
2023-08-02 18:00:00,824.0,88.38,8.39,8177.775,12.34678,2110.037,2007.23,2062.627,2128.88,Day
2023-08-02 18:15:00,778.5,87.87334,7.233333,7611.102,12.37133,1957.703,1835.417,1938.09,1999.443,Day
2023-08-02 18:30:00,686.0,87.2,7.353333,6282.069,12.273,1653.38,1489.653,1587.897,1654.74,Day
2023-08-02 18:45:00,564.0,86.48,7.44,4748.741,12.30189,1299.463,1089.77,1172.33,1232.197,Day
2023-08-02 19:00:00,441.0,86.21667,6.313334,3140.213,12.28067,926.9933,711.6767,780.4233,800.79,Day
2023-08-02 19:15:00,302.0,85.63,6.556667,1980.746,12.25189,612.75,434.7033,494.8933,500.83,Day
2023-08-02 19:30:00,183.5,84.62334,6.79,1163.561,12.25111,363.3,243.73,287.3333,295.8633,Day
2023-08-02 19:45:00,108.5,84.01667,5.786667,578.6833,12.29,184.7567,130.5667,153.28,149.74,Day
2023-08-02 20:00:00,24.5,83.10333,3.516667,197.38,12.33456,54.19,55.14333,61.27333,50.07,Day
2023-08-02 20:15:00,5.0,81.95,2.65,25.80167,12.32722,0.0,0.0,0.0,0.0,Day
2023-08-02 20:30:00,-0.5,80.90667,2.663333,-22.167,12.28811,0.0,0.0,0.0,0.0,Day
2023-08-02 20:45:00,-2.5,79.63667,1.953333,-19.555,12.27622,0.0,0.0,0.0,0.0,Day
2023-08-02 21:00:00,-3.0,79.51334,1.353333,-19.73033,12.308,0.0,0.0,0.0,0.0,Day
2023-08-02 21:15:00,-2.5,78.22334,3.203333,-19.826,12.32989,0.0,0.0,0.0,0.0,Day
2023-08-02 21:30:00,-2.0,77.41333,2.716667,-19.75667,12.31478,0.0,0.0,0.0,0.0,Day
2023-08-02 21:45:00,-1.5,76.97667,2.606667,-19.889,12.33889,0.0,0.0,0.0,0.0,Day
2023-08-02 22:00:00,-2.0,76.17333,2.526667,-19.48933,12.26555,0.0,0.0,0.0,0.0,Day
2023-08-02 22:15:00,-2.0,75.14,0.8966666,-19.87433,12.34311,0.0,0.0,0.0,0.0,Day
2023-08-02 22:30:00,-2.0,74.53333,1.426667,-19.68267,12.30833,0.0,0.0,0.0,0.0,Day
2023-08-02 22:45:00,-2.5,74.18667,0.3033333,-19.87633,12.34133,0.0,0.0,0.0,0.0,Day
2023-08-02 23:00:00,-3.0,73.6,1.07,-19.80033,12.32544,0.0,0.0,0.0,0.0,Day
2023-08-02 23:15:00,-1.5,73.00333,1.693333,-19.74,12.316,0.0,0.0,0.0,0.0,Day
2023-08-02 23:30:00,-2.0,72.98,0.8133333,-19.36633,12.247,0.0,0.0,0.0,0.0,Day
2023-08-02 23:45:00,-2.0,71.95333,1.436667,-19.59467,12.29089,0.0,0.0,0.0,0.0,Night
2023-08-03 00:00:00,-1.5,71.15334,1.173333,-19.56633,12.28067,0.0,0.0,0.0,0.0,Night
2023-08-03 00:15:00,-2.0,69.76,1.053333,-19.69933,12.30333,0.0,0.0,0.0,0.0,Night
2023-08-03 00:30:00,-2.0,68.71333,1.24,-19.85367,12.33344,0.0,0.0,0.0,0.0,Night
2023-08-03 00:45:00,-2.0,67.77666,1.233333,-19.95633,12.35511,0.0,0.0,0.0,0.0,Night
2023-08-03 01:00:00,-1.5,67.64667,1.256667,-19.64967,12.29644,0.0,0.0,0.0,0.0,Night
2023-08-03 01:15:00,-1.5,67.87,1.1,-19.695,12.30444,0.0,0.0,0.0,0.0,Night
2023-08-03 01:30:00,-1.5,67.40334,1.446667,-19.806,12.32433,0.0,0.0,0.0,0.0,Night
2023-08-03 01:45:00,-1.0,67.62666,1.966667,-19.90367,12.34433,0.0,0.0,0.0,0.0,Night
2023-08-03 02:00:00,-1.5,67.01667,2.056667,-19.754,12.31656,0.0,0.0,0.0,0.0,Night
2023-08-03 02:15:00,-2.0,66.57667,1.796667,-19.75433,12.31578,0.0,0.0,0.0,0.0,Night
2023-08-03 02:30:00,-2.0,63.71333,2.313333,-19.61033,12.28778,0.0,0.0,0.0,0.0,Night
2023-08-03 02:45:00,-2.0,60.99667,2.596667,-19.49033,12.26711,0.0,0.0,0.0,0.0,Night
2023-08-03 03:00:00,-1.0,61.02,2.823333,-19.40967,12.24844,0.0,0.0,0.0,0.0,Night
2023-08-03 03:15:00,-1.5,58.39,2.243333,-19.47967,12.26422,0.0,0.0,0.0,0.0,Night
2023-08-03 03:30:00,-1.0,58.16667,3.243333,-19.551,12.27766,0.0,0.0,0.0,0.0,Night
2023-08-03 03:45:00,-0.5,59.82,3.426667,-19.57667,12.28111,0.0,0.0,0.0,0.0,Night
2023-08-03 04:00:00,-1.0,59.57,2.886667,-19.52967,12.27378,0.0,0.0,0.0,0.0,Night
2023-08-03 04:15:00,-1.0,56.66,2.3,-19.55033,12.27489,0.0,0.0,0.0,0.0,Night
2023-08-03 04:30:00,-1.0,55.91667,1.753333,-19.53,12.27011,0.0,0.0,0.0,0.0,Night
2023-08-03 04:45:00,-1.0,56.72333,1.653333,-19.49233,12.26367,0.0,0.0,0.0,0.0,Night
2023-08-03 05:00:00,-0.5,57.73,1.6,-19.39333,12.24211,0.0,0.0,0.0,0.0,Night
2023-08-03 05:15:00,-0.5,56.03,1.673333,-19.31867,12.22822,0.0,0.0,0.0,0.0,Night
2023-08-03 05:30:00,-0.5,55.17,2.603333,-19.25533,12.21378,0.0,0.0,0.0,0.0,Night
2023-08-03 05:45:00,0.0,55.09,2.69,-19.583,12.28478,0.0,0.0,0.0,0.0,Night
2023-08-03 06:00:00,3.5,55.08333,3.293333,-17.513,12.30822,0.0,0.0,0.0,0.0,Night
2023-08-03 06:15:00,9.5,55.26333,3.623333,49.32533,12.24744,0.0,0.0,0.0,0.0,Night
2023-08-03 06:30:00,32.0,55.8,4.126667,247.6917,12.23122,62.99667,59.87667,68.40334,68.02666,Night
2023-08-03 06:45:00,105.0,56.28,4.0,887.4333,12.22778,214.15,197.8667,233.0367,223.9333,Night
2023-08-03 07:00:00,224.0,56.97667,3.886667,1990.442,12.33311,476.53,464.19,544.1833,520.5067,Night
2023-08-03 07:15:00,343.5,58.45,3.036667,3129.714,12.36433,799.3233,737.7867,836.4966,826.49,Night
2023-08-03 07:30:00,468.0,59.83333,3.453333,4322.705,12.34822,1087.817,980.3433,1158.787,1142.513,Night
2023-08-03 07:45:00,617.0,62.06667,1.763333,5686.904,12.37611,1394.343,1294.853,1464.703,1488.137,Night
2023-08-03 08:00:00,710.5,64.72667,1.71,6859.081,12.37744,1697.557,1623.253,1793.96,1800.663,Night
2023-08-03 08:15:00,769.0,65.66,1.683333,7825.608,12.311,1989.913,1921.707,1966.37,2029.483,Night
2023-08-03 08:30:00,822.0,66.84,1.603333,8305.357,12.285,2100.28,2061.287,2078.047,2139.97,Night
2023-08-03 08:45:00,843.5,68.15667,1.626667,8467.361,12.346,2150.97,2096.927,2116.793,2180.85,Night
2023-08-03 09:00:00,866.5,69.96333,1.773333,8683.856,12.37433,2213.113,2153.337,2169.273,2230.43,Night
2023-08-03 09:15:00,880.5,70.54333,2.413333,8811.347,12.382,2249.4,2189.887,2205.09,2257.857,Day
2023-08-03 09:30:00,906.0,70.92,2.926667,9049.489,12.369,2309.56,2257.187,2268.027,2316.647,Day
2023-08-03 09:45:00,908.5,71.76334,2.93,9037.976,12.35245,2308.23,2253.54,2265.84,2318.967,Day
2023-08-03 10:00:00,925.5,73.63,2.443333,9170.364,12.32944,2341.897,2281.24,2301.643,2353.683,Day
2023-08-03 10:15:00,927.5,74.35667,2.826667,9144.74,12.306,2332.613,2278.67,2296.41,2347.74,Day
2023-08-03 10:30:00,932.0,75.5,2.403333,9159.067,12.33422,2334.11,2283.62,2300.92,2351.893,Day
2023-08-03 10:45:00,932.0,75.95667,2.9,9158.439,12.33511,2333.583,2281.39,2303.293,2355.7,Day
2023-08-03 11:00:00,910.0,76.27333,2.71,8928.775,12.31944,2277.277,2225.067,2243.76,2298.967,Day
2023-08-03 11:15:00,894.5,77.93667,3.6,8814.756,12.31645,2245.877,2199.96,2220.067,2268.023,Day
