Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Sesqui-C - Inverter 8 - AC power [W] - P_AC,Sesqui-C - Inverter 7 - AC power [W] - P_AC,Sesqui-C - Inverter 1 - AC power [W] - P_AC,Sesqui-C - Inverter 2 - AC power [W] - P_AC,Sesqui-C - Inverter 14 - AC power [W] - P_AC,Sesqui-C - Inverter 3 - AC power [W] - P_AC,Sesqui-C - Inverter 5 - AC power [W] - P_AC,Sesqui-C - Inverter 10 - AC power [W] - P_AC,Sesqui-C - Inverter 6 - AC power [W] - P_AC,Sesqui-C - Inverter 11 - AC power [W] - P_AC,Sesqui-C - Inverter 9 - AC power [W] - P_AC,Sesqui-C - Inverter 12 - AC power [W] - P_AC,Sesqui-C - Inverter 13 - AC power [W] - P_AC,Sesqui-C - POA - Irradiance [Wh/m²] - SRAD,Day/Night
2023-10-01 13:30:00,123903.11,32.812,2.997,12713.426,1733426.116,120256.5,116974.334,63434.657,137851.235,141829.109,121652.003,140999.825,119546.222,118017.945,143581.057,119835.945,152779.723,139683.166,628.919,Day
2023-10-01 13:45:00,124840.188,32.015,3.395,12735.551,1749711.779,121886.499,118390.833,64243.493,140363.345,143005.111,120653.146,142467.588,120648.667,119615.446,143073.055,121341.612,154390.612,142143.722,635.417,Day
2023-10-01 14:00:00,126625.174,32.308,3.189,12726.546,1778648.879,124527.277,120745.167,65679.829,144100.111,145449.555,120749.177,144876.111,122958.223,122217.055,142759.221,123855.945,157479.556,144380.778,649.342,Day
2023-10-01 14:15:00,128893.213,32.809,3.408,12705.511,1813435.12,127554.112,123442.667,67482.66,148208.521,148539.721,120936.679,147676.209,125742.111,125476.111,142238.611,127184.11,161268.777,146934.834,666.207,Day
2023-10-01 14:30:00,127500.934,33.611,3.406,12691.733,1800333.83,127444.779,122860.334,67468.695,147866.704,147137.555,118107.724,146374.844,125162.001,125172.389,142384.555,126911.001,160934.945,145158.611,664.201,Day
2023-10-01 14:45:00,132629.442,33.565,3.6,12701.355,1869826.624,133296.279,128044.222,70617.14,154322.435,153223.666,120934.772,151879.285,130578.778,131383.444,142413.167,133071.445,167246.499,149792.501,694.817,Day
2023-10-01 15:00:00,135816.083,33.147,4.321,12713.81,1906126.283,137196.056,131536.223,72738.019,158267.15,156859.667,122684.445,155093.603,134014.889,135643.501,142081.889,136894.723,166996.444,151434.499,713.704,Day
2023-10-01 15:15:00,137878.566,33.405,3.744,12713.353,1924281.187,139874.555,133646.833,74165.028,158616.044,156510.666,123835.744,156859.885,136309.555,138685.834,141527.945,139679.889,166368.833,151739.611,727.592,Day
2023-10-01 15:30:00,139929.353,33.364,3.797,12707.016,1921422.997,142859.723,135625.555,75607.07,157906.711,150683.221,125401.904,158550.645,138246.444,141651.555,141308.445,127158.279,165768.889,149932.333,736.422,Day
2023-10-01 15:45:00,143085.416,34.033,3.469,12712.875,1954754.971,146445.279,138674.389,77196.644,157647.883,156418.668,127728.699,161327.249,141234.779,144803.778,141005.0,135762.221,165697.445,150315.333,745.198,Day
2023-10-01 16:00:00,137360.29,33.535,3.555,12718.419,1896064.292,140256.221,132528.722,73632.832,157245.177,155264.889,122454.383,154367.749,135168.777,138517.721,141644.0,127969.167,166017.667,144268.611,704.678,Day
2023-10-01 16:15:00,128011.695,31.769,4.965,12693.569,1794765.475,130053.722,122654.888,68104.625,150134.314,145479.889,113939.069,143234.946,125390.055,128765.667,141854.667,129026.556,161846.445,135453.833,644.007,Day
2023-10-01 16:30:00,116928.117,30.947,3.793,12678.372,1647113.088,118319.667,111483.391,61868.987,137951.202,132133.555,104414.562,130388.73,113866.443,117074.943,138087.722,117414.555,147842.722,124669.555,580.763,Day
2023-10-01 16:45:00,103087.97,29.451,4.027,12667.129,1444425.678,103895.111,97806.778,54291.019,115000.731,116075.833,92738.711,114959.169,100056.666,103094.945,121638.388,103304.223,130079.945,109291.277,505.624,Day
2023-10-01 17:00:00,86889.56,26.989,4.22,12634.051,1222739.271,88814.111,83493.667,46195.187,92241.946,99092.168,79610.411,98148.397,85281.111,87098.723,103742.223,88270.39,110998.223,89529.723,427.186,Day
2023-10-01 17:15:00,71704.447,25.407,3.649,12638.995,994691.174,72148.334,67834.333,37584.936,76920.924,80704.334,65141.177,76910.991,69453.723,70094.889,84378.611,71955.668,90227.333,72957.945,347.365,Day
2023-10-01 17:30:00,55520.149,24.206,2.86,12668.59,766695.796,55151.999,51609.5,28569.444,61160.275,61611.389,51816.498,58999.007,53008.279,53870.389,64326.889,54896.335,68979.278,58038.833,267.737,Day
2023-10-01 17:45:00,38632.257,22.366,3.833,12657.945,523689.465,37740.611,35244.222,19384.535,42966.812,42111.277,37297.793,41258.543,36358.665,36376.945,43808.389,37633.557,47169.388,36893.167,188.644,Day
2023-10-01 18:00:00,26035.791,20.518,3.864,12691.235,345535.843,25845.166,23680.165,13002.781,30211.247,25089.445,26547.822,28185.235,24750.167,24781.889,29361.557,25736.167,32022.166,18611.111,135.903,Day
2023-10-01 18:15:00,11944.222,19.01,3.372,12728.351,148985.152,11221.112,10298.778,5599.832,14132.008,8856.555,12635.305,12909.885,11401.223,11179.166,12800.167,12034.889,13903.445,6762.277,73.953,Day
2023-10-01 18:30:00,3999.277,17.407,2.992,12731.136,41191.506,3093.999,3062.5,1540.188,4632.539,2710.444,4200.717,4363.599,2792.944,3362.889,3068.166,2784.779,3320.445,2816.834,23.388,Day
2023-10-01 18:45:00,1064.461,15.555,2.083,12733.989,9231.717,648.944,624.111,372.353,1108.978,1064.778,1119.683,1235.874,693.333,598.556,1140.443,777.889,1112.5,1095.722,3.671,Day
2023-10-01 19:00:00,203.416,14.069,1.693,12716.495,-1256.411,60.055,108.889,76.439,202.242,253.333,222.223,321.485,129.111,68.278,250.278,105.389,236.778,228.445,-1.025,Day
2023-10-01 19:15:00,20.0,12.441,1.131,12691.049,-5113.395,20.0,20.333,21.378,24.238,26.777,21.0,36.222,20.667,20.445,34.333,20.445,24.889,34.0,-3.565,Day
2023-10-01 19:30:00,17.5,10.994,1.794,12698.074,-3767.01,20.0,13.335,17.5,15.0,20.0,15.0,15.0,16.665,20.0,20.0,20.0,20.0,20.0,-3.467,Day
2023-10-01 19:45:00,-999.0,10.333,1.057,12750.605,-2314.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.145,Unknown
2023-10-01 20:00:00,-999.0,9.237,0.367,12780.811,-2436.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.909,Unknown
2023-10-01 20:15:00,-999.0,8.311,1.191,12816.174,-2446.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.032,Unknown
2023-10-01 20:30:00,-999.0,8.579,0.563,12809.751,-2434.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229,Unknown
2023-10-01 20:45:00,-999.0,8.008,0.843,12806.713,-2498.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.267,Unknown
2023-10-01 21:00:00,-999.0,8.264,0.725,12735.034,-2502.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.323,Unknown
2023-10-01 21:15:00,-999.0,7.997,0.607,12744.329,-2507.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.677,Unknown
2023-10-01 21:30:00,-999.0,7.181,0.201,12767.344,-2513.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,Unknown
2023-10-01 21:45:00,-999.0,6.914,1.13,12753.795,-2422.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.706,Unknown
2023-10-01 22:00:00,-999.0,7.4,0.841,12774.533,-2392.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.689,Unknown
2023-10-01 22:15:00,-999.0,6.967,0.616,12787.382,-2457.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.363,Unknown
2023-10-01 22:30:00,-999.0,6.637,0.822,12730.068,-2802.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.128,Unknown
2023-10-01 22:45:00,-999.0,6.432,0.601,12748.357,-3079.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Unknown
2023-10-01 23:00:00,-999.0,5.805,0.396,12764.6,-3012.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.894,Unknown
2023-10-01 23:15:00,-999.0,5.157,0.69,12726.385,-2998.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.654,Unknown
2023-10-01 23:30:00,-999.0,5.093,0.375,12717.728,-2960.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.313,Unknown
2023-10-01 23:45:00,-999.0,4.913,0.508,12730.507,-2977.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.439,Unknown
2023-10-02 00:00:00,-999.0,4.822,0.407,12749.855,-2940.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.899,Unknown
2023-10-02 00:15:00,-999.0,4.512,1.057,12749.946,-2948.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.993,Unknown
2023-10-02 00:30:00,-999.0,5.167,0.481,12762.429,-2990.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.319,Unknown
2023-10-02 00:45:00,-999.0,4.421,0.183,12693.367,-2958.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.365,Unknown
2023-10-02 01:00:00,-999.0,4.13,0.658,12704.357,-2973.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Unknown
2023-10-02 01:15:00,-999.0,4.251,1.163,12709.179,-2982.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.622,Unknown
2023-10-02 01:30:00,-999.0,4.845,0.273,12723.933,-3006.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.829,Unknown
2023-10-02 01:45:00,-999.0,4.357,0.541,12738.219,-2992.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.657,Unknown
2023-10-02 02:00:00,-999.0,5.239,1.04,12723.727,-3000.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.197,Unknown
2023-10-02 02:15:00,-999.0,4.583,0.332,12728.339,-3002.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.353,Unknown
2023-10-02 02:30:00,-999.0,3.948,0.365,12733.395,-3046.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.386,Unknown
2023-10-02 02:45:00,-999.0,3.751,0.424,12735.391,-3002.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Unknown
2023-10-02 03:00:00,-999.0,3.984,0.331,12742.394,-3006.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,Unknown
2023-10-02 03:15:00,-999.0,3.447,0.025,12721.983,-3007.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Unknown
2023-10-02 03:30:00,-999.0,3.785,0.241,12716.539,-3016.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.163,Unknown
2023-10-02 03:45:00,-999.0,5.644,0.587,12708.95,-2982.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,Unknown
2023-10-02 04:00:00,-999.0,6.743,0.857,12699.813,-2993.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unknown
2023-10-02 04:15:00,-999.0,7.491,0.403,12674.909,-2973.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,Unknown
2023-10-02 04:30:00,-999.0,7.811,0.593,12661.014,-2925.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 04:45:00,-999.0,8.011,0.473,12650.702,-2996.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 05:00:00,-999.0,8.317,0.327,12634.743,-2952.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 05:15:00,-999.0,8.595,0.171,12671.106,-2997.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 05:30:00,-999.0,8.819,0.558,12647.049,-2965.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 05:45:00,-999.0,9.025,0.702,12666.25,-3022.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 06:00:00,-999.0,9.137,0.829,12677.693,-3127.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 06:15:00,-999.0,8.856,0.508,12660.95,-3073.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 06:30:00,-999.0,8.824,0.435,12727.834,-3322.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 06:45:00,-999.0,9.168,0.538,12732.187,-3303.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 07:00:00,-999.0,9.373,0.445,12719.592,-3110.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023-10-02 07:15:00,104.069,9.49,0.373,12718.827,-2200.115,26.667,35.25,31.249,158.332,138.898,132.5,118.823,54.833,40.542,142.084,48.167,145.5,134.499,1.326,Day
2023-10-02 07:30:00,550.366,9.625,0.537,12752.481,4712.845,401.501,416.723,219.665,639.013,675.055,612.22,682.689,446.223,357.444,752.834,427.389,735.222,635.779,4.804,Day
2023-10-02 07:45:00,2403.779,9.767,0.89,12737.395,29199.145,1918.39,1933.333,1063.555,2541.658,2649.555,2453.608,2705.461,2027.055,1937.277,2816.722,1953.055,2804.333,2684.499,14.185,Day
