Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Schneider CL60 I - 1A1, Active Power","Schneider CL60 I - 1A2, Active Power","Schneider CL60 I - 1A3, Active Power","Schneider CL60 I - 1A4, Active Power","Schneider CL60 I - 1A5, Active Power","Schneider CL60 I - 1B1, Active Power","Schneider CL60 I - 1B2, Active Power","Schneider CL60 I - 1B3, Active Power","Schneider CL60 I - 1B4, Active Power","Schneider CL60 I - 1B5, Active Power","Schneider CL60 I - 1C1, Total Active Power","Schneider CL60 I - 1C2, Total Active Power","Schneider CL60 I - 1C3, Total Active Power","Schneider CL60 I - 1C4, Total Active Power","Schneider CL60 I - 1D1, Total Active Power","Schneider CL60 I - 1D2, Total Active Power","Schneider CL60 I - 1D3, Total Active Power","Schneider CL60 I - 1D4, Total Active Power","Schneider CL60 I - 2A1, Total Active Power","Schneider CL60 I - 2A2, Total Active Power","Schneider CL60 I - 2A3, Total Active Power","Schneider CL60 I - 2A4, Total Active Power","Schneider CL60 I - 2A5, Total Active Power","Schneider CL60 I - 2B1, Total Active Power","Schneider CL60 I - 2B2, Total Active Power","Schneider CL60 I - 2B3, Total Active Power","Schneider CL60 I - 2B4, Total Active Power","Schneider CL60 I - 2C1, Total Active Power","Schneider CL60 I - 2C2, Total Active Power","Schneider CL60 I - 2C3, Total Active Power","Schneider CL60 I - 2C4, Total Active Power","Schneider CL60 I - 2D1, Total Active Power","Schneider CL60 I - 2D2, Total Active Power","Schneider CL60 I - 2D3, Total Active Power","Schneider CL60 I - 2D4, Total Active Power",Day/Night
2023-10-01 02:30:00,0.0,55.50816,0.0,13690.67,-3.630135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:45:00,0.0,55.59356,0.0,13701.33,-3.638699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:00:00,0.0,55.63734,0.0,13703.0,-3.638768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:15:00,0.0,55.02706,0.0,13669.33,-3.61306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.0,54.72721,0.0,13657.67,-3.597469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.0,54.44833,0.0,13660.33,-3.602408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.0,54.22123,0.0,13677.67,-3.617436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,0.0,54.2542,0.0,13674.67,-3.632761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,0.0,54.37532,0.0,13656.0,-3.624348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,0.0,54.3023,0.0,13648.33,-3.619301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,0.0,54.18849,0.0,13643.0,-3.610464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,0.0,53.91358,0.0,13650.33,-3.621211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,0.0,53.65927,0.0,13662.0,-3.627291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,0.0,53.59404,0.0,13665.67,-3.637673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,0.0,53.62593,0.0,13647.67,-3.62253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,0.0,53.41481,0.0,13629.67,-3.601634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:30:00,0.0,53.27711,0.0,13617.0,-3.586715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:45:00,0.0,52.99356,0.0,13617.0,-3.589283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 07:00:00,2.994602,52.74416,0.0,13617.0,-1.733021,0.2373068,0.2158459,0.133355,0.2463686,0.05267988,0.03832538,0.04836072,0.1663824,0.1897458,0.184435,0.1531976,0.09149222,0.4000858,0.1348007,0.06963532,0.0719306,0.1335379,0.1150161,0.1710345,0.08819459,0.2528715,0.0347817,0.04896207,0.06667209,0.1189611,0.2943305,0.06514699,0.1447791,0.2145791,0.08671096,0.1327714,0.2789541,0.1129008,0.2802886,0.1194604,Day
2023-10-01 07:15:00,11.56269,52.82327,0.0,13611.0,13.82636,0.929415,0.8136047,0.8160153,0.829065,0.5594679,0.4973294,0.5720135,0.7910687,0.7587833,0.7299954,0.6909881,0.6026213,0.8736331,0.8178321,0.6405594,0.534544,0.8229392,0.6908863,0.8204209,0.5543141,0.780267,0.4044014,0.5763097,0.6869106,0.5477576,0.6103937,0.5030729,0.5832841,0.8043265,0.5527483,0.5398843,0.8064226,0.6707035,0.8381634,0.4240238,Day
2023-10-01 07:30:00,22.44127,53.20539,0.0,13628.33,56.40079,2.125274,2.132268,2.190702,2.248985,2.316408,2.481654,2.469947,2.51056,2.521529,2.357701,2.191813,2.053631,2.237485,1.604156,1.722127,1.23964,1.340809,1.480163,1.665554,1.183875,1.385949,1.137382,1.167338,1.091661,1.011431,0.9951693,1.433255,1.542827,1.919976,1.952159,1.304031,1.984123,2.200346,2.283788,2.809575,Day
2023-10-01 07:45:00,69.57157,53.76976,0.0,13641.67,144.3371,4.918354,5.742389,5.804411,6.186255,5.884395,6.172411,5.983618,6.207972,6.365456,5.895517,5.335432,5.194138,5.41993,3.819479,4.07204,2.478529,3.139771,3.936175,3.749416,3.044922,3.56898,2.853302,2.245326,1.84242,1.501688,1.748762,2.603547,3.509907,4.158973,4.531958,4.098048,4.578238,6.495213,5.566503,7.270943,Day
2023-10-01 08:00:00,142.7334,58.91069,0.0,13627.67,275.8023,8.585687,9.908472,9.774045,10.37123,9.935532,10.3448,9.987957,10.43081,10.72754,10.31732,9.70093,9.750683,9.430214,6.99014,7.229997,6.053986,6.977968,7.949401,7.930931,6.248391,6.5224,6.013978,6.888196,5.108959,4.11013,3.166737,5.297508,6.414343,7.797209,7.744335,7.935322,10.40591,9.658068,10.7205,10.58302,Day
2023-10-01 08:15:00,200.9415,66.96908,0.0,13638.0,424.0111,12.6846,14.34503,14.21434,14.90102,14.30941,14.95232,14.46549,15.13842,15.45087,14.9028,14.14798,14.3308,13.87386,10.67423,11.01322,9.909047,11.48669,12.2373,12.35672,10.10027,10.16636,9.651208,10.09135,9.043477,7.964635,6.456045,9.726789,10.86558,10.39919,11.63933,11.88871,13.72892,14.58105,14.79105,16.87565,Day
2023-10-01 08:30:00,259.7008,69.92024,0.0,13635.33,574.598,17.03826,18.83676,18.75767,19.65265,18.83141,19.58076,19.04179,19.81226,20.16711,19.56053,18.93138,19.27432,18.49332,14.87444,14.99898,13.74513,15.93117,16.84752,17.28596,13.94969,14.03163,13.46005,13.8819,12.67537,12.53835,10.73287,15.13489,14.46699,15.79805,16.26244,15.7453,18.83832,19.593,19.56547,21.78428,Day
2023-10-01 08:45:00,323.6827,71.87454,0.0,13639.0,731.7477,21.39183,23.39923,23.37616,24.61824,23.48351,24.6035,23.99305,24.73836,25.25398,24.58432,23.81703,24.30487,23.54802,18.97099,19.1193,17.91215,20.47797,21.68275,20.5057,18.0072,17.82755,17.67812,17.60243,16.49134,17.00883,14.21713,18.67132,18.68008,18.98998,20.02945,20.56436,23.50677,21.94233,24.53792,26.83076,Day
2023-10-01 09:00:00,390.6653,74.09792,1.0,13667.33,888.6693,26.05555,28.20561,28.0969,29.42533,28.24853,29.59957,28.93505,29.7493,30.42576,29.6445,28.63316,29.19968,28.32075,23.21319,23.40125,22.11656,25.31725,26.56533,27.36226,22.23868,22.10016,22.08905,21.8568,21.24529,20.68839,17.71987,21.33893,22.60672,23.41119,24.25308,24.59227,28.48398,29.44723,29.28245,31.64836,Day
2023-10-01 09:15:00,452.4037,75.76725,1.0,13664.33,1041.05,30.69941,32.50317,32.24195,33.74719,32.71666,34.2597,33.54271,34.46195,35.17612,34.34232,33.30522,33.82495,32.73517,27.25761,27.49008,26.05746,29.95298,31.1578,30.91497,26.33325,26.69408,26.29544,27.15689,25.15852,25.54712,21.67616,26.90171,27.58378,27.29862,28.13044,28.56367,33.25083,33.3517,33.44557,36.37465,Day
2023-10-01 09:30:00,510.8577,74.40316,2.0,13670.0,1179.12,34.70319,36.60276,36.17003,37.69436,36.71207,38.32478,37.60072,38.59991,39.46929,38.58968,37.57142,38.19427,36.69231,30.65007,31.08164,29.63748,33.99229,35.55062,34.66184,30.55047,29.67577,30.02411,30.14841,28.64555,28.83835,26.82639,30.27001,30.96514,31.18141,32.19942,32.18217,37.24175,37.95783,37.24464,40.05846,Day
2023-10-01 09:45:00,568.9621,73.14318,3.0,13675.67,1308.193,37.86292,40.03253,39.53148,41.11314,40.36423,41.88348,41.05957,42.04652,43.09583,42.27124,41.17045,42.10561,40.57567,34.15194,34.55687,33.27652,37.90872,39.70057,39.84399,33.43585,33.14459,33.58995,33.66484,32.46902,32.11401,31.00717,33.98324,34.3432,33.88437,35.39465,35.77565,41.2266,42.47178,41.69917,44.16196,Day
2023-10-01 10:00:00,622.9157,73.58904,4.0,13706.33,1429.868,40.98784,43.29947,43.21175,44.55388,43.99088,45.39194,44.5578,45.62954,46.67476,45.80398,44.69862,45.91512,44.27777,37.50933,37.90539,36.65235,41.84374,43.64079,43.40269,37.36012,36.39395,36.99842,37.11046,35.96561,35.0704,34.30811,37.14247,37.35534,37.38309,38.67891,38.5596,45.04576,46.53659,45.39848,47.92505,Day
2023-10-01 10:15:00,671.9708,74.27692,4.0,13720.33,1539.896,44.20382,46.40156,46.31611,47.77199,47.14255,48.56281,47.6322,48.92776,49.94841,49.02119,47.96946,49.33929,47.59284,40.59794,40.95636,39.6302,45.2159,47.1149,46.52484,40.667,39.77136,40.12535,40.07774,39.06382,38.98666,37.59441,40.20179,40.46816,40.53648,41.63227,42.31654,48.3522,49.87299,48.94891,51.15661,Day
2023-10-01 10:30:00,716.2426,75.92774,4.0,13704.67,1639.632,47.35785,49.26125,49.13669,50.60667,50.03378,51.44339,50.55803,51.98249,52.97845,52.04328,51.0158,52.4466,50.97548,43.18387,43.68669,42.42854,48.44415,50.4699,50.14551,43.09169,42.23277,43.00769,43.50844,42.17591,41.57191,40.44657,43.28987,43.44551,43.25938,44.52277,44.89907,51.53055,52.61102,51.99412,54.17424,Day
2023-10-01 10:45:00,757.4594,77.28424,5.0,13692.0,1727.085,49.89096,51.71852,51.52701,53.05847,52.51373,53.99166,53.01988,54.42651,55.60135,54.66854,53.64922,55.22598,53.54673,45.72646,46.20485,45.03469,51.29401,53.3758,53.21439,45.7519,44.39423,45.67983,45.58124,44.48185,44.11457,42.928,45.33185,45.87112,45.92014,46.91758,47.33565,54.55508,55.60107,54.9954,56.82846,Day
2023-10-01 11:00:00,792.7145,78.45351,3.0,13692.0,1800.792,52.30222,53.87583,53.68926,55.16351,54.63368,56.25784,55.22178,56.71866,57.79156,56.87093,55.90882,57.63814,55.8941,47.8075,48.303,47.22,53.58503,55.76482,55.80079,47.87871,46.73393,47.85433,48.13845,46.76852,46.2183,45.54279,47.36106,47.99327,47.00138,48.7621,49.34761,56.90571,57.56674,58.20373,58.93862,Day
2023-10-01 11:15:00,829.1691,78.11179,5.0,13705.33,1872.499,54.68436,56.04647,54.81164,56.41208,56.99465,58.41557,57.56649,58.93953,57.75869,55.24186,55.41069,56.83917,56.13151,49.47038,50.09619,49.42926,56.01856,58.28443,58.13461,50.16352,49.3466,50.21049,50.77775,49.3673,48.46138,47.4138,49.81954,50.22237,49.54631,50.6939,50.91908,59.36623,59.78174,60.02839,59.76547,Day
2023-10-01 11:30:00,893.0308,78.098,5.0,13743.33,1947.128,57.80679,59.22033,58.48662,59.16112,59.46563,59.51617,59.88868,59.85892,56.82767,53.49414,55.05478,55.42101,56.75726,48.35008,51.16396,52.62581,58.78713,59.82074,60.02917,53.03265,52.21689,53.71202,53.67535,52.51558,51.77267,50.80497,52.8929,53.06038,52.80167,53.98052,40.29083,42.04095,40.92337,48.7901,48.64207,Day
2023-10-01 11:45:00,922.5985,79.19933,4.0,13744.33,1948.78,59.24532,59.92307,55.22227,56.74752,59.59151,59.27493,59.78872,59.9326,59.70255,59.90107,59.73101,59.93555,60.01308,54.22023,55.43479,54.51163,57.56396,59.76987,60.02831,56.11603,54.75338,55.80318,55.08371,55.07358,55.02089,53.1292,55.3871,55.63213,54.35099,55.89468,56.09412,59.89452,59.90408,60.18787,59.82974,Day
2023-10-01 12:00:00,876.3191,79.36531,6.0,13734.33,1910.481,59.53073,59.58279,57.0549,58.40931,59.23797,58.14401,58.92731,53.6028,59.32021,60.03971,59.45521,60.04513,59.73584,54.38602,55.69935,56.581,53.72734,51.27551,59.98421,56.73307,55.78949,57.53176,57.72071,56.74462,55.26471,54.80597,57.14242,57.61058,0.0,58.07611,46.93755,49.9762,59.79122,55.40423,58.38112,Day
2023-10-01 12:15:00,872.6503,79.74612,5.0,13721.67,1430.87,40.97036,41.17028,39.32433,40.73609,30.75975,30.314,30.33592,47.95701,41.36052,41.28588,42.74189,43.62112,42.65949,33.80374,35.67861,40.96171,36.3299,49.04568,48.49309,43.67194,40.62255,48.56568,59.63028,47.9782,27.16422,46.01904,58.60933,45.12894,57.60745,45.54957,40.49265,40.87918,45.65397,43.88958,48.59349,Day
2023-10-01 12:30:00,517.0456,77.70986,5.0,13697.33,1356.732,49.08373,49.09942,48.04992,48.18234,39.04018,42.39201,42.60053,44.41945,47.80388,46.88007,45.8168,46.45171,45.95436,38.07745,35.01154,34.41612,35.89519,33.86202,38.89441,31.66191,45.81209,30.99117,27.451,27.94459,27.525,31.24072,39.24692,33.87458,27.27477,30.23378,35.27241,39.55231,41.13912,40.95267,43.19524,Day
2023-10-01 12:45:00,974.5419,78.58644,6.0,13715.0,1683.468,59.09102,59.41592,49.40123,49.65273,45.82968,56.00391,56.35394,51.51236,59.88705,59.89899,59.76117,59.67802,59.96744,44.64021,40.69413,59.93251,44.08523,53.98793,42.02329,50.1274,46.6532,47.22589,47.18175,59.89878,45.75715,51.71846,59.75151,48.61211,42.4089,58.46165,48.04747,52.63738,46.60249,46.51881,46.65436,Day
2023-10-01 13:00:00,422.3719,78.84164,6.0,13691.0,1185.225,35.86666,36.26183,37.33643,36.87796,36.48077,42.87525,43.82291,37.43198,40.09831,40.5508,39.80505,39.73267,39.81718,25.08621,23.13301,38.83372,31.77613,39.56108,22.2477,36.55871,28.94008,32.438,16.48665,22.43871,28.71617,36.37217,37.12569,31.24924,37.90835,23.75811,24.95051,26.6422,26.28503,28.51464,36.18954,Day
2023-10-01 13:15:00,860.2391,79.07534,5.0,13713.33,1999.577,51.86735,51.97892,51.25082,55.59949,59.58047,45.16203,52.67705,48.48064,50.31536,50.48143,50.42247,50.31559,50.66684,54.27975,56.34326,50.31404,57.82888,51.60844,60.0788,49.9286,59.93908,50.99905,49.81893,49.22766,49.99099,48.89692,59.72668,55.01599,59.02814,60.02708,47.4885,38.00975,49.93527,57.21974,57.00444,Day
2023-10-01 13:30:00,873.9913,80.69216,6.0,13710.67,1954.765,44.74639,43.60115,54.00127,43.18181,48.28247,41.96991,52.42212,40.48012,45.75592,45.89096,45.71429,45.66201,45.83474,56.19876,56.27607,45.28508,56.75206,46.21189,52.88799,38.79994,53.88717,51.45266,49.05434,42.8485,50.16459,40.74044,39.05455,30.04611,29.16905,49.33793,47.22067,57.92834,57.86829,60.28635,60.00935,Day
2023-10-01 13:45:00,675.1578,79.83877,6.0,13693.67,1590.897,47.72219,46.03306,45.18799,50.38853,53.80918,49.87092,49.71291,45.27152,53.4016,53.59373,53.54113,53.5915,53.79529,41.66356,41.57233,47.82234,42.60432,48.18261,36.40815,49.94032,39.44098,40.88581,12.66531,31.77678,42.04668,36.00743,45.95076,44.53961,36.11021,46.68063,40.38204,53.01878,44.84795,51.70322,52.87223,Day
2023-10-01 14:00:00,632.0898,78.92606,5.0,13674.0,1406.695,32.53014,32.96414,35.44027,43.91495,32.13333,42.45784,45.67986,46.92017,40.6783,40.77385,40.54122,40.76166,40.84816,32.80485,32.89399,40.12602,33.293,40.7728,37.38696,35.65129,42.71107,35.24315,35.51339,32.96046,31.41144,31.44805,13.78973,25.02921,27.62239,26.25498,37.36707,40.38583,43.52113,27.45322,28.36039,Day
2023-10-01 14:15:00,482.2823,79.54931,5.0,13686.33,863.1624,25.90009,26.13644,22.97696,33.76341,19.19553,25.87219,29.82782,29.32886,31.37525,32.04178,32.70096,33.32079,24.96876,31.18786,30.9154,26.93778,25.80225,27.66458,14.73021,24.34116,11.13132,16.25854,13.00025,32.68619,28.47091,23.3566,11.92174,11.89826,10.61839,23.88314,27.58779,37.94719,59.77687,38.5751,37.48117,Day
2023-10-01 14:30:00,716.9708,80.11235,5.0,13729.33,1711.676,39.92955,40.31381,34.58154,44.37086,42.6384,38.25471,38.77662,42.49586,43.61501,44.01011,43.85031,47.84954,35.7039,38.96402,38.02895,34.28118,43.4646,34.71253,33.23816,35.03526,31.24871,26.40883,26.81924,48.52121,52.47298,39.17786,30.44597,34.0542,22.76021,49.25084,40.63773,41.30032,41.60077,52.22899,50.17941,Day
2023-10-01 14:45:00,607.8253,80.31088,5.0,13705.0,855.1194,47.12325,47.43329,42.90332,29.88729,24.65826,38.35804,35.19577,36.44675,43.84613,43.02387,45.6131,38.18311,37.01868,34.7344,33.26546,28.80227,32.4237,30.06533,30.34591,36.94608,28.95677,31.01701,29.80531,34.55644,45.92897,45.15678,39.16883,32.13726,24.41127,44.68157,31.28329,41.53806,29.28739,36.27834,37.24624,Day
2023-10-01 15:00:00,650.9853,80.37577,6.0,13709.33,1371.462,37.56121,39.6492,45.62773,43.64658,43.24824,34.48974,35.45548,35.88479,50.0269,50.12505,49.85477,35.94055,39.45828,37.19293,37.5619,35.07639,36.7429,36.75784,34.02879,37.58175,37.19797,38.32983,33.84392,37.41867,45.45947,36.68655,39.40489,24.5637,22.55836,32.24878,36.87722,46.14594,35.8458,23.88441,32.80445,Day
2023-10-01 15:15:00,563.9573,81.16396,5.0,13694.33,953.2221,20.92143,21.31621,22.00824,24.97816,25.04469,19.81808,24.21928,24.41508,24.79979,24.62386,24.22456,22.04462,23.65872,26.35779,31.51096,28.92062,29.29083,29.04661,24.48338,36.60684,34.3363,31.79493,30.65741,29.4418,35.91523,29.16529,27.47292,23.91846,26.37762,36.19599,35.50978,32.95486,22.70227,32.72589,37.22638,Day
