Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Inverter_5,Day/Night
2023-10-01 07:15:00,68.66548,7.33656,4.0,0.007392146,333.2876,76.0,57.0,62.0,71.0,79.0,Day
2023-10-01 07:30:00,145.872,8.16123,4.0,0.007392136,978.4169,221.0,201.0,195.0,179.0,197.0,Day
2023-10-01 07:45:00,235.9436,8.9478,4.0,0.007403622,2010.803,456.0,413.0,406.0,371.0,386.0,Day
2023-10-01 08:00:00,333.5683,9.591765,6.0,0.007425288,3299.695,741.0,677.0,661.0,614.0,639.0,Day
2023-10-01 08:15:00,414.125,10.40066,5.0,0.007427004,4752.028,1054.0,972.0,943.0,889.0,943.0,Day
2023-10-01 08:30:00,537.6624,11.19986,4.0,0.007423532,6268.495,1373.0,1287.0,1234.0,1194.0,1252.0,Day
2023-10-01 08:45:00,649.5671,12.10176,5.0,0.00740215,7752.075,1685.0,1593.0,1522.0,1504.0,1548.0,Day
2023-10-01 09:00:00,724.6336,13.06304,6.0,0.007415043,9008.331,1942.0,1860.0,1778.0,1746.0,1814.0,Day
2023-10-01 09:15:00,785.2923,13.8938,6.0,0.007404887,9645.404,1980.0,1981.0,1959.0,1906.0,1970.0,Day
2023-10-01 09:30:00,812.7659,14.56952,7.0,0.007403155,9730.684,1980.0,1981.0,1980.0,1965.0,1980.0,Day
2023-10-01 09:45:00,829.2,15.28386,8.0,0.007399925,9742.457,1980.0,1980.0,1980.0,1977.0,1980.0,Day
2023-10-01 10:00:00,838.6829,15.61644,8.0,0.007398114,9744.908,1981.0,1980.0,1979.0,1980.0,1980.0,Day
2023-10-01 10:15:00,839.4768,16.02637,9.0,0.007376955,9738.586,1980.0,1980.0,1979.0,1976.0,1980.0,Day
2023-10-01 10:30:00,823.2974,16.5581,9.0,0.007347206,9720.307,1980.0,1980.0,1979.0,1962.0,1980.0,Day
2023-10-01 10:45:00,804.2612,16.8747,11.0,0.007346288,9684.487,1980.0,1980.0,1961.0,1939.0,1980.0,Day
2023-10-01 11:00:00,783.8384,17.06228,10.0,0.007342708,9628.815,1980.0,1980.0,1933.0,1913.0,1979.0,Day
2023-10-01 11:15:00,767.3189,17.2219,9.0,0.007344944,9556.219,1981.0,1979.0,1903.0,1884.0,1963.0,Day
2023-10-01 11:30:00,745.9873,17.55899,9.0,0.007348491,9463.511,1980.0,1956.0,1881.0,1858.0,1939.0,Day
2023-10-01 11:45:00,732.8726,18.09048,9.0,0.007347456,9322.267,1971.0,1920.0,1840.0,1824.0,1913.0,Day
2023-10-01 12:00:00,724.0378,18.10855,10.0,0.007363542,9304.043,1980.0,1920.0,1842.0,1813.0,1895.0,Day
2023-10-01 12:15:00,728.1727,18.69622,10.0,0.007372602,9286.321,1979.0,1910.0,1832.0,1805.0,1911.0,Day
2023-10-01 12:30:00,681.6188,18.47997,10.0,0.007369262,8863.552,1781.0,1704.0,1838.0,1802.0,1865.0,Day
2023-10-01 12:45:00,698.0019,19.03012,10.0,0.007365169,9168.933,1965.0,1891.0,1814.0,1774.0,1867.0,Day
2023-10-01 13:00:00,606.9462,19.40142,9.0,0.007388289,6282.3,1700.0,1349.0,1143.0,1099.0,1081.0,Day
2023-10-01 13:15:00,707.9095,19.3338,10.0,0.007381162,8854.944,1933.0,1718.0,1687.0,1780.0,1869.0,Day
2023-10-01 13:30:00,638.7217,19.44423,9.0,0.007367969,8857.786,1863.0,1873.0,1825.0,1689.0,1747.0,Day
2023-10-01 13:45:00,678.9662,19.80037,10.0,0.007369869,8621.649,1924.0,1705.0,1679.0,1685.0,1754.0,Day
2023-10-01 14:00:00,672.8561,19.96384,9.0,0.007368489,8245.808,1687.0,1661.0,1611.0,1657.0,1760.0,Day
2023-10-01 14:15:00,762.9443,20.39283,12.0,0.007367699,9468.907,1980.0,1954.0,1880.0,1849.0,1960.0,Day
2023-10-01 14:30:00,656.2275,20.65639,12.0,0.007383106,8800.815,1663.0,1916.0,1933.0,1687.0,1753.0,Day
2023-10-01 14:45:00,809.2476,21.32833,10.0,0.007379471,9357.555,1980.0,1961.0,1782.0,1832.0,1954.0,Day
2023-10-01 15:00:00,744.6196,21.84385,10.0,0.007362618,9193.605,1980.0,1716.0,1897.0,1820.0,1919.0,Day
2023-10-01 15:15:00,840.259,21.89414,10.0,0.00736351,9656.238,1981.0,1980.0,1957.0,1920.0,1980.0,Day
2023-10-01 15:30:00,846.7766,22.07872,8.0,0.00737675,9638.649,1980.0,1979.0,1952.0,1905.0,1980.0,Day
2023-10-01 15:45:00,826.4749,21.97038,8.0,0.007387122,8402.167,1765.0,1779.0,1583.0,1606.0,1799.0,Day
2023-10-01 16:00:00,699.9277,21.70447,10.0,0.00738849,9396.362,1977.0,1980.0,1891.0,1795.0,1907.0,Day
2023-10-01 16:15:00,581.0654,21.32468,9.0,0.007383917,8823.728,1890.0,1914.0,1775.0,1638.0,1745.0,Day
2023-10-01 16:30:00,516.4191,20.38499,10.0,0.00738924,7918.214,1706.0,1715.0,1596.0,1461.0,1557.0,Day
2023-10-01 16:45:00,467.8445,20.44648,10.0,0.007393002,6908.152,1488.0,1493.0,1402.0,1266.0,1353.0,Day
2023-10-01 17:00:00,413.4718,21.85438,11.0,0.007393252,5750.614,1239.0,1232.0,1180.0,1047.0,1124.0,Day
2023-10-01 17:15:00,338.6458,22.24491,12.0,0.007388473,4460.48,963.0,935.0,934.0,809.0,871.0,Day
2023-10-01 17:30:00,248.9204,20.22903,9.0,0.007375685,3100.115,670.0,631.0,671.0,560.0,603.0,Day
2023-10-01 17:45:00,137.3891,18.9195,8.0,0.00735718,1732.642,364.0,375.0,400.0,299.0,317.0,Day
2023-10-01 18:00:00,74.59019,17.88848,7.0,0.007393075,710.9417,145.0,169.0,169.0,115.0,127.0,Day
2023-10-01 18:15:00,15.3993,16.72174,5.0,0.007395846,235.2262,51.0,55.0,51.0,43.0,45.0,Day
2023-10-01 18:30:00,2.305949,15.45841,2.0,0.007388258,54.46257,13.0,15.0,12.0,11.0,12.0,Day
2023-10-01 18:45:00,0.0,14.23722,2.0,0.007388028,-11.03781,1.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:00:00,0.0,13.09919,2.0,0.007387121,-14.83702,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:15:00,0.0,12.54635,1.0,0.007389711,-14.89862,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:30:00,0.0,11.79597,1.0,0.007394189,-14.90487,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:45:00,0.0,11.90998,3.0,0.007392992,-14.87477,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:00:00,0.0,11.20535,1.0,0.007400277,-14.94212,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:15:00,0.0,10.46509,1.0,0.007402215,-14.95102,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:30:00,0.0,10.18552,2.0,0.007406944,-14.96708,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:45:00,0.0,9.734185,2.0,0.007409509,-14.96817,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:00:00,0.0,9.23201,2.0,0.007422343,-15.07786,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:15:00,0.0,8.973255,2.0,0.007424784,-15.08644,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:30:00,0.0,8.916085,2.0,0.007377301,-14.82167,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:45:00,0.0,8.540405,1.0,0.007376373,-14.84214,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:00:00,0.0,8.27933,2.0,0.007403666,-14.95232,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:15:00,0.0,7.93788,2.0,0.007411177,-14.99214,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:30:00,0.0,7.93881,3.0,0.0074124,-15.02595,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:45:00,0.0,7.90919,3.0,0.007424341,-15.06721,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:00:00,0.0,8.110625,2.0,0.007401497,-14.94387,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:15:00,0.0,8.14338,3.0,0.007374696,-14.82367,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:30:00,0.0,8.09305,3.0,0.007375252,-14.84721,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:45:00,0.0,7.840695,3.0,0.007381506,-14.87756,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:00:00,0.0,7.84027,3.0,0.007381034,-14.87556,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:15:00,0.0,7.8214,3.0,0.007380397,-14.85997,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:30:00,0.0,7.84331,3.0,0.007377822,-14.8622,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:45:00,0.0,7.79255,2.0,0.007381721,-14.86661,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:00:00,0.0,7.54537,2.0,0.007380078,-14.87734,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:15:00,0.0,7.415315,3.0,0.007378726,-14.86571,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:30:00,0.0,7.717605,3.0,0.007377727,-14.86376,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:45:00,0.0,7.852245,3.0,0.007377059,-14.86104,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:00:00,0.0,7.83808,3.0,0.007381823,-14.8864,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:15:00,0.0,7.66264,3.0,0.007381756,-14.8827,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:30:00,0.0,7.47141,3.0,0.007381449,-14.88417,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:45:00,0.0,7.455195,3.0,0.007382889,-14.89794,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:00:00,0.0,7.323875,2.0,0.007374537,-14.86605,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:15:00,0.0,7.153695,3.0,0.007372108,-14.85623,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:30:00,0.0,7.117015,2.0,0.007372036,-14.83698,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:45:00,0.0,7.249525,1.0,0.007370463,-14.83143,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:00:00,0.0,7.49697,2.0,0.007363795,-14.80922,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.0,7.578045,3.0,0.007354904,-14.78934,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.0,7.67905,2.0,0.007368584,-14.85454,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:45:00,0.0,7.737025,3.0,0.007399377,-14.9971,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:00:00,0.0,7.65041,2.0,0.007392082,-14.95213,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:15:00,0.0,7.593545,3.0,0.007393399,-14.9429,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:30:00,0.0,7.52256,2.0,0.007393013,-14.93909,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.0,7.635925,1.0,0.007410016,-15.02117,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.0,7.981655,1.0,0.007408323,-15.02429,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.0,8.23124,2.0,0.007397662,-14.96788,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:30:00,0.0,8.33347,3.0,0.007397874,-14.99552,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.1117243,8.36519,3.0,0.007420393,-10.89796,1.0,1.0,0.0,1.0,1.0,Night
2023-10-02 07:00:00,9.425151,8.590075,3.0,0.007409782,105.9005,24.0,23.0,22.0,23.0,24.0,Day
2023-10-02 07:15:00,27.57863,8.9933,3.0,0.007413401,319.3148,72.0,63.0,62.0,65.0,68.0,Day
2023-10-02 07:30:00,155.2679,9.5247,3.0,0.007419937,1226.577,273.0,250.0,243.0,228.0,249.0,Day
2023-10-02 07:45:00,148.4834,10.17704,3.0,0.007416827,1443.014,324.0,296.0,285.0,271.0,285.0,Day
2023-10-02 08:00:00,114.56,10.52444,4.0,0.00739725,1260.039,307.0,277.0,266.0,261.0,271.0,Day
2023-10-02 08:15:00,208.3701,10.8827,4.0,0.007383589,2458.831,542.0,496.0,493.0,469.0,482.0,Day
2023-10-02 08:30:00,438.7802,11.64731,4.0,0.007394055,5133.7,1145.0,1049.0,1004.0,970.0,1017.0,Day
2023-10-02 08:45:00,582.6636,12.54712,4.0,0.007404648,6950.98,1505.0,1425.0,1366.0,1346.0,1394.0,Day
2023-10-02 09:00:00,661.1144,13.38875,4.0,0.007406644,8351.968,1811.0,1710.0,1644.0,1618.0,1684.0,Day
2023-10-02 09:15:00,491.9231,14.56822,3.0,0.007401538,6073.792,1231.0,1252.0,1228.0,1209.0,1245.0,Day
2023-10-02 09:30:00,282.4789,15.05268,3.0,0.007415372,3945.732,858.0,800.0,784.0,763.0,790.0,Day
2023-10-02 09:45:00,770.4279,16.21419,5.0,0.007388394,9602.939,1978.0,1969.0,1953.0,1897.0,1954.0,Day
2023-10-02 10:00:00,793.7662,17.77052,4.0,0.00739588,9438.564,1980.0,1942.0,1877.0,1850.0,1936.0,Day
2023-10-02 10:15:00,795.1844,18.85765,3.0,0.007391675,9410.104,1980.0,1949.0,1866.0,1839.0,1922.0,Day
2023-10-02 10:30:00,769.1893,19.22709,4.0,0.007391801,9293.347,1960.0,1922.0,1843.0,1814.0,1899.0,Day
2023-10-02 10:45:00,773.4258,19.77529,3.0,0.007391183,9350.432,1976.0,1937.0,1849.0,1827.0,1905.0,Day
2023-10-02 11:00:00,632.9609,20.78043,4.0,0.007392859,7910.219,1735.0,1671.0,1577.0,1551.0,1487.0,Day
2023-10-02 11:15:00,467.3543,21.42491,3.0,0.007401059,5898.984,1210.0,1151.0,1164.0,1213.0,1235.0,Day
2023-10-02 11:30:00,308.4573,21.33778,3.0,0.007397581,3944.283,839.0,789.0,764.0,778.0,819.0,Day
2023-10-02 11:45:00,420.4714,21.66401,3.0,0.007408242,5531.408,1257.0,1159.0,1067.0,1047.0,1066.0,Day
2023-10-02 12:00:00,424.1881,21.76354,4.0,0.007425172,5489.12,1125.0,1075.0,1069.0,1138.0,1145.0,Day
2023-10-02 12:15:00,315.9601,22.38181,3.0,0.007424767,4136.974,875.0,838.0,807.0,816.0,848.0,Day
2023-10-02 12:30:00,336.933,22.37408,4.0,0.007412346,4389.535,991.0,901.0,841.0,836.0,869.0,Day
2023-10-02 12:45:00,500.2782,22.8327,4.0,0.007379767,6297.662,1288.0,1313.0,1237.0,1217.0,1323.0,Day
2023-10-02 13:00:00,605.872,24.19118,4.0,0.007377557,7613.948,1566.0,1576.0,1504.0,1506.0,1572.0,Day
2023-10-02 13:15:00,530.4718,24.62196,3.0,0.007388564,6741.246,1445.0,1398.0,1333.0,1289.0,1368.0,Day
2023-10-02 13:30:00,487.5041,25.30322,2.0,0.007395848,6150.4,1335.0,1267.0,1194.0,1168.0,1265.0,Day
2023-10-02 13:45:00,249.8034,24.64295,5.0,0.007399569,3310.819,718.0,707.0,642.0,631.0,650.0,Day
2023-10-02 14:00:00,298.252,24.23722,8.0,0.007401512,4006.919,828.0,825.0,788.0,787.0,823.0,Day
2023-10-02 14:15:00,316.847,24.30938,9.0,0.007411108,4233.379,882.0,873.0,830.0,826.0,869.0,Day
2023-10-02 14:30:00,225.0399,23.82953,8.0,0.00741715,3075.765,652.0,649.0,602.0,593.0,615.0,Day
2023-10-02 14:45:00,196.6167,22.8548,7.0,0.007419574,2690.939,561.0,559.0,527.0,526.0,548.0,Day
2023-10-02 15:00:00,193.6783,22.66906,6.0,0.007414213,2584.344,542.0,540.0,507.0,503.0,522.0,Day
2023-10-02 15:15:00,155.2289,22.58218,7.0,0.007413931,2048.961,428.0,429.0,402.0,400.0,415.0,Day
2023-10-02 15:30:00,114.2841,21.61929,6.0,0.007417804,1513.801,317.0,317.0,297.0,297.0,307.0,Day
2023-10-02 15:45:00,110.0436,21.73002,6.0,0.007416706,1375.023,288.0,261.0,262.0,285.0,299.0,Day
2023-10-02 16:00:00,106.743,21.68986,5.0,0.007395133,1314.337,296.0,227.0,243.0,277.0,289.0,Day
2023-10-02 16:15:00,98.67236,21.99385,5.0,0.007394019,1263.632,280.0,236.0,238.0,258.0,269.0,Day
2023-10-02 16:30:00,80.856,21.10095,4.0,0.007397974,1092.703,241.0,214.0,209.0,218.0,227.0,Day
2023-10-02 16:45:00,65.3584,20.53715,3.0,0.007396934,914.2161,200.0,181.0,176.0,182.0,191.0,Day
2023-10-02 17:00:00,19.5606,20.05837,1.0,0.007386689,282.0331,63.0,57.0,56.0,57.0,60.0,Day
2023-10-02 17:15:00,19.1294,19.5484,0.0,0.007381238,259.1715,58.0,53.0,51.0,52.0,55.0,Day
2023-10-02 17:30:00,17.96342,19.12927,0.0,0.007382929,232.574,53.0,48.0,46.0,47.0,49.0,Day
2023-10-02 17:45:00,18.00827,18.74684,1.0,0.007384051,230.0887,52.0,48.0,46.0,47.0,48.0,Day
2023-10-02 18:00:00,10.72544,18.33691,1.0,0.007390936,130.2789,31.0,28.0,26.0,27.0,28.0,Day
2023-10-02 18:15:00,5.523078,17.90453,2.0,0.007393157,59.28769,15.0,15.0,13.0,13.0,13.0,Day
2023-10-02 18:30:00,0.8688549,17.58094,2.0,0.007398112,-9.030573,1.0,1.0,1.0,1.0,1.0,Night
2023-10-02 18:45:00,0.138278,17.31639,2.0,0.007392278,-14.80036,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:00:00,0.0,17.0679,3.0,0.00738859,-14.84794,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:15:00,0.0,16.9477,4.0,0.007394797,-14.89778,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:30:00,0.0,16.95937,6.0,0.007396327,-14.89125,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:45:00,0.0,16.94247,7.0,0.007400399,-14.90964,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:00:00,0.0,16.98369,7.0,0.007393043,-14.85142,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:15:00,0.0,17.12593,8.0,0.007399951,-14.91254,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:30:00,0.0,17.17142,9.0,0.00740969,-14.96394,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:45:00,0.0,17.2184,8.0,0.007419404,-15.02192,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:00:00,0.0,17.26874,10.0,0.007385871,-14.86136,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:15:00,0.0,17.26267,9.0,0.007379023,-14.85,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:30:00,0.0,17.20094,8.0,0.007382765,-14.86612,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:45:00,0.0,17.20106,8.0,0.007378565,-14.81808,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:00:00,0.0,17.22498,11.0,0.007390677,-14.89034,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:15:00,0.0,17.15833,11.0,0.007395894,-14.90471,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:30:00,0.0,17.11496,8.0,0.007405639,-14.9574,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:45:00,0.0,17.18697,8.0,0.007411007,-14.99894,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:00:00,0.0,17.19826,10.0,0.007352582,-14.72292,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:15:00,0.0,17.08724,8.0,0.00735079,-14.68371,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:30:00,0.0,17.06569,10.0,0.007354615,-14.67609,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:45:00,0.0,17.08583,10.0,0.007358998,-14.71631,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:00:00,0.0,16.97108,8.0,0.007381153,-14.8449,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:15:00,0.0,16.84947,8.0,0.007401758,-14.93849,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:30:00,0.0,16.81788,9.0,0.00741048,-14.98064,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:45:00,0.0,16.87976,7.0,0.007411236,-14.97552,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:00:00,0.0,16.97153,6.0,0.00741124,-14.99485,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:15:00,0.0,16.86345,4.0,0.007413668,-15.00052,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:30:00,0.0,16.75431,2.0,0.007419663,-15.01893,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:45:00,0.0,16.6779,3.0,0.007419211,-15.02101,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:00:00,0.0,16.68004,2.0,0.007421103,-15.0324,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:15:00,0.0,16.73945,2.0,0.007414803,-15.0052,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:30:00,0.0,16.85943,3.0,0.007412694,-15.01609,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:45:00,0.0,16.87197,3.0,0.007410502,-14.99537,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 03:00:00,0.0,16.76122,2.0,0.007416964,-15.0297,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 03:15:00,0.0,16.54203,3.0,0.007417158,-15.02228,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 03:30:00,0.0,16.38703,2.0,0.007421814,-15.03234,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 03:45:00,0.0,16.24212,2.0,0.007424242,-15.05678,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 04:00:00,0.0,16.14437,2.0,0.007426435,-15.06481,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 04:15:00,0.0,15.94138,3.0,0.007418866,-15.0364,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 04:30:00,0.0,15.81705,2.0,0.007414534,-15.0206,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 04:45:00,0.0,15.68038,0.0,0.00740909,-14.98175,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 05:00:00,0.0,15.4639,1.0,0.007394887,-14.91317,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 05:15:00,0.0,15.5572,2.0,0.007382442,-14.84902,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 05:30:00,0.0,15.57448,1.0,0.007358976,-14.72754,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 05:45:00,0.0,15.58101,2.0,0.007341432,-14.69848,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 06:00:00,0.0,15.46399,1.0,0.007383656,-14.85231,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 06:15:00,0.0,15.23724,0.0,0.007381623,-14.83696,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 06:30:00,0.0,14.70319,0.0,0.007383649,-14.84908,0.0,0.0,0.0,0.0,0.0,Night
