Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"NC1 - Owen Solar - Eaton Inverter #01 - Measured AC Power, avg, (kW)","NC1 - Owen Solar - Eaton Inverter #02 - Measured AC Power, avg, (kW)","NC1 - Owen Solar - Eaton Inverter #03 - Measured AC Power, avg, (kW)",Day/Night
2023-10-01 05:30:00,-2.667,17.9,0.0,7463.333,-10.187,0.0,0.0,0.0,Night
2023-10-01 05:45:00,-5.0,17.767,0.0,7460.0,-10.19,0.0,0.0,0.0,Night
2023-10-01 06:00:00,-5.333,17.167,0.0,7460.0,-10.193,0.0,0.0,0.0,Night
2023-10-01 06:15:00,-4.0,16.8,0.0,7450.0,-10.167,0.0,0.0,0.0,Night
2023-10-01 06:30:00,-4.0,16.333,0.0,7453.333,-10.15,0.0,0.0,0.0,Night
2023-10-01 06:45:00,-3.333,16.0,0.0,7450.0,-10.143,0.0,0.0,0.0,Night
2023-10-01 07:00:00,-2.667,16.0,0.0,7453.333,-10.153,0.0,0.0,0.0,Night
2023-10-01 07:15:00,1.333,16.3,0.0,7446.667,-10.16,0.0,0.0,0.0,Day
2023-10-01 07:30:00,11.333,15.933,0.0,7450.0,17.357,13.233,0.0,3.633,Day
2023-10-01 07:45:00,29.333,16.033,0.0,7456.667,187.663,73.4,74.467,41.967,Day
2023-10-01 08:00:00,42.667,17.133,0.0,7460.0,456.957,177.6,174.3,116.267,Day
2023-10-01 08:15:00,100.667,21.633,0.0,7466.667,817.673,307.033,291.133,230.333,Day
2023-10-01 08:30:00,251.0,24.2,0.0,7480.0,1226.407,458.967,423.133,353.833,Day
2023-10-01 08:45:00,313.667,23.667,0.0,7476.667,1622.07,601.333,556.667,477.233,Day
2023-10-01 09:00:00,380.667,22.933,0.0,7466.667,2040.42,747.633,697.733,613.167,Day
2023-10-01 09:15:00,448.333,24.033,0.433,7536.667,2438.91,884.567,835.667,743.9,Day
2023-10-01 09:30:00,513.333,25.2,0.3,7530.0,2795.127,1006.0,963.033,865.7,Day
2023-10-01 09:45:00,570.667,25.9,0.967,7540.0,3105.183,1113.833,1070.667,970.567,Day
2023-10-01 10:00:00,627.333,26.533,0.933,7546.667,3400.683,1217.0,1168.733,1073.933,Day
2023-10-01 10:15:00,679.333,26.333,0.9,7550.0,3686.457,1312.433,1267.767,1178.067,Day
2023-10-01 10:30:00,727.0,26.133,1.467,7563.333,3951.457,1404.033,1357.7,1274.0,Day
2023-10-01 10:45:00,629.667,26.3,0.6,7520.0,3214.847,1206.2,1035.6,1033.6,Day
2023-10-01 11:00:00,752.667,27.433,1.733,7556.667,4134.737,1348.433,1492.133,1366.067,Day
2023-10-01 11:15:00,734.667,27.567,1.6,7543.333,3796.907,1274.533,1274.2,1318.667,Day
2023-10-01 11:30:00,569.0,27.033,1.867,7530.0,3167.137,1221.9,1011.733,981.333,Day
2023-10-01 11:45:00,739.667,25.733,2.367,7523.333,3292.867,1175.067,1097.133,1037.367,Day
2023-10-01 12:00:00,789.333,27.967,1.3,7556.667,3874.71,1266.767,1237.233,1453.2,Day
2023-10-01 12:15:00,799.0,28.2,1.567,7606.667,3727.677,1283.267,1267.667,1251.067,Day
2023-10-01 12:30:00,376.667,27.5,2.333,7560.0,2441.543,704.8,877.567,885.767,Day
2023-10-01 12:45:00,815.667,28.067,0.5,7603.333,4190.2,1254.933,1351.667,1669.167,Day
2023-10-01 13:00:00,660.333,29.8,1.4,7596.667,3786.427,1237.567,1216.233,1411.333,Day
2023-10-01 13:15:00,824.0,29.167,1.633,7613.333,4601.543,1353.9,1674.433,1670.133,Day
2023-10-01 13:30:00,983.667,29.2,3.0,7613.333,4734.55,1500.4,1675.6,1665.867,Day
2023-10-01 13:45:00,789.333,29.467,2.633,7600.0,3765.333,1268.867,1260.267,1300.433,Day
2023-10-01 14:00:00,1032.667,30.733,0.7,7590.0,4333.153,1485.933,1408.767,1498.933,Day
2023-10-01 14:15:00,787.667,31.467,0.9,7603.333,3983.963,1284.167,1353.633,1422.733,Day
2023-10-01 14:30:00,885.0,30.267,1.1,7596.667,3637.277,1331.933,1178.867,1202.233,Day
2023-10-01 14:45:00,770.333,31.833,0.233,7620.0,4122.953,1293.233,1334.667,1577.233,Day
2023-10-01 15:00:00,741.667,31.4,1.733,7593.333,4386.49,1252.567,1557.767,1668.8,Day
2023-10-01 15:15:00,613.333,31.833,1.433,7546.667,3210.043,1189.6,1032.767,1046.5,Day
2023-10-01 15:30:00,605.333,30.167,1.433,7570.0,3321.223,1032.033,1115.7,1237.9,Day
2023-10-01 15:45:00,819.0,30.233,2.1,7593.333,4423.003,1508.833,1462.367,1547.833,Day
2023-10-01 16:00:00,409.0,30.5,0.733,7543.333,2537.253,756.767,878.267,956.3,Day
2023-10-01 16:15:00,662.0,33.0,0.433,7600.0,3646.183,1233.8,1238.7,1248.133,Day
2023-10-01 16:30:00,572.0,31.133,0.433,7546.667,3157.787,1034.867,1042.733,1130.367,Day
2023-10-01 16:45:00,519.0,31.167,1.033,7543.333,2890.937,964.3,979.167,993.567,Day
2023-10-01 17:00:00,449.333,30.833,1.367,7533.333,2495.09,826.233,841.733,861.433,Day
2023-10-01 17:15:00,385.333,31.033,0.0,7523.333,2131.87,696.933,714.933,744.3,Day
2023-10-01 17:30:00,322.0,29.833,2.0,7510.0,1748.957,565.6,585.9,617.6,Day
2023-10-01 17:45:00,258.667,30.333,1.067,7510.0,1357.143,430.9,454.0,482.367,Day
2023-10-01 18:00:00,196.333,29.467,0.833,7500.0,966.037,302.367,322.3,354.267,Day
2023-10-01 18:15:00,138.0,29.2,0.4,7490.0,595.387,182.433,197.2,227.933,Day
2023-10-01 18:30:00,83.667,29.5,0.0,7466.667,277.383,74.9,91.8,111.133,Day
2023-10-01 18:45:00,31.667,29.133,0.0,7463.333,57.617,19.967,21.767,21.467,Day
2023-10-01 19:00:00,-2.333,25.067,0.0,7443.333,-13.097,0.0,0.0,0.0,Night
2023-10-01 19:15:00,-6.667,22.8,0.0,7440.0,-13.103,0.0,0.0,0.0,Night
2023-10-01 19:30:00,-6.333,20.667,0.0,7413.333,-11.597,0.0,0.0,0.0,Night
2023-10-01 19:45:00,-5.333,19.5,0.0,7416.667,-10.103,0.0,0.0,0.0,Night
2023-10-01 20:00:00,-5.0,19.3,0.0,7426.667,-10.107,0.0,0.0,0.0,Night
2023-10-01 20:15:00,-4.0,18.5,0.0,7443.333,-10.16,0.0,0.0,0.0,Night
2023-10-01 20:30:00,-4.0,19.067,0.0,7453.333,-10.187,0.0,0.0,0.0,Night
2023-10-01 20:45:00,-3.0,18.967,0.0,7473.333,-10.277,0.0,0.0,0.0,Night
2023-10-01 21:00:00,-3.333,17.767,0.0,7480.0,-10.27,0.0,0.0,0.0,Night
2023-10-01 21:15:00,-3.667,18.0,0.0,7456.667,-10.243,0.0,0.0,0.0,Night
2023-10-01 21:30:00,-3.333,17.667,0.0,7473.333,-10.223,0.0,0.0,0.0,Night
2023-10-01 21:45:00,-3.667,17.767,0.0,7446.667,-10.217,0.0,0.0,0.0,Night
2023-10-01 22:00:00,-3.667,17.733,0.0,7420.0,-10.187,0.0,0.0,0.0,Night
2023-10-01 22:15:00,-3.333,17.6,0.0,7406.667,-10.117,0.0,0.0,0.0,Night
2023-10-01 22:30:00,-3.667,17.9,0.0,7420.0,-10.137,0.0,0.0,0.0,Night
2023-10-01 22:45:00,-2.667,17.4,0.0,7413.333,-10.11,0.0,0.0,0.0,Night
2023-10-01 23:00:00,-3.333,16.533,0.0,7423.333,-10.083,0.0,0.0,0.0,Night
2023-10-01 23:15:00,-4.0,15.967,0.0,7433.333,-10.083,0.0,0.0,0.0,Night
2023-10-01 23:30:00,-3.333,16.033,0.0,7443.333,-10.113,0.0,0.0,0.0,Night
2023-10-01 23:45:00,-3.0,16.033,0.0,7460.0,-10.14,0.0,0.0,0.0,Night
2023-10-02 00:00:00,-3.0,15.6,0.0,7473.333,-10.18,0.0,0.0,0.0,Night
2023-10-02 00:15:00,-3.667,15.6,0.0,7483.333,-10.237,0.0,0.0,0.0,Night
2023-10-02 00:30:00,-3.333,15.233,0.0,7490.0,-10.237,0.0,0.0,0.0,Night
2023-10-02 00:45:00,-3.0,15.067,0.0,7493.333,-10.18,0.0,0.0,0.0,Night
2023-10-02 01:00:00,-3.333,15.633,0.0,7506.667,-10.243,0.0,0.0,0.0,Night
2023-10-02 01:15:00,-4.0,15.7,0.0,7503.333,-10.263,0.0,0.0,0.0,Night
2023-10-02 01:30:00,-3.667,15.267,0.0,7480.0,-10.22,0.0,0.0,0.0,Night
2023-10-02 01:45:00,-3.0,14.567,0.0,7480.0,-10.193,0.0,0.0,0.0,Night
2023-10-02 02:00:00,-3.667,14.3,0.0,7470.0,-10.153,0.0,0.0,0.0,Night
2023-10-02 02:15:00,-3.0,13.933,0.0,7466.667,-10.143,0.0,0.0,0.0,Night
2023-10-02 02:30:00,-4.0,14.633,0.0,7470.0,-10.153,0.0,0.0,0.0,Night
2023-10-02 02:45:00,-3.0,14.3,0.0,7470.0,-10.157,0.0,0.0,0.0,Night
2023-10-02 03:00:00,-3.333,13.467,0.0,7476.667,-10.16,0.0,0.0,0.0,Night
2023-10-02 03:15:00,-4.0,13.4,0.0,7476.667,-10.173,0.0,0.0,0.0,Night
2023-10-02 03:30:00,-3.667,13.0,0.0,7480.0,-10.18,0.0,0.0,0.0,Night
2023-10-02 03:45:00,-3.333,13.6,0.0,7470.0,-10.153,0.0,0.0,0.0,Night
2023-10-02 04:00:00,-3.333,13.1,0.0,7463.333,-10.133,0.0,0.0,0.0,Night
2023-10-02 04:15:00,-3.333,13.467,0.0,7463.333,-10.13,0.0,0.0,0.0,Night
2023-10-02 04:30:00,-4.0,13.433,0.0,7463.333,-10.123,0.0,0.0,0.0,Night
2023-10-02 04:45:00,-3.333,12.933,0.0,7450.0,-10.103,0.0,0.0,0.0,Night
2023-10-02 05:00:00,-4.0,13.4,0.0,7443.333,-10.06,0.0,0.0,0.0,Night
2023-10-02 05:15:00,-3.333,13.333,0.0,7423.333,-10.063,0.0,0.0,0.0,Night
2023-10-02 05:30:00,-3.333,12.767,0.0,7420.0,-10.063,0.0,0.0,0.0,Night
2023-10-02 05:45:00,-3.0,12.933,0.0,7440.0,-10.12,0.0,0.0,0.0,Night
2023-10-02 06:00:00,-2.667,12.8,0.0,7406.667,-10.02,0.0,0.0,0.0,Night
2023-10-02 06:15:00,-3.333,12.1,0.0,7476.667,-10.053,0.0,0.0,0.0,Night
2023-10-02 06:30:00,-3.333,12.567,0.0,7470.0,-10.09,0.0,0.0,0.0,Night
2023-10-02 06:45:00,-3.0,12.7,0.0,7473.333,-10.193,0.0,0.0,0.0,Night
2023-10-02 07:00:00,-2.333,12.333,0.0,7453.333,-10.143,0.0,0.0,0.0,Night
2023-10-02 07:15:00,1.0,12.733,0.0,7450.0,-10.127,0.0,0.0,0.0,Night
2023-10-02 07:30:00,11.333,12.667,0.0,7443.333,14.517,6.067,0.0,3.567,Day
2023-10-02 07:45:00,30.333,13.267,0.0,7436.667,182.877,73.333,68.3,43.033,Day
2023-10-02 08:00:00,39.667,14.9,0.0,7416.667,430.557,177.9,174.767,96.467,Day
2023-10-02 08:15:00,73.333,18.567,0.0,7443.333,826.797,313.267,299.2,235.867,Day
2023-10-02 08:30:00,266.667,22.5,0.0,7476.667,1246.483,465.567,430.1,362.333,Day
2023-10-02 08:45:00,331.0,23.9,0.0,7486.667,1655.86,612.567,567.233,489.033,Day
2023-10-02 09:00:00,397.333,24.4,0.0,7496.667,2059.347,754.833,704.167,622.867,Day
2023-10-02 09:15:00,459.0,23.4,0.333,7540.0,2467.313,896.5,843.767,755.067,Day
2023-10-02 09:30:00,519.667,23.033,0.933,7560.0,2860.55,1035.833,985.5,879.267,Day
2023-10-02 09:45:00,577.667,24.567,1.167,7556.667,3192.17,1146.4,1101.433,1001.533,Day
2023-10-02 10:00:00,633.333,26.7,0.0,7566.667,3471.853,1234.3,1196.4,1103.867,Day
2023-10-02 10:15:00,686.0,25.467,1.633,7570.0,3737.953,1331.367,1287.133,1192.2,Day
2023-10-02 10:30:00,733.0,25.833,1.667,7556.667,3996.817,1419.2,1378.067,1284.567,Day
2023-10-02 10:45:00,776.333,26.1,1.6,7570.0,4216.65,1492.5,1454.033,1366.867,Day
2023-10-02 11:00:00,815.0,28.4,0.467,7570.0,4397.36,1553.0,1515.367,1431.067,Day
2023-10-02 11:15:00,849.0,29.1,1.233,7580.0,4560.44,1603.233,1571.333,1489.433,Day
2023-10-02 11:30:00,889.667,30.1,1.433,7596.667,4734.21,1655.3,1630.0,1552.6,Day
2023-10-02 11:45:00,936.0,28.633,1.367,7596.667,4877.49,1671.233,1675.8,1635.233,Day
2023-10-02 12:00:00,958.0,30.4,1.2,7616.667,4889.77,1671.533,1675.133,1653.533,Day
2023-10-02 12:15:00,986.667,30.133,0.333,7620.0,4910.017,1674.2,1676.433,1665.867,Day
2023-10-02 12:30:00,1012.667,29.9,1.3,7580.0,4513.423,1588.3,1439.733,1589.867,Day
2023-10-02 12:45:00,1025.333,30.233,1.0,7606.667,4912.247,1672.233,1673.533,1669.633,Day
2023-10-02 13:00:00,1040.333,30.567,1.367,7600.0,4916.313,1677.133,1678.767,1671.967,Day
2023-10-02 13:15:00,757.333,29.433,1.633,7586.667,4612.863,1441.4,1603.167,1665.233,Day
2023-10-02 13:30:00,1001.0,30.0,0.833,7593.333,4910.32,1674.033,1670.767,1668.533,Day
2023-10-02 13:45:00,965.667,30.933,1.667,7646.667,4909.927,1672.233,1673.333,1668.1,Day
2023-10-02 14:00:00,950.0,32.633,1.3,7673.333,4907.717,1671.567,1676.567,1664.633,Day
2023-10-02 14:15:00,931.333,31.5,1.333,7640.0,4870.267,1673.333,1668.0,1639.4,Day
2023-10-02 14:30:00,899.667,32.333,1.2,7630.0,4771.06,1641.167,1635.067,1601.8,Day
2023-10-02 14:45:00,862.667,34.033,0.633,7630.0,4613.377,1582.833,1578.567,1560.867,Day
2023-10-02 15:00:00,842.667,31.5,2.067,7620.0,4537.507,1561.4,1553.8,1526.867,Day
2023-10-02 15:15:00,802.0,32.867,0.567,7623.333,4354.76,1491.167,1488.533,1477.467,Day
2023-10-02 15:30:00,763.333,31.867,2.367,7633.333,4171.347,1427.633,1423.567,1415.933,Day
2023-10-02 15:45:00,719.667,31.933,1.2,7616.667,3966.07,1351.533,1353.8,1350.467,Day
2023-10-02 16:00:00,668.333,31.667,1.767,7600.0,3704.9,1255.233,1264.2,1262.467,Day
2023-10-02 16:15:00,613.667,32.2,1.0,7590.0,3418.313,1152.3,1161.533,1167.333,Day
2023-10-02 16:30:00,560.0,32.533,0.233,7586.667,3106.197,1043.433,1055.833,1060.233,Day
2023-10-02 16:45:00,496.667,34.833,0.0,7576.667,2766.757,921.633,934.367,952.433,Day
2023-10-02 17:00:00,438.0,32.7,0.633,7540.0,2434.243,803.233,817.067,839.967,Day
2023-10-02 17:15:00,376.333,32.1,1.167,7533.333,2080.66,680.633,697.733,726.767,Day
2023-10-02 17:30:00,313.0,31.833,0.467,7533.333,1692.227,547.3,566.6,594.033,Day
2023-10-02 17:45:00,250.333,30.833,1.033,7506.667,1302.357,415.533,435.733,465.633,Day
2023-10-02 18:00:00,186.667,31.233,0.467,7500.0,915.827,286.767,303.667,337.333,Day
2023-10-02 18:15:00,126.667,32.533,0.0,7463.333,555.32,170.467,183.567,212.467,Day
2023-10-02 18:30:00,73.0,31.733,0.0,7436.667,206.757,76.067,85.167,69.9,Day
2023-10-02 18:45:00,23.333,29.4,0.0,7430.0,48.463,16.067,20.067,14.467,Day
2023-10-02 19:00:00,-3.0,24.533,0.0,7436.667,-13.03,0.0,0.0,0.0,Night
2023-10-02 19:15:00,-7.333,21.6,0.0,7433.333,-13.067,0.0,0.0,0.0,Night
2023-10-02 19:30:00,-6.333,20.933,0.0,7436.667,-12.107,0.0,0.0,0.0,Night
2023-10-02 19:45:00,-5.333,20.433,0.0,7453.333,-10.097,0.0,0.0,0.0,Night
2023-10-02 20:00:00,-4.667,19.767,0.0,7460.0,-10.167,0.0,0.0,0.0,Night
2023-10-02 20:15:00,-4.333,18.9,0.0,7470.0,-10.197,0.0,0.0,0.0,Night
2023-10-02 20:30:00,-4.0,18.5,0.0,7476.667,-10.237,0.0,0.0,0.0,Night
2023-10-02 20:45:00,-3.667,17.767,0.0,7480.0,-10.24,0.0,0.0,0.0,Night
2023-10-02 21:00:00,-4.0,18.067,0.0,7460.0,-10.213,0.0,0.0,0.0,Night
2023-10-02 21:15:00,-2.667,18.267,0.0,7466.667,-10.223,0.0,0.0,0.0,Night
2023-10-02 21:30:00,-3.333,17.8,0.0,7483.333,-10.253,0.0,0.0,0.0,Night
2023-10-02 21:45:00,-2.667,16.967,0.0,7466.667,-10.223,0.0,0.0,0.0,Night
2023-10-02 22:00:00,-2.667,16.867,0.0,7450.0,-10.223,0.0,0.0,0.0,Night
2023-10-02 22:15:00,-2.333,17.033,0.0,7463.333,-10.22,0.0,0.0,0.0,Night
2023-10-02 22:30:00,-2.667,17.033,0.0,7486.667,-10.257,0.0,0.0,0.0,Night
2023-10-02 22:45:00,-2.667,16.567,0.0,7483.333,-10.25,0.0,0.0,0.0,Night
2023-10-02 23:00:00,-3.333,16.967,0.0,7480.0,-10.26,0.0,0.0,0.0,Night
2023-10-02 23:15:00,-4.0,16.967,0.0,7496.667,-10.27,0.0,0.0,0.0,Night
2023-10-02 23:30:00,-3.333,16.967,0.0,7466.667,-10.163,0.0,0.0,0.0,Night
2023-10-02 23:45:00,-3.667,17.567,0.0,7440.0,-10.063,0.0,0.0,0.0,Night
2023-10-03 00:00:00,-3.0,16.867,0.0,7450.0,-10.1,0.0,0.0,0.0,Night
2023-10-03 00:15:00,-3.333,16.5,0.0,7466.667,-10.173,0.0,0.0,0.0,Night
2023-10-03 00:30:00,-3.667,16.333,0.0,7473.333,-10.183,0.0,0.0,0.0,Night
2023-10-03 00:45:00,-2.667,15.7,0.0,7483.333,-10.2,0.0,0.0,0.0,Night
2023-10-03 01:00:00,-3.0,15.4,0.0,7486.667,-10.25,0.0,0.0,0.0,Night
2023-10-03 01:15:00,-3.0,15.467,0.0,7496.667,-10.263,0.0,0.0,0.0,Night
2023-10-03 01:30:00,-3.0,15.433,0.0,7510.0,-10.25,0.0,0.0,0.0,Night
2023-10-03 01:45:00,-3.667,15.533,0.0,7486.667,-10.197,0.0,0.0,0.0,Night
2023-10-03 02:00:00,-3.667,15.4,0.0,7423.333,-10.05,0.0,0.0,0.0,Night
2023-10-03 02:15:00,-3.333,15.5,0.0,7403.333,-9.993,0.0,0.0,0.0,Night
2023-10-03 02:30:00,-2.0,14.733,0.0,7410.0,-10.003,0.0,0.0,0.0,Night
2023-10-03 02:45:00,-3.667,14.5,0.0,7406.667,-10.007,0.0,0.0,0.0,Night
2023-10-03 03:00:00,-3.0,14.967,0.0,7410.0,-10.013,0.0,0.0,0.0,Night
2023-10-03 03:15:00,-3.333,14.5,0.0,7416.667,-10.003,0.0,0.0,0.0,Night
2023-10-03 03:30:00,-3.0,14.3,0.0,7436.667,-10.003,0.0,0.0,0.0,Night
2023-10-03 03:45:00,-2.667,14.167,0.0,7430.0,-10.003,0.0,0.0,0.0,Night
2023-10-03 04:00:00,-3.0,13.6,0.0,7440.0,-10.03,0.0,0.0,0.0,Night
2023-10-03 04:15:00,-2.667,13.567,0.0,7433.333,-10.013,0.0,0.0,0.0,Night
2023-10-03 04:30:00,-3.0,13.567,0.0,7433.333,-10.057,0.0,0.0,0.0,Night
2023-10-03 04:45:00,-3.0,13.667,0.0,7450.0,-10.123,0.0,0.0,0.0,Night
2023-10-03 05:00:00,-3.0,13.467,0.0,7480.0,-10.213,0.0,0.0,0.0,Night
2023-10-03 05:15:00,-3.0,13.433,0.0,7460.0,-10.177,0.0,0.0,0.0,Night
2023-10-03 05:30:00,-3.0,13.333,0.0,7453.333,-10.163,0.0,0.0,0.0,Night
2023-10-03 05:45:00,-3.0,14.267,0.0,7433.333,-10.11,0.0,0.0,0.0,Night
2023-10-03 06:00:00,-3.0,13.233,0.0,7410.0,-10.03,0.0,0.0,0.0,Night
2023-10-03 06:15:00,-3.0,13.333,0.0,7403.333,-10.04,0.0,0.0,0.0,Night
2023-10-03 06:30:00,-3.0,13.433,0.0,7413.333,-10.12,0.0,0.0,0.0,Night
2023-10-03 06:45:00,-3.0,13.767,0.0,7416.667,-10.083,0.0,0.0,0.0,Night
2023-10-03 07:00:00,-2.333,13.767,0.0,7466.667,-10.143,0.0,0.0,0.0,Night
2023-10-03 07:15:00,0.667,13.833,0.0,7513.333,-10.213,0.0,0.0,0.0,Night
2023-10-03 07:30:00,11.333,13.667,0.0,7486.667,7.143,6.6,9.933,0.0,Day
2023-10-03 07:45:00,31.333,14.1,0.0,7493.333,141.267,64.967,66.3,16.567,Day
2023-10-03 08:00:00,37.0,16.633,0.0,7473.333,414.473,166.367,161.7,99.233,Day
2023-10-03 08:15:00,67.0,20.767,0.0,7493.333,772.78,291.033,276.633,218.4,Day
2023-10-03 08:30:00,247.0,23.2,0.0,7523.333,1164.497,434.433,401.833,339.767,Day
2023-10-03 08:45:00,306.333,24.267,0.0,7526.667,1554.863,574.2,532.567,459.067,Day
2023-10-03 09:00:00,373.333,23.367,0.267,7533.333,1952.41,716.567,668.7,587.667,Day
2023-10-03 09:15:00,434.333,24.233,0.3,7533.333,2344.573,850.367,801.467,712.333,Day
2023-10-03 09:30:00,495.333,24.033,0.4,7540.0,2730.023,985.267,937.6,842.433,Day
2023-10-03 09:45:00,552.0,24.267,1.267,7600.0,3064.67,1096.933,1055.367,954.167,Day
2023-10-03 10:00:00,607.333,24.567,0.9,7600.0,3345.327,1193.133,1150.067,1061.1,Day
2023-10-03 10:15:00,658.667,25.8,1.333,7603.333,3615.93,1285.933,1244.367,1154.467,Day
2023-10-03 10:30:00,705.0,27.033,0.467,7600.0,3846.263,1362.067,1325.0,1238.0,Day
2023-10-03 10:45:00,750.667,28.9,0.4,7610.0,4058.08,1436.533,1395.967,1316.367,Day
2023-10-03 11:00:00,788.0,28.233,1.067,7610.0,4244.643,1498.6,1457.633,1384.7,Day
2023-10-03 11:15:00,823.333,28.8,0.3,7590.0,4422.86,1554.167,1519.3,1452.167,Day
2023-10-03 11:30:00,778.333,28.567,1.167,7576.667,4056.56,1473.333,1228.633,1449.5,Day
2023-10-03 11:45:00,895.333,29.167,0.567,7586.667,4695.25,1658.433,1570.233,1571.267,Day
2023-10-03 12:00:00,938.333,30.933,0.3,7590.0,4562.293,1673.567,1645.467,1332.833,Day
2023-10-03 12:15:00,951.667,29.9,0.733,7583.333,4895.25,1673.9,1674.367,1655.767,Day
2023-10-03 12:30:00,961.333,30.3,0.633,7593.333,4890.2,1672.1,1679.133,1651.067,Day
2023-10-03 12:45:00,958.0,30.233,1.0,7586.667,4910.147,1676.1,1676.567,1667.433,Day
2023-10-03 13:00:00,961.0,30.233,0.6,7610.0,4911.163,1672.467,1673.067,1668.433,Day
2023-10-03 13:15:00,958.0,31.267,0.2,7596.667,4610.813,1444.733,1590.233,1666.7,Day
2023-10-03 13:30:00,973.0,32.233,0.5,7583.333,4908.257,1674.733,1676.867,1670.4,Day
2023-10-03 13:45:00,724.333,31.167,0.0,7526.667,3248.107,1267.033,1037.667,1003.167,Day
2023-10-03 14:00:00,982.667,31.133,0.933,7533.333,3448.28,1675.167,1160.433,678.3,Day
2023-10-03 14:15:00,955.667,33.667,0.433,7596.667,4914.12,1672.533,1674.6,1670.033,Day
2023-10-03 14:30:00,869.333,31.4,1.233,7600.0,4804.83,1642.967,1648.7,1620.333,Day
2023-10-03 14:45:00,890.0,34.167,0.567,7600.0,4710.263,1623.967,1611.4,1581.967,Day
2023-10-03 15:00:00,877.667,32.367,0.9,7606.667,4705.77,1616.1,1614.033,1582.3,Day
2023-10-03 15:15:00,648.0,31.0,1.267,7570.0,3739.34,1208.9,1131.233,1472.9,Day
2023-10-03 15:30:00,491.333,32.567,0.3,7563.333,3197.57,996.6,1081.5,1187.667,Day
2023-10-03 15:45:00,756.333,32.4,0.667,7570.0,3569.34,1169.133,1179.467,1285.9,Day
2023-10-03 16:00:00,510.667,34.0,0.0,7570.0,3073.113,992.6,1130.2,995.7,Day
2023-10-03 16:15:00,263.667,31.733,0.233,7510.0,1652.443,495.333,550.0,637.5,Day
2023-10-03 16:30:00,243.0,29.867,0.0,7516.667,1535.297,393.2,518.9,643.1,Day
2023-10-03 16:45:00,501.667,34.533,0.167,7566.667,2741.72,928.7,912.2,936.333,Day
2023-10-03 17:00:00,421.0,35.733,0.0,7546.667,2321.67,767.167,779.367,801.7,Day
2023-10-03 17:15:00,357.0,34.7,0.0,7523.333,1938.693,640.067,654.933,664.9,Day
2023-10-03 17:30:00,290.333,34.233,0.367,7510.0,1564.853,508.0,524.333,547.667,Day
2023-10-03 17:45:00,228.333,33.467,0.0,7506.667,1188.89,381.833,399.133,423.0,Day
2023-10-03 18:00:00,163.667,34.233,0.0,7490.0,808.227,254.4,269.3,296.367,Day
2023-10-03 18:15:00,109.0,32.8,0.0,7486.667,482.01,151.3,157.733,183.967,Day
