Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Inverter_1,Inverter_2,Day/Night
2023-09-01 00:00:00,-999.0,-999.0,-999.0,7450.0,-7.03,0.0,0.0,Unknown
2023-09-01 00:15:00,-999.0,-999.0,-999.0,7443.333,-6.997,0.0,0.0,Unknown
2023-09-01 00:30:00,-999.0,-999.0,-999.0,7470.0,-7.075,0.0,0.0,Unknown
2023-09-01 00:45:00,-999.0,-999.0,-999.0,7485.0,-7.05,0.0,0.0,Unknown
2023-09-01 01:00:00,-999.0,-999.0,-999.0,7450.0,-7.02,0.0,0.0,Unknown
2023-09-01 01:15:00,-999.0,-999.0,-999.0,7456.667,-7.027,0.0,0.0,Unknown
2023-09-01 01:30:00,-999.0,-999.0,-999.0,7456.667,-7.03,0.0,0.0,Unknown
2023-09-01 01:45:00,-999.0,-999.0,-999.0,7466.667,-7.057,0.0,0.0,Unknown
2023-09-01 02:00:00,-999.0,-999.0,-999.0,7476.667,-7.09,0.0,0.0,Unknown
2023-09-01 02:15:00,-999.0,-999.0,-999.0,7473.333,-7.033,0.0,0.0,Unknown
2023-09-01 02:30:00,-999.0,-999.0,-999.0,7466.667,-6.997,0.0,0.0,Unknown
2023-09-01 02:45:00,-999.0,-999.0,-999.0,7476.667,-6.993,0.0,0.0,Unknown
2023-09-01 03:00:00,-999.0,-999.0,-999.0,7453.333,-6.99,0.0,0.0,Unknown
2023-09-01 03:15:00,-999.0,-999.0,-999.0,7430.0,-6.943,0.0,0.0,Unknown
2023-09-01 03:30:00,-999.0,-999.0,-999.0,7450.0,-6.997,0.0,0.0,Unknown
2023-09-01 03:45:00,-999.0,-999.0,-999.0,7470.0,-7.057,0.0,0.0,Unknown
2023-09-01 04:00:00,-999.0,-999.0,-999.0,7473.333,-7.07,0.0,0.0,Unknown
2023-09-01 04:15:00,-999.0,-999.0,-999.0,7463.333,-7.053,0.0,0.0,Unknown
2023-09-01 04:30:00,-999.0,-999.0,-999.0,7470.0,-7.07,0.0,0.0,Unknown
2023-09-01 04:45:00,-999.0,-999.0,-999.0,7473.333,-7.083,0.0,0.0,Unknown
2023-09-01 05:00:00,-999.0,-999.0,-999.0,7463.333,-7.04,0.0,0.0,Unknown
2023-09-01 05:15:00,-999.0,-999.0,-999.0,7473.333,-7.077,0.0,0.0,Unknown
2023-09-01 05:30:00,-999.0,-999.0,-999.0,7490.0,-7.037,0.0,0.0,Unknown
2023-09-01 05:45:00,-999.0,-999.0,-999.0,7483.333,-7.043,0.0,0.0,Unknown
