Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Day/Night
2023-10-01 00:00:00,0.0,-999.0,0.0,0.08952968,-1.185089,0.0,0.0,0.0,0.0,Night
2023-10-01 00:15:00,0.0,-999.0,0.0,0.08944607,-1.18143,0.0,0.0,0.0,0.0,Night
2023-10-01 00:30:00,0.0,-999.0,1.115965,0.07956811,-1.586655,0.0,0.0,0.0,0.0,Night
2023-10-01 00:45:00,0.0,-999.0,0.3753021,0.07967682,-1.590033,0.0,0.0,0.0,0.0,Night
2023-10-01 01:00:00,0.0,-999.0,0.0,0.07974106,-1.565116,0.0,0.0,0.0,0.0,Night
2023-10-01 01:15:00,0.0,-999.0,0.0,0.08959206,-1.891667,0.0,0.0,0.0,0.0,Night
2023-10-01 01:30:00,0.0,-999.0,0.0,0.0896761,-1.911578,0.0,0.0,0.0,0.0,Night
2023-10-01 01:45:00,0.0,-999.0,0.0,0.07953151,-1.613311,0.0,0.0,0.0,0.0,Night
2023-10-01 02:00:00,0.0,-999.0,0.73821,0.07923982,-1.6002,0.0,0.0,0.0,0.0,Night
2023-10-01 02:15:00,0.0,-999.0,2.236867,0.08915868,-1.961478,0.0,0.0,0.0,0.0,Night
2023-10-01 02:30:00,0.8443704,-999.0,2.2369,0.08925251,-1.998339,0.0,0.0,0.0,0.0,Night
2023-10-01 02:45:00,7.407407e-05,-999.0,2.2369,0.08908382,-1.991733,0.0,0.0,0.0,0.0,Night
2023-10-01 03:00:00,0.0,-999.0,1.496229,0.08907848,-1.723163,0.0,0.0,0.0,0.0,Night
2023-10-01 03:15:00,0.0,-999.0,8.284815e-06,0.07916333,-1.678333,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.0,-999.0,0.7258824,0.07932066,-1.676667,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.0,-999.0,2.236768,0.07924545,-1.69,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.0,-999.0,1.491267,0.07925759,-1.693311,0.0,0.0,0.0,0.0,Night
