Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Inverter_11,Inverter_12,Inverter_13,Inverter_14,Inverter_15,Inverter_16,Day/Night
2023-10-01 00:00:00,-0.1994465,66.14706,1,7.557666,-2.662828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:15:00,-0.1144667,66.26327,1,7.549663,-2.655512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:30:00,-0.263335,66.17191,0,7.552727,-2.656812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 00:45:00,-0.3365656,66.02097,1,7.537856,-2.641447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:00:00,-0.5082132,65.61765,0,7.531275,-2.637967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:15:00,-0.3838368,64.99519,0,7.526498,-2.635298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:30:00,-0.381092,64.34564,0,7.531273,-2.641541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 01:45:00,-0.4346049,63.77624,0,7.537799,-2.646741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:00:00,-0.2670671,63.07476,0,7.54201,-2.650289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:15:00,-0.2425277,62.63566,0,7.54705,-2.656181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:30:00,-0.2931764,62.59727,0,7.54948,-2.658215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 02:45:00,-0.2046332,62.25257,0,7.5473,-2.657681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:00:00,-0.2244722,62.0035,0,7.542502,-2.655495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:15:00,-0.3055823,61.46362,0,7.540043,-2.653681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.02859637,60.93318,0,7.54311,-2.65678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,-0.4985549,60.80738,0,7.552606,-2.666555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,-0.3180101,60.78671,0,7.549699,-2.663757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,-0.2376493,61.95597,0,7.548947,-2.66343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,-0.392503,61.94737,0,7.555293,-2.669915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,-0.3497875,61.95661,0,7.551586,-2.667238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,-0.175243,61.74685,0,7.55205,-2.667629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,-0.3390421,61.97661,0,7.553425,-2.668804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,-0.4850058,61.61887,0,7.550083,-2.667901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,-0.3083705,61.14093,0,7.548792,-2.667714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,-0.340251,61.11631,0,7.546365,-2.666245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,-0.2058045,60.7207,0,7.539875,-2.658416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:30:00,-0.1577367,59.73032,0,7.542282,-2.660834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:45:00,-0.2204093,59.34673,0,7.540264,-2.66081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 07:00:00,-0.3527471,59.71563,0,7.536036,-2.635354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 07:15:00,2.975809,60.15883,0,7.535882,-2.613909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day
2023-10-01 07:30:00,17.64926,60.70032,0,7.545072,-2.623818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day
2023-10-01 07:45:00,48.23724,61.33223,0,7.533505,-2.613418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day
2023-10-01 08:00:00,54.3656,62.34917,0,7.522084,-2.602509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Day
2023-10-01 08:15:00,48.46914,63.37528,1,7.516996,248.7988,0.0,0.0,22.94948,21.2941,15.59265,10.08115,19.39041,21.08673,15.49739,13.70945,20.10688,20.10641,18.37012,17.36481,18.1876,18.42203,Day
2023-10-01 08:30:00,50.59271,64.42656,2,7.525038,931.8757,0.0,37.43453,82.20869,74.83699,56.21991,35.71639,71.94536,75.7339,55.37901,49.57081,72.10207,71.29946,65.07947,62.47235,65.634,65.7975,Day
2023-10-01 08:45:00,86.03674,65.70235,3,7.516134,1257.652,0.08779353,70.90611,108.2131,100.9069,79.89715,46.55814,94.77354,97.4362,74.26152,67.44482,94.50935,93.21276,84.98792,83.39828,86.98978,86.66474,Day
2023-10-01 09:00:00,651.1115,67.1551,3,7.512358,1558.223,61.32233,83.42747,123.8698,123.8696,99.30743,53.37833,110.3334,111.1376,86.74693,86.42178,108.1424,111.3034,99.47196,98.60117,108.3721,107.4764,Day
2023-10-01 09:15:00,783.764,68.71545,3,7.498672,1643.419,84.76912,87.52184,125.9566,125.9601,102.8137,55.18111,114.9874,115.3782,90.01939,91.43294,111.3041,116.3354,103.7241,103.0456,115.5072,114.2051,Day
2023-10-01 09:30:00,820.0814,70.1818,3,7.490935,1673.967,87.04214,90.61154,125.9905,125.972,104.7626,56.34613,117.137,117.9497,91.86699,94.01632,113.2356,118.4685,105.5953,105.0153,117.6056,116.3984,Day
2023-10-01 09:45:00,844.5736,71.72832,3,7.487495,1697.755,88.13412,93.18911,125.994,125.972,106.1325,57.18312,118.446,119.735,93.31699,97.05826,114.4378,120.1165,107.2424,106.9512,119.3485,118.1246,Day
2023-10-01 10:00:00,856.123,73.31776,2,7.494146,1712.387,89.00494,95.30135,125.994,125.9904,106.7148,57.67158,119.3725,120.6484,93.8944,99.46438,115.3201,121.0831,108.0825,107.8213,120.2582,119.1631,Day
2023-10-01 10:15:00,859.605,74.99053,3,7.493708,1724.803,88.90227,96.66736,125.9995,125.999,107.6436,58.20816,120.3843,121.8611,94.73843,101.7633,116.5052,122.175,108.9553,108.5407,120.9382,119.8822,Day
2023-10-01 10:30:00,854.0547,76.59261,2,7.493644,1723.58,88.93224,97.72096,125.9969,125.999,107.0816,58.39095,119.5488,121.1601,94.57545,103.3602,115.6296,121.5836,108.4144,108.2844,121.0508,119.887,Day
2023-10-01 10:45:00,842.1824,77.36784,4,7.502936,1719.001,88.74991,98.55754,125.995,125.999,107.1916,59.34257,118.9001,120.4597,93.92667,104.0857,114.8988,120.6258,107.688,107.4435,120.1027,119.0035,Day
2023-10-01 11:00:00,826.7155,78.15514,5,7.494208,1717.657,88.92344,99.83749,125.9886,125.9933,107.2841,61.07794,118.7468,120.1064,93.28606,104.4992,114.7607,120.1137,107.1333,106.9118,119.1467,118.0523,Day
2023-10-01 11:15:00,811.0843,79.52753,3,7.494067,1722.364,88.66916,100.4222,125.9889,125.988,107.0836,63.73934,118.7544,120.3008,93.35104,106.308,114.7186,120.0953,107.019,106.7381,119.0567,118.0102,Day
2023-10-01 11:30:00,776.1232,80.15389,3,7.491828,1706.995,87.61674,98.99242,124.6509,118.8643,101.4437,64.64297,118.2785,120.7388,92.96116,107.3302,115.0458,120.4064,106.5681,104.3964,116.4952,115.8011,Day
2023-10-01 11:45:00,777.9799,81.08027,3,7.497552,1755.906,90.56603,103.7483,125.9947,125.9838,108.5574,72.81376,120.3345,122.056,94.96735,111.4536,116.5829,121.7899,108.5733,107.5225,120.0525,119.5633,Day
2023-10-01 12:00:00,582.0507,81.83386,4,7.499417,1410.43,69.43046,79.25153,96.53819,101.6057,88.67891,63.3655,98.20793,99.98462,76.99751,96.24617,89.35861,95.45279,86.62843,87.77454,95.95735,102.1679,Day
2023-10-01 12:15:00,413.5853,81.75583,3,7.497645,1212.171,49.10262,53.06778,74.38963,88.60372,82.22843,61.30041,91.31618,93.71281,70.98992,86.30193,75.18472,87.2409,78.87668,81.91022,84.8303,80.94412,Day
2023-10-01 12:30:00,580.6588,81.16132,6,7.512711,1536.077,91.94331,95.57137,114.1408,118.6239,98.52798,75.4538,105.0894,101.7637,86.89903,84.50515,97.19543,99.50899,91.96274,92.61271,102.9412,101.0482,Day
2023-10-01 12:45:00,625.9446,82.25942,5,7.515932,1782.952,93.57639,105.0013,125.997,125.4866,109.0557,89.30253,118.6719,119.4903,94.84039,116.9537,117.6217,122.4389,109.127,108.4267,120.5162,119.4885,Day
2023-10-01 13:00:00,568.3185,83.78034,3,7.50513,1782.547,96.93524,105.1412,125.975,123.9493,107.2277,91.85915,119.2569,121.6452,94.85513,117.4934,116.6048,121.1297,108.4189,107.818,119.6902,118.6358,Day
2023-10-01 13:15:00,563.9648,84.61694,4,7.502483,1736.702,101.7974,109.8626,124.3095,122.1565,110.5859,99.77039,125.1398,115.2426,95.25404,107.1923,115.27,115.3686,108.8,105.6343,101.5152,96.4586,Day
2023-10-01 13:30:00,356.5047,83.96967,3,7.49938,1145.434,56.1805,62.7647,80.07363,80.70844,72.76481,72.76669,96.21024,96.01865,71.48801,76.28632,57.73382,59.5337,63.9001,70.27108,78.71849,73.99442,Day
2023-10-01 13:45:00,354.4537,83.45549,5,7.505888,1441.469,65.28326,68.88118,84.39348,92.50077,89.9177,89.1955,104.9832,110.2621,85.2235,95.5737,81.25698,90.11781,95.21102,102.9769,110.1652,100.2486,Day
2023-10-01 14:00:00,331.5916,86.24935,2,7.499247,1685.64,89.99224,90.78658,103.9889,103.0378,95.39925,95.54379,120.1532,125.4674,101.2798,125.4421,100.9632,104.4737,97.29833,103.0609,122.3181,125.3796,Day
2023-10-01 14:15:00,293.8871,86.72618,4,7.495386,1685.734,93.7812,89.96299,105.2801,102.1176,94.66013,92.62016,113.3529,124.332,85.86314,104.1739,108.4501,120.7523,109.498,110.002,122.9212,124.1176,Day
2023-10-01 14:30:00,239.2071,87.60489,3,7.499108,1248.72,77.33169,74.5672,84.42959,83.30104,78.35767,77.48671,83.57056,88.59506,75.20145,88.71742,78.05621,74.49759,68.09003,71.77689,79.5798,82.59461,Day
2023-10-01 14:45:00,180.1327,88.10823,3,7.50825,1007.445,54.63226,53.52286,60.55702,58.32095,56.36484,54.9409,62.10291,77.1405,69.10164,92.15396,58.81105,59.86814,57.31212,60.15928,69.58334,75.92917,Day
2023-10-01 15:00:00,144.9563,86.77276,3,7.501477,566.3525,47.46947,40.03432,40.62218,32.48249,27.98472,27.04107,30.88141,31.36934,24.58223,32.69254,34.64896,43.97617,37.30425,35.60409,41.94757,35.17287,Day
