Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Solectria 750kW Inverter - 1, AC Power output","Solectria 750kW Inverter - 2, AC Power output","Solectria 750kW Inverter - 3, AC Power output","Solectria 750kW Inverter - 4, AC Power output",Day/Night
2023-10-01 11:45:00,715.171,86.86351,4,20059.33,2170.54,511.946,561.4772,538.9336,574.668,Day
2023-10-01 12:00:00,691.3213,87.33697,4,20042.0,2091.322,489.3678,540.3516,517.6569,558.4147,Day
2023-10-01 12:15:00,678.7563,88.6403,2,19970.33,2041.208,488.6615,523.069,505.9349,539.2741,Day
2023-10-01 12:30:00,528.8329,88.63927,4,19970.0,1494.284,378.7995,388.9075,364.194,374.7532,Day
2023-10-01 12:45:00,435.7386,86.83147,4,19956.33,1260.468,331.377,318.2806,307.5273,313.64,Day
2023-10-01 13:00:00,492.9523,87.51003,3,19955.67,1354.888,326.5091,347.1862,328.9967,363.4688,Day
2023-10-01 13:15:00,598.2798,87.86154,2,19944.0,1261.009,321.5026,321.2865,305.8776,324.64,Day
2023-10-01 13:30:00,347.0135,87.64691,3,19964.33,1073.871,251.668,268.6413,266.0898,296.3451,Day
2023-10-01 13:45:00,392.4638,88.32114,3,19954.33,1146.998,304.4968,284.2546,282.4863,285.1465,Day
2023-10-01 14:00:00,285.7479,87.68974,3,19884.67,992.0597,258.5299,249.9857,236.002,254.7135,Day
2023-10-01 14:15:00,401.4539,88.33025,5,19932.0,1163.496,300.5104,285.8972,279.5508,305.2357,Day
2023-10-01 14:30:00,345.2404,88.94957,3,19944.33,955.3557,241.623,236.6419,233.6868,251.1543,Day
2023-10-01 14:45:00,300.6795,88.72376,3,19877.0,940.7293,248.7253,229.8581,224.8731,243.9323,Day
2023-10-01 15:00:00,168.7907,87.19239,3,19847.0,531.344,135.7923,131.194,127.6328,143.6426,Day
2023-10-01 15:15:00,184.7153,87.05814,3,19850.33,614.6953,178.6361,147.0287,143.2422,152.4245,Day
2023-10-01 15:30:00,196.8293,87.23769,3,19893.33,721.627,192.7871,176.7018,171.3639,186.4062,Day
2023-10-01 15:45:00,174.4154,86.89465,3,19834.33,634.491,171.0762,154.4531,151.4108,163.834,Day
2023-10-01 16:00:00,139.2676,86.64613,3,19800.67,558.6973,152.6973,134.375,132.8288,145.7428,Day
2023-10-01 16:15:00,110.8622,87.08345,3,19811.67,510.654,143.8646,120.974,120.8535,132.3789,Day
2023-10-01 16:30:00,94.07878,86.37456,3,19796.33,452.8897,131.9271,107.0286,106.5625,115.2865,Day
2023-10-01 16:45:00,81.79842,84.9442,3,19754.67,391.6663,105.4675,94.972,95.60222,103.4316,Day
2023-10-01 17:00:00,69.96899,84.6581,2,19736.33,329.0593,91.10547,77.76237,80.61328,87.21289,Day
2023-10-01 17:15:00,57.86435,83.8657,1,19735.33,253.5667,71.24609,59.34831,61.153,69.94922,Day
2023-10-01 17:30:00,50.52489,83.36577,1,19721.0,179.7283,48.64062,46.54297,42.2819,49.4681,Day
2023-10-01 17:45:00,41.52799,81.76758,0,19662.67,132.197,35.44922,35.37044,32.40234,35.40886,Day
2023-10-01 18:00:00,31.6558,79.6013,0,19745.67,87.763,22.99023,24.37175,22.8431,24.23307,Day
2023-10-01 18:15:00,20.77708,77.36271,0,19755.0,46.891,12.24674,14.26953,13.19662,14.07943,Day
2023-10-01 18:30:00,10.31223,75.4586,0,19738.67,12.33167,3.760417,5.291016,4.451172,4.982422,Day
2023-10-01 18:45:00,3.0066,72.74551,0,19713.0,-8.474667,0.004557293,0.1627604,0.05013021,0.1308594,Day
2023-10-01 19:00:00,0.1020755,70.3532,0,19710.33,-9.097333,0.0,0.0,0.0,0.0,Night
2023-10-01 19:15:00,0.0,68.28139,0,19696.67,-9.072333,0.0,0.0,0.0,0.0,Night
2023-10-01 19:30:00,0.0,66.95702,0,19756.33,-9.14,0.0,0.0,0.0,0.0,Night
2023-10-01 19:45:00,0.0,65.99966,0,19752.0,-9.131333,0.0,0.0,0.0,0.0,Night
2023-10-01 20:00:00,0.0,65.33397,0,19740.33,-9.124666,0.0,0.0,0.0,0.0,Night
2023-10-01 20:15:00,0.0,64.79808,0,19754.67,-9.131333,0.0,0.0,0.0,0.0,Night
2023-10-01 20:30:00,0.0,64.40738,0,19747.67,-9.122334,0.0,0.0,0.0,0.0,Night
2023-10-01 20:45:00,0.0,63.77902,0,19756.0,-9.141,0.0,0.0,0.0,0.0,Night
2023-10-01 21:00:00,0.0,63.34222,0,19738.0,-9.12,0.0,0.0,0.0,0.0,Night
2023-10-01 21:15:00,0.0,63.38871,0,19754.33,-9.138,0.0,0.0,0.0,0.0,Night
2023-10-01 21:30:00,0.0,62.91538,0,19797.67,-9.182667,0.0,0.0,0.0,0.0,Night
2023-10-01 21:45:00,0.0,62.71628,0,19836.33,-9.225667,0.0,0.0,0.0,0.0,Night
2023-10-01 22:00:00,0.0,62.73143,0,19827.67,-9.225,0.0,0.0,0.0,0.0,Night
2023-10-01 22:15:00,0.0,62.70732,0,19833.33,-9.230667,0.0,0.0,0.0,0.0,Night
2023-10-01 22:30:00,0.0,62.37045,0,19849.0,-9.246667,0.0,0.0,0.0,0.0,Night
2023-10-01 22:45:00,0.0,62.03337,0,19923.67,-9.362333,0.0,0.0,0.0,0.0,Night
2023-10-01 23:00:00,0.0,61.55886,0,20010.67,-9.467334,0.0,0.0,0.0,0.0,Night
2023-10-01 23:15:00,0.0,61.46715,0,20015.67,-9.455667,0.0,0.0,0.0,0.0,Night
2023-10-01 23:30:00,0.0,61.01667,0,20048.33,-9.5,0.0,0.0,0.0,0.0,Night
2023-10-01 23:45:00,0.0,61.09519,0,20070.0,-9.527333,0.0,0.0,0.0,0.0,Night
2023-10-02 00:00:00,0.0,60.97139,0,20008.0,-9.449333,0.0,0.0,0.0,0.0,Night
2023-10-02 00:15:00,0.0,60.85948,0,19835.33,-9.250334,0.0,0.0,0.0,0.0,Night
2023-10-02 00:30:00,0.0,60.44757,0,19895.33,-9.313,0.0,0.0,0.0,0.0,Night
2023-10-02 00:45:00,0.0,60.24841,0,19904.67,-9.323667,0.0,0.0,0.0,0.0,Night
2023-10-02 01:00:00,0.0,60.00901,0,19873.0,-9.285334,0.0,0.0,0.0,0.0,Night
2023-10-02 01:15:00,0.0,60.34539,0,19854.67,-9.270667,0.0,0.0,0.0,0.0,Night
2023-10-02 01:30:00,0.0,60.50568,0,19877.33,-9.296667,0.0,0.0,0.0,0.0,Night
2023-10-02 01:45:00,0.0,60.62304,0,19864.33,-9.275333,0.0,0.0,0.0,0.0,Night
2023-10-02 02:00:00,0.0,60.25779,0,19898.67,-9.321667,0.0,0.0,0.0,0.0,Night
2023-10-02 02:15:00,0.0,60.17347,0,19892.33,-9.309667,0.0,0.0,0.0,0.0,Night
2023-10-02 02:30:00,0.0,60.0853,0,19970.33,-9.402667,0.0,0.0,0.0,0.0,Night
2023-10-02 02:45:00,0.0,59.54506,0,19953.33,-9.386333,0.0,0.0,0.0,0.0,Night
2023-10-02 03:00:00,0.0,59.68262,0,19995.67,-9.436666,0.0,0.0,0.0,0.0,Night
2023-10-02 03:15:00,0.0,59.94437,0,19975.67,-9.415,0.0,0.0,0.0,0.0,Night
2023-10-02 03:30:00,0.0,59.97798,0,19994.0,-9.436,0.0,0.0,0.0,0.0,Night
2023-10-02 03:45:00,0.0,59.21659,0,19967.33,-9.409,0.0,0.0,0.0,0.0,Night
2023-10-02 04:00:00,0.0,58.7867,0,19942.0,-9.379,0.0,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.0,58.63255,0,19914.33,-9.346,0.0,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.0,58.76914,0,19960.33,-9.401,0.0,0.0,0.0,0.0,Night
2023-10-02 04:45:00,0.0,58.28218,0,19984.33,-9.426,0.0,0.0,0.0,0.0,Night
2023-10-02 05:00:00,0.0,58.14323,0,19944.33,-9.378333,0.0,0.0,0.0,0.0,Night
2023-10-02 05:15:00,0.0,58.2762,0,19928.0,-9.361667,0.0,0.0,0.0,0.0,Night
2023-10-02 05:30:00,0.0,58.17639,0,19905.67,-9.334666,0.0,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.0,58.00848,0,19864.67,-9.284667,0.0,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.0,58.25177,0,19877.33,-9.302333,0.0,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.0,58.35937,0,19813.0,-9.234,0.0,0.0,0.0,0.0,Night
2023-10-02 06:30:00,0.0,58.13187,0,19720.33,-9.134334,0.0,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.8565707,58.11022,0,19829.0,-9.28,0.0,0.0,0.0,0.0,Night
2023-10-02 07:00:00,13.74579,58.16579,0,19883.67,-9.114333,0.0,0.0,0.2005208,0.0,Day
2023-10-02 07:15:00,132.5311,58.39002,0,19806.0,11.04433,0.0,5.779948,7.740885,5.42513,Day
2023-10-02 07:30:00,271.8734,58.96675,0,19848.0,51.889,24.85091,15.35221,16.98047,15.06185,Day
2023-10-02 07:45:00,380.2688,59.83857,0,19916.0,106.5713,31.84701,27.49935,25.09505,26.64974,Day
2023-10-02 08:00:00,469.6561,61.27864,0,19981.33,155.3553,46.82096,40.847,32.38607,39.22656,Day
2023-10-02 08:15:00,539.9667,63.14613,0,20001.67,240.9593,71.77734,65.74219,48.55924,59.91471,Day
2023-10-02 08:30:00,595.7036,65.25761,0,20003.0,373.4183,100.7871,108.6706,67.78971,102.5475,Day
2023-10-02 08:45:00,646.8122,67.03326,0,20038.67,565.8597,143.7409,151.6771,139.9948,135.5697,Day
2023-10-02 09:00:00,687.907,69.22176,2,20035.33,1385.298,330.47,356.8229,360.8587,342.9036,Day
2023-10-02 09:15:00,716.1019,72.15668,1,20012.0,2008.678,421.4544,551.4603,499.3756,549.7357,Day
2023-10-02 09:30:00,739.2573,73.9947,1,20003.67,2183.132,502.9323,579.5515,537.8509,577.847,Day
2023-10-02 09:45:00,755.7949,75.5162,1,20107.0,2237.907,514.9304,591.7468,556.3951,590.8789,Day
2023-10-02 10:00:00,767.3382,76.90144,2,18814.67,2130.023,376.2444,390.9324,534.2248,577.3223,Day
2023-10-02 10:15:00,306.1396,79.3503,2,,-999.0,,,,,Day
2023-10-02 10:30:00,134.1224,83.3619,2,,-999.0,,,,,Day
2023-10-02 10:45:00,184.162,85.41206,2,7428.0,203.8553,120.3522,124.3346,4.80664,228.0195,Day
2023-10-02 11:00:00,391.9338,83.68729,3,19725.33,1325.978,315.293,348.8978,312.6478,356.1491,Day
2023-10-02 11:15:00,641.1095,84.23369,2,19750.0,1963.294,456.1146,515.304,477.0898,527.7839,Day
2023-10-02 11:30:00,732.3669,86.65646,3,19712.33,2159.946,506.9446,562.6647,532.6211,573.97,Day
2023-10-02 11:45:00,707.5281,88.61369,2,19713.33,2159.19,508.7969,558.5814,537.2982,570.6816,Day
2023-10-02 12:00:00,679.8976,90.09867,2,19722.67,2081.626,493.6185,535.5013,516.765,550.9427,Day
2023-10-02 12:15:00,650.7384,90.47394,3,20119.33,1976.273,471.929,507.8047,488.9603,521.6074,Day
2023-10-02 12:30:00,616.6325,91.10295,3,20111.67,1890.401,455.095,483.7656,466.8157,498.1426,Day
2023-10-02 12:45:00,580.9486,91.79327,3,19842.0,1795.607,436.7715,457.4772,442.0026,471.8164,Day
2023-10-02 13:00:00,541.7134,91.48781,4,19721.33,1685.35,413.7897,427.4049,413.8763,442.1178,Day
2023-10-02 13:15:00,496.8839,92.9608,3,19745.67,1551.25,385.3119,390.4915,380.0006,405.9186,Day
2023-10-02 13:30:00,455.073,93.00697,3,19838.67,1419.815,357.4499,355.2174,346.457,370.071,Day
2023-10-02 13:45:00,407.1363,92.79099,3,19859.33,1268.955,324.5039,315.5085,308.0788,329.1445,Day
2023-10-02 14:00:00,361.2979,92.42488,3,19854.0,1122.039,292.5866,276.0814,271.1458,289.9108,Day
2023-10-02 14:15:00,315.0257,92.16586,2,19865.0,966.279,258.5527,234.7982,231.8607,247.9694,Day
2023-10-02 14:30:00,266.1343,91.91909,3,19840.0,809.8337,224.1927,193.3763,192.8158,205.8783,Day
2023-10-02 14:45:00,219.9369,91.54316,3,19811.67,670.8323,193.6908,157.2487,157.6738,168.8639,Day
2023-10-02 15:00:00,176.87,90.92048,3,19800.67,562.8394,169.9193,130.1686,129.9362,140.3724,Day
2023-10-02 15:15:00,138.6108,89.52863,3,19794.33,505.5613,156.3789,116.2565,115.1927,125.4876,Day
2023-10-02 15:30:00,106.2716,89.56223,4,19797.0,485.699,150.4141,111.3672,110.7018,121.0983,Day
2023-10-02 15:45:00,84.19237,89.61357,3,19786.33,469.2717,144.9251,107.0026,107.4102,117.9714,Day
2023-10-02 16:00:00,69.4011,88.87265,3,19783.67,453.3243,139.6439,102.9238,104.2754,114.446,Day
2023-10-02 16:15:00,60.45676,88.17847,2,19847.0,434.048,133.345,98.33398,100.6673,109.9518,Day
2023-10-02 16:30:00,55.12668,88.30489,3,19890.67,412.9783,126.8197,93.20117,96.42448,104.8802,Day
2023-10-02 16:45:00,50.73273,88.21395,2,19876.33,381.4,113.2663,87.01953,91.05013,98.53581,Day
2023-10-02 17:00:00,46.3514,87.65615,2,19862.67,343.1887,99.02474,75.52604,85.22396,91.8737,Day
2023-10-02 17:15:00,42.78423,87.05685,2,19866.0,254.524,74.88086,54.88216,59.94466,73.2819,Day
2023-10-02 17:30:00,39.75896,86.4976,1,19883.0,148.873,39.66667,40.33398,33.79167,42.33724,Day
2023-10-02 17:45:00,34.55534,85.42183,1,19957.0,104.857,27.75521,30.2793,25.89648,27.87891,Day
2023-10-02 18:00:00,28.1197,83.93803,1,19905.33,69.486,19.50195,20.5026,18.74674,17.85352,Day
2023-10-02 18:15:00,19.20602,81.70999,0,19821.33,35.99866,11.73112,11.44466,10.41146,9.752604,Day
2023-10-02 18:30:00,10.16291,78.24508,0,19754.33,8.442,3.879557,4.201823,3.061849,3.65625,Day
2023-10-02 18:45:00,3.117867,75.45103,0,19698.67,-9.022667,0.01041667,0.04166668,0.0,0.0,Day
2023-10-02 19:00:00,0.04577698,72.52534,0,19675.33,-9.082666,0.0,0.0,0.0,0.0,Night
2023-10-02 19:15:00,0.0,70.54184,0,19769.67,-9.179,0.0,0.0,0.0,0.0,Night
2023-10-02 19:30:00,0.0,68.87001,0,19800.33,-9.212667,0.0,0.0,0.0,0.0,Night
2023-10-02 19:45:00,0.0,67.61037,0,19794.0,-9.203667,0.0,0.0,0.0,0.0,Night
2023-10-02 20:00:00,0.0,66.72937,0,19847.67,-9.266666,0.0,0.0,0.0,0.0,Night
2023-10-02 20:15:00,0.0,66.12246,0,19921.67,-9.347667,0.0,0.0,0.0,0.0,Night
2023-10-02 20:30:00,0.0,65.69794,0,19971.67,-9.406667,0.0,0.0,0.0,0.0,Night
2023-10-02 20:45:00,0.0,65.25486,0,19994.33,-9.444333,0.0,0.0,0.0,0.0,Night
2023-10-02 21:00:00,0.0,64.76958,0,19988.67,-9.449333,0.0,0.0,0.0,0.0,Night
2023-10-02 21:15:00,0.0,64.6402,0,20025.0,-9.491,0.0,0.0,0.0,0.0,Night
2023-10-02 21:30:00,0.0,64.52392,0,20019.0,-9.494333,0.0,0.0,0.0,0.0,Night
2023-10-02 21:45:00,0.0,64.20206,0,20022.33,-9.477333,0.0,0.0,0.0,0.0,Night
2023-10-02 22:00:00,0.0,64.08341,0,20010.33,-9.469334,0.0,0.0,0.0,0.0,Night
2023-10-02 22:15:00,0.0,64.26448,0,19945.33,-9.383,0.0,0.0,0.0,0.0,Night
2023-10-02 22:30:00,0.0,64.08192,0,19951.0,-9.394,0.0,0.0,0.0,0.0,Night
2023-10-02 22:45:00,0.0,63.61533,0,20049.67,-9.512667,0.0,0.0,0.0,0.0,Night
2023-10-02 23:00:00,0.0,63.09518,0,20049.67,-9.515333,0.0,0.0,0.0,0.0,Night
2023-10-02 23:15:00,0.0,63.16636,0,19973.33,-9.429,0.0,0.0,0.0,0.0,Night
2023-10-02 23:30:00,0.0,63.57547,0,19969.0,-9.415667,0.0,0.0,0.0,0.0,Night
2023-10-02 23:45:00,0.0,63.17344,0,19915.67,-9.365,0.0,0.0,0.0,0.0,Night
2023-10-03 00:00:00,0.0,62.66166,0,19919.33,-9.367666,0.0,0.0,0.0,0.0,Night
2023-10-03 00:15:00,0.0,62.66658,0,20006.0,-9.468667,0.0,0.0,0.0,0.0,Night
2023-10-03 00:30:00,0.0,62.28959,0,20008.33,-9.468333,0.0,0.0,0.0,0.0,Night
2023-10-03 00:45:00,0.0,61.90566,0,19982.0,-9.437667,0.0,0.0,0.0,0.0,Night
2023-10-03 01:00:00,0.0,61.09085,0,19947.33,-9.398334,0.0,0.0,0.0,0.0,Night
2023-10-03 01:15:00,0.0,61.34658,0,19863.0,-9.297667,0.0,0.0,0.0,0.0,Night
2023-10-03 01:30:00,0.0,61.01302,0,19816.33,-9.243,0.0,0.0,0.0,0.0,Night
2023-10-03 01:45:00,0.0,60.6991,0,19826.67,-9.25,0.0,0.0,0.0,0.0,Night
2023-10-03 02:00:00,0.0,60.35923,0,19738.67,-9.162333,0.0,0.0,0.0,0.0,Night
2023-10-03 02:15:00,0.0,59.95802,0,19707.33,-9.128,0.0,0.0,0.0,0.0,Night
2023-10-03 02:30:00,0.0,59.67965,0,19763.33,-9.189667,0.0,0.0,0.0,0.0,Night
2023-10-03 02:45:00,0.0,59.71172,0,19907.33,-9.365334,0.0,0.0,0.0,0.0,Night
2023-10-03 03:00:00,0.0,59.77244,0,19895.0,-9.344334,0.0,0.0,0.0,0.0,Night
2023-10-03 03:15:00,0.0,59.3419,0,19858.33,-9.3,0.0,0.0,0.0,0.0,Night
2023-10-03 03:30:00,0.0,58.86382,0,19881.67,-9.329,0.0,0.0,0.0,0.0,Night
2023-10-03 03:45:00,0.0,58.5799,0,19908.33,-9.355333,0.0,0.0,0.0,0.0,Night
2023-10-03 04:00:00,0.0,58.49438,0,19857.0,-9.299334,0.0,0.0,0.0,0.0,Night
2023-10-03 04:15:00,0.0,58.90503,0,19813.33,-9.248333,0.0,0.0,0.0,0.0,Night
2023-10-03 04:30:00,0.0,58.70303,0,19807.0,-9.246,0.0,0.0,0.0,0.0,Night
2023-10-03 04:45:00,0.0,58.19676,0,19779.33,-9.216666,0.0,0.0,0.0,0.0,Night
2023-10-03 05:00:00,0.0,58.0066,0,19738.33,-9.171667,0.0,0.0,0.0,0.0,Night
2023-10-03 05:15:00,0.0,58.14799,0,19773.0,-9.203,0.0,0.0,0.0,0.0,Night
2023-10-03 05:30:00,0.0,57.83691,0,19751.0,-9.173667,0.0,0.0,0.0,0.0,Night
2023-10-03 05:45:00,0.0,57.80846,0,19767.67,-9.197,0.0,0.0,0.0,0.0,Night
2023-10-03 06:00:00,0.0,58.15083,0,19729.67,-9.158334,0.0,0.0,0.0,0.0,Night
2023-10-03 06:15:00,0.0,57.62891,0,19726.0,-9.151334,0.0,0.0,0.0,0.0,Night
2023-10-03 06:30:00,0.0,57.52095,0,19715.33,-9.141334,0.0,0.0,0.0,0.0,Night
2023-10-03 06:45:00,0.5006185,57.3715,0,19741.33,-9.191334,0.0,0.0,0.0,0.0,Night
2023-10-03 07:00:00,8.296501,57.20911,0,19718.67,-9.169333,0.0,0.0,0.0,0.0,Day
2023-10-03 07:15:00,74.4811,57.53717,0,19767.67,22.694,7.789714,7.885417,6.33138,22.56901,Day
2023-10-03 07:30:00,193.998,58.22864,0,19779.33,75.40033,22.42057,19.45247,19.64909,18.92578,Day
2023-10-03 07:45:00,292.6495,59.31985,0,19928.0,128.3653,37.03516,33.02799,30.19011,31.95247,Day
2023-10-03 08:00:00,383.986,60.47211,0,19921.0,188.9977,54.60352,49.2513,41.06185,47.03581,Day
2023-10-03 08:15:00,456.0075,61.90526,0,19974.67,279.555,82.97396,73.97721,58.26497,68.26888,Day
2023-10-03 08:30:00,515.0217,63.84664,0,19994.33,414.1443,117.7545,114.1237,79.66406,107.8939,Day
2023-10-03 08:45:00,583.6647,65.99167,0,19979.33,592.1423,165.3952,153.7428,138.1003,139.5527,Day
2023-10-03 09:00:00,635.3975,68.86299,0,20024.67,1299.805,348.5677,322.1843,325.5306,308.4472,Day
2023-10-03 09:15:00,671.8804,71.27574,0,20038.0,1903.531,451.1016,504.9512,456.5234,502.2487,Day
2023-10-03 09:30:00,696.7839,73.65622,1,20001.33,2017.082,468.1295,535.7005,494.2038,532.1478,Day
2023-10-03 09:45:00,719.0134,75.80968,1,20045.67,2087.438,483.9805,552.5182,515.7468,549.1445,Day
2023-10-03 10:00:00,736.0479,78.06906,1,20017.33,2139.33,495.9694,565.7012,530.5319,562.1985,Day
2023-10-03 10:15:00,747.2733,82.06133,1,19970.0,2166.841,503.6491,573.4199,536.1973,569.1094,Day
2023-10-03 10:30:00,749.9429,86.93417,2,19942.33,2176.461,506.9154,574.6914,538.8093,571.9499,Day
2023-10-03 10:45:00,745.7277,88.98293,2,19932.0,2172.748,505.2787,572.3685,539.0684,572.0449,Day
2023-10-03 11:00:00,735.223,88.70056,2,19935.0,2147.03,501.485,562.511,532.1797,566.4987,Day
2023-10-03 11:15:00,723.4686,87.71445,1,19940.33,2120.356,496.0853,555.1543,525.6484,559.2864,Day
2023-10-03 11:30:00,703.8021,88.11384,2,19925.0,2081.524,489.2533,542.6602,515.8789,549.2025,Day
2023-10-03 11:45:00,683.4947,89.90005,3,19901.33,2039.691,482.526,528.4818,505.1641,538.4798,Day
2023-10-03 12:00:00,662.9397,91.10831,3,19896.33,1990.191,473.1478,514.655,491.7806,524.9785,Day
2023-10-03 12:15:00,633.8118,91.56394,3,19918.67,1915.393,458.3828,494.4023,471.9323,504.8086,Day
2023-10-03 12:30:00,602.9044,91.94675,3,19901.33,1835.381,441.7051,470.3913,452.696,484.2487,Day
2023-10-03 12:45:00,577.5165,92.20914,3,19868.67,1774.551,433.6732,452.7441,435.3268,465.2415,Day
2023-10-03 13:00:00,567.1743,92.76105,3,19927.33,1739.208,424.4381,442.2838,426.8138,457.7917,Day
2023-10-03 13:15:00,474.0578,94.07677,3,20006.33,1576.803,381.3197,388.4505,388.985,429.067,Day
2023-10-03 13:30:00,430.4386,93.1178,2,19939.33,1302.743,343.9675,320.0612,312.4746,334.5462,Day
