Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Day/Night
2023-10-02 07:45:00,-999.0,-999.0,-999.0,13.64266,226.5738,40.08367,35.88166,16.96562,25.89086,1.0,,24.61865,16.964,,32.21209,Day
2023-10-02 08:00:00,-999.0,-999.0,-999.0,13.64601,450.4979,70.45941,61.79572,44.23648,60.6717,1.0,,61.51254,40.26166,,55.54478,Day
2023-10-02 08:15:00,-999.0,-999.0,-999.0,13.65319,711.1052,103.3329,90.0607,83.52356,105.2474,1.0,,93.48344,71.74147,,80.11579,Day
2023-10-02 08:30:00,-999.0,-999.0,-999.0,13.65109,957.9904,134.9821,117.8808,125.0099,143.206,1.0,,122.7705,101.7106,,104.8038,Day
2023-10-02 08:45:00,-999.0,-999.0,-999.0,13.65043,1201.83,167.9077,147.7363,163.8115,177.409,1.0,,152.1744,128.0056,,130.0713,Day
2023-10-02 09:00:00,-999.0,-999.0,-999.0,13.64638,1435.853,199.9225,176.4445,202.2154,210.6666,1.0,,183.482,154.35,,156.6196,Day
2023-10-02 09:15:00,-999.0,-999.0,-999.0,13.61795,1651.927,230.6481,203.6878,234.2047,241.8509,1.0,,209.1577,175.776,,179.2967,Day
2023-10-02 09:30:00,-999.0,-999.0,-999.0,13.59273,1860.395,260.512,230.7138,263.9276,272.1813,1.0,,233.1095,196.5383,,200.6796,Day
2023-10-02 09:45:00,-999.0,-999.0,-999.0,13.58569,2041.915,286.5426,254.4755,290.0868,298.5927,1.0,,256.1229,215.9231,,220.284,Day
2023-10-02 10:00:00,-999.0,-999.0,-999.0,13.59218,2207.167,309.9558,276.3245,314.3604,322.7271,1.0,,276.7878,233.7032,,237.95,Day
2023-10-02 10:15:00,-999.0,-999.0,-999.0,13.60437,2366.351,332.7901,297.8494,337.6702,345.8376,1.0,,296.7154,250.4858,,255.2391,Day
2023-10-02 10:30:00,-999.0,-999.0,-999.0,13.62876,2503.964,352.5089,316.2463,358.8518,366.6534,1.0,,314.1403,265.6465,,269.8724,Day
2023-10-02 10:45:00,-999.0,-999.0,-999.0,13.63263,2625.416,370.5375,332.5675,377.6166,384.9221,1.0,,329.5821,277.9892,,282.8449,Day
2023-10-02 11:00:00,-999.0,-999.0,-999.0,13.65098,2729.778,385.7059,346.8599,392.8011,400.0956,1.0,,342.9438,289.741,,293.988,Day
2023-10-02 11:15:00,-999.0,-999.0,-999.0,13.65775,2807.698,396.8182,356.6875,403.2666,411.9641,1.0,,354.6111,299.2819,,303.705,Day
2023-10-02 11:30:00,-999.0,-999.0,-999.0,13.65647,2895.747,408.9167,368.0734,416.5476,424.9335,1.0,,366.2107,309.2084,,313.0673,Day
2023-10-02 11:45:00,-999.0,-999.0,-999.0,13.67451,2950.182,417.6903,375.7686,423.7728,431.62,1.0,,371.8942,315.4045,,320.8156,Day
2023-10-02 12:00:00,-999.0,-999.0,-999.0,13.65579,3003.667,425.7689,384.1125,433.2402,439.1445,1.0,,377.0038,319.0567,,326.4569,Day
2023-10-02 12:15:00,-999.0,-999.0,-999.0,13.64549,3030.236,430.1226,388.1489,437.6853,443.7985,1.0,,380.3949,322.0269,,328.7945,Day
2023-10-02 12:30:00,-999.0,-999.0,-999.0,13.63247,3021.93,433.7683,390.8351,439.5887,447.0258,1.0,,383.011,324.0287,,329.7305,Day
2023-10-02 12:45:00,-999.0,-999.0,-999.0,13.63043,3047.988,436.0824,393.5176,443.3615,449.6501,1.0,,386.0205,326.657,,330.6385,Day
2023-10-02 13:00:00,-999.0,-999.0,-999.0,13.60843,3032.991,434.7391,392.6374,443.2468,447.5267,1.0,,385.3446,326.1159,,329.7348,Day
2023-10-02 13:15:00,-999.0,-999.0,-999.0,13.60824,3049.546,437.1436,394.4732,445.0625,451.2255,1.0,,388.1294,328.5782,,330.2467,Day
2023-10-02 13:30:00,-999.0,-999.0,-999.0,13.61908,3009.706,431.3546,389.7717,439.5309,446.2113,1.0,,383.4136,324.7289,,326.0581,Day
2023-10-02 13:45:00,-999.0,-999.0,-999.0,13.63425,2899.533,424.8943,382.8902,431.2693,439.0573,1.0,,377.8951,318.6353,,320.2344,Day
2023-10-02 14:00:00,-999.0,-999.0,-999.0,13.64141,2940.675,422.986,381.1552,427.205,434.0802,1.0,,374.7748,316.7859,,318.4431,Day
2023-10-02 14:15:00,-999.0,-999.0,-999.0,13.63658,2872.394,414.2257,372.382,416.5766,423.9767,1.0,,365.707,308.9183,,312.4205,Day
2023-10-02 14:30:00,-999.0,-999.0,-999.0,13.64066,2806.288,402.6788,362.8826,406.949,412.6593,1.0,,355.8633,300.2309,,303.3839,Day
