Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"SunGrow SG2500HV Inverter - 05, Total AC Power","SunGrow SG2500HV Inverter - 06, Total AC Power","SunGrow SG2500HV Inverter - 07, Total AC Power","SunGrow SG2500HV Inverter - 08, Total AC Power",Day/Night
2023-10-01 00:00:00,0.01910763,31.32728,1.026546,20.12895,-42.0813,0.0,0.0,2.939833,0.0,Night
2023-10-01 00:15:00,0.08501576,30.20162,1.050757,20.12865,-42.1034,0.0,0.0,2.941167,0.0,Night
2023-10-01 00:30:00,0.062728,29.91158,1.37918,20.14405,-42.27164,0.0,0.0,2.919083,0.0,Night
2023-10-01 00:45:00,0.0,29.63533,1.112399,20.15464,-42.23182,0.0,0.0,2.873917,0.0,Night
2023-10-01 01:00:00,0.0,29.59069,1.278714,20.15718,-42.25297,0.0,0.0,2.925583,0.0,Night
2023-10-01 01:15:00,0.0,29.5613,1.218659,20.16261,-42.24433,0.0,0.0,2.960333,0.0,Night
2023-10-01 01:30:00,0.0,30.63499,1.417941,20.16707,-42.2729,0.0,0.0,2.98975,0.0,Night
2023-10-01 01:45:00,0.0,31.66818,1.744396,20.16705,-42.34153,0.0,0.0,2.896917,0.0,Night
2023-10-01 02:00:00,0.005833333,32.02832,2.403713,20.17059,-42.37376,0.0,0.0,2.96575,0.0,Night
2023-10-01 02:15:00,0.004759614,32.27821,2.534881,20.17079,-42.28682,0.0,0.0,2.935833,0.0,Night
2023-10-01 02:30:00,0.0,32.58712,2.521449,20.15892,-42.29728,0.0,0.0,2.8605,0.0,Night
2023-10-01 02:45:00,0.0,33.13979,2.735166,20.1806,-42.37788,0.0,0.0,2.7625,0.0,Night
2023-10-01 03:00:00,0.0,33.67329,2.558413,20.20013,-42.50946,0.0,0.0,2.815333,0.0,Night
2023-10-01 03:15:00,0.0,34.39973,3.168639,20.19024,-42.44085,0.0,0.0,2.810833,0.0,Night
2023-10-01 03:30:00,0.02682346,35.07878,2.827899,20.19388,-42.17968,0.0,0.0,2.814833,0.0,Night
2023-10-01 03:45:00,0.1021141,34.83945,2.698253,20.19209,-42.17875,0.0,0.0,2.810917,0.0,Night
2023-10-01 04:00:00,0.01060576,35.11821,3.316263,20.17321,-42.1789,0.0,0.0,2.8645,0.0,Night
2023-10-01 04:15:00,0.006065664,34.97765,2.86499,20.16219,-42.18543,0.0,0.0,2.853333,0.0,Night
2023-10-01 04:30:00,0.0,34.81084,1.705725,20.14786,-42.07604,0.0,0.0,2.869917,0.0,Night
2023-10-01 04:45:00,0.1700992,33.89733,1.913018,20.13514,-42.10783,0.0,0.0,2.87125,0.0,Night
2023-10-01 05:00:00,0.0,34.23368,1.774885,20.10331,-42.07993,0.0,0.0,2.858083,0.0,Night
2023-10-01 05:15:00,0.01101502,34.38466,2.01445,20.10497,-42.26761,0.0,0.0,2.859167,0.0,Night
2023-10-01 05:30:00,0.05046785,34.04621,2.040047,20.09058,-42.13032,0.0,0.0,2.852083,0.0,Night
2023-10-01 05:45:00,0.0,34.38163,1.37835,20.06928,-42.21004,0.0,0.0,2.800833,0.0,Night
2023-10-01 06:00:00,0.0102524,33.98489,1.486508,20.02674,-42.38047,0.0,0.0,2.761,0.0,Night
2023-10-01 06:15:00,0.0,33.35878,1.645974,20.02993,-42.3661,0.0,0.0,2.782083,0.0,Night
2023-10-01 06:30:00,0.01333333,32.75648,1.260333,20.01422,-42.27849,0.0,0.0,2.76925,0.0,Night
2023-10-01 06:45:00,1.432806,32.07795,0.9800521,20.00778,-34.3368,0.0006666667,0.3403333,3.398917,0.009333333,Day
2023-10-01 07:00:00,9.405674,31.66521,1.25531,19.97123,45.66667,12.41925,12.34008,14.202,14.34325,Day
2023-10-01 07:15:00,26.13863,31.58463,1.551169,19.91802,213.0354,55.31492,55.99067,55.18567,51.55233,Day
2023-10-01 07:30:00,47.00312,32.07535,1.480608,19.88557,502.1346,136.3249,134.7596,127.071,137.7295,Day
2023-10-01 07:45:00,175.8859,33.33802,2.133345,19.94159,1977.767,492.4298,523.4379,489.2697,558.9688,Day
2023-10-01 08:00:00,326.515,35.43007,2.629991,19.85517,4305.919,1074.813,1120.725,1048.222,1111.721,Day
2023-10-01 08:15:00,439.5112,38.15218,2.509079,19.66965,5851.379,1446.01,1534.396,1391.872,1509.46,Day
2023-10-01 08:30:00,558.8351,40.66761,3.279583,19.48033,7488.689,1885.724,1972.223,1799.285,1928.248,Day
2023-10-01 08:45:00,668.1874,42.67219,3.971849,19.44404,9070.937,2264.636,2354.776,2234.85,2306.355,Day
2023-10-01 09:00:00,501.9926,44.32354,4.398381,19.62495,8623.674,1789.774,1680.743,2089.65,2064.089,Day
2023-10-01 09:15:00,621.7725,45.45236,4.13882,19.74888,7240.374,1917.993,1789.882,1617.597,1730.579,Day
2023-10-01 09:30:00,675.7775,46.0516,4.072633,19.71977,6926.026,1673.63,1747.905,1716.611,2051.299,Day
2023-10-01 09:45:00,849.9443,47.26841,4.292197,19.44623,9867.05,2496.8,2507.066,2484.888,2504.377,Day
2023-10-01 10:00:00,814.7573,48.86221,4.635391,19.54294,9376.097,2338.298,2339.312,2475.033,2453.063,Day
2023-10-01 10:15:00,882.1335,49.64994,5.540419,19.57484,9086.005,2113.576,2123.164,2417.077,2378.672,Day
2023-10-01 10:30:00,822.3926,50.48751,5.435212,19.46928,9741.133,2478.56,2468.33,2452.06,2476.362,Day
2023-10-01 10:45:00,825.249,51.47348,5.77585,19.48239,9861.359,2497.688,2508.335,2484.522,2504.476,Day
2023-10-01 11:00:00,812.6506,52.29079,5.953615,19.48599,9856.5,2498.237,2508.53,2484.435,2506.21,Day
2023-10-01 11:15:00,799.6332,53.10588,5.632535,19.4767,9874.552,2498.1,2507.536,2490.392,2505.424,Day
2023-10-01 11:30:00,785.8029,54.0313,5.982438,19.47449,9871.557,2498.041,2507.583,2489.194,2505.382,Day
2023-10-01 11:45:00,773.443,54.77521,6.805223,19.4931,9872.997,2498.351,2507.873,2488.747,2505.056,Day
2023-10-01 12:00:00,763.606,55.0634,7.928861,19.53982,9874.266,2497.914,2507.872,2489.849,2505.52,Day
2023-10-01 12:15:00,755.0303,55.32158,6.609544,19.55162,9872.18,2497.518,2508.419,2489.483,2505.033,Day
2023-10-01 12:30:00,751.735,55.95237,6.655748,19.5638,9877.576,2493.559,2507.128,2488.473,2503.782,Day
2023-10-01 12:45:00,698.9034,56.11755,7.327951,19.55285,9857.885,2498.345,2503.167,2480.06,2504.821,Day
2023-10-01 13:00:00,749.4623,56.61377,6.519197,19.59724,9867.024,2459.554,2506.77,2487.159,2504.281,Day
2023-10-01 13:15:00,755.6284,56.71221,6.388676,19.63066,9866.92,2496.979,2507.43,2487.692,2505.131,Day
2023-10-01 13:30:00,763.5613,56.88514,5.902307,19.64363,9867.659,2494.151,2507.777,2487.906,2504.386,Day
2023-10-01 13:45:00,771.8533,57.00223,7.168904,19.64851,9862.31,2497.654,2507.131,2487.882,2495.19,Day
2023-10-01 14:00:00,780.9695,57.15112,5.901171,19.64915,9805.75,2497.557,2506.98,2487.726,2438.206,Day
2023-10-01 14:15:00,799.861,57.34718,5.992822,19.68214,9676.024,2490.187,2507.416,2478.268,2371.184,Day
2023-10-01 14:30:00,799.4271,57.59079,4.890239,19.70715,9639.688,2497.628,2508.009,2481.593,2289.275,Day
2023-10-01 14:45:00,823.129,57.69913,6.049129,19.68542,9558.744,2497.175,2508.179,2488.984,2179.842,Day
2023-10-01 15:00:00,821.0531,57.54667,7.451159,19.63054,9310.151,2463.695,2433.386,2351.213,2007.245,Day
2023-10-01 15:15:00,621.8909,57.32098,6.579137,19.78293,7478.066,2045.564,1944.773,2017.837,1795.351,Day
2023-10-01 15:30:00,885.7111,57.04672,5.559477,19.8405,8454.012,2097.472,2299.957,2429.263,1550.316,Day
2023-10-01 15:45:00,861.0048,57.35137,6.310128,19.77954,9068.23,2497.244,2507.484,2487.229,1702.199,Day
2023-10-01 16:00:00,760.9631,57.14484,6.127755,19.75497,8400.069,2400.157,2376.857,2279.167,1404.815,Day
2023-10-01 16:15:00,813.1661,57.12163,4.947357,19.80012,8085.512,2230.49,2292.467,2325.42,1322.709,Day
2023-10-01 16:30:00,750.4515,56.87523,6.044141,19.75649,8483.132,2457.277,2477.77,2442.821,1237.88,Day
2023-10-01 16:45:00,629.0731,56.61177,5.219337,19.82579,7358.09,2131.001,2165.458,2118.864,1044.87,Day
2023-10-01 17:00:00,510.5481,56.55201,4.40757,19.93071,5981.099,1737.807,1779.018,1701.852,836.8278,Day
2023-10-01 17:15:00,384.9629,55.94698,4.564609,20.12983,4355.572,1295.588,1317.084,1241.407,558.4,Day
2023-10-01 17:30:00,283.1831,55.59825,4.22722,20.23569,3152.53,930.4354,932.5077,889.6288,421.2415,Day
2023-10-01 17:45:00,180.5336,54.94184,4.833969,20.2829,1856.81,551.2318,549.6816,529.7281,251.7096,Day
2023-10-01 18:00:00,94.90921,54.05341,4.350252,20.1147,850.3427,252.6187,229.7093,233.8125,134.957,Day
2023-10-01 18:15:00,52.71601,53.12943,4.063072,19.94747,304.8975,86.835,80.22,85.47742,57.96033,Day
2023-10-01 18:30:00,13.18119,51.81345,3.696104,19.92513,46.99611,13.56275,11.7485,13.90492,10.057,Day
2023-10-01 18:45:00,1.591503,50.52066,3.225501,19.91789,-45.40471,0.0,0.04433334,1.201917,0.0,Day
2023-10-01 19:00:00,0.03142907,49.18919,2.133724,19.88993,-43.75795,0.0,0.0,2.181917,0.0,Night
2023-10-01 19:15:00,0.0,47.58269,1.297747,19.89997,-41.37164,0.0,0.0,2.478417,0.0,Night
2023-10-01 19:30:00,0.195,46.15294,1.137406,19.8993,-41.42158,0.0,0.0,2.512833,0.0,Night
2023-10-01 19:45:00,0.9247396,44.53937,2.178278,19.90415,-41.35875,0.0,0.0,2.588083,0.0,Night
2023-10-01 20:00:00,0.177002,43.29792,1.312179,19.91723,-41.04205,0.0,0.0,2.575667,0.0,Night
2023-10-01 20:15:00,0.0,42.0753,1.061588,19.9263,-41.04147,0.0,0.0,2.585583,0.0,Night
2023-10-01 20:30:00,0.0,40.35987,0.6133771,19.93115,-40.95507,0.0,0.0,2.591,0.0,Night
2023-10-01 20:45:00,0.0,39.64553,0.5472764,19.95153,-40.83253,0.0,0.0,2.612333,0.0,Night
2023-10-01 21:00:00,0.06175851,39.19494,0.890287,19.97126,-40.82755,0.0,0.0,2.688,0.0,Night
2023-10-01 21:15:00,0.3384448,38.24678,1.106499,19.98632,-40.99437,0.0,0.0,2.715167,0.0,Night
2023-10-01 21:30:00,0.002277316,38.15741,0.9705714,20.00568,-41.09064,0.0,0.0,2.665583,0.0,Night
2023-10-01 21:45:00,0.0,38.21864,0.3781309,19.99187,-41.23125,0.0,0.0,2.699417,0.0,Night
2023-10-01 22:00:00,0.0,38.03838,0.3631169,19.92266,-41.02358,0.0,0.0,2.555083,0.0,Night
2023-10-01 22:15:00,0.0,37.55159,0.2931442,19.9358,-41.2789,0.0,0.0,2.50425,0.0,Night
2023-10-01 22:30:00,0.3264717,36.67642,0.4741893,19.9426,-41.25456,0.0,0.0,2.631583,0.0,Night
2023-10-01 22:45:00,0.3699915,35.46573,0.8402539,19.95316,-41.5548,0.0,0.0,2.643083,0.0,Night
2023-10-01 23:00:00,0.2001709,34.53395,1.082367,19.96797,-41.41863,0.0,0.0,2.686833,0.0,Night
2023-10-01 23:15:00,0.005222567,34.04595,0.7555364,19.97824,-41.4182,0.0,0.0,2.687083,0.0,Night
2023-10-01 23:30:00,0.02397889,34.08292,0.4592682,19.98333,-41.50851,0.0,0.0,2.64975,0.0,Night
2023-10-01 23:45:00,0.1506815,33.9479,0.7833695,19.99332,-41.76317,0.0,0.0,2.64375,0.0,Night
2023-10-02 00:00:00,0.3276602,32.7687,0.7415472,19.97798,-41.69032,0.0,0.0,2.62925,0.0,Night
2023-10-02 00:15:00,0.0,32.87017,0.3731926,19.9741,-41.62434,0.0,0.0,2.63975,0.0,Night
2023-10-02 00:30:00,0.3280807,33.04245,0.9163116,19.97087,-41.71032,0.0,0.0,2.687583,0.0,Night
2023-10-02 00:45:00,0.4292214,32.6772,1.420514,19.97345,-41.5332,0.0,0.0,2.638,0.0,Night
2023-10-02 01:00:00,0.1771906,32.42302,1.268003,19.9621,-41.77906,0.0,0.0,2.662917,0.0,Night
2023-10-02 01:15:00,0.0,32.68264,0.7600098,19.96068,-41.64225,0.0,0.0,2.65475,0.0,Night
2023-10-02 01:30:00,0.0,33.12541,0.9220124,19.95157,-41.65284,0.0,0.0,2.672333,0.0,Night
2023-10-02 01:45:00,0.001411943,33.02134,0.5139323,19.95293,-41.68985,0.0,0.0,2.685,0.0,Night
2023-10-02 02:00:00,0.05884516,32.72403,1.178727,19.95987,-41.70284,0.0,0.0,2.679,0.0,Night
