Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"NC1 - Minnie Solar - Eaton Inverter #01 - Measured AC Power, avg, (kW)","NC1 - Minnie Solar - Eaton Inverter #02 - Measured AC Power, avg, (kW)",Day/Night
2023-10-01 09:00:00,247.667,17.533,0.733,7430.0,1382.777,712.6,685.967,Day
2023-10-01 09:15:00,431.333,23.567,0.367,7423.333,1601.14,818.467,797.8,Day
2023-10-01 09:30:00,498.667,24.867,0.233,7430.0,1790.767,920.133,902.6,Day
2023-10-01 09:45:00,550.667,27.033,0.0,7443.333,1969.697,1014.167,986.3,Day
2023-10-01 10:00:00,616.0,28.533,0.0,7460.0,2135.46,1097.433,1078.033,Day
2023-10-01 10:15:00,668.333,27.833,0.433,7456.667,2279.647,1170.233,1154.333,Day
2023-10-01 10:30:00,719.0,29.0,0.233,7466.667,2410.923,1237.6,1223.4,Day
2023-10-01 10:45:00,764.667,29.433,0.467,7453.333,2531.297,1300.167,1285.2,Day
2023-10-01 11:00:00,807.667,28.6,0.467,7450.0,2637.423,1352.4,1342.867,Day
2023-10-01 11:15:00,848.667,29.733,0.0,7443.333,2738.39,1404.633,1392.933,Day
2023-10-01 11:30:00,886.667,30.367,0.467,7470.0,2821.837,1444.0,1440.433,Day
2023-10-01 11:45:00,936.0,30.1,1.633,7510.0,2920.957,1491.967,1490.233,Day
2023-10-01 12:00:00,711.333,29.633,1.067,7453.333,2142.33,1100.9,1084.733,Day
2023-10-01 12:15:00,758.333,29.0,1.033,7450.0,2258.497,1195.167,1105.733,Day
2023-10-01 12:30:00,1096.333,30.633,0.7,7493.333,2940.82,1500.9,1501.467,Day
2023-10-01 12:45:00,868.667,31.167,2.3,7546.667,2434.283,1211.8,1267.8,Day
2023-10-01 13:00:00,240.333,27.733,0.0,7420.0,867.11,493.0,389.4,Day
2023-10-01 13:15:00,819.333,31.0,1.2,7476.667,1908.66,890.067,1046.333,Day
2023-10-01 13:30:00,645.0,28.833,0.633,7456.667,1769.697,970.933,812.2,Day
2023-10-01 13:45:00,1075.667,32.933,0.7,7540.0,2941.487,1501.333,1501.833,Day
2023-10-01 14:00:00,788.333,31.933,0.733,7500.0,2118.58,1072.0,1091.1,Day
2023-10-01 14:15:00,516.667,30.433,0.567,7483.333,1366.117,709.333,689.367,Day
2023-10-01 14:30:00,1042.333,34.0,0.3,7536.667,2807.613,1433.167,1435.633,Day
2023-10-01 14:45:00,792.667,32.467,1.4,7570.0,2755.53,1385.967,1432.267,Day
2023-10-01 15:00:00,578.0,30.467,1.0,7443.333,1398.307,717.567,659.367,Day
2023-10-01 15:15:00,635.667,31.0,0.433,7506.667,2111.013,1100.533,1050.6,Day
2023-10-01 15:30:00,602.333,34.633,0.333,7466.667,1566.883,739.8,837.567,Day
2023-10-01 15:45:00,313.0,29.533,0.7,7470.0,951.417,484.033,487.433,Day
2023-10-01 16:00:00,698.667,34.9,0.467,7530.0,2039.0,1028.033,1050.733,Day
2023-10-01 16:15:00,653.667,34.2,1.1,7526.667,1925.327,967.233,988.167,Day
2023-10-01 16:30:00,563.333,34.933,1.1,7503.333,1646.063,823.467,841.267,Day
2023-10-01 16:45:00,502.0,33.0,0.8,7513.333,1366.467,667.867,698.767,Day
2023-10-01 17:00:00,502.0,35.567,0.433,7550.0,1438.573,717.967,738.5,Day
2023-10-01 17:15:00,294.0,31.867,0.433,7500.0,860.943,435.9,438.367,Day
2023-10-01 17:30:00,298.333,35.1,0.0,7486.667,760.69,374.7,394.867,Day
2023-10-01 17:45:00,233.667,35.933,0.0,7473.333,551.14,265.433,292.233,Day
2023-10-01 18:00:00,167.333,35.167,0.0,7463.333,313.133,133.7,190.533,Day
2023-10-01 18:15:00,104.667,34.2,0.0,7383.333,127.647,42.533,96.3,Day
2023-10-01 18:30:00,47.667,29.367,0.0,7433.333,13.927,8.233,20.667,Day
2023-10-01 18:45:00,3.0,23.1,0.0,7460.0,-7.907,0.0,0.0,Day
2023-10-01 19:00:00,-3.667,19.867,0.0,7413.333,-7.79,0.0,0.0,Night
2023-10-01 19:15:00,-5.333,18.333,0.0,7400.0,-7.883,0.0,0.0,Night
2023-10-01 19:30:00,-5.0,17.3,0.0,7426.667,-7.907,0.0,0.0,Night
2023-10-01 19:45:00,-4.333,16.367,0.0,7436.667,-7.973,0.0,0.0,Night
2023-10-01 20:00:00,-4.333,15.8,0.0,7460.0,-8.033,0.0,0.0,Night
2023-10-01 20:15:00,-3.667,15.533,0.0,7480.0,-8.077,0.0,0.0,Night
2023-10-01 20:30:00,-3.0,15.167,0.0,7496.667,-8.157,0.0,0.0,Night
2023-10-01 20:45:00,-3.667,14.833,0.0,7516.667,-8.22,0.0,0.0,Night
2023-10-01 21:00:00,-3.333,14.567,0.0,7520.0,-8.28,0.0,0.0,Night
2023-10-01 21:15:00,-3.333,14.333,0.0,7513.333,-8.257,0.0,0.0,Night
2023-10-01 21:30:00,-3.0,14.1,0.0,7496.667,-8.23,0.0,0.0,Night
2023-10-01 21:45:00,-3.0,13.7,0.0,7483.333,-8.193,0.0,0.0,Night
2023-10-01 22:00:00,-3.0,13.567,0.0,7493.333,-8.187,0.0,0.0,Night
2023-10-01 22:15:00,-3.0,13.433,0.0,7460.0,-8.203,0.0,0.0,Night
2023-10-01 22:30:00,-3.333,13.2,0.0,7460.0,-8.08,0.0,0.0,Night
2023-10-01 22:45:00,-3.0,12.967,0.0,7400.0,-7.91,0.0,0.0,Night
2023-10-01 23:00:00,-2.667,12.767,0.0,7396.667,-7.923,0.0,0.0,Night
2023-10-01 23:15:00,-3.0,12.7,0.0,7430.0,-7.997,0.0,0.0,Night
2023-10-01 23:30:00,-3.0,12.567,0.0,7446.667,-8.073,0.0,0.0,Night
2023-10-01 23:45:00,-3.0,12.433,0.0,7466.667,-8.103,0.0,0.0,Night
2023-10-02 00:00:00,-3.0,12.3,0.0,7466.667,-8.12,0.0,0.0,Night
2023-10-02 00:15:00,-3.0,12.133,0.0,7493.333,-8.16,0.0,0.0,Night
2023-10-02 00:30:00,-3.667,11.833,0.0,7500.0,-8.16,0.0,0.0,Night
2023-10-02 00:45:00,-3.333,11.733,0.0,7380.0,-7.83,0.0,0.0,Night
2023-10-02 01:00:00,-3.333,11.433,0.0,7403.333,-7.9,0.0,0.0,Night
2023-10-02 01:15:00,-3.0,11.167,0.0,7410.0,-7.94,0.0,0.0,Night
2023-10-02 01:30:00,-3.0,11.233,0.0,7413.333,-7.98,0.0,0.0,Night
2023-10-02 01:45:00,-3.333,11.067,0.0,7430.0,-8.01,0.0,0.0,Night
2023-10-02 02:00:00,-3.0,10.867,0.0,7436.667,-8.02,0.0,0.0,Night
2023-10-02 02:15:00,-3.0,10.867,0.0,7433.333,-8.037,0.0,0.0,Night
2023-10-02 02:30:00,-3.333,10.6,0.0,7450.0,-8.063,0.0,0.0,Night
2023-10-02 02:45:00,-2.667,10.6,0.0,7446.667,-8.063,0.0,0.0,Night
2023-10-02 03:00:00,-3.0,10.6,0.0,7450.0,-8.083,0.0,0.0,Night
2023-10-02 03:15:00,-2.667,10.533,0.0,7456.667,-8.083,0.0,0.0,Night
2023-10-02 03:30:00,-3.0,10.533,0.0,7450.0,-8.1,0.0,0.0,Night
2023-10-02 03:45:00,-3.0,10.533,0.0,7443.333,-8.09,0.0,0.0,Night
2023-10-02 04:00:00,-2.667,10.5,0.0,7433.333,-8.03,0.0,0.0,Night
2023-10-02 04:15:00,-2.0,10.6,0.0,7423.333,-8.007,0.0,0.0,Night
2023-10-02 04:30:00,-3.0,10.633,0.0,7413.333,-7.977,0.0,0.0,Night
2023-10-02 04:45:00,-3.0,10.433,0.0,7403.333,-7.953,0.0,0.0,Night
2023-10-02 05:00:00,-3.0,10.367,0.0,7383.333,-7.897,0.0,0.0,Night
2023-10-02 05:15:00,-2.333,10.3,0.0,7356.667,-7.81,0.0,0.0,Night
2023-10-02 05:30:00,-3.0,10.267,0.0,7390.0,-7.93,0.0,0.0,Night
2023-10-02 05:45:00,-3.0,10.2,0.0,7470.0,-8.173,0.0,0.0,Night
2023-10-02 06:00:00,-2.667,10.033,0.0,7423.333,-8.047,0.0,0.0,Night
2023-10-02 06:15:00,-2.667,10.0,0.0,7396.667,-7.953,0.0,0.0,Night
2023-10-02 06:30:00,-3.0,9.733,0.0,7380.0,-7.94,0.0,0.0,Night
2023-10-02 06:45:00,-2.667,9.867,0.0,7406.667,-8.007,0.0,0.0,Night
2023-10-02 07:00:00,-1.0,9.867,0.0,7403.333,-7.97,0.0,0.0,Night
2023-10-02 07:15:00,4.333,9.867,0.0,7396.667,-7.957,0.0,0.0,Day
2023-10-02 07:30:00,14.333,10.033,0.0,7400.0,38.03,32.067,3.4,Day
2023-10-02 07:45:00,23.333,10.533,0.0,7413.333,169.527,109.7,45.267,Day
2023-10-02 08:00:00,34.0,11.167,0.0,7406.667,379.84,239.433,149.3,Day
2023-10-02 08:15:00,38.667,12.033,0.0,7413.333,619.827,349.8,277.433,Day
2023-10-02 08:30:00,45.0,13.1,0.0,7443.333,872.807,468.633,413.2,Day
2023-10-02 08:45:00,52.667,14.467,0.0,7453.333,1116.347,579.667,541.3,Day
2023-10-02 09:00:00,275.0,17.2,0.0,7426.667,1367.743,702.7,677.233,Day
2023-10-02 09:15:00,431.667,24.033,0.0,7433.333,1592.777,817.033,791.6,Day
2023-10-02 09:30:00,491.667,28.167,0.0,7430.0,1794.213,918.4,898.6,Day
2023-10-02 09:45:00,543.0,27.6,0.0,7430.0,1973.553,1012.2,994.3,Day
2023-10-02 10:00:00,608.333,28.467,0.0,7426.667,2138.373,1097.933,1080.6,Day
2023-10-02 10:15:00,670.667,28.633,0.0,7430.0,2280.077,1171.2,1154.233,Day
2023-10-02 10:30:00,720.667,28.9,0.567,7416.667,2404.683,1232.233,1222.767,Day
2023-10-02 10:45:00,765.333,30.233,0.333,7430.0,2513.613,1289.1,1278.333,Day
2023-10-02 11:00:00,805.667,31.733,0.0,7423.333,2617.377,1343.367,1331.567,Day
2023-10-02 11:15:00,841.667,30.833,0.0,7393.333,2698.44,1382.633,1374.033,Day
2023-10-02 11:30:00,875.0,31.467,0.533,7373.333,2774.833,1423.533,1409.633,Day
2023-10-02 11:45:00,902.667,30.933,1.133,7383.333,2830.967,1449.333,1443.4,Day
2023-10-02 12:00:00,925.0,31.867,0.0,7483.333,2868.047,1465.9,1464.967,Day
2023-10-02 12:15:00,944.667,31.7,0.0,7583.333,2905.24,1484.133,1482.967,Day
2023-10-02 12:30:00,963.333,31.3,1.167,7576.667,2918.223,1490.633,1491.1,Day
2023-10-02 12:45:00,972.667,31.667,0.233,7576.667,2931.547,1495.2,1502.2,Day
2023-10-02 13:00:00,975.0,31.3,1.067,7553.333,2932.197,1495.933,1501.233,Day
2023-10-02 13:15:00,972.0,32.767,1.033,7526.667,2906.353,1485.333,1484.933,Day
2023-10-02 13:30:00,968.667,32.067,0.967,7523.333,2905.207,1481.7,1486.3,Day
2023-10-02 13:45:00,954.667,33.8,0.567,7503.333,2846.453,1451.433,1457.133,Day
2023-10-02 14:00:00,934.667,34.367,0.0,7480.0,2765.877,1411.5,1415.367,Day
2023-10-02 14:15:00,919.0,34.0,1.8,7450.0,2719.823,1385.067,1394.8,Day
2023-10-02 14:30:00,888.333,36.467,0.0,7433.333,2627.293,1336.267,1347.967,Day
2023-10-02 14:45:00,858.667,35.567,1.167,7423.333,2542.8,1295.5,1301.767,Day
2023-10-02 15:00:00,823.667,34.933,0.133,7430.0,2448.777,1244.733,1256.0,Day
2023-10-02 15:15:00,784.0,35.4,0.767,7473.333,2332.063,1183.067,1197.467,Day
2023-10-02 15:30:00,745.667,34.5,1.333,7453.333,2211.227,1119.567,1136.767,Day
2023-10-02 15:45:00,692.667,37.833,0.333,7430.0,2049.057,1034.0,1054.1,Day
2023-10-02 16:00:00,645.333,36.133,0.667,7420.0,1913.073,968.3,977.867,Day
2023-10-02 16:15:00,591.0,36.2,0.4,7416.667,1740.253,873.833,889.0,Day
2023-10-02 16:30:00,529.667,37.3,0.0,7450.0,1550.78,775.267,791.933,Day
2023-10-02 16:45:00,473.667,36.8,0.5,7480.0,1362.623,680.0,699.867,Day
2023-10-02 17:00:00,413.667,36.1,0.5,7450.0,1158.773,575.1,598.233,Day
2023-10-02 17:15:00,346.333,37.067,0.0,7473.333,937.363,464.967,487.7,Day
2023-10-02 17:30:00,281.667,37.1,0.0,7426.667,718.637,358.133,376.533,Day
2023-10-02 17:45:00,230.0,36.133,0.0,7413.333,502.973,246.633,267.467,Day
2023-10-02 18:00:00,154.667,35.633,0.0,7463.333,302.507,137.133,174.1,Day
2023-10-02 18:15:00,97.667,33.5,0.0,7453.333,131.773,44.633,86.0,Day
2023-10-02 18:30:00,38.667,29.767,0.0,7443.333,33.503,13.367,12.433,Day
2023-10-02 18:45:00,1.667,24.3,0.0,7436.667,-7.95,0.0,0.0,Day
2023-10-02 19:00:00,-5.0,21.3,0.0,7433.333,-8.007,0.0,0.0,Night
2023-10-02 19:15:00,-6.0,19.533,0.0,7390.0,-8.443,0.0,0.0,Night
2023-10-02 19:30:00,-5.333,18.333,0.0,7390.0,-8.007,0.0,0.0,Night
2023-10-02 19:45:00,-4.333,17.667,0.0,7426.667,-8.03,0.0,0.0,Night
2023-10-02 20:00:00,-4.0,17.0,0.0,7430.0,-8.033,0.0,0.0,Night
2023-10-02 20:15:00,-3.667,16.667,0.0,7470.0,-8.113,0.0,0.0,Night
2023-10-02 20:30:00,-3.0,16.367,0.0,7483.333,-8.193,0.0,0.0,Night
2023-10-02 20:45:00,-3.0,15.733,0.0,7536.667,-8.277,0.0,0.0,Night
2023-10-02 21:00:00,-3.667,15.667,0.0,7520.0,-8.287,0.0,0.0,Night
2023-10-02 21:15:00,-3.333,15.4,0.0,7476.667,-8.227,0.0,0.0,Night
2023-10-02 21:30:00,-3.0,15.267,0.0,7516.667,-8.277,0.0,0.0,Night
2023-10-02 21:45:00,-3.0,15.2,0.0,7466.667,-8.12,0.0,0.0,Night
2023-10-02 22:00:00,-3.0,14.833,0.0,7433.333,-8.07,0.0,0.0,Night
2023-10-02 22:15:00,-2.667,14.567,0.0,7473.333,-8.12,0.0,0.0,Night
2023-10-02 22:30:00,-3.333,14.333,0.0,7520.0,-8.183,0.0,0.0,Night
2023-10-02 22:45:00,-2.333,14.233,0.0,7493.333,-8.153,0.0,0.0,Night
2023-10-02 23:00:00,-3.0,14.133,0.0,7460.0,-7.977,0.0,0.0,Night
2023-10-02 23:15:00,-2.667,13.933,0.0,7476.667,-8.04,0.0,0.0,Night
2023-10-02 23:30:00,-2.667,13.8,0.0,7483.333,-8.057,0.0,0.0,Night
2023-10-02 23:45:00,-3.0,13.733,0.0,7486.667,-8.073,0.0,0.0,Night
2023-10-03 00:00:00,-3.0,13.7,0.0,7510.0,-8.113,0.0,0.0,Night
2023-10-03 00:15:00,-3.0,13.633,0.0,7516.667,-8.16,0.0,0.0,Night
2023-10-03 00:30:00,-3.0,13.333,0.0,7483.333,-8.153,0.0,0.0,Night
2023-10-03 00:45:00,-3.0,13.067,0.0,7470.0,-8.127,0.0,0.0,Night
2023-10-03 01:00:00,-3.0,12.867,0.0,7490.0,-8.137,0.0,0.0,Night
2023-10-03 01:15:00,-3.0,12.933,0.0,7486.667,-8.137,0.0,0.0,Night
2023-10-03 01:30:00,-3.0,12.9,0.0,7473.333,-8.13,0.0,0.0,Night
2023-10-03 01:45:00,-2.667,12.733,0.0,7470.0,-8.103,0.0,0.0,Night
2023-10-03 02:00:00,-3.0,12.667,0.0,7420.0,-7.917,0.0,0.0,Night
2023-10-03 02:15:00,-3.0,12.533,0.0,7390.0,-7.85,0.0,0.0,Night
2023-10-03 02:30:00,-3.0,12.467,0.0,7403.333,-7.857,0.0,0.0,Night
2023-10-03 02:45:00,-2.667,12.333,0.0,7400.0,-7.877,0.0,0.0,Night
2023-10-03 03:00:00,-3.0,12.3,0.0,7413.333,-7.917,0.0,0.0,Night
2023-10-03 03:15:00,-2.667,12.267,0.0,7390.0,-7.85,0.0,0.0,Night
2023-10-03 03:30:00,-3.0,12.2,0.0,7376.667,-7.833,0.0,0.0,Night
2023-10-03 03:45:00,-3.0,11.933,0.0,7383.333,-7.84,0.0,0.0,Night
2023-10-03 04:00:00,-2.667,11.833,0.0,7376.667,-7.817,0.0,0.0,Night
2023-10-03 04:15:00,-2.333,11.8,0.0,7380.0,-7.817,0.0,0.0,Night
2023-10-03 04:30:00,-3.0,11.767,0.0,7376.667,-7.823,0.0,0.0,Night
2023-10-03 04:45:00,-3.0,11.667,0.0,7366.667,-7.817,0.0,0.0,Night
2023-10-03 05:00:00,-2.333,11.6,0.0,7380.0,-7.82,0.0,0.0,Night
2023-10-03 05:15:00,-3.667,11.4,0.0,7363.333,-7.783,0.0,0.0,Night
2023-10-03 05:30:00,-3.0,11.133,0.0,7353.333,-7.757,0.0,0.0,Night
2023-10-03 05:45:00,-2.0,11.267,0.0,7370.0,-7.843,0.0,0.0,Night
2023-10-03 06:00:00,-3.0,11.267,0.0,7353.333,-7.783,0.0,0.0,Night
2023-10-03 06:15:00,-3.0,11.1,0.0,7360.0,-7.807,0.0,0.0,Night
2023-10-03 06:30:00,-2.333,11.067,0.0,7346.667,-7.773,0.0,0.0,Night
2023-10-03 06:45:00,-2.667,10.967,0.0,7390.0,-7.807,0.0,0.0,Night
2023-10-03 07:00:00,-1.333,10.933,0.0,7416.667,-7.897,0.0,0.0,Night
2023-10-03 07:15:00,4.667,10.867,0.0,7500.0,-8.143,0.0,0.0,Day
2023-10-03 07:30:00,15.0,11.2,0.0,7486.667,39.937,27.167,13.3,Day
2023-10-03 07:45:00,25.667,11.8,0.0,7493.333,148.403,106.867,53.7,Day
2023-10-03 08:00:00,37.0,12.333,0.0,7466.667,343.767,216.667,140.333,Day
2023-10-03 08:15:00,49.333,13.433,0.0,7473.333,559.063,312.667,251.5,Day
2023-10-03 08:30:00,105.333,15.4,0.0,7443.333,524.22,275.333,253.033,Day
2023-10-03 08:45:00,127.0,17.433,0.0,7453.333,444.383,228.467,224.033,Day
2023-10-03 09:00:00,143.667,19.267,0.0,7433.333,518.633,266.667,259.133,Day
2023-10-03 09:15:00,186.667,21.167,0.0,7443.333,717.217,370.567,346.467,Day
2023-10-03 09:30:00,348.667,26.1,0.0,7476.667,1231.113,637.933,608.467,Day
2023-10-03 09:45:00,358.667,26.733,0.0,7453.333,1214.61,609.567,615.1,Day
2023-10-03 10:00:00,472.667,28.2,0.0,7473.333,1589.37,833.633,773.7,Day
2023-10-03 10:15:00,595.333,26.667,0.367,7500.0,1754.723,883.0,901.167,Day
2023-10-03 10:30:00,532.667,26.7,0.6,7503.333,2019.113,1070.4,980.0,Day
2023-10-03 10:45:00,784.333,29.9,0.5,7506.667,2622.643,1339.167,1332.733,Day
2023-10-03 11:00:00,803.333,30.867,0.0,7443.333,2593.483,1327.967,1320.267,Day
2023-10-03 11:15:00,811.0,31.267,0.967,7536.667,2606.26,1336.1,1326.3,Day
2023-10-03 11:30:00,847.333,31.8,0.7,7500.0,2662.127,1358.233,1362.0,Day
2023-10-03 11:45:00,874.667,32.567,0.533,7493.333,2718.373,1386.333,1391.2,Day
2023-10-03 12:00:00,902.0,30.9,1.2,7566.667,2773.64,1415.0,1420.133,Day
2023-10-03 12:15:00,929.667,31.367,0.233,7546.667,2830.41,1450.0,1440.5,Day
2023-10-03 12:30:00,816.0,31.7,0.3,7516.667,2840.25,1467.033,1438.267,Day
2023-10-03 12:45:00,981.667,32.067,0.467,7513.333,2929.777,1493.167,1498.367,Day
2023-10-03 13:00:00,894.667,32.933,0.667,7460.0,2463.453,1254.133,1252.633,Day
2023-10-03 13:15:00,812.667,32.3,1.567,7530.0,2414.497,1269.9,1194.367,Day
2023-10-03 13:30:00,794.0,33.4,0.767,7526.667,2404.403,1267.0,1185.633,Day
2023-10-03 13:45:00,728.333,31.233,0.0,7503.333,2166.77,1110.067,1101.633,Day
2023-10-03 14:00:00,709.333,31.867,0.833,7526.667,2601.74,1464.1,1191.967,Day
2023-10-03 14:15:00,1012.667,34.067,0.433,7473.333,2639.75,1344.133,1340.6,Day
2023-10-03 14:30:00,731.0,33.867,0.767,7446.667,1990.733,1067.7,962.833,Day
2023-10-03 14:45:00,673.0,34.433,0.0,7526.667,2423.007,1214.533,1246.133,Day
2023-10-03 15:00:00,599.667,32.5,0.0,7493.333,1736.813,888.0,885.867,Day
2023-10-03 15:15:00,779.333,36.967,0.367,7536.667,2306.777,1168.033,1186.1,Day
2023-10-03 15:30:00,747.667,36.0,0.8,7520.0,2203.58,1116.4,1131.567,Day
2023-10-03 15:45:00,697.333,37.033,0.0,7516.667,2048.41,1034.833,1052.067,Day
2023-10-03 16:00:00,633.667,36.733,0.233,7480.0,1858.45,934.867,952.2,Day
2023-10-03 16:15:00,585.0,37.1,0.333,7476.667,1713.89,859.267,876.867,Day
2023-10-03 16:30:00,524.0,35.367,0.833,7480.0,1505.133,748.6,771.567,Day
2023-10-03 16:45:00,334.333,35.8,0.0,7443.333,1029.533,528.967,501.533,Day
2023-10-03 17:00:00,388.0,36.133,0.0,7453.333,1090.28,546.633,555.8,Day
2023-10-03 17:15:00,327.0,37.7,0.0,7446.667,885.237,439.1,458.867,Day
2023-10-03 17:30:00,210.333,34.3,0.0,7433.333,561.853,277.9,288.433,Day
2023-10-03 17:45:00,167.0,33.567,0.0,7430.0,411.403,200.333,222.967,Day
2023-10-03 18:00:00,136.333,34.033,0.0,7430.0,278.327,126.533,158.9,Day
2023-10-03 18:15:00,81.333,31.433,0.0,7380.0,121.407,50.1,75.933,Day
2023-10-03 18:30:00,32.0,27.9,0.0,7413.333,22.23,13.633,18.533,Day
2023-10-03 18:45:00,1.667,23.067,0.0,7443.333,-8.027,0.0,0.0,Day
2023-10-03 19:00:00,-4.0,20.833,0.0,7453.333,-8.013,0.0,0.0,Night
2023-10-03 19:15:00,-5.333,19.267,0.0,7396.667,-7.863,0.0,0.0,Night
2023-10-03 19:30:00,-4.333,18.067,0.0,7390.0,-7.88,0.0,0.0,Night
2023-10-03 19:45:00,-3.667,17.5,0.0,7393.333,-7.833,0.0,0.0,Night
2023-10-03 20:00:00,-3.333,17.133,0.0,7383.333,-7.93,0.0,0.0,Night
2023-10-03 20:15:00,-2.667,16.9,0.0,7420.0,-7.99,0.0,0.0,Night
2023-10-03 20:30:00,-3.333,16.533,0.0,7443.333,-8.077,0.0,0.0,Night
2023-10-03 20:45:00,-3.333,16.2,0.0,7473.333,-8.12,0.0,0.0,Night
2023-10-03 21:00:00,-3.0,15.933,0.0,7506.667,-8.21,0.0,0.0,Night
2023-10-03 21:15:00,-3.0,15.833,0.0,7500.0,-8.223,0.0,0.0,Night
2023-10-03 21:30:00,-3.333,15.567,0.0,7523.333,-8.227,0.0,0.0,Night
2023-10-03 21:45:00,-3.0,15.167,0.0,7466.667,-8.04,0.0,0.0,Night
2023-10-03 22:00:00,-3.333,15.067,0.0,7486.667,-8.12,0.0,0.0,Night
2023-10-03 22:15:00,-3.0,15.1,0.0,7516.667,-8.203,0.0,0.0,Night
2023-10-03 22:30:00,-3.0,14.767,0.0,7463.333,-8.173,0.0,0.0,Night
2023-10-03 22:45:00,-2.333,14.667,0.0,7480.0,-8.163,0.0,0.0,Night
2023-10-03 23:00:00,-2.667,14.567,0.0,7476.667,-8.147,0.0,0.0,Night
2023-10-03 23:15:00,-2.667,14.533,0.0,7476.667,-8.15,0.0,0.0,Night
2023-10-03 23:30:00,-3.333,14.133,0.0,7500.0,-8.17,0.0,0.0,Night
2023-10-03 23:45:00,-2.667,13.933,0.0,7486.667,-8.147,0.0,0.0,Night
2023-10-04 00:00:00,-2.667,13.933,0.0,7500.0,-8.13,0.0,0.0,Night
2023-10-04 00:15:00,-3.0,13.7,0.0,7480.0,-8.073,0.0,0.0,Night
2023-10-04 00:30:00,-2.667,13.733,0.0,7470.0,-8.107,0.0,0.0,Night
2023-10-04 00:45:00,-2.667,13.533,0.0,7486.667,-8.16,0.0,0.0,Night
2023-10-04 01:00:00,-3.0,13.367,0.0,7473.333,-8.087,0.0,0.0,Night
