Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Day/Night
2023-10-01 00:00:00,0.004026397,30.83358,1.716564,20.41826,-38.53896,0.0,0.0,0.0,0.0,Night
2023-10-01 00:15:00,0.0,30.56779,1.213586,20.42768,-38.60953,0.0,0.0,0.0,0.0,Night
2023-10-01 00:30:00,0.0,30.24746,1.206665,20.44259,-38.7309,0.0,0.0,0.0,0.0,Night
2023-10-01 00:45:00,0.0,29.90245,1.489384,20.44321,-38.63245,0.0,0.0,0.0,0.0,Night
2023-10-01 01:00:00,0.0,29.66438,1.442799,20.44424,-38.71863,0.0,0.0,0.0,0.0,Night
2023-10-01 01:15:00,0.0,29.18837,1.614226,20.45291,-38.74343,0.0,0.0,0.0,0.0,Night
2023-10-01 01:30:00,0.0001650601,29.47887,1.968307,20.45287,-38.55947,0.0,0.0,0.0,0.0,Night
2023-10-01 01:45:00,0.0,29.76259,1.804779,20.46775,-38.68342,0.0,0.0,0.0,0.0,Night
2023-10-01 02:00:00,0.0,29.8229,1.729877,20.46491,-38.65863,0.0,0.0,0.0,0.0,Night
2023-10-01 02:15:00,0.0,30.04024,1.382975,20.45577,-38.66139,0.0,0.0,0.0,0.0,Night
2023-10-01 02:30:00,0.0,30.28769,2.004277,20.45932,-38.71528,0.0,0.0,0.0,0.0,Night
2023-10-01 02:45:00,0.0,30.34838,1.4722,20.48164,-38.80887,0.0,0.0,0.0,0.0,Night
2023-10-01 03:00:00,0.0,30.51701,1.27039,20.48251,-38.8336,0.0,0.0,0.0,0.0,Night
2023-10-01 03:15:00,0.0,30.93408,1.627888,20.48067,-38.77999,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,0.0003558978,31.09881,1.778307,20.48047,-38.87789,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.01779511,31.17476,1.85976,20.47257,-38.76915,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.0,31.25847,1.813349,20.46157,-38.65139,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,0.0,31.52248,2.349259,20.44635,-38.51905,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,0.0,32.08588,2.593701,20.43602,-38.64216,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,0.0,32.18662,2.238179,20.4037,-38.75531,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,0.0,32.00024,2.031033,20.39245,-38.74497,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,0.01232562,31.29292,1.754267,20.38318,-38.64835,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,0.2092003,30.67916,2.406151,20.37186,-38.63088,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,0.003772943,30.90565,2.526722,20.32888,-38.57698,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,0.0,31.42084,2.615403,20.31321,-38.66166,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,0.0,31.82886,2.036578,20.3112,-38.57044,0.0,0.0,0.0,0.0,Night
2023-10-01 06:30:00,0.4115202,31.77235,1.509486,20.2836,-38.59866,0.0,0.0,0.0,0.0,Night
2023-10-01 06:45:00,4.061441,31.77173,1.655653,20.28715,-0.7049254,1.635,8.147333,1.424,1.903333,Day
2023-10-01 07:00:00,22.05984,31.74228,2.113148,20.21928,148.6147,38.23933,54.59967,34.849,38.271,Day
2023-10-01 07:15:00,57.56247,32.15908,1.908359,20.17036,549.7646,141.9887,178.2392,149.5012,160.1052,Day
2023-10-01 07:30:00,216.293,33.37921,1.982728,20.1793,2533.093,586.6917,674.3771,594.3109,639.7335,Day
2023-10-01 07:45:00,334.1008,35.08244,1.611171,20.11902,4550.45,1073.306,1213.741,1109.36,1175.325,Day
2023-10-01 08:00:00,467.1083,37.62888,1.656484,19.94817,6283.582,1523.285,1564.281,1574.016,1660.182,Day
2023-10-01 08:15:00,603.0513,39.96522,1.932757,19.73897,7592.529,1992.911,1583.755,2052.91,2142.383,Day
2023-10-01 08:30:00,707.3323,42.24075,2.490335,19.66777,8391.087,2332.421,1578.148,2404.767,2462.795,Day
2023-10-01 08:45:00,811.8903,44.10968,2.608367,19.764,8745.62,2417.152,1576.469,2466.072,2462.05,Day
2023-10-01 09:00:00,447.6376,46.25132,3.544488,19.96466,6207.368,2158.695,1424.417,1579.59,1253.404,Day
2023-10-01 09:15:00,802.1776,47.86481,4.589968,19.90858,8407.689,2489.08,1593.387,2251.122,2200.415,Day
2023-10-01 09:30:00,886.3414,49.32803,5.897573,19.74195,8933.723,2489.496,1580.869,2493.5,2481.472,Day
2023-10-01 09:45:00,816.6755,49.91349,6.214833,19.73764,8953.04,2496.987,1581.348,2493.924,2465.74,Day
2023-10-01 10:00:00,851.617,50.57256,5.769598,19.7625,8955.856,2495.623,1582.639,2494.454,2466.784,Day
2023-10-01 10:15:00,845.0254,51.19875,6.032184,19.74404,8771.612,2422.299,1563.869,2423.188,2417.511,Day
2023-10-01 10:30:00,827.7707,52.0179,5.113851,19.72749,8952.193,2496.844,1578.629,2494.221,2495.249,Day
2023-10-01 10:45:00,802.7689,52.94671,5.895546,19.75226,8097.799,1873.183,1545.344,2410.945,2413.315,Day
2023-10-01 11:00:00,614.1587,53.57076,7.607643,19.76703,7742.217,2450.267,1518.644,1896.759,2182.101,Day
2023-10-01 11:15:00,790.3699,53.98233,6.946548,19.73523,8953.698,2496.673,1579.181,2495.421,2495.281,Day
2023-10-01 11:30:00,773.7058,54.75317,6.133093,19.74491,8952.291,2497.651,1579.414,2493.665,2494.268,Day
2023-10-01 11:45:00,760.6762,55.25346,5.907483,19.76434,8953.435,2496.325,1579.853,2495.108,2495.477,Day
2023-10-01 12:00:00,751.6678,55.95195,5.901301,19.8058,8955.173,2496.938,1583.359,2494.358,2493.928,Day
2023-10-01 12:15:00,744.1428,56.42567,6.5096,19.82149,8956.441,2496.198,1584.634,2494.483,2494.72,Day
2023-10-01 12:30:00,742.1581,56.53836,7.183288,19.79964,8957.034,2496.469,1582.433,2493.77,2495.382,Day
2023-10-01 12:45:00,739.5265,56.75426,7.052722,19.84753,8957.246,2496.683,1586.831,2494.904,2396.461,Day
2023-10-01 13:00:00,742.2922,56.93742,5.573943,19.87316,8959.249,2495.855,1589.2,2494.236,2494.05,Day
2023-10-01 13:15:00,750.679,57.08073,6.618372,19.90685,8959.662,2495.994,1591.506,2494.673,2492.872,Day
2023-10-01 13:30:00,757.1418,57.52987,5.952711,19.91247,8961.312,2496.282,1590.866,2494.354,2493.86,Day
2023-10-01 13:45:00,766.0035,57.94854,5.134664,19.89889,8960.43,2496.958,1588.683,2493.141,2492.747,Day
