Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Power,Meter Voltage,Inverter_1,Day/Night
2023-09-01 00:00:00,-999.0,61.92457,0.724891,-2.54042,7.28461,0.0,Night
2023-09-01 00:15:00,-999.0,61.98383,0.604445,-2.53769,7.285626,0.0,Night
2023-09-01 00:30:00,-999.0,61.95637,1.10444,-2.54061,7.294763,0.0,Night
2023-09-01 00:45:00,-999.0,61.801,1.24679,-2.55152,7.303307,0.0,Night
2023-09-01 01:00:00,-999.0,61.74269,1.61672,-2.5358,7.270967,0.0,Night
2023-09-01 01:15:00,-999.0,61.72846,1.51117,-2.52149,7.240613,0.0,Night
2023-09-01 01:30:00,-999.0,61.72688,1.14061,-2.53002,7.246626,0.0,Night
2023-09-01 01:45:00,-999.0,61.71285,0.893056,-2.52923,7.24944,0.0,Night
2023-09-01 02:00:00,-999.0,61.61056,0.737333,-2.53577,7.26248,0.0,Night
2023-09-01 02:15:00,-999.0,61.64224,0.542055,-2.5414,7.262073,0.0,Night
2023-09-01 02:30:00,-999.0,61.58435,0.598778,-2.5499,7.267027,0.0,Night
2023-09-01 02:45:00,-999.0,61.61041,0.671166,-2.53705,7.268604,0.0,Night
2023-09-01 03:00:00,-999.0,61.71402,0.768111,-2.53404,7.266673,0.0,Night
2023-09-01 03:15:00,-999.0,61.76116,1.16211,-2.53279,7.26838,0.0,Night
2023-09-01 03:30:00,-999.0,61.81619,1.00955,-2.53785,7.272563,0.0,Night
2023-09-01 03:45:00,-999.0,61.84024,1.00956,-2.53598,7.27066,0.0,Night
2023-09-01 04:00:00,-999.0,61.83864,1.1341,-2.53746,7.273217,0.0,Night
2023-09-01 04:15:00,-999.0,61.81641,1.33209,-2.5391,7.270883,0.0,Night
2023-09-01 04:30:00,-999.0,61.66744,1.4355,-2.53964,7.27254,0.0,Night
2023-09-01 04:45:00,-999.0,61.35006,1.55383,-2.5293,7.26032,0.0,Night
2023-09-01 05:00:00,-999.0,61.25702,1.50775,-2.51771,7.23834,0.0,Night
2023-09-01 05:15:00,-999.0,61.02251,1.79844,-2.50954,7.226323,0.0,Night
2023-09-01 05:30:00,-999.0,60.92409,1.47411,-2.50286,7.214963,0.0,Night
