Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Inverter_1,Day/Night
2023-10-01 00:00:00,0.0,40.80386,0.424,7.39381,-2.63366,0.0,Night
2023-10-01 00:15:00,0.0,40.09502,0.405445,7.399354,-2.63788,0.0,Night
2023-10-01 00:30:00,0.0,39.31287,0.299333,7.403333,-2.6424,0.0,Night
2023-10-01 00:45:00,0.0,38.49743,0.489222,7.411267,-2.64666,0.0,Night
2023-10-01 01:00:00,0.0,37.81786,0.647667,7.41611,-2.65006,0.0,Night
2023-10-01 01:15:00,0.0,37.95285,0.614389,7.42476,-2.65976,0.0,Night
2023-10-01 01:30:00,0.0,37.60108,0.473278,7.42001,-2.65776,0.0,Night
2023-10-01 01:45:00,0.0,37.28364,0.297778,7.421927,-2.65999,0.0,Night
2023-10-01 02:00:00,0.0,37.31673,0.213445,7.426273,-2.66234,0.0,Night
2023-10-01 02:15:00,0.0,36.56215,0.341538,7.434013,-2.66733,0.0,Night
2023-10-01 02:30:00,0.0,36.11225,0.654722,7.434883,-2.66663,0.0,Night
2023-10-01 02:45:00,0.0,36.1153,0.689111,7.434646,-2.66939,0.0,Night
2023-10-01 03:00:00,0.0,36.08941,0.459278,7.43489,-2.66975,0.0,Night
2023-10-01 03:15:00,0.0,35.92788,0.303167,7.430947,-2.66313,0.0,Night
2023-10-01 03:30:00,0.0,35.57709,0.304,7.435847,-2.66323,0.0,Night
2023-10-01 03:45:00,0.0,35.46515,0.290611,7.4365,-2.66615,0.0,Night
2023-10-01 04:00:00,0.0,35.47684,0.269389,7.431376,-2.66202,0.0,Night
2023-10-01 04:15:00,0.0,35.51532,0.278056,7.42764,-2.66053,0.0,Night
2023-10-01 04:30:00,0.0,35.28961,0.284167,7.425943,-2.65824,0.0,Night
2023-10-01 04:45:00,0.0,35.28286,0.550278,7.42186,-2.65258,0.0,Night
2023-10-01 05:00:00,0.0,35.11401,0.445833,7.409664,-2.65341,0.0,Night
2023-10-01 05:15:00,0.0,34.96027,0.588945,7.407823,-2.65748,0.0,Night
2023-10-01 05:30:00,0.0,34.79082,0.267222,7.40224,-2.64444,0.0,Night
2023-10-01 05:45:00,0.0,34.2486,0.298444,7.397146,-2.64127,0.0,Night
2023-10-01 06:00:00,0.0,33.85679,0.319361,7.387767,-2.63407,0.0,Night
2023-10-01 06:15:00,0.0,33.63765,0.445333,7.38314,-2.63072,0.0,Night
2023-10-01 06:30:00,0.0,33.39348,0.291167,7.37665,-2.62436,0.0,Night
