Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Power,Meter Voltage,Inverter_1,Inverter_2,Day/Night
2023-08-01 05:45:00,-3.0,20.3,0.267,-7.163,7403.333,0.0,0.0,Night
2023-08-01 06:00:00,-3.0,20.033,0.0,-7.137,7386.667,0.0,0.0,Night
2023-08-01 06:15:00,-2.0,20.167,0.0,-7.133,7390.0,0.0,0.0,Night
2023-08-01 06:30:00,0.333,20.167,0.0,-7.16,7390.0,0.0,0.0,Night
2023-08-01 06:45:00,9.667,19.733,0.0,-7.127,7386.667,0.0,0.0,Day
2023-08-01 07:00:00,33.0,20.167,0.0,62.207,7386.667,31.1,36.633,Day
2023-08-01 07:15:00,64.0,21.167,0.0,96.437,7390.0,42.267,53.9,Day
2023-08-01 07:30:00,126.333,22.9,0.0,271.703,7400.0,159.667,116.767,Day
2023-08-01 07:45:00,168.0,24.033,0.333,430.037,7386.667,234.067,202.367,Day
2023-08-01 08:00:00,215.667,24.633,0.2,545.417,7396.667,306.333,253.067,Day
2023-08-01 08:15:00,165.333,24.367,0.767,509.75,7403.333,270.167,248.7,Day
2023-08-01 08:30:00,206.0,24.533,1.333,601.247,7413.333,318.867,294.6,Day
2023-08-01 08:45:00,362.333,25.533,1.233,1141.023,7443.333,585.367,569.4,Day
2023-08-01 09:00:00,377.667,25.8,1.633,1233.603,7440.0,636.333,602.467,Day
2023-08-01 09:15:00,499.333,27.133,1.1,1555.07,7450.0,801.7,767.867,Day
2023-08-01 09:30:00,547.333,27.367,2.133,1726.843,7443.333,879.833,861.067,Day
2023-08-01 09:45:00,608.667,27.733,1.0,1932.517,7460.0,989.367,971.933,Day
2023-08-01 10:00:00,659.667,28.067,0.8,2096.503,7446.667,1067.467,1064.0,Day
2023-08-01 10:15:00,714.333,28.467,1.0,2273.063,7413.333,1155.3,1159.8,Day
2023-08-01 10:30:00,764.667,28.433,1.8,2430.363,7403.333,1234.833,1241.333,Day
2023-08-01 10:45:00,807.333,28.867,1.967,2562.71,7410.0,1301.533,1310.233,Day
2023-08-01 11:00:00,855.0,29.333,2.433,2690.913,7443.333,1366.233,1377.0,Day
2023-08-01 11:15:00,883.667,29.767,1.0,2764.253,7483.333,1402.7,1415.7,Day
2023-08-01 11:30:00,917.667,30.233,2.067,2856.437,7496.667,1443.667,1465.733,Day
2023-08-01 11:45:00,946.0,30.9,0.967,2924.45,7486.667,1483.833,1496.333,Day
2023-08-01 12:00:00,972.667,30.667,1.1,2950.857,7490.0,1503.133,1502.267,Day
2023-08-01 12:15:00,1012.667,31.067,2.0,2951.653,7483.333,1503.9,1502.267,Day
2023-08-01 12:30:00,1008.0,30.367,1.333,2948.553,7470.0,1504.467,1504.833,Day
2023-08-01 12:45:00,1029.667,31.033,1.667,2950.2,7466.667,1504.4,1502.7,Day
2023-08-01 13:00:00,1035.0,31.067,0.733,2946.747,7456.667,1504.3,1498.467,Day
2023-08-01 13:15:00,1069.0,31.467,2.033,2787.083,7443.333,1495.633,1341.667,Day
2023-08-01 13:30:00,902.667,30.767,1.0,2273.403,7456.667,1172.1,1130.733,Day
2023-08-01 13:45:00,931.667,33.5,0.233,2797.417,7470.0,1345.867,1502.167,Day
2023-08-01 14:00:00,841.667,32.4,0.933,2568.923,7466.667,1276.2,1331.9,Day
2023-08-01 14:15:00,800.333,31.933,0.433,2575.24,7456.667,1192.967,1426.467,Day
2023-08-01 14:30:00,1031.667,33.267,0.9,2950.683,7463.333,1503.9,1502.133,Day
2023-08-01 14:45:00,969.667,32.2,1.6,2758.95,7450.0,1394.733,1416.8,Day
2023-08-01 15:00:00,909.667,32.167,1.633,2893.337,7466.667,1449.433,1498.4,Day
2023-08-01 15:15:00,875.333,32.133,2.3,2808.36,7460.0,1401.867,1459.133,Day
2023-08-01 15:30:00,852.333,31.667,2.833,2758.083,7466.667,1375.533,1435.933,Day
2023-08-01 15:45:00,812.0,31.6,2.6,2568.47,7460.0,1300.4,1315.333,Day
2023-08-01 16:00:00,744.0,32.4,1.633,2471.133,7450.0,1226.3,1291.033,Day
2023-08-01 16:15:00,690.333,32.233,1.4,2314.02,7446.667,1145.833,1209.4,Day
2023-08-01 16:30:00,635.0,32.333,2.0,2155.397,7436.667,1062.033,1131.3,Day
2023-08-01 16:45:00,584.667,32.167,2.667,1984.473,7463.333,968.233,1048.067,Day
2023-08-01 17:00:00,535.0,32.4,1.733,1847.807,7460.0,900.833,969.2,Day
2023-08-01 17:15:00,498.333,32.1,1.633,1732.807,7446.667,840.467,912.2,Day
2023-08-01 17:30:00,234.667,30.5,1.633,849.32,7416.667,392.167,464.533,Day
2023-08-01 17:45:00,367.667,31.133,1.967,1305.157,7433.333,623.267,691.4,Day
2023-08-01 18:00:00,331.667,32.1,1.233,1160.857,7453.333,557.467,619.067,Day
2023-08-01 18:15:00,181.333,31.1,1.233,700.71,7433.333,327.3,384.9,Day
2023-08-01 18:30:00,171.333,30.167,1.233,638.72,7443.333,294.067,350.967,Day
2023-08-01 18:45:00,157.667,30.667,1.367,516.46,7460.0,236.967,287.0,Day
2023-08-01 19:00:00,115.0,30.433,0.733,356.097,7470.0,160.9,200.5,Day
2023-08-01 19:15:00,74.667,29.2,1.433,223.433,7466.667,102.667,125.433,Day
2023-08-01 19:30:00,46.0,28.533,0.233,134.607,7450.0,66.5,66.7,Day
2023-08-01 19:45:00,26.0,27.7,0.0,56.617,7453.333,41.367,18.233,Day
2023-08-01 20:00:00,13.0,26.467,0.0,29.913,7460.0,22.1,24.667,Day
2023-08-01 20:15:00,1.0,24.767,0.0,-7.91,7480.0,0.0,0.0,Day
2023-08-01 20:30:00,-5.333,23.6,0.0,-7.363,7453.333,0.0,0.0,Day
2023-08-01 20:45:00,-7.0,23.367,0.0,-7.35,7443.333,0.0,0.0,Night
2023-08-01 21:00:00,-5.667,22.9,0.0,-7.367,7446.667,0.0,0.0,Night
2023-08-01 21:15:00,-3.333,22.7,0.0,-7.363,7460.0,0.0,0.0,Night
2023-08-01 21:30:00,-2.333,22.567,0.0,-7.277,7440.0,0.0,0.0,Night
2023-08-01 21:45:00,-1.667,23.767,0.0,-7.317,7453.333,0.0,0.0,Night
2023-08-01 22:00:00,-2.0,23.5,0.0,-7.273,7433.333,0.0,0.0,Night
2023-08-01 22:15:00,-3.0,23.6,0.467,-7.25,7416.667,0.0,0.0,Night
2023-08-01 22:30:00,-3.667,23.733,0.5,-7.37,7480.0,0.0,0.0,Night
2023-08-01 22:45:00,-3.333,23.6,0.467,-7.383,7480.0,0.0,0.0,Night
2023-08-01 23:00:00,-1.333,23.667,0.733,-7.353,7460.0,0.0,0.0,Night
2023-08-01 23:15:00,-1.0,23.7,0.967,-7.36,7470.0,0.0,0.0,Night
2023-08-01 23:30:00,-2.333,23.767,0.667,-7.37,7480.0,0.0,0.0,Night
2023-08-01 23:45:00,-3.667,23.633,0.667,-7.36,7470.0,0.0,0.0,Night
2023-08-02 00:00:00,-4.0,23.333,1.133,-7.35,7456.667,0.0,0.0,Night
2023-08-02 00:15:00,-4.0,23.1,0.7,-7.34,7466.667,0.0,0.0,Night
2023-08-02 00:30:00,-4.0,22.833,0.533,-7.343,7470.0,0.0,0.0,Night
2023-08-02 00:45:00,-4.0,22.433,0.633,-7.307,7480.0,0.0,0.0,Night
2023-08-02 01:00:00,-3.667,22.3,0.133,-7.357,7493.333,0.0,0.0,Night
2023-08-02 01:15:00,-3.667,22.133,0.0,-7.34,7470.0,0.0,0.0,Night
2023-08-02 01:30:00,-4.0,21.7,0.0,-7.33,7483.333,0.0,0.0,Night
2023-08-02 01:45:00,-3.333,21.867,0.0,-7.323,7476.667,0.0,0.0,Night
2023-08-02 02:00:00,-3.0,21.9,0.0,-7.313,7473.333,0.0,0.0,Night
2023-08-02 02:15:00,-2.667,21.833,0.0,-7.357,7490.0,0.0,0.0,Night
2023-08-02 02:30:00,-1.0,21.8,0.233,-7.34,7486.667,0.0,0.0,Night
2023-08-02 02:45:00,-1.333,22.033,0.367,-7.37,7496.667,0.0,0.0,Night
2023-08-02 03:00:00,-3.333,21.8,0.0,-7.267,7433.333,0.0,0.0,Night
2023-08-02 03:15:00,-3.667,21.7,0.2,-7.303,7443.333,0.0,0.0,Night
2023-08-02 03:30:00,-4.0,21.5,0.733,-7.287,7443.333,0.0,0.0,Night
2023-08-02 03:45:00,-4.0,21.467,0.233,-7.227,7420.0,0.0,0.0,Night
2023-08-02 04:00:00,-3.0,21.767,0.0,-7.123,7400.0,0.0,0.0,Night
2023-08-02 04:15:00,-1.0,21.467,0.0,-7.167,7426.667,0.0,0.0,Night
2023-08-02 04:30:00,-2.0,21.433,0.133,-7.153,7420.0,0.0,0.0,Night
2023-08-02 04:45:00,-2.0,21.6,0.0,-7.173,7423.333,0.0,0.0,Night
2023-08-02 05:00:00,-3.0,21.333,0.7,-7.127,7413.333,0.0,0.0,Night
2023-08-02 05:15:00,-3.0,21.433,0.0,-7.137,7416.667,0.0,0.0,Night
2023-08-02 05:30:00,-2.0,21.167,0.6,-7.09,7400.0,0.0,0.0,Night
2023-08-02 05:45:00,-1.333,21.033,0.0,-7.11,7390.0,0.0,0.0,Night
2023-08-02 06:00:00,-3.0,21.267,0.3,-7.093,7380.0,0.0,0.0,Night
2023-08-02 06:15:00,-3.667,20.533,0.0,-7.14,7413.333,0.0,0.0,Night
2023-08-02 06:30:00,-1.0,20.0,0.367,-7.15,7416.667,0.0,0.0,Night
2023-08-02 06:45:00,4.667,19.867,0.0,-7.117,7400.0,0.0,0.0,Day
2023-08-02 07:00:00,9.0,20.2,0.0,-7.1,7383.333,0.0,0.0,Day
2023-08-02 07:15:00,17.0,20.667,0.0,2.71,7390.0,0.0,10.933,Day
2023-08-02 07:30:00,17.0,20.8,0.0,13.64,7383.333,0.0,20.133,Day
2023-08-02 07:45:00,28.333,21.067,0.0,64.6,7406.667,27.833,38.633,Day
2023-08-02 08:00:00,36.0,21.267,0.0,78.383,7393.333,43.833,41.8,Day
2023-08-02 08:15:00,91.0,21.933,0.0,267.89,7373.333,113.6,146.933,Day
2023-08-02 08:30:00,126.667,22.3,0.0,422.653,7383.333,209.533,214.667,Day
2023-08-02 08:45:00,171.333,22.933,0.0,595.873,7376.667,291.4,307.367,Day
2023-08-02 09:00:00,176.667,23.567,0.0,620.973,7380.0,310.433,320.0,Day
2023-08-02 09:15:00,68.333,22.967,0.0,236.463,7423.333,116.967,126.567,Day
2023-08-02 09:30:00,40.333,22.467,0.0,114.047,7476.667,44.833,67.867,Day
2023-08-02 09:45:00,81.333,22.033,0.767,302.393,7450.0,150.2,160.9,Day
2023-08-02 10:00:00,68.667,20.7,0.3,245.773,7386.667,124.433,129.267,Day
2023-08-02 10:15:00,147.333,21.9,0.0,521.937,7370.0,259.367,267.333,Day
2023-08-02 10:30:00,343.333,23.8,0.3,1212.82,7423.333,584.9,636.1,Day
2023-08-02 10:45:00,787.667,27.433,0.3,2317.94,7483.333,1182.3,1162.233,Day
2023-08-02 11:00:00,780.333,27.6,0.8,2273.807,7460.0,1181.133,1127.1,Day
2023-08-02 11:15:00,449.333,27.433,0.4,1517.097,7420.0,744.5,780.633,Day
2023-08-02 11:30:00,554.667,28.3,1.2,2066.707,7423.333,1034.633,1052.367,Day
2023-08-02 11:45:00,451.0,27.667,1.167,1576.78,7400.0,794.233,794.867,Day
2023-08-02 12:00:00,415.667,27.233,0.3,1393.18,7393.333,700.467,707.567,Day
2023-08-02 12:15:00,417.333,27.567,0.367,1425.993,7420.0,708.3,728.267,Day
2023-08-02 12:30:00,794.333,28.533,0.667,2540.207,7446.667,1329.067,1255.033,Day
2023-08-02 12:45:00,997.0,30.767,1.0,2904.087,7460.0,1453.2,1502.9,Day
2023-08-02 13:00:00,950.667,29.267,0.833,2505.66,7436.667,1287.833,1264.0,Day
2023-08-02 13:15:00,714.333,29.833,1.033,2143.597,7416.667,1121.067,1055.6,Day
2023-08-02 13:30:00,746.667,30.067,0.7,2345.86,7416.667,1187.367,1196.067,Day
2023-08-02 13:45:00,551.333,29.233,0.367,1928.62,7393.333,955.367,995.5,Day
2023-08-02 14:00:00,701.667,30.133,0.7,2190.867,7423.333,1009.4,1208.467,Day
2023-08-02 14:15:00,644.667,29.267,1.067,2151.58,7420.0,1035.733,1137.367,Day
2023-08-02 14:30:00,585.333,31.367,0.733,1917.253,7416.667,938.867,1006.467,Day
2023-08-02 14:45:00,394.333,30.4,0.467,1627.447,7406.667,671.9,979.433,Day
2023-08-02 15:00:00,328.667,29.7,0.3,1293.79,7406.667,663.0,652.2,Day
2023-08-02 15:15:00,297.333,30.333,0.533,1033.457,7396.667,504.933,532.433,Day
2023-08-02 15:30:00,601.333,31.7,0.2,2054.84,7440.0,1036.067,1044.667,Day
2023-08-02 15:45:00,480.333,30.467,1.467,1585.32,7436.667,777.633,829.7,Day
2023-08-02 16:00:00,626.0,31.233,0.133,1882.73,7440.0,1004.3,898.067,Day
2023-08-02 16:15:00,694.667,32.333,0.633,2075.24,7460.0,1001.6,1100.067,Day
2023-08-02 16:30:00,375.667,30.7,1.567,1160.053,7443.333,567.8,607.733,Day
2023-08-02 16:45:00,266.0,30.733,0.0,1012.897,7443.333,445.467,573.9,Day
2023-08-02 17:00:00,410.0,30.867,0.367,1412.883,7470.0,698.833,727.567,Day
2023-08-02 17:15:00,305.0,29.667,0.267,1067.647,7453.333,524.667,557.4,Day
2023-08-02 17:30:00,253.667,29.867,0.567,884.727,7460.0,436.567,454.967,Day
2023-08-02 17:45:00,154.333,28.8,0.167,536.337,7450.0,267.067,279.233,Day
2023-08-02 18:00:00,109.667,28.867,0.233,385.14,7473.333,192.533,200.4,Day
2023-08-02 18:15:00,68.333,28.533,0.333,230.357,7453.333,112.067,124.733,Day
2023-08-02 18:30:00,43.333,28.0,0.0,132.397,7460.0,66.9,73.867,Day
2023-08-02 18:45:00,93.0,28.6,0.0,328.34,7483.333,163.9,170.4,Day
2023-08-02 19:00:00,92.333,28.567,0.0,319.7,7456.667,159.667,167.733,Day
2023-08-02 19:15:00,67.333,28.367,0.0,218.343,7456.667,106.8,105.433,Day
2023-08-02 19:30:00,43.667,27.7,0.0,143.99,7456.667,75.4,77.167,Day
2023-08-02 19:45:00,20.333,27.5,0.0,58.36,7466.667,24.867,34.6,Day
2023-08-02 20:00:00,6.0,26.933,0.0,-5.85,7460.0,0.0,0.0,Day
2023-08-02 20:15:00,-1.0,26.933,0.0,-7.387,7476.667,0.0,0.0,Day
2023-08-02 20:30:00,-3.0,26.433,0.0,-7.343,7466.667,0.0,0.0,Day
2023-08-02 20:45:00,-2.0,25.733,0.3,-7.363,7470.0,0.0,0.0,Night
2023-08-02 21:00:00,-2.0,25.267,0.467,-7.38,7486.667,0.0,0.0,Night
2023-08-02 21:15:00,-2.333,25.567,0.0,-7.4,7486.667,0.0,0.0,Night
2023-08-02 21:30:00,-2.667,24.6,0.0,-7.38,7466.667,0.0,0.0,Night
2023-08-02 21:45:00,-3.0,24.233,0.0,-7.35,7470.0,0.0,0.0,Night
2023-08-02 22:00:00,-3.333,23.767,0.0,-7.35,7473.333,0.0,0.0,Night
2023-08-02 22:15:00,-3.0,22.833,0.0,-7.34,7466.667,0.0,0.0,Night
2023-08-02 22:30:00,-3.0,22.967,0.0,-7.38,7480.0,0.0,0.0,Night
2023-08-02 22:45:00,-3.0,23.4,0.0,-7.31,7463.333,0.0,0.0,Night
2023-08-02 23:00:00,-2.0,23.0,0.0,-7.293,7463.333,0.0,0.0,Night
2023-08-02 23:15:00,-2.0,22.633,0.0,-7.327,7476.667,0.0,0.0,Night
2023-08-02 23:30:00,-1.333,22.9,0.0,-7.347,7476.667,0.0,0.0,Night
2023-08-02 23:45:00,-1.667,23.2,0.0,-7.26,7436.667,0.0,0.0,Night
2023-08-03 00:00:00,-1.0,23.767,0.0,-7.253,7433.333,0.0,0.0,Night
2023-08-03 00:15:00,-1.333,23.733,0.0,-7.283,7450.0,0.0,0.0,Night
2023-08-03 00:30:00,-1.0,23.733,0.0,-7.273,7443.333,0.0,0.0,Night
2023-08-03 00:45:00,-2.0,24.3,0.0,-7.317,7463.333,0.0,0.0,Night
2023-08-03 01:00:00,-1.333,24.1,0.0,-7.34,7463.333,0.0,0.0,Night
2023-08-03 01:15:00,-0.333,24.067,0.2,-7.353,7483.333,0.0,0.0,Night
2023-08-03 01:30:00,-0.667,24.733,0.0,-7.347,7483.333,0.0,0.0,Night
2023-08-03 01:45:00,-1.333,24.433,0.0,-7.343,7483.333,0.0,0.0,Night
2023-08-03 02:00:00,-1.333,23.967,0.0,-7.367,7496.667,0.0,0.0,Night
2023-08-03 02:15:00,-2.0,24.667,0.0,-7.377,7496.667,0.0,0.0,Night
2023-08-03 02:30:00,-2.0,24.067,0.0,-7.337,7450.0,0.0,0.0,Night
2023-08-03 02:45:00,-2.0,23.233,0.567,-7.323,7426.667,0.0,0.0,Night
2023-08-03 03:00:00,-1.333,23.133,0.433,-7.263,7420.0,0.0,0.0,Night
2023-08-03 03:15:00,-4.667,22.933,0.0,-7.283,7423.333,0.0,0.0,Night
2023-08-03 03:30:00,-3.667,22.933,0.0,-7.263,7416.667,0.0,0.0,Night
2023-08-03 03:45:00,-2.0,22.933,0.0,-7.22,7400.0,0.0,0.0,Night
2023-08-03 04:00:00,-2.667,21.867,0.0,-7.237,7403.333,0.0,0.0,Night
2023-08-03 04:15:00,-2.333,21.4,0.4,-7.25,7403.333,0.0,0.0,Night
2023-08-03 04:30:00,-2.0,21.5,0.267,-7.117,7400.0,0.0,0.0,Night
2023-08-03 04:45:00,-2.0,21.467,0.233,-7.1,7396.667,0.0,0.0,Night
2023-08-03 05:00:00,-1.0,21.3,0.733,-7.087,7393.333,0.0,0.0,Night
2023-08-03 05:15:00,-1.0,21.433,0.267,-7.147,7406.667,0.0,0.0,Night
2023-08-03 05:30:00,-1.0,21.5,1.1,-7.117,7403.333,0.0,0.0,Night
2023-08-03 05:45:00,-1.0,21.233,1.833,-7.093,7390.0,0.0,0.0,Night
2023-08-03 06:00:00,0.0,21.2,1.067,-7.15,7396.667,0.0,0.0,Night
2023-08-03 06:15:00,0.0,21.133,0.8,-7.133,7400.0,0.0,0.0,Night
2023-08-03 06:30:00,0.0,20.8,2.5,-7.107,7393.333,0.0,0.0,Night
2023-08-03 06:45:00,0.0,20.733,3.033,-7.13,7386.667,0.0,0.0,Day
2023-08-03 07:00:00,1.333,20.567,1.8,-7.147,7406.667,0.0,0.0,Day
2023-08-03 07:15:00,8.667,20.4,2.367,-7.11,7380.0,0.0,0.0,Day
2023-08-03 07:30:00,9.0,20.367,1.3,-7.103,7366.667,0.0,0.0,Day
2023-08-03 07:45:00,4.333,20.467,1.0,-7.107,7396.667,0.0,0.0,Day
2023-08-03 08:00:00,6.333,20.467,1.7,-7.103,7390.0,0.0,0.0,Day
2023-08-03 08:15:00,5.333,20.533,1.7,-7.103,7380.0,0.0,0.0,Day
2023-08-03 08:30:00,8.0,20.533,1.133,-7.09,7376.667,0.0,0.0,Day
2023-08-03 08:45:00,18.667,20.5,1.8,7.217,7383.333,14.3,2.567,Day
2023-08-03 09:00:00,22.667,20.567,1.8,33.133,7383.333,13.533,25.9,Day
2023-08-03 09:15:00,22.0,20.6,1.6,48.893,7386.667,27.267,32.767,Day
2023-08-03 09:30:00,56.0,20.833,2.033,165.477,7446.667,82.433,97.367,Day
2023-08-03 09:45:00,42.0,20.8,0.8,94.683,7463.333,64.167,36.233,Day
2023-08-03 10:00:00,43.667,20.733,1.367,116.213,7460.0,60.967,69.767,Day
2023-08-03 10:15:00,39.333,20.867,0.767,109.883,7450.0,51.9,51.8,Day
2023-08-03 10:30:00,36.0,20.733,1.467,100.563,7446.667,50.933,54.433,Day
2023-08-03 10:45:00,44.0,20.867,0.933,95.843,7450.0,59.333,53.867,Day
2023-08-03 11:00:00,46.333,20.867,2.067,123.193,7453.333,62.133,44.033,Day
2023-08-03 11:15:00,63.0,20.933,1.2,197.513,7460.0,96.267,105.1,Day
2023-08-03 11:30:00,145.667,21.333,1.2,533.25,7486.667,263.367,271.9,Day
2023-08-03 11:45:00,149.0,21.267,1.733,534.723,7456.667,263.067,274.733,Day
2023-08-03 12:00:00,226.333,21.633,1.833,828.983,7480.0,410.5,421.6,Day
2023-08-03 12:15:00,305.333,22.0,1.733,1137.307,7466.667,560.2,586.033,Day
2023-08-03 12:30:00,215.0,22.133,0.967,783.613,7436.667,389.5,405.233,Day
2023-08-03 12:45:00,87.333,21.933,0.467,307.287,7380.0,152.5,162.633,Day
2023-08-03 13:00:00,69.0,22.033,1.067,223.78,7386.667,113.233,112.667,Day
2023-08-03 13:15:00,86.0,22.033,0.8,296.47,7380.0,130.833,153.8,Day
2023-08-03 13:30:00,122.0,22.433,0.733,424.717,7396.667,212.5,220.267,Day
2023-08-03 13:45:00,166.667,23.167,1.0,599.327,7416.667,294.0,311.467,Day
2023-08-03 14:00:00,105.333,22.833,1.133,365.547,7410.0,182.967,191.933,Day
2023-08-03 14:15:00,97.333,22.9,0.967,339.363,7420.0,169.0,175.6,Day
2023-08-03 14:30:00,114.333,23.2,1.133,408.443,7423.333,202.933,207.933,Day
2023-08-03 14:45:00,134.333,23.433,0.967,483.947,7423.333,240.933,248.967,Day
2023-08-03 15:00:00,76.333,23.267,0.633,260.09,7413.333,134.0,133.733,Day
2023-08-03 15:15:00,89.333,23.2,0.4,317.103,7433.333,159.033,163.8,Day
2023-08-03 15:30:00,108.667,22.7,1.0,405.91,7433.333,200.167,210.233,Day
2023-08-03 15:45:00,82.333,22.333,2.433,299.37,7450.0,149.433,159.567,Day
2023-08-03 16:00:00,85.0,22.2,0.733,296.423,7473.333,153.2,150.0,Day
2023-08-03 16:15:00,57.0,22.1,0.467,193.053,7473.333,98.467,86.4,Day
2023-08-03 16:30:00,71.667,22.1,1.667,246.633,7470.0,125.867,128.033,Day
2023-08-03 16:45:00,68.0,22.1,1.733,232.813,7443.333,113.733,122.867,Day
2023-08-03 17:00:00,64.667,22.067,1.567,191.513,7453.333,110.367,92.567,Day
2023-08-03 17:15:00,97.667,22.233,1.633,340.58,7463.333,170.167,180.7,Day
2023-08-03 17:30:00,83.333,22.2,1.533,292.447,7466.667,145.367,154.3,Day
2023-08-03 17:45:00,72.0,22.233,3.3,242.03,7456.667,123.2,127.633,Day
2023-08-03 18:00:00,71.0,22.333,1.633,234.023,7466.667,118.6,123.5,Day
2023-08-03 18:15:00,45.0,22.367,1.367,91.04,7470.0,46.533,56.7,Day
2023-08-03 18:30:00,41.667,22.3,1.567,124.22,7470.0,67.967,68.067,Day
2023-08-03 18:45:00,36.333,22.433,1.6,70.543,7476.667,31.9,41.133,Day
2023-08-03 19:00:00,35.667,22.267,1.833,69.863,7490.0,38.967,47.533,Day
2023-08-03 19:15:00,25.333,22.2,1.633,54.003,7476.667,23.567,29.6,Day
2023-08-03 19:30:00,9.333,22.333,1.767,-8.38,7466.667,0.0,0.0,Day
2023-08-03 19:45:00,8.333,22.467,0.9,-7.303,7466.667,0.0,0.0,Day
2023-08-03 20:00:00,5.333,22.133,0.867,-7.287,7456.667,0.0,0.0,Day
2023-08-03 20:15:00,2.667,22.1,1.033,-7.253,7450.0,0.0,0.0,Day
2023-08-03 20:30:00,0.333,22.133,1.2,-7.21,7433.333,0.0,0.0,Night
2023-08-03 20:45:00,0.0,22.2,0.433,-7.173,7423.333,0.0,0.0,Night
2023-08-03 21:00:00,0.0,22.433,0.967,-7.187,7430.0,0.0,0.0,Night
2023-08-03 21:15:00,0.0,22.6,1.333,-7.213,7433.333,0.0,0.0,Night
2023-08-03 21:30:00,0.0,22.6,0.367,-7.227,7436.667,0.0,0.0,Night
2023-08-03 21:45:00,0.0,22.7,0.433,-7.233,7440.0,0.0,0.0,Night
2023-08-03 22:00:00,0.0,22.767,0.9,-7.26,7446.667,0.0,0.0,Night
2023-08-03 22:15:00,0.0,22.833,0.5,-7.297,7456.667,0.0,0.0,Night
2023-08-03 22:30:00,0.0,22.733,1.167,-7.31,7470.0,0.0,0.0,Night
2023-08-03 22:45:00,-1.0,22.6,1.567,-7.363,7480.0,0.0,0.0,Night
2023-08-03 23:00:00,0.0,22.5,1.633,-7.35,7450.0,0.0,0.0,Night
2023-08-03 23:15:00,-1.333,22.333,0.8,-7.283,7453.333,0.0,0.0,Night
2023-08-03 23:30:00,-2.0,22.067,0.467,-7.277,7446.667,0.0,0.0,Night
2023-08-03 23:45:00,-1.667,21.933,1.2,-7.323,7463.333,0.0,0.0,Night
2023-08-04 00:00:00,-2.0,21.767,0.233,-7.303,7470.0,0.0,0.0,Night
2023-08-04 00:15:00,-1.0,21.767,0.2,-7.31,7473.333,0.0,0.0,Night
2023-08-04 00:30:00,-1.0,21.767,0.233,-7.35,7493.333,0.0,0.0,Night
2023-08-04 00:45:00,-1.333,21.8,0.267,-7.35,7486.667,0.0,0.0,Night
2023-08-04 01:00:00,0.0,21.9,0.0,-7.323,7476.667,0.0,0.0,Night
2023-08-04 01:15:00,0.0,21.633,0.6,-7.31,7463.333,0.0,0.0,Night
2023-08-04 01:30:00,0.0,21.667,0.567,-7.297,7476.667,0.0,0.0,Night
2023-08-04 01:45:00,0.0,21.467,0.467,-7.273,7483.333,0.0,0.0,Night
2023-08-04 02:00:00,0.0,21.867,0.0,-7.29,7493.333,0.0,0.0,Night
2023-08-04 02:15:00,-1.0,21.6,0.0,-7.293,7496.667,0.0,0.0,Night
2023-08-04 02:30:00,-1.0,21.6,0.0,-7.287,7480.0,0.0,0.0,Night
