
I.

Detected missing values in the 'POA Irradiance' column.
All have been filled with a placeholder value of -999.
Here are missing values during the daytime.
Kindly document this discrepancy in the 'Data Issues' spreadsheet for further review.

+-------+---------------------+----------------+-------------+------------+-------------+---------------+------------+------------+------------+------------+-----------+
| Index |      Timestamp      | POA Irradiance | Temperature | Wind Speed | Meter Power | Meter Voltage | Inverter_1 | Inverter_2 | Inverter_3 | Inverter_4 | Day/Night |
+-------+---------------------+----------------+-------------+------------+-------------+---------------+------------+------------+------------+------------+-----------+
|  1674 | 2023-09-18 10:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1675 | 2023-09-18 10:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1676 | 2023-09-18 10:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1677 | 2023-09-18 10:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1678 | 2023-09-18 11:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1679 | 2023-09-18 11:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1680 | 2023-09-18 11:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1681 | 2023-09-18 11:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1682 | 2023-09-18 12:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1683 | 2023-09-18 12:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1684 | 2023-09-18 12:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1685 | 2023-09-18 12:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1686 | 2023-09-18 13:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1687 | 2023-09-18 13:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1688 | 2023-09-18 13:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1689 | 2023-09-18 13:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1690 | 2023-09-18 14:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1691 | 2023-09-18 14:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1692 | 2023-09-18 14:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1693 | 2023-09-18 14:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1694 | 2023-09-18 15:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1695 | 2023-09-18 15:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1696 | 2023-09-18 15:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1697 | 2023-09-18 15:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1698 | 2023-09-18 16:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1699 | 2023-09-18 16:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1700 | 2023-09-18 16:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1701 | 2023-09-18 16:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1702 | 2023-09-18 17:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1703 | 2023-09-18 17:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1704 | 2023-09-18 17:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1705 | 2023-09-18 17:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1706 | 2023-09-18 18:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1707 | 2023-09-18 18:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1708 | 2023-09-18 18:30:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1709 | 2023-09-18 18:45:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1710 | 2023-09-18 19:00:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
|  1711 | 2023-09-18 19:15:00 |     -999.0     |     nan     |    nan     |     0.0     |      0.0      |    nan     |    nan     |    nan     |    nan     |    Day    |
+-------+---------------------+----------------+-------------+------------+-------------+---------------+------------+------------+------------+------------+-----------+

II.

All good! When POA Irradiance >= 100, the Temperature column has no missing values .

All good! When POA Irradiance >= 100, the Wind Speed column has no missing values .


III.

All good! The 'Meter Power' column has no missing values during daytime.

IV.

47 rows with missing voltage or inverter values have been auto-filled with 0.
Here are filled records within the daytime.
+-------+---------------------+----------------+-------------+------------+-------------+---------------+------------+------------+------------+------------+-----------+
| Index |      Timestamp      | POA Irradiance | Temperature | Wind Speed | Meter Power | Meter Voltage | Inverter_1 | Inverter_2 | Inverter_3 | Inverter_4 | Day/Night |
+-------+---------------------+----------------+-------------+------------+-------------+---------------+------------+------------+------------+------------+-----------+
|   23  | 2023-09-01 05:15:00 |  1.291497e-05  |   45.24719  |  0.726389  |   -10.6323  |    7.112203   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|   25  | 2023-09-01 05:45:00 |  1.420643e-05  |   44.16849  |  0.434944  |   -10.6179  |    7.106727   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|   27  | 2023-09-01 06:15:00 |   0.1046235    |   45.49046  |  0.454873  |   -10.6844  |    7.12919    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|   80  | 2023-09-01 19:30:00 |    2.91292     |   52.17213  |  0.502009  |  -0.702491  |    7.120333   |  2.43333   |  1.93333   |  1.46667   |  2.13333   |    Day    |
|   81  | 2023-09-01 19:45:00 |   0.03198767   |   51.94546  |  0.302667  |   -10.6472  |    7.10857    |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|   92  | 2023-09-01 22:30:00 |  6.629666e-05  |   50.8766   |  0.845611  |   -10.7897  |    7.154737   |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  101  | 2023-09-02 00:45:00 |  0.0001847013  |   45.37949  |  0.368833  |   -10.7915  |    7.151347   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  102  | 2023-09-02 01:00:00 |   0.01216447   |   44.08209  |  0.517389  |   -10.8195  |    7.160113   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  121  | 2023-09-02 05:45:00 |   0.0137842    |   45.25851  |  0.591889  |   -10.7877  |    7.150763   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  122  | 2023-09-02 06:00:00 |   0.0254663    |   45.05904  |  0.662611  |   -10.7267  |    7.12833    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  123  | 2023-09-02 06:15:00 |   0.3509193    |   44.8105   |  0.654167  |   -10.6977  |    7.12414    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  176  | 2023-09-02 19:30:00 |    3.142737    |   58.05135  |  1.08128   |   -2.5031   |    7.14438    |    0.0     |    2.5     |  2.03333   |  2.76667   |    Day    |
|  177  | 2023-09-02 19:45:00 |    0.224991    |   57.00524  |  1.57972   |   -10.5063  |    7.108367   |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  188  | 2023-09-02 22:30:00 |  8.609966e-06  |   53.20292  |  0.771735  |   -10.5904  |    7.12328    |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  194  | 2023-09-03 00:00:00 |   2.7016e-05   |   45.5229   |  0.52009   |   -10.673   |    7.143803   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  199  | 2023-09-03 01:15:00 |   0.01979113   |   43.47937  |  0.455444  |   -10.6959  |    7.150077   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  211  | 2023-09-03 04:15:00 |   0.00036592   |   42.34944  |   0.4895   |   -10.6201  |    7.12197    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  217  | 2023-09-03 05:45:00 |   0.0116239    |   41.58581  |  0.553277  |   -10.5995  |    7.11063    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  218  | 2023-09-03 06:00:00 |  0.002948928   |   40.56955  |  0.544611  |   -10.5887  |    7.107267   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  219  | 2023-09-03 06:15:00 |   0.0369232    |   40.47969  |  0.339611  |   -10.5901  |    7.106223   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  220  | 2023-09-03 06:30:00 |    2.441603    |   41.96252  |  0.484278  |  -0.486888  |    7.117394   |    0.0     |    3.6     |  2.66667   |  3.03333   |   Night   |
|  273  | 2023-09-03 19:45:00 |    0.390073    |   56.78535  |  2.13983   |   -10.6368  |    7.148106   |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  274  | 2023-09-03 20:00:00 |  0.003053733   |   56.17463  |   2.5145   |   -10.6308  |    7.142394   |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  276  | 2023-09-03 20:30:00 |   0.08233634   |   53.51322  |  2.61122   |   -10.6541  |    7.14672    |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  287  | 2023-09-03 23:15:00 |   0.0043721    |   43.78883  |  0.851499  |   -10.7447  |    7.166993   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  288  | 2023-09-03 23:30:00 |  0.001577807   |   43.1446   |  0.515549  |   -10.7785  |    7.178453   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  289  | 2023-09-03 23:45:00 |   0.00249773   |   42.33147  |  0.833278  |   -10.7146  |    7.15692    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  291  | 2023-09-04 00:15:00 |   0.0042774    |   42.20571  |  0.947555  |   -10.6364  |    7.129237   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  293  | 2023-09-04 00:45:00 |  0.005548567   |   42.84208  |  0.466512  |   -10.7191  |    7.153517   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  294  | 2023-09-04 01:00:00 |  0.004436933   |   42.38773  |   0.311    |   -10.7561  |    7.165637   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  295  | 2023-09-04 01:15:00 |   7.7985e-05   |   41.64086  |  0.267054  |   -10.7465  |    7.164007   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  296  | 2023-09-04 01:30:00 |  0.001920007   |   40.87663  |  0.365123  |   -10.7262  |    7.15596    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  298  | 2023-09-04 02:00:00 |   0.01075369   |   39.8792   |  0.625591  |   -10.7072  |    7.149557   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  303  | 2023-09-04 03:15:00 |  0.004119094   |   40.36803  |  0.704055  |   -10.6185  |    7.120463   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  304  | 2023-09-04 03:30:00 |  3.164163e-05  |   42.32962  |  0.753055  |   -10.6094  |     7.1167    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  308  | 2023-09-04 04:30:00 |  0.002965304   |   39.13295  |  0.764611  |   -10.6741  |    7.135843   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  312  | 2023-09-04 05:30:00 |   0.0160596    |   37.2049   |  0.538278  |   -10.7331  |    7.150513   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  315  | 2023-09-04 06:15:00 |    0.351587    |   38.98497  |  0.586013  |   -10.4334  |    7.144177   |    0.0     | 0.0666667  | -0.0333333 |    0.0     |   Night   |
|  368  | 2023-09-04 19:30:00 |    2.927213    |   57.54848  |  1.51194   |   -1.30689  |    7.15682    |    0.0     |  2.83333   |  2.33333   |  2.53333   |    Day    |
|  369  | 2023-09-04 19:45:00 |  0.001517873   |   57.1797   |  1.33604   |   -10.6124  |    7.145707   |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  371  | 2023-09-04 20:15:00 |   0.03516833   |   53.55784  |  0.640444  |   -10.6456  |    7.14949    |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  375  | 2023-09-04 21:15:00 |  0.0009973866  |   48.81285  |  0.822833  |   -10.7233  |    7.17312    |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  378  | 2023-09-04 22:00:00 |  0.0001145117  |   47.00068  |  0.451833  |   -10.522   |    7.103887   |    0.0     |    0.0     |    0.0     |    0.0     |    Day    |
|  381  | 2023-09-04 22:45:00 |  2.66909e-05   |   43.55737  |  0.266389  |   -10.6103  |    7.129644   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  386  | 2023-09-05 00:00:00 |  0.008687367   |   40.20035  |  0.362667  |   -10.6779  |    7.146374   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  388  | 2023-09-05 00:30:00 |   0.06903654   |   39.35941  |  0.916197  |   -10.6491  |    7.134363   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  389  | 2023-09-05 00:45:00 |   0.0004475    |   40.79021  |   0.818    |   -10.6797  |    7.14342    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  391  | 2023-09-05 01:15:00 |   0.0074131    |   39.83803  |  0.515222  |   -10.6082  |    7.118543   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  392  | 2023-09-05 01:30:00 |   3.8745e-06   |   38.73046  |  0.356555  |   -10.6259  |    7.12416    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  393  | 2023-09-05 01:45:00 |  0.003589667   |   38.34066  |  0.324827  |   -10.6589  |    7.135354   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  394  | 2023-09-05 02:00:00 |   0.00307308   |   38.35744  |  0.559333  |   -10.6658  |    7.13569    |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  395  | 2023-09-05 02:15:00 |   0.0037466    |   37.85521  |  0.338722  |   -10.6708  |    7.139414   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
|  397  | 2023-09-05 02:45:00 |   0.03105933   |   36.70631  |  0.579333  |   -10.6926  |    7.144644   |    0.0     |    0.0     |    0.0     |    0.0     |   Night   |
