Site Name,WO#,Fault/Event Start,Fault End,Date When Marked Complete/Incomplete,Description
Lane,28690,"Oct 27, 2023 07:30:00 AM","Oct 27, 2023 02:18:00 PM","Oct 30, 2023 07:33:00 AM",INV 7 - Offline (0619 - Ground CB Open or Tripped)
GE Aviation,28325,"Oct 27, 2023 08:00:00 AM","Oct 27, 2023 12:00:00 PM","Oct 27, 2023 12:00:00 PM",GE Aviation - UAV Inspection
Sonne Two,28692,"Oct 27, 2023 08:00:00 AM","Nov 02, 2023 10:00:00 AM",,Sonne Two Inverters Not Communicating in AlsoEnergy
County Home,28686,"Oct 27, 2023 10:05:00 AM",,,2023 Q4 Punchlist Repairs
Strider,28688,"Oct 27, 2023 10:11:00 AM",,,Inv 3A Repairs: External on/off switch R2 & DC cabinet door handle R2. 
RCCC,28680,"Oct 27, 2023 10:16:00 AM",,,Shell WO for RCCC Remediation from WO 26425
Quarter Horse,28698,"Oct 27, 2023 12:15:00 PM","Nov 02, 2023 11:52:00 AM","Nov 02, 2023 12:00:00 PM",INV B2-04 - Offline (301 - Abnormal Grid Voltage)
,28691,"Oct 27, 2023 01:00:00 PM",,,Pull substation and solar farm meter data for NSE
Anderson,28700,"Oct 27, 2023 02:15:00 PM","Oct 30, 2023 11:10:00 AM",,INV 16 - Offline
Quarter Horse,28728,"Oct 27, 2023 03:00:00 PM","Nov 02, 2023 11:52:00 AM","Nov 02, 2023 12:01:00 PM",INV B1-16 offline
NC Solar I,28699,"Oct 27, 2023 03:33:00 PM","Nov 01, 2023 03:30:00 PM","Nov 02, 2023 07:10:00 AM",INV 1B - Persistent Cycling
Gauss,28701,"Oct 27, 2023 04:30:00 PM","Oct 27, 2023 05:35:00 PM",,Site offline due to transfer trip
Fayetteville PWC,28702,"Oct 28, 2023 04:30:00 AM",,"Oct 29, 2023 10:10:00 PM",Inverters on AC panelboard PV1 offline (Inverters 1 through 5) 
Four Oaks,28703,"Oct 28, 2023 07:00:00 AM",,,Four Oaks INV 2 offline (INV 1 in the field) following site outage
Best Lane Collector Station,24436,"Oct 28, 2023 11:00:00 AM",,,Cancelled - Deenergize and reenergize substation around planned outage #23-02489
Riley Solar I,24437,"Oct 28, 2023 11:00:00 AM",,,Cancelled - Deenergize and reenergize site around planned outage #23-02489
Starvation Ridge Collector Station,24438,"Oct 28, 2023 11:00:00 AM",,,Cancelled Deenergize and reenergize substation around planned outage #23-02489
Starvation Solar I,24439,"Oct 28, 2023 11:00:00 AM",,,Cancelled - Deenergize and reenergize site around planned outage #23-02489
Faison,28705,"Oct 29, 2023 11:00:00 AM",,,"INV 2 offline with latching non-restartable fault, system fault, drive fault"
Brightwood,28704,"Oct 29, 2023 11:45:00 AM","Oct 30, 2023 12:19:00 PM",,Site offline with recloser open
Star,28814,"Oct 29, 2023 04:54:00 PM",,,Site (No Comms) - PE Daily Production Confirmation (DEC call)
Fort Rock Solar I,28718,"Oct 29, 2023 05:45:00 PM",,,Fort Rock - INV 7 offline with DC overvoltage fault
Woodline,28720,"Oct 30, 2023 06:15:00 AM","Oct 30, 2023 01:28:00 PM",,Site offline with recloser open
,28712,"Oct 30, 2023 07:20:00 AM",,"Oct 31, 2023 07:28:00 AM",Landscaping South vegetative equipment hour meter reading entry
Albertson,28142,"Oct 30, 2023 07:21:00 AM","Nov 02, 2023 01:11:00 PM","Nov 02, 2023 04:15:00 PM",Mow array and spot spray as needed. 
,28706,"Oct 30, 2023 07:22:00 AM","Oct 31, 2023 08:00:00 AM","Nov 03, 2023 07:16:00 AM",Landscaping East vegetative equipment hour meter reading entry
GE Aviation,28553,"Oct 30, 2023 07:39:00 AM",,,GE Aviation - Annual Inspection
Sarah,28554,"Oct 30, 2023 07:40:00 AM",,,Sarah - NESM/Radian Semi-Annual Inspection
Lafayette,28557,"Oct 30, 2023 07:42:00 AM","Nov 01, 2023 01:06:00 PM",,"Lafayette - Alchemy Quarterly Inspection

See Files tab for a list of which 25% of equipment to inspect for each inspection."
Blackwater,28694,"Oct 30, 2023 08:00:00 AM",,,Technical Inspection of Blackwater Site 
Bartow,28807,"Oct 30, 2023 09:00:00 AM","Nov 02, 2023 05:00:00 PM",,"INV 3B.8 - Offline (Protect0070, Protect0090, Protect0110, Protect0610)"
Dairy,28719,"Oct 30, 2023 09:35:00 AM","Oct 30, 2023 01:32:00 PM",,Dairy site offline due to transfer trip
Dairy,28725,"Oct 30, 2023 10:35:00 AM","Oct 31, 2023 03:00:00 PM",,"INV 1.3.1 offline with ""repeated major fault"" after grid outage"
Princeton,28723,"Oct 30, 2023 11:52:00 AM","Nov 02, 2023 04:00:00 PM",,INV 1 offline with ground fault
Ridgeback,28726,"Oct 30, 2023 12:45:00 PM","Oct 30, 2023 03:50:00 PM",,Ridgeback site offline due to grid disturbance
Turkey Hill,27812,"Oct 30, 2023 12:48:00 PM","Oct 20, 2023 08:24:00 PM",,Turkey Hill - NESM/Exus UAV Inspection
Turkey Hill,28721,"Oct 30, 2023 12:54:00 PM",,,"UAV Follow Up @ Turkey Hill: 3 Misaligned Trackers, 149 String Anomalies, 1 Damaged Module"
Anderson,28722,"Oct 30, 2023 01:48:00 PM",,,Track RMA for Inv 16
"Carnes Creek Solar, LLC",28561,"Oct 30, 2023 03:00:00 PM",,,Carnes Creek - hep Petra Annual Inspection
Augusta,28729,"Oct 30, 2023 06:00:00 PM","Oct 30, 2023 07:02:00 PM",,Augusta - Site - Offline
Ridgeback,28730,"Oct 30, 2023 08:44:00 PM","Oct 31, 2023 07:46:00 AM",,Ridgeback - Site - Offline
Brightwood,28731,"Oct 30, 2023 11:22:00 PM","Oct 31, 2023 01:15:00 PM",,Brightwood - Site - Offline (Grid Event) - Site Recloser Remains Open
Gauss,28645,"Oct 31, 2023 07:09:00 AM",,,Gauss -  Semi-Annual Inspection
,28724,"Oct 31, 2023 07:30:00 AM",,,EA-812 Zero Turn Maintenance by Hour Reading
Gauss,28732,"Oct 31, 2023 09:00:00 AM",,,"UAV Follow Up @ Gauss: 1 Combiner Box Offline, 42 String Anomalies, 1 Damaged Module"
Starvation Solar I,28733,"Oct 31, 2023 09:45:00 AM","Oct 31, 2023 05:00:00 PM",,"INV 5 - Offline (Fault - 33,554,432)"
"Carnes Creek Solar, LLC",28387,"Oct 31, 2023 01:13:00 PM",,,Change Gate Code next time on site 
Hobnail,28695,"Oct 31, 2023 08:00:00 PM",,,Technical Inspection of Hobnail Site 
