Big Horn Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station (Basic w/ Wind),Production meter AC voltage,Production meter active power,"Inverter - 1 CPS SCH125KTL, Active Power","Inverter - 2 CPS SCH125KTL, Active Power","Inverter - 3 CPS SCH125KTL, Active Power","Inverter - 4 CPS SCH125KTL, Active Power","Inverter - 5 CPS SCH125KTL, Active Power","Inverter - 6 CPS SCH125KTL, Active Power","Inverter - 7 CPS SCH125KTL, Active Power","Inverter - 8 CPS SCH125KTL, Active Power","Inverter - 9 CPS SCH125KTL, Active Power","Inverter - 10 CPS SCH125KTL, Active Power","Inverter - 11 CPS SCH125KTL, Active Power","Inverter - 12 CPS SCH125KTL, Active Power","Inverter - 13 CPS SCH125KTL, Active Power","Inverter - 14 CPS SCH125KTL, Active Power","Inverter - 15 CPS SCH125KTL, Active Power","Inverter - 16 CPS SCH125KTL, Active Power","Inverter - 17 CPS SCH100KTL, Active Power","Inverter - 18 CPS SCH100KTL, Active Power"
10/1/2023 12:00:00 AM,-1.574732,39.49895,45.83073,0,,-6.074298,,,,,,,,,,,,,,,,,0,0
10/1/2023 12:15:00 AM,-1.806581,39.97181,46.15826,0,,-6.035623,,,,,,,,,,,,,,,,,0,0
10/1/2023 12:30:00 AM,-1.576682,39.82462,45.63895,0,,-6.104206,,,,,,,,,,,,,,,,,0,0
10/1/2023 12:45:00 AM,-1.652639,38.98735,45.30651,0,,-6.153812,,,,,,,,,,,,,,,,,0,0
10/1/2023 1:00:00 AM,-1.519167,38.7859,44.70112,0,,-6.184426,,,,,,,,,,,,,,,,,0,0
10/1/2023 1:15:00 AM,-1.492912,37.85611,44.08044,0,,-6.206624,,,,,,,,,,,,,,,,,0,0
10/1/2023 1:30:00 AM,-1.613383,36.97332,43.52132,0,,-6.212126,,,,,,,,,,,,,,,,,0,0
10/1/2023 1:45:00 AM,-1.56085,36.47984,43.06206,0,,-6.166825,,,,,,,,,,,,,,,,,0,0
10/1/2023 2:00:00 AM,-1.836872,37.7833,43.69668,0,,-6.196543,,,,,,,,,,,,,,,,,0,0
10/1/2023 2:15:00 AM,-1.609299,37.78984,43.16258,0,,-6.265532,,,,,,,,,,,,,,,,,0,0
10/1/2023 2:30:00 AM,-1.529714,37.44214,42.90195,0,,-6.171874,,,,,,,,,,,,,,,,,0,0
10/1/2023 2:45:00 AM,-1.579894,36.13784,42.36026,0,,-5.872053,,,,,,,,,,,,,,,,,0,0
10/1/2023 3:00:00 AM,-1.469803,35.86937,42.36223,0,,-5.859247,,,,,,,,,,,,,,,,,0,0
10/1/2023 3:15:00 AM,-1.672537,36.07713,42.39928,0,,-5.894414,,,,,,,,,,,,,,,,,0,0
10/1/2023 3:30:00 AM,-1.540069,36.96786,42.38626,0,,-5.983743,,,,,,,,,,,,,,,,,0,0
10/1/2023 3:45:00 AM,-1.614215,36.29015,41.90047,0,,-6.031062,,,,,,,,,,,,,,,,,0,0
10/1/2023 4:00:00 AM,-1.627975,35.83568,41.88239,0,,-5.959415,,,,,,,,,,,,,,,,,0,0
10/1/2023 4:15:00 AM,-1.522479,35.46756,41.36433,0,,-5.985081,,,,,,,,,,,,,,,,,0,0
10/1/2023 4:30:00 AM,-1.500814,34.45823,40.81416,0,,-5.922303,,,,,,,,,,,,,,,,,0,0
10/1/2023 4:45:00 AM,-1.535436,34.83534,40.71111,0,,-5.912785,,,,,,,,,,,,,,,,,0,0
10/1/2023 5:00:00 AM,-1.709107,35.40114,41.12756,0,,-5.812514,,,,,,,,,,,,,,,,,0,0
