Cottonwood Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station 1 (Standard),Production meter L-N voltage,Production meter L-L voltage,Production meter active power,"Solectria 750kW Inverter - 1, AC Power output","Solectria 750kW Inverter - 2, AC Power output","Solectria 750kW Inverter - 3, AC Power output","Solectria 750kW Inverter - 4, AC Power output"
10/1/2023 2:00:00 PM,285.7479,96.40764,87.68974,3,19884.67,34440.33,992.0597,258.5299,249.9857,236.002,254.7135
10/1/2023 2:15:00 PM,401.4539,96.3781,88.33025,5,19932,34523,1163.496,300.5104,285.8972,279.5508,305.2357
10/1/2023 2:30:00 PM,345.2404,96.77375,88.94957,3,19944.33,34543.67,955.3557,241.623,236.6419,233.6868,251.1543
10/1/2023 2:45:00 PM,300.6795,95.44846,88.72376,3,19877,34428.33,940.7293,248.7253,229.8581,224.8731,243.9323
10/1/2023 3:00:00 PM,168.7907,91.4035,87.19239,3,19847,34375,531.344,135.7923,131.194,127.6328,143.6426
10/1/2023 3:15:00 PM,184.7153,89.61594,87.05814,3,19850.33,34381,614.6953,178.6361,147.0287,143.2422,152.4245
10/1/2023 3:30:00 PM,196.8293,90.24439,87.23769,3,19893.33,34455.33,721.627,192.7871,176.7018,171.3639,186.4062
10/1/2023 3:45:00 PM,174.4154,92.23429,86.89465,3,19834.33,34355.33,634.491,171.0762,154.4531,151.4108,163.834
10/1/2023 4:00:00 PM,139.2676,92.38436,86.64613,3,19800.67,34296.67,558.6973,152.6973,134.375,132.8288,145.7428
10/1/2023 4:15:00 PM,110.8622,93.18918,87.08345,3,19811.67,34316.33,510.654,143.8646,120.974,120.8535,132.3789
10/1/2023 4:30:00 PM,94.07878,91.09242,86.37456,3,19796.33,34288.67,452.8897,131.9271,107.0286,106.5625,115.2865
10/1/2023 4:45:00 PM,81.79842,89.22794,84.9442,3,19754.67,34216,391.6663,105.4675,94.972,95.60222,103.4316
10/1/2023 5:00:00 PM,69.96899,88.01105,84.6581,2,19736.33,34185.33,329.0593,91.10547,77.76237,80.61328,87.21289
10/1/2023 5:15:00 PM,57.86435,85.85328,83.8657,1,19735.33,34183,253.5667,71.24609,59.34831,61.153,69.94922
10/1/2023 5:30:00 PM,50.52489,84.15752,83.36577,1,19721,34158,179.7283,48.64062,46.54297,42.2819,49.4681
10/1/2023 5:45:00 PM,41.52799,81.8183,81.76758,0,19662.67,34058,132.197,35.44922,35.37044,32.40234,35.40886
10/1/2023 6:00:00 PM,31.6558,78.9419,79.6013,0,19745.67,34201.33,87.763,22.99023,24.37175,22.8431,24.23307
10/1/2023 6:15:00 PM,20.77708,75.52225,77.36271,0,19755,34216,46.891,12.24674,14.26953,13.19662,14.07943
10/1/2023 6:30:00 PM,10.31223,71.69965,75.4586,0,19738.67,34187.67,12.33167,3.760417,5.291016,4.451172,4.982422
10/1/2023 6:45:00 PM,3.0066,67.97103,72.74551,0,19713,34142.67,-8.474667,0.004557293,0.1627604,0.05013021,0.1308594
10/1/2023 7:00:00 PM,0.1020755,64.72333,70.3532,0,19710.33,34139,-9.097333,0,0,0,0
10/1/2023 7:15:00 PM,0,62.56445,68.28139,0,19696.67,34116.67,-9.072333,0,0,0,0
10/1/2023 7:30:00 PM,0,61.31188,66.95702,0,19756.33,34219.67,-9.14,0,0,0,0
10/1/2023 7:45:00 PM,0,60.28368,65.99966,0,19752,34210.67,-9.131333,0,0,0,0
10/1/2023 8:00:00 PM,0,59.60726,65.33397,0,19740.33,34192,-9.124666,0,0,0,0
10/1/2023 8:15:00 PM,0,59.26955,64.79808,0,19754.67,34215.33,-9.131333,0,0,0,0
10/1/2023 8:30:00 PM,0,58.80298,64.40738,0,19747.67,34203.33,-9.122334,0,0,0,0
10/1/2023 8:45:00 PM,0,58.18605,63.77902,0,19756,34218,-9.141,0,0,0,0
10/1/2023 9:00:00 PM,0,57.81718,63.34222,0,19738,34186.67,-9.12,0,0,0,0
10/1/2023 9:15:00 PM,0,57.90585,63.38871,0,19754.33,34215,-9.138,0,0,0,0
10/1/2023 9:30:00 PM,0,57.56577,62.91538,0,19797.67,34289.33,-9.182667,0,0,0,0
10/1/2023 9:45:00 PM,0,57.3941,62.71628,0,19836.33,34357.33,-9.225667,0,0,0,0
10/1/2023 10:00:00 PM,0,57.38813,62.73143,0,19827.67,34345,-9.225,0,0,0,0
10/1/2023 10:15:00 PM,0,57.28532,62.70732,0,19833.33,34351,-9.230667,0,0,0,0
10/1/2023 10:30:00 PM,0,56.89199,62.37045,0,19849,34378.67,-9.246667,0,0,0,0
10/1/2023 10:45:00 PM,0,56.59055,62.03337,0,19923.67,34508,-9.362333,0,0,0,0
10/1/2023 11:00:00 PM,0,55.9733,61.55886,0,20010.67,34661.33,-9.467334,0,0,0,0
10/1/2023 11:15:00 PM,0,56.01593,61.46715,0,20015.67,34668.33,-9.455667,0,0,0,0
10/1/2023 11:30:00 PM,0,55.67705,61.01667,0,20048.33,34725.67,-9.5,0,0,0,0
10/1/2023 11:45:00 PM,0,55.68674,61.09519,0,20070,34762.33,-9.527333,0,0,0,0
10/2/2023 12:00:00 AM,0,55.77995,60.97139,0,20008,34655.67,-9.449333,0,0,0,0
10/2/2023 12:15:00 AM,0,55.59114,60.85948,0,19835.33,34355.67,-9.250334,0,0,0,0
10/2/2023 12:30:00 AM,0,55.20607,60.44757,0,19895.33,34458,-9.313,0,0,0,0
10/2/2023 12:45:00 AM,0,55.06564,60.24841,0,19904.67,34477.33,-9.323667,0,0,0,0
10/2/2023 1:00:00 AM,0,54.67122,60.00901,0,19873,34420.33,-9.285334,0,0,0,0
10/2/2023 1:15:00 AM,0,55.02532,60.34539,0,19854.67,34390.67,-9.270667,0,0,0,0
10/2/2023 1:30:00 AM,0,55.35043,60.50568,0,19877.33,34431.67,-9.296667,0,0,0,0
10/2/2023 1:45:00 AM,0,55.47456,60.62304,0,19864.33,34406,-9.275333,0,0,0,0
10/2/2023 2:00:00 AM,0,55.17117,60.25779,0,19898.67,34466.67,-9.321667,0,0,0,0
10/2/2023 2:15:00 AM,0,54.8494,60.17347,0,19892.33,34455,-9.309667,0,0,0,0
10/2/2023 2:30:00 AM,0,54.66069,60.0853,0,19970.33,34590,-9.402667,0,0,0,0
10/2/2023 2:45:00 AM,0,54.1981,59.54506,0,19953.33,34561,-9.386333,0,0,0,0
10/2/2023 3:00:00 AM,0,54.30304,59.68262,0,19995.67,34632,-9.436666,0,0,0,0
10/2/2023 3:15:00 AM,0,54.39854,59.94437,0,19975.67,34598.33,-9.415,0,0,0,0
10/2/2023 3:30:00 AM,0,54.26355,59.97798,0,19994,34631.67,-9.436,0,0,0,0
10/2/2023 3:45:00 AM,0,53.65656,59.21659,0,19967.33,34585.33,-9.409,0,0,0,0
10/2/2023 4:00:00 AM,0,53.13613,58.7867,0,19942,34540.33,-9.379,0,0,0,0
10/2/2023 4:15:00 AM,0,53.06798,58.63255,0,19914.33,34492.67,-9.346,0,0,0,0
10/2/2023 4:30:00 AM,0,53.23281,58.76914,0,19960.33,34571.67,-9.401,0,0,0,0
10/2/2023 4:45:00 AM,0,52.71701,58.28218,0,19984.33,34612.67,-9.426,0,0,0,0
10/2/2023 5:00:00 AM,0,52.55391,58.14323,0,19944.33,34545,-9.378333,0,0,0,0
10/2/2023 5:15:00 AM,0,52.67749,58.2762,0,19928,34516.67,-9.361667,0,0,0,0
10/2/2023 5:30:00 AM,0,52.64056,58.17639,0,19905.67,34477.67,-9.334666,0,0,0,0
10/2/2023 5:45:00 AM,0,52.46149,58.00848,0,19864.67,34407.67,-9.284667,0,0,0,0
10/2/2023 6:00:00 AM,0,52.55959,58.25177,0,19877.33,34429.67,-9.302333,0,0,0,0
10/2/2023 6:15:00 AM,0,52.72062,58.35937,0,19813,34319,-9.234,0,0,0,0
10/2/2023 6:30:00 AM,0,52.5789,58.13187,0,19720.33,34158.67,-9.134334,0,0,0,0
10/2/2023 6:45:00 AM,0.8565707,52.45427,58.11022,0,19829,34344,-9.28,0,0,0,0
10/2/2023 7:00:00 AM,13.74579,52.61144,58.16579,0,19883.67,34440,-9.114333,0,0,0.2005208,0
10/2/2023 7:15:00 AM,132.5311,53.36268,58.39002,0,19806,34305.67,11.04433,0,5.779948,7.740885,5.42513
10/2/2023 7:30:00 AM,271.8734,54.71329,58.96675,0,19848,34378.67,51.889,24.85091,15.35221,16.98047,15.06185
10/2/2023 7:45:00 AM,380.2688,56.74041,59.83857,0,19916,34494.67,106.5713,31.84701,27.49935,25.09505,26.64974
10/2/2023 8:00:00 AM,469.6561,62.50531,61.27864,0,19981.33,34610.33,155.3553,46.82096,40.847,32.38607,39.22656
10/2/2023 8:15:00 AM,539.9667,80.87639,63.14613,0,20001.67,34643.67,240.9593,71.77734,65.74219,48.55924,59.91471
10/2/2023 8:30:00 AM,595.7036,93.95593,65.25761,0,20003,34646.67,373.4183,100.7871,108.6706,67.78971,102.5475
10/2/2023 8:45:00 AM,646.8122,102.6272,67.03326,0,20038.67,34707,565.8597,143.7409,151.6771,139.9948,135.5697
10/2/2023 9:00:00 AM,687.907,108.0862,69.22176,2,20035.33,34702.67,1385.298,330.47,356.8229,360.8587,342.9036
10/2/2023 9:15:00 AM,716.1019,112.7073,72.15668,1,20012,34662.67,2008.678,421.4544,551.4603,499.3756,549.7357
10/2/2023 9:30:00 AM,739.2573,114.1003,73.9947,1,20003.67,34646.33,2183.132,502.9323,579.5515,537.8509,577.847
10/2/2023 9:45:00 AM,755.7949,113.0485,75.5162,1,20107,34826.67,2237.907,514.9304,591.7468,556.3951,590.8789
10/2/2023 10:00:00 AM,767.3382,114.3087,76.90144,2,18814.67,32589.33,2130.023,376.2444,390.9324,534.2248,577.3223
10/2/2023 10:15:00 AM,306.1396,108.8745,79.3503,2,,,,,,,
10/2/2023 10:30:00 AM,134.1224,88.35674,83.3619,2,,,,,,,
10/2/2023 10:45:00 AM,184.162,85.89626,85.41206,2,7428,12864.33,203.8553,120.3522,124.3346,4.80664,228.0195
10/2/2023 11:00:00 AM,391.9338,90.97637,83.68729,3,19725.33,34166.67,1325.978,315.293,348.8978,312.6478,356.1491
10/2/2023 11:15:00 AM,641.1095,103.9212,84.23369,2,19750,34209.67,1963.294,456.1146,515.304,477.0898,527.7839
10/2/2023 11:30:00 AM,732.3669,113.9294,86.65646,3,19712.33,34144.33,2159.946,506.9446,562.6647,532.6211,573.97
10/2/2023 11:45:00 AM,707.5281,116.1734,88.61369,2,19713.33,34145.67,2159.19,508.7969,558.5814,537.2982,570.6816
10/2/2023 12:00:00 PM,679.8976,115.6479,90.09867,2,19722.67,34161.33,2081.626,493.6185,535.5013,516.765,550.9427
10/2/2023 12:15:00 PM,650.7384,114.3801,90.47394,3,20119.33,34846.67,1976.273,471.929,507.8047,488.9603,521.6074
10/2/2023 12:30:00 PM,616.6325,113.2179,91.10295,3,20111.67,34835.67,1890.401,455.095,483.7656,466.8157,498.1426
10/2/2023 12:45:00 PM,580.9486,112.6378,91.79327,3,19842,34367.67,1795.607,436.7715,457.4772,442.0026,471.8164
10/2/2023 1:00:00 PM,541.7134,109.7043,91.48781,4,19721.33,34158.33,1685.35,413.7897,427.4049,413.8763,442.1178
10/2/2023 1:15:00 PM,496.8839,108.1202,92.9608,3,19745.67,34201,1551.25,385.3119,390.4915,380.0006,405.9186
10/2/2023 1:30:00 PM,455.073,106.7979,93.00697,3,19838.67,34362.33,1419.815,357.4499,355.2174,346.457,370.071
10/2/2023 1:45:00 PM,407.1363,103.9686,92.79099,3,19859.33,34398.33,1268.955,324.5039,315.5085,308.0788,329.1445
10/2/2023 2:00:00 PM,361.2979,101.3365,92.42488,3,19854,34388.67,1122.039,292.5866,276.0814,271.1458,289.9108
10/2/2023 2:15:00 PM,315.0257,99.54525,92.16586,2,19865,34408.67,966.279,258.5527,234.7982,231.8607,247.9694
10/2/2023 2:30:00 PM,266.1343,97.17848,91.91909,3,19840,34364.67,809.8337,224.1927,193.3763,192.8158,205.8783
10/2/2023 2:45:00 PM,219.9369,94.73965,91.54316,3,19811.67,34315.33,670.8323,193.6908,157.2487,157.6738,168.8639
10/2/2023 3:00:00 PM,176.87,92.41824,90.92048,3,19800.67,34296,562.8394,169.9193,130.1686,129.9362,140.3724
10/2/2023 3:15:00 PM,138.6108,89.94753,89.52863,3,19794.33,34284.67,505.5613,156.3789,116.2565,115.1927,125.4876
10/2/2023 3:30:00 PM,106.2716,90.27551,89.56223,4,19797,34291,485.699,150.4141,111.3672,110.7018,121.0983
10/2/2023 3:45:00 PM,84.19237,93.3828,89.61357,3,19786.33,34271.67,469.2717,144.9251,107.0026,107.4102,117.9714
10/2/2023 4:00:00 PM,69.4011,92.99988,88.87265,3,19783.67,34266.33,453.3243,139.6439,102.9238,104.2754,114.446
10/2/2023 4:15:00 PM,60.45676,93.52089,88.17847,2,19847,34373.67,434.048,133.345,98.33398,100.6673,109.9518
10/2/2023 4:30:00 PM,55.12668,94.45573,88.30489,3,19890.67,34451.33,412.9783,126.8197,93.20117,96.42448,104.8802
10/2/2023 4:45:00 PM,50.73273,94.05148,88.21395,2,19876.33,34427.33,381.4,113.2663,87.01953,91.05013,98.53581
10/2/2023 5:00:00 PM,46.3514,92.73112,87.65615,2,19862.67,34404.67,343.1887,99.02474,75.52604,85.22396,91.8737
10/2/2023 5:15:00 PM,42.78423,91.03954,87.05685,2,19866,34410,254.524,74.88086,54.88216,59.94466,73.2819
10/2/2023 5:30:00 PM,39.75896,89.22549,86.4976,1,19883,34440.33,148.873,39.66667,40.33398,33.79167,42.33724
10/2/2023 5:45:00 PM,34.55534,86.88517,85.42183,1,19957,34566.67,104.857,27.75521,30.2793,25.89648,27.87891
10/2/2023 6:00:00 PM,28.1197,83.96384,83.93803,1,19905.33,34478.67,69.486,19.50195,20.5026,18.74674,17.85352
10/2/2023 6:15:00 PM,19.20602,80.48889,81.70999,0,19821.33,34333,35.99866,11.73112,11.44466,10.41146,9.752604
10/2/2023 6:30:00 PM,10.16291,75.54315,78.24508,0,19754.33,34215.33,8.442,3.879557,4.201823,3.061849,3.65625
10/2/2023 6:45:00 PM,3.117867,70.8907,75.45103,0,19698.67,34119.33,-9.022667,0.01041667,0.04166668,0,0
10/2/2023 7:00:00 PM,0.04577698,67.22746,72.52534,0,19675.33,34079.33,-9.082666,0,0,0,0
10/2/2023 7:15:00 PM,0,64.88081,70.54184,0,19769.67,34242,-9.179,0,0,0,0
10/2/2023 7:30:00 PM,0,63.22868,68.87001,0,19800.33,34294.67,-9.212667,0,0,0,0
10/2/2023 7:45:00 PM,0,62.15785,67.61037,0,19794,34285.67,-9.203667,0,0,0,0
10/2/2023 8:00:00 PM,0,61.41837,66.72937,0,19847.67,34376.33,-9.266666,0,0,0,0
10/2/2023 8:15:00 PM,0,60.9052,66.12246,0,19921.67,34505.67,-9.347667,0,0,0,0
10/2/2023 8:30:00 PM,0,60.5366,65.69794,0,19971.67,34591,-9.406667,0,0,0,0
10/2/2023 8:45:00 PM,0,60.01004,65.25486,0,19994.33,34631,-9.444333,0,0,0,0
10/2/2023 9:00:00 PM,0,59.58937,64.76958,0,19988.67,34622.67,-9.449333,0,0,0,0
10/2/2023 9:15:00 PM,0,59.45751,64.6402,0,20025,34684.33,-9.491,0,0,0,0
10/2/2023 9:30:00 PM,0,59.27251,64.52392,0,20019,34672.33,-9.494333,0,0,0,0
10/2/2023 9:45:00 PM,0,59.05788,64.20206,0,20022.33,34679,-9.477333,0,0,0,0
10/2/2023 10:00:00 PM,0,58.88371,64.08341,0,20010.33,34659.33,-9.469334,0,0,0,0
10/2/2023 10:15:00 PM,0,58.93541,64.26448,0,19945.33,34548.67,-9.383,0,0,0,0
10/2/2023 10:30:00 PM,0,58.80202,64.08192,0,19951,34556,-9.394,0,0,0,0
10/2/2023 10:45:00 PM,0,58.20066,63.61533,0,20049.67,34726.67,-9.512667,0,0,0,0
10/2/2023 11:00:00 PM,0,57.82523,63.09518,0,20049.67,34728.33,-9.515333,0,0,0,0
10/2/2023 11:15:00 PM,0,57.78512,63.16636,0,19973.33,34594.67,-9.429,0,0,0,0
10/2/2023 11:30:00 PM,0,57.91919,63.57547,0,19969,34587.67,-9.415667,0,0,0,0
10/2/2023 11:45:00 PM,0,57.54086,63.17344,0,19915.67,34496,-9.365,0,0,0,0
10/3/2023 12:00:00 AM,0,57.05333,62.66166,0,19919.33,34502.33,-9.367666,0,0,0,0
10/3/2023 12:15:00 AM,0,56.89382,62.66658,0,20006,34651,-9.468667,0,0,0,0
10/3/2023 12:30:00 AM,0,56.54581,62.28959,0,20008.33,34655.33,-9.468333,0,0,0,0
10/3/2023 12:45:00 AM,0,56.11528,61.90566,0,19982,34611.33,-9.437667,0,0,0,0
10/3/2023 1:00:00 AM,0,55.34725,61.09085,0,19947.33,34550.33,-9.398334,0,0,0,0
10/3/2023 1:15:00 AM,0,55.60981,61.34658,0,19863,34406,-9.297667,0,0,0,0
10/3/2023 1:30:00 AM,0,55.3816,61.01302,0,19816.33,34321.67,-9.243,0,0,0,0
10/3/2023 1:45:00 AM,0,55.05825,60.6991,0,19826.67,34341.33,-9.25,0,0,0,0
10/3/2023 2:00:00 AM,0,54.86472,60.35923,0,19738.67,34188,-9.162333,0,0,0,0
10/3/2023 2:15:00 AM,0,54.49779,59.95802,0,19707.33,34133.33,-9.128,0,0,0,0
10/3/2023 2:30:00 AM,0,54.25563,59.67965,0,19763.33,34230.67,-9.189667,0,0,0,0
10/3/2023 2:45:00 AM,0,54.25592,59.71172,0,19907.33,34480.33,-9.365334,0,0,0,0
10/3/2023 3:00:00 AM,0,54.23877,59.77244,0,19895,34459.33,-9.344334,0,0,0,0
10/3/2023 3:15:00 AM,0,53.89447,59.3419,0,19858.33,34395.67,-9.3,0,0,0,0
10/3/2023 3:30:00 AM,0,53.37931,58.86382,0,19881.67,34435.67,-9.329,0,0,0,0
10/3/2023 3:45:00 AM,0,53.17396,58.5799,0,19908.33,34483,-9.355333,0,0,0,0
10/3/2023 4:00:00 AM,0,53.1568,58.49438,0,19857,34393.67,-9.299334,0,0,0,0
10/3/2023 4:15:00 AM,0,53.53034,58.90503,0,19813.33,34318.33,-9.248333,0,0,0,0
10/3/2023 4:30:00 AM,0,53.18253,58.70303,0,19807,34308.33,-9.246,0,0,0,0
10/3/2023 4:45:00 AM,0,52.73281,58.19676,0,19779.33,34259,-9.216666,0,0,0,0
10/3/2023 5:00:00 AM,0,52.81411,58.0066,0,19738.33,34187,-9.171667,0,0,0,0
10/3/2023 5:15:00 AM,0,53.01055,58.14799,0,19773,34249.33,-9.203,0,0,0,0
10/3/2023 5:30:00 AM,0,52.54549,57.83691,0,19751,34208.67,-9.173667,0,0,0,0
10/3/2023 5:45:00 AM,0,52.40054,57.80846,0,19767.67,34238.33,-9.197,0,0,0,0
10/3/2023 6:00:00 AM,0,52.67627,58.15083,0,19729.67,34173,-9.158334,0,0,0,0
10/3/2023 6:15:00 AM,0,52.32076,57.62891,0,19726,34166.67,-9.151334,0,0,0,0
10/3/2023 6:30:00 AM,0,52.22943,57.52095,0,19715.33,34147.67,-9.141334,0,0,0,0
10/3/2023 6:45:00 AM,0.5006185,52.09248,57.3715,0,19741.33,34192,-9.191334,0,0,0,0
10/3/2023 7:00:00 AM,8.296501,52.18296,57.20911,0,19718.67,34154,-9.169333,0,0,0,0
10/3/2023 7:15:00 AM,74.4811,53.12866,57.53717,0,19767.67,34238,22.694,7.789714,7.885417,6.33138,22.56901
10/3/2023 7:30:00 AM,193.998,54.67603,58.22864,0,19779.33,34259.33,75.40033,22.42057,19.45247,19.64909,18.92578
10/3/2023 7:45:00 AM,292.6495,56.74488,59.31985,0,19928,34515.67,128.3653,37.03516,33.02799,30.19011,31.95247
10/3/2023 8:00:00 AM,383.986,61.56185,60.47211,0,19921,34503.33,188.9977,54.60352,49.2513,41.06185,47.03581
10/3/2023 8:15:00 AM,456.0075,76.50781,61.90526,0,19974.67,34597.33,279.555,82.97396,73.97721,58.26497,68.26888
10/3/2023 8:30:00 AM,515.0217,88.60381,63.84664,0,19994.33,34632.67,414.1443,117.7545,114.1237,79.66406,107.8939
10/3/2023 8:45:00 AM,583.6647,98.55021,65.99167,0,19979.33,34607.33,592.1423,165.3952,153.7428,138.1003,139.5527
10/3/2023 9:00:00 AM,635.3975,102.8314,68.86299,0,20024.67,34684,1299.805,348.5677,322.1843,325.5306,308.4472
10/3/2023 9:15:00 AM,671.8804,105.5198,71.27574,0,20038,34707.33,1903.531,451.1016,504.9512,456.5234,502.2487
10/3/2023 9:30:00 AM,696.7839,109.1811,73.65622,1,20001.33,34644,2017.082,468.1295,535.7005,494.2038,532.1478
