Timestamp;Cosper Creek - Inverter 1 - AC power [W] - P_AC;Cosper Creek - Inverter 8 - AC power [W] - P_AC;Cosper Creek - Inverter 13 - AC power [W] - P_AC;Cosper Creek - Inverter 10 - AC power [W] - P_AC;Cosper Creek - Inverter 14 - AC power [W] - P_AC;Cosper Creek - Inverter 7 - AC power [W] - P_AC;Cosper Creek - Inverter 5 - AC power [W] - P_AC;Cosper Creek - Inverter 4 - AC power [W] - P_AC;Cosper Creek - Inverter 3 - AC power [W] - P_AC;Cosper Creek - Inverter 2 - AC power [W] - P_AC;Cosper Creek - Inverter 6 - AC power [W] - P_AC;Cosper Creek - Inverter 11 - AC power [W] - P_AC;Cosper Creek - Inverter 9 - AC power [W] - P_AC;Cosper Creek - Inverter 12 - AC power [W] - P_AC;Cosper Creek - Meter - Voltage L1L2 [V] - M_AC_U_L1L2;Cosper Creek - Meter - Power [W] - M_AC_P;Cosper Creek - POA - Irradiance [Wh/m²] - SRAD;Cosper Creek - Lufft WS600 - Wind speed [m/s] - E_W_S;Cosper Creek - Module Temperature - Temperature [°C] - T
2023-10-18 18:00:00;2053.733;4925.256;5649.467;4896.100;7452.278;4712.200;;4590.900;4465.767;4575.967;4685.533;4643.100;4923.589;5105.811;12849.932;62667.691;14.135;0.077;16.865
2023-10-18 18:15:00;999.767;2353.567;2182.611;2197.367;2392.378;2295.933;;2306.900;2276.000;2329.800;2318.433;2165.545;2155.533;2366.411;12861.125;27212.150;5.209;0.145;15.161
2023-10-18 18:30:00;219.555;520.933;439.845;470.300;385.955;466.033;;500.400;470.167;502.033;501.033;392.733;496.211;492.522;12846.250;3251.422;-2.753;0.056;13.673
2023-10-18 18:45:00;23.033;44.233;40.000;49.833;35.133;51.067;;56.733;47.533;45.167;49.400;48.100;43.667;41.567;12846.285;-3562.526;-5.871;0.951;12.992
2023-10-18 19:00:00;20.000;20.000;18.888;20.000;20.000;20.000;;21.750;19.000;20.000;20.000;18.750;20.000;20.000;12883.707;-3363.853;-4.753;0.315;12.375
2023-10-18 19:15:00;;;;;;;;;;;;;;;12909.477;-2269.299;-4.423;0.433;11.589
2023-10-18 19:30:00;;;;;;;;;;;;;;;12930.267;-2258.925;-1.961;0.688;12.082
2023-10-18 19:45:00;;;;;;;;;;;;;;;12899.997;-2281.735;-2.277;0.803;11.859
2023-10-18 20:00:00;;;;;;;;;;;;;;;12931.197;-2278.827;-2.131;0.937;11.633
2023-10-18 20:15:00;;;;;;;;;;;;;;;12957.102;-2293.409;-1.837;0.982;11.566
2023-10-18 20:30:00;;;;;;;;;;;;;;;12946.227;-2317.777;-2.013;1.327;11.452
2023-10-18 20:45:00;;;;;;;;;;;;;;;12950.313;-2337.555;-1.647;1.122;11.210
2023-10-18 21:00:00;;;;;;;;;;;;;;;12933.333;-2285.060;-2.597;0.561;10.835
2023-10-18 21:15:00;;;;;;;;;;;;;;;12920.423;-2310.736;-2.566;0.741;10.212
2023-10-18 21:30:00;;;;;;;;;;;;;;;12847.919;-2302.861;-1.464;1.367;10.444
2023-10-18 21:45:00;;;;;;;;;;;;;;;12833.882;-2318.415;-0.733;1.379;10.679
2023-10-18 22:00:00;;;;;;;;;;;;;;;12864.902;-2284.366;-0.753;0.747;10.828
2023-10-18 22:15:00;;;;;;;;;;;;;;;12923.496;-2296.597;-2.171;0.933;10.419
2023-10-18 22:30:00;;;;;;;;;;;;;;;12905.436;-2304.474;-2.375;1.602;10.080
2023-10-18 22:45:00;;;;;;;;;;;;;;;12929.583;-2308.375;-1.846;1.732;9.640
2023-10-18 23:00:00;;;;;;;;;;;;;;;12884.485;-2334.529;-1.253;1.600;9.443
2023-10-18 23:15:00;;;;;;;;;;;;;;;12887.213;-2297.249;-1.000;1.109;9.379
2023-10-18 23:30:00;;;;;;;;;;;;;;;12894.101;-2350.602;-0.679;1.101;9.512
2023-10-18 23:45:00;;;;;;;;;;;;;;;12896.868;-2374.391;-0.999;0.617;9.409
2023-10-19 00:00:00;;;;;;;;;;;;;;;12887.111;-2370.019;-3.035;0.353;8.922
2023-10-19 00:15:00;;;;;;;;;;;;;;;12856.507;-2320.304;-3.573;0.142;7.949
2023-10-19 00:30:00;;;;;;;;;;;;;;;12890.806;-2297.656;-2.539;0.272;7.881
2023-10-19 00:45:00;;;;;;;;;;;;;;;12858.964;-2377.570;-1.379;0.638;7.765
2023-10-19 01:00:00;;;;;;;;;;;;;;;12844.355;-2322.497;-1.436;0.668;8.094
2023-10-19 01:15:00;;;;;;;;;;;;;;;12854.969;-2344.075;-1.439;0.632;7.703
2023-10-19 01:30:00;;;;;;;;;;;;;;;12871.126;-2333.027;-1.062;0.587;8.061
2023-10-19 01:45:00;;;;;;;;;;;;;;;12887.085;-2354.257;-1.289;0.929;8.092
2023-10-19 02:00:00;;;;;;;;;;;;;;;12899.051;-2340.343;-0.537;1.093;8.292
2023-10-19 02:15:00;;;;;;;;;;;;;;;12919.167;-2345.913;-2.211;1.015;7.929
2023-10-19 02:30:00;;;;;;;;;;;;;;;12923.424;-2357.940;-1.091;0.622;7.528
2023-10-19 02:45:00;;;;;;;;;;;;;;;12868.918;-2355.016;-0.669;0.753;7.901
2023-10-19 03:00:00;;;;;;;;;;;;;;;12879.136;-2374.958;-2.457;0.912;7.431
2023-10-19 03:15:00;;;;;;;;;;;;;;;12867.099;-2416.056;-2.288;0.313;6.647
2023-10-19 03:30:00;;;;;;;;;;;;;;;12862.063;-2422.610;-1.833;0.503;6.593
2023-10-19 03:45:00;;;;;;;;;;;;;;;12874.953;-2400.099;-1.793;0.764;6.223
2023-10-19 04:00:00;;;;;;;;;;;;;;;12893.662;-2384.771;-1.054;0.784;6.433
2023-10-19 04:15:00;;;;;;;;;;;;;;;12922.254;-2350.303;-1.627;0.733;6.249
2023-10-19 04:30:00;;;;;;;;;;;;;;;12915.854;-2367.398;-1.023;1.189;6.167
2023-10-19 04:45:00;;;;;;;;;;;;;;;12885.035;-2381.311;-0.563;1.357;6.450
2023-10-19 05:00:00;;;;;;;;;;;;;;;12818.647;-2321.660;-0.980;1.367;6.325
2023-10-19 05:15:00;;;;;;;;;;;;;;;12865.087;-2295.819;-1.000;0.901;6.261
2023-10-19 05:30:00;;;;;;;;;;;;;;;12884.702;-2296.502;-0.432;0.922;6.361
2023-10-19 05:45:00;;;;;;;;;;;;;;;12866.986;-2291.050;-0.563;1.051;6.505
2023-10-19 06:00:00;;;;;;;;;;;;;;;12885.744;-2314.566;-0.116;1.508;6.605
2023-10-19 06:15:00;;;;;;;;;;;;;;;12976.523;-2303.224;-0.909;0.960;6.433
2023-10-19 06:30:00;;;;;;;;;;;;;;;12950.639;-2247.133;-1.706;1.611;6.163
2023-10-19 06:45:00;;;;;;;;;;;;;;;12910.704;-2236.420;-1.245;1.131;5.951
2023-10-19 07:00:00;;;;;;;;;;;;;;;12897.139;-2216.382;-0.867;0.871;5.782
2023-10-19 07:15:00;;;;;;;;;;;;;;;12935.417;-2299.534;-0.104;1.336;6.119
2023-10-19 07:30:00;42.300;128.100;236.600;120.750;103.400;120.717;;186.300;333.000;113.350;166.400;135.266;99.629;142.800;12990.958;-1348.186;0.126;0.733;6.131
2023-10-19 07:45:00;357.200;739.855;620.033;690.322;626.800;739.033;;752.600;745.000;762.767;714.333;700.667;678.267;728.455;12932.443;7880.957;4.559;0.925;6.128
2023-10-19 08:00:00;1008.967;2031.100;1970.167;2004.400;1893.433;1982.200;;2011.800;1997.400;2056.900;2039.578;2022.722;1969.945;2156.800;12899.749;25644.509;12.357;0.253;5.891
2023-10-19 08:15:00;2707.567;4748.433;4907.311;4795.667;5019.700;4704.133;;5088.200;5237.133;5568.533;4905.533;4789.700;4504.033;5233.233;12928.005;64481.682;28.360;0.688;6.087
2023-10-19 08:30:00;4891.911;10108.922;10068.767;10275.600;9861.000;9855.200;;9537.133;9566.800;9906.100;9723.567;10281.233;9903.278;11094.167;12900.329;131227.129;61.117;0.972;7.109
2023-10-19 08:45:00;8741.967;16325.867;16458.855;17273.300;15255.300;15953.967;;15982.867;16269.467;17176.600;15825.100;17229.089;16218.600;18289.078;12948.977;219644.726;109.566;1.013;7.945
2023-10-19 09:00:00;11272.433;20562.567;20393.300;20548.111;20262.322;20346.467;;20368.833;20638.300;21875.400;20395.167;20397.811;19974.289;22003.211;12947.919;276396.671;124.333;0.740;8.968
2023-10-19 09:15:00;15621.433;25057.000;24107.200;25047.433;23990.067;24708.867;;24438.500;25141.633;28290.100;24547.767;24743.667;24306.022;26251.845;12945.240;338622.229;154.286;0.575;10.173
2023-10-19 09:30:00;19133.667;31397.189;26847.967;30087.633;25995.755;31740.900;;34485.645;35488.600;37289.633;32745.667;29037.678;29879.267;30270.645;12934.543;427063.361;178.128;0.687;11.737
2023-10-19 09:45:00;25128.100;48936.622;52031.833;47943.033;47051.400;48010.467;;49256.200;48417.100;49387.833;49802.700;50563.900;46822.445;56735.267;12996.693;672615.506;253.257;1.133;13.914
2023-10-19 10:00:00;29233.667;59215.433;64872.211;60120.078;61198.611;54865.833;;53212.467;53555.700;56551.800;54269.000;62225.445;57661.000;69740.200;12960.173;792353.283;317.570;1.279;17.034
2023-10-19 10:15:00;28017.533;58231.311;64197.367;58686.255;64631.467;56506.433;;55233.600;54219.000;55182.467;56562.167;60209.367;56591.500;67714.378;12958.212;793176.119;288.253;1.491;17.557
2023-10-19 10:30:00;33418.933;64377.911;66837.067;63638.867;69282.655;63470.711;;64023.533;63671.800;65662.700;63981.133;63017.622;62165.500;70209.167;12999.531;879829.147;335.605;1.687;17.929
2023-10-19 10:45:00;37239.333;72601.600;69394.811;70518.155;69047.800;71292.267;;69869.300;68744.133;72030.600;70613.667;69232.189;70012.067;75135.467;12969.588;958878.711;378.019;1.411;19.845
2023-10-19 11:00:00;36398.000;70833.255;67356.455;68933.067;67977.633;70362.000;;70673.633;69832.300;71513.133;70784.067;67818.467;68017.633;72492.233;12952.971;944222.682;356.271;1.386;21.549
2023-10-19 11:15:00;42166.767;73139.167;73532.033;71944.833;77189.178;73699.033;;77759.900;79116.700;81855.800;74537.900;70846.722;70921.067;77547.100;12947.700;1022660.941;409.255;1.573;21.975
2023-10-19 11:30:00;44686.933;92294.633;86036.222;93497.033;89587.311;90473.933;;88585.933;85727.367;87065.733;89651.467;89624.767;91187.755;94004.333;12917.662;1215100.998;591.685;2.065;24.966
2023-10-19 11:45:00;48669.533;95700.911;90761.933;96469.400;92709.333;93319.433;;91341.467;90894.600;93935.067;92790.233;93980.667;94299.733;99730.767;12922.997;1270552.229;553.063;1.977;27.467
2023-10-19 12:00:00;80019.733;148417.777;156362.267;147496.100;163826.067;146307.533;;153513.000;152490.967;154986.733;154820.500;148453.733;147134.100;163129.045;12978.471;2074965.661;762.378;1.944;30.186
2023-10-19 12:15:00;89474.433;171784.167;169405.645;168446.467;176485.200;164761.133;;171398.633;169927.067;173276.333;173952.767;167833.078;167186.700;179041.367;12976.612;2314278.345;837.073;1.900;34.919
2023-10-19 12:30:00;89633.933;172484.767;169678.455;168150.855;177862.755;170953.867;;171396.333;170144.500;173702.267;173693.100;167400.467;166747.000;178598.200;12983.846;2320840.867;834.309;1.661;36.927
2023-10-19 12:45:00;89672.967;173436.589;169848.133;168006.855;178405.000;174221.733;;171402.900;169956.733;173654.833;173490.000;167166.167;166606.545;178653.967;12978.368;2324329.918;836.793;1.679;38.439
2023-10-19 13:00:00;89266.267;173748.311;169527.822;167344.733;178400.056;173986.067;;170708.600;169200.367;172891.967;172479.367;166389.867;165839.133;177865.655;12985.303;2316213.202;834.054;1.792;39.298
2023-10-19 13:15:00;89078.633;173573.645;168791.900;166524.122;178211.233;173535.867;;170587.400;168889.933;172450.733;172175.900;165495.400;165241.055;176845.867;12947.806;2309548.052;826.806;1.810;39.595
2023-10-19 13:30:00;87973.200;171876.689;166755.167;164777.433;176406.055;171736.733;;168775.333;166988.067;170620.467;170324.533;163524.933;163463.733;174574.600;12955.829;2284575.721;816.715;1.601;40.235
2023-10-19 13:45:00;86444.233;171166.400;168053.800;164680.933;177949.667;170882.200;;167176.833;165238.600;168261.433;169004.167;163735.100;163051.367;175240.967;12969.910;2276420.256;811.337;2.021;40.332
2023-10-19 14:00:00;85325.867;166644.100;163050.467;160235.700;173242.945;166648.633;;164199.767;162348.267;165461.867;165193.967;159179.889;158691.767;170090.900;12904.539;2222882.391;789.500;1.831;39.775
2023-10-19 14:15:00;69882.767;143754.467;145979.422;141126.900;157193.200;142774.067;;137093.300;134478.767;136327.767;140441.233;141044.567;138623.933;151325.300;12908.547;1918006.847;683.069;2.024;39.105
2023-10-19 14:30:00;67776.022;129336.322;125636.467;123358.633;134287.145;130394.033;;130299.533;129177.533;131725.433;129920.167;122454.700;122968.811;130938.489;12922.767;1739260.629;594.638;1.923;35.972
2023-10-19 14:45:00;69392.267;135309.155;131120.067;129287.967;140085.911;135988.933;;134238.000;132534.000;134809.500;134945.800;127699.400;128826.667;136325.422;12953.222;1805907.377;621.109;1.861;34.960
2023-10-19 15:00:00;62825.111;122627.800;119525.633;117693.100;128304.078;123190.933;;121879.333;120456.722;122571.467;122064.767;116373.589;117021.767;124308.567;12901.895;1642198.409;567.215;1.795;35.307
2023-10-19 15:15:00;61387.967;118242.378;116002.867;113567.867;124909.233;118753.900;;118528.633;117162.233;119775.000;117808.567;112153.600;112944.400;120296.311;12892.509;1591561.013;544.562;1.519;35.449
2023-10-19 15:30:00;59143.000;115115.900;112443.133;110384.555;121704.067;115794.300;;115095.300;113110.967;115714.933;114768.933;108574.033;109957.933;116316.011;12922.437;1545046.999;530.505;1.509;35.894
2023-10-19 15:45:00;52930.833;104731.611;103027.333;100569.367;112351.933;105494.600;;104987.267;102858.267;105188.900;104500.133;98820.211;100245.467;106123.922;12955.009;1409067.236;479.638;1.834;34.673
2023-10-19 16:00:00;45127.900;94305.967;93026.145;90672.211;102096.067;95131.467;;94948.100;92815.533;94084.667;94257.900;88804.600;90404.167;95541.567;12879.533;1268708.979;431.871;1.537;33.455
2023-10-19 16:15:00;35815.100;84018.700;82856.789;80724.300;91582.255;84782.733;;84688.933;82420.333;82132.467;83891.667;78667.167;80673.922;84786.100;12898.589;1124151.227;385.199;1.476;32.192
2023-10-19 16:30:00;29865.467;73284.500;72601.300;70361.822;81126.811;74044.533;;70226.233;69147.700;69488.145;73181.300;68317.133;70476.344;73885.567;12907.467;968573.905;335.814;1.221;30.909
2023-10-19 16:45:00;22933.000;61288.800;59295.700;56649.500;68324.133;62150.767;;52485.600;53549.733;53372.600;61041.967;54551.367;58942.611;60716.333;12856.983;779646.549;284.491;0.866;29.397
2023-10-19 17:00:00;14156.033;48456.333;45854.600;43894.022;55675.233;48449.767;;38122.867;36283.167;34959.200;44507.333;39591.600;46673.067;45087.833;12831.706;578167.910;230.383;0.603;27.867
2023-10-19 17:15:00;9950.833;34262.433;33541.345;30370.967;41687.355;32246.733;;23897.067;18927.567;21436.133;29282.900;26359.522;33938.445;29215.933;12844.946;387658.363;177.369;0.627;25.955
2023-10-19 17:30:00;4929.500;19696.689;20466.155;18666.089;25803.200;19620.100;;13844.333;9384.433;9565.533;18759.900;15866.011;18985.500;18662.500;12845.945;225064.029;75.389;0.680;23.035
2023-10-19 17:45:00;2351.833;8482.433;11193.078;9436.500;16042.433;7095.267;;6748.667;4950.833;5175.333;7672.967;7982.789;9650.033;9285.022;12840.972;108583.701;27.187;0.377;19.395
2023-10-19 18:00:00;1403.867;3667.933;4507.600;3726.855;6347.467;3467.433;;3295.833;3158.267;3236.233;3292.733;3404.000;3855.700;3779.267;12829.151;46519.542;13.131;0.229;17.296
2023-10-19 18:15:00;642.900;1540.267;1424.167;1405.245;1448.300;1493.100;;1510.567;1439.833;1486.200;1485.367;1347.733;1416.667;1557.189;12855.511;16917.954;3.691;0.125;15.588
2023-10-19 18:30:00;163.300;433.445;317.633;361.200;275.767;361.667;;376.267;352.200;380.933;416.700;328.067;368.200;381.755;12868.037;1772.810;-1.757;0.063;14.521
2023-10-19 18:45:00;21.867;39.133;29.500;28.833;23.000;34.033;;37.200;30.233;34.300;38.933;30.867;25.967;32.000;12897.299;-4282.657;-5.204;0.451;13.588
2023-10-19 19:00:00;20.000;20.000;15.000;20.000;20.000;20.000;;20.000;15.000;20.000;20.000;20.000;20.000;20.000;12920.451;-3671.269;-5.357;0.427;12.778
2023-10-19 19:15:00;;;;;;;;;;;;;;;12942.043;-2268.536;-4.321;0.313;12.278
2023-10-19 19:30:00;;;;;;;;;;;;;;;12938.755;-2215.681;-3.380;0.363;11.969
2023-10-19 19:45:00;;;;;;;;;;;;;;;12909.759;-2229.977;-1.840;0.761;12.518
2023-10-19 20:00:00;;;;;;;;;;;;;;;12922.602;-2320.801;-2.339;1.077;12.325
2023-10-19 20:15:00;;;;;;;;;;;;;;;12915.121;-2285.867;-1.581;0.678;12.328
2023-10-19 20:30:00;;;;;;;;;;;;;;;12865.494;-2322.393;-1.585;0.725;12.209
2023-10-19 20:45:00;;;;;;;;;;;;;;;12881.542;-2339.907;-1.618;1.073;12.126
2023-10-19 21:00:00;;;;;;;;;;;;;;;12852.909;-2275.207;-1.019;0.929;12.229
2023-10-19 21:15:00;;;;;;;;;;;;;;;12944.105;-2298.992;-2.591;0.693;11.760
2023-10-19 21:30:00;;;;;;;;;;;;;;;12899.762;-2260.927;-2.885;1.311;11.076
2023-10-19 21:45:00;;;;;;;;;;;;;;;12837.837;-2306.525;-1.153;1.261;11.407
2023-10-19 22:00:00;;;;;;;;;;;;;;;12854.035;-2284.643;-1.514;1.111;11.083
2023-10-19 22:15:00;;;;;;;;;;;;;;;12886.095;-2323.757;-1.533;0.927;11.038
2023-10-19 22:30:00;;;;;;;;;;;;;;;12902.751;-2331.663;-1.121;1.262;10.877
2023-10-19 22:45:00;;;;;;;;;;;;;;;12891.459;-2325.432;-1.157;0.709;10.808
2023-10-19 23:00:00;;;;;;;;;;;;;;;12914.275;-2367.227;-1.829;0.950;10.569
2023-10-19 23:15:00;;;;;;;;;;;;;;;12854.511;-2382.413;-1.201;0.378;10.371
2023-10-19 23:30:00;;;;;;;;;;;;;;;12840.057;-2302.548;-1.223;0.859;10.399
2023-10-19 23:45:00;;;;;;;;;;;;;;;12869.271;-2274.957;-1.321;0.865;10.257
2023-10-20 00:00:00;;;;;;;;;;;;;;;12873.440;-2300.963;-0.612;0.723;10.328
2023-10-20 00:15:00;;;;;;;;;;;;;;;12838.759;-2316.401;-1.057;0.912;10.343
2023-10-20 00:30:00;;;;;;;;;;;;;;;12869.840;-2338.552;-1.867;1.023;9.987
2023-10-20 00:45:00;;;;;;;;;;;;;;;12913.464;-2366.996;-1.242;1.271;9.921
2023-10-20 01:00:00;;;;;;;;;;;;;;;12902.739;-2370.607;-0.662;1.562;9.954
2023-10-20 01:15:00;;;;;;;;;;;;;;;12878.060;-2351.157;-1.693;0.212;9.483
2023-10-20 01:30:00;;;;;;;;;;;;;;;12905.552;-2377.227;-1.030;0.945;9.459
2023-10-20 01:45:00;;;;;;;;;;;;;;;12926.131;-2369.933;-1.000;1.136;9.493
2023-10-20 02:00:00;;;;;;;;;;;;;;;12875.739;-2384.503;-0.313;0.975;9.589
2023-10-20 02:15:00;;;;;;;;;;;;;;;12830.630;-2454.729;-0.398;0.937;9.709
2023-10-20 02:30:00;;;;;;;;;;;;;;;12821.176;-2443.040;-0.158;1.547;9.771
2023-10-20 02:45:00;;;;;;;;;;;;;;;12864.959;-2459.577;0.000;1.487;10.191
2023-10-20 03:00:00;;;;;;;;;;;;;;;12877.031;-2445.129;-0.096;1.435;10.350
2023-10-20 03:15:00;;;;;;;;;;;;;;;12890.441;-2455.750;-0.787;1.481;10.155
2023-10-20 03:30:00;;;;;;;;;;;;;;;12894.451;-2469.785;-0.437;1.133;10.107
2023-10-20 03:45:00;;;;;;;;;;;;;;;12904.222;-2388.169;-1.000;0.702;9.875
2023-10-20 04:00:00;;;;;;;;;;;;;;;12914.138;-2378.508;-0.316;0.567;9.779
2023-10-20 04:15:00;;;;;;;;;;;;;;;12932.032;-2380.486;0.000;0.596;10.169
2023-10-20 04:30:00;;;;;;;;;;;;;;;12940.184;-2412.973;0.000;0.349;10.578
2023-10-20 04:45:00;;;;;;;;;;;;;;;12941.464;-2414.829;0.000;0.564;10.781
2023-10-20 05:00:00;;;;;;;;;;;;;;;12918.781;-2400.845;0.000;0.913;10.899
2023-10-20 05:15:00;;;;;;;;;;;;;;;12861.970;-2329.491;0.000;1.147;10.921
2023-10-20 05:30:00;;;;;;;;;;;;;;;12824.435;-2312.266;0.000;1.254;10.981
2023-10-20 05:45:00;;;;;;;;;;;;;;;12811.617;-2316.807;0.000;1.003;11.109
2023-10-20 06:00:00;;;;;;;;;;;;;;;12809.652;-2380.085;0.000;1.277;11.247
2023-10-20 06:15:00;;;;;;;;;;;;;;;12823.439;-2402.396;0.000;0.922;11.325
2023-10-20 06:30:00;;;;;;;;;;;;;;;12794.819;-2404.406;0.000;1.023;11.367
2023-10-20 06:45:00;;;;;;;;;;;;;;;12775.273;-2355.580;0.000;0.928;11.363
2023-10-20 07:00:00;;;;;;;;;;;;;;;12831.978;-2319.140;0.000;0.852;11.440
2023-10-20 07:15:00;;;;;;;;;;;;;;;12849.915;-2281.995;0.000;1.128;11.463
2023-10-20 07:30:00;;;;;;55.000;;48.000;;;37.500;0.000;;;12866.713;-2244.995;0.568;0.823;11.597
2023-10-20 07:45:00;60.767;132.705;113.470;123.947;110.144;134.067;;126.300;122.533;129.000;115.567;110.522;147.492;139.222;12868.229;-602.313;1.435;1.023;11.681
2023-10-20 08:00:00;149.067;378.767;342.167;379.533;350.033;373.167;;386.300;371.033;406.767;380.567;344.878;355.367;380.333;12845.650;2802.405;3.761;0.765;11.773
2023-10-20 08:15:00;369.333;832.122;786.211;775.111;790.300;837.633;;848.433;825.533;836.433;829.467;751.000;759.945;839.345;12832.650;8638.035;6.294;0.663;11.994
2023-10-20 08:30:00;1530.933;3118.667;3002.733;2967.500;3149.655;3113.200;;3169.100;3067.233;3200.533;3127.933;2984.911;2913.400;3209.300;12831.874;39255.894;18.718;1.221;12.111
2023-10-20 08:45:00;2386.100;4960.500;4785.033;4773.167;5074.622;4996.333;;5003.133;4913.267;5111.333;5023.200;4796.478;4733.533;5216.533;12876.465;63313.118;28.033;0.797;12.497
2023-10-20 09:00:00;4041.933;8070.500;7942.678;7808.900;8436.467;8112.767;;8082.500;7965.289;8158.733;8111.067;7814.400;7731.300;8423.289;12870.468;104162.631;42.448;0.875;13.051
2023-10-20 09:15:00;6074.900;12010.589;11941.200;11695.433;12610.333;12016.900;;11966.433;11783.633;12069.167;12009.333;11680.467;11513.489;12586.467;12874.656;156831.607;60.471;0.451;13.756
2023-10-20 09:30:00;7247.067;14135.878;13913.400;13704.000;14704.645;14149.333;;14191.167;14007.800;14354.700;14201.167;13637.567;13554.700;14710.945;12852.834;185281.761;70.541;0.241;15.440
2023-10-20 09:45:00;7556.867;14836.911;14663.400;14437.733;15646.833;14860.367;;14775.033;14606.467;14963.000;14813.967;14393.011;14256.378;15526.700;12868.491;194465.425;72.579;0.443;16.391
2023-10-20 10:00:00;7132.100;13809.122;13370.678;13321.355;14165.444;13847.067;;13907.700;13753.300;14072.267;13852.767;13219.800;13196.011;14230.400;12882.741;180155.681;66.739;0.532;16.287
2023-10-20 10:15:00;11652.400;22212.567;21848.278;21511.133;22721.189;22150.200;;22422.567;22252.000;22864.900;22233.333;21569.300;21203.945;23191.033;12875.380;294966.535;107.573;0.423;17.330
2023-10-20 10:30:00;21803.567;43434.867;45628.845;43115.500;47322.133;42529.433;;42764.767;41800.945;42813.600;42908.933;43473.611;42044.711;48056.567;12874.686;588558.473;205.812;0.936;19.980
2023-10-20 10:45:00;47518.400;86528.833;97504.145;89910.467;96879.389;82493.100;;85784.133;84718.367;89319.100;82511.967;91029.933;85558.522;103081.633;12914.277;1207505.114;435.549;1.737;24.629
2023-10-20 11:00:00;27810.100;44252.678;38378.600;40928.244;38854.100;45213.867;;48903.489;50071.333;53203.767;46948.467;39881.200;41541.967;41805.033;12892.575;604553.514;214.631;1.492;24.399
2023-10-20 11:15:00;29228.667;48692.933;46472.233;46828.733;48412.733;49229.667;;55820.033;55371.200;56712.700;51307.800;46457.245;46513.900;49492.478;12874.762;683135.229;232.361;1.472;24.359
2023-10-20 11:30:00;16429.367;31750.867;31356.067;30949.300;32886.100;31585.933;;31546.233;31243.845;32018.333;31508.767;30940.633;30484.833;33182.367;12833.053;423879.718;148.514;1.544;22.715
2023-10-20 11:45:00;18944.500;38471.300;40341.300;38212.167;43210.578;37839.033;;37150.567;36561.633;37086.033;37560.800;38663.189;37439.633;42154.300;12842.968;517869.681;178.687;1.594;22.433
2023-10-20 12:00:00;8639.267;16517.633;15984.767;15918.400;16724.022;16484.133;;16784.000;16663.367;17013.467;16428.100;15777.789;15605.055;16708.778;12840.645;216479.109;79.032;1.765;20.815
2023-10-20 12:15:00;17043.967;32806.711;32431.467;31990.289;34214.267;32835.100;;32778.500;32411.567;33103.600;32838.100;32094.233;31612.811;34243.367;12868.014;439891.013;152.607;1.115;20.583
2023-10-20 12:30:00;19097.533;37227.933;36928.433;36132.400;39027.367;37036.433;;36695.333;36354.267;37170.333;36929.600;36085.167;35684.845;38968.755;12893.653;497060.175;171.846;1.653;21.857
2023-10-20 12:45:00;20358.800;39785.889;39796.867;38741.489;42248.767;39563.567;;39275.367;38833.067;39677.533;39487.167;38828.700;38285.767;41856.911;12911.597;533348.981;183.141;1.196;22.580
2023-10-20 13:00:00;22221.200;43758.033;43806.133;42825.200;46621.167;43414.267;;42992.467;42389.022;43263.800;43184.200;42899.000;42196.455;46084.400;12952.377;585784.587;204.489;1.133;23.486
2023-10-20 13:15:00;20652.500;38501.067;36602.300;36679.100;38434.945;38536.167;;39061.800;38928.867;40123.767;38906.333;36472.067;36571.211;39073.355;12940.740;514835.215;179.913;0.970;23.927
2023-10-20 13:30:00;21814.667;42749.355;42683.355;41773.245;44708.133;42255.467;;41845.433;41470.767;42270.100;42298.400;41490.155;40559.667;44185.400;12912.477;570634.041;199.678;1.051;23.627
2023-10-20 13:45:00;31056.533;58901.633;56704.233;56574.000;59966.945;58858.933;;58951.833;58500.900;60164.633;58782.033;56295.933;56491.133;60578.400;12945.756;789028.651;275.413;1.228;25.322
2023-10-20 14:00:00;26642.233;51858.600;50894.989;49978.333;54190.467;51451.867;;51402.333;50753.367;51904.067;51657.767;49856.411;49671.667;53781.933;12950.335;694420.755;242.243;1.001;25.861
2023-10-20 14:15:00;34964.967;67430.500;66856.600;64722.800;70858.533;67020.100;;66608.633;66155.433;67849.500;66713.133;64354.389;64160.900;69414.111;12918.143;903079.221;314.099;1.303;27.189
2023-10-20 14:30:00;35145.000;66273.933;63414.311;63174.178;67367.278;66439.767;;68121.867;67390.978;68449.600;66729.933;62399.600;62802.100;66705.233;12931.019;891715.221;314.355;1.167;28.271
2023-10-20 14:45:00;42108.233;78722.900;67308.000;71244.289;70858.233;79529.933;;79451.600;79624.733;81865.400;80419.833;68495.100;72841.567;72149.667;12942.581;1022365.348;357.515;1.233;28.979
2023-10-20 15:00:00;46159.900;88216.567;76872.100;80484.089;81873.167;88647.500;;93337.867;91719.433;90798.933;89233.167;77811.967;83020.800;82514.700;12938.976;1165819.265;410.491;1.123;30.002
2023-10-20 15:15:00;42303.767;94031.133;103674.333;97417.900;113357.300;89446.533;;84793.133;82917.033;83091.367;86820.233;97703.278;94601.533;105869.533;12912.903;1260371.303;439.605;1.393;31.292
2023-10-20 15:30:00;38851.467;70720.067;74022.733;69407.222;85496.767;69194.667;;70083.333;71854.167;74801.767;67755.700;71860.000;66818.189;77618.367;12895.712;975143.651;349.405;1.082;31.179
