Timestamp;Cosper Creek - Inverter 1 - AC power [W] - P_AC;Cosper Creek - Inverter 8 - AC power [W] - P_AC;Cosper Creek - Inverter 13 - AC power [W] - P_AC;Cosper Creek - Inverter 10 - AC power [W] - P_AC;Cosper Creek - Inverter 14 - AC power [W] - P_AC;Cosper Creek - Inverter 7 - AC power [W] - P_AC;Cosper Creek - Inverter 5 - AC power [W] - P_AC;Cosper Creek - Inverter 4 - AC power [W] - P_AC;Cosper Creek - Inverter 3 - AC power [W] - P_AC;Cosper Creek - Inverter 2 - AC power [W] - P_AC;Cosper Creek - Inverter 6 - AC power [W] - P_AC;Cosper Creek - Inverter 11 - AC power [W] - P_AC;Cosper Creek - Inverter 9 - AC power [W] - P_AC;Cosper Creek - Inverter 12 - AC power [W] - P_AC;Cosper Creek - Meter - Voltage L1L2 [V] - M_AC_U_L1L2;Cosper Creek - Meter - Power [W] - M_AC_P;Cosper Creek - POA - Irradiance [Wh/m²] - SRAD;Cosper Creek - Lufft WS600 - Wind speed [m/s] - E_W_S;Cosper Creek - Module Temperature - Temperature [°C] - T
2023-10-01 00:00:00;;;;;;;;;;;;;;;;;;;
2023-10-01 00:15:00;;;;;;;;;;;;;;;12805.317;-2312.867;-2.099;2.897;7.960
2023-10-01 00:30:00;;;;;;;;;;;;;;;12822.113;-2325.514;-1.246;2.636;8.097
2023-10-01 00:45:00;;;;;;;;;;;;;;;12833.323;-2330.576;-2.067;1.847;7.827
2023-10-01 01:00:00;;;;;;;;;;;;;;;12839.659;-2289.019;-1.995;1.853;7.841
2023-10-01 01:15:00;;;;;;;;;;;;;;;12850.124;-2283.557;-1.665;2.163;7.770
2023-10-01 01:30:00;;;;;;;;;;;;;;;12866.505;-2313.788;-2.269;1.489;7.481
2023-10-01 01:45:00;;;;;;;;;;;;;;;12863.938;-2313.003;-1.723;1.974;7.477
2023-10-01 02:00:00;;;;;;;;;;;;;;;12865.021;-2331.203;-1.495;1.991;7.628
2023-10-01 02:15:00;;;;;;;;;;;;;;;12871.449;-2305.276;-1.719;2.349;7.530
2023-10-01 02:30:00;;;;;;;;;;;;;;;12890.591;-2327.775;-2.545;2.540;7.286
2023-10-01 02:45:00;;;;;;;;;;;;;;;12890.897;-2329.853;-1.809;2.736;6.858
2023-10-01 03:00:00;;;;;;;;;;;;;;;12892.291;-2326.521;-2.887;2.920;6.419
2023-10-01 03:15:00;;;;;;;;;;;;;;;12882.131;-2312.715;-3.127;2.892;5.688
2023-10-01 03:30:00;;;;;;;;;;;;;;;12883.303;-2336.730;-1.661;2.973;5.358
2023-10-01 03:45:00;;;;;;;;;;;;;;;12887.968;-2313.180;-0.346;2.644;5.693
2023-10-01 04:00:00;;;;;;;;;;;;;;;12883.138;-2315.095;-1.645;2.465;5.596
2023-10-01 04:15:00;;;;;;;;;;;;;;;12876.656;-2333.092;-1.867;2.323;5.191
2023-10-01 04:30:00;;;;;;;;;;;;;;;12868.995;-2323.505;-1.225;2.108;4.985
2023-10-01 04:45:00;;;;;;;;;;;;;;;12862.883;-2309.978;-0.775;2.209;5.071
2023-10-01 05:00:00;;;;;;;;;;;;;;;12852.386;-2276.224;-0.620;2.112;5.333
2023-10-01 05:15:00;;;;;;;;;;;;;;;12832.745;-2278.758;-2.078;1.049;4.863
2023-10-01 05:30:00;;;;;;;;;;;;;;;12813.077;-2286.295;-2.551;0.711;4.225
2023-10-01 05:45:00;;;;;;;;;;;;;;;12797.739;-2250.170;-2.321;0.523;3.660
2023-10-01 06:00:00;;;;;;;;;;;;;;;12792.590;-2273.452;-2.159;0.667;3.701
2023-10-01 06:15:00;;;;;;;;;;;;;;;12785.035;-2270.269;-1.245;0.720;3.578
2023-10-01 06:30:00;;;;;;;;;;;;;;;12784.012;-2266.816;-2.191;0.358;3.589
2023-10-01 06:45:00;;;;;;;;;;;;;;;12800.880;-2277.015;-1.986;0.667;3.303
2023-10-01 07:00:00;;;;;;;;;;;;;;;12784.432;-2254.248;-0.905;0.877;3.373
2023-10-01 07:15:00;152.800;332.400;307.150;256.667;266.950;257.067;;265.267;453.243;293.000;359.950;275.467;251.941;245.145;12768.246;1168.705;0.375;0.475;3.163
2023-10-01 07:30:00;876.900;1411.900;1329.800;1411.733;1212.133;1408.867;;1578.633;1473.722;1772.767;1440.967;1419.722;1364.833;1534.567;12785.668;17948.061;10.095;1.727;3.319
2023-10-01 07:45:00;3629.867;4146.567;3490.678;4744.000;2953.689;3805.933;;5153.167;4137.800;6045.033;4133.367;4825.867;4450.467;4817.900;12786.174;58719.099;60.365;1.621;3.973
2023-10-01 08:00:00;8298.800;9994.533;7508.133;11507.033;4572.845;9045.800;;11748.200;9668.533;14086.611;9712.333;11792.567;9548.111;12520.255;12812.672;138225.724;147.641;1.263;5.399
2023-10-01 08:15:00;14767.133;18703.367;17587.122;22212.167;7915.800;18504.700;;21597.500;20783.933;26339.300;18429.633;24064.355;17875.600;20934.767;12862.419;269100.121;209.946;1.041;6.741
2023-10-01 08:30:00;21668.467;30688.467;29721.367;32361.267;12608.100;31001.667;;30648.867;30818.567;39315.433;28942.033;34701.333;29222.667;37524.167;12838.255;425651.479;272.532;1.145;8.762
2023-10-01 08:45:00;28046.733;43534.200;42345.289;49190.267;24708.722;40268.767;;43521.445;47390.500;53407.400;42517.400;49011.367;41580.467;53938.033;12854.959;612082.707;347.341;0.804;11.500
2023-10-01 09:00:00;34030.333;55764.733;57609.100;61985.022;41729.933;55849.633;;57080.033;64664.167;71166.455;57963.967;65791.833;52150.100;65548.867;12860.984;809038.978;410.517;0.886;15.156
2023-10-01 09:15:00;42022.167;72973.867;78228.255;73937.400;53856.045;70909.167;;69380.733;77639.867;88077.600;73216.233;78687.445;70393.467;80636.700;12876.697;1016663.921;466.035;1.275;17.445
2023-10-01 09:30:00;51676.200;85132.800;94504.033;83805.322;64467.733;82796.433;;80644.400;88729.567;103034.000;84328.833;89110.411;84243.767;103025.633;12876.571;1202113.282;525.075;1.191;20.331
2023-10-01 09:45:00;60886.667;71770.133;107985.245;93287.245;85041.933;92355.367;;97387.633;99787.333;116946.333;97070.400;100504.767;97661.133;120276.622;12897.445;1360432.413;582.345;1.445;22.171
2023-10-01 10:00:00;67019.433;100094.033;121205.633;108092.511;108257.433;100413.333;;110216.267;109326.900;127917.433;116341.700;112186.600;110692.967;131220.800;12912.819;1554954.371;635.713;1.372;24.581
2023-10-01 10:15:00;72404.200;113409.722;134246.533;127648.033;127376.267;107525.133;;127008.867;120578.967;138166.700;128800.233;124404.189;121087.600;141172.689;12912.655;1724867.877;684.299;1.223;27.349
2023-10-01 10:30:00;76915.733;125966.533;143365.656;136262.845;138222.755;119697.200;;143156.533;133224.533;148522.933;141787.033;134275.867;131054.267;150726.200;12885.626;1871055.816;727.023;1.059;31.247
2023-10-01 10:45:00;81032.567;135662.467;151612.533;146439.589;149293.378;139855.500;;152935.667;143681.500;156622.233;154408.767;142456.600;144148.611;159437.733;12881.295;2012537.015;768.195;0.853;31.987
2023-10-01 11:00:00;84093.200;148667.755;158036.000;155681.967;161560.489;153716.100;;159807.800;156338.700;162809.233;161635.667;148619.967;154657.767;167006.345;12889.623;2132734.507;803.583;1.093;36.312
2023-10-01 11:15:00;87193.500;162815.533;164021.211;162566.933;169506.067;165875.267;;165862.033;164820.867;168758.833;167673.667;153883.678;161162.400;173611.455;12902.493;2233492.501;831.419;1.758;34.726
2023-10-01 11:30:00;90134.300;172472.767;169426.533;168599.233;175997.277;174382.033;;171640.011;170471.867;174582.967;173914.433;164681.067;166911.711;179001.600;12895.295;2322952.975;861.649;2.202;33.127
2023-10-01 11:45:00;92854.667;175677.222;174534.233;173554.211;181791.567;175666.400;;176861.633;175362.167;179783.433;179031.767;171996.800;171595.678;183740.267;12900.301;2387557.563;884.791;2.761;32.398
2023-10-01 12:00:00;94717.667;173789.800;177505.700;176336.833;184604.722;174768.400;;180104.900;178532.400;179881.100;182090.867;175177.433;170107.100;184773.378;12909.410;2409752.843;904.125;1.859;33.293
2023-10-01 12:15:00;95522.267;172482.500;179908.500;178308.922;184681.767;173674.367;;181756.433;180005.133;178694.367;183714.200;177293.567;168387.833;184677.433;12923.998;2418040.423;917.723;2.059;35.543
2023-10-01 12:30:00;96647.633;170822.933;181431.100;178087.433;184713.222;172632.600;;183672.000;177845.233;177668.500;184754.333;178602.033;166383.011;184663.055;12891.937;2417849.761;925.181;1.696;38.224
2023-10-01 12:45:00;96967.000;170297.755;182305.967;177320.978;184640.600;172279.100;;184564.033;175950.100;176681.233;184795.033;179390.211;165955.733;184612.867;12876.006;2414947.227;924.716;1.949;38.051
2023-10-01 13:00:00;96617.267;169555.267;179415.689;175587.867;184609.522;171352.067;;184139.167;179548.567;176512.500;184688.367;178246.589;164908.767;182655.933;12878.409;2403113.615;924.657;1.846;41.803
2023-10-01 13:15:00;95561.333;169385.633;178473.333;174922.567;184676.467;171081.767;;182250.333;178212.100;176395.500;183405.433;176487.889;164415.967;181655.200;12879.921;2393764.778;913.984;1.576;43.495
2023-10-01 13:30:00;94405.800;169137.533;177969.700;174390.267;183441.567;170619.833;;180626.233;176136.700;175877.400;181747.733;174964.300;164157.600;180621.522;12861.603;2380733.135;904.633;1.735;45.315
2023-10-01 13:45:00;92594.267;169453.900;175057.133;171610.000;181885.767;170423.067;;177475.833;174140.600;175354.633;178343.333;171598.867;164418.700;179232.900;12864.948;2354794.788;885.951;1.512;45.895
2023-10-01 14:00:00;90275.122;169787.467;170681.467;169040.933;180993.045;170254.967;;173231.989;170607.155;174388.067;173999.000;167532.755;164914.900;178531.900;12870.381;2323233.541;857.668;1.777;46.283
2023-10-01 14:15:00;89176.600;170021.067;168832.645;166671.867;179172.800;170438.800;;171892.567;169279.433;172387.900;172677.267;165005.555;165088.167;176030.967;12860.297;2304632.822;843.827;2.043;45.267
2023-10-01 14:30:00;86808.800;169640.300;165401.878;163025.067;176731.022;169520.800;;167377.200;164870.900;168176.433;168452.333;161251.767;161871.289;172161.711;12841.258;2259108.161;813.964;1.672;42.118
2023-10-01 14:45:00;85458.333;167131.822;162658.400;160439.989;174066.167;167343.433;;165106.567;162281.233;165698.167;165662.367;158477.233;159087.600;169166.700;12833.361;2224207.779;797.225;2.018;41.672
2023-10-01 15:00:00;67112.700;131117.845;132487.567;127050.333;147832.722;131364.933;;129119.867;126696.133;131372.167;129130.600;125458.900;125954.455;136078.267;12813.191;1768652.321;633.497;1.652;39.035
2023-10-01 15:15:00;71283.633;129799.000;122970.678;121780.133;130737.667;134265.667;;137757.367;135121.233;138702.033;135859.833;119352.855;122903.767;128444.300;12807.217;1758035.861;600.757;1.883;39.304
2023-10-01 15:30:00;42336.033;75803.033;69522.367;70223.633;74618.522;77526.167;;81783.467;79667.900;81047.011;77949.167;67928.578;70180.167;71093.177;12753.730;1029075.091;339.691;1.366;32.413
2023-10-01 15:45:00;69873.767;134239.333;128912.000;127068.667;141626.867;135260.233;;135654.133;132927.567;136229.800;134264.267;123680.800;127748.467;133479.055;12821.011;1796438.461;604.995;4.158;28.443
2023-10-01 16:00:00;54499.800;80668.389;77556.900;77981.767;81311.067;82314.800;;94077.333;96601.133;103367.167;85887.133;75186.089;76903.611;81538.789;12830.782;1160718.358;398.797;2.989;26.133
2023-10-01 16:15:00;56507.167;114251.600;110748.345;109919.733;120818.633;115283.300;;115383.633;112877.233;113077.100;114022.567;107237.067;109520.667;113820.367;12855.219;1532962.612;528.381;2.747;26.668
2023-10-01 16:30:00;45619.867;100803.900;99580.900;96850.522;110472.811;101892.667;;101599.133;98622.833;96446.867;100606.000;94378.067;96589.100;101924.011;12834.171;1345960.804;459.661;4.153;25.575
2023-10-01 16:45:00;35905.433;86090.100;85169.233;82527.567;95481.700;87297.067;;85719.133;81499.533;79790.567;83496.533;80105.500;82575.345;86814.233;12808.445;1131217.216;398.151;2.889;24.885
2023-10-01 17:00:00;29858.133;72427.889;71964.745;69452.500;81781.055;73692.933;;70359.600;64851.800;60954.500;68198.300;66962.167;69658.855;72901.345;12781.301;934500.723;338.287;2.311;24.949
2023-10-01 17:15:00;22118.800;58641.400;58522.911;56111.633;67741.522;59880.133;;53930.167;47560.700;43988.233;54095.300;53609.967;56496.233;58698.222;12789.741;735185.834;278.494;2.513;23.306
2023-10-01 17:30:00;14818.533;45042.911;45307.000;42946.145;53707.245;46057.267;;40304.433;34514.067;31669.155;40631.967;40622.967;43500.922;44802.933;12804.382;552293.127;221.600;2.338;22.101
2023-10-01 17:45:00;8970.333;32285.300;32761.767;26566.445;40234.100;32331.700;;24271.567;20526.700;18908.667;28360.967;27831.955;31133.400;31716.122;12766.905;369387.187;168.131;1.999;20.512
2023-10-01 18:00:00;3166.400;17311.367;18723.555;11545.833;24032.378;15886.967;;9723.133;7986.000;7408.433;13577.667;14034.811;14055.989;17010.100;12775.555;177957.983;96.708;2.396;18.761
2023-10-01 18:15:00;1502.633;4850.411;6772.633;4074.533;9806.833;4811.267;;3798.100;3413.433;3485.033;4111.867;4713.300;4232.855;6100.911;12790.313;61202.639;23.957;1.933;16.743
2023-10-01 18:30:00;876.767;2388.011;2347.822;2113.655;3224.933;2264.067;;2145.367;2003.700;2084.067;2154.567;2147.933;2137.300;2411.433;12808.427;27259.055;12.230;1.195;15.405
2023-10-01 18:45:00;498.133;1182.000;1126.645;1058.655;1154.267;1095.133;;1181.433;1102.200;1119.400;1115.233;1034.355;1121.100;1186.967;12797.845;12150.751;4.981;1.322;14.549
2023-10-01 19:00:00;78.267;243.100;180.233;225.900;180.600;211.433;;220.067;204.500;240.900;279.367;185.655;225.678;220.067;12801.970;-308.212;-0.735;1.318;13.945
2023-10-01 19:15:00;20.933;22.333;25.667;25.167;21.167;24.600;;31.467;27.300;34.200;32.767;23.500;24.167;24.167;12800.124;-4153.451;-3.161;1.099;13.205
2023-10-01 19:30:00;20.000;20.000;15.000;20.000;20.000;15.000;;20.000;18.000;20.000;10.000;16.000;20.000;16.000;12853.920;-2426.083;-3.612;1.037;12.697
2023-10-01 19:45:00;;;;;;;;;;;;;;;12868.558;-1347.647;-3.003;1.178;12.437
2023-10-01 20:00:00;;;;;;;;;;;;;;;12877.885;-1333.686;-3.000;1.113;12.063
2023-10-01 20:15:00;;;;;;;;;;;;;;;12888.957;-1889.079;-2.704;1.305;11.881
2023-10-01 20:30:00;;;;;;;;;;;;;;;12901.880;-2233.853;-2.793;1.540;11.543
2023-10-01 20:45:00;;;;;;;;;;;;;;;12911.754;-2242.230;-2.379;1.095;11.059
2023-10-01 21:00:00;;;;;;;;;;;;;;;12904.270;-2248.109;-2.062;1.220;11.045
2023-10-01 21:15:00;;;;;;;;;;;;;;;12918.727;-2270.103;-2.766;1.855;10.587
2023-10-01 21:30:00;;;;;;;;;;;;;;;12941.218;-2309.717;-1.931;2.209;10.449
2023-10-01 21:45:00;;;;;;;;;;;;;;;12946.035;-2334.429;-1.117;2.581;10.343
2023-10-01 22:00:00;;;;;;;;;;;;;;;12934.714;-2323.685;-1.249;2.189;10.441
2023-10-01 22:15:00;;;;;;;;;;;;;;;12923.777;-2309.954;-2.585;1.484;9.722
2023-10-01 22:30:00;;;;;;;;;;;;;;;12904.629;-2318.242;-1.888;1.633;9.579
2023-10-01 22:45:00;;;;;;;;;;;;;;;12920.229;-2300.749;-1.948;2.016;9.341
2023-10-01 23:00:00;;;;;;;;;;;;;;;12930.529;-2302.320;-1.979;2.479;9.198
2023-10-01 23:15:00;;;;;;;;;;;;;;;12873.043;-2311.232;-1.896;2.639;8.956
2023-10-01 23:30:00;;;;;;;;;;;;;;;12845.361;-2242.757;-1.189;1.982;8.959
2023-10-01 23:45:00;;;;;;;;;;;;;;;12860.329;-2244.891;-0.843;2.319;8.966
2023-10-02 00:00:00;;;;;;;;;;;;;;;12888.008;-2277.559;-1.883;2.377;8.875
2023-10-02 00:15:00;;;;;;;;;;;;;;;12925.245;-2432.046;-1.721;2.541;8.842
2023-10-02 00:30:00;;;;;;;;;;;;;;;12924.843;-2386.207;-1.906;2.525;8.633
2023-10-02 00:45:00;;;;;;;;;;;;;;;12928.089;-2398.337;-1.666;2.522;8.448
2023-10-02 01:00:00;;;;;;;;;;;;;;;12937.863;-2394.771;-1.444;1.530;8.535
2023-10-02 01:15:00;;;;;;;;;;;;;;;12939.875;-2409.779;-2.156;2.487;8.577
2023-10-02 01:30:00;;;;;;;;;;;;;;;12932.097;-2383.350;-3.094;2.401;7.695
2023-10-02 01:45:00;;;;;;;;;;;;;;;12905.225;-2394.799;-0.159;2.813;8.055
2023-10-02 02:00:00;;;;;;;;;;;;;;;12877.969;-2449.048;-0.699;2.866;8.189
2023-10-02 02:15:00;;;;;;;;;;;;;;;12879.417;-2446.582;-1.245;2.727;7.845
2023-10-02 02:30:00;;;;;;;;;;;;;;;12879.565;-2439.581;-1.177;1.347;7.806
2023-10-02 02:45:00;;;;;;;;;;;;;;;12882.309;-2455.033;-2.277;0.694;7.185
2023-10-02 03:00:00;;;;;;;;;;;;;;;12881.283;-2459.356;-1.323;1.583;7.422
2023-10-02 03:15:00;;;;;;;;;;;;;;;12872.886;-2457.869;-0.395;1.428;7.695
2023-10-02 03:30:00;;;;;;;;;;;;;;;12868.521;-2425.227;-1.731;0.679;7.264
2023-10-02 03:45:00;;;;;;;;;;;;;;;12860.826;-2414.076;-2.285;0.615;6.667
2023-10-02 04:00:00;;;;;;;;;;;;;;;12837.189;-2402.338;-1.509;0.902;6.664
2023-10-02 04:15:00;;;;;;;;;;;;;;;12818.951;-2397.505;0.000;1.661;7.308
2023-10-02 04:30:00;;;;;;;;;;;;;;;12829.965;-2331.150;0.894;1.237;7.979
2023-10-02 04:45:00;;;;;;;;;;;;;;;12881.043;-2314.778;1.225;1.034;8.649
2023-10-02 05:00:00;;;;;;;;;;;;;;;12832.962;-2357.479;0.467;1.533;8.849
2023-10-02 05:15:00;;;;;;;;;;;;;;;12863.493;-2328.449;0.027;1.121;8.896
2023-10-02 05:30:00;;;;;;;;;;;;;;;12843.570;-2319.874;0.017;0.717;9.172
2023-10-02 05:45:00;;;;;;;;;;;;;;;12853.707;-2314.125;0.091;1.753;9.379
2023-10-02 06:00:00;;;;;;;;;;;;;;;12895.483;-2329.571;-0.553;0.792;9.092
2023-10-02 06:15:00;;;;;;;;;;;;;;;12883.731;-2340.129;-0.729;0.607;8.817
2023-10-02 06:30:00;;;;;;;;;;;;;;;12919.697;-2329.681;-0.032;0.611;8.878
2023-10-02 06:45:00;;;;;;;;;;;;;;;12890.326;-2310.457;0.000;1.011;9.268
2023-10-02 07:00:00;;;;;;;;;;;;;;;12865.517;-2309.458;0.237;0.829;9.556
2023-10-02 07:15:00;44.850;78.500;67.950;62.243;80.433;57.400;;67.433;52.967;65.600;66.475;62.350;58.933;59.145;12891.432;-1549.636;1.135;0.605;9.818
2023-10-02 07:30:00;402.600;755.511;772.667;805.767;802.667;839.733;;886.867;886.367;883.467;870.300;832.211;815.533;823.567;12869.586;9709.118;6.385;0.832;9.998
2023-10-02 07:45:00;1628.833;3226.889;3223.911;3178.800;3303.311;3345.233;;3386.567;3351.767;3461.633;3399.267;3247.133;3152.700;3459.367;12875.051;42521.355;19.573;0.323;10.443
2023-10-02 08:00:00;2826.100;5487.555;5475.533;5458.911;5763.833;5678.533;;5670.667;5627.900;5804.167;5662.900;5483.500;5397.045;5876.600;12855.863;72551.936;29.943;0.396;11.205
2023-10-02 08:15:00;3248.967;6213.133;6243.878;6206.933;6560.800;6451.067;;6470.167;6462.533;6624.900;6455.833;6222.967;6129.089;6722.000;12874.780;82671.312;34.069;0.337;11.869
2023-10-02 08:30:00;5286.933;10121.155;10175.867;10089.767;10765.122;10410.967;;10384.200;10324.400;10591.467;10397.900;10055.489;9981.533;10836.089;12933.552;135556.830;52.777;0.289;12.424
2023-10-02 08:45:00;8715.833;16340.433;16598.900;16393.267;17365.045;16834.667;;16801.900;16734.067;17143.400;16841.433;16336.767;16185.067;17620.467;12948.341;222142.117;81.154;0.391;13.789
2023-10-02 09:00:00;10347.567;19215.733;19400.167;19243.367;20285.100;19882.233;;19907.267;19848.533;20300.233;19899.833;19169.811;18973.445;20610.500;12950.101;262253.311;92.188;0.780;14.425
2023-10-02 09:15:00;13024.800;23923.667;24676.267;24365.733;25981.500;25111.500;;25016.433;24896.167;25440.767;25138.767;24281.311;24006.245;26180.467;12899.710;332567.851;112.834;1.507;13.641
2023-10-02 09:30:00;14951.900;27893.933;27672.267;27416.800;29097.055;28473.933;;28591.000;28490.233;29060.911;28586.900;27304.511;27165.067;29387.333;12856.495;378452.705;127.677;1.897;13.439
2023-10-02 09:45:00;10728.933;20747.311;20455.400;20172.133;21584.433;20801.800;;20709.400;20593.333;21037.800;20760.733;20114.900;19871.700;21623.067;12842.883;275302.322;93.581;1.517;13.383
2023-10-02 10:00:00;15734.133;30520.567;30011.567;29606.755;31492.667;30464.967;;30358.933;30097.100;30703.867;30502.300;29611.233;29231.767;31703.267;12878.625;407357.782;144.927;0.712;13.871
2023-10-02 10:15:00;20477.255;39916.767;39558.100;38841.000;41725.422;39749.611;;39379.333;39123.767;39827.767;39664.767;38796.822;38298.455;41714.578;12956.071;533986.897;184.863;0.623;16.535
2023-10-02 10:30:00;25273.467;49049.222;48912.889;48104.233;51455.100;48742.967;;48453.667;48026.400;48938.467;48834.667;47759.155;47022.100;51182.000;12959.223;659791.848;226.577;0.692;19.122
2023-10-02 10:45:00;17695.567;34240.900;33833.367;33301.933;35821.000;34253.800;;34104.467;33742.667;34529.800;34281.433;33186.667;32902.367;35704.945;12940.491;458462.099;153.391;0.433;20.947
2023-10-02 11:00:00;8524.433;16538.067;16301.733;16053.900;17271.833;16541.967;;16535.000;16394.800;16802.967;16524.967;15958.055;15824.133;17229.033;12909.405;217836.613;72.183;0.689;18.859
2023-10-02 11:15:00;7977.467;15450.733;15162.833;14966.667;16069.356;15448.800;;15451.967;15323.067;15677.467;15464.767;14873.433;14781.833;16008.789;12881.787;202891.928;66.130;1.077;15.929
2023-10-02 11:30:00;9212.867;17837.733;17608.100;17348.955;18649.300;17890.833;;17868.433;17710.233;18133.833;17894.967;17261.578;17144.900;18599.133;12864.137;236037.344;79.637;0.280;16.182
2023-10-02 11:45:00;7614.167;15056.433;14981.367;14680.633;15907.867;15031.067;;14896.767;14727.900;15094.900;14944.389;14624.667;14463.933;15747.500;12848.235;197336.655;67.198;0.519;16.744
2023-10-02 12:00:00;8221.600;16088.645;15914.833;15634.633;16884.200;16096.233;;16020.300;15857.600;16234.867;16058.067;15536.467;15445.200;16755.800;12912.622;211615.661;71.771;0.935;16.471
2023-10-02 12:15:00;12847.000;24976.800;24634.267;24238.711;26143.433;24928.933;;24803.000;24591.289;25126.133;24896.100;24067.133;23940.367;25954.911;12960.127;331779.851;111.597;0.909;17.108
2023-10-02 12:30:00;15924.300;30870.733;30597.733;30027.633;32508.000;30790.133;;30616.900;30388.967;30978.300;30768.000;29876.111;29643.511;32184.278;12936.147;412120.109;137.047;0.685;18.213
2023-10-02 12:45:00;20317.333;39242.433;38722.533;38039.267;41024.300;39203.100;;39010.367;38657.200;39457.433;39180.433;37808.333;37632.211;40671.022;12961.392;525401.120;171.411;1.051;18.941
2023-10-02 13:00:00;17528.800;34003.033;33626.778;32998.445;35623.511;33949.700;;33756.700;33437.600;34115.267;33901.533;32855.367;32624.700;35422.633;12956.461;454221.797;147.683;0.953;18.332
2023-10-02 13:15:00;17640.667;34089.267;33622.378;33054.155;35552.333;34092.167;;33936.300;33639.167;34250.033;34064.167;33006.467;32671.933;35452.589;12899.197;455752.252;148.107;1.091;17.395
2023-10-02 13:30:00;18667.367;36003.467;35339.633;34807.033;37351.767;35956.100;;35916.900;35605.467;36251.233;35996.967;34708.522;34425.367;37283.345;12925.802;481198.017;156.151;1.035;16.960
2023-10-02 13:45:00;19356.233;37708.733;37295.600;36588.445;39545.933;37586.533;;37414.633;37055.367;37655.733;37576.633;36472.167;36157.678;39246.089;12903.356;504524.535;166.191;0.893;17.237
2023-10-02 14:00:00;21185.767;41728.822;41473.500;40546.000;44024.300;41589.500;;41166.267;40650.600;41408.933;41485.833;40394.967;39989.133;43498.755;12849.126;558207.396;186.315;0.867;18.122
2023-10-02 14:15:00;15127.367;29491.678;29052.778;28566.755;30779.111;29415.733;;29223.167;28970.233;29559.000;29377.967;28410.067;28173.700;30569.800;12860.143;392205.257;130.610;0.470;17.677
2023-10-02 14:30:00;10749.133;21286.400;21091.389;20690.067;22508.133;21185.233;;20987.367;20774.900;21137.300;21065.967;20578.733;20417.622;22183.467;12866.853;281351.527;95.191;0.695;18.055
2023-10-02 14:45:00;12468.867;24152.055;23744.689;23403.233;25216.522;24169.267;;24147.800;23901.200;24366.533;24195.967;23353.989;23151.122;25101.700;12906.609;321173.263;105.965;0.517;17.565
2023-10-02 15:00:00;13052.233;25336.300;24940.067;24564.789;26489.900;25340.200;;25246.633;25018.933;25516.433;25378.133;24517.900;24261.000;26275.289;12916.033;337165.003;110.066;0.772;16.161
2023-10-02 15:15:00;13123.400;25428.833;24883.067;24634.589;26363.833;25426.400;;25319.767;25089.133;25648.000;25459.800;24522.045;24296.667;26326.222;12905.843;337764.610;110.995;0.815;16.174
2023-10-02 15:30:00;11891.567;23570.933;23562.833;23025.900;24965.900;23487.500;;23180.400;22879.833;23285.467;23440.167;23041.855;22705.567;24824.578;12950.087;312721.367;103.759;1.070;15.735
2023-10-02 15:45:00;10239.433;20353.933;20126.833;19790.900;21335.755;20302.567;;20083.367;19799.267;20114.333;20231.533;19746.178;19488.678;21202.700;12913.890;268251.215;91.735;0.806;15.658
2023-10-02 16:00:00;11411.400;22913.267;22866.378;22323.267;24400.911;22774.467;;22360.233;22045.133;22351.867;22641.100;22260.967;21992.500;23985.278;12915.321;302338.345;104.029;0.607;16.269
2023-10-02 16:15:00;7576.467;15117.067;14974.067;14700.467;15843.711;15051.433;;14867.933;14710.867;15011.000;15006.633;14648.333;14471.989;15721.245;12932.543;197301.671;69.679;0.548;16.540
2023-10-02 16:30:00;5231.167;10405.189;10238.067;10100.100;10884.167;10427.633;;10345.700;10209.667;10400.067;10368.700;10078.678;9991.133;10821.633;12949.123;134589.694;48.423;0.650;15.651
2023-10-02 16:45:00;5851.567;11601.289;11621.389;11399.122;12338.333;11585.367;;11428.967;11316.733;11593.400;11539.900;11420.845;11184.433;12254.011;12916.261;151744.810;54.152;0.823;15.278
2023-10-02 17:00:00;5700.567;11321.167;11158.967;10998.933;11922.533;11263.167;;11197.700;11119.033;11359.867;11271.067;10959.778;10853.067;11840.667;12857.826;147342.781;53.639;0.435;15.431
2023-10-02 17:15:00;8067.200;15945.033;15858.178;15628.033;16749.845;15881.600;;15791.867;15604.700;15937.278;15904.367;15569.255;15297.733;16672.933;12903.630;209777.376;73.727;0.435;16.017
2023-10-02 17:30:00;5850.533;11126.167;10699.300;10698.300;11310.167;11252.433;;11386.000;11333.867;11584.300;11323.533;10632.355;10615.500;11396.500;12893.553;145332.147;52.455;0.929;15.973
2023-10-02 17:45:00;4000.467;8510.200;8536.767;8383.755;8985.700;8460.433;;8155.367;8018.733;8158.700;8344.267;8428.622;8234.767;9079.733;12881.019;108457.511;41.504;0.768;15.678
2023-10-02 18:00:00;1487.900;3248.478;3168.333;3112.633;3398.033;3245.167;;3233.967;3139.700;3278.167;3268.667;3117.900;3077.567;3365.633;12866.082;39472.119;17.798;0.639;15.139
2023-10-02 18:15:00;2062.367;4204.389;4241.011;4084.733;4511.800;4236.933;;4263.367;4212.433;4355.067;4207.033;4105.200;4056.933;4443.578;12920.116;52998.805;21.965;0.510;15.057
2023-10-02 18:30:00;722.933;1303.867;1196.355;1214.500;1197.267;1330.600;;1442.167;1360.800;1473.400;1393.933;1198.222;1235.633;1329.033;12892.863;14502.242;8.342;0.589;14.720
