Timestamp,POA Irradiance,Ambient Temperature,Wind Speed,Meter Voltage,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4
2023-08-01 00:00:00,-2.0,64.36333,0.8633333,12.35889,-19.97367,0.0,0.0,0.0,0.0
2023-08-01 00:15:00,-2.0,63.99,0.74,12.29711,-19.66233,0.0,0.0,0.0,0.0
2023-08-01 00:30:00,-1.5,63.51333,1.443333,12.301,-19.685,0.0,0.0,0.0,0.0
2023-08-01 00:45:00,-1.5,63.48,0.8166667,12.32422,-19.77967,0.0,0.0,0.0,0.0
2023-08-01 01:00:00,-1.5,63.97667,0.7933334,12.34722,-19.91733,0.0,0.0,0.0,0.0
2023-08-01 01:15:00,-0.5,64.56333,2.92,12.36411,-20.02067,0.0,0.0,0.0,0.0
2023-08-01 01:30:00,-1.0,62.34333,2.58,12.28589,-19.58067,0.0,0.0,0.0,0.0
2023-08-01 01:45:00,-0.5,62.09,2.156667,12.25622,-19.42767,0.0,0.0,0.0,0.0
2023-08-01 02:00:00,-1.0,60.52667,1.693333,12.26611,-19.47067,0.0,0.0,0.0,0.0
2023-08-01 02:15:00,-1.0,59.92,2.056667,12.27933,-19.54733,0.0,0.0,0.0,0.0
2023-08-01 02:30:00,-0.5,58.16333,1.923333,12.29144,-19.62833,0.0,0.0,0.0,0.0
2023-08-01 02:45:00,-1.0,58.54333,1.57,12.307,-19.70467,0.0,0.0,0.0,0.0
2023-08-01 03:00:00,-0.5,59.19,3.553333,12.31633,-19.771,0.0,0.0,0.0,0.0
2023-08-01 03:15:00,-1.0,59.75333,3.516667,12.32267,-19.81333,0.0,0.0,0.0,0.0
2023-08-01 03:30:00,-1.0,59.07,3.616667,12.31111,-19.74567,0.0,0.0,0.0,0.0
2023-08-01 03:45:00,-1.0,58.10333,3.123333,12.31767,-19.767,0.0,0.0,0.0,0.0
2023-08-01 04:00:00,-1.0,57.75667,1.9,12.30867,-19.723,0.0,0.0,0.0,0.0
2023-08-01 04:15:00,-0.5,56.98333,2.413333,12.31245,-19.72733,0.0,0.0,0.0,0.0
2023-08-01 04:30:00,-0.5,59.12,3.633333,12.31211,-19.73833,0.0,0.0,0.0,0.0
2023-08-01 04:45:00,-0.5,59.08667,3.576667,12.30355,-19.70067,0.0,0.0,0.0,0.0
2023-08-01 05:00:00,-0.5,58.45667,3.473333,12.27156,-19.552,0.0,0.0,0.0,0.0
2023-08-01 05:15:00,-1.0,57.43,2.926667,12.25644,-19.478,0.0,0.0,0.0,0.0
2023-08-01 05:30:00,-1.0,56.28,2.933333,12.23511,-19.378,0.0,0.0,0.0,0.0
2023-08-01 05:45:00,1.5,55.97667,3.38,12.23378,-18.41733,0.0,0.0,0.0,0.0
2023-08-01 06:00:00,6.5,56.47333,3.576667,12.23311,14.571,0.0,0.0,0.0,0.0
2023-08-01 06:15:00,16.0,56.03,3.413333,12.26156,119.8823,22.78667,18.49333,23.28,22.87667
2023-08-01 06:30:00,63.5,55.97667,2.916667,12.25267,479.4317,113.1767,117.19,140.7333,137.0633
2023-08-01 06:45:00,163.0,57.13667,1.373333,12.26778,1323.845,322.23,299.9733,359.2267,353.5033
2023-08-01 07:00:00,265.5,58.02333,1.533333,12.27778,2315.289,563.08,530.9333,622.42,612.4767
2023-08-01 07:15:00,379.0,59.38,1.696667,12.33944,3464.464,841.85,796.46,924.64,914.5367
2023-08-01 07:30:00,505.5,60.97667,1.746667,12.34033,4659.677,1151.727,1081.8,1248.323,1236.797
2023-08-01 07:45:00,642.5,63.19333,1.503333,12.36644,5862.903,1443.213,1352.997,1548.793,1536.793
2023-08-01 08:00:00,749.5,65.66666,1.29,12.40067,7182.22,1793.013,1703.127,1856.727,1882.293
2023-08-01 08:15:00,802.5,65.99667,1.656667,12.38522,8072.45,2033.56,1989.0,2026.9,2091.137
2023-08-01 08:30:00,843.5,68.33334,1.1,12.36955,8472.653,2139.43,2104.283,2120.05,2185.103
2023-08-01 08:45:00,879.5,70.79333,1.28,12.357,8777.394,2221.887,2180.223,2198.31,2260.417
2023-08-01 09:00:00,907.5,71.57667,1.816667,12.35278,9012.879,2282.087,2238.61,2260.213,2323.047
2023-08-01 09:15:00,929.0,71.52333,2.013333,12.33255,9202.136,2335.107,2286.59,2309.623,2368.127
2023-08-01 09:30:00,944.5,72.39667,2.14,12.31767,9317.636,2361.453,2317.933,2343.627,2398.693
2023-08-01 09:45:00,956.0,73.06667,2.533333,12.30633,9399.788,2389.977,2340.93,2364.353,2414.307
2023-08-01 10:00:00,960.5,74.46333,2.473333,12.29389,9414.995,2394.893,2347.71,2365.747,2418.947
2023-08-01 10:15:00,963.5,75.25333,2.72,12.35456,9423.778,2398.873,2347.283,2368.13,2424.1
2023-08-01 10:30:00,968.0,76.68667,3.043333,12.36167,9415.438,2398.627,2346.08,2364.907,2422.457
2023-08-01 10:45:00,967.5,77.37666,3.17,12.35389,9393.359,2388.54,2337.38,2362.65,2426.763
2023-08-01 11:00:00,967.0,78.83,3.87,12.328,9362.386,2386.74,2331.497,2357.623,2414.913
2023-08-01 11:15:00,963.5,79.35667,2.616667,12.31089,9284.614,2369.0,2314.847,2335.81,2395.03
2023-08-01 11:30:00,960.5,80.19334,2.486667,12.30278,9237.26,2361.737,2303.807,2324.37,2381.067
2023-08-01 11:45:00,959.0,81.97,2.65,12.34844,9199.355,2346.207,2293.313,2318.527,2376.283
2023-08-01 12:00:00,958.0,82.72334,3.18,12.30767,9203.894,2343.877,2309.63,2322.923,2367.87
2023-08-01 12:15:00,954.0,83.34666,3.216667,12.33422,9169.923,2346.567,2292.68,2306.1,2367.727
2023-08-01 12:30:00,952.0,84.62666,2.5,12.34122,9127.387,2330.863,2282.597,2300.58,2358.227
2023-08-01 12:45:00,954.5,85.2,4.206666,12.30389,9154.647,2337.57,2289.957,2311.13,2366.063
2023-08-01 13:00:00,955.5,86.52,3.466667,12.31378,9119.609,2328.43,2284.57,2301.817,2354.083
2023-08-01 13:15:00,957.0,86.74667,4.066667,12.31322,9105.493,2323.557,2281.127,2297.697,2357.163
2023-08-01 13:30:00,958.0,88.13333,3.763333,12.40322,9081.635,2313.847,2282.493,2285.447,2348.22
2023-08-01 13:45:00,965.0,89.57,4.143333,12.37278,9085.374,2313.573,2278.987,2291.837,2351.83
2023-08-01 14:00:00,964.0,89.89333,4.463333,12.372,9105.536,2320.517,2286.043,2296.217,2355.673
2023-08-01 14:15:00,972.5,91.44,4.7,12.34256,9131.155,2326.513,2292.327,2303.197,2364.587
2023-08-01 14:30:00,981.0,93.08334,4.25,12.30922,9187.045,2339.18,2308.223,2316.23,2382.143
2023-08-01 14:45:00,987.0,93.6,4.396667,12.28978,9247.553,2355.313,2327.137,2334.617,2391.447
2023-08-01 15:00:00,981.0,94.59666,4.173333,12.31444,9199.461,2347.277,2310.687,2319.933,2382.19
2023-08-01 15:15:00,978.5,94.52666,4.193333,12.287,9170.431,2333.063,2297.937,2316.577,2384.177
2023-08-01 15:30:00,974.0,95.90667,3.643333,12.32967,9156.505,2323.563,2297.27,2313.297,2382.11
2023-08-01 15:45:00,972.5,95.18333,3.36,12.29566,9117.496,2314.143,2285.77,2302.95,2374.86
2023-08-01 16:00:00,984.5,95.50667,3.823333,12.27944,9193.705,2339.623,2304.097,2320.22,2388.767
2023-08-01 16:15:00,989.0,95.2,5.9,12.27889,9277.619,2371.4,2324.097,2340.94,2399.877
2023-08-01 16:30:00,978.0,95.44666,3.13,12.33778,9131.687,2334.903,2287.6,2302.123,2359.827
2023-08-01 16:45:00,967.0,96.32667,3.503333,12.33844,9064.647,2319.667,2268.123,2286.06,2343.353
2023-08-01 17:00:00,927.5,95.92,5.253334,12.34956,8779.921,2258.257,2196.673,2214.427,2263.57
2023-08-01 17:15:00,882.5,94.43667,5.676667,12.33478,8534.824,2189.01,2132.953,2156.927,2200.297
2023-08-01 17:30:00,836.0,93.14667,6.683333,12.32733,8186.571,2098.933,2041.673,2068.89,2115.807
2023-08-01 17:45:00,773.0,92.23333,7.863333,12.32478,7646.612,1954.343,1895.517,1931.467,1988.13
2023-08-01 18:00:00,715.5,91.68667,7.156667,12.33978,7055.641,1818.277,1736.157,1782.313,1832.88
2023-08-01 18:15:00,677.5,91.66,6.7,12.33556,6579.429,1680.44,1588.47,1676.4,1739.137
2023-08-01 18:30:00,602.0,90.75667,6.373333,12.33778,5477.714,1420.467,1302.22,1389.58,1453.467
2023-08-01 18:45:00,505.0,90.19666,5.416667,12.31167,4281.47,1151.39,994.3467,1063.477,1109.773
2023-08-01 19:00:00,403.5,88.65334,6.073333,12.29445,3015.85,850.7767,680.2167,733.9434,767.6733
2023-08-01 19:15:00,284.5,87.21333,6.926667,12.29166,1914.969,570.1,430.8833,472.7867,496.3167
2023-08-01 19:30:00,176.0,86.36,6.503334,12.305,1143.108,349.43,250.0133,287.18,291.01
2023-08-01 19:45:00,107.5,85.46667,6.1,12.31711,591.9247,184.8467,136.7,157.2767,154.78
2023-08-01 20:00:00,25.5,84.31333,5.983333,12.33067,210.435,60.63334,60.80667,66.16333,57.79
2023-08-01 20:15:00,6.5,83.17,5.593333,12.33222,42.862,0.0,0.0,1.103333,0.0
2023-08-01 20:30:00,-0.5,82.15667,4.306667,12.30978,-21.128,0.0,0.0,0.0,0.0
2023-08-01 20:45:00,-2.0,81.48333,4.703333,12.32522,-19.80667,0.0,0.0,0.0,0.0
2023-08-01 21:00:00,-2.0,80.72334,3.263333,12.32055,-19.78467,0.0,0.0,0.0,0.0
2023-08-01 21:15:00,-2.0,80.15667,2.603333,12.30311,-19.68833,0.0,0.0,0.0,0.0
2023-08-01 21:30:00,-2.0,79.65334,1.926667,12.31467,-19.74367,0.0,0.0,0.0,0.0
2023-08-01 21:45:00,-2.5,79.23666,1.883333,12.31844,-19.74233,0.0,0.0,0.0,0.0
2023-08-01 22:00:00,-2.0,78.09,1.726667,12.29189,-19.60267,0.0,0.0,0.0,0.0
2023-08-01 22:15:00,-2.0,76.79667,1.75,12.324,-19.76933,0.0,0.0,0.0,0.0
2023-08-01 22:30:00,-2.5,74.81333,1.643333,12.32333,-19.76467,0.0,0.0,0.0,0.0
2023-08-01 22:45:00,-2.5,74.58,1.066667,12.34122,-19.86167,0.0,0.0,0.0,0.0
2023-08-01 23:00:00,-2.0,73.72334,0.7,12.30433,-19.66767,0.0,0.0,0.0,0.0
2023-08-01 23:15:00,-2.0,71.31,1.166667,12.35256,-19.93233,0.0,0.0,0.0,0.0
2023-08-01 23:30:00,-2.0,69.86667,1.093333,12.32933,-19.81367,0.0,0.0,0.0,0.0
2023-08-01 23:45:00,-1.5,68.25667,1.81,12.304,-19.69167,0.0,0.0,0.0,0.0
2023-08-02 00:00:00,-1.5,66.31667,1.533333,12.33778,-19.86833,0.0,0.0,0.0,0.0
2023-08-02 00:15:00,-1.5,66.25,0.22,12.35611,-19.96133,0.0,0.0,0.0,0.0
2023-08-02 00:30:00,-1.5,66.85667,0.0,12.32356,-19.75567,0.0,0.0,0.0,0.0
2023-08-02 00:45:00,-1.0,66.92,0.9533333,12.34411,-19.85033,0.0,0.0,0.0,0.0
2023-08-02 01:00:00,-1.0,65.82333,1.106667,12.369,-20.01633,0.0,0.0,0.0,0.0
2023-08-02 01:15:00,-1.0,65.41,0.51,12.35944,-19.95367,0.0,0.0,0.0,0.0
2023-08-02 01:30:00,-1.0,65.12666,1.48,12.35411,-19.91,0.0,0.0,0.0,0.0
2023-08-02 01:45:00,-1.0,64.96667,2.26,12.34844,-19.89433,0.0,0.0,0.0,0.0
2023-08-02 02:00:00,-0.5,63.31333,1.896667,12.35078,-19.924,0.0,0.0,0.0,0.0
2023-08-02 02:15:00,-0.5,62.81333,3.053333,12.35911,-19.99467,0.0,0.0,0.0,0.0
2023-08-02 02:30:00,-1.0,61.55667,1.376667,12.34544,-19.91733,0.0,0.0,0.0,0.0
