Detected missing values in the 'POA Irradiance' column.
These have been filled with a placeholder value of -999.
Kindly document this discrepancy in the 'Data Issues' spreadsheet for further review.
Details of missing rows:
+-------+---------------------+----------------+---------------------+------------+---------------+-------------+------------+------------+------------+------------+------------+
| Index |      Timestamp      | POA Irradiance | Ambient Temperature | Wind Speed | Meter Voltage | Meter Power | Inverter_1 | Inverter_2 | Inverter_3 | Inverter_4 |    Date    |
|   68  | 2023-08-01 16:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   69  | 2023-08-01 16:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   70  | 2023-08-01 17:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   71  | 2023-08-01 17:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   72  | 2023-08-01 17:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   73  | 2023-08-01 17:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   74  | 2023-08-01 18:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   75  | 2023-08-01 18:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   76  | 2023-08-01 18:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   77  | 2023-08-01 18:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   78  | 2023-08-01 19:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   79  | 2023-08-01 19:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   80  | 2023-08-01 19:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   81  | 2023-08-01 19:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   82  | 2023-08-01 20:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   83  | 2023-08-01 20:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   84  | 2023-08-01 20:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   85  | 2023-08-01 20:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   86  | 2023-08-01 21:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   87  | 2023-08-01 21:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   88  | 2023-08-01 21:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   89  | 2023-08-01 21:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   90  | 2023-08-01 22:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   91  | 2023-08-01 22:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   92  | 2023-08-01 22:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   93  | 2023-08-01 22:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   94  | 2023-08-01 23:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   95  | 2023-08-01 23:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   96  | 2023-08-01 23:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   97  | 2023-08-01 23:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-01 |
|   98  | 2023-08-02 00:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|   99  | 2023-08-02 00:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  100  | 2023-08-02 00:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  101  | 2023-08-02 00:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  102  | 2023-08-02 01:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  103  | 2023-08-02 01:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  104  | 2023-08-02 01:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  105  | 2023-08-02 01:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  106  | 2023-08-02 02:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  107  | 2023-08-02 02:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  108  | 2023-08-02 02:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  109  | 2023-08-02 02:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  110  | 2023-08-02 03:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  111  | 2023-08-02 03:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  112  | 2023-08-02 03:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  113  | 2023-08-02 03:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  114  | 2023-08-02 04:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  115  | 2023-08-02 04:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  116  | 2023-08-02 04:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  117  | 2023-08-02 04:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  118  | 2023-08-02 05:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  119  | 2023-08-02 05:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  120  | 2023-08-02 05:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  121  | 2023-08-02 05:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  122  | 2023-08-02 06:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  123  | 2023-08-02 06:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  124  | 2023-08-02 06:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  125  | 2023-08-02 06:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  126  | 2023-08-02 07:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  127  | 2023-08-02 07:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  128  | 2023-08-02 07:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  129  | 2023-08-02 07:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  130  | 2023-08-02 08:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  131  | 2023-08-02 08:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  132  | 2023-08-02 08:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  133  | 2023-08-02 08:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  134  | 2023-08-02 09:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  135  | 2023-08-02 09:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  136  | 2023-08-02 09:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  137  | 2023-08-02 09:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  138  | 2023-08-02 10:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  139  | 2023-08-02 10:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  140  | 2023-08-02 10:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  141  | 2023-08-02 10:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  142  | 2023-08-02 11:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  143  | 2023-08-02 11:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  144  | 2023-08-02 11:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  145  | 2023-08-02 11:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  146  | 2023-08-02 12:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  147  | 2023-08-02 12:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  148  | 2023-08-02 12:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  149  | 2023-08-02 12:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  150  | 2023-08-02 13:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  151  | 2023-08-02 13:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  152  | 2023-08-02 13:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  153  | 2023-08-02 13:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  154  | 2023-08-02 14:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  155  | 2023-08-02 14:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  156  | 2023-08-02 14:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  157  | 2023-08-02 14:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  158  | 2023-08-02 15:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  159  | 2023-08-02 15:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  160  | 2023-08-02 15:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  161  | 2023-08-02 15:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  162  | 2023-08-02 16:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  163  | 2023-08-02 16:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  164  | 2023-08-02 16:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  165  | 2023-08-02 16:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  166  | 2023-08-02 17:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  167  | 2023-08-02 17:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  168  | 2023-08-02 17:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  169  | 2023-08-02 17:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  170  | 2023-08-02 18:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  171  | 2023-08-02 18:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  172  | 2023-08-02 18:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  173  | 2023-08-02 18:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  174  | 2023-08-02 19:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  175  | 2023-08-02 19:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  176  | 2023-08-02 19:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  177  | 2023-08-02 19:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  178  | 2023-08-02 20:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  179  | 2023-08-02 20:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  180  | 2023-08-02 20:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  181  | 2023-08-02 20:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  182  | 2023-08-02 21:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  183  | 2023-08-02 21:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  184  | 2023-08-02 21:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  185  | 2023-08-02 21:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  186  | 2023-08-02 22:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  187  | 2023-08-02 22:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  188  | 2023-08-02 22:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  189  | 2023-08-02 22:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  190  | 2023-08-02 23:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  191  | 2023-08-02 23:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  192  | 2023-08-02 23:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  193  | 2023-08-02 23:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-02 |
|  194  | 2023-08-03 00:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  195  | 2023-08-03 00:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  196  | 2023-08-03 00:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  197  | 2023-08-03 00:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  198  | 2023-08-03 01:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  199  | 2023-08-03 01:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  200  | 2023-08-03 01:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  201  | 2023-08-03 01:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  202  | 2023-08-03 02:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  203  | 2023-08-03 02:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  204  | 2023-08-03 02:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  205  | 2023-08-03 02:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  206  | 2023-08-03 03:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  207  | 2023-08-03 03:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  208  | 2023-08-03 03:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  209  | 2023-08-03 03:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  210  | 2023-08-03 04:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  211  | 2023-08-03 04:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  212  | 2023-08-03 04:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  213  | 2023-08-03 04:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  214  | 2023-08-03 05:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  215  | 2023-08-03 05:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  216  | 2023-08-03 05:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  217  | 2023-08-03 05:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  218  | 2023-08-03 06:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  219  | 2023-08-03 06:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  220  | 2023-08-03 06:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  221  | 2023-08-03 06:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  222  | 2023-08-03 07:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  223  | 2023-08-03 07:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  224  | 2023-08-03 07:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  225  | 2023-08-03 07:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  226  | 2023-08-03 08:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
|  227  | 2023-08-03 08:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     | 2023-08-03 |
