NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-06-01 00:00:00,0.3121527,0,0,0,0,-0.1594408
2023-06-01 01:00:00,0.351539,0,0,0,0,-0.4076287
2023-06-01 02:00:00,0.1266555,0,0,0,0,-3.483117
2023-06-01 03:00:00,0.3114584,0,0,0,0,-3.152778
2023-06-01 04:00:00,0.812213,0,0,0,0,-3.466786
2023-06-01 05:00:00,0.06966521,0,0,0,0,1.747927
2023-06-01 06:00:00,24.10809,8.964772,8.310476,8.183394,7.26189,0.076682
2023-06-01 07:00:00,144.1835,54.51438,53.03077,52.56828,45.0472,2.39767
2023-06-01 08:00:00,323.4695,150.7531,145.2014,145.6101,129.2428,75.18827
2023-06-01 09:00:00,550.7328,278.4313,265.1474,268.989,240.9426,113.9598
2023-06-01 10:00:00,701.0555,360.7751,340.9255,348.554,314.023,385.7805
2023-06-01 11:00:00,858.0552,434.5592,408.3489,419.0267,378.9485,348.9832
2023-06-01 12:00:00,916.5167,450.2318,420.8408,427.8582,383.5847,326.8615
2023-06-01 13:00:00,438.3301,223.899,223.6087,216.7267,197.9534,32.55153
2023-06-01 14:00:00,224.7135,118.7894,116.3287,115.1717,101.6146,12.3242
2023-06-01 15:00:00,260.2024,134.1942,130.5476,129.3761,115.1949,11.22377
2023-06-01 16:00:00,212.74,105.4047,103.6954,101.676,91.34684,8.97028
2023-06-01 17:00:00,217.4536,108.0911,106.5783,104.8009,92.54984,37.95142
2023-06-01 18:00:00,174.7124,86.30905,85.60982,81.97564,73.44044,84.18098
2023-06-01 19:00:00,61.64989,27.17621,25.84783,25.54259,22.5363,24.41699
2023-06-01 20:00:00,6.661741,1.210836,1.053689,0.9890353,0.8578747,-1.036795
2023-06-01 21:00:00,9.228495e-07,0,0,0,0,0.4266704
2023-06-01 22:00:00,0,0,0,0,0,0.3768176
2023-06-01 23:00:00,0,0,0,0,0,0.2837427
2023-06-02 00:00:00,0,0,0,0,0,0.0805592
2023-06-02 01:00:00,0,0,0,0,0,-0.6304166
2023-06-02 02:00:00,0,0,0,0,0,-3.665974
2023-06-02 03:00:00,0.1041666,0,0,0,0,1.29549
2023-06-02 04:00:00,0.3118055,0,0,0,0,-0.5808209
2023-06-02 05:00:00,0.03288926,0,0,0,0,-0.4565319
2023-06-02 06:00:00,17.30709,6.042061,5.587705,5.695074,5.194148,-0.183387
2023-06-02 07:00:00,76.58358,36.35747,35.07496,35.16038,31.3328,0.1543
2023-06-02 08:00:00,176.0461,90.92722,87.8561,86.4174,76.40517,6.02285
2023-06-02 09:00:00,436.2376,212.8904,203.5322,202.3953,179.9873,93.69339
2023-06-02 10:00:00,672.7156,341.238,320.5388,324.4574,287.4149,350.6824
2023-06-02 11:00:00,657.1096,321.4377,312.8911,306.3051,281.2895,346.6306
2023-06-02 12:00:00,717.3879,314.8017,310.8908,309.1259,287.0554,136.4739
2023-06-02 13:00:00,828.3281,383.2471,374.3578,380.4504,344.8866,54.6522
2023-06-02 14:00:00,728.3743,380.9983,356.9813,352.6909,311.8033,58.7511
2023-06-02 15:00:00,537.6566,259.1008,253.7058,241.6323,205.2282,1.25008
2023-06-02 16:00:00,540.0255,266.9971,251.4194,241.9772,221.4075,33.50107
2023-06-02 17:00:00,320.0242,159.1785,152.7844,149.3546,131.5988,75.56153
2023-06-02 18:00:00,140.313,68.42609,69.74634,65.409,58.01109,64.22777
2023-06-02 19:00:00,48.54475,16.82289,16.33961,15.04532,12.762,13.31424
2023-06-02 20:00:00,6.465677,0.9532146,0.7989994,0.8123375,0.6589816,-1.605958
2023-06-02 21:00:00,2.322556e-07,0,0,0,0,0.4891667
2023-06-02 22:00:00,0.2086805,0,0,0,0,0.4820833
2023-06-02 23:00:00,0.2072916,0,0,0,0,0.3870824
