Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-06-01 00:00:00,0,0,0,0,0,-13.465
2023-06-01 01:00:00,0,0,0,0,0,-13.5525
2023-06-01 02:00:00,0,0,0,0,0,-13.62783
2023-06-01 03:00:00,0,0,0,0,0,-13.52767
2023-06-01 04:00:00,0,0,0,0,0,-13.48333
2023-06-01 05:00:00,4.630606,20.79333,21.85417,21.34,19.935,85.65199
2023-06-01 06:00:00,298.0787,368.7283,398.8642,436.025,431.525,1622.212
2023-06-01 07:00:00,561.0805,1550.109,1600.842,1633.207,1598.592,6310.519
2023-06-01 08:00:00,922.0054,2511.257,2508.645,2501.918,2512.252,9977.365
2023-06-01 09:00:00,904.9124,2450.733,2455.919,2465.831,2450.548,9775.225
2023-06-01 10:00:00,875.953,2277.335,2376.995,2360.956,2349.519,9240.784
2023-06-01 11:00:00,925.3577,2432.201,2424.388,2419.061,2395.495,9575.69
2023-06-01 12:00:00,358.4524,958.341,968.4651,978.4044,950.8433,3880.109
2023-06-01 13:00:00,411.8566,25.95552,27.01995,27.8753,27.58328,186.0467
2023-06-01 14:00:00,976.0839,2027.524,2020.338,2009.672,1999.527,8283.147
2023-06-01 15:00:00,594.552,1407.657,1408.367,1407.153,1415.442,5622.049
2023-06-01 16:00:00,62.11449,160.94,161.8416,160.115,153.6808,613.9195
2023-06-01 17:00:00,380.6219,1021.369,1019.156,1027.474,990.0009,4023.983
2023-06-01 18:00:00,89.74973,229.8159,233.9658,233.8,227.3442,908.6984
2023-06-01 19:00:00,190.9839,302.8875,307.3142,306.4583,297.0475,1204.086
2023-06-01 20:00:00,7.210823,6.708333,6.7375,6.573332,5.835833,43.09784
2023-06-01 21:00:00,0,0,0,0,0,-13.44575
2023-06-01 22:00:00,0.008343695,0,0,0,0,-13.62033
2023-06-01 23:00:00,0,0,0,0,0,-13.54634
2023-06-02 00:00:00,0,0,0,0,0,-13.56967
2023-06-02 01:00:00,0,0,0,0,0,-13.55354
2023-06-02 02:00:00,0,0,0,0,0,-13.6265
2023-06-02 03:00:00,0,0,0,0,0,-13.65316
2023-06-02 04:00:00,0,0,0,0,0,-13.52467
