NC Solar I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - 1A, Total AC Active Power","SMA Inverter - 2A, Total AC Active Power","SMA Inverter - 1B, Total AC Active Power","SMA Inverter - 2B, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-06-01 00:00:00,0,0,0,0,0,0.9473387
2023-06-01 01:00:00,0,0,0,0,0,0.9096996
2023-06-01 02:00:00,0,0,0,0,0,0.8605978
2023-06-01 03:00:00,0,0,0,0,0,0.8559729
2023-06-01 04:00:00,0,0,0,0,0,0.7703607
2023-06-01 05:00:00,0.1354734,0.0102783,0.005563618,0.007613438,0.004269795,0.7980633
2023-06-01 06:00:00,28.40791,15.03948,10.04391,15.05919,15.08469,8.23447
2023-06-01 07:00:00,144.523,53.08148,48.0439,67.72187,70.48484,58.94471
2023-06-01 08:00:00,325.9923,153.8372,124.5569,163.1004,175.3651,275.3203
2023-06-01 09:00:00,547.0637,254.5372,205.843,260.6054,284.4696,472.1371
2023-06-01 10:00:00,685.3464,316.2107,248.1169,321.0854,349.377,449.9087
2023-06-01 11:00:00,821.3555,355.0507,269.7153,360.3999,393.0612,641.4699
2023-06-01 12:00:00,867.5286,319.4575,233.9818,326.8111,353.7167,656.0887
2023-06-01 13:00:00,392.8319,134.7327,106.9782,138.3685,149.3623,284.7111
2023-06-01 14:00:00,236.052,82.73928,66.35339,84.48334,81.1866,251.234
2023-06-01 15:00:00,236.4139,131.2619,105.3002,134.9157,145.6784,233.8767
2023-06-01 16:00:00,205.2455,63.48283,50.69397,64.29245,70.88681,129.1957
2023-06-01 17:00:00,255.0495,96.12602,78.31575,96.83128,108.1688,234.8566
2023-06-01 18:00:00,148.0116,39.42216,31.21641,39.67108,45.95076,107.6938
2023-06-01 19:00:00,84.59868,15.35657,12.04044,15.13057,18.97741,50.30607
2023-06-01 20:00:00,6.585361,0.07092539,0.04907262,0.06918029,0.09638117,0.977287
2023-06-01 21:00:00,0.000576389,0,0,0,0,0.1437633
2023-06-01 22:00:00,0,0,0,0,0,0.4876223
2023-06-01 23:00:00,0.02436806,0,0,0,0,0.9260552
2023-06-02 00:00:00,0.01167361,0,0,0,0,0.9407358
2023-06-02 01:00:00,0.01390972,0,0,0,0,0.9140573
2023-06-02 02:00:00,0,0,0,0,0,0.8297539
2023-06-02 03:00:00,0,0,0,0,0,0.7801651
2023-06-02 04:00:00,0,0,0,0,0,0.7222692
2023-06-02 05:00:00,0.01002087,0.002702505,0,0,0,0.6173316
2023-06-02 06:00:00,12.30717,9.961266,7.042518,9.998014,11.04102,4.772739
2023-06-02 07:00:00,85.87125,39.74482,33.8279,43.52889,47.05944,102.5545
2023-06-02 08:00:00,150.5927,78.04979,65.20646,83.85799,90.06518,108.9753
2023-06-02 09:00:00,414.9283,182.7197,158.357,196.7834,214.9551,217.647
2023-06-02 10:00:00,542.1873,235.6469,190.9723,235.207,258.0659,466.5858
2023-06-02 11:00:00,527.4251,234.4002,184.2417,246.1196,263.3666,550.8191
2023-06-02 12:00:00,710.9321,277.2414,225.9438,303.5034,321.1197,573.109
2023-06-02 13:00:00,640.6698,271.7438,204.7039,271.8431,293.309,790.3726
2023-06-02 14:00:00,613.5621,242.6245,180.0895,248.1485,256.6292,332.1621
2023-06-02 15:00:00,505.5522,219.2196,170.7572,222.7095,241.8905,519.9192
2023-06-02 16:00:00,504.2179,169.2275,133.0447,173.3896,192.5897,322.3528
2023-06-02 17:00:00,355.0546,120.754,97.56567,126.4545,145.6891,191.3627
2023-06-02 18:00:00,177.9362,34.94225,26.84074,34.28959,40.53183,40.87509
2023-06-02 19:00:00,54.26358,9.199169,6.064508,8.869414,12.10894,36.4633
2023-06-02 20:00:00,8.064303,0.09468255,0.0612054,0.092561,0.2090924,1.282618
2023-06-02 21:00:00,0.0125,0,0,0,0,0.1714321
2023-06-02 22:00:00,0,0,0,0,0,0.5343663
2023-06-02 23:00:00,0.01241667,0,0,0,0,0.5940952
2023-06-03 00:00:00,0,0,0,0,0,0.7835122
2023-06-03 01:00:00,0,0,0,0,0,0.7540825
2023-06-03 02:00:00,0.025,0,0,0,0,0.6323577
2023-06-03 03:00:00,0,0,0,0,0,0.6866065
2023-06-03 04:00:00,0,0,0,0,0,0.5761312
2023-06-03 05:00:00,0.06427448,0.1412202,0.003477305,0.00778738,0.02163596,0.6919842
2023-06-03 06:00:00,25.81424,10.1877,5.873315,9.926868,9.927672,11.96734
2023-06-03 07:00:00,157.2675,64.02631,42.61139,66.44205,66.31815,170.8146
2023-06-03 08:00:00,338.9796,156.6626,121.5413,162.4625,174.1501,70.21139
2023-06-03 09:00:00,533.9868,245.3513,193.6534,251.1185,271.7416,352.1178
2023-06-03 10:00:00,706.6074,309.0802,237.2383,313.8911,343.912,537.4454
2023-06-03 11:00:00,836.6937,348.0785,257.7343,352.0187,385.6171,640.3031
2023-06-03 12:00:00,909.2411,360.6913,264.3294,367.9063,403.1241,655.2259
2023-06-03 13:00:00,929.5925,355.3564,258.6663,360.5731,399.6552,649.2258
2023-06-03 14:00:00,889.5908,335.3653,246.1658,338.8037,374.0622,620.1919
2023-06-03 15:00:00,779.5349,287.6918,215.3451,289.24,322.9091,816.6173
2023-06-03 16:00:00,612.6476,216.7154,166.9913,218.3828,246.0325,270.2662
2023-06-03 17:00:00,430.3408,137.4395,109.2623,138.0811,158.6888,129.2195
2023-06-03 18:00:00,271.1818,69.85216,55.58549,69.72301,82.26795,168.0512
2023-06-03 19:00:00,122.5297,23.38738,18.19588,23.05872,28.08604,68.56089
2023-06-03 20:00:00,9.88499,0.2562105,0.09491303,0.1496797,0.295171,1.413394
2023-06-03 21:00:00,0,0,0,0,0,0.06066097
2023-06-03 22:00:00,0,0,0,0,0,0.1137394
2023-06-03 23:00:00,0,0,0,0,0,0.08599061
2023-06-04 00:00:00,0,0,0,0,0,0.07229242
2023-06-04 01:00:00,0.01025695,0,0,0,0,0.2885166
2023-06-04 02:00:00,0.002263888,0,0,0,0,0.5317926
2023-06-04 03:00:00,0,0,0,0,0,0.5482784
2023-06-04 04:00:00,0,0,0,0,0,0.5690456
2023-06-04 05:00:00,0.04067406,0,0,0,0.00115511,0.4785902
2023-06-04 06:00:00,13.95714,8.555655,6.035212,8.499137,9.915736,5.634955
2023-06-04 07:00:00,67.4882,28.31691,25.75381,34.40144,36.65839,31.01329
2023-06-04 08:00:00,74.05111,28.19966,25.66603,33.92634,36.22235,40.19824
2023-06-04 09:00:00,110.6283,45.27326,43.22388,54.23326,58.4853,37.96924
2023-06-04 10:00:00,146.0276,55.19002,58.1938,72.75782,78.98977,54.64777
2023-06-04 11:00:00,222.6012,70.34789,71.87121,88.91483,97.50296,146.7262
2023-06-04 12:00:00,268.0492,108.3903,107.46,133.473,145.5801,124.1407
2023-06-04 13:00:00,440.2308,231.4937,179.2881,239.9594,251.1877,172.4505
2023-06-04 14:00:00,525.7216,206.4568,168.6927,208.5208,229.6753,442.458
2023-06-04 15:00:00,564.2245,207.8541,167.2843,209.2894,229.4937,353.666
2023-06-04 16:00:00,403.4015,157.8015,128.7095,161.7513,178.3754,308.5291
2023-06-04 17:00:00,249.7043,82.22138,72.51524,89.4109,100.0121,158.4364
2023-06-04 18:00:00,127.1942,35.55743,34.45813,43.14214,48.47585,62.57429
2023-06-04 19:00:00,50.33021,5.495331,8.715281,11.57173,14.16671,28.24106
2023-06-04 20:00:00,4.882709,0.01708397,0.01445457,0.03165245,0.0761124,0.4422477
2023-06-04 21:00:00,0,0,0,0,0,0.5315763
2023-06-04 22:00:00,0,0,0,0,0,0.530758
2023-06-04 23:00:00,0,0,0,0,0,0.4797229
2023-06-05 00:00:00,0,0,0,0,0,0.5531142
2023-06-05 01:00:00,0,0,0,0,0,0.4280244
2023-06-05 02:00:00,0,0,0,0,0,0.435983
2023-06-05 03:00:00,0,0,0,0,0,0.4543483
2023-06-05 04:00:00,0,0,0,0,0,0.6003878
2023-06-05 05:00:00,0,0.003945853,0,0.002762165,0.005619935,0.7549949
2023-06-05 06:00:00,14.51186,11.03267,7.759632,10.97835,11.56909,22.55063
2023-06-05 07:00:00,103.6905,48.74532,39.29137,50.02219,54.12953,49.41316
2023-06-05 08:00:00,192.1953,114.493,93.6164,117.6716,125.9659,145.7693
2023-06-05 09:00:00,513.8657,217.3017,174.2086,222.8586,238.7955,322.4581
2023-06-05 10:00:00,623.863,284.8347,223.1606,288.3959,208.7879,440.0085
2023-06-05 11:00:00,748.9492,285.9312,233.5796,284.8872,329.3879,258.6922
2023-06-05 12:00:00,651.5957,228.0139,188.3281,233.9364,267.1676,417.7783
2023-06-05 13:00:00,519.2285,255.711,187.3056,261.1455,276.095,529.1749
2023-06-05 14:00:00,583.2854,219.287,187.4728,215.5052,252.4159,743.7562
2023-06-05 15:00:00,503.5498,172.7291,137.2119,173.6858,194.618,255.8963
2023-06-05 16:00:00,466.6606,185.5117,147.3885,187.6397,202.244,246.5099
2023-06-05 17:00:00,474.3311,153.6409,124.9108,154.38,175.5922,466.5739
2023-06-05 18:00:00,246.1738,53.68774,44.00818,52.93285,64.14977,199.8463
